context: I'll get you something, too. response:	A present.
context: Well, yeah.\Around Obihiro.\Wow, I'm jealous.\Oh no, didn't you want to go home for New Year's?\Didn't you?\I don't care.\I never go home.\D-did I ask something I shouldn't have? response:	Stab wounds were found in multiple places on the victim's body,
context: Around Obihiro.\Wow, I'm jealous.\Oh no, didn't you want to go home for New Year's?\Didn't you?\I don't care.\I never go home.\D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body, response:	Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,
context: Wow, I'm jealous.\Oh no, didn't you want to go home for New Year's?\Didn't you?\I don't care.\I never go home.\D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body, response:	Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.
context: Oh no, didn't you want to go home for New Year's?\Didn't you?\I don't care.\I never go home.\D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death. response:	and it is believed that loss of blood was the direct cause of death.
context: Didn't you?\I don't care.\I never go home.\D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death. response:	Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.
context: I don't care.\I never go home.\D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood. response:	I think I'd suspect the missing man.
context: I never go home.\D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man. response:	Right, because if he's missing, that means he ran away.
context: D-did I ask something I shouldn't have?\Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away. response:	We can't say for sure, though.
context: Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away.\We can't say for sure, though. response:	If the fugitive really is a devil, he may be around here by now.
context: Could be the work of a devil. Stab wounds were found in multiple places on the victim's body,\Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away.\We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now. response:	Around here?
context: Could be the work of a devil. and it is believed that loss of blood was the direct cause of death.\and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away.\We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now.\Around here? response:	But that restaurant is pretty far away.
context: and it is believed that loss of blood was the direct cause of death.\Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away.\We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now.\Around here?\But that restaurant is pretty far away. response:	Devils have excellent physical abilities. And they run fast.
context: Vampires tend to stab their victims after a kill, to hide any signs that they drank the blood.\I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away.\We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now.\Around here?\But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast. response:	That reminds me, did you know that guy at the store?
context: I think I'd suspect the missing man.\Right, because if he's missing, that means he ran away.\We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now.\Around here?\But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store? response:	He was suspicious.
context: Right, because if he's missing, that means he ran away.\We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now.\Around here?\But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store?\He was suspicious. response:	I-I didn't know him.
context: We can't say for sure, though.\If the fugitive really is a devil, he may be around here by now.\Around here?\But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store?\He was suspicious.\I-I didn't know him. response:	But he seemed nice.
context: If the fugitive really is a devil, he may be around here by now.\Around here?\But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store?\He was suspicious.\I-I didn't know him.\But he seemed nice. response:	You are way too trusting!
context: Around here?\But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store?\He was suspicious.\I-I didn't know him.\But he seemed nice.\You are way too trusting! response:	But he picked up my vegetables.
context: But that restaurant is pretty far away.\Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store?\He was suspicious.\I-I didn't know him.\But he seemed nice.\You are way too trusting!\But he picked up my vegetables. response:	Picking up vegetables makes you a good person?
context: Devils have excellent physical abilities. And they run fast.\That reminds me, did you know that guy at the store?\He was suspicious.\I-I didn't know him.\But he seemed nice.\You are way too trusting!\But he picked up my vegetables.\Picking up vegetables makes you a good person? response:	Oh, but maybe he did look kind of like a vampire.
context: That reminds me, did you know that guy at the store?\He was suspicious.\I-I didn't know him.\But he seemed nice.\You are way too trusting!\But he picked up my vegetables.\Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire. response:	That makes him even more dangerous!
context: He was suspicious.\I-I didn't know him.\But he seemed nice.\You are way too trusting!\But he picked up my vegetables.\Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous! response:	No, I mean he had dark circles under his eyes.
context: I-I didn't know him.\But he seemed nice.\You are way too trusting!\But he picked up my vegetables.\Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous!\No, I mean he had dark circles under his eyes. response:	I don't think he had drunk any blood.
context: But he seemed nice.\You are way too trusting!\But he picked up my vegetables.\Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous!\No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood. response:	How...? You really know your stuff.
context: You are way too trusting!\But he picked up my vegetables.\Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous!\No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood.\How...? You really know your stuff. response:	But you didn't know the man.
context: But he picked up my vegetables.\Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous!\No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood.\How...? You really know your stuff.\But you didn't know the man. response:	N-no.
context: Picking up vegetables makes you a good person?\Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous!\No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood.\How...? You really know your stuff.\But you didn't know the man.\N-no. response:	Is he worried about me?
context: Oh, but maybe he did look kind of like a vampire.\That makes him even more dangerous!\No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood.\How...? You really know your stuff.\But you didn't know the man.\N-no.\Is he worried about me? response:	I can't stop myself.
context: That makes him even more dangerous!\No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood.\How...? You really know your stuff.\But you didn't know the man.\N-no.\Is he worried about me?\I can't stop myself. response:	M-meow.
context: No, I mean he had dark circles under his eyes.\I don't think he had drunk any blood.\How...? You really know your stuff.\But you didn't know the man.\N-no.\Is he worried about me?\I can't stop myself.\M-meow. response:	I can't believe I have to work on New Year's Eve.
context: I don't think he had drunk any blood.\How...? You really know your stuff.\But you didn't know the man.\N-no.\Is he worried about me?\I can't stop myself.\M-meow.\I can't believe I have to work on New Year's Eve. response:	Well, when the person of interest is a devil...
context: How...? You really know your stuff.\But you didn't know the man.\N-no.\Is he worried about me?\I can't stop myself.\M-meow.\I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil... response:	Of course, we're still waiting for the autopsy results.
context: But you didn't know the man.\N-no.\Is he worried about me?\I can't stop myself.\M-meow.\I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results. response:	Hey! Are you folks detectives?
context: N-no.\Is he worried about me?\I can't stop myself.\M-meow.\I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives? response:	One of my employees, Katagiri, he's a vampire!
context: Is he worried about me?\I can't stop myself.\M-meow.\I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire! response:	He's the guy that did it! Get out there and arrest him!
context: I can't stop myself.\M-meow.\I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him! response:	And you're Mr. Okino, the manager, right?
context: M-meow.\I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right? response:	We don't know for sure who did it yet.
context: I can't believe I have to work on New Year's Eve.\Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet. response:	What's to know? She had no blood in her body, right?
context: Well, when the person of interest is a devil...\Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet.\What's to know? She had no blood in her body, right? response:	It had to be a vampire! What else could it be?
context: Of course, we're still waiting for the autopsy results.\Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet.\What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be? response:	Now, sir, just calm down.
context: Hey! Are you folks detectives?\One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet.\What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be?\Now, sir, just calm down. response:	Excuse me.
context: One of my employees, Katagiri, he's a vampire!\He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet.\What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be?\Now, sir, just calm down.\Excuse me. response:	Why is it that I smell blood coming from your entire body?
context: He's the guy that did it! Get out there and arrest him!\And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet.\What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be?\Now, sir, just calm down.\Excuse me.\Why is it that I smell blood coming from your entire body? response:	Y-you're making stuff up!
context: And you're Mr. Okino, the manager, right?\We don't know for sure who did it yet.\What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be?\Now, sir, just calm down.\Excuse me.\Why is it that I smell blood coming from your entire body?\Y-you're making stuff up! response:	What do you know?!
context: We don't know for sure who did it yet.\What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be?\Now, sir, just calm down.\Excuse me.\Why is it that I smell blood coming from your entire body?\Y-you're making stuff up!\What do you know?! response:	My sense of smell is a little better than average.
context: What's to know? She had no blood in her body, right?\It had to be a vampire! What else could it be?\Now, sir, just calm down.\Excuse me.\Why is it that I smell blood coming from your entire body?\Y-you're making stuff up!\What do you know?!\My sense of smell is a little better than average. response:	Humans only reek this badly of blood when they've been drenched in someone else's.
context: It had to be a vampire! What else could it be?\Now, sir, just calm down.\Excuse me.\Why is it that I smell blood coming from your entire body?\Y-you're making stuff up!\What do you know?!\My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's. response:	Y-you're a devil?
context: Now, sir, just calm down.\Excuse me.\Why is it that I smell blood coming from your entire body?\Y-you're making stuff up!\What do you know?!\My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil? response:	Hello? What is it? I'm busy.
context: Excuse me.\Why is it that I smell blood coming from your entire body?\Y-you're making stuff up!\What do you know?!\My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil?\Hello? What is it? I'm busy. response:	Sawazaki, is there a wanted devil on the loose?
context: Why is it that I smell blood coming from your entire body?\Y-you're making stuff up!\What do you know?!\My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil?\Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose? response:	Huh? Yeah, the suspect in the restaurant stabbing.
context: Y-you're making stuff up!\What do you know?!\My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil?\Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing. response:	But it looks like he was framed.
context: What do you know?!\My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil?\Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed. response:	He's innocent?
context: My sense of smell is a little better than average.\Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil?\Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed.\He's innocent? response:	According to the autopsy, definitely.
context: Humans only reek this badly of blood when they've been drenched in someone else's.\Y-you're a devil?\Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed.\He's innocent?\According to the autopsy, definitely. response:	The killer made it look like a devil did it, by causing massive blood loss.
context: Y-you're a devil?\Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed.\He's innocent?\According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss. response:	I haven't identified him yet,
context: Hello? What is it? I'm busy.\Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed.\He's innocent?\According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet, response:	but there's a devil nearby who seems to be running from-
context: Sawazaki, is there a wanted devil on the loose?\Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed.\He's innocent?\According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet,\but there's a devil nearby who seems to be running from- response:	Hey! Don't feed him!
context: Huh? Yeah, the suspect in the restaurant stabbing.\But it looks like he was framed.\He's innocent?\According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet,\but there's a devil nearby who seems to be running from-\Hey! Don't feed him! response:	Name and age?
context: But it looks like he was framed.\He's innocent?\According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet,\but there's a devil nearby who seems to be running from-\Hey! Don't feed him!\Name and age? response:	I'm Oryo.
context: He's innocent?\According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet,\but there's a devil nearby who seems to be running from-\Hey! Don't feed him!\Name and age?\I'm Oryo. response:	Your real name. In full.
context: According to the autopsy, definitely.\The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet,\but there's a devil nearby who seems to be running from-\Hey! Don't feed him!\Name and age?\I'm Oryo.\Your real name. In full. response:	Ryunosuke Katagiri, age 36.
context: The killer made it look like a devil did it, by causing massive blood loss.\I haven't identified him yet,\but there's a devil nearby who seems to be running from-\Hey! Don't feed him!\Name and age?\I'm Oryo.\Your real name. In full.\Ryunosuke Katagiri, age 36. response:	You get that?
context: I haven't identified him yet,\but there's a devil nearby who seems to be running from-\Hey! Don't feed him!\Name and age?\I'm Oryo.\Your real name. In full.\Ryunosuke Katagiri, age 36.\You get that? response:	Yeah, that's our guy.
context: but there's a devil nearby who seems to be running from-\Hey! Don't feed him!\Name and age?\I'm Oryo.\Your real name. In full.\Ryunosuke Katagiri, age 36.\You get that?\Yeah, that's our guy. response:	We'll send a car to get him. Where are you?
context: Hey! Don't feed him!\Name and age?\I'm Oryo.\Your real name. In full.\Ryunosuke Katagiri, age 36.\You get that?\Yeah, that's our guy.\We'll send a car to get him. Where are you? response:	Those circles under his eyes...
context: Name and age?\I'm Oryo.\Your real name. In full.\Ryunosuke Katagiri, age 36.\You get that?\Yeah, that's our guy.\We'll send a car to get him. Where are you?\Those circles under his eyes... response:	Is your boyfriend a devil, too?
context: I'm Oryo.\Your real name. In full.\Ryunosuke Katagiri, age 36.\You get that?\Yeah, that's our guy.\We'll send a car to get him. Where are you?\Those circles under his eyes...\Is your boyfriend a devil, too? response:	H-he's not my boy-!
context: Your real name. In full.\Ryunosuke Katagiri, age 36.\You get that?\Yeah, that's our guy.\We'll send a car to get him. Where are you?\Those circles under his eyes...\Is your boyfriend a devil, too?\H-he's not my boy-! response:	That's your objection? And he's not?!
context: Ryunosuke Katagiri, age 36.\You get that?\Yeah, that's our guy.\We'll send a car to get him. Where are you?\Those circles under his eyes...\Is your boyfriend a devil, too?\H-he's not my boy-!\That's your objection? And he's not?! response:	But you're spending New Year's Eve together!
context: You get that?\Yeah, that's our guy.\We'll send a car to get him. Where are you?\Those circles under his eyes...\Is your boyfriend a devil, too?\H-he's not my boy-!\That's your objection? And he's not?!\But you're spending New Year's Eve together! response:	I have a question for you.
context: Yeah, that's our guy.\We'll send a car to get him. Where are you?\Those circles under his eyes...\Is your boyfriend a devil, too?\H-he's not my boy-!\That's your objection? And he's not?!\But you're spending New Year's Eve together!\I have a question for you. response:	If you were framed, you shouldn't need to run.
context: We'll send a car to get him. Where are you?\Those circles under his eyes...\Is your boyfriend a devil, too?\H-he's not my boy-!\That's your objection? And he's not?!\But you're spending New Year's Eve together!\I have a question for you.\If you were framed, you shouldn't need to run. response:	So why did you come all the way out here?
context: Those circles under his eyes...\Is your boyfriend a devil, too?\H-he's not my boy-!\That's your objection? And he's not?!\But you're spending New Year's Eve together!\I have a question for you.\If you were framed, you shouldn't need to run.\So why did you come all the way out here? response:	Give me an honest answer, and you can have some food.
context: Is your boyfriend a devil, too?\H-he's not my boy-!\That's your objection? And he's not?!\But you're spending New Year's Eve together!\I have a question for you.\If you were framed, you shouldn't need to run.\So why did you come all the way out here?\Give me an honest answer, and you can have some food. response:	Devils run faster than humans. And we're stronger.
context: H-he's not my boy-!\That's your objection? And he's not?!\But you're spending New Year's Eve together!\I have a question for you.\If you were framed, you shouldn't need to run.\So why did you come all the way out here?\Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger. response:	If we get in a little fight, we might end up beating the other guy half to death.
context: That's your objection? And he's not?!\But you're spending New Year's Eve together!\I have a question for you.\If you were framed, you shouldn't need to run.\So why did you come all the way out here?\Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death. response:	Once I hit a man and he started bleeding.
context: But you're spending New Year's Eve together!\I have a question for you.\If you were framed, you shouldn't need to run.\So why did you come all the way out here?\Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding. response:	Then I felt the urge.
context: I have a question for you.\If you were framed, you shouldn't need to run.\So why did you come all the way out here?\Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding.\Then I felt the urge. response:	I lost my mind.
context: If you were framed, you shouldn't need to run.\So why did you come all the way out here?\Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding.\Then I felt the urge.\I lost my mind. response:	I hated that man, but I sucked his blood.
context: So why did you come all the way out here?\Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding.\Then I felt the urge.\I lost my mind.\I hated that man, but I sucked his blood. response:	So I made up my mind.
context: Give me an honest answer, and you can have some food.\Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding.\Then I felt the urge.\I lost my mind.\I hated that man, but I sucked his blood.\So I made up my mind. response:	I'll never hurt a human again,
context: Devils run faster than humans. And we're stronger.\If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding.\Then I felt the urge.\I lost my mind.\I hated that man, but I sucked his blood.\So I made up my mind.\I'll never hurt a human again, response:	and if I feel like I might, I get out of there.
context: If we get in a little fight, we might end up beating the other guy half to death.\Once I hit a man and he started bleeding.\Then I felt the urge.\I lost my mind.\I hated that man, but I sucked his blood.\So I made up my mind.\I'll never hurt a human again,\and if I feel like I might, I get out of there. response:	The murder victim was a nice girl.
context: Once I hit a man and he started bleeding.\Then I felt the urge.\I lost my mind.\I hated that man, but I sucked his blood.\So I made up my mind.\I'll never hurt a human again,\and if I feel like I might, I get out of there.\The murder victim was a nice girl. response:	She was the only one there who treated me like a human being.
context: Then I felt the urge.\I lost my mind.\I hated that man, but I sucked his blood.\So I made up my mind.\I'll never hurt a human again,\and if I feel like I might, I get out of there.\The murder victim was a nice girl.\She was the only one there who treated me like a human being. response:	I refuse to become a devil.
context: I lost my mind.\I hated that man, but I sucked his blood.\So I made up my mind.\I'll never hurt a human again,\and if I feel like I might, I get out of there.\The murder victim was a nice girl.\She was the only one there who treated me like a human being.\I refuse to become a devil. response:	Thanks for the hot pot. It was delicious.
context: I hated that man, but I sucked his blood.\So I made up my mind.\I'll never hurt a human again,\and if I feel like I might, I get out of there.\The murder victim was a nice girl.\She was the only one there who treated me like a human being.\I refuse to become a devil.\Thanks for the hot pot. It was delicious. response:	That's the girlfriend? She's just a baby.
context: So I made up my mind.\I'll never hurt a human again,\and if I feel like I might, I get out of there.\The murder victim was a nice girl.\She was the only one there who treated me like a human being.\I refuse to become a devil.\Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby. response:	Let's go, Jill.
context: I'll never hurt a human again,\and if I feel like I might, I get out of there.\The murder victim was a nice girl.\She was the only one there who treated me like a human being.\I refuse to become a devil.\Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby.\Let's go, Jill. response:	Well, she beat me in chest-size.
context: and if I feel like I might, I get out of there.\The murder victim was a nice girl.\She was the only one there who treated me like a human being.\I refuse to become a devil.\Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby.\Let's go, Jill.\Well, she beat me in chest-size. response:	Yuuki!
context: The murder victim was a nice girl.\She was the only one there who treated me like a human being.\I refuse to become a devil.\Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby.\Let's go, Jill.\Well, she beat me in chest-size.\Yuuki! response:	Come see me sometime.
context: She was the only one there who treated me like a human being.\I refuse to become a devil.\Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby.\Let's go, Jill.\Well, she beat me in chest-size.\Yuuki!\Come see me sometime. response:	I'll be waiting!
context: I refuse to become a devil.\Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby.\Let's go, Jill.\Well, she beat me in chest-size.\Yuuki!\Come see me sometime.\I'll be waiting! response:	Huh?
context: Thanks for the hot pot. It was delicious.\That's the girlfriend? She's just a baby.\Let's go, Jill.\Well, she beat me in chest-size.\Yuuki!\Come see me sometime.\I'll be waiting!\Huh? response:	What was that about?
context: That's the girlfriend? She's just a baby.\Let's go, Jill.\Well, she beat me in chest-size.\Yuuki!\Come see me sometime.\I'll be waiting!\Huh?\What was that about? response:	Nothing. Come on, let's go.
context: Let's go, Jill.\Well, she beat me in chest-size.\Yuuki!\Come see me sometime.\I'll be waiting!\Huh?\What was that about?\Nothing. Come on, let's go. response:	The hell I'd go to her place.
context: Well, she beat me in chest-size.\Yuuki!\Come see me sometime.\I'll be waiting!\Huh?\What was that about?\Nothing. Come on, let's go.\The hell I'd go to her place. response:	That woman looked like a Hollywood movie star.
context: Yuuki!\Come see me sometime.\I'll be waiting!\Huh?\What was that about?\Nothing. Come on, let's go.\The hell I'd go to her place.\That woman looked like a Hollywood movie star. response:	Wha...?
context: Come see me sometime.\I'll be waiting!\Huh?\What was that about?\Nothing. Come on, let's go.\The hell I'd go to her place.\That woman looked like a Hollywood movie star.\Wha...? response:	Well, she was really pretty.
context: I'll be waiting!\Huh?\What was that about?\Nothing. Come on, let's go.\The hell I'd go to her place.\That woman looked like a Hollywood movie star.\Wha...?\Well, she was really pretty. response:	You think so? I think she's average.
context: Huh?\What was that about?\Nothing. Come on, let's go.\The hell I'd go to her place.\That woman looked like a Hollywood movie star.\Wha...?\Well, she was really pretty.\You think so? I think she's average. response:	What? Wh-why are you crying?
context: What was that about?\Nothing. Come on, let's go.\The hell I'd go to her place.\That woman looked like a Hollywood movie star.\Wha...?\Well, she was really pretty.\You think so? I think she's average.\What? Wh-why are you crying? response:	I'm sorry. It's nothing.
context: Nothing. Come on, let's go.\The hell I'd go to her place.\That woman looked like a Hollywood movie star.\Wha...?\Well, she was really pretty.\You think so? I think she's average.\What? Wh-why are you crying?\I'm sorry. It's nothing. response:	Is it what she said? About going to see her?
context: The hell I'd go to her place.\That woman looked like a Hollywood movie star.\Wha...?\Well, she was really pretty.\You think so? I think she's average.\What? Wh-why are you crying?\I'm sorry. It's nothing.\Is it what she said? About going to see her? response:	That was just... you know, one-sided.
context: That woman looked like a Hollywood movie star.\Wha...?\Well, she was really pretty.\You think so? I think she's average.\What? Wh-why are you crying?\I'm sorry. It's nothing.\Is it what she said? About going to see her?\That was just... you know, one-sided. response:	These stairs are killing me! She was just saying that.
context: Wha...?\Well, she was really pretty.\You think so? I think she's average.\What? Wh-why are you crying?\I'm sorry. It's nothing.\Is it what she said? About going to see her?\That was just... you know, one-sided.\These stairs are killing me! She was just saying that. response:	You bought too much to drink.
context: Well, she was really pretty.\You think so? I think she's average.\What? Wh-why are you crying?\I'm sorry. It's nothing.\Is it what she said? About going to see her?\That was just... you know, one-sided.\These stairs are killing me! She was just saying that.\You bought too much to drink. response:	Some of that's for you, you know.
context: You think so? I think she's average.\What? Wh-why are you crying?\I'm sorry. It's nothing.\Is it what she said? About going to see her?\That was just... you know, one-sided.\These stairs are killing me! She was just saying that.\You bought too much to drink.\Some of that's for you, you know. response:	I don't drink wine!
