context: Just a little while longer, my lady. response:	My lady, be strong. Your child will be here any minute now.
context: quietly vanished off into obscurity.\There was none in the land who knew about it.\16 YEARS LATER\At that time, there was always a war being fought somewhere.\Human lives were hardly worth more than a stone on the ground.\You there.\Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct? response:	How worthy of you.
context: There was none in the land who knew about it.\16 YEARS LATER\At that time, there was always a war being fought somewhere.\Human lives were hardly worth more than a stone on the ground.\You there.\Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct?\How worthy of you. response:	I just figured it'd be better than throwing away the prototypes.
context: 16 YEARS LATER\At that time, there was always a war being fought somewhere.\Human lives were hardly worth more than a stone on the ground.\You there.\Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct?\How worthy of you.\I just figured it'd be better than throwing away the prototypes. response:	But I'm sure they are grateful for it.
context: At that time, there was always a war being fought somewhere.\Human lives were hardly worth more than a stone on the ground.\You there.\Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct?\How worthy of you.\I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it. response:	Come, come, take a look. Quality goods, straight from the capital.
context: Human lives were hardly worth more than a stone on the ground.\You there.\Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct?\How worthy of you.\I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital. response:	This is real silk. A wealthy princess wore it.
context: You there.\Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct?\How worthy of you.\I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it. response:	Come miss, feel it.
context: Are you the doctor who gives prosthetics to the dead to mourn for them?\Your name is Jukai, am I correct?\How worthy of you.\I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it.\Come miss, feel it. response:	And this is a sake jug from the Yamata no Orochi legend.
context: Your name is Jukai, am I correct?\How worthy of you.\I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it.\Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend. response:	All one-of-a-kind quality items.
context: How worthy of you.\I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it.\Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items. response:	I'll give you a bargain. I'll even throw in these dried fish.
context: I just figured it'd be better than throwing away the prototypes.\But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it.\Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish. response:	First come, first served.
context: But I'm sure they are grateful for it.\Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it.\Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish.\First come, first served. response:	Yikes.
context: Come, come, take a look. Quality goods, straight from the capital.\This is real silk. A wealthy princess wore it.\Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish.\First come, first served.\Yikes. response:	Found you, Dororo.
context: This is real silk. A wealthy princess wore it.\Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish.\First come, first served.\Yikes.\Found you, Dororo. response:	This is the load we were carrying, isn't it?
context: Come miss, feel it.\And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish.\First come, first served.\Yikes.\Found you, Dororo.\This is the load we were carrying, isn't it? response:	Got any proof?
context: And this is a sake jug from the Yamata no Orochi legend.\All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish.\First come, first served.\Yikes.\Found you, Dororo.\This is the load we were carrying, isn't it?\Got any proof? response:	Shut up! You said you were starving, so we hired you to look after our goods.
context: All one-of-a-kind quality items.\I'll give you a bargain. I'll even throw in these dried fish.\First come, first served.\Yikes.\Found you, Dororo.\This is the load we were carrying, isn't it?\Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods. response:	This is your usual trick, we hear.
context: I'll give you a bargain. I'll even throw in these dried fish.\First come, first served.\Yikes.\Found you, Dororo.\This is the load we were carrying, isn't it?\Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear. response:	You little rascal.
context: First come, first served.\Yikes.\Found you, Dororo.\This is the load we were carrying, isn't it?\Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear.\You little rascal. response:	Some guys asked me to make sure you paid for it.
context: Yikes.\Found you, Dororo.\This is the load we were carrying, isn't it?\Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear.\You little rascal.\Some guys asked me to make sure you paid for it. response:	It's your fault for being so naive.
context: Found you, Dororo.\This is the load we were carrying, isn't it?\Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear.\You little rascal.\Some guys asked me to make sure you paid for it.\It's your fault for being so naive. response:	You should learn from me.
context: This is the load we were carrying, isn't it?\Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear.\You little rascal.\Some guys asked me to make sure you paid for it.\It's your fault for being so naive.\You should learn from me. response:	Right, no more nice guy.
context: Got any proof?\Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear.\You little rascal.\Some guys asked me to make sure you paid for it.\It's your fault for being so naive.\You should learn from me.\Right, no more nice guy. response:	You'll pay for this, just like an adult.
context: Shut up! You said you were starving, so we hired you to look after our goods.\This is your usual trick, we hear.\You little rascal.\Some guys asked me to make sure you paid for it.\It's your fault for being so naive.\You should learn from me.\Right, no more nice guy.\You'll pay for this, just like an adult. response:	Stop, you little brat! Oops.
context: This is your usual trick, we hear.\You little rascal.\Some guys asked me to make sure you paid for it.\It's your fault for being so naive.\You should learn from me.\Right, no more nice guy.\You'll pay for this, just like an adult.\Stop, you little brat! Oops. response:	Catch me if you can.
context: You little rascal.\Some guys asked me to make sure you paid for it.\It's your fault for being so naive.\You should learn from me.\Right, no more nice guy.\You'll pay for this, just like an adult.\Stop, you little brat! Oops.\Catch me if you can. response:	-Get back here, dammit! -We'll get you!
context: Some guys asked me to make sure you paid for it.\It's your fault for being so naive.\You should learn from me.\Right, no more nice guy.\You'll pay for this, just like an adult.\Stop, you little brat! Oops.\Catch me if you can.\-Get back here, dammit! -We'll get you! response:	Thank you, mister.
context: It's your fault for being so naive.\You should learn from me.\Right, no more nice guy.\You'll pay for this, just like an adult.\Stop, you little brat! Oops.\Catch me if you can.\-Get back here, dammit! -We'll get you!\Thank you, mister. response:	Don't just stand there, say thank you.
context: You should learn from me.\Right, no more nice guy.\You'll pay for this, just like an adult.\Stop, you little brat! Oops.\Catch me if you can.\-Get back here, dammit! -We'll get you!\Thank you, mister.\Don't just stand there, say thank you. response:	Is there a festival today, Mama?
context: Right, no more nice guy.\You'll pay for this, just like an adult.\Stop, you little brat! Oops.\Catch me if you can.\-Get back here, dammit! -We'll get you!\Thank you, mister.\Don't just stand there, say thank you.\Is there a festival today, Mama? response:	Of course not. We just had one not long ago.
context: You'll pay for this, just like an adult.\Stop, you little brat! Oops.\Catch me if you can.\-Get back here, dammit! -We'll get you!\Thank you, mister.\Don't just stand there, say thank you.\Is there a festival today, Mama?\Of course not. We just had one not long ago. response:	But he had a mask on.
context: Stop, you little brat! Oops.\Catch me if you can.\-Get back here, dammit! -We'll get you!\Thank you, mister.\Don't just stand there, say thank you.\Is there a festival today, Mama?\Of course not. We just had one not long ago.\But he had a mask on. response:	Where'd he go, dammit.
context: Catch me if you can.\-Get back here, dammit! -We'll get you!\Thank you, mister.\Don't just stand there, say thank you.\Is there a festival today, Mama?\Of course not. We just had one not long ago.\But he had a mask on.\Where'd he go, dammit. response:	What's this?
context: -Get back here, dammit! -We'll get you!\Thank you, mister.\Don't just stand there, say thank you.\Is there a festival today, Mama?\Of course not. We just had one not long ago.\But he had a mask on.\Where'd he go, dammit.\What's this? response:	Oh, crap.
context: Thank you, mister.\Don't just stand there, say thank you.\Is there a festival today, Mama?\Of course not. We just had one not long ago.\But he had a mask on.\Where'd he go, dammit.\What's this?\Oh, crap. response:	Horse manure!
context: Don't just stand there, say thank you.\Is there a festival today, Mama?\Of course not. We just had one not long ago.\But he had a mask on.\Where'd he go, dammit.\What's this?\Oh, crap.\Horse manure! response:	Wash your faces with those, and come back later.
context: Is there a festival today, Mama?\Of course not. We just had one not long ago.\But he had a mask on.\Where'd he go, dammit.\What's this?\Oh, crap.\Horse manure!\Wash your faces with those, and come back later. response:	He's asking for it now.
context: Of course not. We just had one not long ago.\But he had a mask on.\Where'd he go, dammit.\What's this?\Oh, crap.\Horse manure!\Wash your faces with those, and come back later.\He's asking for it now. response:	Ah, that was fun.
context: But he had a mask on.\Where'd he go, dammit.\What's this?\Oh, crap.\Horse manure!\Wash your faces with those, and come back later.\He's asking for it now.\Ah, that was fun. response:	Too bad about that load though. That was good stuff.
context: Where'd he go, dammit.\What's this?\Oh, crap.\Horse manure!\Wash your faces with those, and come back later.\He's asking for it now.\Ah, that was fun.\Too bad about that load though. That was good stuff. response:	Oh well. I'll just go for the next fool.
context: What's this?\Oh, crap.\Horse manure!\Wash your faces with those, and come back later.\He's asking for it now.\Ah, that was fun.\Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool. response:	What is it? Can't find your mommy?
context: Oh, crap.\Horse manure!\Wash your faces with those, and come back later.\He's asking for it now.\Ah, that was fun.\Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool.\What is it? Can't find your mommy? response:	You hungry? Oh, all right.
context: Horse manure!\Wash your faces with those, and come back later.\He's asking for it now.\Ah, that was fun.\Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool.\What is it? Can't find your mommy?\You hungry? Oh, all right. response:	No, I can't. You have to learn how to live on your own now.
context: Wash your faces with those, and come back later.\He's asking for it now.\Ah, that was fun.\Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool.\What is it? Can't find your mommy?\You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now. response:	It wouldn't do you any good.
context: He's asking for it now.\Ah, that was fun.\Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool.\What is it? Can't find your mommy?\You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good. response:	Learn how to find your own food.
context: Ah, that was fun.\Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool.\What is it? Can't find your mommy?\You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good.\Learn how to find your own food. response:	I'm saying this for your own good.
context: Too bad about that load though. That was good stuff.\Oh well. I'll just go for the next fool.\What is it? Can't find your mommy?\You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good.\Learn how to find your own food.\I'm saying this for your own good. response:	You're mine now, Dororo.
context: Oh well. I'll just go for the next fool.\What is it? Can't find your mommy?\You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good.\Learn how to find your own food.\I'm saying this for your own good.\You're mine now, Dororo. response:	Hey, let go of him!
context: What is it? Can't find your mommy?\You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good.\Learn how to find your own food.\I'm saying this for your own good.\You're mine now, Dororo.\Hey, let go of him! response:	Is he yours? Then he'll pay for what you did.
context: You hungry? Oh, all right.\No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good.\Learn how to find your own food.\I'm saying this for your own good.\You're mine now, Dororo.\Hey, let go of him!\Is he yours? Then he'll pay for what you did. response:	-Stop it. -Then do what we say.
context: No, I can't. You have to learn how to live on your own now.\It wouldn't do you any good.\Learn how to find your own food.\I'm saying this for your own good.\You're mine now, Dororo.\Hey, let go of him!\Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say. response:	Had enough? Don't you ever steal again.
context: It wouldn't do you any good.\Learn how to find your own food.\I'm saying this for your own good.\You're mine now, Dororo.\Hey, let go of him!\Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say.\Had enough? Don't you ever steal again. response:	-You brat! -You asked for it.
context: Learn how to find your own food.\I'm saying this for your own good.\You're mine now, Dororo.\Hey, let go of him!\Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say.\Had enough? Don't you ever steal again.\-You brat! -You asked for it. response:	Enough.
context: I'm saying this for your own good.\You're mine now, Dororo.\Hey, let go of him!\Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say.\Had enough? Don't you ever steal again.\-You brat! -You asked for it.\Enough. response:	Never show your face here again, got it?
context: You're mine now, Dororo.\Hey, let go of him!\Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say.\Had enough? Don't you ever steal again.\-You brat! -You asked for it.\Enough.\Never show your face here again, got it? response:	No.
context: Hey, let go of him!\Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say.\Had enough? Don't you ever steal again.\-You brat! -You asked for it.\Enough.\Never show your face here again, got it?\No. response:	Nobody orders me around.
context: Is he yours? Then he'll pay for what you did.\-Stop it. -Then do what we say.\Had enough? Don't you ever steal again.\-You brat! -You asked for it.\Enough.\Never show your face here again, got it?\No.\Nobody orders me around. response:	I choose where I live!
context: -Stop it. -Then do what we say.\Had enough? Don't you ever steal again.\-You brat! -You asked for it.\Enough.\Never show your face here again, got it?\No.\Nobody orders me around.\I choose where I live! response:	You wanna die, huh?
context: Had enough? Don't you ever steal again.\-You brat! -You asked for it.\Enough.\Never show your face here again, got it?\No.\Nobody orders me around.\I choose where I live!\You wanna die, huh? response:	Be my guest!
context: -You brat! -You asked for it.\Enough.\Never show your face here again, got it?\No.\Nobody orders me around.\I choose where I live!\You wanna die, huh?\Be my guest! response:	Bring me that straw mat. I'm wrapping him up.
context: Enough.\Never show your face here again, got it?\No.\Nobody orders me around.\I choose where I live!\You wanna die, huh?\Be my guest!\Bring me that straw mat. I'm wrapping him up. response:	Okay, Boss.
context: Never show your face here again, got it?\No.\Nobody orders me around.\I choose where I live!\You wanna die, huh?\Be my guest!\Bring me that straw mat. I'm wrapping him up.\Okay, Boss. response:	What are you doing? Hurry up.
context: No.\Nobody orders me around.\I choose where I live!\You wanna die, huh?\Be my guest!\Bring me that straw mat. I'm wrapping him up.\Okay, Boss.\What are you doing? Hurry up. response:	Boss, there's some weird guy up there.
context: Nobody orders me around.\I choose where I live!\You wanna die, huh?\Be my guest!\Bring me that straw mat. I'm wrapping him up.\Okay, Boss.\What are you doing? Hurry up.\Boss, there's some weird guy up there. response:	Huh?
context: I choose where I live!\You wanna die, huh?\Be my guest!\Bring me that straw mat. I'm wrapping him up.\Okay, Boss.\What are you doing? Hurry up.\Boss, there's some weird guy up there.\Huh? response:	He's got a face like a doll.
context: You wanna die, huh?\Be my guest!\Bring me that straw mat. I'm wrapping him up.\Okay, Boss.\What are you doing? Hurry up.\Boss, there's some weird guy up there.\Huh?\He's got a face like a doll. response:	His eyes too. Where's he looking?
context: Be my guest!\Bring me that straw mat. I'm wrapping him up.\Okay, Boss.\What are you doing? Hurry up.\Boss, there's some weird guy up there.\Huh?\He's got a face like a doll.\His eyes too. Where's he looking? response:	Creep.
context: Bring me that straw mat. I'm wrapping him up.\Okay, Boss.\What are you doing? Hurry up.\Boss, there's some weird guy up there.\Huh?\He's got a face like a doll.\His eyes too. Where's he looking?\Creep. response:	Hey you, got a problem?
context: Okay, Boss.\What are you doing? Hurry up.\Boss, there's some weird guy up there.\Huh?\He's got a face like a doll.\His eyes too. Where's he looking?\Creep.\Hey you, got a problem? response:	We're not some bullies, you know. We're the ones being bullied.
context: What are you doing? Hurry up.\Boss, there's some weird guy up there.\Huh?\He's got a face like a doll.\His eyes too. Where's he looking?\Creep.\Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied. response:	Hey, you hear me?
context: Boss, there's some weird guy up there.\Huh?\He's got a face like a doll.\His eyes too. Where's he looking?\Creep.\Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me? response:	What, you wanna fight?
context: Huh?\He's got a face like a doll.\His eyes too. Where's he looking?\Creep.\Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me?\What, you wanna fight? response:	No, I don't think he's looking at us.
context: He's got a face like a doll.\His eyes too. Where's he looking?\Creep.\Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me?\What, you wanna fight?\No, I don't think he's looking at us. response:	Those eyes.
context: His eyes too. Where's he looking?\Creep.\Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me?\What, you wanna fight?\No, I don't think he's looking at us.\Those eyes. response:	He's looking behind us.
context: Creep.\Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me?\What, you wanna fight?\No, I don't think he's looking at us.\Those eyes.\He's looking behind us. response:	Huh? There's nothing out there.
context: Hey you, got a problem?\We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me?\What, you wanna fight?\No, I don't think he's looking at us.\Those eyes.\He's looking behind us.\Huh? There's nothing out there. response:	Just some floating garbage.
context: We're not some bullies, you know. We're the ones being bullied.\Hey, you hear me?\What, you wanna fight?\No, I don't think he's looking at us.\Those eyes.\He's looking behind us.\Huh? There's nothing out there.\Just some floating garbage. response:	What the...
context: Hey, you hear me?\What, you wanna fight?\No, I don't think he's looking at us.\Those eyes.\He's looking behind us.\Huh? There's nothing out there.\Just some floating garbage.\What the... response:	It ate him...?
context: What, you wanna fight?\No, I don't think he's looking at us.\Those eyes.\He's looking behind us.\Huh? There's nothing out there.\Just some floating garbage.\What the...\It ate him...? response:	He's not looking at it!
context: No, I don't think he's looking at us.\Those eyes.\He's looking behind us.\Huh? There's nothing out there.\Just some floating garbage.\What the...\It ate him...?\He's not looking at it! response:	Wow, that was amazing!
context: Those eyes.\He's looking behind us.\Huh? There's nothing out there.\Just some floating garbage.\What the...\It ate him...?\He's not looking at it!\Wow, that was amazing! response:	Your face. Those eyes, ears and all are fake, right?
context: He's looking behind us.\Huh? There's nothing out there.\Just some floating garbage.\What the...\It ate him...?\He's not looking at it!\Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right? response:	How can you see?
context: Huh? There's nothing out there.\Just some floating garbage.\What the...\It ate him...?\He's not looking at it!\Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right?\How can you see? response:	But you can't hear, can ya?
context: Just some floating garbage.\What the...\It ate him...?\He's not looking at it!\Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right?\How can you see?\But you can't hear, can ya? response:	I wouldn't be able to walk a step with my eyes closed.
context: What the...\It ate him...?\He's not looking at it!\Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right?\How can you see?\But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed. response:	But you run and jump without using a cane.
context: It ate him...?\He's not looking at it!\Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right?\How can you see?\But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane. response:	How do you do that?
context: He's not looking at it!\Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right?\How can you see?\But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane.\How do you do that? response:	What is it? What's wrong?
context: Wow, that was amazing!\Your face. Those eyes, ears and all are fake, right?\How can you see?\But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane.\How do you do that?\What is it? What's wrong? response:	Are you hurt?
context: Your face. Those eyes, ears and all are fake, right?\How can you see?\But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane.\How do you do that?\What is it? What's wrong?\Are you hurt? response:	What's going on? Your skin...
context: How can you see?\But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane.\How do you do that?\What is it? What's wrong?\Are you hurt?\What's going on? Your skin... response:	HALL OF HELL
context: But you can't hear, can ya?\I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane.\How do you do that?\What is it? What's wrong?\Are you hurt?\What's going on? Your skin...\HALL OF HELL response:	What the...
context: I wouldn't be able to walk a step with my eyes closed.\But you run and jump without using a cane.\How do you do that?\What is it? What's wrong?\Are you hurt?\What's going on? Your skin...\HALL OF HELL\What the... response:	T-This can't be!
context: But you run and jump without using a cane.\How do you do that?\What is it? What's wrong?\Are you hurt?\What's going on? Your skin...\HALL OF HELL\What the...\T-This can't be! response:	Mother!
context: How do you do that?\What is it? What's wrong?\Are you hurt?\What's going on? Your skin...\HALL OF HELL\What the...\T-This can't be!\Mother! response:	I hunted a turtledove for you. It will make you strong.
context: What is it? What's wrong?\Are you hurt?\What's going on? Your skin...\HALL OF HELL\What the...\T-This can't be!\Mother!\I hunted a turtledove for you. It will make you strong. response:	I, Tahomaru, will cook it for you.
context: Are you hurt?\What's going on? Your skin...\HALL OF HELL\What the...\T-This can't be!\Mother!\I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you. response:	How wonderful.
context: What's going on? Your skin...\HALL OF HELL\What the...\T-This can't be!\Mother!\I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you.\How wonderful. response:	It rained like this that day, too.
context: HALL OF HELL\What the...\T-This can't be!\Mother!\I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you.\How wonderful.\It rained like this that day, too. response:	My dear son.
context: What the...\T-This can't be!\Mother!\I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you.\How wonderful.\It rained like this that day, too.\My dear son. response:	Hyakkimaru.
context: T-This can't be!\Mother!\I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you.\How wonderful.\It rained like this that day, too.\My dear son.\Hyakkimaru. response:	You... Your face...
context: Mother!\I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you.\How wonderful.\It rained like this that day, too.\My dear son.\Hyakkimaru.\You... Your face... response:	What's going on?
context: I hunted a turtledove for you. It will make you strong.\I, Tahomaru, will cook it for you.\How wonderful.\It rained like this that day, too.\My dear son.\Hyakkimaru.\You... Your face...\What's going on? response:	What are you?
context: I, Tahomaru, will cook it for you.\How wonderful.\It rained like this that day, too.\My dear son.\Hyakkimaru.\You... Your face...\What's going on?\What are you? response:	Are you human?
context: How wonderful.\It rained like this that day, too.\My dear son.\Hyakkimaru.\You... Your face...\What's going on?\What are you?\Are you human? response:	Deiki
