context: Line up by school. By school. response:	Teito Univesity. Saikyo University.
context: Wow, wow, wow!\Next runners are coming.\King just finished.\He's probably in the 120's.\Nico-chan Senpai.\Drink some water.\Where's Prince?\You can do it! response:	The finish line's right there!
context: Next runners are coming.\King just finished.\He's probably in the 120's.\Nico-chan Senpai.\Drink some water.\Where's Prince?\You can do it!\The finish line's right there! response:	Your teammates are waiting!
context: King just finished.\He's probably in the 120's.\Nico-chan Senpai.\Drink some water.\Where's Prince?\You can do it!\The finish line's right there!\Your teammates are waiting! response:	You don't know that...
context: He's probably in the 120's.\Nico-chan Senpai.\Drink some water.\Where's Prince?\You can do it!\The finish line's right there!\Your teammates are waiting!\You don't know that... response:	Sports aren't necessarily beautiful...
context: Nico-chan Senpai.\Drink some water.\Where's Prince?\You can do it!\The finish line's right there!\Your teammates are waiting!\You don't know that...\Sports aren't necessarily beautiful... response:	Get them out of here.
context: Drink some water.\Where's Prince?\You can do it!\The finish line's right there!\Your teammates are waiting!\You don't know that...\Sports aren't necessarily beautiful...\Get them out of here. response:	Keep moving them.
context: Where's Prince?\You can do it!\The finish line's right there!\Your teammates are waiting!\You don't know that...\Sports aren't necessarily beautiful...\Get them out of here.\Keep moving them. response:	Prince!
context: You can do it!\The finish line's right there!\Your teammates are waiting!\You don't know that...\Sports aren't necessarily beautiful...\Get them out of here.\Keep moving them.\Prince! response:	You're in the 100's!
context: The finish line's right there!\Your teammates are waiting!\You don't know that...\Sports aren't necessarily beautiful...\Get them out of here.\Keep moving them.\Prince!\You're in the 100's! response:	You beat the 200's!
context: Your teammates are waiting!\You don't know that...\Sports aren't necessarily beautiful...\Get them out of here.\Keep moving them.\Prince!\You're in the 100's!\You beat the 200's! response:	Hey!
context: You don't know that...\Sports aren't necessarily beautiful...\Get them out of here.\Keep moving them.\Prince!\You're in the 100's!\You beat the 200's!\Hey! response:	Why didn't you guys record your times?
context: Sports aren't necessarily beautiful...\Get them out of here.\Keep moving them.\Prince!\You're in the 100's!\You beat the 200's!\Hey!\Why didn't you guys record your times? response:	Yuki, the camera's rolling.
context: Get them out of here.\Keep moving them.\Prince!\You're in the 100's!\You beat the 200's!\Hey!\Why didn't you guys record your times?\Yuki, the camera's rolling. response:	It's all information warfare these days!
context: Keep moving them.\Prince!\You're in the 100's!\You beat the 200's!\Hey!\Why didn't you guys record your times?\Yuki, the camera's rolling.\It's all information warfare these days! response:	The race is more or less decided before they announce the results!
context: Prince!\You're in the 100's!\You beat the 200's!\Hey!\Why didn't you guys record your times?\Yuki, the camera's rolling.\It's all information warfare these days!\The race is more or less decided before they announce the results! response:	You couldn't care less six months ago.
context: You're in the 100's!\You beat the 200's!\Hey!\Why didn't you guys record your times?\Yuki, the camera's rolling.\It's all information warfare these days!\The race is more or less decided before they announce the results!\You couldn't care less six months ago. response:	If we average everyone's standing,
context: You beat the 200's!\Hey!\Why didn't you guys record your times?\Yuki, the camera's rolling.\It's all information warfare these days!\The race is more or less decided before they announce the results!\You couldn't care less six months ago.\If we average everyone's standing, response:	we probably come out around the mid-80's.
context: Hey!\Why didn't you guys record your times?\Yuki, the camera's rolling.\It's all information warfare these days!\The race is more or less decided before they announce the results!\You couldn't care less six months ago.\If we average everyone's standing,\we probably come out around the mid-80's. response:	That's right on the borderline of qualification.
context: Why didn't you guys record your times?\Yuki, the camera's rolling.\It's all information warfare these days!\The race is more or less decided before they announce the results!\You couldn't care less six months ago.\If we average everyone's standing,\we probably come out around the mid-80's.\That's right on the borderline of qualification. response:	I don't know what to say to them.
context: Yuki, the camera's rolling.\It's all information warfare these days!\The race is more or less decided before they announce the results!\You couldn't care less six months ago.\If we average everyone's standing,\we probably come out around the mid-80's.\That's right on the borderline of qualification.\I don't know what to say to them. response:	You ran well.
context: It's all information warfare these days!\The race is more or less decided before they announce the results!\You couldn't care less six months ago.\If we average everyone's standing,\we probably come out around the mid-80's.\That's right on the borderline of qualification.\I don't know what to say to them.\You ran well. response:	From far away, you're the only ones who look like you're having a picnic.
context: The race is more or less decided before they announce the results!\You couldn't care less six months ago.\If we average everyone's standing,\we probably come out around the mid-80's.\That's right on the borderline of qualification.\I don't know what to say to them.\You ran well.\From far away, you're the only ones who look like you're having a picnic. response:	You've always got something to say.
context: You couldn't care less six months ago.\If we average everyone's standing,\we probably come out around the mid-80's.\That's right on the borderline of qualification.\I don't know what to say to them.\You ran well.\From far away, you're the only ones who look like you're having a picnic.\You've always got something to say. response:	We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.
context: If we average everyone's standing,\we probably come out around the mid-80's.\That's right on the borderline of qualification.\I don't know what to say to them.\You ran well.\From far away, you're the only ones who look like you're having a picnic.\You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race. response:	It's time.
context: we probably come out around the mid-80's.\That's right on the borderline of qualification.\I don't know what to say to them.\You ran well.\From far away, you're the only ones who look like you're having a picnic.\You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time. response:	First, Tokyo Sport University.
context: That's right on the borderline of qualification.\I don't know what to say to them.\You ran well.\From far away, you're the only ones who look like you're having a picnic.\You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time.\First, Tokyo Sport University. response:	Tokyo Sport University 1012
context: I don't know what to say to them.\You ran well.\From far away, you're the only ones who look like you're having a picnic.\You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time.\First, Tokyo Sport University.\Tokyo Sport University 1012 response:	Damn.
context: You ran well.\From far away, you're the only ones who look like you're having a picnic.\You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time.\First, Tokyo Sport University.\Tokyo Sport University 1012\Damn. response:	They're under ten minutes.
context: From far away, you're the only ones who look like you're having a picnic.\You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time.\First, Tokyo Sport University.\Tokyo Sport University 1012\Damn.\They're under ten minutes. response:	It was a high-paced race.
context: You've always got something to say.\We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time.\First, Tokyo Sport University.\Tokyo Sport University 1012\Damn.\They're under ten minutes.\It was a high-paced race. response:	Second.
context: We will now announce the results of the Tokyo-Hakone Collegiate Ekiden Relay Race.\It's time.\First, Tokyo Sport University.\Tokyo Sport University 1012\Damn.\They're under ten minutes.\It was a high-paced race.\Second. response:	Kofu Academy University.
context: It's time.\First, Tokyo Sport University.\Tokyo Sport University 1012\Damn.\They're under ten minutes.\It was a high-paced race.\Second.\Kofu Academy University. response:	Seriously? They hesitated between announcing the rank and school's name.
context: First, Tokyo Sport University.\Tokyo Sport University 1012\Damn.\They're under ten minutes.\It was a high-paced race.\Second.\Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name. response:	Third, Teito University.
context: Tokyo Sport University 1012\Damn.\They're under ten minutes.\It was a high-paced race.\Second.\Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University. response:	We already know the results. They should hurry it up.
context: Damn.\They're under ten minutes.\It was a high-paced race.\Second.\Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University.\We already know the results. They should hurry it up. response:	Whining as soon as you've recovered?
context: They're under ten minutes.\It was a high-paced race.\Second.\Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University.\We already know the results. They should hurry it up.\Whining as soon as you've recovered? response:	You've got a lot of energy.
context: It was a high-paced race.\Second.\Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University.\We already know the results. They should hurry it up.\Whining as soon as you've recovered?\You've got a lot of energy. response:	Fourth,
context: Second.\Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University.\We already know the results. They should hurry it up.\Whining as soon as you've recovered?\You've got a lot of energy.\Fourth, response:	Kikui University.
context: Kofu Academy University.\Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University.\We already know the results. They should hurry it up.\Whining as soon as you've recovered?\You've got a lot of energy.\Fourth,\Kikui University. response:	Well, they've all been regulars so far.
context: Seriously? They hesitated between announcing the rank and school's name.\Third, Teito University.\We already know the results. They should hurry it up.\Whining as soon as you've recovered?\You've got a lot of energy.\Fourth,\Kikui University.\Well, they've all been regulars so far. response:	Fifth.
context: Third, Teito University.\We already know the results. They should hurry it up.\Whining as soon as you've recovered?\You've got a lot of energy.\Fourth,\Kikui University.\Well, they've all been regulars so far.\Fifth. response:	Tokyo Academy University
context: We already know the results. They should hurry it up.\Whining as soon as you've recovered?\You've got a lot of energy.\Fourth,\Kikui University.\Well, they've all been regulars so far.\Fifth.\Tokyo Academy University response:	Tokyo Academy University.
context: Whining as soon as you've recovered?\You've got a lot of energy.\Fourth,\Kikui University.\Well, they've all been regulars so far.\Fifth.\Tokyo Academy University\Tokyo Academy University. response:	Please, please, please, please.
context: You've got a lot of energy.\Fourth,\Kikui University.\Well, they've all been regulars so far.\Fifth.\Tokyo Academy University\Tokyo Academy University.\Please, please, please, please. response:	Come on, Kansei. Kansei.
context: Fourth,\Kikui University.\Well, they've all been regulars so far.\Fifth.\Tokyo Academy University\Tokyo Academy University.\Please, please, please, please.\Come on, Kansei. Kansei. response:	Sixth,
context: Kikui University.\Well, they've all been regulars so far.\Fifth.\Tokyo Academy University\Tokyo Academy University.\Please, please, please, please.\Come on, Kansei. Kansei.\Sixth, response:	Saikyo University.
context: Well, they've all been regulars so far.\Fifth.\Tokyo Academy University\Tokyo Academy University.\Please, please, please, please.\Come on, Kansei. Kansei.\Sixth,\Saikyo University. response:	We didn't make it.
context: Fifth.\Tokyo Academy University\Tokyo Academy University.\Please, please, please, please.\Come on, Kansei. Kansei.\Sixth,\Saikyo University.\We didn't make it. response:	Seventh, Jonan Bunka University.
context: Tokyo Academy University\Tokyo Academy University.\Please, please, please, please.\Come on, Kansei. Kansei.\Sixth,\Saikyo University.\We didn't make it.\Seventh, Jonan Bunka University. response:	Eighth, Shinsei University.
context: Tokyo Academy University.\Please, please, please, please.\Come on, Kansei. Kansei.\Sixth,\Saikyo University.\We didn't make it.\Seventh, Jonan Bunka University.\Eighth, Shinsei University. response:	Ninth, Kanagawa International University.
context: Please, please, please, please.\Come on, Kansei. Kansei.\Sixth,\Saikyo University.\We didn't make it.\Seventh, Jonan Bunka University.\Eighth, Shinsei University.\Ninth, Kanagawa International University. response:	Tenth.
context: Come on, Kansei. Kansei.\Sixth,\Saikyo University.\We didn't make it.\Seventh, Jonan Bunka University.\Eighth, Shinsei University.\Ninth, Kanagawa International University.\Tenth. response:	Kansei University
context: Sixth,\Saikyo University.\We didn't make it.\Seventh, Jonan Bunka University.\Eighth, Shinsei University.\Ninth, Kanagawa International University.\Tenth.\Kansei University response:	Kansei University.
context: Saikyo University.\We didn't make it.\Seventh, Jonan Bunka University.\Eighth, Shinsei University.\Ninth, Kanagawa International University.\Tenth.\Kansei University\Kansei University. response:	Yes!
context: We didn't make it.\Seventh, Jonan Bunka University.\Eighth, Shinsei University.\Ninth, Kanagawa International University.\Tenth.\Kansei University\Kansei University.\Yes! response:	Shindo!
context: Seventh, Jonan Bunka University.\Eighth, Shinsei University.\Ninth, Kanagawa International University.\Tenth.\Kansei University\Kansei University.\Yes!\Shindo! response:	Yeah!
context: Eighth, Shinsei University.\Ninth, Kanagawa International University.\Tenth.\Kansei University\Kansei University.\Yes!\Shindo!\Yeah! response:	All right!
context: Ninth, Kanagawa International University.\Tenth.\Kansei University\Kansei University.\Yes!\Shindo!\Yeah!\All right! response:	Haiji!
context: Tenth.\Kansei University\Kansei University.\Yes!\Shindo!\Yeah!\All right!\Haiji! response:	Kansei University 1043
context: Kansei University\Kansei University.\Yes!\Shindo!\Yeah!\All right!\Haiji!\Kansei University 1043 response:	It's not a mistake, is it?
context: Kansei University.\Yes!\Shindo!\Yeah!\All right!\Haiji!\Kansei University 1043\It's not a mistake, is it? response:	It says tenth right there.
context: Yes!\Shindo!\Yeah!\All right!\Haiji!\Kansei University 1043\It's not a mistake, is it?\It says tenth right there. response:	It's like a TV show.
context: Shindo!\Yeah!\All right!\Haiji!\Kansei University 1043\It's not a mistake, is it?\It says tenth right there.\It's like a TV show. response:	This is reality.
context: Yeah!\All right!\Haiji!\Kansei University 1043\It's not a mistake, is it?\It says tenth right there.\It's like a TV show.\This is reality. response:	Well, we proved that Hakone wasn't just a dream.
context: All right!\Haiji!\Kansei University 1043\It's not a mistake, is it?\It says tenth right there.\It's like a TV show.\This is reality.\Well, we proved that Hakone wasn't just a dream. response:	All that's left is to train and train until we reach the top.
context: Haiji!\Kansei University 1043\It's not a mistake, is it?\It says tenth right there.\It's like a TV show.\This is reality.\Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top. response:	We'll do nothing but practice again starting tomorrow.
context: Kansei University 1043\It's not a mistake, is it?\It says tenth right there.\It's like a TV show.\This is reality.\Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow. response:	Can't we have tomorrow off?
context: It's not a mistake, is it?\It says tenth right there.\It's like a TV show.\This is reality.\Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off? response:	Let us rest!
context: It says tenth right there.\It's like a TV show.\This is reality.\Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off?\Let us rest! response:	What more can we do?
context: It's like a TV show.\This is reality.\Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off?\Let us rest!\What more can we do? response:	I can't use this footage.
context: This is reality.\Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off?\Let us rest!\What more can we do?\I can't use this footage. response:	Were you guys nervous getting water?
context: Well, we proved that Hakone wasn't just a dream.\All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off?\Let us rest!\What more can we do?\I can't use this footage.\Were you guys nervous getting water? response:	My heart was pounding.
context: All that's left is to train and train until we reach the top.\We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off?\Let us rest!\What more can we do?\I can't use this footage.\Were you guys nervous getting water?\My heart was pounding. response:	I know what you mean.
context: We'll do nothing but practice again starting tomorrow.\Can't we have tomorrow off?\Let us rest!\What more can we do?\I can't use this footage.\Were you guys nervous getting water?\My heart was pounding.\I know what you mean. response:	Oh, I know. Let's predict which sections we'll run.
context: Can't we have tomorrow off?\Let us rest!\What more can we do?\I can't use this footage.\Were you guys nervous getting water?\My heart was pounding.\I know what you mean.\Oh, I know. Let's predict which sections we'll run. response:	You're getting ahead of yourself.
context: Let us rest!\What more can we do?\I can't use this footage.\Were you guys nervous getting water?\My heart was pounding.\I know what you mean.\Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself. response:	I'm amazed you can read.
context: What more can we do?\I can't use this footage.\Were you guys nervous getting water?\My heart was pounding.\I know what you mean.\Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself.\I'm amazed you can read. response:	I'm rewarding myself.
context: I can't use this footage.\Were you guys nervous getting water?\My heart was pounding.\I know what you mean.\Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself.\I'm amazed you can read.\I'm rewarding myself. response:	Guys, the fan club is giving us a gift of meat.
context: Were you guys nervous getting water?\My heart was pounding.\I know what you mean.\Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself.\I'm amazed you can read.\I'm rewarding myself.\Guys, the fan club is giving us a gift of meat. response:	We're grilling meat tonight!
context: My heart was pounding.\I know what you mean.\Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself.\I'm amazed you can read.\I'm rewarding myself.\Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight! response:	Yeah!
context: I know what you mean.\Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself.\I'm amazed you can read.\I'm rewarding myself.\Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight!\Yeah! response:	Hey, Kakeru.
context: Oh, I know. Let's predict which sections we'll run.\You're getting ahead of yourself.\I'm amazed you can read.\I'm rewarding myself.\Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight!\Yeah!\Hey, Kakeru. response:	Kakeru.
context: You're getting ahead of yourself.\I'm amazed you can read.\I'm rewarding myself.\Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight!\Yeah!\Hey, Kakeru.\Kakeru. response:	Haiji said we'd reach the top.
context: I'm amazed you can read.\I'm rewarding myself.\Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight!\Yeah!\Hey, Kakeru.\Kakeru.\Haiji said we'd reach the top. response:	Just now?
context: I'm rewarding myself.\Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight!\Yeah!\Hey, Kakeru.\Kakeru.\Haiji said we'd reach the top.\Just now? response:	Just now, and when he recruited us to run.
context: Guys, the fan club is giving us a gift of meat.\We're grilling meat tonight!\Yeah!\Hey, Kakeru.\Kakeru.\Haiji said we'd reach the top.\Just now?\Just now, and when he recruited us to run. response:	Let's aim for the top together!
context: We're grilling meat tonight!\Yeah!\Hey, Kakeru.\Kakeru.\Haiji said we'd reach the top.\Just now?\Just now, and when he recruited us to run.\Let's aim for the top together! response:	He says it all the time.
context: Yeah!\Hey, Kakeru.\Kakeru.\Haiji said we'd reach the top.\Just now?\Just now, and when he recruited us to run.\Let's aim for the top together!\He says it all the time. response:	And each time, I've thought, yeah!”
context: Hey, Kakeru.\Kakeru.\Haiji said we'd reach the top.\Just now?\Just now, and when he recruited us to run.\Let's aim for the top together!\He says it all the time.\And each time, I've thought, yeah!” response:	And?
context: Kakeru.\Haiji said we'd reach the top.\Just now?\Just now, and when he recruited us to run.\Let's aim for the top together!\He says it all the time.\And each time, I've thought, yeah!”\And? response:	When he says top, do you think he means winning the race?
context: Haiji said we'd reach the top.\Just now?\Just now, and when he recruited us to run.\Let's aim for the top together!\He says it all the time.\And each time, I've thought, yeah!”\And?\When he says top, do you think he means winning the race? response:	Our total time was 1043.
context: Just now?\Just now, and when he recruited us to run.\Let's aim for the top together!\He says it all the time.\And each time, I've thought, yeah!”\And?\When he says top, do you think he means winning the race?\Our total time was 1043. response:	Tokyo Sport, the top finisher in the qualifier,
context: Just now, and when he recruited us to run.\Let's aim for the top together!\He says it all the time.\And each time, I've thought, yeah!”\And?\When he says top, do you think he means winning the race?\Our total time was 1043.\Tokyo Sport, the top finisher in the qualifier, response:	was more than seven minutes faster.
context: Let's aim for the top together!\He says it all the time.\And each time, I've thought, yeah!”\And?\When he says top, do you think he means winning the race?\Our total time was 1043.\Tokyo Sport, the top finisher in the qualifier,\was more than seven minutes faster. response:	Just how fast are the teams that win the Hakone Ekiden?
context: He says it all the time.\And each time, I've thought, yeah!”\And?\When he says top, do you think he means winning the race?\Our total time was 1043.\Tokyo Sport, the top finisher in the qualifier,\was more than seven minutes faster.\Just how fast are the teams that win the Hakone Ekiden? response:	Can we reach that level through practice?
context: And each time, I've thought, yeah!”\And?\When he says top, do you think he means winning the race?\Our total time was 1043.\Tokyo Sport, the top finisher in the qualifier,\was more than seven minutes faster.\Just how fast are the teams that win the Hakone Ekiden?\Can we reach that level through practice? response:	Kakeru, what are we running for?
context: And?\When he says top, do you think he means winning the race?\Our total time was 1043.\Tokyo Sport, the top finisher in the qualifier,\was more than seven minutes faster.\Just how fast are the teams that win the Hakone Ekiden?\Can we reach that level through practice?\Kakeru, what are we running for? response:	Next time: Searching For the Answer
context: When he says top, do you think he means winning the race?\Our total time was 1043.\Tokyo Sport, the top finisher in the qualifier,\was more than seven minutes faster.\Just how fast are the teams that win the Hakone Ekiden?\Can we reach that level through practice?\Kakeru, what are we running for?\Next time: Searching For the Answer response:	Next time: Searching For the Answer.”
