context: Oops! response:	Isn't this...?
context: Is that the famous priestess?\No, she may be an imposter.\We cannot rule out the possibility she is a detached separate entity!\You're wide open!\Master, are you all right?!\Toka!\Cute!\Um, who is that girl? response:	Who, this?
context: No, she may be an imposter.\We cannot rule out the possibility she is a detached separate entity!\You're wide open!\Master, are you all right?!\Toka!\Cute!\Um, who is that girl?\Who, this? response:	She's my daughter.
context: We cannot rule out the possibility she is a detached separate entity!\You're wide open!\Master, are you all right?!\Toka!\Cute!\Um, who is that girl?\Who, this?\She's my daughter. response:	THE NAPPING PLACE Beach Cafe
context: You're wide open!\Master, are you all right?!\Toka!\Cute!\Um, who is that girl?\Who, this?\She's my daughter.\THE NAPPING PLACE Beach Cafe response:	What?!
context: Master, are you all right?!\Toka!\Cute!\Um, who is that girl?\Who, this?\She's my daughter.\THE NAPPING PLACE Beach Cafe\What?! response:	She'll be seven this year.
context: Toka!\Cute!\Um, who is that girl?\Who, this?\She's my daughter.\THE NAPPING PLACE Beach Cafe\What?!\She'll be seven this year. response:	S- Seven?
context: Cute!\Um, who is that girl?\Who, this?\She's my daughter.\THE NAPPING PLACE Beach Cafe\What?!\She'll be seven this year.\S- Seven? response:	How old were you when you had her?
context: Um, who is that girl?\Who, this?\She's my daughter.\THE NAPPING PLACE Beach Cafe\What?!\She'll be seven this year.\S- Seven?\How old were you when you had her? response:	Let me think. I must've been 17 or 18.
context: Who, this?\She's my daughter.\THE NAPPING PLACE Beach Cafe\What?!\She'll be seven this year.\S- Seven?\How old were you when you had her?\Let me think. I must've been 17 or 18. response:	Y- You are joking, aren't you?
context: She's my daughter.\THE NAPPING PLACE Beach Cafe\What?!\She'll be seven this year.\S- Seven?\How old were you when you had her?\Let me think. I must've been 17 or 18.\Y- You are joking, aren't you? response:	I am.
context: THE NAPPING PLACE Beach Cafe\What?!\She'll be seven this year.\S- Seven?\How old were you when you had her?\Let me think. I must've been 17 or 18.\Y- You are joking, aren't you?\I am. response:	It's an Italian joke. Surprised?
context: What?!\She'll be seven this year.\S- Seven?\How old were you when you had her?\Let me think. I must've been 17 or 18.\Y- You are joking, aren't you?\I am.\It's an Italian joke. Surprised? response:	Why don't you laugh?
context: She'll be seven this year.\S- Seven?\How old were you when you had her?\Let me think. I must've been 17 or 18.\Y- You are joking, aren't you?\I am.\It's an Italian joke. Surprised?\Why don't you laugh? response:	You can't laugh at that!
context: S- Seven?\How old were you when you had her?\Let me think. I must've been 17 or 18.\Y- You are joking, aren't you?\I am.\It's an Italian joke. Surprised?\Why don't you laugh?\You can't laugh at that! response:	Your training manager's daughter?
context: How old were you when you had her?\Let me think. I must've been 17 or 18.\Y- You are joking, aren't you?\I am.\It's an Italian joke. Surprised?\Why don't you laugh?\You can't laugh at that!\Your training manager's daughter? response:	Her name is Cento.
context: Let me think. I must've been 17 or 18.\Y- You are joking, aren't you?\I am.\It's an Italian joke. Surprised?\Why don't you laugh?\You can't laugh at that!\Your training manager's daughter?\Her name is Cento. response:	She nuts about Japanese historical dramas.
context: Y- You are joking, aren't you?\I am.\It's an Italian joke. Surprised?\Why don't you laugh?\You can't laugh at that!\Your training manager's daughter?\Her name is Cento.\She nuts about Japanese historical dramas. response:	She demanded I bring her along on one of my trips to Japan.
context: I am.\It's an Italian joke. Surprised?\Why don't you laugh?\You can't laugh at that!\Your training manager's daughter?\Her name is Cento.\She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan. response:	You're mine!
context: It's an Italian joke. Surprised?\Why don't you laugh?\You can't laugh at that!\Your training manager's daughter?\Her name is Cento.\She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan.\You're mine! response:	So that's why she talks like that.
context: Why don't you laugh?\You can't laugh at that!\Your training manager's daughter?\Her name is Cento.\She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan.\You're mine!\So that's why she talks like that. response:	Toka! What is that? Is her eye hurt?
context: You can't laugh at that!\Your training manager's daughter?\Her name is Cento.\She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan.\You're mine!\So that's why she talks like that.\Toka! What is that? Is her eye hurt? response:	No, she's just stupid.
context: Your training manager's daughter?\Her name is Cento.\She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan.\You're mine!\So that's why she talks like that.\Toka! What is that? Is her eye hurt?\No, she's just stupid. response:	Ooh, stupid!
context: Her name is Cento.\She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan.\You're mine!\So that's why she talks like that.\Toka! What is that? Is her eye hurt?\No, she's just stupid.\Ooh, stupid! response:	That is the Wicked Lord Shingan.
context: She nuts about Japanese historical dramas.\She demanded I bring her along on one of my trips to Japan.\You're mine!\So that's why she talks like that.\Toka! What is that? Is her eye hurt?\No, she's just stupid.\Ooh, stupid!\That is the Wicked Lord Shingan. response:	It contains incredible hidden power.
context: She demanded I bring her along on one of my trips to Japan.\You're mine!\So that's why she talks like that.\Toka! What is that? Is her eye hurt?\No, she's just stupid.\Ooh, stupid!\That is the Wicked Lord Shingan.\It contains incredible hidden power. response:	The Wicked Lord Shingan is all-powerful.
context: You're mine!\So that's why she talks like that.\Toka! What is that? Is her eye hurt?\No, she's just stupid.\Ooh, stupid!\That is the Wicked Lord Shingan.\It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful. response:	Wicked Lord Shingan, I challenge thee!
context: So that's why she talks like that.\Toka! What is that? Is her eye hurt?\No, she's just stupid.\Ooh, stupid!\That is the Wicked Lord Shingan.\It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee! response:	I knew it. You are my foe.
context: Toka! What is that? Is her eye hurt?\No, she's just stupid.\Ooh, stupid!\That is the Wicked Lord Shingan.\It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe. response:	This sword can drive out evil! Try to block it if you dare!
context: No, she's just stupid.\Ooh, stupid!\That is the Wicked Lord Shingan.\It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare! response:	It can drive out evil?!
context: Ooh, stupid!\That is the Wicked Lord Shingan.\It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare!\It can drive out evil?! response:	You are an assassin from the Mage's Association sent by the priestess.
context: That is the Wicked Lord Shingan.\It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare!\It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess. response:	I, Dekomori, am joining the battle!
context: It contains incredible hidden power.\The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare!\It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle! response:	For some reason, the conversation flows so smoothly between them.
context: The Wicked Lord Shingan is all-powerful.\Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare!\It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them. response:	Here I come!
context: Wicked Lord Shingan, I challenge thee!\I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare!\It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them.\Here I come! response:	Look out!
context: I knew it. You are my foe.\This sword can drive out evil! Try to block it if you dare!\It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them.\Here I come!\Look out! response:	I thought I was gonna be death-ed!
context: This sword can drive out evil! Try to block it if you dare!\It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them.\Here I come!\Look out!\I thought I was gonna be death-ed! response:	No! That's not how you intercept it!
context: It can drive out evil?!\You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them.\Here I come!\Look out!\I thought I was gonna be death-ed!\No! That's not how you intercept it! response:	You go like this!
context: You are an assassin from the Mage's Association sent by the priestess.\I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them.\Here I come!\Look out!\I thought I was gonna be death-ed!\No! That's not how you intercept it!\You go like this! response:	Like this?
context: I, Dekomori, am joining the battle!\For some reason, the conversation flows so smoothly between them.\Here I come!\Look out!\I thought I was gonna be death-ed!\No! That's not how you intercept it!\You go like this!\Like this? response:	Surely that is an easy task with the power of the Wicked Lord Shingan.
context: For some reason, the conversation flows so smoothly between them.\Here I come!\Look out!\I thought I was gonna be death-ed!\No! That's not how you intercept it!\You go like this!\Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan. response:	Actually...
context: Here I come!\Look out!\I thought I was gonna be death-ed!\No! That's not how you intercept it!\You go like this!\Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually... response:	THE NAPPING PLACE Beach Cafe
context: Look out!\I thought I was gonna be death-ed!\No! That's not how you intercept it!\You go like this!\Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually...\THE NAPPING PLACE Beach Cafe response:	And she doesn't know how to answer?
context: I thought I was gonna be death-ed!\No! That's not how you intercept it!\You go like this!\Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually...\THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer? response:	Well, of course.
context: No! That's not how you intercept it!\You go like this!\Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually...\THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer?\Well, of course. response:	Okay. I, Sophia, will accept that sword challenge...
context: You go like this!\Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually...\THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer?\Well, of course.\Okay. I, Sophia, will accept that sword challenge... response:	Who, you?
context: Like this?\Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually...\THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer?\Well, of course.\Okay. I, Sophia, will accept that sword challenge...\Who, you? response:	Hold it! Do not steal our thunder!
context: Surely that is an easy task with the power of the Wicked Lord Shingan.\Actually...\THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer?\Well, of course.\Okay. I, Sophia, will accept that sword challenge...\Who, you?\Hold it! Do not steal our thunder! response:	My master's Wicked Lord Shingan is all-powerful!
context: Actually...\THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer?\Well, of course.\Okay. I, Sophia, will accept that sword challenge...\Who, you?\Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful! response:	It is not your place to interfere!
context: THE NAPPING PLACE Beach Cafe\And she doesn't know how to answer?\Well, of course.\Okay. I, Sophia, will accept that sword challenge...\Who, you?\Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere! response:	Isn't that right, Master?
context: And she doesn't know how to answer?\Well, of course.\Okay. I, Sophia, will accept that sword challenge...\Who, you?\Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere!\Isn't that right, Master? response:	What? Y- Yes, of course.
context: Well, of course.\Okay. I, Sophia, will accept that sword challenge...\Who, you?\Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere!\Isn't that right, Master?\What? Y- Yes, of course. response:	Master, show her how it's done!
context: Okay. I, Sophia, will accept that sword challenge...\Who, you?\Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere!\Isn't that right, Master?\What? Y- Yes, of course.\Master, show her how it's done! response:	What? Uh...
context: Who, you?\Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere!\Isn't that right, Master?\What? Y- Yes, of course.\Master, show her how it's done!\What? Uh... response:	THE NAPPING PLACE Beach Cafe
context: Hold it! Do not steal our thunder!\My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere!\Isn't that right, Master?\What? Y- Yes, of course.\Master, show her how it's done!\What? Uh...\THE NAPPING PLACE Beach Cafe response:	Shouldn't you ought to step in?
context: My master's Wicked Lord Shingan is all-powerful!\It is not your place to interfere!\Isn't that right, Master?\What? Y- Yes, of course.\Master, show her how it's done!\What? Uh...\THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in? response:	She's up against a little kid. She'll be fine.
context: It is not your place to interfere!\Isn't that right, Master?\What? Y- Yes, of course.\Master, show her how it's done!\What? Uh...\THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in?\She's up against a little kid. She'll be fine. response:	I am coming.
context: Isn't that right, Master?\What? Y- Yes, of course.\Master, show her how it's done!\What? Uh...\THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in?\She's up against a little kid. She'll be fine.\I am coming. response:	My master can catch that blindfolded!
context: What? Y- Yes, of course.\Master, show her how it's done!\What? Uh...\THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in?\She's up against a little kid. She'll be fine.\I am coming.\My master can catch that blindfolded! response:	Give it your best shot!
context: Master, show her how it's done!\What? Uh...\THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in?\She's up against a little kid. She'll be fine.\I am coming.\My master can catch that blindfolded!\Give it your best shot! response:	W- Wait!
context: What? Uh...\THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in?\She's up against a little kid. She'll be fine.\I am coming.\My master can catch that blindfolded!\Give it your best shot!\W- Wait! response:	I will release my power so you may know to your peril...
context: THE NAPPING PLACE Beach Cafe\Shouldn't you ought to step in?\She's up against a little kid. She'll be fine.\I am coming.\My master can catch that blindfolded!\Give it your best shot!\W- Wait!\I will release my power so you may know to your peril... response:	Ooh, Master! Are you actually serious?!
context: Shouldn't you ought to step in?\She's up against a little kid. She'll be fine.\I am coming.\My master can catch that blindfolded!\Give it your best shot!\W- Wait!\I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?! response:	I can witness the true power of the real Wicked Lord Shingan!
context: She's up against a little kid. She'll be fine.\I am coming.\My master can catch that blindfolded!\Give it your best shot!\W- Wait!\I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan! response:	A- All battles must be treated seriously in any situation.
context: I am coming.\My master can catch that blindfolded!\Give it your best shot!\W- Wait!\I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation. response:	Dekomori, stand back and watch.
context: My master can catch that blindfolded!\Give it your best shot!\W- Wait!\I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch. response:	Come.
context: Give it your best shot!\W- Wait!\I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch.\Come. response:	I am coming.
context: W- Wait!\I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch.\Come.\I am coming. response:	Be destroyed, real.
context: I will release my power so you may know to your peril...\Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch.\Come.\I am coming.\Be destroyed, real. response:	Blow up, synapses.
context: Ooh, Master! Are you actually serious?!\I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch.\Come.\I am coming.\Be destroyed, real.\Blow up, synapses. response:	Banishment...
context: I can witness the true power of the real Wicked Lord Shingan!\A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch.\Come.\I am coming.\Be destroyed, real.\Blow up, synapses.\Banishment... response:	Thank you for your hard work today!
context: A- All battles must be treated seriously in any situation.\Dekomori, stand back and watch.\Come.\I am coming.\Be destroyed, real.\Blow up, synapses.\Banishment...\Thank you for your hard work today! response:	I'm sorry it's so cramped.
context: Dekomori, stand back and watch.\Come.\I am coming.\Be destroyed, real.\Blow up, synapses.\Banishment...\Thank you for your hard work today!\I'm sorry it's so cramped. response:	Please don't mind us.
context: Come.\I am coming.\Be destroyed, real.\Blow up, synapses.\Banishment...\Thank you for your hard work today!\I'm sorry it's so cramped.\Please don't mind us. response:	Mjolnir tornado!
context: I am coming.\Be destroyed, real.\Blow up, synapses.\Banishment...\Thank you for your hard work today!\I'm sorry it's so cramped.\Please don't mind us.\Mjolnir tornado! response:	Ow! What the hell?!
context: Be destroyed, real.\Blow up, synapses.\Banishment...\Thank you for your hard work today!\I'm sorry it's so cramped.\Please don't mind us.\Mjolnir tornado!\Ow! What the hell?! response:	Mori Summer! Do you want this hypnoworm I caught on the beach?
context: Blow up, synapses.\Banishment...\Thank you for your hard work today!\I'm sorry it's so cramped.\Please don't mind us.\Mjolnir tornado!\Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach? response:	That's a wharf roach!
context: Banishment...\Thank you for your hard work today!\I'm sorry it's so cramped.\Please don't mind us.\Mjolnir tornado!\Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach! response:	No, it's a hypnoworm.
context: Thank you for your hard work today!\I'm sorry it's so cramped.\Please don't mind us.\Mjolnir tornado!\Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach!\No, it's a hypnoworm. response:	Rikka?
context: I'm sorry it's so cramped.\Please don't mind us.\Mjolnir tornado!\Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach!\No, it's a hypnoworm.\Rikka? response:	You okay?
context: Please don't mind us.\Mjolnir tornado!\Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach!\No, it's a hypnoworm.\Rikka?\You okay? response:	Yeah.
context: Mjolnir tornado!\Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach!\No, it's a hypnoworm.\Rikka?\You okay?\Yeah. response:	I see.
context: Ow! What the hell?!\Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach!\No, it's a hypnoworm.\Rikka?\You okay?\Yeah.\I see. response:	Well, I'm going to sleep over there. See you tomorrow.
context: Mori Summer! Do you want this hypnoworm I caught on the beach?\That's a wharf roach!\No, it's a hypnoworm.\Rikka?\You okay?\Yeah.\I see.\Well, I'm going to sleep over there. See you tomorrow. response:	You aren't wearing your eye patch.
context: That's a wharf roach!\No, it's a hypnoworm.\Rikka?\You okay?\Yeah.\I see.\Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch. response:	You never put it back on when you took it off this evening.
context: No, it's a hypnoworm.\Rikka?\You okay?\Yeah.\I see.\Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch.\You never put it back on when you took it off this evening. response:	Just rest up tonight.
context: Rikka?\You okay?\Yeah.\I see.\Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch.\You never put it back on when you took it off this evening.\Just rest up tonight. response:	INCOMING TEXT/NTOKA
context: You okay?\Yeah.\I see.\Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch.\You never put it back on when you took it off this evening.\Just rest up tonight.\INCOMING TEXT/NTOKA response:	Toka?
context: Yeah.\I see.\Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch.\You never put it back on when you took it off this evening.\Just rest up tonight.\INCOMING TEXT/NTOKA\Toka? response:	You're here as well?
context: I see.\Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch.\You never put it back on when you took it off this evening.\Just rest up tonight.\INCOMING TEXT/NTOKA\Toka?\You're here as well? response:	You're late.
context: Well, I'm going to sleep over there. See you tomorrow.\You aren't wearing your eye patch.\You never put it back on when you took it off this evening.\Just rest up tonight.\INCOMING TEXT/NTOKA\Toka?\You're here as well?\You're late. response:	What is it that couldn't wait?
context: You aren't wearing your eye patch.\You never put it back on when you took it off this evening.\Just rest up tonight.\INCOMING TEXT/NTOKA\Toka?\You're here as well?\You're late.\What is it that couldn't wait? response:	Well, I don't come to Japan very often, so I thought I'd ask.
context: You never put it back on when you took it off this evening.\Just rest up tonight.\INCOMING TEXT/NTOKA\Toka?\You're here as well?\You're late.\What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask. response:	What do you intend to do after this?
context: Just rest up tonight.\INCOMING TEXT/NTOKA\Toka?\You're here as well?\You're late.\What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this? response:	From what I can see, not much has changed since I left for Italy.
context: INCOMING TEXT/NTOKA\Toka?\You're here as well?\You're late.\What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this?\From what I can see, not much has changed since I left for Italy. response:	Rikka is still the same, and so are you.
context: Toka?\You're here as well?\You're late.\What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this?\From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you. response:	I came prepared for all sorts of scenarios.
context: You're here as well?\You're late.\What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this?\From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios. response:	Prepared?
context: You're late.\What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this?\From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios.\Prepared? response:	Of course.
context: What is it that couldn't wait?\Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this?\From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios.\Prepared?\Of course. response:	I permitted my little sister to live with her boyfriend.
context: Well, I don't come to Japan very often, so I thought I'd ask.\What do you intend to do after this?\From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios.\Prepared?\Of course.\I permitted my little sister to live with her boyfriend. response:	True, but something did change.
context: What do you intend to do after this?\From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios.\Prepared?\Of course.\I permitted my little sister to live with her boyfriend.\True, but something did change. response:	Really?
context: From what I can see, not much has changed since I left for Italy.\Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios.\Prepared?\Of course.\I permitted my little sister to live with her boyfriend.\True, but something did change.\Really? response:	She gave me a peck on the cheek.
context: Rikka is still the same, and so are you.\I came prepared for all sorts of scenarios.\Prepared?\Of course.\I permitted my little sister to live with her boyfriend.\True, but something did change.\Really?\She gave me a peck on the cheek. response:	And you're satisfied with that?
context: I came prepared for all sorts of scenarios.\Prepared?\Of course.\I permitted my little sister to live with her boyfriend.\True, but something did change.\Really?\She gave me a peck on the cheek.\And you're satisfied with that? response:	Nibutani asked me a similar question.
context: Prepared?\Of course.\I permitted my little sister to live with her boyfriend.\True, but something did change.\Really?\She gave me a peck on the cheek.\And you're satisfied with that?\Nibutani asked me a similar question. response:	When I became aware of what Rikka sees...
context: Of course.\I permitted my little sister to live with her boyfriend.\True, but something did change.\Really?\She gave me a peck on the cheek.\And you're satisfied with that?\Nibutani asked me a similar question.\When I became aware of what Rikka sees... response:	The elusive thing that she is pursuing...
context: I permitted my little sister to live with her boyfriend.\True, but something did change.\Really?\She gave me a peck on the cheek.\And you're satisfied with that?\Nibutani asked me a similar question.\When I became aware of what Rikka sees...\The elusive thing that she is pursuing... response:	It's probably the same thing that I lost.
context: True, but something did change.\Really?\She gave me a peck on the cheek.\And you're satisfied with that?\Nibutani asked me a similar question.\When I became aware of what Rikka sees...\The elusive thing that she is pursuing...\It's probably the same thing that I lost. response:	That's why I want to be around to see what she does next.
context: Really?\She gave me a peck on the cheek.\And you're satisfied with that?\Nibutani asked me a similar question.\When I became aware of what Rikka sees...\The elusive thing that she is pursuing...\It's probably the same thing that I lost.\That's why I want to be around to see what she does next. response:	I think that's what I like about her.
context: She gave me a peck on the cheek.\And you're satisfied with that?\Nibutani asked me a similar question.\When I became aware of what Rikka sees...\The elusive thing that she is pursuing...\It's probably the same thing that I lost.\That's why I want to be around to see what she does next.\I think that's what I like about her. response:	You're very easygoing.
context: And you're satisfied with that?\Nibutani asked me a similar question.\When I became aware of what Rikka sees...\The elusive thing that she is pursuing...\It's probably the same thing that I lost.\That's why I want to be around to see what she does next.\I think that's what I like about her.\You're very easygoing. response:	Do you think so?
context: Nibutani asked me a similar question.\When I became aware of what Rikka sees...\The elusive thing that she is pursuing...\It's probably the same thing that I lost.\That's why I want to be around to see what she does next.\I think that's what I like about her.\You're very easygoing.\Do you think so? response:	Yeah, it makes me sleepy.
context: When I became aware of what Rikka sees...\The elusive thing that she is pursuing...\It's probably the same thing that I lost.\That's why I want to be around to see what she does next.\I think that's what I like about her.\You're very easygoing.\Do you think so?\Yeah, it makes me sleepy. response:	Say.
context: The elusive thing that she is pursuing...\It's probably the same thing that I lost.\That's why I want to be around to see what she does next.\I think that's what I like about her.\You're very easygoing.\Do you think so?\Yeah, it makes me sleepy.\Say. response:	Yes?
context: It's probably the same thing that I lost.\That's why I want to be around to see what she does next.\I think that's what I like about her.\You're very easygoing.\Do you think so?\Yeah, it makes me sleepy.\Say.\Yes? response:	Are you disappointed? Or are you relieved?
context: That's why I want to be around to see what she does next.\I think that's what I like about her.\You're very easygoing.\Do you think so?\Yeah, it makes me sleepy.\Say.\Yes?\Are you disappointed? Or are you relieved? response:	Good question. I'm disappoint-elieved.
context: I think that's what I like about her.\You're very easygoing.\Do you think so?\Yeah, it makes me sleepy.\Say.\Yes?\Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved. response:	Be destroyed, real. Blow up, synapses.
context: You're very easygoing.\Do you think so?\Yeah, it makes me sleepy.\Say.\Yes?\Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses. response:	Banishment, Zuiss World!
context: Do you think so?\Yeah, it makes me sleepy.\Say.\Yes?\Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World! response:	My power isn't working.
context: Yeah, it makes me sleepy.\Say.\Yes?\Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World!\My power isn't working. response:	You look perplexed, Wicked Lord Shingan!
context: Say.\Yes?\Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World!\My power isn't working.\You look perplexed, Wicked Lord Shingan! response:	Shichimiya.
context: Yes?\Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World!\My power isn't working.\You look perplexed, Wicked Lord Shingan!\Shichimiya. response:	Let me guess. Is your power fading?
context: Are you disappointed? Or are you relieved?\Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World!\My power isn't working.\You look perplexed, Wicked Lord Shingan!\Shichimiya.\Let me guess. Is your power fading? response:	You summoned me the last time because you couldn't fight then either.
