context: Mizuhara Chizuru is just a rental girlfriend. response:	A fake one who won't last,
context: Come save me if I do.\That's not funny!\See ya. Give my regards to Chizuru-san.\I won't tell Nagomi-san about the stupid blues thing.\Just stay with her.\What? No, we're still breaking up.\You're still going on about that?\This is way more complicated than you think. response:	Ow!
context: That's not funny!\See ya. Give my regards to Chizuru-san.\I won't tell Nagomi-san about the stupid blues thing.\Just stay with her.\What? No, we're still breaking up.\You're still going on about that?\This is way more complicated than you think.\Ow! response:	Why'd you hit me again, jerk?!
context: See ya. Give my regards to Chizuru-san.\I won't tell Nagomi-san about the stupid blues thing.\Just stay with her.\What? No, we're still breaking up.\You're still going on about that?\This is way more complicated than you think.\Ow!\Why'd you hit me again, jerk?! response:	Life ain't as easy as you think,
context: I won't tell Nagomi-san about the stupid blues thing.\Just stay with her.\What? No, we're still breaking up.\You're still going on about that?\This is way more complicated than you think.\Ow!\Why'd you hit me again, jerk?!\Life ain't as easy as you think, response:	but it ain't as hard as people make it out to be.
context: Just stay with her.\What? No, we're still breaking up.\You're still going on about that?\This is way more complicated than you think.\Ow!\Why'd you hit me again, jerk?!\Life ain't as easy as you think,\but it ain't as hard as people make it out to be. response:	You put your life on the line for her.
context: What? No, we're still breaking up.\You're still going on about that?\This is way more complicated than you think.\Ow!\Why'd you hit me again, jerk?!\Life ain't as easy as you think,\but it ain't as hard as people make it out to be.\You put your life on the line for her. response:	If that's not love, then what the hell is?
context: You're still going on about that?\This is way more complicated than you think.\Ow!\Why'd you hit me again, jerk?!\Life ain't as easy as you think,\but it ain't as hard as people make it out to be.\You put your life on the line for her.\If that's not love, then what the hell is? response:	Don't let her go. Your entire lifetime supply of semen depends on it.
context: This is way more complicated than you think.\Ow!\Why'd you hit me again, jerk?!\Life ain't as easy as you think,\but it ain't as hard as people make it out to be.\You put your life on the line for her.\If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it. response:	What a vulgar ass...
context: Ow!\Why'd you hit me again, jerk?!\Life ain't as easy as you think,\but it ain't as hard as people make it out to be.\You put your life on the line for her.\If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass... response:	Not happening.
context: Why'd you hit me again, jerk?!\Life ain't as easy as you think,\but it ain't as hard as people make it out to be.\You put your life on the line for her.\If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass...\Not happening. response:	Mizuhara feels nothing for me.
context: Life ain't as easy as you think,\but it ain't as hard as people make it out to be.\You put your life on the line for her.\If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass...\Not happening.\Mizuhara feels nothing for me. response:	Nothing at all...
context: but it ain't as hard as people make it out to be.\You put your life on the line for her.\If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass...\Not happening.\Mizuhara feels nothing for me.\Nothing at all... response:	Seriously, no! Not Mizuhara of all people!
context: You put your life on the line for her.\If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass...\Not happening.\Mizuhara feels nothing for me.\Nothing at all...\Seriously, no! Not Mizuhara of all people! response:	Wave
context: If that's not love, then what the hell is?\Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass...\Not happening.\Mizuhara feels nothing for me.\Nothing at all...\Seriously, no! Not Mizuhara of all people!\Wave response:	Wave
context: Don't let her go. Your entire lifetime supply of semen depends on it.\What a vulgar ass...\Not happening.\Mizuhara feels nothing for me.\Nothing at all...\Seriously, no! Not Mizuhara of all people!\Wave\Wave response:	Wave
context: What a vulgar ass...\Not happening.\Mizuhara feels nothing for me.\Nothing at all...\Seriously, no! Not Mizuhara of all people!\Wave\Wave\Wave response:	Wave
context: Not happening.\Mizuhara feels nothing for me.\Nothing at all...\Seriously, no! Not Mizuhara of all people!\Wave\Wave\Wave\Wave response:	Wave
context: Mizuhara feels nothing for me.\Nothing at all...\Seriously, no! Not Mizuhara of all people!\Wave\Wave\Wave\Wave\Wave response:	Wave
context: Nothing at all...\Seriously, no! Not Mizuhara of all people!\Wave\Wave\Wave\Wave\Wave\Wave response:	Shiver
context: Seriously, no! Not Mizuhara of all people!\Wave\Wave\Wave\Wave\Wave\Wave\Shiver response:	Don't forget her cold stare when she demands you fork over the money!
context: Wave\Wave\Wave\Wave\Wave\Wave\Shiver\Don't forget her cold stare when she demands you fork over the money! response:	Her face might be smiling, but her eyes aren't!
context: Wave\Wave\Wave\Wave\Wave\Shiver\Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't! response:	Her eyes aren't smiling
context: Wave\Wave\Wave\Wave\Shiver\Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling response:	Hey, uh...
context: Wave\Wave\Wave\Shiver\Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling\Hey, uh... response:	Do you mind?
context: Wave\Wave\Shiver\Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling\Hey, uh...\Do you mind? response:	Could you go be gross somewhere else?
context: Wave\Shiver\Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling\Hey, uh...\Do you mind?\Could you go be gross somewhere else? response:	M-Mizuhara!
context: Shiver\Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling\Hey, uh...\Do you mind?\Could you go be gross somewhere else?\M-Mizuhara! response:	Move.
context: Don't forget her cold stare when she demands you fork over the money!\Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling\Hey, uh...\Do you mind?\Could you go be gross somewhere else?\M-Mizuhara!\Move. response:	S-Sure.
context: Her face might be smiling, but her eyes aren't!\Her eyes aren't smiling\Hey, uh...\Do you mind?\Could you go be gross somewhere else?\M-Mizuhara!\Move.\S-Sure. response:	I-I already made the booking for next week.
context: Her eyes aren't smiling\Hey, uh...\Do you mind?\Could you go be gross somewhere else?\M-Mizuhara!\Move.\S-Sure.\I-I already made the booking for next week. response:	No actual date.
context: Hey, uh...\Do you mind?\Could you go be gross somewhere else?\M-Mizuhara!\Move.\S-Sure.\I-I already made the booking for next week.\No actual date. response:	I'll put the money in your post box.
context: Do you mind?\Could you go be gross somewhere else?\M-Mizuhara!\Move.\S-Sure.\I-I already made the booking for next week.\No actual date.\I'll put the money in your post box. response:	So, uh... Once again...
context: Could you go be gross somewhere else?\M-Mizuhara!\Move.\S-Sure.\I-I already made the booking for next week.\No actual date.\I'll put the money in your post box.\So, uh... Once again... response:	I'm sorry and stuff.
context: M-Mizuhara!\Move.\S-Sure.\I-I already made the booking for next week.\No actual date.\I'll put the money in your post box.\So, uh... Once again...\I'm sorry and stuff. response:	I see. Thanks.
context: Move.\S-Sure.\I-I already made the booking for next week.\No actual date.\I'll put the money in your post box.\So, uh... Once again...\I'm sorry and stuff.\I see. Thanks. response:	That was just CPR to keep her client alive.
context: S-Sure.\I-I already made the booking for next week.\No actual date.\I'll put the money in your post box.\So, uh... Once again...\I'm sorry and stuff.\I see. Thanks.\That was just CPR to keep her client alive. response:	Part of her job.
context: I-I already made the booking for next week.\No actual date.\I'll put the money in your post box.\So, uh... Once again...\I'm sorry and stuff.\I see. Thanks.\That was just CPR to keep her client alive.\Part of her job. response:	Only a fool would fall for a girl like that for real.
context: No actual date.\I'll put the money in your post box.\So, uh... Once again...\I'm sorry and stuff.\I see. Thanks.\That was just CPR to keep her client alive.\Part of her job.\Only a fool would fall for a girl like that for real. response:	Reminiscing already? We just got back.
context: I'll put the money in your post box.\So, uh... Once again...\I'm sorry and stuff.\I see. Thanks.\That was just CPR to keep her client alive.\Part of her job.\Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back. response:	Gulp
context: So, uh... Once again...\I'm sorry and stuff.\I see. Thanks.\That was just CPR to keep her client alive.\Part of her job.\Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back.\Gulp response:	Yeesh. Can't you even lay low for two days in a row?
context: I'm sorry and stuff.\I see. Thanks.\That was just CPR to keep her client alive.\Part of her job.\Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back.\Gulp\Yeesh. Can't you even lay low for two days in a row? response:	No, Kazu-kun.
context: I see. Thanks.\That was just CPR to keep her client alive.\Part of her job.\Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back.\Gulp\Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun. response:	Whoa... This is gonna be a big one.
context: That was just CPR to keep her client alive.\Part of her job.\Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back.\Gulp\Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun.\Whoa... This is gonna be a big one. response:	Sheesh, stop it!
context: Part of her job.\Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back.\Gulp\Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun.\Whoa... This is gonna be a big one.\Sheesh, stop it! response:	No, don't!
context: Only a fool would fall for a girl like that for real.\Reminiscing already? We just got back.\Gulp\Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun.\Whoa... This is gonna be a big one.\Sheesh, stop it!\No, don't! response:	You must be Kazuya-kun, right?
context: Reminiscing already? We just got back.\Gulp\Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun.\Whoa... This is gonna be a big one.\Sheesh, stop it!\No, don't!\You must be Kazuya-kun, right? response:	Shake
context: Gulp\Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun.\Whoa... This is gonna be a big one.\Sheesh, stop it!\No, don't!\You must be Kazuya-kun, right?\Shake response:	Hell no!
context: Yeesh. Can't you even lay low for two days in a row?\No, Kazu-kun.\Whoa... This is gonna be a big one.\Sheesh, stop it!\No, don't!\You must be Kazuya-kun, right?\Shake\Hell no! response:	You're such a bad boy, Kazu-kun.
context: No, Kazu-kun.\Whoa... This is gonna be a big one.\Sheesh, stop it!\No, don't!\You must be Kazuya-kun, right?\Shake\Hell no!\You're such a bad boy, Kazu-kun. response:	Mami-chan...
context: Whoa... This is gonna be a big one.\Sheesh, stop it!\No, don't!\You must be Kazuya-kun, right?\Shake\Hell no!\You're such a bad boy, Kazu-kun.\Mami-chan... response:	Whenever you find yourself feeling like a rabbit,
context: Sheesh, stop it!\No, don't!\You must be Kazuya-kun, right?\Shake\Hell no!\You're such a bad boy, Kazu-kun.\Mami-chan...\Whenever you find yourself feeling like a rabbit, response:	feel free to call me.
context: No, don't!\You must be Kazuya-kun, right?\Shake\Hell no!\You're such a bad boy, Kazu-kun.\Mami-chan...\Whenever you find yourself feeling like a rabbit,\feel free to call me. response:	Mami-chan!
context: You must be Kazuya-kun, right?\Shake\Hell no!\You're such a bad boy, Kazu-kun.\Mami-chan...\Whenever you find yourself feeling like a rabbit,\feel free to call me.\Mami-chan! response:	Come on, Kazu-kun.
context: Shake\Hell no!\You're such a bad boy, Kazu-kun.\Mami-chan...\Whenever you find yourself feeling like a rabbit,\feel free to call me.\Mami-chan!\Come on, Kazu-kun. response:	You can rent me out for just one hour every Wednesday.
context: Hell no!\You're such a bad boy, Kazu-kun.\Mami-chan...\Whenever you find yourself feeling like a rabbit,\feel free to call me.\Mami-chan!\Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday. response:	Hey!
context: You're such a bad boy, Kazu-kun.\Mami-chan...\Whenever you find yourself feeling like a rabbit,\feel free to call me.\Mami-chan!\Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday.\Hey! response:	Don't badmouth my Kazuya-san.
context: Mami-chan...\Whenever you find yourself feeling like a rabbit,\feel free to call me.\Mami-chan!\Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday.\Hey!\Don't badmouth my Kazuya-san. response:	Mami-chan...
context: Whenever you find yourself feeling like a rabbit,\feel free to call me.\Mami-chan!\Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday.\Hey!\Don't badmouth my Kazuya-san.\Mami-chan... response:	You know you can't do that.
context: feel free to call me.\Mami-chan!\Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday.\Hey!\Don't badmouth my Kazuya-san.\Mami-chan...\You know you can't do that. response:	If you want, I can give you both.
context: Mami-chan!\Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday.\Hey!\Don't badmouth my Kazuya-san.\Mami-chan...\You know you can't do that.\If you want, I can give you both. response:	Kazu-kun!
context: Come on, Kazu-kun.\You can rent me out for just one hour every Wednesday.\Hey!\Don't badmouth my Kazuya-san.\Mami-chan...\You know you can't do that.\If you want, I can give you both.\Kazu-kun! response:	I'm Mizuhara Chizuru, Kazuya-san's girlfriend.
context: You can rent me out for just one hour every Wednesday.\Hey!\Don't badmouth my Kazuya-san.\Mami-chan...\You know you can't do that.\If you want, I can give you both.\Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend. response:	Mami-chan!
context: Hey!\Don't badmouth my Kazuya-san.\Mami-chan...\You know you can't do that.\If you want, I can give you both.\Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan! response:	I guess you can be a man if you try.
context: Don't badmouth my Kazuya-san.\Mami-chan...\You know you can't do that.\If you want, I can give you both.\Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan!\I guess you can be a man if you try. response:	Kazuya-kun.
context: Mami-chan...\You know you can't do that.\If you want, I can give you both.\Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan!\I guess you can be a man if you try.\Kazuya-kun. response:	If I told her this was how it all began, Mizuhara would be pissed.
context: You know you can't do that.\If you want, I can give you both.\Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan!\I guess you can be a man if you try.\Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed. response:	But that was definitely the moment I realized...
context: If you want, I can give you both.\Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan!\I guess you can be a man if you try.\Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized... response:	N-No... I can't be...
context: Kazu-kun!\I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan!\I guess you can be a man if you try.\Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized...\N-No... I can't be... response:	Lab and Seminar Wing
context: I'm Mizuhara Chizuru, Kazuya-san's girlfriend.\Mami-chan!\I guess you can be a man if you try.\Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized...\N-No... I can't be...\Lab and Seminar Wing response:	College Wing 2
context: Mami-chan!\I guess you can be a man if you try.\Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized...\N-No... I can't be...\Lab and Seminar Wing\College Wing 2 response:	Auditorium Cafeteria
context: I guess you can be a man if you try.\Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized...\N-No... I can't be...\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria response:	What'd you do over summer break?
context: Kazuya-kun.\If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized...\N-No... I can't be...\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\What'd you do over summer break? response:	Gotta find a job.
context: If I told her this was how it all began, Mizuhara would be pissed.\But that was definitely the moment I realized...\N-No... I can't be...\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\What'd you do over summer break?\Gotta find a job. response:	Chizuru...
context: But that was definitely the moment I realized...\N-No... I can't be...\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\What'd you do over summer break?\Gotta find a job.\Chizuru... response:	You do know that urban legend about summer break, right?
context: N-No... I can't be...\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\What'd you do over summer break?\Gotta find a job.\Chizuru...\You do know that urban legend about summer break, right? response:	Again, I'm sorry. My tummy started hurting really badly...
context: Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\What'd you do over summer break?\Gotta find a job.\Chizuru...\You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly... response:	Blush
context: College Wing 2\Auditorium Cafeteria\What'd you do over summer break?\Gotta find a job.\Chizuru...\You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly...\Blush response:	Oh, we met at the beach.
context: Auditorium Cafeteria\What'd you do over summer break?\Gotta find a job.\Chizuru...\You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly...\Blush\Oh, we met at the beach. response:	Okay, let's get going!
context: What'd you do over summer break?\Gotta find a job.\Chizuru...\You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly...\Blush\Oh, we met at the beach.\Okay, let's get going! response:	Huh? What's gotten into you?
context: Gotta find a job.\Chizuru...\You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly...\Blush\Oh, we met at the beach.\Okay, let's get going!\Huh? What's gotten into you? response:	Let's just go!
context: Chizuru...\You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly...\Blush\Oh, we met at the beach.\Okay, let's get going!\Huh? What's gotten into you?\Let's just go! response:	What's going on?
context: You do know that urban legend about summer break, right?\Again, I'm sorry. My tummy started hurting really badly...\Blush\Oh, we met at the beach.\Okay, let's get going!\Huh? What's gotten into you?\Let's just go!\What's going on? response:	I've never reacted to her like that...
context: Again, I'm sorry. My tummy started hurting really badly...\Blush\Oh, we met at the beach.\Okay, let's get going!\Huh? What's gotten into you?\Let's just go!\What's going on?\I've never reacted to her like that... response:	No, stop it!
context: Blush\Oh, we met at the beach.\Okay, let's get going!\Huh? What's gotten into you?\Let's just go!\What's going on?\I've never reacted to her like that...\No, stop it! response:	Mizuhara's just a rental girlfriend!
context: Oh, we met at the beach.\Okay, let's get going!\Huh? What's gotten into you?\Let's just go!\What's going on?\I've never reacted to her like that...\No, stop it!\Mizuhara's just a rental girlfriend! response:	That's it! Nothing more!
context: Okay, let's get going!\Huh? What's gotten into you?\Let's just go!\What's going on?\I've never reacted to her like that...\No, stop it!\Mizuhara's just a rental girlfriend!\That's it! Nothing more! response:	Man, am I really...
context: Huh? What's gotten into you?\Let's just go!\What's going on?\I've never reacted to her like that...\No, stop it!\Mizuhara's just a rental girlfriend!\That's it! Nothing more!\Man, am I really... response:	Hey, keep your eyes on the road.
context: Let's just go!\What's going on?\I've never reacted to her like that...\No, stop it!\Mizuhara's just a rental girlfriend!\That's it! Nothing more!\Man, am I really...\Hey, keep your eyes on the road. response:	Yeah, yeah, I know.
context: What's going on?\I've never reacted to her like that...\No, stop it!\Mizuhara's just a rental girlfriend!\That's it! Nothing more!\Man, am I really...\Hey, keep your eyes on the road.\Yeah, yeah, I know. response:	Why are we going into the mountains?
context: I've never reacted to her like that...\No, stop it!\Mizuhara's just a rental girlfriend!\That's it! Nothing more!\Man, am I really...\Hey, keep your eyes on the road.\Yeah, yeah, I know.\Why are we going into the mountains? response:	Health tourism, my boy.
context: No, stop it!\Mizuhara's just a rental girlfriend!\That's it! Nothing more!\Man, am I really...\Hey, keep your eyes on the road.\Yeah, yeah, I know.\Why are we going into the mountains?\Health tourism, my boy. response:	I snagged a booking for a hot springs resort known for helping your organs recover.
context: Mizuhara's just a rental girlfriend!\That's it! Nothing more!\Man, am I really...\Hey, keep your eyes on the road.\Yeah, yeah, I know.\Why are we going into the mountains?\Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover. response:	I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!
context: That's it! Nothing more!\Man, am I really...\Hey, keep your eyes on the road.\Yeah, yeah, I know.\Why are we going into the mountains?\Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty! response:	Pheasant? That takes me back!
context: Man, am I really...\Hey, keep your eyes on the road.\Yeah, yeah, I know.\Why are we going into the mountains?\Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back! response:	Haven't had any since I got some from a customer at the bar...
context: Hey, keep your eyes on the road.\Yeah, yeah, I know.\Why are we going into the mountains?\Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar... response:	Well, can't complain if it's for health.
context: Yeah, yeah, I know.\Why are we going into the mountains?\Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health. response:	International Resort
context: Why are we going into the mountains?\Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health.\International Resort response:	Nashigi-kan
context: Health tourism, my boy.\I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health.\International Resort\Nashigi-kan response:	We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!
context: I snagged a booking for a hot springs resort known for helping your organs recover.\I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health.\International Resort\Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort! response:	And we can get up to thirty ice creams from the lobby machine at no extra charge!
context: I hear they serve pheasant for dinner. It's Mt. Akagi's local specialty!\Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health.\International Resort\Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge! response:	Thirty? I'd spend all day on the can!
context: Pheasant? That takes me back!\Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health.\International Resort\Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can! response:	Is our friend not here yet?
context: Haven't had any since I got some from a customer at the bar...\Well, can't complain if it's for health.\International Resort\Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can!\Is our friend not here yet? response:	Huh? Friend?
context: Well, can't complain if it's for health.\International Resort\Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can!\Is our friend not here yet?\Huh? Friend? response:	Oh, there she is. Sayutaso!
context: International Resort\Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can!\Is our friend not here yet?\Huh? Friend?\Oh, there she is. Sayutaso! response:	Sayutaso?
context: Nashigi-kan\We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can!\Is our friend not here yet?\Huh? Friend?\Oh, there she is. Sayutaso!\Sayutaso? response:	Oh, Nagomin!
context: We're here! Nashigi-kan, Gunma's hidden-away hot springs resort!\And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can!\Is our friend not here yet?\Huh? Friend?\Oh, there she is. Sayutaso!\Sayutaso?\Oh, Nagomin! response:	What?!
context: And we can get up to thirty ice creams from the lobby machine at no extra charge!\Thirty? I'd spend all day on the can!\Is our friend not here yet?\Huh? Friend?\Oh, there she is. Sayutaso!\Sayutaso?\Oh, Nagomin!\What?! response:	Mizuhara's grandma?!
context: Thirty? I'd spend all day on the can!\Is our friend not here yet?\Huh? Friend?\Oh, there she is. Sayutaso!\Sayutaso?\Oh, Nagomin!\What?!\Mizuhara's grandma?! response:	Oh, Ichinose-san. Good to see you again.
context: Is our friend not here yet?\Huh? Friend?\Oh, there she is. Sayutaso!\Sayutaso?\Oh, Nagomin!\What?!\Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again. response:	Thank you for looking after my mother in the hospital.
context: Huh? Friend?\Oh, there she is. Sayutaso!\Sayutaso?\Oh, Nagomin!\What?!\Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital. response:	No, I should be the one thanking her.
context: Oh, there she is. Sayutaso!\Sayutaso?\Oh, Nagomin!\What?!\Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital.\No, I should be the one thanking her. response:	Come on, say hello.
context: Sayutaso?\Oh, Nagomin!\What?!\Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital.\No, I should be the one thanking her.\Come on, say hello. response:	Wh-Why's Ichinose-san here?
context: Oh, Nagomin!\What?!\Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital.\No, I should be the one thanking her.\Come on, say hello.\Wh-Why's Ichinose-san here? response:	She got all better and was discharged, too,
context: What?!\Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital.\No, I should be the one thanking her.\Come on, say hello.\Wh-Why's Ichinose-san here?\She got all better and was discharged, too, response:	so we decided to go on a trip together to celebrate.
context: Mizuhara's grandma?!\Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital.\No, I should be the one thanking her.\Come on, say hello.\Wh-Why's Ichinose-san here?\She got all better and was discharged, too,\so we decided to go on a trip together to celebrate. response:	Thank you so much for inviting me.
context: Oh, Ichinose-san. Good to see you again.\Thank you for looking after my mother in the hospital.\No, I should be the one thanking her.\Come on, say hello.\Wh-Why's Ichinose-san here?\She got all better and was discharged, too,\so we decided to go on a trip together to celebrate.\Thank you so much for inviting me. response:	What are you doing? You're acting strange.
context: Thank you for looking after my mother in the hospital.\No, I should be the one thanking her.\Come on, say hello.\Wh-Why's Ichinose-san here?\She got all better and was discharged, too,\so we decided to go on a trip together to celebrate.\Thank you so much for inviting me.\What are you doing? You're acting strange. response:	U-Uh, well,
context: No, I should be the one thanking her.\Come on, say hello.\Wh-Why's Ichinose-san here?\She got all better and was discharged, too,\so we decided to go on a trip together to celebrate.\Thank you so much for inviting me.\What are you doing? You're acting strange.\U-Uh, well, response:	I'm just wondering if the person whose name starts with Chi is here, too.
context: Come on, say hello.\Wh-Why's Ichinose-san here?\She got all better and was discharged, too,\so we decided to go on a trip together to celebrate.\Thank you so much for inviting me.\What are you doing? You're acting strange.\U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too. response:	Chi? None of our hospital buddies had a name like that.
context: Wh-Why's Ichinose-san here?\She got all better and was discharged, too,\so we decided to go on a trip together to celebrate.\Thank you so much for inviting me.\What are you doing? You're acting strange.\U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that. response:	O-Oh.
context: She got all better and was discharged, too,\so we decided to go on a trip together to celebrate.\Thank you so much for inviting me.\What are you doing? You're acting strange.\U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that.\O-Oh. response:	Haseo-tei
