context: Get your moccoletti! How'bout a moccoletto! response:	Act 1: At Journey's End, We Meet
context: Luna's public executions are the highlight of Carnival.\The festivities reach their peak as the blood of heinous criminals...\One cannot speak of experiencing Luna's Carnival without having seen this spectacle.\Is that not so, Monsieur Albert?\Y-Yes, sir. You're exactly right, Count!\In that case, I shall await you here in this room again tomorrow.\Pleasant dreams to both of you.\Hey! Albert! response:	Yeah?
context: The festivities reach their peak as the blood of heinous criminals...\One cannot speak of experiencing Luna's Carnival without having seen this spectacle.\Is that not so, Monsieur Albert?\Y-Yes, sir. You're exactly right, Count!\In that case, I shall await you here in this room again tomorrow.\Pleasant dreams to both of you.\Hey! Albert!\Yeah? response:	What's the matter? You don't look so good.
context: One cannot speak of experiencing Luna's Carnival without having seen this spectacle.\Is that not so, Monsieur Albert?\Y-Yes, sir. You're exactly right, Count!\In that case, I shall await you here in this room again tomorrow.\Pleasant dreams to both of you.\Hey! Albert!\Yeah?\What's the matter? You don't look so good. response:	It was cold. His hand was as cold as ice...
context: Is that not so, Monsieur Albert?\Y-Yes, sir. You're exactly right, Count!\In that case, I shall await you here in this room again tomorrow.\Pleasant dreams to both of you.\Hey! Albert!\Yeah?\What's the matter? You don't look so good.\It was cold. His hand was as cold as ice... response:	It was like a corpse's hand...
context: Y-Yes, sir. You're exactly right, Count!\In that case, I shall await you here in this room again tomorrow.\Pleasant dreams to both of you.\Hey! Albert!\Yeah?\What's the matter? You don't look so good.\It was cold. His hand was as cold as ice...\It was like a corpse's hand... response:	Who are today's condemned?
context: In that case, I shall await you here in this room again tomorrow.\Pleasant dreams to both of you.\Hey! Albert!\Yeah?\What's the matter? You don't look so good.\It was cold. His hand was as cold as ice...\It was like a corpse's hand...\Who are today's condemned? response:	One is a man who committed murder out of poverty.
context: Pleasant dreams to both of you.\Hey! Albert!\Yeah?\What's the matter? You don't look so good.\It was cold. His hand was as cold as ice...\It was like a corpse's hand...\Who are today's condemned?\One is a man who committed murder out of poverty. response:	One is a man who committed murder over a love affair.
context: Hey! Albert!\Yeah?\What's the matter? You don't look so good.\It was cold. His hand was as cold as ice...\It was like a corpse's hand...\Who are today's condemned?\One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair. response:	And the third is a man who slaughtered an entire family to steal their possessions.
context: Yeah?\What's the matter? You don't look so good.\It was cold. His hand was as cold as ice...\It was like a corpse's hand...\Who are today's condemned?\One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions. response:	All three are heinous criminals who are beyond forgiveness.
context: What's the matter? You don't look so good.\It was cold. His hand was as cold as ice...\It was like a corpse's hand...\Who are today's condemned?\One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness. response:	I did it to feed my family! I had to!
context: It was cold. His hand was as cold as ice...\It was like a corpse's hand...\Who are today's condemned?\One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to! response:	My beloved wife and child, please forgive me!
context: It was like a corpse's hand...\Who are today's condemned?\One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to!\My beloved wife and child, please forgive me! response:	Please, spare me...
context: Who are today's condemned?\One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to!\My beloved wife and child, please forgive me!\Please, spare me... response:	Stop that! Stop it at once!
context: One is a man who committed murder out of poverty.\One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to!\My beloved wife and child, please forgive me!\Please, spare me...\Stop that! Stop it at once! response:	My Lord Cardinal! I didn't murder anyone!
context: One is a man who committed murder over a love affair.\And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to!\My beloved wife and child, please forgive me!\Please, spare me...\Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone! response:	My rival framed me! I'm innocent!
context: And the third is a man who slaughtered an entire family to steal their possessions.\All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to!\My beloved wife and child, please forgive me!\Please, spare me...\Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent! response:	Please, undo these chains!
context: All three are heinous criminals who are beyond forgiveness.\I did it to feed my family! I had to!\My beloved wife and child, please forgive me!\Please, spare me...\Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent!\Please, undo these chains! response:	You have to believe me!
context: I did it to feed my family! I had to!\My beloved wife and child, please forgive me!\Please, spare me...\Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent!\Please, undo these chains!\You have to believe me! response:	I bet they're just saying anything that might earn them a reprieve.
context: My beloved wife and child, please forgive me!\Please, spare me...\Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent!\Please, undo these chains!\You have to believe me!\I bet they're just saying anything that might earn them a reprieve. response:	I didn't do it! I didn't do anything!
context: Please, spare me...\Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent!\Please, undo these chains!\You have to believe me!\I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything! response:	You moron! Shut your trap!
context: Stop that! Stop it at once!\My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent!\Please, undo these chains!\You have to believe me!\I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything!\You moron! Shut your trap! response:	I'm sick of you and your damn whining!
context: My Lord Cardinal! I didn't murder anyone!\My rival framed me! I'm innocent!\Please, undo these chains!\You have to believe me!\I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything!\You moron! Shut your trap!\I'm sick of you and your damn whining! response:	As for me, I killed ten people!
context: My rival framed me! I'm innocent!\Please, undo these chains!\You have to believe me!\I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything!\You moron! Shut your trap!\I'm sick of you and your damn whining!\As for me, I killed ten people! response:	Women and children, I killed'em all!
context: Please, undo these chains!\You have to believe me!\I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything!\You moron! Shut your trap!\I'm sick of you and your damn whining!\As for me, I killed ten people!\Women and children, I killed'em all! response:	How's that?! Live it up, you bastards!
context: You have to believe me!\I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything!\You moron! Shut your trap!\I'm sick of you and your damn whining!\As for me, I killed ten people!\Women and children, I killed'em all!\How's that?! Live it up, you bastards! response:	C'mon! I wanna see some more happy faces out there!
context: I bet they're just saying anything that might earn them a reprieve.\I didn't do it! I didn't do anything!\You moron! Shut your trap!\I'm sick of you and your damn whining!\As for me, I killed ten people!\Women and children, I killed'em all!\How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there! response:	Today's card is most entertaining.
context: I didn't do it! I didn't do anything!\You moron! Shut your trap!\I'm sick of you and your damn whining!\As for me, I killed ten people!\Women and children, I killed'em all!\How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining. response:	What say you?
context: You moron! Shut your trap!\I'm sick of you and your damn whining!\As for me, I killed ten people!\Women and children, I killed'em all!\How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining.\What say you? response:	Why don't we have a bit of sport with this?
context: I'm sick of you and your damn whining!\As for me, I killed ten people!\Women and children, I killed'em all!\How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining.\What say you?\Why don't we have a bit of sport with this? response:	A sideshow to the execution, as it were.
context: As for me, I killed ten people!\Women and children, I killed'em all!\How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining.\What say you?\Why don't we have a bit of sport with this?\A sideshow to the execution, as it were. response:	I have here a single letter.
context: Women and children, I killed'em all!\How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining.\What say you?\Why don't we have a bit of sport with this?\A sideshow to the execution, as it were.\I have here a single letter. response:	It is a letter of pardon that was given to me by the Cardinal.
context: How's that?! Live it up, you bastards!\C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining.\What say you?\Why don't we have a bit of sport with this?\A sideshow to the execution, as it were.\I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal. response:	How in the world did you get something like that?
context: C'mon! I wanna see some more happy faces out there!\Today's card is most entertaining.\What say you?\Why don't we have a bit of sport with this?\A sideshow to the execution, as it were.\I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that? response:	Unfortunately, I have but this one letter of pardon.
context: Today's card is most entertaining.\What say you?\Why don't we have a bit of sport with this?\A sideshow to the execution, as it were.\I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon. response:	To make the choice an impartial one,
context: What say you?\Why don't we have a bit of sport with this?\A sideshow to the execution, as it were.\I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one, response:	Now, please choose one of them.
context: Why don't we have a bit of sport with this?\A sideshow to the execution, as it were.\I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one,\Now, please choose one of them. response:	Come now, it's nothing more than a little game.
context: A sideshow to the execution, as it were.\I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one,\Now, please choose one of them.\Come now, it's nothing more than a little game. response:	Just a minute, Count!
context: I have here a single letter.\It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one,\Now, please choose one of them.\Come now, it's nothing more than a little game.\Just a minute, Count! response:	If that's the case, shouldn't we hear what they have to say first?!
context: It is a letter of pardon that was given to me by the Cardinal.\How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one,\Now, please choose one of them.\Come now, it's nothing more than a little game.\Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?! response:	My good Monsieur Franz, we are not judges.
context: How in the world did you get something like that?\Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one,\Now, please choose one of them.\Come now, it's nothing more than a little game.\Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges. response:	Regardless of what we do, they are going to die.
context: Unfortunately, I have but this one letter of pardon.\To make the choice an impartial one,\Now, please choose one of them.\Come now, it's nothing more than a little game.\Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die. response:	I merely suggest that we make use of that fact in order to enjoy ourselves.
context: To make the choice an impartial one,\Now, please choose one of them.\Come now, it's nothing more than a little game.\Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves. response:	At this moment, we have in our hands the power to offer the hand of salvation to them.
context: Now, please choose one of them.\Come now, it's nothing more than a little game.\Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them. response:	Why do you hesitate to make use of that power to do good?
context: Come now, it's nothing more than a little game.\Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good? response:	Yes, it almost feels as if one has become God, does it not?
context: Just a minute, Count!\If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not? response:	What are you thinking?!
context: If that's the case, shouldn't we hear what they have to say first?!\My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not?\What are you thinking?! response:	You're using people's lives as a game?! You're crazy!
context: My good Monsieur Franz, we are not judges.\Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not?\What are you thinking?!\You're using people's lives as a game?! You're crazy! response:	Come on, let's go. Albert!
context: Regardless of what we do, they are going to die.\I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not?\What are you thinking?!\You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert! response:	A game? Yes, it is a game.
context: I merely suggest that we make use of that fact in order to enjoy ourselves.\At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not?\What are you thinking?!\You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert!\A game? Yes, it is a game. response:	Our own lives are pieces that are toyed with as part of someone else's game.
context: At this moment, we have in our hands the power to offer the hand of salvation to them.\Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not?\What are you thinking?!\You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert!\A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game. response:	Has it ever seemed that way to you?
context: Why do you hesitate to make use of that power to do good?\Yes, it almost feels as if one has become God, does it not?\What are you thinking?!\You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert!\A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you? response:	I wouldn't know.
context: Yes, it almost feels as if one has become God, does it not?\What are you thinking?!\You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert!\A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you?\I wouldn't know. response:	Let's go! Come on!
context: What are you thinking?!\You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert!\A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you?\I wouldn't know.\Let's go! Come on! response:	I was of the opinion that you and I would be friends, Monsieur Albert.
context: You're using people's lives as a game?! You're crazy!\Come on, let's go. Albert!\A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you?\I wouldn't know.\Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert. response:	This is most disappointing.
context: Come on, let's go. Albert!\A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you?\I wouldn't know.\Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing. response:	You set out on your journey in order to find something.
context: A game? Yes, it is a game.\Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you?\I wouldn't know.\Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing.\You set out on your journey in order to find something. response:	To find and grab hold of a new you. Through the exertion of your own will.
context: Our own lives are pieces that are toyed with as part of someone else's game.\Has it ever seemed that way to you?\I wouldn't know.\Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing.\You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will. response:	Come on, Albert, let's go!
context: Has it ever seemed that way to you?\I wouldn't know.\Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing.\You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go! response:	Albert!
context: I wouldn't know.\Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing.\You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go!\Albert! response:	I'll... I'll do it!
context: Let's go! Come on!\I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing.\You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go!\Albert!\I'll... I'll do it! response:	Don't do it! You'll be sorry you did!
context: I was of the opinion that you and I would be friends, Monsieur Albert.\This is most disappointing.\You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go!\Albert!\I'll... I'll do it!\Don't do it! You'll be sorry you did! response:	It's just a game. Isn't it, Count?
context: This is most disappointing.\You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go!\Albert!\I'll... I'll do it!\Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count? response:	No! No!
context: You set out on your journey in order to find something.\To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go!\Albert!\I'll... I'll do it!\Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count?\No! No! response:	Albert...
context: To find and grab hold of a new you. Through the exertion of your own will.\Come on, Albert, let's go!\Albert!\I'll... I'll do it!\Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count?\No! No!\Albert... response:	No!
context: Come on, Albert, let's go!\Albert!\I'll... I'll do it!\Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count?\No! No!\Albert...\No! response:	Albert!
context: Albert!\I'll... I'll do it!\Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count?\No! No!\Albert...\No!\Albert! response:	A pardon has been issued by the Cardinal!
context: I'll... I'll do it!\Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count?\No! No!\Albert...\No!\Albert!\A pardon has been issued by the Cardinal! response:	The condemned man who is to be pardoned is...
context: Don't do it! You'll be sorry you did!\It's just a game. Isn't it, Count?\No! No!\Albert...\No!\Albert!\A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is... response:	How do ya like that?!
context: It's just a game. Isn't it, Count?\No! No!\Albert...\No!\Albert!\A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is...\How do ya like that?! response:	Thank you! Thanks oh so much!
context: No! No!\Albert...\No!\Albert!\A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is...\How do ya like that?!\Thank you! Thanks oh so much! response:	Long live His Excellency the Cardinal!
context: Albert...\No!\Albert!\A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is...\How do ya like that?!\Thank you! Thanks oh so much!\Long live His Excellency the Cardinal! response:	Monsieur Albert, you have done a good deed.
context: No!\Albert!\A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is...\How do ya like that?!\Thank you! Thanks oh so much!\Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed. response:	Truly a good deed.
context: Albert!\A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is...\How do ya like that?!\Thank you! Thanks oh so much!\Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed.\Truly a good deed. response:	Now, the show is beginning.
context: A pardon has been issued by the Cardinal!\The condemned man who is to be pardoned is...\How do ya like that?!\Thank you! Thanks oh so much!\Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed.\Truly a good deed.\Now, the show is beginning. response:	Kill him! Kill him!
context: The condemned man who is to be pardoned is...\How do ya like that?!\Thank you! Thanks oh so much!\Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed.\Truly a good deed.\Now, the show is beginning.\Kill him! Kill him! response:	Kill him! Kill him!
context: How do ya like that?!\Thank you! Thanks oh so much!\Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed.\Truly a good deed.\Now, the show is beginning.\Kill him! Kill him!\Kill him! Kill him! response:	You mustn't look away, Monsieur Albert.
context: Thank you! Thanks oh so much!\Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed.\Truly a good deed.\Now, the show is beginning.\Kill him! Kill him!\Kill him! Kill him!\You mustn't look away, Monsieur Albert. response:	Not for an instant.
context: Long live His Excellency the Cardinal!\Monsieur Albert, you have done a good deed.\Truly a good deed.\Now, the show is beginning.\Kill him! Kill him!\Kill him! Kill him!\You mustn't look away, Monsieur Albert.\Not for an instant. response:	Kill! Kill! Kill!
context: Monsieur Albert, you have done a good deed.\Truly a good deed.\Now, the show is beginning.\Kill him! Kill him!\Kill him! Kill him!\You mustn't look away, Monsieur Albert.\Not for an instant.\Kill! Kill! Kill! response:	Don't hold back, Baptistin.
context: Truly a good deed.\Now, the show is beginning.\Kill him! Kill him!\Kill him! Kill him!\You mustn't look away, Monsieur Albert.\Not for an instant.\Kill! Kill! Kill!\Don't hold back, Baptistin. response:	Please forgive me.
context: Now, the show is beginning.\Kill him! Kill him!\Kill him! Kill him!\You mustn't look away, Monsieur Albert.\Not for an instant.\Kill! Kill! Kill!\Don't hold back, Baptistin.\Please forgive me. response:	My vengeance...
context: Kill him! Kill him!\Kill him! Kill him!\You mustn't look away, Monsieur Albert.\Not for an instant.\Kill! Kill! Kill!\Don't hold back, Baptistin.\Please forgive me.\My vengeance... response:	Hey, let's go to a cafe or something to clear our heads.
context: Kill him! Kill him!\You mustn't look away, Monsieur Albert.\Not for an instant.\Kill! Kill! Kill!\Don't hold back, Baptistin.\Please forgive me.\My vengeance...\Hey, let's go to a cafe or something to clear our heads. response:	Or how about hitting the red-light district?
context: You mustn't look away, Monsieur Albert.\Not for an instant.\Kill! Kill! Kill!\Don't hold back, Baptistin.\Please forgive me.\My vengeance...\Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district? response:	Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?
context: Not for an instant.\Kill! Kill! Kill!\Don't hold back, Baptistin.\Please forgive me.\My vengeance...\Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you? response:	I guess there's always the casino...
context: Kill! Kill! Kill!\Don't hold back, Baptistin.\Please forgive me.\My vengeance...\Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino... response:	Please, don't talk to me about gambling!
context: Don't hold back, Baptistin.\Please forgive me.\My vengeance...\Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino...\Please, don't talk to me about gambling! response:	What's gotten into you?
context: Please forgive me.\My vengeance...\Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino...\Please, don't talk to me about gambling!\What's gotten into you? response:	You were the one who was dying to see it in the first place.
context: My vengeance...\Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino...\Please, don't talk to me about gambling!\What's gotten into you?\You were the one who was dying to see it in the first place. response:	And then you let the Count talk you into...
context: Hey, let's go to a cafe or something to clear our heads.\Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino...\Please, don't talk to me about gambling!\What's gotten into you?\You were the one who was dying to see it in the first place.\And then you let the Count talk you into... response:	I know that!
context: Or how about hitting the red-light district?\Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino...\Please, don't talk to me about gambling!\What's gotten into you?\You were the one who was dying to see it in the first place.\And then you let the Count talk you into...\I know that! response:	I know that! I know all that!
context: Oh, right. I forgot. Sorry about that. You hate that sort of thing, don't you?\I guess there's always the casino...\Please, don't talk to me about gambling!\What's gotten into you?\You were the one who was dying to see it in the first place.\And then you let the Count talk you into...\I know that!\I know that! I know all that! response:	I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?
context: I guess there's always the casino...\Please, don't talk to me about gambling!\What's gotten into you?\You were the one who was dying to see it in the first place.\And then you let the Count talk you into...\I know that!\I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right? response:	You're always fussing over me!
context: Please, don't talk to me about gambling!\What's gotten into you?\You were the one who was dying to see it in the first place.\And then you let the Count talk you into...\I know that!\I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me! response:	Are you my girlfriend? Are you my mother?!
context: What's gotten into you?\You were the one who was dying to see it in the first place.\And then you let the Count talk you into...\I know that!\I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me!\Are you my girlfriend? Are you my mother?! response:	Are you?
context: You were the one who was dying to see it in the first place.\And then you let the Count talk you into...\I know that!\I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me!\Are you my girlfriend? Are you my mother?!\Are you? response:	I'm going back to the hotel to get ready for the ball.
context: And then you let the Count talk you into...\I know that!\I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me!\Are you my girlfriend? Are you my mother?!\Are you?\I'm going back to the hotel to get ready for the ball. response:	What about you?
context: I know that!\I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me!\Are you my girlfriend? Are you my mother?!\Are you?\I'm going back to the hotel to get ready for the ball.\What about you? response:	You alone?
context: I know that! I know all that!\I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me!\Are you my girlfriend? Are you my mother?!\Are you?\I'm going back to the hotel to get ready for the ball.\What about you?\You alone? response:	Tonight is the last night of Carnival. You shouldn't be alone on a night like this.
context: I brought this on my own head, and that's why I'm angry! I'm angry at myself! Right?\You're always fussing over me!\Are you my girlfriend? Are you my mother?!\Are you?\I'm going back to the hotel to get ready for the ball.\What about you?\You alone?\Tonight is the last night of Carnival. You shouldn't be alone on a night like this. response:	I want to be alone. Today was the worst day of my life.
context: You're always fussing over me!\Are you my girlfriend? Are you my mother?!\Are you?\I'm going back to the hotel to get ready for the ball.\What about you?\You alone?\Tonight is the last night of Carnival. You shouldn't be alone on a night like this.\I want to be alone. Today was the worst day of my life. response:	Albert...
context: Are you my girlfriend? Are you my mother?!\Are you?\I'm going back to the hotel to get ready for the ball.\What about you?\You alone?\Tonight is the last night of Carnival. You shouldn't be alone on a night like this.\I want to be alone. Today was the worst day of my life.\Albert... response:	Hey, don't be in such a rush...
context: Are you?\I'm going back to the hotel to get ready for the ball.\What about you?\You alone?\Tonight is the last night of Carnival. You shouldn't be alone on a night like this.\I want to be alone. Today was the worst day of my life.\Albert...\Hey, don't be in such a rush... response:	Are you going to come?
context: I'm going back to the hotel to get ready for the ball.\What about you?\You alone?\Tonight is the last night of Carnival. You shouldn't be alone on a night like this.\I want to be alone. Today was the worst day of my life.\Albert...\Hey, don't be in such a rush...\Are you going to come? response:	A passing fling on Luna. It was a trap set by bandits.
