context: How does Chimera look? response:	She is eating, but I still think she's under the weather.
context: Rikka?\Yes? What?\Nothing, just seeing if you were here.\You didn't have to come along, Togashi.\How come?\Because we have girl talk to do.\Isn't that right, Takanashi?\Yes. response:	So, this is the famous Faerie Spring?
context: Yes? What?\Nothing, just seeing if you were here.\You didn't have to come along, Togashi.\How come?\Because we have girl talk to do.\Isn't that right, Takanashi?\Yes.\So, this is the famous Faerie Spring? response:	Any type of spirit may live here. Caution.
context: Nothing, just seeing if you were here.\You didn't have to come along, Togashi.\How come?\Because we have girl talk to do.\Isn't that right, Takanashi?\Yes.\So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution. response:	I got it, Wicked Lord Shingan!
context: You didn't have to come along, Togashi.\How come?\Because we have girl talk to do.\Isn't that right, Takanashi?\Yes.\So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan! response:	I hope you're not planning to butt in where you're not wanted again.
context: How come?\Because we have girl talk to do.\Isn't that right, Takanashi?\Yes.\So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again. response:	Did you hear anything?
context: Because we have girl talk to do.\Isn't that right, Takanashi?\Yes.\So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again.\Did you hear anything? response:	Maybe! C'mon, Takanashi. Let's go.
context: Isn't that right, Takanashi?\Yes.\So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again.\Did you hear anything?\Maybe! C'mon, Takanashi. Let's go. response:	Yes.
context: Yes.\So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again.\Did you hear anything?\Maybe! C'mon, Takanashi. Let's go.\Yes. response:	So, why are you here?
context: So, this is the famous Faerie Spring?\Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again.\Did you hear anything?\Maybe! C'mon, Takanashi. Let's go.\Yes.\So, why are you here? response:	Huh?
context: Any type of spirit may live here. Caution.\I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again.\Did you hear anything?\Maybe! C'mon, Takanashi. Let's go.\Yes.\So, why are you here?\Huh? response:	Was there any particular reason we needed to come to a bath house?
context: I got it, Wicked Lord Shingan!\I hope you're not planning to butt in where you're not wanted again.\Did you hear anything?\Maybe! C'mon, Takanashi. Let's go.\Yes.\So, why are you here?\Huh?\Was there any particular reason we needed to come to a bath house? response:	It does the job.
context: I hope you're not planning to butt in where you're not wanted again.\Did you hear anything?\Maybe! C'mon, Takanashi. Let's go.\Yes.\So, why are you here?\Huh?\Was there any particular reason we needed to come to a bath house?\It does the job. response:	This way, Togashi can't interfere and Takanashi can't run away.
context: Did you hear anything?\Maybe! C'mon, Takanashi. Let's go.\Yes.\So, why are you here?\Huh?\Was there any particular reason we needed to come to a bath house?\It does the job.\This way, Togashi can't interfere and Takanashi can't run away. response:	Plus there are no weapons to attack with.
context: Maybe! C'mon, Takanashi. Let's go.\Yes.\So, why are you here?\Huh?\Was there any particular reason we needed to come to a bath house?\It does the job.\This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with. response:	Eat this!
context: Yes.\So, why are you here?\Huh?\Was there any particular reason we needed to come to a bath house?\It does the job.\This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with.\Eat this! response:	Although I didn't factor in that this idiot might come along.
context: So, why are you here?\Huh?\Was there any particular reason we needed to come to a bath house?\It does the job.\This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with.\Eat this!\Although I didn't factor in that this idiot might come along. response:	It serves you right.
context: Huh?\Was there any particular reason we needed to come to a bath house?\It does the job.\This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with.\Eat this!\Although I didn't factor in that this idiot might come along.\It serves you right. response:	Deko, come over here. They have funny baths!
context: Was there any particular reason we needed to come to a bath house?\It does the job.\This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with.\Eat this!\Although I didn't factor in that this idiot might come along.\It serves you right.\Deko, come over here. They have funny baths! response:	What? What is it?
context: It does the job.\This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with.\Eat this!\Although I didn't factor in that this idiot might come along.\It serves you right.\Deko, come over here. They have funny baths!\What? What is it? response:	Ooh, it's a sonic training area!
context: This way, Togashi can't interfere and Takanashi can't run away.\Plus there are no weapons to attack with.\Eat this!\Although I didn't factor in that this idiot might come along.\It serves you right.\Deko, come over here. They have funny baths!\What? What is it?\Ooh, it's a sonic training area! response:	Master, you must come!
context: Plus there are no weapons to attack with.\Eat this!\Although I didn't factor in that this idiot might come along.\It serves you right.\Deko, come over here. They have funny baths!\What? What is it?\Ooh, it's a sonic training area!\Master, you must come! response:	When my meditation is done.
context: Eat this!\Although I didn't factor in that this idiot might come along.\It serves you right.\Deko, come over here. They have funny baths!\What? What is it?\Ooh, it's a sonic training area!\Master, you must come!\When my meditation is done. response:	Honestly.
context: Although I didn't factor in that this idiot might come along.\It serves you right.\Deko, come over here. They have funny baths!\What? What is it?\Ooh, it's a sonic training area!\Master, you must come!\When my meditation is done.\Honestly. response:	But this works. Now's my chance.
context: It serves you right.\Deko, come over here. They have funny baths!\What? What is it?\Ooh, it's a sonic training area!\Master, you must come!\When my meditation is done.\Honestly.\But this works. Now's my chance. response:	MIKAN Soak away the daily fatigue in our four seasons bath.
context: Deko, come over here. They have funny baths!\What? What is it?\Ooh, it's a sonic training area!\Master, you must come!\When my meditation is done.\Honestly.\But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath. response:	Takanashi, what are you doing?
context: What? What is it?\Ooh, it's a sonic training area!\Master, you must come!\When my meditation is done.\Honestly.\But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing? response:	I am in deep concentration to prepare for the inevitable.
context: Ooh, it's a sonic training area!\Master, you must come!\When my meditation is done.\Honestly.\But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable. response:	The inevitable?
context: Master, you must come!\When my meditation is done.\Honestly.\But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable.\The inevitable? response:	That I cannot say.
context: When my meditation is done.\Honestly.\But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable.\The inevitable?\That I cannot say. response:	Do you mean...
context: Honestly.\But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable.\The inevitable?\That I cannot say.\Do you mean... response:	The Superior Contract?
context: But this works. Now's my chance.\MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable.\The inevitable?\That I cannot say.\Do you mean...\The Superior Contract? response:	You're so obvious!
context: MIKAN Soak away the daily fatigue in our four seasons bath.\Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable.\The inevitable?\That I cannot say.\Do you mean...\The Superior Contract?\You're so obvious! response:	Nibutani, are you reading my thoughts?!
context: Takanashi, what are you doing?\I am in deep concentration to prepare for the inevitable.\The inevitable?\That I cannot say.\Do you mean...\The Superior Contract?\You're so obvious!\Nibutani, are you reading my thoughts?! response:	It's a Morisummer miracle!
context: I am in deep concentration to prepare for the inevitable.\The inevitable?\That I cannot say.\Do you mean...\The Superior Contract?\You're so obvious!\Nibutani, are you reading my thoughts?!\It's a Morisummer miracle! response:	Don't call me that!
context: The inevitable?\That I cannot say.\Do you mean...\The Superior Contract?\You're so obvious!\Nibutani, are you reading my thoughts?!\It's a Morisummer miracle!\Don't call me that! response:	Danger! Break away!
context: That I cannot say.\Do you mean...\The Superior Contract?\You're so obvious!\Nibutani, are you reading my thoughts?!\It's a Morisummer miracle!\Don't call me that!\Danger! Break away! response:	I'm surprised.
context: Do you mean...\The Superior Contract?\You're so obvious!\Nibutani, are you reading my thoughts?!\It's a Morisummer miracle!\Don't call me that!\Danger! Break away!\I'm surprised. response:	Ooh, dynamite!
context: The Superior Contract?\You're so obvious!\Nibutani, are you reading my thoughts?!\It's a Morisummer miracle!\Don't call me that!\Danger! Break away!\I'm surprised.\Ooh, dynamite! response:	I will join this battle!
context: You're so obvious!\Nibutani, are you reading my thoughts?!\It's a Morisummer miracle!\Don't call me that!\Danger! Break away!\I'm surprised.\Ooh, dynamite!\I will join this battle! response:	Itty bitty.
context: Nibutani, are you reading my thoughts?!\It's a Morisummer miracle!\Don't call me that!\Danger! Break away!\I'm surprised.\Ooh, dynamite!\I will join this battle!\Itty bitty. response:	Uh... Pretty!
context: It's a Morisummer miracle!\Don't call me that!\Danger! Break away!\I'm surprised.\Ooh, dynamite!\I will join this battle!\Itty bitty.\Uh... Pretty! response:	You shut up!
context: Don't call me that!\Danger! Break away!\I'm surprised.\Ooh, dynamite!\I will join this battle!\Itty bitty.\Uh... Pretty!\You shut up! response:	Want some, Mjolnir Hammer?
context: Danger! Break away!\I'm surprised.\Ooh, dynamite!\I will join this battle!\Itty bitty.\Uh... Pretty!\You shut up!\Want some, Mjolnir Hammer? response:	You want to kill me?!
context: I'm surprised.\Ooh, dynamite!\I will join this battle!\Itty bitty.\Uh... Pretty!\You shut up!\Want some, Mjolnir Hammer?\You want to kill me?! response:	He said that?
context: Ooh, dynamite!\I will join this battle!\Itty bitty.\Uh... Pretty!\You shut up!\Want some, Mjolnir Hammer?\You want to kill me?!\He said that? response:	Yes. When the Dark Flame Dragon was brought back to life,
context: I will join this battle!\Itty bitty.\Uh... Pretty!\You shut up!\Want some, Mjolnir Hammer?\You want to kill me?!\He said that?\Yes. When the Dark Flame Dragon was brought back to life, response:	my part of the Contract became more solidified.
context: Itty bitty.\Uh... Pretty!\You shut up!\Want some, Mjolnir Hammer?\You want to kill me?!\He said that?\Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified. response:	Yet nothing has changed.
context: Uh... Pretty!\You shut up!\Want some, Mjolnir Hammer?\You want to kill me?!\He said that?\Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified.\Yet nothing has changed. response:	Stay!
context: You shut up!\Want some, Mjolnir Hammer?\You want to kill me?!\He said that?\Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified.\Yet nothing has changed.\Stay! response:	He restricts my activities.
context: Want some, Mjolnir Hammer?\You want to kill me?!\He said that?\Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified.\Yet nothing has changed.\Stay!\He restricts my activities. response:	Solve this correctly, and you can have this.
context: You want to kill me?!\He said that?\Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified.\Yet nothing has changed.\Stay!\He restricts my activities.\Solve this correctly, and you can have this. response:	And he believes that I will obey if he rewards me with something black.
context: He said that?\Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified.\Yet nothing has changed.\Stay!\He restricts my activities.\Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black. response:	Wake up!
context: Yes. When the Dark Flame Dragon was brought back to life,\my part of the Contract became more solidified.\Yet nothing has changed.\Stay!\He restricts my activities.\Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black.\Wake up! response:	And he is heavy-handed with me in spite of my contractual status.
context: my part of the Contract became more solidified.\Yet nothing has changed.\Stay!\He restricts my activities.\Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black.\Wake up!\And he is heavy-handed with me in spite of my contractual status. response:	He probably thinks that saying dark will please me!
context: Yet nothing has changed.\Stay!\He restricts my activities.\Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black.\Wake up!\And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me! response:	Ooh, Master has gone wild!
context: Stay!\He restricts my activities.\Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black.\Wake up!\And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me!\Ooh, Master has gone wild! response:	That's why you want to enter a Superior Contract?
context: He restricts my activities.\Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black.\Wake up!\And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me!\Ooh, Master has gone wild!\That's why you want to enter a Superior Contract? response:	Yes. Otherwise it will never change.
context: Solve this correctly, and you can have this.\And he believes that I will obey if he rewards me with something black.\Wake up!\And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me!\Ooh, Master has gone wild!\That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change. response:	Now the Dark Flame Dragon has been revived,
context: And he believes that I will obey if he rewards me with something black.\Wake up!\And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me!\Ooh, Master has gone wild!\That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived, response:	the Contract must be revised accordingly.
context: Wake up!\And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me!\Ooh, Master has gone wild!\That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly. response:	But...
context: And he is heavy-handed with me in spite of my contractual status.\He probably thinks that saying dark will please me!\Ooh, Master has gone wild!\That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly.\But... response:	The more I think about it, the more I feel I might dissolve away.
context: He probably thinks that saying dark will please me!\Ooh, Master has gone wild!\That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly.\But...\The more I think about it, the more I feel I might dissolve away. response:	That is why I have a favor to ask.
context: Ooh, Master has gone wild!\That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly.\But...\The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask. response:	A favor?
context: That's why you want to enter a Superior Contract?\Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly.\But...\The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask.\A favor? response:	I want you to watch me to make sure I don't run.
context: Yes. Otherwise it will never change.\Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly.\But...\The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask.\A favor?\I want you to watch me to make sure I don't run. response:	Rikka.
context: Now the Dark Flame Dragon has been revived,\the Contract must be revised accordingly.\But...\The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask.\A favor?\I want you to watch me to make sure I don't run.\Rikka. response:	Master.
context: the Contract must be revised accordingly.\But...\The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask.\A favor?\I want you to watch me to make sure I don't run.\Rikka.\Master. response:	Understood, Wicked Lord Shingan.
context: But...\The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask.\A favor?\I want you to watch me to make sure I don't run.\Rikka.\Master.\Understood, Wicked Lord Shingan. response:	Stop that.
context: The more I think about it, the more I feel I might dissolve away.\That is why I have a favor to ask.\A favor?\I want you to watch me to make sure I don't run.\Rikka.\Master.\Understood, Wicked Lord Shingan.\Stop that. response:	Someone is in love with you?!
context: That is why I have a favor to ask.\A favor?\I want you to watch me to make sure I don't run.\Rikka.\Master.\Understood, Wicked Lord Shingan.\Stop that.\Someone is in love with you?! response:	Yeah. Remember how I had a lifeguard job at the pool?
context: A favor?\I want you to watch me to make sure I don't run.\Rikka.\Master.\Understood, Wicked Lord Shingan.\Stop that.\Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool? response:	That's when it happened. It's someone named Chihiro.
context: I want you to watch me to make sure I don't run.\Rikka.\Master.\Understood, Wicked Lord Shingan.\Stop that.\Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro. response:	That's great!
context: Rikka.\Master.\Understood, Wicked Lord Shingan.\Stop that.\Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro.\That's great! response:	So your time has come!
context: Master.\Understood, Wicked Lord Shingan.\Stop that.\Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro.\That's great!\So your time has come! response:	You're wrong! I'm not bragging about it.
context: Understood, Wicked Lord Shingan.\Stop that.\Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro.\That's great!\So your time has come!\You're wrong! I'm not bragging about it. response:	I'm devoted to Kumin-senpai all the way!
context: Stop that.\Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro.\That's great!\So your time has come!\You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way! response:	That's why I worked all through summer vacation.
context: Someone is in love with you?!\Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro.\That's great!\So your time has come!\You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation. response:	So I could buy her a present. But for what?!
context: Yeah. Remember how I had a lifeguard job at the pool?\That's when it happened. It's someone named Chihiro.\That's great!\So your time has come!\You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation.\So I could buy her a present. But for what?! response:	Makoto?
context: That's when it happened. It's someone named Chihiro.\That's great!\So your time has come!\You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation.\So I could buy her a present. But for what?!\Makoto? response:	Chihiro...
context: That's great!\So your time has come!\You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation.\So I could buy her a present. But for what?!\Makoto?\Chihiro... response:	Chihiro?
context: So your time has come!\You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation.\So I could buy her a present. But for what?!\Makoto?\Chihiro...\Chihiro? response:	WHAT?!
context: You're wrong! I'm not bragging about it.\I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation.\So I could buy her a present. But for what?!\Makoto?\Chihiro...\Chihiro?\WHAT?! response:	Makoto, I've missed you.
context: I'm devoted to Kumin-senpai all the way!\That's why I worked all through summer vacation.\So I could buy her a present. But for what?!\Makoto?\Chihiro...\Chihiro?\WHAT?!\Makoto, I've missed you. response:	You mean, Chihiro is a...?
context: That's why I worked all through summer vacation.\So I could buy her a present. But for what?!\Makoto?\Chihiro...\Chihiro?\WHAT?!\Makoto, I've missed you.\You mean, Chihiro is a...? response:	Chihiro.
context: So I could buy her a present. But for what?!\Makoto?\Chihiro...\Chihiro?\WHAT?!\Makoto, I've missed you.\You mean, Chihiro is a...?\Chihiro. response:	Chihiro?!
context: Makoto?\Chihiro...\Chihiro?\WHAT?!\Makoto, I've missed you.\You mean, Chihiro is a...?\Chihiro.\Chihiro?! response:	Makoto, we must be joined by the Red Thread of Fate
context: Chihiro...\Chihiro?\WHAT?!\Makoto, I've missed you.\You mean, Chihiro is a...?\Chihiro.\Chihiro?!\Makoto, we must be joined by the Red Thread of Fate response:	to run into each other in a place like this.
context: Chihiro?\WHAT?!\Makoto, I've missed you.\You mean, Chihiro is a...?\Chihiro.\Chihiro?!\Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this. response:	Ah, just stop. I am... I am...
context: WHAT?!\Makoto, I've missed you.\You mean, Chihiro is a...?\Chihiro.\Chihiro?!\Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this.\Ah, just stop. I am... I am... response:	Isshiki!
context: Makoto, I've missed you.\You mean, Chihiro is a...?\Chihiro.\Chihiro?!\Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this.\Ah, just stop. I am... I am...\Isshiki! response:	MEN
context: You mean, Chihiro is a...?\Chihiro.\Chihiro?!\Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this.\Ah, just stop. I am... I am...\Isshiki!\MEN response:	Isshiki, I wish you happiness.
context: Chihiro.\Chihiro?!\Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this.\Ah, just stop. I am... I am...\Isshiki!\MEN\Isshiki, I wish you happiness. response:	You didn't find out anything?
context: Chihiro?!\Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this.\Ah, just stop. I am... I am...\Isshiki!\MEN\Isshiki, I wish you happiness.\You didn't find out anything? response:	That's right. This one time, Takanashi was very tight lipped.
context: Makoto, we must be joined by the Red Thread of Fate\to run into each other in a place like this.\Ah, just stop. I am... I am...\Isshiki!\MEN\Isshiki, I wish you happiness.\You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped. response:	She said she'd tell you herself.
context: to run into each other in a place like this.\Ah, just stop. I am... I am...\Isshiki!\MEN\Isshiki, I wish you happiness.\You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself. response:	Herself?
context: Ah, just stop. I am... I am...\Isshiki!\MEN\Isshiki, I wish you happiness.\You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself.\Herself? response:	Yeah. She wants you to come here after school.
context: Isshiki!\MEN\Isshiki, I wish you happiness.\You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself.\Herself?\Yeah. She wants you to come here after school. response:	BASE COME HERE
context: MEN\Isshiki, I wish you happiness.\You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself.\Herself?\Yeah. She wants you to come here after school.\BASE COME HERE response:	Be sure to go. She looked serious.
context: Isshiki, I wish you happiness.\You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself.\Herself?\Yeah. She wants you to come here after school.\BASE COME HERE\Be sure to go. She looked serious. response:	Sure.
context: You didn't find out anything?\That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself.\Herself?\Yeah. She wants you to come here after school.\BASE COME HERE\Be sure to go. She looked serious.\Sure. response:	Bye.
context: That's right. This one time, Takanashi was very tight lipped.\She said she'd tell you herself.\Herself?\Yeah. She wants you to come here after school.\BASE COME HERE\Be sure to go. She looked serious.\Sure.\Bye. response:	Rikka.
context: She said she'd tell you herself.\Herself?\Yeah. She wants you to come here after school.\BASE COME HERE\Be sure to go. She looked serious.\Sure.\Bye.\Rikka. response:	How'd it go?
context: Herself?\Yeah. She wants you to come here after school.\BASE COME HERE\Be sure to go. She looked serious.\Sure.\Bye.\Rikka.\How'd it go? response:	That was nothing for me. It was almost too easy.
context: Yeah. She wants you to come here after school.\BASE COME HERE\Be sure to go. She looked serious.\Sure.\Bye.\Rikka.\How'd it go?\That was nothing for me. It was almost too easy. response:	What?
context: BASE COME HERE\Be sure to go. She looked serious.\Sure.\Bye.\Rikka.\How'd it go?\That was nothing for me. It was almost too easy.\What? response:	Nothing. I was just thinking how much you really love us, Morisummer.
context: Be sure to go. She looked serious.\Sure.\Bye.\Rikka.\How'd it go?\That was nothing for me. It was almost too easy.\What?\Nothing. I was just thinking how much you really love us, Morisummer. response:	Don't call me that.
context: Sure.\Bye.\Rikka.\How'd it go?\That was nothing for me. It was almost too easy.\What?\Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that. response:	You're supposed to respect me.
context: Bye.\Rikka.\How'd it go?\That was nothing for me. It was almost too easy.\What?\Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that.\You're supposed to respect me. response:	Master, that's crooked.
context: Rikka.\How'd it go?\That was nothing for me. It was almost too easy.\What?\Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that.\You're supposed to respect me.\Master, that's crooked. response:	Mjolnir Hammer, it's almost time. We have to hide.
context: How'd it go?\That was nothing for me. It was almost too easy.\What?\Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that.\You're supposed to respect me.\Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide. response:	I know that!
context: That was nothing for me. It was almost too easy.\What?\Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that.\You're supposed to respect me.\Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide.\I know that! response:	It is time, Master. Godspeed!
context: What?\Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that.\You're supposed to respect me.\Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide.\I know that!\It is time, Master. Godspeed! response:	Wait! I can't go through with it!
context: Nothing. I was just thinking how much you really love us, Morisummer.\Don't call me that.\You're supposed to respect me.\Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide.\I know that!\It is time, Master. Godspeed!\Wait! I can't go through with it! response:	Master.
context: Don't call me that.\You're supposed to respect me.\Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide.\I know that!\It is time, Master. Godspeed!\Wait! I can't go through with it!\Master. response:	Y-you traitors!
context: You're supposed to respect me.\Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide.\I know that!\It is time, Master. Godspeed!\Wait! I can't go through with it!\Master.\Y-you traitors! response:	Wicked Lord Shingan, you asked us to make sure you didn't run.
context: Master, that's crooked.\Mjolnir Hammer, it's almost time. We have to hide.\I know that!\It is time, Master. Godspeed!\Wait! I can't go through with it!\Master.\Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run. response:	I changed my mind!
context: Mjolnir Hammer, it's almost time. We have to hide.\I know that!\It is time, Master. Godspeed!\Wait! I can't go through with it!\Master.\Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind! response:	There are many other higher contract categories
context: I know that!\It is time, Master. Godspeed!\Wait! I can't go through with it!\Master.\Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind!\There are many other higher contract categories response:	in Wicked Lord Shingan's selection of Lover's Contracts!
context: It is time, Master. Godspeed!\Wait! I can't go through with it!\Master.\Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind!\There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts! response:	There is a diverse variety...
context: Wait! I can't go through with it!\Master.\Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind!\There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety... response:	Wicked Lord Shingan is all-powerful!
context: Master.\Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind!\There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety...\Wicked Lord Shingan is all-powerful! response:	You can't run away now.
context: Y-you traitors!\Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind!\There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety...\Wicked Lord Shingan is all-powerful!\You can't run away now. response:	That's what you've always done, right?
context: Wicked Lord Shingan, you asked us to make sure you didn't run.\I changed my mind!\There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety...\Wicked Lord Shingan is all-powerful!\You can't run away now.\That's what you've always done, right? response:	You conquered your fear...
context: I changed my mind!\There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety...\Wicked Lord Shingan is all-powerful!\You can't run away now.\That's what you've always done, right?\You conquered your fear... response:	Met Hero...
