context: Watanuki... response:	If you push too hard, you'll hurt yourself.
context: Let's go, Rascal.\My name's not Rascal!\Fox spirit...\Does he mean Miketsukami?\And what match?\Good morning, Miss Ririchiyo.\Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and... response:	Hey, you.
context: My name's not Rascal!\Fox spirit...\Does he mean Miketsukami?\And what match?\Good morning, Miss Ririchiyo.\Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and...\Hey, you. response:	Now isn't the time for that, is it?
context: Fox spirit...\Does he mean Miketsukami?\And what match?\Good morning, Miss Ririchiyo.\Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and...\Hey, you.\Now isn't the time for that, is it? response:	So what's this match about?
context: Does he mean Miketsukami?\And what match?\Good morning, Miss Ririchiyo.\Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and...\Hey, you.\Now isn't the time for that, is it?\So what's this match about? response:	What are you talking about?
context: And what match?\Good morning, Miss Ririchiyo.\Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and...\Hey, you.\Now isn't the time for that, is it?\So what's this match about?\What are you talking about? response:	Sou, baby!
context: Good morning, Miss Ririchiyo.\Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and...\Hey, you.\Now isn't the time for that, is it?\So what's this match about?\What are you talking about?\Sou, baby! response:	Sou...
context: Are Sundays not lovely?\To think that I can behold your supreme beauty all day, and...\Hey, you.\Now isn't the time for that, is it?\So what's this match about?\What are you talking about?\Sou, baby!\Sou... response:	Wow, I never thought I'd be working with you!
context: To think that I can behold your supreme beauty all day, and...\Hey, you.\Now isn't the time for that, is it?\So what's this match about?\What are you talking about?\Sou, baby!\Sou...\Wow, I never thought I'd be working with you! response:	Hi, Chiyo...
context: Hey, you.\Now isn't the time for that, is it?\So what's this match about?\What are you talking about?\Sou, baby!\Sou...\Wow, I never thought I'd be working with you!\Hi, Chiyo... response:	I saw you just last night.
context: Now isn't the time for that, is it?\So what's this match about?\What are you talking about?\Sou, baby!\Sou...\Wow, I never thought I'd be working with you!\Hi, Chiyo...\I saw you just last night. response:	Y-You know each other?
context: So what's this match about?\What are you talking about?\Sou, baby!\Sou...\Wow, I never thought I'd be working with you!\Hi, Chiyo...\I saw you just last night.\Y-You know each other? response:	We're old friends, right?
context: What are you talking about?\Sou, baby!\Sou...\Wow, I never thought I'd be working with you!\Hi, Chiyo...\I saw you just last night.\Y-You know each other?\We're old friends, right? response:	It has been a while.
context: Sou, baby!\Sou...\Wow, I never thought I'd be working with you!\Hi, Chiyo...\I saw you just last night.\Y-You know each other?\We're old friends, right?\It has been a while. response:	I apologize for not keeping in touch, Natsume.
context: Sou...\Wow, I never thought I'd be working with you!\Hi, Chiyo...\I saw you just last night.\Y-You know each other?\We're old friends, right?\It has been a while.\I apologize for not keeping in touch, Natsume. response:	Quite an attitude difference here.
context: Wow, I never thought I'd be working with you!\Hi, Chiyo...\I saw you just last night.\Y-You know each other?\We're old friends, right?\It has been a while.\I apologize for not keeping in touch, Natsume.\Quite an attitude difference here. response:	Businesslike as always, I see.
context: Hi, Chiyo...\I saw you just last night.\Y-You know each other?\We're old friends, right?\It has been a while.\I apologize for not keeping in touch, Natsume.\Quite an attitude difference here.\Businesslike as always, I see. response:	Still, for you, I'd even offer myself.
context: I saw you just last night.\Y-You know each other?\We're old friends, right?\It has been a while.\I apologize for not keeping in touch, Natsume.\Quite an attitude difference here.\Businesslike as always, I see.\Still, for you, I'd even offer myself. response:	I am honored.
context: Y-You know each other?\We're old friends, right?\It has been a while.\I apologize for not keeping in touch, Natsume.\Quite an attitude difference here.\Businesslike as always, I see.\Still, for you, I'd even offer myself.\I am honored. response:	Really?
context: We're old friends, right?\It has been a while.\I apologize for not keeping in touch, Natsume.\Quite an attitude difference here.\Businesslike as always, I see.\Still, for you, I'd even offer myself.\I am honored.\Really? response:	What the hell?
context: It has been a while.\I apologize for not keeping in touch, Natsume.\Quite an attitude difference here.\Businesslike as always, I see.\Still, for you, I'd even offer myself.\I am honored.\Really?\What the hell? response:	Fetish
context: I apologize for not keeping in touch, Natsume.\Quite an attitude difference here.\Businesslike as always, I see.\Still, for you, I'd even offer myself.\I am honored.\Really?\What the hell?\Fetish response:	Two guys? Gross.
context: Quite an attitude difference here.\Businesslike as always, I see.\Still, for you, I'd even offer myself.\I am honored.\Really?\What the hell?\Fetish\Two guys? Gross. response:	Seriously?
context: Businesslike as always, I see.\Still, for you, I'd even offer myself.\I am honored.\Really?\What the hell?\Fetish\Two guys? Gross.\Seriously? response:	Well, different strokes for different folks, I guess.
context: Still, for you, I'd even offer myself.\I am honored.\Really?\What the hell?\Fetish\Two guys? Gross.\Seriously?\Well, different strokes for different folks, I guess. response:	Natsume was my old master's friend,
context: I am honored.\Really?\What the hell?\Fetish\Two guys? Gross.\Seriously?\Well, different strokes for different folks, I guess.\Natsume was my old master's friend, response:	and he's always been kind to me.
context: Really?\What the hell?\Fetish\Two guys? Gross.\Seriously?\Well, different strokes for different folks, I guess.\Natsume was my old master's friend,\and he's always been kind to me. response:	He was thoughtful enough to call us old friends.
context: What the hell?\Fetish\Two guys? Gross.\Seriously?\Well, different strokes for different folks, I guess.\Natsume was my old master's friend,\and he's always been kind to me.\He was thoughtful enough to call us old friends. response:	And indeed, we've known each other for a long time.
context: Fetish\Two guys? Gross.\Seriously?\Well, different strokes for different folks, I guess.\Natsume was my old master's friend,\and he's always been kind to me.\He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time. response:	Then do me, Sou!
context: Two guys? Gross.\Seriously?\Well, different strokes for different folks, I guess.\Natsume was my old master's friend,\and he's always been kind to me.\He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time.\Then do me, Sou! response:	So what, like childhood friends?
context: Seriously?\Well, different strokes for different folks, I guess.\Natsume was my old master's friend,\and he's always been kind to me.\He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time.\Then do me, Sou!\So what, like childhood friends? response:	Hey!
context: Well, different strokes for different folks, I guess.\Natsume was my old master's friend,\and he's always been kind to me.\He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time.\Then do me, Sou!\So what, like childhood friends?\Hey! response:	Stop consorting with the enemy.
context: Natsume was my old master's friend,\and he's always been kind to me.\He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time.\Then do me, Sou!\So what, like childhood friends?\Hey!\Stop consorting with the enemy. response:	The guy from yesterday...
context: and he's always been kind to me.\He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time.\Then do me, Sou!\So what, like childhood friends?\Hey!\Stop consorting with the enemy.\The guy from yesterday... response:	I'm settling this here and now.
context: He was thoughtful enough to call us old friends.\And indeed, we've known each other for a long time.\Then do me, Sou!\So what, like childhood friends?\Hey!\Stop consorting with the enemy.\The guy from yesterday...\I'm settling this here and now. response:	It's been a while, nine-tailed fox.
context: And indeed, we've known each other for a long time.\Then do me, Sou!\So what, like childhood friends?\Hey!\Stop consorting with the enemy.\The guy from yesterday...\I'm settling this here and now.\It's been a while, nine-tailed fox. response:	Our meeting here spells your end.
context: Then do me, Sou!\So what, like childhood friends?\Hey!\Stop consorting with the enemy.\The guy from yesterday...\I'm settling this here and now.\It's been a while, nine-tailed fox.\Our meeting here spells your end. response:	I hope you're prepared to meet your fate, nemesis!
context: So what, like childhood friends?\Hey!\Stop consorting with the enemy.\The guy from yesterday...\I'm settling this here and now.\It's been a while, nine-tailed fox.\Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis! response:	It has been a long time.
context: Hey!\Stop consorting with the enemy.\The guy from yesterday...\I'm settling this here and now.\It's been a while, nine-tailed fox.\Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis!\It has been a long time. response:	I apologize for not keeping in touch, Mr. Watanuki.
context: Stop consorting with the enemy.\The guy from yesterday...\I'm settling this here and now.\It's been a while, nine-tailed fox.\Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis!\It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki. response:	Once again, quite a difference in attitude here.
context: The guy from yesterday...\I'm settling this here and now.\It's been a while, nine-tailed fox.\Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis!\It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here. response:	He's also one of our childhood friends.
context: I'm settling this here and now.\It's been a while, nine-tailed fox.\Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis!\It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here.\He's also one of our childhood friends. response:	I am not your childhood friend!
context: It's been a while, nine-tailed fox.\Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis!\It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here.\He's also one of our childhood friends.\I am not your childhood friend! response:	You...
context: Our meeting here spells your end.\I hope you're prepared to meet your fate, nemesis!\It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here.\He's also one of our childhood friends.\I am not your childhood friend!\You... response:	All you did was bully and abuse me!
context: I hope you're prepared to meet your fate, nemesis!\It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here.\He's also one of our childhood friends.\I am not your childhood friend!\You...\All you did was bully and abuse me! response:	We're going on a walk.
context: It has been a long time.\I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here.\He's also one of our childhood friends.\I am not your childhood friend!\You...\All you did was bully and abuse me!\We're going on a walk. response:	Come on, Rascal!
context: I apologize for not keeping in touch, Mr. Watanuki.\Once again, quite a difference in attitude here.\He's also one of our childhood friends.\I am not your childhood friend!\You...\All you did was bully and abuse me!\We're going on a walk.\Come on, Rascal! response:	But that was fine.
context: Once again, quite a difference in attitude here.\He's also one of our childhood friends.\I am not your childhood friend!\You...\All you did was bully and abuse me!\We're going on a walk.\Come on, Rascal!\But that was fine. response:	We were just kids.
context: He's also one of our childhood friends.\I am not your childhood friend!\You...\All you did was bully and abuse me!\We're going on a walk.\Come on, Rascal!\But that was fine.\We were just kids. response:	Naturally, it's survival of the fittest.
context: I am not your childhood friend!\You...\All you did was bully and abuse me!\We're going on a walk.\Come on, Rascal!\But that was fine.\We were just kids.\Naturally, it's survival of the fittest. response:	My master ordered me not to, but I am sorry I could not help you.
context: You...\All you did was bully and abuse me!\We're going on a walk.\Come on, Rascal!\But that was fine.\We were just kids.\Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you. response:	I feel so... So pathetic!
context: All you did was bully and abuse me!\We're going on a walk.\Come on, Rascal!\But that was fine.\We were just kids.\Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic! response:	You were not.
context: We're going on a walk.\Come on, Rascal!\But that was fine.\We were just kids.\Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic!\You were not. response:	You were very cute.
context: Come on, Rascal!\But that was fine.\We were just kids.\Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic!\You were not.\You were very cute. response:	That's when my pride was obliterated!
context: But that was fine.\We were just kids.\Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic!\You were not.\You were very cute.\That's when my pride was obliterated! response:	I'm afraid I've said the wrong thing.
context: We were just kids.\Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic!\You were not.\You were very cute.\That's when my pride was obliterated!\I'm afraid I've said the wrong thing. response:	Please forgive me.
context: Naturally, it's survival of the fittest.\My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic!\You were not.\You were very cute.\That's when my pride was obliterated!\I'm afraid I've said the wrong thing.\Please forgive me. response:	Too little, too late!
context: My master ordered me not to, but I am sorry I could not help you.\I feel so... So pathetic!\You were not.\You were very cute.\That's when my pride was obliterated!\I'm afraid I've said the wrong thing.\Please forgive me.\Too little, too late! response:	You won't be calling me cute ever again.
context: I feel so... So pathetic!\You were not.\You were very cute.\That's when my pride was obliterated!\I'm afraid I've said the wrong thing.\Please forgive me.\Too little, too late!\You won't be calling me cute ever again. response:	Don't think I'm the same as back then.
context: You were not.\You were very cute.\That's when my pride was obliterated!\I'm afraid I've said the wrong thing.\Please forgive me.\Too little, too late!\You won't be calling me cute ever again.\Don't think I'm the same as back then. response:	Now, I'm...
context: You were very cute.\That's when my pride was obliterated!\I'm afraid I've said the wrong thing.\Please forgive me.\Too little, too late!\You won't be calling me cute ever again.\Don't think I'm the same as back then.\Now, I'm... response:	Hello! I'm going to explain the rules!
context: That's when my pride was obliterated!\I'm afraid I've said the wrong thing.\Please forgive me.\Too little, too late!\You won't be calling me cute ever again.\Don't think I'm the same as back then.\Now, I'm...\Hello! I'm going to explain the rules! response:	The contest is an Ayakashi Kan Walk Rally.
context: I'm afraid I've said the wrong thing.\Please forgive me.\Too little, too late!\You won't be calling me cute ever again.\Don't think I'm the same as back then.\Now, I'm...\Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally. response:	The first person to gather signatures
context: Please forgive me.\Too little, too late!\You won't be calling me cute ever again.\Don't think I'm the same as back then.\Now, I'm...\Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures response:	from each Ayakashi Kan resident,
context: Too little, too late!\You won't be calling me cute ever again.\Don't think I'm the same as back then.\Now, I'm...\Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures\from each Ayakashi Kan resident, response:	and return here is the winner.
context: You won't be calling me cute ever again.\Don't think I'm the same as back then.\Now, I'm...\Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures\from each Ayakashi Kan resident,\and return here is the winner. response:	Then I shall forfeit.
context: Don't think I'm the same as back then.\Now, I'm...\Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures\from each Ayakashi Kan resident,\and return here is the winner.\Then I shall forfeit. response:	You can't do that!
context: Now, I'm...\Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures\from each Ayakashi Kan resident,\and return here is the winner.\Then I shall forfeit.\You can't do that! response:	But this is Sunday,
context: Hello! I'm going to explain the rules!\The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures\from each Ayakashi Kan resident,\and return here is the winner.\Then I shall forfeit.\You can't do that!\But this is Sunday, response:	my day to spend with Miss Ririchiyo.
context: The contest is an Ayakashi Kan Walk Rally.\The first person to gather signatures\from each Ayakashi Kan resident,\and return here is the winner.\Then I shall forfeit.\You can't do that!\But this is Sunday,\my day to spend with Miss Ririchiyo. response:	It might sound weird coming from me, but maybe you should humor them.
context: The first person to gather signatures\from each Ayakashi Kan resident,\and return here is the winner.\Then I shall forfeit.\You can't do that!\But this is Sunday,\my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them. response:	You think I'm gonna let you forfeit?
context: from each Ayakashi Kan resident,\and return here is the winner.\Then I shall forfeit.\You can't do that!\But this is Sunday,\my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit? response:	So noisy in here...
context: and return here is the winner.\Then I shall forfeit.\You can't do that!\But this is Sunday,\my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit?\So noisy in here... response:	But if you insist on backing out,
context: Then I shall forfeit.\You can't do that!\But this is Sunday,\my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit?\So noisy in here...\But if you insist on backing out, response:	let me punch you ten times!
context: You can't do that!\But this is Sunday,\my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit?\So noisy in here...\But if you insist on backing out,\let me punch you ten times! response:	Fine, if that would make you feel better.
context: But this is Sunday,\my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit?\So noisy in here...\But if you insist on backing out,\let me punch you ten times!\Fine, if that would make you feel better. response:	I cannot involve you in something like this.
context: my day to spend with Miss Ririchiyo.\It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit?\So noisy in here...\But if you insist on backing out,\let me punch you ten times!\Fine, if that would make you feel better.\I cannot involve you in something like this. response:	It's fine.
context: It might sound weird coming from me, but maybe you should humor them.\You think I'm gonna let you forfeit?\So noisy in here...\But if you insist on backing out,\let me punch you ten times!\Fine, if that would make you feel better.\I cannot involve you in something like this.\It's fine. response:	I'm already involved.
context: You think I'm gonna let you forfeit?\So noisy in here...\But if you insist on backing out,\let me punch you ten times!\Fine, if that would make you feel better.\I cannot involve you in something like this.\It's fine.\I'm already involved. response:	Anyway, we're partners now.
context: So noisy in here...\But if you insist on backing out,\let me punch you ten times!\Fine, if that would make you feel better.\I cannot involve you in something like this.\It's fine.\I'm already involved.\Anyway, we're partners now. response:	If you just stand there
context: But if you insist on backing out,\let me punch you ten times!\Fine, if that would make you feel better.\I cannot involve you in something like this.\It's fine.\I'm already involved.\Anyway, we're partners now.\If you just stand there response:	and let him hit you, it will make me look bad.
context: let me punch you ten times!\Fine, if that would make you feel better.\I cannot involve you in something like this.\It's fine.\I'm already involved.\Anyway, we're partners now.\If you just stand there\and let him hit you, it will make me look bad. response:	Miss Ririchiyo.
context: Fine, if that would make you feel better.\I cannot involve you in something like this.\It's fine.\I'm already involved.\Anyway, we're partners now.\If you just stand there\and let him hit you, it will make me look bad.\Miss Ririchiyo. response:	Then I'll be Ririchiyo's ally.
context: I cannot involve you in something like this.\It's fine.\I'm already involved.\Anyway, we're partners now.\If you just stand there\and let him hit you, it will make me look bad.\Miss Ririchiyo.\Then I'll be Ririchiyo's ally. response:	What?
context: It's fine.\I'm already involved.\Anyway, we're partners now.\If you just stand there\and let him hit you, it will make me look bad.\Miss Ririchiyo.\Then I'll be Ririchiyo's ally.\What? response:	But in exchange, can I
context: I'm already involved.\Anyway, we're partners now.\If you just stand there\and let him hit you, it will make me look bad.\Miss Ririchiyo.\Then I'll be Ririchiyo's ally.\What?\But in exchange, can I response:	slip a finger under your knee sock and feel your thigh?
context: Anyway, we're partners now.\If you just stand there\and let him hit you, it will make me look bad.\Miss Ririchiyo.\Then I'll be Ririchiyo's ally.\What?\But in exchange, can I\slip a finger under your knee sock and feel your thigh? response:	You haven't given up on that?
context: If you just stand there\and let him hit you, it will make me look bad.\Miss Ririchiyo.\Then I'll be Ririchiyo's ally.\What?\But in exchange, can I\slip a finger under your knee sock and feel your thigh?\You haven't given up on that? response:	That would be too embarrassing...
context: and let him hit you, it will make me look bad.\Miss Ririchiyo.\Then I'll be Ririchiyo's ally.\What?\But in exchange, can I\slip a finger under your knee sock and feel your thigh?\You haven't given up on that?\That would be too embarrassing... response:	But if we lose, Miketsukami will...
context: Miss Ririchiyo.\Then I'll be Ririchiyo's ally.\What?\But in exchange, can I\slip a finger under your knee sock and feel your thigh?\You haven't given up on that?\That would be too embarrassing...\But if we lose, Miketsukami will... response:	I want to do something for him.
context: Then I'll be Ririchiyo's ally.\What?\But in exchange, can I\slip a finger under your knee sock and feel your thigh?\You haven't given up on that?\That would be too embarrassing...\But if we lose, Miketsukami will...\I want to do something for him. response:	Come on, it was a joke!
context: What?\But in exchange, can I\slip a finger under your knee sock and feel your thigh?\You haven't given up on that?\That would be too embarrassing...\But if we lose, Miketsukami will...\I want to do something for him.\Come on, it was a joke! response:	Not really, but...
context: But in exchange, can I\slip a finger under your knee sock and feel your thigh?\You haven't given up on that?\That would be too embarrassing...\But if we lose, Miketsukami will...\I want to do something for him.\Come on, it was a joke!\Not really, but... response:	Which is it?
context: slip a finger under your knee sock and feel your thigh?\You haven't given up on that?\That would be too embarrassing...\But if we lose, Miketsukami will...\I want to do something for him.\Come on, it was a joke!\Not really, but...\Which is it? response:	If...
context: You haven't given up on that?\That would be too embarrassing...\But if we lose, Miketsukami will...\I want to do something for him.\Come on, it was a joke!\Not really, but...\Which is it?\If... response:	Huh?
context: That would be too embarrassing...\But if we lose, Miketsukami will...\I want to do something for him.\Come on, it was a joke!\Not really, but...\Which is it?\If...\Huh? response:	If it's only a little bit...
context: But if we lose, Miketsukami will...\I want to do something for him.\Come on, it was a joke!\Not really, but...\Which is it?\If...\Huh?\If it's only a little bit... response:	Just get it over with.
context: I want to do something for him.\Come on, it was a joke!\Not really, but...\Which is it?\If...\Huh?\If it's only a little bit...\Just get it over with. response:	I'll sign, a million times, on whatever you want.
context: Come on, it was a joke!\Not really, but...\Which is it?\If...\Huh?\If it's only a little bit...\Just get it over with.\I'll sign, a million times, on whatever you want. response:	Hey, sign mine, too!
context: Not really, but...\Which is it?\If...\Huh?\If it's only a little bit...\Just get it over with.\I'll sign, a million times, on whatever you want.\Hey, sign mine, too! response:	Then you'll have to do an impersonation.
context: Which is it?\If...\Huh?\If it's only a little bit...\Just get it over with.\I'll sign, a million times, on whatever you want.\Hey, sign mine, too!\Then you'll have to do an impersonation. response:	If it's funny, I'll sign.
context: If...\Huh?\If it's only a little bit...\Just get it over with.\I'll sign, a million times, on whatever you want.\Hey, sign mine, too!\Then you'll have to do an impersonation.\If it's funny, I'll sign. response:	Right...
context: Huh?\If it's only a little bit...\Just get it over with.\I'll sign, a million times, on whatever you want.\Hey, sign mine, too!\Then you'll have to do an impersonation.\If it's funny, I'll sign.\Right... response:	If we do this, we're doing it to win.
context: If it's only a little bit...\Just get it over with.\I'll sign, a million times, on whatever you want.\Hey, sign mine, too!\Then you'll have to do an impersonation.\If it's funny, I'll sign.\Right...\If we do this, we're doing it to win. response:	Yes.
context: Just get it over with.\I'll sign, a million times, on whatever you want.\Hey, sign mine, too!\Then you'll have to do an impersonation.\If it's funny, I'll sign.\Right...\If we do this, we're doing it to win.\Yes. response:	Oh?
context: I'll sign, a million times, on whatever you want.\Hey, sign mine, too!\Then you'll have to do an impersonation.\If it's funny, I'll sign.\Right...\If we do this, we're doing it to win.\Yes.\Oh? response:	Hello, miss.
context: Hey, sign mine, too!\Then you'll have to do an impersonation.\If it's funny, I'll sign.\Right...\If we do this, we're doing it to win.\Yes.\Oh?\Hello, miss. response:	Oh, me?
context: Then you'll have to do an impersonation.\If it's funny, I'll sign.\Right...\If we do this, we're doing it to win.\Yes.\Oh?\Hello, miss.\Oh, me? response:	Cook
context: If it's funny, I'll sign.\Right...\If we do this, we're doing it to win.\Yes.\Oh?\Hello, miss.\Oh, me?\Cook response:	My name is Joe.
context: Right...\If we do this, we're doing it to win.\Yes.\Oh?\Hello, miss.\Oh, me?\Cook\My name is Joe. response:	I'm the wolf with a kid, who works in a run-down bar.
context: If we do this, we're doing it to win.\Yes.\Oh?\Hello, miss.\Oh, me?\Cook\My name is Joe.\I'm the wolf with a kid, who works in a run-down bar. response:	This isn't a bar, Dad.
context: Yes.\Oh?\Hello, miss.\Oh, me?\Cook\My name is Joe.\I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad. response:	I'm sorry, but could you sign this?
context: Oh?\Hello, miss.\Oh, me?\Cook\My name is Joe.\I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad.\I'm sorry, but could you sign this? response:	Is it something dangerous?
context: Hello, miss.\Oh, me?\Cook\My name is Joe.\I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad.\I'm sorry, but could you sign this?\Is it something dangerous? response:	I can dig that.
context: Oh, me?\Cook\My name is Joe.\I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad.\I'm sorry, but could you sign this?\Is it something dangerous?\I can dig that. response:	I'm used to it.
context: Cook\My name is Joe.\I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad.\I'm sorry, but could you sign this?\Is it something dangerous?\I can dig that.\I'm used to it. response:	And please don't make cocktails
context: My name is Joe.\I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad.\I'm sorry, but could you sign this?\Is it something dangerous?\I can dig that.\I'm used to it.\And please don't make cocktails response:	that no one ordered.
context: I'm the wolf with a kid, who works in a run-down bar.\This isn't a bar, Dad.\I'm sorry, but could you sign this?\Is it something dangerous?\I can dig that.\I'm used to it.\And please don't make cocktails\that no one ordered. response:	Come back when you're all grown up, miss.
context: This isn't a bar, Dad.\I'm sorry, but could you sign this?\Is it something dangerous?\I can dig that.\I'm used to it.\And please don't make cocktails\that no one ordered.\Come back when you're all grown up, miss. response:	I'll make you a cocktail that suits you perfectly.
context: I'm sorry, but could you sign this?\Is it something dangerous?\I can dig that.\I'm used to it.\And please don't make cocktails\that no one ordered.\Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly. response:	Dad, enough. Please grate the radish.
context: Is it something dangerous?\I can dig that.\I'm used to it.\And please don't make cocktails\that no one ordered.\Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish. response:	Okay, we got his signature.
context: I can dig that.\I'm used to it.\And please don't make cocktails\that no one ordered.\Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish.\Okay, we got his signature. response:	Let's go see some of the other employees.
context: I'm used to it.\And please don't make cocktails\that no one ordered.\Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish.\Okay, we got his signature.\Let's go see some of the other employees. response:	Yes.
context: And please don't make cocktails\that no one ordered.\Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish.\Okay, we got his signature.\Let's go see some of the other employees.\Yes. response:	What do you think of that?
context: that no one ordered.\Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish.\Okay, we got his signature.\Let's go see some of the other employees.\Yes.\What do you think of that? response:	So-so.
context: Come back when you're all grown up, miss.\I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish.\Okay, we got his signature.\Let's go see some of the other employees.\Yes.\What do you think of that?\So-so. response:	What? Why?
context: I'll make you a cocktail that suits you perfectly.\Dad, enough. Please grate the radish.\Okay, we got his signature.\Let's go see some of the other employees.\Yes.\What do you think of that?\So-so.\What? Why? response:	So-so.
context: Dad, enough. Please grate the radish.\Okay, we got his signature.\Let's go see some of the other employees.\Yes.\What do you think of that?\So-so.\What? Why?\So-so. response:	I don't wanna hear it from you!
context: Okay, we got his signature.\Let's go see some of the other employees.\Yes.\What do you think of that?\So-so.\What? Why?\So-so.\I don't wanna hear it from you! response:	I guess I'll be generous.
context: Let's go see some of the other employees.\Yes.\What do you think of that?\So-so.\What? Why?\So-so.\I don't wanna hear it from you!\I guess I'll be generous. response:	Here you go.
context: Yes.\What do you think of that?\So-so.\What? Why?\So-so.\I don't wanna hear it from you!\I guess I'll be generous.\Here you go. response:	You signed it!
context: What do you think of that?\So-so.\What? Why?\So-so.\I don't wanna hear it from you!\I guess I'll be generous.\Here you go.\You signed it! response:	Well, I didn't say I wouldn't.
context: So-so.\What? Why?\So-so.\I don't wanna hear it from you!\I guess I'll be generous.\Here you go.\You signed it!\Well, I didn't say I wouldn't. response:	I just gave my opinion.
context: What? Why?\So-so.\I don't wanna hear it from you!\I guess I'll be generous.\Here you go.\You signed it!\Well, I didn't say I wouldn't.\I just gave my opinion. response:	You...
context: So-so.\I don't wanna hear it from you!\I guess I'll be generous.\Here you go.\You signed it!\Well, I didn't say I wouldn't.\I just gave my opinion.\You... response:	Come now...
context: I don't wanna hear it from you!\I guess I'll be generous.\Here you go.\You signed it!\Well, I didn't say I wouldn't.\I just gave my opinion.\You...\Come now... response:	You'll lose if you keep wasting time.
