context: Onode response:	Raku!
context: If it hasn't passed yet, maybe then I could give her something.\Hey, Ono\All right! Let's go to all the shops and figure out what we'll get her!\I'm sure that'll be faster.\Oh, were you saying something?\No, nothing.\Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice! response:	I wonder if Chitoge-chan will like it.
context: Hey, Ono\All right! Let's go to all the shops and figure out what we'll get her!\I'm sure that'll be faster.\Oh, were you saying something?\No, nothing.\Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice!\I wonder if Chitoge-chan will like it. response:	It was all over in the blink of an eye. I'm such a wuss!
context: All right! Let's go to all the shops and figure out what we'll get her!\I'm sure that'll be faster.\Oh, were you saying something?\No, nothing.\Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice!\I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss! response:	Damn it! There were so many things I wanted to talk to her about!
context: I'm sure that'll be faster.\Oh, were you saying something?\No, nothing.\Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice!\I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about! response:	But the whole time my heart felt like it was going to burst!
context: Oh, were you saying something?\No, nothing.\Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice!\I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst! response:	Did you have fun today, Ichijou-kun?
context: No, nothing.\Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice!\I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun? response:	What?
context: Oh, whatever. I'll have plenty of time to ask her.\Thank goodness we found something nice!\I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun?\What? response:	You know, um...
context: Thank goodness we found something nice!\I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun?\What?\You know, um... response:	Ruri-chan forced you to tag along with me today,
context: I wonder if Chitoge-chan will like it.\It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun?\What?\You know, um...\Ruri-chan forced you to tag along with me today, response:	so I was wondering if you were just humoring me.
context: It was all over in the blink of an eye. I'm such a wuss!\Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun?\What?\You know, um...\Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me. response:	What? Don't be ridiculous!
context: Damn it! There were so many things I wanted to talk to her about!\But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun?\What?\You know, um...\Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me.\What? Don't be ridiculous! response:	Of course I wasn't!
context: But the whole time my heart felt like it was going to burst!\Did you have fun today, Ichijou-kun?\What?\You know, um...\Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me.\What? Don't be ridiculous!\Of course I wasn't! response:	I had a good time, okay?
context: Did you have fun today, Ichijou-kun?\What?\You know, um...\Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me.\What? Don't be ridiculous!\Of course I wasn't!\I had a good time, okay? response:	I see. Thank goodness.
context: What?\You know, um...\Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me.\What? Don't be ridiculous!\Of course I wasn't!\I had a good time, okay?\I see. Thank goodness. response:	Hey, do you mind if we take a little detour?
context: You know, um...\Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me.\What? Don't be ridiculous!\Of course I wasn't!\I had a good time, okay?\I see. Thank goodness.\Hey, do you mind if we take a little detour? response:	Check out this view!
context: Ruri-chan forced you to tag along with me today,\so I was wondering if you were just humoring me.\What? Don't be ridiculous!\Of course I wasn't!\I had a good time, okay?\I see. Thank goodness.\Hey, do you mind if we take a little detour?\Check out this view! response:	Who knew there was a place like this at the end of that narrow alley?
context: so I was wondering if you were just humoring me.\What? Don't be ridiculous!\Of course I wasn't!\I had a good time, okay?\I see. Thank goodness.\Hey, do you mind if we take a little detour?\Check out this view!\Who knew there was a place like this at the end of that narrow alley? response:	No way would anyone find it!
context: What? Don't be ridiculous!\Of course I wasn't!\I had a good time, okay?\I see. Thank goodness.\Hey, do you mind if we take a little detour?\Check out this view!\Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it! response:	I found it by accident, years ago.
context: Of course I wasn't!\I had a good time, okay?\I see. Thank goodness.\Hey, do you mind if we take a little detour?\Check out this view!\Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it!\I found it by accident, years ago. response:	It's my secret place.
context: I had a good time, okay?\I see. Thank goodness.\Hey, do you mind if we take a little detour?\Check out this view!\Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it!\I found it by accident, years ago.\It's my secret place. response:	Secret place, huh?
context: I see. Thank goodness.\Hey, do you mind if we take a little detour?\Check out this view!\Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it!\I found it by accident, years ago.\It's my secret place.\Secret place, huh? response:	Oh, crap, that makes me so happy!
context: Hey, do you mind if we take a little detour?\Check out this view!\Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it!\I found it by accident, years ago.\It's my secret place.\Secret place, huh?\Oh, crap, that makes me so happy! response:	But should she really be telling me about it, then?
context: Check out this view!\Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it!\I found it by accident, years ago.\It's my secret place.\Secret place, huh?\Oh, crap, that makes me so happy!\But should she really be telling me about it, then? response:	Isn't it lovely?
context: Who knew there was a place like this at the end of that narrow alley?\No way would anyone find it!\I found it by accident, years ago.\It's my secret place.\Secret place, huh?\Oh, crap, that makes me so happy!\But should she really be telling me about it, then?\Isn't it lovely? response:	By the way, who else knows about it?
context: No way would anyone find it!\I found it by accident, years ago.\It's my secret place.\Secret place, huh?\Oh, crap, that makes me so happy!\But should she really be telling me about it, then?\Isn't it lovely?\By the way, who else knows about it? response:	I'm guessing that Miyamoto, and...
context: I found it by accident, years ago.\It's my secret place.\Secret place, huh?\Oh, crap, that makes me so happy!\But should she really be telling me about it, then?\Isn't it lovely?\By the way, who else knows about it?\I'm guessing that Miyamoto, and... response:	She doesn't know.
context: It's my secret place.\Secret place, huh?\Oh, crap, that makes me so happy!\But should she really be telling me about it, then?\Isn't it lovely?\By the way, who else knows about it?\I'm guessing that Miyamoto, and...\She doesn't know. response:	Because I never told her.
context: Secret place, huh?\Oh, crap, that makes me so happy!\But should she really be telling me about it, then?\Isn't it lovely?\By the way, who else knows about it?\I'm guessing that Miyamoto, and...\She doesn't know.\Because I never told her. response:	This is our little secret.
context: Oh, crap, that makes me so happy!\But should she really be telling me about it, then?\Isn't it lovely?\By the way, who else knows about it?\I'm guessing that Miyamoto, and...\She doesn't know.\Because I never told her.\This is our little secret. response:	You can't tell anyone about it, okay?
context: But should she really be telling me about it, then?\Isn't it lovely?\By the way, who else knows about it?\I'm guessing that Miyamoto, and...\She doesn't know.\Because I never told her.\This is our little secret.\You can't tell anyone about it, okay? response:	What? You sure you want to share such an important secret with me?
context: Isn't it lovely?\By the way, who else knows about it?\I'm guessing that Miyamoto, and...\She doesn't know.\Because I never told her.\This is our little secret.\You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me? response:	Of course I'm sure.
context: By the way, who else knows about it?\I'm guessing that Miyamoto, and...\She doesn't know.\Because I never told her.\This is our little secret.\You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me?\Of course I'm sure. response:	I had a good time today too,
context: I'm guessing that Miyamoto, and...\She doesn't know.\Because I never told her.\This is our little secret.\You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me?\Of course I'm sure.\I had a good time today too, response:	so this is kind of my way of thanking you.
context: She doesn't know.\Because I never told her.\This is our little secret.\You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me?\Of course I'm sure.\I had a good time today too,\so this is kind of my way of thanking you. response:	For real? Our little secret?
context: Because I never told her.\This is our little secret.\You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me?\Of course I'm sure.\I had a good time today too,\so this is kind of my way of thanking you.\For real? Our little secret? response:	What am I gonna do? I'm so happy!
context: This is our little secret.\You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me?\Of course I'm sure.\I had a good time today too,\so this is kind of my way of thanking you.\For real? Our little secret?\What am I gonna do? I'm so happy! response:	Come to think of it, hasn't Onodera been a little aggressive today?
context: You can't tell anyone about it, okay?\What? You sure you want to share such an important secret with me?\Of course I'm sure.\I had a good time today too,\so this is kind of my way of thanking you.\For real? Our little secret?\What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today? response:	Our little secret has a great ring to it!
context: What? You sure you want to share such an important secret with me?\Of course I'm sure.\I had a good time today too,\so this is kind of my way of thanking you.\For real? Our little secret?\What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it! response:	All right! I should respond to Onodera's feelings, so...
context: Of course I'm sure.\I had a good time today too,\so this is kind of my way of thanking you.\For real? Our little secret?\What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so... response:	Gotcha!
context: I had a good time today too,\so this is kind of my way of thanking you.\For real? Our little secret?\What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so...\Gotcha! response:	I won't tell a soul! I promise!
context: so this is kind of my way of thanking you.\For real? Our little secret?\What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so...\Gotcha!\I won't tell a soul! I promise! response:	Yup, it's a promise...
context: For real? Our little secret?\What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so...\Gotcha!\I won't tell a soul! I promise!\Yup, it's a promise... response:	Raku-kun.
context: What am I gonna do? I'm so happy!\Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so...\Gotcha!\I won't tell a soul! I promise!\Yup, it's a promise...\Raku-kun. response:	Oh, wow, calling you by your first name is so embarrassing.
context: Come to think of it, hasn't Onodera been a little aggressive today?\Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so...\Gotcha!\I won't tell a soul! I promise!\Yup, it's a promise...\Raku-kun.\Oh, wow, calling you by your first name is so embarrassing. response:	It's so much easier to just call you Ichijou-kun.
context: Our little secret has a great ring to it!\All right! I should respond to Onodera's feelings, so...\Gotcha!\I won't tell a soul! I promise!\Yup, it's a promise...\Raku-kun.\Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun. response:	For a moment there, I thought she was...
context: All right! I should respond to Onodera's feelings, so...\Gotcha!\I won't tell a soul! I promise!\Yup, it's a promise...\Raku-kun.\Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was... response:	No, that was just me reacting to the word promise.
context: Gotcha!\I won't tell a soul! I promise!\Yup, it's a promise...\Raku-kun.\Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was...\No, that was just me reacting to the word promise. response:	If Onodera really were her...
context: I won't tell a soul! I promise!\Yup, it's a promise...\Raku-kun.\Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was...\No, that was just me reacting to the word promise.\If Onodera really were her... response:	There's no way things could be that convenient.
context: Yup, it's a promise...\Raku-kun.\Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was...\No, that was just me reacting to the word promise.\If Onodera really were her...\There's no way things could be that convenient. response:	Sorry, Ichijou-kun.
context: Raku-kun.\Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was...\No, that was just me reacting to the word promise.\If Onodera really were her...\There's no way things could be that convenient.\Sorry, Ichijou-kun. response:	Did I really make you that uncomfortable by using your first name?
context: Oh, wow, calling you by your first name is so embarrassing.\It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was...\No, that was just me reacting to the word promise.\If Onodera really were her...\There's no way things could be that convenient.\Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name? response:	No, no, not at all!
context: It's so much easier to just call you Ichijou-kun.\For a moment there, I thought she was...\No, that was just me reacting to the word promise.\If Onodera really were her...\There's no way things could be that convenient.\Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name?\No, no, not at all! response:	H-Hey, Onodera. Can I ask you something?
context: For a moment there, I thought she was...\No, that was just me reacting to the word promise.\If Onodera really were her...\There's no way things could be that convenient.\Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name?\No, no, not at all!\H-Hey, Onodera. Can I ask you something? response:	C-Calm down now, Raku.
context: No, that was just me reacting to the word promise.\If Onodera really were her...\There's no way things could be that convenient.\Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name?\No, no, not at all!\H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku. response:	There's something I've wanted to know.
context: If Onodera really were her...\There's no way things could be that convenient.\Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name?\No, no, not at all!\H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku.\There's something I've wanted to know. response:	That's right.
context: There's no way things could be that convenient.\Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name?\No, no, not at all!\H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku.\There's something I've wanted to know.\That's right. response:	Take advantage of the great mood right now,
context: Sorry, Ichijou-kun.\Did I really make you that uncomfortable by using your first name?\No, no, not at all!\H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku.\There's something I've wanted to know.\That's right.\Take advantage of the great mood right now, response:	and just ask her when her birthday is.
context: Did I really make you that uncomfortable by using your first name?\No, no, not at all!\H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku.\There's something I've wanted to know.\That's right.\Take advantage of the great mood right now,\and just ask her when her birthday is. response:	And then ask her if it's okay to take her out to celebrate.
context: No, no, not at all!\H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku.\There's something I've wanted to know.\That's right.\Take advantage of the great mood right now,\and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate. response:	But it might be too awkward if it were just the two of us.
context: H-Hey, Onodera. Can I ask you something?\C-Calm down now, Raku.\There's something I've wanted to know.\That's right.\Take advantage of the great mood right now,\and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us. response:	Anyway, if I could celebrate Onodera's birthday with her...
context: C-Calm down now, Raku.\There's something I've wanted to know.\That's right.\Take advantage of the great mood right now,\and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her... response:	About the girl I made that promise with ten years ago... Was that you, Onodera?
context: There's something I've wanted to know.\That's right.\Take advantage of the great mood right now,\and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera? response:	Wh-What did I just say?!
context: That's right.\Take advantage of the great mood right now,\and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?! response:	I was feeling so self-conscious that I just blurted it out!
context: Take advantage of the great mood right now,\and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out! response:	How am I gonna play this down now?
context: and just ask her when her birthday is.\And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now? response:	If I spring a question like that on her out of nowhere,
context: And then ask her if it's okay to take her out to celebrate.\But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now?\If I spring a question like that on her out of nowhere, response:	there's no way she'd understand!
context: But it might be too awkward if it were just the two of us.\Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now?\If I spring a question like that on her out of nowhere,\there's no way she'd understand! response:	Yes, I am.
context: Anyway, if I could celebrate Onodera's birthday with her...\About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now?\If I spring a question like that on her out of nowhere,\there's no way she'd understand!\Yes, I am. response:	Onodera?
context: About the girl I made that promise with ten years ago... Was that you, Onodera?\Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now?\If I spring a question like that on her out of nowhere,\there's no way she'd understand!\Yes, I am.\Onodera? response:	At least... I think I am.
context: Wh-What did I just say?!\I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now?\If I spring a question like that on her out of nowhere,\there's no way she'd understand!\Yes, I am.\Onodera?\At least... I think I am. response:	You mentioned it before, didn't you, Ichijou-kun?
context: I was feeling so self-conscious that I just blurted it out!\How am I gonna play this down now?\If I spring a question like that on her out of nowhere,\there's no way she'd understand!\Yes, I am.\Onodera?\At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun? response:	That there's someone you made a promise with ten years ago.
context: How am I gonna play this down now?\If I spring a question like that on her out of nowhere,\there's no way she'd understand!\Yes, I am.\Onodera?\At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago. response:	I have someone like that too.
context: If I spring a question like that on her out of nowhere,\there's no way she'd understand!\Yes, I am.\Onodera?\At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago.\I have someone like that too. response:	Although my memory is fuzzy since it's from my childhood.
context: there's no way she'd understand!\Yes, I am.\Onodera?\At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago.\I have someone like that too.\Although my memory is fuzzy since it's from my childhood. response:	Ten years ago, the summer when I was five...
context: Yes, I am.\Onodera?\At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago.\I have someone like that too.\Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five... response:	I became friends with a certain boy,
context: Onodera?\At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago.\I have someone like that too.\Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five...\I became friends with a certain boy, response:	and I received this key when we parted ways.
context: At least... I think I am.\You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago.\I have someone like that too.\Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five...\I became friends with a certain boy,\and I received this key when we parted ways. response:	I can't remember his face or his name anymore,
context: You mentioned it before, didn't you, Ichijou-kun?\That there's someone you made a promise with ten years ago.\I have someone like that too.\Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five...\I became friends with a certain boy,\and I received this key when we parted ways.\I can't remember his face or his name anymore, response:	but the one thing I do remember is...
context: That there's someone you made a promise with ten years ago.\I have someone like that too.\Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five...\I became friends with a certain boy,\and I received this key when we parted ways.\I can't remember his face or his name anymore,\but the one thing I do remember is... response:	It seems to me that...
context: I have someone like that too.\Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five...\I became friends with a certain boy,\and I received this key when we parted ways.\I can't remember his face or his name anymore,\but the one thing I do remember is...\It seems to me that... response:	he was wearing the same kind of locket that you wear.
context: Although my memory is fuzzy since it's from my childhood.\Ten years ago, the summer when I was five...\I became friends with a certain boy,\and I received this key when we parted ways.\I can't remember his face or his name anymore,\but the one thing I do remember is...\It seems to me that...\he was wearing the same kind of locket that you wear. response:	The same locket?
context: Ten years ago, the summer when I was five...\I became friends with a certain boy,\and I received this key when we parted ways.\I can't remember his face or his name anymore,\but the one thing I do remember is...\It seems to me that...\he was wearing the same kind of locket that you wear.\The same locket? response:	Do coincidences like that exist?
context: I became friends with a certain boy,\and I received this key when we parted ways.\I can't remember his face or his name anymore,\but the one thing I do remember is...\It seems to me that...\he was wearing the same kind of locket that you wear.\The same locket?\Do coincidences like that exist? response:	Doesn't that mean...
context: and I received this key when we parted ways.\I can't remember his face or his name anymore,\but the one thing I do remember is...\It seems to me that...\he was wearing the same kind of locket that you wear.\The same locket?\Do coincidences like that exist?\Doesn't that mean... response:	that Onodera was that girl?
context: I can't remember his face or his name anymore,\but the one thing I do remember is...\It seems to me that...\he was wearing the same kind of locket that you wear.\The same locket?\Do coincidences like that exist?\Doesn't that mean...\that Onodera was that girl? response:	I'm sorry. When you asked me before if I'd ever seen your locket,
context: but the one thing I do remember is...\It seems to me that...\he was wearing the same kind of locket that you wear.\The same locket?\Do coincidences like that exist?\Doesn't that mean...\that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket, response:	I was so taken aback that I automatically denied it.
context: It seems to me that...\he was wearing the same kind of locket that you wear.\The same locket?\Do coincidences like that exist?\Doesn't that mean...\that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it. response:	It was only that one summer that I played with him.
context: he was wearing the same kind of locket that you wear.\The same locket?\Do coincidences like that exist?\Doesn't that mean...\that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it.\It was only that one summer that I played with him. response:	But back then I was very shy,
context: The same locket?\Do coincidences like that exist?\Doesn't that mean...\that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it.\It was only that one summer that I played with him.\But back then I was very shy, response:	yet he took me outside.
context: Do coincidences like that exist?\Doesn't that mean...\that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it.\It was only that one summer that I played with him.\But back then I was very shy,\yet he took me outside. response:	Somehow, I felt I could trust him.
context: Doesn't that mean...\that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it.\It was only that one summer that I played with him.\But back then I was very shy,\yet he took me outside.\Somehow, I felt I could trust him. response:	Now that I think of it, he might have been my...
context: that Onodera was that girl?\I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it.\It was only that one summer that I played with him.\But back then I was very shy,\yet he took me outside.\Somehow, I felt I could trust him.\Now that I think of it, he might have been my... response:	first love, if you will.
context: I'm sorry. When you asked me before if I'd ever seen your locket,\I was so taken aback that I automatically denied it.\It was only that one summer that I played with him.\But back then I was very shy,\yet he took me outside.\Somehow, I felt I could trust him.\Now that I think of it, he might have been my...\first love, if you will. response:	That's why I was so surprised when I first saw your locket.
context: I was so taken aback that I automatically denied it.\It was only that one summer that I played with him.\But back then I was very shy,\yet he took me outside.\Somehow, I felt I could trust him.\Now that I think of it, he might have been my...\first love, if you will.\That's why I was so surprised when I first saw your locket. response:	I thought that, just maybe, you were the same person, Ichijou-kun.
context: It was only that one summer that I played with him.\But back then I was very shy,\yet he took me outside.\Somehow, I felt I could trust him.\Now that I think of it, he might have been my...\first love, if you will.\That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun. response:	I see. So that's why Onodera said that back then.
context: But back then I was very shy,\yet he took me outside.\Somehow, I felt I could trust him.\Now that I think of it, he might have been my...\first love, if you will.\That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then. response:	Even if it was ten years ago, and you were just kids...
context: yet he took me outside.\Somehow, I felt I could trust him.\Now that I think of it, he might have been my...\first love, if you will.\That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids... response:	You never know! Maybe it's still important to her.
context: Somehow, I felt I could trust him.\Now that I think of it, he might have been my...\first love, if you will.\That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her. response:	No, no. I don't think that's quite right.
context: Now that I think of it, he might have been my...\first love, if you will.\That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her.\No, no. I don't think that's quite right. response:	Onodera?
context: first love, if you will.\That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her.\No, no. I don't think that's quite right.\Onodera? response:	What are...
context: That's why I was so surprised when I first saw your locket.\I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her.\No, no. I don't think that's quite right.\Onodera?\What are... response:	you saying?
context: I thought that, just maybe, you were the same person, Ichijou-kun.\I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her.\No, no. I don't think that's quite right.\Onodera?\What are...\you saying? response:	What are you doing, Ichijou Raku! Get over here!
context: I see. So that's why Onodera said that back then.\Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her.\No, no. I don't think that's quite right.\Onodera?\What are...\you saying?\What are you doing, Ichijou Raku! Get over here! response:	Sorry, Onodera, let's pick this up again later.
context: Even if it was ten years ago, and you were just kids...\You never know! Maybe it's still important to her.\No, no. I don't think that's quite right.\Onodera?\What are...\you saying?\What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later. response:	Right, we'd better hurry!
context: You never know! Maybe it's still important to her.\No, no. I don't think that's quite right.\Onodera?\What are...\you saying?\What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry! response:	If... If Onodera is the girl I made that promise with...
context: No, no. I don't think that's quite right.\Onodera?\What are...\you saying?\What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry!\If... If Onodera is the girl I made that promise with... response:	There's still no proof, however.
context: Onodera?\What are...\you saying?\What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry!\If... If Onodera is the girl I made that promise with...\There's still no proof, however. response:	But...
