context: Too slow! response:	Onii-chan!
context: Wait...\Wow!\Even I can't buy any of their stuff!\Wait, that's\No choice then.\I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea response:	Hello?
context: Wow!\Even I can't buy any of their stuff!\Wait, that's\No choice then.\I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea\Hello? response:	Mr. Kyousuke? It's me, Saori.
context: Even I can't buy any of their stuff!\Wait, that's\No choice then.\I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea\Hello?\Mr. Kyousuke? It's me, Saori. response:	Did you get my package?
context: Wait, that's\No choice then.\I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea\Hello?\Mr. Kyousuke? It's me, Saori.\Did you get my package? response:	It was you?
context: No choice then.\I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea\Hello?\Mr. Kyousuke? It's me, Saori.\Did you get my package?\It was you? response:	You mean the cosmetics maker box you sent?
context: I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea\Hello?\Mr. Kyousuke? It's me, Saori.\Did you get my package?\It was you?\You mean the cosmetics maker box you sent? response:	Yes, that one!
context: Now we're even for that unnecessary stress you caused me with your screwup earlier.\That's not what I mea\Hello?\Mr. Kyousuke? It's me, Saori.\Did you get my package?\It was you?\You mean the cosmetics maker box you sent?\Yes, that one! response:	You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.
context: That's not what I mea\Hello?\Mr. Kyousuke? It's me, Saori.\Did you get my package?\It was you?\You mean the cosmetics maker box you sent?\Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was. response:	So that's why you sent it to me?
context: Hello?\Mr. Kyousuke? It's me, Saori.\Did you get my package?\It was you?\You mean the cosmetics maker box you sent?\Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me? response:	Well, I gave it to her already.
context: Mr. Kyousuke? It's me, Saori.\Did you get my package?\It was you?\You mean the cosmetics maker box you sent?\Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me?\Well, I gave it to her already. response:	She looked very happy.
context: Did you get my package?\It was you?\You mean the cosmetics maker box you sent?\Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me?\Well, I gave it to her already.\She looked very happy. response:	Thanks.
context: It was you?\You mean the cosmetics maker box you sent?\Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me?\Well, I gave it to her already.\She looked very happy.\Thanks. response:	Are you sure you're okay giving that brand of cosmetics to her?
context: You mean the cosmetics maker box you sent?\Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me?\Well, I gave it to her already.\She looked very happy.\Thanks.\Are you sure you're okay giving that brand of cosmetics to her? response:	Isn't that stuff really expensive?
context: Yes, that one!\You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me?\Well, I gave it to her already.\She looked very happy.\Thanks.\Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive? response:	The contents of the box are completely unrelated to the box itself, you know...
context: You see, I know Miss Kiririn's address and phone number, but I never asked what her real name was.\So that's why you sent it to me?\Well, I gave it to her already.\She looked very happy.\Thanks.\Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know... response:	What?
context: So that's why you sent it to me?\Well, I gave it to her already.\She looked very happy.\Thanks.\Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know...\What? response:	Then... what's inside?
context: Well, I gave it to her already.\She looked very happy.\Thanks.\Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know...\What?\Then... what's inside? response:	What Miss Kiririn asked for.
context: She looked very happy.\Thanks.\Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know...\What?\Then... what's inside?\What Miss Kiririn asked for. response:	A Meruru and SisCaly doujinshi set.
context: Thanks.\Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know...\What?\Then... what's inside?\What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set. response:	Wha
context: Are you sure you're okay giving that brand of cosmetics to her?\Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know...\What?\Then... what's inside?\What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set.\Wha response:	Ero stuff?
context: Isn't that stuff really expensive?\The contents of the box are completely unrelated to the box itself, you know...\What?\Then... what's inside?\What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set.\Wha\Ero stuff? response:	To say the least.
context: The contents of the box are completely unrelated to the box itself, you know...\What?\Then... what's inside?\What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set.\Wha\Ero stuff?\To say the least. response:	I'll call you back later!!
context: What?\Then... what's inside?\What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set.\Wha\Ero stuff?\To say the least.\I'll call you back later!! response:	Oh crap this is bad!
context: Then... what's inside?\What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set.\Wha\Ero stuff?\To say the least.\I'll call you back later!!\Oh crap this is bad! response:	Hey!
context: What Miss Kiririn asked for.\A Meruru and SisCaly doujinshi set.\Wha\Ero stuff?\To say the least.\I'll call you back later!!\Oh crap this is bad!\Hey! response:	What are you doing, barging in like that?
context: A Meruru and SisCaly doujinshi set.\Wha\Ero stuff?\To say the least.\I'll call you back later!!\Oh crap this is bad!\Hey!\What are you doing, barging in like that? response:	Sorry, there's been a mistake...
context: Wha\Ero stuff?\To say the least.\I'll call you back later!!\Oh crap this is bad!\Hey!\What are you doing, barging in like that?\Sorry, there's been a mistake... response:	Get out!
context: Ero stuff?\To say the least.\I'll call you back later!!\Oh crap this is bad!\Hey!\What are you doing, barging in like that?\Sorry, there's been a mistake...\Get out! response:	Right now!
context: To say the least.\I'll call you back later!!\Oh crap this is bad!\Hey!\What are you doing, barging in like that?\Sorry, there's been a mistake...\Get out!\Right now! response:	Could you give me back that box?
context: I'll call you back later!!\Oh crap this is bad!\Hey!\What are you doing, barging in like that?\Sorry, there's been a mistake...\Get out!\Right now!\Could you give me back that box? response:	You already gave it to me!
context: Oh crap this is bad!\Hey!\What are you doing, barging in like that?\Sorry, there's been a mistake...\Get out!\Right now!\Could you give me back that box?\You already gave it to me! response:	You're not making sense!
context: Hey!\What are you doing, barging in like that?\Sorry, there's been a mistake...\Get out!\Right now!\Could you give me back that box?\You already gave it to me!\You're not making sense! response:	Just get out already!
context: What are you doing, barging in like that?\Sorry, there's been a mistake...\Get out!\Right now!\Could you give me back that box?\You already gave it to me!\You're not making sense!\Just get out already! response:	Sorry!
context: Sorry, there's been a mistake...\Get out!\Right now!\Could you give me back that box?\You already gave it to me!\You're not making sense!\Just get out already!\Sorry! response:	Sorry for interrupting!
context: Get out!\Right now!\Could you give me back that box?\You already gave it to me!\You're not making sense!\Just get out already!\Sorry!\Sorry for interrupting! response:	Stop!
context: Right now!\Could you give me back that box?\You already gave it to me!\You're not making sense!\Just get out already!\Sorry!\Sorry for interrupting!\Stop! response:	I'll explain later!
context: Could you give me back that box?\You already gave it to me!\You're not making sense!\Just get out already!\Sorry!\Sorry for interrupting!\Stop!\I'll explain later! response:	Shut up!
context: You already gave it to me!\You're not making sense!\Just get out already!\Sorry!\Sorry for interrupting!\Stop!\I'll explain later!\Shut up! response:	Stop making excuses!
context: You're not making sense!\Just get out already!\Sorry!\Sorry for interrupting!\Stop!\I'll explain later!\Shut up!\Stop making excuses! response:	Give it back!
context: Just get out already!\Sorry!\Sorry for interrupting!\Stop!\I'll explain later!\Shut up!\Stop making excuses!\Give it back! response:	I said no!!
context: Sorry!\Sorry for interrupting!\Stop!\I'll explain later!\Shut up!\Stop making excuses!\Give it back!\I said no!! response:	That hurts! Stop!
context: Sorry for interrupting!\Stop!\I'll explain later!\Shut up!\Stop making excuses!\Give it back!\I said no!!\That hurts! Stop! response:	Die! Die die die die!
context: Stop!\I'll explain later!\Shut up!\Stop making excuses!\Give it back!\I said no!!\That hurts! Stop!\Die! Die die die die! response:	Look out!
context: I'll explain later!\Shut up!\Stop making excuses!\Give it back!\I said no!!\That hurts! Stop!\Die! Die die die die!\Look out! response:	What is this, some eroge?!
context: Shut up!\Stop making excuses!\Give it back!\I said no!!\That hurts! Stop!\Die! Die die die die!\Look out!\What is this, some eroge?! response:	Kirino?
context: Stop making excuses!\Give it back!\I said no!!\That hurts! Stop!\Die! Die die die die!\Look out!\What is this, some eroge?!\Kirino? response:	Woah, you're in that kind of relationship with your brother?
context: Give it back!\I said no!!\That hurts! Stop!\Die! Die die die die!\Look out!\What is this, some eroge?!\Kirino?\Woah, you're in that kind of relationship with your brother? response:	N-No!!
context: I said no!!\That hurts! Stop!\Die! Die die die die!\Look out!\What is this, some eroge?!\Kirino?\Woah, you're in that kind of relationship with your brother?\N-No!! response:	N-No!!
context: That hurts! Stop!\Die! Die die die die!\Look out!\What is this, some eroge?!\Kirino?\Woah, you're in that kind of relationship with your brother?\N-No!!\N-No!! response:	Don't you dare come back inside until everyone's gone home, you freaking pervert!
context: Die! Die die die die!\Look out!\What is this, some eroge?!\Kirino?\Woah, you're in that kind of relationship with your brother?\N-No!!\N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert! response:	Thanks for having us!
context: Look out!\What is this, some eroge?!\Kirino?\Woah, you're in that kind of relationship with your brother?\N-No!!\N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us! response:	Um...
context: What is this, some eroge?!\Kirino?\Woah, you're in that kind of relationship with your brother?\N-No!!\N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us!\Um... response:	Uh... yes?
context: Kirino?\Woah, you're in that kind of relationship with your brother?\N-No!!\N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us!\Um...\Uh... yes? response:	Does that box have something that Kirino shouldn't see?
context: Woah, you're in that kind of relationship with your brother?\N-No!!\N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us!\Um...\Uh... yes?\Does that box have something that Kirino shouldn't see? response:	I didn't feel like you were just trying to harass her earlier...
context: N-No!!\N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us!\Um...\Uh... yes?\Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier... response:	You seemed desperate, trying your hardest...
context: N-No!!\Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us!\Um...\Uh... yes?\Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest... response:	So I thought maybe there was a reason for it...
context: Don't you dare come back inside until everyone's gone home, you freaking pervert!\Thanks for having us!\Um...\Uh... yes?\Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it... response:	Is it a present for her for some special day?
context: Thanks for having us!\Um...\Uh... yes?\Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it...\Is it a present for her for some special day? response:	Nothing like that.
context: Um...\Uh... yes?\Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it...\Is it a present for her for some special day?\Nothing like that. response:	I see.
context: Uh... yes?\Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it...\Is it a present for her for some special day?\Nothing like that.\I see. response:	But there's some reason for it right?
context: Does that box have something that Kirino shouldn't see?\I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it...\Is it a present for her for some special day?\Nothing like that.\I see.\But there's some reason for it right? response:	I don't know what it is, but please forgive Kirino!
context: I didn't feel like you were just trying to harass her earlier...\You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it...\Is it a present for her for some special day?\Nothing like that.\I see.\But there's some reason for it right?\I don't know what it is, but please forgive Kirino! response:	She's a bit selfish, but I'm sure she doesn't actually hate you or anything!
context: You seemed desperate, trying your hardest...\So I thought maybe there was a reason for it...\Is it a present for her for some special day?\Nothing like that.\I see.\But there's some reason for it right?\I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything! response:	I see...
context: So I thought maybe there was a reason for it...\Is it a present for her for some special day?\Nothing like that.\I see.\But there's some reason for it right?\I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see... response:	Thanks for the advice.
context: Is it a present for her for some special day?\Nothing like that.\I see.\But there's some reason for it right?\I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see...\Thanks for the advice. response:	I'll keep that in mind.
context: Nothing like that.\I see.\But there's some reason for it right?\I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see...\Thanks for the advice.\I'll keep that in mind. response:	Thanks for looking out for her all the time.
context: I see.\But there's some reason for it right?\I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see...\Thanks for the advice.\I'll keep that in mind.\Thanks for looking out for her all the time. response:	Not at all!
context: But there's some reason for it right?\I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see...\Thanks for the advice.\I'll keep that in mind.\Thanks for looking out for her all the time.\Not at all! response:	We're best friends, after all.
context: I don't know what it is, but please forgive Kirino!\She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see...\Thanks for the advice.\I'll keep that in mind.\Thanks for looking out for her all the time.\Not at all!\We're best friends, after all. response:	Since we got a chance to talk...
context: She's a bit selfish, but I'm sure she doesn't actually hate you or anything!\I see...\Thanks for the advice.\I'll keep that in mind.\Thanks for looking out for her all the time.\Not at all!\We're best friends, after all.\Since we got a chance to talk... response:	Thank you very much!
context: I see...\Thanks for the advice.\I'll keep that in mind.\Thanks for looking out for her all the time.\Not at all!\We're best friends, after all.\Since we got a chance to talk...\Thank you very much! response:	My name's Kousaka Kyousuke.
context: Thanks for the advice.\I'll keep that in mind.\Thanks for looking out for her all the time.\Not at all!\We're best friends, after all.\Since we got a chance to talk...\Thank you very much!\My name's Kousaka Kyousuke. response:	And you?
context: I'll keep that in mind.\Thanks for looking out for her all the time.\Not at all!\We're best friends, after all.\Since we got a chance to talk...\Thank you very much!\My name's Kousaka Kyousuke.\And you? response:	Sorry for the late introduction.
context: Thanks for looking out for her all the time.\Not at all!\We're best friends, after all.\Since we got a chance to talk...\Thank you very much!\My name's Kousaka Kyousuke.\And you?\Sorry for the late introduction. response:	I'm Aragaki Ayase.
context: Not at all!\We're best friends, after all.\Since we got a chance to talk...\Thank you very much!\My name's Kousaka Kyousuke.\And you?\Sorry for the late introduction.\I'm Aragaki Ayase. response:	Sorry about that!
context: We're best friends, after all.\Since we got a chance to talk...\Thank you very much!\My name's Kousaka Kyousuke.\And you?\Sorry for the late introduction.\I'm Aragaki Ayase.\Sorry about that! response:	What were you talking about?
context: Since we got a chance to talk...\Thank you very much!\My name's Kousaka Kyousuke.\And you?\Sorry for the late introduction.\I'm Aragaki Ayase.\Sorry about that!\What were you talking about? response:	I get it now,
context: Thank you very much!\My name's Kousaka Kyousuke.\And you?\Sorry for the late introduction.\I'm Aragaki Ayase.\Sorry about that!\What were you talking about?\I get it now, response:	but couldn't you have done it some other way?
context: My name's Kousaka Kyousuke.\And you?\Sorry for the late introduction.\I'm Aragaki Ayase.\Sorry about that!\What were you talking about?\I get it now,\but couldn't you have done it some other way? response:	No!!
context: And you?\Sorry for the late introduction.\I'm Aragaki Ayase.\Sorry about that!\What were you talking about?\I get it now,\but couldn't you have done it some other way?\No!! response:	It's your fault for just grabbing this and running to your room!
context: Sorry for the late introduction.\I'm Aragaki Ayase.\Sorry about that!\What were you talking about?\I get it now,\but couldn't you have done it some other way?\No!!\It's your fault for just grabbing this and running to your room! response:	What? Are you trying to blame me for this?
context: I'm Aragaki Ayase.\Sorry about that!\What were you talking about?\I get it now,\but couldn't you have done it some other way?\No!!\It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this? response:	Things got this confusing because you went and secretly became friends with Saori!
context: Sorry about that!\What were you talking about?\I get it now,\but couldn't you have done it some other way?\No!!\It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori! response:	See, you're already distracted.
context: What were you talking about?\I get it now,\but couldn't you have done it some other way?\No!!\It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted. response:	Shut up!
context: I get it now,\but couldn't you have done it some other way?\No!!\It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted.\Shut up! response:	And what was with you going all ga-ga for Ayase?
context: but couldn't you have done it some other way?\No!!\It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted.\Shut up!\And what was with you going all ga-ga for Ayase? response:	Don't check out my friends like that!
context: No!!\It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted.\Shut up!\And what was with you going all ga-ga for Ayase?\Don't check out my friends like that! response:	You pervert!
context: It's your fault for just grabbing this and running to your room!\What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted.\Shut up!\And what was with you going all ga-ga for Ayase?\Don't check out my friends like that!\You pervert! response:	You're calling me a pervert?!
context: What? Are you trying to blame me for this?\Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted.\Shut up!\And what was with you going all ga-ga for Ayase?\Don't check out my friends like that!\You pervert!\You're calling me a pervert?! response:	You're going to take responsibility for embarrassing me in front of everyone.
context: Things got this confusing because you went and secretly became friends with Saori!\See, you're already distracted.\Shut up!\And what was with you going all ga-ga for Ayase?\Don't check out my friends like that!\You pervert!\You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone. response:	Huh?
context: See, you're already distracted.\Shut up!\And what was with you going all ga-ga for Ayase?\Don't check out my friends like that!\You pervert!\You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone.\Huh? response:	I'm going to be busy with my club this summer, so I won't be able to go out much.
context: Shut up!\And what was with you going all ga-ga for Ayase?\Don't check out my friends like that!\You pervert!\You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone.\Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much. response:	I have training camp the second half of August, too.
context: And what was with you going all ga-ga for Ayase?\Don't check out my friends like that!\You pervert!\You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone.\Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too. response:	So...
context: Don't check out my friends like that!\You pervert!\You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone.\Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too.\So... response:	Basically you want me to take you out somewhere?
context: You pervert!\You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone.\Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too.\So...\Basically you want me to take you out somewhere? response:	Like the beach or the mountain?
context: You're calling me a pervert?!\You're going to take responsibility for embarrassing me in front of everyone.\Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too.\So...\Basically you want me to take you out somewhere?\Like the beach or the mountain? response:	I can go to those kinds of places with Ayase.
context: You're going to take responsibility for embarrassing me in front of everyone.\Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too.\So...\Basically you want me to take you out somewhere?\Like the beach or the mountain?\I can go to those kinds of places with Ayase. response:	Where do you want to go then?
context: Huh?\I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too.\So...\Basically you want me to take you out somewhere?\Like the beach or the mountain?\I can go to those kinds of places with Ayase.\Where do you want to go then? response:	Think about it yourself.
context: I'm going to be busy with my club this summer, so I won't be able to go out much.\I have training camp the second half of August, too.\So...\Basically you want me to take you out somewhere?\Like the beach or the mountain?\I can go to those kinds of places with Ayase.\Where do you want to go then?\Think about it yourself. response:	Why did I have to get up so early and come to a place like this?
context: I have training camp the second half of August, too.\So...\Basically you want me to take you out somewhere?\Like the beach or the mountain?\I can go to those kinds of places with Ayase.\Where do you want to go then?\Think about it yourself.\Why did I have to get up so early and come to a place like this? response:	Well, after thinking about it, I asked her in the end.
context: So...\Basically you want me to take you out somewhere?\Like the beach or the mountain?\I can go to those kinds of places with Ayase.\Where do you want to go then?\Think about it yourself.\Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end. response:	I proposed we make our Summer Comiket debut.
context: Basically you want me to take you out somewhere?\Like the beach or the mountain?\I can go to those kinds of places with Ayase.\Where do you want to go then?\Think about it yourself.\Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut. response:	I was actually already thinking of inviting you.
context: Like the beach or the mountain?\I can go to those kinds of places with Ayase.\Where do you want to go then?\Think about it yourself.\Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you. response:	I had some responsibility for the incident, after all.
context: I can go to those kinds of places with Ayase.\Where do you want to go then?\Think about it yourself.\Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you.\I had some responsibility for the incident, after all. response:	Whatever.
context: Where do you want to go then?\Think about it yourself.\Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you.\I had some responsibility for the incident, after all.\Whatever. response:	How long do I have to wait in line?
context: Think about it yourself.\Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you.\I had some responsibility for the incident, after all.\Whatever.\How long do I have to wait in line? response:	My feet hurt.
context: Why did I have to get up so early and come to a place like this?\Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you.\I had some responsibility for the incident, after all.\Whatever.\How long do I have to wait in line?\My feet hurt. response:	No one cares.
context: Well, after thinking about it, I asked her in the end.\I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you.\I had some responsibility for the incident, after all.\Whatever.\How long do I have to wait in line?\My feet hurt.\No one cares. response:	Quit complaining and just wait.
context: I proposed we make our Summer Comiket debut.\I was actually already thinking of inviting you.\I had some responsibility for the incident, after all.\Whatever.\How long do I have to wait in line?\My feet hurt.\No one cares.\Quit complaining and just wait. response:	You're annoying the people around you.
context: I was actually already thinking of inviting you.\I had some responsibility for the incident, after all.\Whatever.\How long do I have to wait in line?\My feet hurt.\No one cares.\Quit complaining and just wait.\You're annoying the people around you. response:	Well, I guess this line is tough on first-timers.
context: I had some responsibility for the incident, after all.\Whatever.\How long do I have to wait in line?\My feet hurt.\No one cares.\Quit complaining and just wait.\You're annoying the people around you.\Well, I guess this line is tough on first-timers. response:	Sorry about this. And you even lent us a chair...
context: Whatever.\How long do I have to wait in line?\My feet hurt.\No one cares.\Quit complaining and just wait.\You're annoying the people around you.\Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair... response:	Though, if she really didn't want to be here, she wouldn't have come.
context: How long do I have to wait in line?\My feet hurt.\No one cares.\Quit complaining and just wait.\You're annoying the people around you.\Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come. response:	I guess as her brother you know her quite well.
context: My feet hurt.\No one cares.\Quit complaining and just wait.\You're annoying the people around you.\Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well. response:	Hot... Gross... Annoying...
context: No one cares.\Quit complaining and just wait.\You're annoying the people around you.\Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well.\Hot... Gross... Annoying... response:	Could you please be quiet?
context: Quit complaining and just wait.\You're annoying the people around you.\Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well.\Hot... Gross... Annoying...\Could you please be quiet? response:	You're making the discomfort index go up.
context: You're annoying the people around you.\Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well.\Hot... Gross... Annoying...\Could you please be quiet?\You're making the discomfort index go up. response:	But why do all these people line up for hours in this inferno for?
context: Well, I guess this line is tough on first-timers.\Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well.\Hot... Gross... Annoying...\Could you please be quiet?\You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for? response:	Do they want doujinshi that badly?
context: Sorry about this. And you even lent us a chair...\Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well.\Hot... Gross... Annoying...\Could you please be quiet?\You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly? response:	Not everyone's here for the same thing, but I'm sure you'll understand once it begins.
context: Though, if she really didn't want to be here, she wouldn't have come.\I guess as her brother you know her quite well.\Hot... Gross... Annoying...\Could you please be quiet?\You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins. response:	When does it begin?
context: I guess as her brother you know her quite well.\Hot... Gross... Annoying...\Could you please be quiet?\You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin? response:	This year's Summer Comic Circle Market is now open!
context: Hot... Gross... Annoying...\Could you please be quiet?\You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin?\This year's Summer Comic Circle Market is now open! response:	Please enter calmly, and no pushing!
context: Could you please be quiet?\You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin?\This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing! response:	Hot... Loud... Smelly...
context: You're making the discomfort index go up.\But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin?\This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing!\Hot... Loud... Smelly... response:	What a frail human.
