context: Kimi ni Todoke response:	Episode 12 TL
context: It's not your fault.\Don't forget that!\It's important that she knows that, isn't it?\Chizu's favorite point.\Does he really have a girlfriend?\Yeah.\You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier! response:	We can still go now!
context: Don't forget that!\It's important that she knows that, isn't it?\Chizu's favorite point.\Does he really have a girlfriend?\Yeah.\You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now! response:	What's so funny, Kurumi?
context: It's important that she knows that, isn't it?\Chizu's favorite point.\Does he really have a girlfriend?\Yeah.\You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now!\What's so funny, Kurumi? response:	That's why Kazehaya will never like you girls.
context: Chizu's favorite point.\Does he really have a girlfriend?\Yeah.\You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now!\What's so funny, Kurumi?\That's why Kazehaya will never like you girls. response:	What the heck? Are you trying to start a fight?
context: Does he really have a girlfriend?\Yeah.\You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now!\What's so funny, Kurumi?\That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight? response:	Actually, you were the one who told us about Sadako back then.
context: Yeah.\You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now!\What's so funny, Kurumi?\That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then. response:	Were you trying to use us?
context: You heard the rumors, didn't you?\If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now!\What's so funny, Kurumi?\That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then.\Were you trying to use us? response:	Yeah.
context: If I knew this was going to happen, I would've hurt her worse earlier!\We can still go now!\What's so funny, Kurumi?\That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then.\Were you trying to use us?\Yeah. response:	I mean, it was perfect.
context: We can still go now!\What's so funny, Kurumi?\That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then.\Were you trying to use us?\Yeah.\I mean, it was perfect. response:	You girls were just as underhanded as I was.
context: What's so funny, Kurumi?\That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then.\Were you trying to use us?\Yeah.\I mean, it was perfect.\You girls were just as underhanded as I was. response:	You weren't able to confess to him, but you were able to harass Sawako.
context: That's why Kazehaya will never like you girls.\What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then.\Were you trying to use us?\Yeah.\I mean, it was perfect.\You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako. response:	What the hell.
context: What the heck? Are you trying to start a fight?\Actually, you were the one who told us about Sadako back then.\Were you trying to use us?\Yeah.\I mean, it was perfect.\You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako.\What the hell. response:	And how are you any different?!
context: Actually, you were the one who told us about Sadako back then.\Were you trying to use us?\Yeah.\I mean, it was perfect.\You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako.\What the hell.\And how are you any different?! response:	I'm not.
context: Were you trying to use us?\Yeah.\I mean, it was perfect.\You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako.\What the hell.\And how are you any different?!\I'm not. response:	Besides Sawako, we're all the same.
context: Yeah.\I mean, it was perfect.\You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako.\What the hell.\And how are you any different?!\I'm not.\Besides Sawako, we're all the same. response:	Kurumi...
context: I mean, it was perfect.\You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako.\What the hell.\And how are you any different?!\I'm not.\Besides Sawako, we're all the same.\Kurumi... response:	Sadako!
context: You girls were just as underhanded as I was.\You weren't able to confess to him, but you were able to harass Sawako.\What the hell.\And how are you any different?!\I'm not.\Besides Sawako, we're all the same.\Kurumi...\Sadako! response:	Is it true about you and Kazehaya?
context: You weren't able to confess to him, but you were able to harass Sawako.\What the hell.\And how are you any different?!\I'm not.\Besides Sawako, we're all the same.\Kurumi...\Sadako!\Is it true about you and Kazehaya? response:	How did that happen?
context: What the hell.\And how are you any different?!\I'm not.\Besides Sawako, we're all the same.\Kurumi...\Sadako!\Is it true about you and Kazehaya?\How did that happen? response:	I can't believe it!
context: And how are you any different?!\I'm not.\Besides Sawako, we're all the same.\Kurumi...\Sadako!\Is it true about you and Kazehaya?\How did that happen?\I can't believe it! response:	You're blackmailing him somehow, aren't you?
context: I'm not.\Besides Sawako, we're all the same.\Kurumi...\Sadako!\Is it true about you and Kazehaya?\How did that happen?\I can't believe it!\You're blackmailing him somehow, aren't you? response:	I bet Yoshida and Yano are
context: Besides Sawako, we're all the same.\Kurumi...\Sadako!\Is it true about you and Kazehaya?\How did that happen?\I can't believe it!\You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are response:	Shut up.
context: Kurumi...\Sadako!\Is it true about you and Kazehaya?\How did that happen?\I can't believe it!\You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are\Shut up. response:	Stop it.
context: Sadako!\Is it true about you and Kazehaya?\How did that happen?\I can't believe it!\You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are\Shut up.\Stop it. response:	Don't you think you're pitiful, going on like that?
context: Is it true about you and Kazehaya?\How did that happen?\I can't believe it!\You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are\Shut up.\Stop it.\Don't you think you're pitiful, going on like that? response:	This is something that Kazehaya decided for himself.
context: How did that happen?\I can't believe it!\You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are\Shut up.\Stop it.\Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself. response:	What are you sounding so stuck up for?
context: I can't believe it!\You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are\Shut up.\Stop it.\Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself.\What are you sounding so stuck up for? response:	Like you have any right to say that! You're the one who spread rumors about her!
context: You're blackmailing him somehow, aren't you?\I bet Yoshida and Yano are\Shut up.\Stop it.\Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself.\What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her! response:	What do you think would happen if we told Kazehaya about that?
context: I bet Yoshida and Yano are\Shut up.\Stop it.\Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself.\What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that? response:	Go ahead.
context: Shut up.\Stop it.\Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself.\What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that?\Go ahead. response:	If you don't care what Kazehaya will think about you afterwards, go ahead.
context: Stop it.\Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself.\What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that?\Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead. response:	I'm sure he'll think, why is she bringing this up now?
context: Don't you think you're pitiful, going on like that?\This is something that Kazehaya decided for himself.\What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that?\Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now? response:	And then, he'll realize your hidden intentions.
context: This is something that Kazehaya decided for himself.\What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that?\Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions. response:	Kazehaya hates people who tattle on others just to get ahead themselves.
context: What are you sounding so stuck up for?\Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that?\Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves. response:	And I'm sure if you did something to Sawako, he'd never forgive you.
context: Like you have any right to say that! You're the one who spread rumors about her!\What do you think would happen if we told Kazehaya about that?\Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you. response:	I'm sure he'd never forgive you.
context: What do you think would happen if we told Kazehaya about that?\Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you. response:	Wait!
context: Go ahead.\If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you.\Wait! response:	I'm not done talking to
context: If you don't care what Kazehaya will think about you afterwards, go ahead.\I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you.\Wait!\I'm not done talking to response:	I'm Kurumi's rival.
context: I'm sure he'll think, why is she bringing this up now?\And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you.\Wait!\I'm not done talking to\I'm Kurumi's rival. response:	What? You think you're so great now that you're going out with him?!
context: And then, he'll realize your hidden intentions.\Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you.\Wait!\I'm not done talking to\I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?! response:	Hey.
context: Kazehaya hates people who tattle on others just to get ahead themselves.\And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you.\Wait!\I'm not done talking to\I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?!\Hey. response:	Y-Yoshida.
context: And I'm sure if you did something to Sawako, he'd never forgive you.\I'm sure he'd never forgive you.\Wait!\I'm not done talking to\I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?!\Hey.\Y-Yoshida. response:	You're still after Kazehaya?
context: I'm sure he'd never forgive you.\Wait!\I'm not done talking to\I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?!\Hey.\Y-Yoshida.\You're still after Kazehaya? response:	I am! Got a problem?
context: Wait!\I'm not done talking to\I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?!\Hey.\Y-Yoshida.\You're still after Kazehaya?\I am! Got a problem? response:	Do you all like him?
context: I'm not done talking to\I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?!\Hey.\Y-Yoshida.\You're still after Kazehaya?\I am! Got a problem?\Do you all like him? response:	I can't believe he's taken!
context: I'm Kurumi's rival.\What? You think you're so great now that you're going out with him?!\Hey.\Y-Yoshida.\You're still after Kazehaya?\I am! Got a problem?\Do you all like him?\I can't believe he's taken! response:	And by someone like Sadako!
context: What? You think you're so great now that you're going out with him?!\Hey.\Y-Yoshida.\You're still after Kazehaya?\I am! Got a problem?\Do you all like him?\I can't believe he's taken!\And by someone like Sadako! response:	Wait, really?
context: Hey.\Y-Yoshida.\You're still after Kazehaya?\I am! Got a problem?\Do you all like him?\I can't believe he's taken!\And by someone like Sadako!\Wait, really? response:	Why didn't you say so?
context: Y-Yoshida.\You're still after Kazehaya?\I am! Got a problem?\Do you all like him?\I can't believe he's taken!\And by someone like Sadako!\Wait, really?\Why didn't you say so? response:	We felt bad telling you.
context: You're still after Kazehaya?\I am! Got a problem?\Do you all like him?\I can't believe he's taken!\And by someone like Sadako!\Wait, really?\Why didn't you say so?\We felt bad telling you. response:	You didn't know?
context: I am! Got a problem?\Do you all like him?\I can't believe he's taken!\And by someone like Sadako!\Wait, really?\Why didn't you say so?\We felt bad telling you.\You didn't know? response:	So what is it? You would've given up if it were Kurumi?
context: Do you all like him?\I can't believe he's taken!\And by someone like Sadako!\Wait, really?\Why didn't you say so?\We felt bad telling you.\You didn't know?\So what is it? You would've given up if it were Kurumi? response:	You would've been happy if it were someone in your circle?
context: I can't believe he's taken!\And by someone like Sadako!\Wait, really?\Why didn't you say so?\We felt bad telling you.\You didn't know?\So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle? response:	No way.
context: And by someone like Sadako!\Wait, really?\Why didn't you say so?\We felt bad telling you.\You didn't know?\So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle?\No way. response:	There's nothing wrong with still having feelings for him.
context: Wait, really?\Why didn't you say so?\We felt bad telling you.\You didn't know?\So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle?\No way.\There's nothing wrong with still having feelings for him. response:	There's nothing wrong with it, but there's nothing noble about an unrequited love either.
context: Why didn't you say so?\We felt bad telling you.\You didn't know?\So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle?\No way.\There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either. response:	If you don't do anything, it'll just keep dragging on.
context: We felt bad telling you.\You didn't know?\So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle?\No way.\There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on. response:	If you're not the one to bring things to an end,
context: You didn't know?\So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle?\No way.\There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end, response:	won't your regrets be because you didn't act soon enough?
context: So what is it? You would've given up if it were Kurumi?\You would've been happy if it were someone in your circle?\No way.\There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough? response:	Isn't it wrong to blame Sawako for your own shortcomings?
context: You would've been happy if it were someone in your circle?\No way.\There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings? response:	Besides Kazehaya is just a
context: No way.\There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a response:	None of you had any problems with Sawako before this, did you?
context: There's nothing wrong with still having feelings for him.\There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you? response:	You just liked Kazehaya.
context: There's nothing wrong with it, but there's nothing noble about an unrequited love either.\If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you?\You just liked Kazehaya. response:	You weren't thinking about reputations or worrying about rumors.
context: If you don't do anything, it'll just keep dragging on.\If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you?\You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors. response:	I'm sure it was the same for Kazehaya.
context: If you're not the one to bring things to an end,\won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you?\You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya. response:	He's not the type of guy who would choose to date someone because of reputation.
context: won't your regrets be because you didn't act soon enough?\Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you?\You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation. response:	And that's why you fell for him, isn't it?
context: Isn't it wrong to blame Sawako for your own shortcomings?\Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you?\You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it? response:	You know all of this, don't you?
context: Besides Kazehaya is just a\None of you had any problems with Sawako before this, did you?\You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it?\You know all of this, don't you? response:	It hurts, but you want him to be happy. It's complicated.
context: None of you had any problems with Sawako before this, did you?\You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it?\You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated. response:	Why act so tough about it? What's wrong with feeling sad?
context: You just liked Kazehaya.\You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it?\You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad? response:	Not for him, but for yourselves.
context: You weren't thinking about reputations or worrying about rumors.\I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it?\You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves. response:	Gym Teacher's Office
context: I'm sure it was the same for Kazehaya.\He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it?\You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves.\Gym Teacher's Office response:	I'm glad it all worked out, Shota.
context: He's not the type of guy who would choose to date someone because of reputation.\And that's why you fell for him, isn't it?\You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves.\Gym Teacher's Office\I'm glad it all worked out, Shota. response:	Thanks, Ryu.
context: And that's why you fell for him, isn't it?\You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves.\Gym Teacher's Office\I'm glad it all worked out, Shota.\Thanks, Ryu. response:	I didn't do anything.
context: You know all of this, don't you?\It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves.\Gym Teacher's Office\I'm glad it all worked out, Shota.\Thanks, Ryu.\I didn't do anything. response:	You listened to Me
context: It hurts, but you want him to be happy. It's complicated.\Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves.\Gym Teacher's Office\I'm glad it all worked out, Shota.\Thanks, Ryu.\I didn't do anything.\You listened to Me response:	What about me?
context: Why act so tough about it? What's wrong with feeling sad?\Not for him, but for yourselves.\Gym Teacher's Office\I'm glad it all worked out, Shota.\Thanks, Ryu.\I didn't do anything.\You listened to Me\What about me? response:	What about me?
context: Not for him, but for yourselves.\Gym Teacher's Office\I'm glad it all worked out, Shota.\Thanks, Ryu.\I didn't do anything.\You listened to Me\What about me?\What about me? response:	No matter how you look at it, I'm definitely the MVP of this whole thing.
context: Gym Teacher's Office\I'm glad it all worked out, Shota.\Thanks, Ryu.\I didn't do anything.\You listened to Me\What about me?\What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing. response:	Right, let's hear it! Thank you very much!
context: I'm glad it all worked out, Shota.\Thanks, Ryu.\I didn't do anything.\You listened to Me\What about me?\What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much! response:	Thank you very much.
context: Thanks, Ryu.\I didn't do anything.\You listened to Me\What about me?\What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much!\Thank you very much. response:	Despite whatever else, there were times when your words made me rethink things.
context: I didn't do anything.\You listened to Me\What about me?\What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much!\Thank you very much.\Despite whatever else, there were times when your words made me rethink things. response:	Thank you.
context: You listened to Me\What about me?\What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much!\Thank you very much.\Despite whatever else, there were times when your words made me rethink things.\Thank you. response:	Exactly!
context: What about me?\What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much!\Thank you very much.\Despite whatever else, there were times when your words made me rethink things.\Thank you.\Exactly! response:	I even gave Kuronuma advice when you weren't looking.
context: What about me?\No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much!\Thank you very much.\Despite whatever else, there were times when your words made me rethink things.\Thank you.\Exactly!\I even gave Kuronuma advice when you weren't looking. response:	What did you do?!
context: No matter how you look at it, I'm definitely the MVP of this whole thing.\Right, let's hear it! Thank you very much!\Thank you very much.\Despite whatever else, there were times when your words made me rethink things.\Thank you.\Exactly!\I even gave Kuronuma advice when you weren't looking.\What did you do?! response:	Stop telling her things!
context: Right, let's hear it! Thank you very much!\Thank you very much.\Despite whatever else, there were times when your words made me rethink things.\Thank you.\Exactly!\I even gave Kuronuma advice when you weren't looking.\What did you do?!\Stop telling her things! response:	This is really important to me. I want to make it work.
context: Thank you very much.\Despite whatever else, there were times when your words made me rethink things.\Thank you.\Exactly!\I even gave Kuronuma advice when you weren't looking.\What did you do?!\Stop telling her things!\This is really important to me. I want to make it work. response:	So glad you were able to make such a wimpy little confession.
context: Despite whatever else, there were times when your words made me rethink things.\Thank you.\Exactly!\I even gave Kuronuma advice when you weren't looking.\What did you do?!\Stop telling her things!\This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession. response:	Are you even listening to me?
context: Thank you.\Exactly!\I even gave Kuronuma advice when you weren't looking.\What did you do?!\Stop telling her things!\This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession.\Are you even listening to me? response:	Kiddo, in love, only the first to confess gets to fight to become a girl's true love.
context: Exactly!\I even gave Kuronuma advice when you weren't looking.\What did you do?!\Stop telling her things!\This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession.\Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love. response:	The second, third, and on don't even have the right to compete.
context: I even gave Kuronuma advice when you weren't looking.\What did you do?!\Stop telling her things!\This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession.\Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete. response:	So fight your hardest if Kuronuma's true love ever appears.
context: What did you do?!\Stop telling her things!\This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession.\Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears. response:	What do you mean by that?!
context: Stop telling her things!\This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession.\Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?! response:	Do your best, Shota.
context: This is really important to me. I want to make it work.\So glad you were able to make such a wimpy little confession.\Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?!\Do your best, Shota. response:	What is it?
context: So glad you were able to make such a wimpy little confession.\Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?!\Do your best, Shota.\What is it? response:	I confessed to Kazehaya.
context: Are you even listening to me?\Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?!\Do your best, Shota.\What is it?\I confessed to Kazehaya. response:	We're dating now.
context: Kiddo, in love, only the first to confess gets to fight to become a girl's true love.\The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?!\Do your best, Shota.\What is it?\I confessed to Kazehaya.\We're dating now. response:	What, did you come to brag?
context: The second, third, and on don't even have the right to compete.\So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?!\Do your best, Shota.\What is it?\I confessed to Kazehaya.\We're dating now.\What, did you come to brag? response:	I'm sure if our positions were switched, you would have come to tell me.
context: So fight your hardest if Kuronuma's true love ever appears.\What do you mean by that?!\Do your best, Shota.\What is it?\I confessed to Kazehaya.\We're dating now.\What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me. response:	I told you, didn't I?
context: What do you mean by that?!\Do your best, Shota.\What is it?\I confessed to Kazehaya.\We're dating now.\What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I? response:	That I wouldn't congratulate you or anything.
context: Do your best, Shota.\What is it?\I confessed to Kazehaya.\We're dating now.\What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I?\That I wouldn't congratulate you or anything. response:	I'm sure you would have.
context: What is it?\I confessed to Kazehaya.\We're dating now.\What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I?\That I wouldn't congratulate you or anything.\I'm sure you would have. response:	Anything else?
context: I confessed to Kazehaya.\We're dating now.\What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I?\That I wouldn't congratulate you or anything.\I'm sure you would have.\Anything else? response:	No.
context: We're dating now.\What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I?\That I wouldn't congratulate you or anything.\I'm sure you would have.\Anything else?\No. response:	I just wanted to tell you.
context: What, did you come to brag?\I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I?\That I wouldn't congratulate you or anything.\I'm sure you would have.\Anything else?\No.\I just wanted to tell you. response:	Sawako.
context: I'm sure if our positions were switched, you would have come to tell me.\I told you, didn't I?\That I wouldn't congratulate you or anything.\I'm sure you would have.\Anything else?\No.\I just wanted to tell you.\Sawako. response:	I told you that I clearly told Kazehaya how I felt about him.
context: I told you, didn't I?\That I wouldn't congratulate you or anything.\I'm sure you would have.\Anything else?\No.\I just wanted to tell you.\Sawako.\I told you that I clearly told Kazehaya how I felt about him. response:	I was only able to do that because of you.
context: That I wouldn't congratulate you or anything.\I'm sure you would have.\Anything else?\No.\I just wanted to tell you.\Sawako.\I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you. response:	If you weren't there, there's no way I would've ever been able to tell him.
