context: Caviar and foie gras, truffles, lobster and shark fin spring rolls, response:	fried sea urchin and filet mignon...
context: What's with you today?!\What's got you so worked up?\I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and...\And then you... um...\Yesterday? When you drowned?\When she drowned...\Oh, right. Is that what you meant? response:	Yeah, you get it now?
context: What's got you so worked up?\I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and...\And then you... um...\Yesterday? When you drowned?\When she drowned...\Oh, right. Is that what you meant?\Yeah, you get it now? response:	I heard... that you dove right in to rescue me.
context: I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and...\And then you... um...\Yesterday? When you drowned?\When she drowned...\Oh, right. Is that what you meant?\Yeah, you get it now?\I heard... that you dove right in to rescue me. response:	So I guess... sometimes you're actually more of a man than I thought.
context: Remember? I almost drowned in the pool, and...\And then you... um...\Yesterday? When you drowned?\When she drowned...\Oh, right. Is that what you meant?\Yeah, you get it now?\I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought. response:	I mean, you were pretty bold, and all...
context: And then you... um...\Yesterday? When you drowned?\When she drowned...\Oh, right. Is that what you meant?\Yeah, you get it now?\I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all... response:	Bold?!
context: Yesterday? When you drowned?\When she drowned...\Oh, right. Is that what you meant?\Yeah, you get it now?\I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all...\Bold?! response:	What does she mean, I'm bold? But then again...
context: When she drowned...\Oh, right. Is that what you meant?\Yeah, you get it now?\I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all...\Bold?!\What does she mean, I'm bold? But then again... response:	I guess that also means she doesn't completely resent me for it.
context: Oh, right. Is that what you meant?\Yeah, you get it now?\I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all...\Bold?!\What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it. response:	Wait. No, no. That couldn't possibly be true.
context: Yeah, you get it now?\I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all...\Bold?!\What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true. response:	Don't be ridiculous. I was really worried there, you know?
context: I heard... that you dove right in to rescue me.\So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all...\Bold?!\What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know? response:	Thinking that you could have stopped breathing...
context: So I guess... sometimes you're actually more of a man than I thought.\I mean, you were pretty bold, and all...\Bold?!\What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing... response:	What?
context: I mean, you were pretty bold, and all...\Bold?!\What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing...\What? response:	Huh? What's he talking about?
context: Bold?!\What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing...\What?\Huh? What's he talking about? response:	Was he really that worried about me?
context: What does she mean, I'm bold? But then again...\I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing...\What?\Huh? What's he talking about?\Was he really that worried about me? response:	But hey, wasn't that a first for you, too?
context: I guess that also means she doesn't completely resent me for it.\Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing...\What?\Huh? What's he talking about?\Was he really that worried about me?\But hey, wasn't that a first for you, too? response:	What?
context: Wait. No, no. That couldn't possibly be true.\Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing...\What?\Huh? What's he talking about?\Was he really that worried about me?\But hey, wasn't that a first for you, too?\What? response:	Does he mean being saved from drowning?
context: Don't be ridiculous. I was really worried there, you know?\Thinking that you could have stopped breathing...\What?\Huh? What's he talking about?\Was he really that worried about me?\But hey, wasn't that a first for you, too?\What?\Does he mean being saved from drowning? response:	Well, of course... Yeah, it was kind of scary,
context: Thinking that you could have stopped breathing...\What?\Huh? What's he talking about?\Was he really that worried about me?\But hey, wasn't that a first for you, too?\What?\Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary, response:	but I guess I was glad in the end.
context: What?\Huh? What's he talking about?\Was he really that worried about me?\But hey, wasn't that a first for you, too?\What?\Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end. response:	She was glad?
context: Huh? What's he talking about?\Was he really that worried about me?\But hey, wasn't that a first for you, too?\What?\Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end.\She was glad? response:	Hey, hey, what's up with you?
context: Was he really that worried about me?\But hey, wasn't that a first for you, too?\What?\Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end.\She was glad?\Hey, hey, what's up with you? response:	Uh... No, wait. Were you really okay with it being me?
context: But hey, wasn't that a first for you, too?\What?\Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end.\She was glad?\Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me? response:	As, you know... the one who...
context: What?\Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end.\She was glad?\Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me?\As, you know... the one who... response:	Well yeah, of course!
context: Does he mean being saved from drowning?\Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end.\She was glad?\Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me?\As, you know... the one who...\Well yeah, of course! response:	I really couldn't care less who saved me.
context: Well, of course... Yeah, it was kind of scary,\but I guess I was glad in the end.\She was glad?\Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me?\As, you know... the one who...\Well yeah, of course!\I really couldn't care less who saved me. response:	Huh, what?!
context: but I guess I was glad in the end.\She was glad?\Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me?\As, you know... the one who...\Well yeah, of course!\I really couldn't care less who saved me.\Huh, what?! response:	Seriously?
context: She was glad?\Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me?\As, you know... the one who...\Well yeah, of course!\I really couldn't care less who saved me.\Huh, what?!\Seriously? response:	S-Since when has she felt that way about me?!
context: Hey, hey, what's up with you?\Uh... No, wait. Were you really okay with it being me?\As, you know... the one who...\Well yeah, of course!\I really couldn't care less who saved me.\Huh, what?!\Seriously?\S-Since when has she felt that way about me?! response:	Wait, why am I getting so nervous?
context: Uh... No, wait. Were you really okay with it being me?\As, you know... the one who...\Well yeah, of course!\I really couldn't care less who saved me.\Huh, what?!\Seriously?\S-Since when has she felt that way about me?!\Wait, why am I getting so nervous? response:	I'm supposed to have feelings for Onodera!
context: As, you know... the one who...\Well yeah, of course!\I really couldn't care less who saved me.\Huh, what?!\Seriously?\S-Since when has she felt that way about me?!\Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera! response:	B-But, with all those people there, it was kind of embarrassing.
context: Well yeah, of course!\I really couldn't care less who saved me.\Huh, what?!\Seriously?\S-Since when has she felt that way about me?!\Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing. response:	What are you saying? You did a good deed!
context: I really couldn't care less who saved me.\Huh, what?!\Seriously?\S-Since when has she felt that way about me?!\Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed! response:	Huh? So she's proud of it?
context: Huh, what?!\Seriously?\S-Since when has she felt that way about me?!\Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed!\Huh? So she's proud of it? response:	You're more venturous than I'd given you credit for.
context: Seriously?\S-Since when has she felt that way about me?!\Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed!\Huh? So she's proud of it?\You're more venturous than I'd given you credit for. response:	Huh?
context: S-Since when has she felt that way about me?!\Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed!\Huh? So she's proud of it?\You're more venturous than I'd given you credit for.\Huh? response:	But really, I know it was for CPR, but a kiss is a kiss.
context: Wait, why am I getting so nervous?\I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed!\Huh? So she's proud of it?\You're more venturous than I'd given you credit for.\Huh?\But really, I know it was for CPR, but a kiss is a kiss. response:	Surely it would've been better for your first time to have been a bit more romantic.
context: I'm supposed to have feelings for Onodera!\B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed!\Huh? So she's proud of it?\You're more venturous than I'd given you credit for.\Huh?\But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic. response:	Huh? CPR?
context: B-But, with all those people there, it was kind of embarrassing.\What are you saying? You did a good deed!\Huh? So she's proud of it?\You're more venturous than I'd given you credit for.\Huh?\But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR? response:	What are you going on about now?
context: What are you saying? You did a good deed!\Huh? So she's proud of it?\You're more venturous than I'd given you credit for.\Huh?\But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR?\What are you going on about now? response:	Huh?
context: Huh? So she's proud of it?\You're more venturous than I'd given you credit for.\Huh?\But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR?\What are you going on about now?\Huh? response:	CPR?
context: You're more venturous than I'd given you credit for.\Huh?\But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR?\What are you going on about now?\Huh?\CPR? response:	What were you thinking, you perverted bean sprout?!
context: Huh?\But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR?\What are you going on about now?\Huh?\CPR?\What were you thinking, you perverted bean sprout?! response:	What the hell?!
context: But really, I know it was for CPR, but a kiss is a kiss.\Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR?\What are you going on about now?\Huh?\CPR?\What were you thinking, you perverted bean sprout?!\What the hell?! response:	That's it, I've had enough! Totally impossible!
context: Surely it would've been better for your first time to have been a bit more romantic.\Huh? CPR?\What are you going on about now?\Huh?\CPR?\What were you thinking, you perverted bean sprout?!\What the hell?!\That's it, I've had enough! Totally impossible! response:	I have no reason to thank the biggest moron of the century for anything!
context: Huh? CPR?\What are you going on about now?\Huh?\CPR?\What were you thinking, you perverted bean sprout?!\What the hell?!\That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything! response:	Seriously, what was he thinking? That idiot!
context: What are you going on about now?\Huh?\CPR?\What were you thinking, you perverted bean sprout?!\What the hell?!\That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot! response:	He really pisses me off! Can he die already?!
context: Huh?\CPR?\What were you thinking, you perverted bean sprout?!\What the hell?!\That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?! response:	Chitoge-chan, just calm down.
context: CPR?\What were you thinking, you perverted bean sprout?!\What the hell?!\That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?!\Chitoge-chan, just calm down. response:	Jeez... Honestly, do these two actually get along or not?
context: What were you thinking, you perverted bean sprout?!\What the hell?!\That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?!\Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not? response:	Hey, Chitoge-chan, there's something that's been on my mind lately.
context: What the hell?!\That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?!\Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately. response:	Would you hear me out?
context: That's it, I've had enough! Totally impossible!\I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?!\Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out? response:	Wh-What is it?
context: I have no reason to thank the biggest moron of the century for anything!\Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?!\Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out?\Wh-What is it? response:	Are you and Ichijou-kun really going out?
context: Seriously, what was he thinking? That idiot!\He really pisses me off! Can he die already?!\Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out?\Wh-What is it?\Are you and Ichijou-kun really going out? response:	R-Ruri-chan...
context: He really pisses me off! Can he die already?!\Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out?\Wh-What is it?\Are you and Ichijou-kun really going out?\R-Ruri-chan... response:	What?
context: Chitoge-chan, just calm down.\Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out?\Wh-What is it?\Are you and Ichijou-kun really going out?\R-Ruri-chan...\What? response:	Well, yeah... Oh...
context: Jeez... Honestly, do these two actually get along or not?\Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out?\Wh-What is it?\Are you and Ichijou-kun really going out?\R-Ruri-chan...\What?\Well, yeah... Oh... response:	But, you know. If you have a close friend
context: Hey, Chitoge-chan, there's something that's been on my mind lately.\Would you hear me out?\Wh-What is it?\Are you and Ichijou-kun really going out?\R-Ruri-chan...\What?\Well, yeah... Oh...\But, you know. If you have a close friend response:	who can keep a secret, why not tell them?
context: Would you hear me out?\Wh-What is it?\Are you and Ichijou-kun really going out?\R-Ruri-chan...\What?\Well, yeah... Oh...\But, you know. If you have a close friend\who can keep a secret, why not tell them? response:	Actually...
context: Wh-What is it?\Are you and Ichijou-kun really going out?\R-Ruri-chan...\What?\Well, yeah... Oh...\But, you know. If you have a close friend\who can keep a secret, why not tell them?\Actually... response:	What? You're not dating?
context: Are you and Ichijou-kun really going out?\R-Ruri-chan...\What?\Well, yeah... Oh...\But, you know. If you have a close friend\who can keep a secret, why not tell them?\Actually...\What? You're not dating? response:	Pretty much.
context: R-Ruri-chan...\What?\Well, yeah... Oh...\But, you know. If you have a close friend\who can keep a secret, why not tell them?\Actually...\What? You're not dating?\Pretty much. response:	Thanks to the unique relationship and circumstances our parents are in,
context: What?\Well, yeah... Oh...\But, you know. If you have a close friend\who can keep a secret, why not tell them?\Actually...\What? You're not dating?\Pretty much.\Thanks to the unique relationship and circumstances our parents are in, response:	we're being forced to pretend that we're dating.
context: Well, yeah... Oh...\But, you know. If you have a close friend\who can keep a secret, why not tell them?\Actually...\What? You're not dating?\Pretty much.\Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating. response:	Then, you and Ichijou-kun...
context: But, you know. If you have a close friend\who can keep a secret, why not tell them?\Actually...\What? You're not dating?\Pretty much.\Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating.\Then, you and Ichijou-kun... response:	Me? Date him? Screw that!
context: who can keep a secret, why not tell them?\Actually...\What? You're not dating?\Pretty much.\Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating.\Then, you and Ichijou-kun...\Me? Date him? Screw that! response:	Our circumstances aside, who'd ever give him the time of day?
context: Actually...\What? You're not dating?\Pretty much.\Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating.\Then, you and Ichijou-kun...\Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day? response:	Okay then, Chitoge-chan.
context: What? You're not dating?\Pretty much.\Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating.\Then, you and Ichijou-kun...\Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan. response:	Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?
context: Pretty much.\Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating.\Then, you and Ichijou-kun...\Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then? response:	Oh please, I'd hand him over on a silver platter with a ribbon on top!
context: Thanks to the unique relationship and circumstances our parents are in,\we're being forced to pretend that we're dating.\Then, you and Ichijou-kun...\Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top! response:	Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!
context: we're being forced to pretend that we're dating.\Then, you and Ichijou-kun...\Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists! response:	Oh, but promise me you won't spread this to anyone, okay?
context: Then, you and Ichijou-kun...\Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay? response:	S-Sure, won't tell anyone!
context: Me? Date him? Screw that!\Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone! response:	Roger!
context: Our circumstances aside, who'd ever give him the time of day?\Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone!\Roger! response:	Otherwise, the entire city could be decimated.
context: Okay then, Chitoge-chan.\Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone!\Roger!\Otherwise, the entire city could be decimated. response:	Just what kind of family do you come from, Chitoge-chan?
context: Let's say that if at some point, someone who actually does like Ichijou-kun shows up, what then?\Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone!\Roger!\Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan? response:	An ordinary family!
context: Oh please, I'd hand him over on a silver platter with a ribbon on top!\Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone!\Roger!\Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan?\An ordinary family! response:	I have to go check up on the animals now, so I'll see you later!
context: Though, that's if anyone benevolent enough to fall for that spineless bean sprout even exists!\Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone!\Roger!\Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan?\An ordinary family!\I have to go check up on the animals now, so I'll see you later! response:	Anyway, there you have it. You both give me your word, right?
context: Oh, but promise me you won't spread this to anyone, okay?\S-Sure, won't tell anyone!\Roger!\Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan?\An ordinary family!\I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right? response:	S-Sure thing!
context: S-Sure, won't tell anyone!\Roger!\Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan?\An ordinary family!\I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right?\S-Sure thing! response:	Bye-bye!
context: Roger!\Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan?\An ordinary family!\I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right?\S-Sure thing!\Bye-bye! response:	With a ribbon on top, she said.
context: Otherwise, the entire city could be decimated.\Just what kind of family do you come from, Chitoge-chan?\An ordinary family!\I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right?\S-Sure thing!\Bye-bye!\With a ribbon on top, she said. response:	So what are you going to do now?
context: Just what kind of family do you come from, Chitoge-chan?\An ordinary family!\I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right?\S-Sure thing!\Bye-bye!\With a ribbon on top, she said.\So what are you going to do now? response:	Shouldn't you just ask him out?
context: An ordinary family!\I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right?\S-Sure thing!\Bye-bye!\With a ribbon on top, she said.\So what are you going to do now?\Shouldn't you just ask him out? response:	Huh?
context: I have to go check up on the animals now, so I'll see you later!\Anyway, there you have it. You both give me your word, right?\S-Sure thing!\Bye-bye!\With a ribbon on top, she said.\So what are you going to do now?\Shouldn't you just ask him out?\Huh? response:	N-No, I couldn't...
context: Anyway, there you have it. You both give me your word, right?\S-Sure thing!\Bye-bye!\With a ribbon on top, she said.\So what are you going to do now?\Shouldn't you just ask him out?\Huh?\N-No, I couldn't... response:	Just out of the blue? No way...
context: S-Sure thing!\Bye-bye!\With a ribbon on top, she said.\So what are you going to do now?\Shouldn't you just ask him out?\Huh?\N-No, I couldn't...\Just out of the blue? No way... response:	If you're gonna be like that, then surely next time,
context: Bye-bye!\With a ribbon on top, she said.\So what are you going to do now?\Shouldn't you just ask him out?\Huh?\N-No, I couldn't...\Just out of the blue? No way...\If you're gonna be like that, then surely next time, response:	somebody else could come along and take him, you know?
context: With a ribbon on top, she said.\So what are you going to do now?\Shouldn't you just ask him out?\Huh?\N-No, I couldn't...\Just out of the blue? No way...\If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know? response:	Yeah.
context: So what are you going to do now?\Shouldn't you just ask him out?\Huh?\N-No, I couldn't...\Just out of the blue? No way...\If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know?\Yeah. response:	I know.
context: Shouldn't you just ask him out?\Huh?\N-No, I couldn't...\Just out of the blue? No way...\If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know?\Yeah.\I know. response:	You're absolutely right.
context: Huh?\N-No, I couldn't...\Just out of the blue? No way...\If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know?\Yeah.\I know.\You're absolutely right. response:	But this is as good a chance as I'll ever have, right?
context: N-No, I couldn't...\Just out of the blue? No way...\If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know?\Yeah.\I know.\You're absolutely right.\But this is as good a chance as I'll ever have, right? response:	I don't want to keep feeling this way.
context: Just out of the blue? No way...\If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know?\Yeah.\I know.\You're absolutely right.\But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way. response:	Kosaki...
context: If you're gonna be like that, then surely next time,\somebody else could come along and take him, you know?\Yeah.\I know.\You're absolutely right.\But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way.\Kosaki... response:	I'm gonna go for it, Ruri-chan.
context: somebody else could come along and take him, you know?\Yeah.\I know.\You're absolutely right.\But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way.\Kosaki...\I'm gonna go for it, Ruri-chan. response:	I'm... going to tell him how I feel!
context: Yeah.\I know.\You're absolutely right.\But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way.\Kosaki...\I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel! response:	H-How... How do I do it?
context: I know.\You're absolutely right.\But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way.\Kosaki...\I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel!\H-How... How do I do it? response:	Just thinking about it makes me blush.
context: You're absolutely right.\But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way.\Kosaki...\I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel!\H-How... How do I do it?\Just thinking about it makes me blush. response:	Wow, you...
context: But this is as good a chance as I'll ever have, right?\I don't want to keep feeling this way.\Kosaki...\I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel!\H-How... How do I do it?\Just thinking about it makes me blush.\Wow, you... response:	Grow a spine, will you?
context: I don't want to keep feeling this way.\Kosaki...\I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel!\H-How... How do I do it?\Just thinking about it makes me blush.\Wow, you...\Grow a spine, will you? response:	Didn't you just decide to go for it?
context: Kosaki...\I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel!\H-How... How do I do it?\Just thinking about it makes me blush.\Wow, you...\Grow a spine, will you?\Didn't you just decide to go for it? response:	But...
context: I'm gonna go for it, Ruri-chan.\I'm... going to tell him how I feel!\H-How... How do I do it?\Just thinking about it makes me blush.\Wow, you...\Grow a spine, will you?\Didn't you just decide to go for it?\But... response:	Seriously, what was her problem this afternoon?
context: I'm... going to tell him how I feel!\H-How... How do I do it?\Just thinking about it makes me blush.\Wow, you...\Grow a spine, will you?\Didn't you just decide to go for it?\But...\Seriously, what was her problem this afternoon? response:	I don't understand women at all.
context: H-How... How do I do it?\Just thinking about it makes me blush.\Wow, you...\Grow a spine, will you?\Didn't you just decide to go for it?\But...\Seriously, what was her problem this afternoon?\I don't understand women at all. response:	Like seriously, is there any way to get her not to deck people at the drop of a hat?
context: Just thinking about it makes me blush.\Wow, you...\Grow a spine, will you?\Didn't you just decide to go for it?\But...\Seriously, what was her problem this afternoon?\I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat? response:	My pendant's getting thrashed thanks to her.
context: Wow, you...\Grow a spine, will you?\Didn't you just decide to go for it?\But...\Seriously, what was her problem this afternoon?\I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her. response:	Maybe I should put a new chain on it or something.
