context: Where are they taking us? response:	Sorry, Vivian.
context: It was supposed to bring light to the world.\Instead, it was immediately used for war.\Pollution, ethnic cleansing, poverty...\None of these problems were solved before human society collapsed.\Some humans became disillusioned and set out to find new land.\I've heard something similar.\The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth. response:	We would rebuild our own bodies and adapt to the environment.
context: Instead, it was immediately used for war.\Pollution, ethnic cleansing, poverty...\None of these problems were solved before human society collapsed.\Some humans became disillusioned and set out to find new land.\I've heard something similar.\The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth.\We would rebuild our own bodies and adapt to the environment. response:	Rebuild?
context: Pollution, ethnic cleansing, poverty...\None of these problems were solved before human society collapsed.\Some humans became disillusioned and set out to find new land.\I've heard something similar.\The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth.\We would rebuild our own bodies and adapt to the environment.\Rebuild? response:	Yes, we rebuilt our entire ecological system through genetic modification.
context: None of these problems were solved before human society collapsed.\Some humans became disillusioned and set out to find new land.\I've heard something similar.\The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth.\We would rebuild our own bodies and adapt to the environment.\Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification. response:	What is this place?
context: Some humans became disillusioned and set out to find new land.\I've heard something similar.\The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth.\We would rebuild our own bodies and adapt to the environment.\Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification.\What is this place? response:	Aura was here.
context: I've heard something similar.\The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth.\We would rebuild our own bodies and adapt to the environment.\Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification.\What is this place?\Aura was here. response:	Aura?
context: The remainder of humanity made a decision that would allow us to to survive\on the tarnished earth.\We would rebuild our own bodies and adapt to the environment.\Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification.\What is this place?\Aura was here.\Aura? response:	Aura.
context: on the tarnished earth.\We would rebuild our own bodies and adapt to the environment.\Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification.\What is this place?\Aura was here.\Aura?\Aura. response:	The great progenitor who first adapted
context: We would rebuild our own bodies and adapt to the environment.\Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification.\What is this place?\Aura was here.\Aura?\Aura.\The great progenitor who first adapted response:	his own flesh to this polluted world.
context: Rebuild?\Yes, we rebuilt our entire ecological system through genetic modification.\What is this place?\Aura was here.\Aura?\Aura.\The great progenitor who first adapted\his own flesh to this polluted world. response:	In your terms, the first DRAGON.
context: Yes, we rebuilt our entire ecological system through genetic modification.\What is this place?\Aura was here.\Aura?\Aura.\The great progenitor who first adapted\his own flesh to this polluted world.\In your terms, the first DRAGON. response:	We accepted our sinful history
context: What is this place?\Aura was here.\Aura?\Aura.\The great progenitor who first adapted\his own flesh to this polluted world.\In your terms, the first DRAGON.\We accepted our sinful history response:	and chose to live for cleansing and redemption...
context: Aura was here.\Aura?\Aura.\The great progenitor who first adapted\his own flesh to this polluted world.\In your terms, the first DRAGON.\We accepted our sinful history\and chose to live for cleansing and redemption... response:	The men transformed into massive DRAGONs
context: Aura?\Aura.\The great progenitor who first adapted\his own flesh to this polluted world.\In your terms, the first DRAGON.\We accepted our sinful history\and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs response:	and devoted themselves to the cleansing of the world.
context: Aura.\The great progenitor who first adapted\his own flesh to this polluted world.\In your terms, the first DRAGON.\We accepted our sinful history\and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world. response:	Cleansing?
context: The great progenitor who first adapted\his own flesh to this polluted world.\In your terms, the first DRAGON.\We accepted our sinful history\and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world.\Cleansing? response:	They ingest Dracunium and convert it into stable crystals within their own bodies.
context: his own flesh to this polluted world.\In your terms, the first DRAGON.\We accepted our sinful history\and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world.\Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies. response:	The women, at times, transform to work alongside the men.
context: In your terms, the first DRAGON.\We accepted our sinful history\and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world.\Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men. response:	And when the time comes, they bear and raise children.
context: We accepted our sinful history\and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world.\Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children. response:	We began down the road of cleansing and recovery alongside Aura.
context: and chose to live for cleansing and redemption...\The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world.\Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura. response:	But...
context: The men transformed into massive DRAGONs\and devoted themselves to the cleansing of the world.\Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura.\But... response:	Aura is no longer here.
context: and devoted themselves to the cleansing of the world.\Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura.\But...\Aura is no longer here. response:	Why not?
context: Cleansing?\They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura.\But...\Aura is no longer here.\Why not? response:	He was taken.
context: They ingest Dracunium and convert it into stable crystals within their own bodies.\The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura.\But...\Aura is no longer here.\Why not?\He was taken. response:	The culprit is the one who discovered Dracunium, created Ragna-mails, and
context: The women, at times, transform to work alongside the men.\And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura.\But...\Aura is no longer here.\Why not?\He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and response:	destroyed the world before abandoning it.
context: And when the time comes, they bear and raise children.\We began down the road of cleansing and recovery alongside Aura.\But...\Aura is no longer here.\Why not?\He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it. response:	He's the villain behind it all,
context: We began down the road of cleansing and recovery alongside Aura.\But...\Aura is no longer here.\Why not?\He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it.\He's the villain behind it all, response:	Embryo.
context: But...\Aura is no longer here.\Why not?\He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it.\He's the villain behind it all,\Embryo. response:	Embryo?
context: Aura is no longer here.\Why not?\He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it.\He's the villain behind it all,\Embryo.\Embryo? response:	Do you know what power dominates your civilization?
context: Why not?\He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it.\He's the villain behind it all,\Embryo.\Embryo?\Do you know what power dominates your civilization? response:	The Light of Mana.
context: He was taken.\The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it.\He's the villain behind it all,\Embryo.\Embryo?\Do you know what power dominates your civilization?\The Light of Mana. response:	And its energy?
context: The culprit is the one who discovered Dracunium, created Ragna-mails, and\destroyed the world before abandoning it.\He's the villain behind it all,\Embryo.\Embryo?\Do you know what power dominates your civilization?\The Light of Mana.\And its energy? response:	The Light of Mana is created infinitely.
context: destroyed the world before abandoning it.\He's the villain behind it all,\Embryo.\Embryo?\Do you know what power dominates your civilization?\The Light of Mana.\And its energy?\The Light of Mana is created infinitely. response:	No...
context: He's the villain behind it all,\Embryo.\Embryo?\Do you know what power dominates your civilization?\The Light of Mana.\And its energy?\The Light of Mana is created infinitely.\No... response:	The Light of Mana.
context: Embryo.\Embryo?\Do you know what power dominates your civilization?\The Light of Mana.\And its energy?\The Light of Mana is created infinitely.\No...\The Light of Mana. response:	Utopia.
context: Embryo?\Do you know what power dominates your civilization?\The Light of Mana.\And its energy?\The Light of Mana is created infinitely.\No...\The Light of Mana.\Utopia. response:	A world of magic.
context: Do you know what power dominates your civilization?\The Light of Mana.\And its energy?\The Light of Mana is created infinitely.\No...\The Light of Mana.\Utopia.\A world of magic. response:	It is the Dracunium energy emanating from Aura that sustains all of that.
context: The Light of Mana.\And its energy?\The Light of Mana is created infinitely.\No...\The Light of Mana.\Utopia.\A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that. response:	But that energy is quickly depleted, and so must be replenished.
context: And its energy?\The Light of Mana is created infinitely.\No...\The Light of Mana.\Utopia.\A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished. response:	It became necessary to kill DRAGONs, extract their crystallized Dracunium,
context: The Light of Mana is created infinitely.\No...\The Light of Mana.\Utopia.\A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium, response:	and supply it to Aura.
context: No...\The Light of Mana.\Utopia.\A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura. response:	That is your war.
context: The Light of Mana.\Utopia.\A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura.\That is your war. response:	That is the truth of the war you've risked your lives fighting.
context: Utopia.\A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura.\That is your war.\That is the truth of the war you've risked your lives fighting. response:	Our people are killed in order to sustain your world's energy.
context: A world of magic.\It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura.\That is your war.\That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy. response:	Their hearts are torn out, and their crystallized Dracunium extracted.
context: It is the Dracunium energy emanating from Aura that sustains all of that.\But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura.\That is your war.\That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted. response:	So that's what that was...
context: But that energy is quickly depleted, and so must be replenished.\It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura.\That is your war.\That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was... response:	Do you understand?
context: It became necessary to kill DRAGONs, extract their crystallized Dracunium,\and supply it to Aura.\That is your war.\That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was...\Do you understand? response:	That is what I meant by a false Earth, false humans, and false battles.
context: and supply it to Aura.\That is your war.\That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was...\Do you understand?\That is what I meant by a false Earth, false humans, and false battles. response:	Will you still return to your false world?
context: That is your war.\That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was...\Do you understand?\That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world? response:	Of course.
context: That is the truth of the war you've risked your lives fighting.\Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was...\Do you understand?\That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world?\Of course. response:	Even if everything you say is true, that's still my world.
context: Our people are killed in order to sustain your world's energy.\Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was...\Do you understand?\That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world?\Of course.\Even if everything you say is true, that's still my world. response:	Then I must restrain you.
context: Their hearts are torn out, and their crystallized Dracunium extracted.\So that's what that was...\Do you understand?\That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world?\Of course.\Even if everything you say is true, that's still my world.\Then I must restrain you. response:	I cannot allow you to kill any more of my people.
context: So that's what that was...\Do you understand?\That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world?\Of course.\Even if everything you say is true, that's still my world.\Then I must restrain you.\I cannot allow you to kill any more of my people. response:	Just try it.
context: Do you understand?\That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world?\Of course.\Even if everything you say is true, that's still my world.\Then I must restrain you.\I cannot allow you to kill any more of my people.\Just try it. response:	I won't let you catch me so easily.
context: That is what I meant by a false Earth, false humans, and false battles.\Will you still return to your false world?\Of course.\Even if everything you say is true, that's still my world.\Then I must restrain you.\I cannot allow you to kill any more of my people.\Just try it.\I won't let you catch me so easily. response:	You're finally showing your true colors, you lizard bitch!
context: Will you still return to your false world?\Of course.\Even if everything you say is true, that's still my world.\Then I must restrain you.\I cannot allow you to kill any more of my people.\Just try it.\I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch! response:	I will not kill you.
context: Of course.\Even if everything you say is true, that's still my world.\Then I must restrain you.\I cannot allow you to kill any more of my people.\Just try it.\I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch!\I will not kill you. response:	We are unlike you barbaric, violent people.
context: Even if everything you say is true, that's still my world.\Then I must restrain you.\I cannot allow you to kill any more of my people.\Just try it.\I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch!\I will not kill you.\We are unlike you barbaric, violent people. response:	You wrecked Arzenal. Who are you to talk?
context: Then I must restrain you.\I cannot allow you to kill any more of my people.\Just try it.\I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch!\I will not kill you.\We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk? response:	That was an initialization test for the Ryushinki.
context: I cannot allow you to kill any more of my people.\Just try it.\I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch!\I will not kill you.\We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki. response:	You were a potential threat to Aura's liberation.
context: Just try it.\I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch!\I will not kill you.\We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation. response:	How many people do you think died for that?
context: I won't let you catch me so easily.\You're finally showing your true colors, you lizard bitch!\I will not kill you.\We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation.\How many people do you think died for that? response:	I will not ask for your forgiveness.
context: You're finally showing your true colors, you lizard bitch!\I will not kill you.\We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation.\How many people do you think died for that?\I will not ask for your forgiveness. response:	It was done to protect our world.
context: I will not kill you.\We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation.\How many people do you think died for that?\I will not ask for your forgiveness.\It was done to protect our world. response:	Wouldn't you have made the same choice in that situation...
context: We are unlike you barbaric, violent people.\You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation.\How many people do you think died for that?\I will not ask for your forgiveness.\It was done to protect our world.\Wouldn't you have made the same choice in that situation... response:	I've heard a lot about you.
context: You wrecked Arzenal. Who are you to talk?\That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation.\How many people do you think died for that?\I will not ask for your forgiveness.\It was done to protect our world.\Wouldn't you have made the same choice in that situation...\I've heard a lot about you. response:	From Lizardia.
context: That was an initialization test for the Ryushinki.\You were a potential threat to Aura's liberation.\How many people do you think died for that?\I will not ask for your forgiveness.\It was done to protect our world.\Wouldn't you have made the same choice in that situation...\I've heard a lot about you.\From Lizardia. response:	Would you recognize her if I used the name Riza Randog?
context: You were a potential threat to Aura's liberation.\How many people do you think died for that?\I will not ask for your forgiveness.\It was done to protect our world.\Wouldn't you have made the same choice in that situation...\I've heard a lot about you.\From Lizardia.\Would you recognize her if I used the name Riza Randog? response:	Riza.
context: How many people do you think died for that?\I will not ask for your forgiveness.\It was done to protect our world.\Wouldn't you have made the same choice in that situation...\I've heard a lot about you.\From Lizardia.\Would you recognize her if I used the name Riza Randog?\Riza. response:	She's one of yours?
context: I will not ask for your forgiveness.\It was done to protect our world.\Wouldn't you have made the same choice in that situation...\I've heard a lot about you.\From Lizardia.\Would you recognize her if I used the name Riza Randog?\Riza.\She's one of yours? response:	You think I'm stupid!
context: It was done to protect our world.\Wouldn't you have made the same choice in that situation...\I've heard a lot about you.\From Lizardia.\Would you recognize her if I used the name Riza Randog?\Riza.\She's one of yours?\You think I'm stupid! response:	You were simply unaware.
context: Wouldn't you have made the same choice in that situation...\I've heard a lot about you.\From Lizardia.\Would you recognize her if I used the name Riza Randog?\Riza.\She's one of yours?\You think I'm stupid!\You were simply unaware. response:	You think I'm stupid. Dammit!
context: I've heard a lot about you.\From Lizardia.\Would you recognize her if I used the name Riza Randog?\Riza.\She's one of yours?\You think I'm stupid!\You were simply unaware.\You think I'm stupid. Dammit! response:	I hate your eyes...
context: From Lizardia.\Would you recognize her if I used the name Riza Randog?\Riza.\She's one of yours?\You think I'm stupid!\You were simply unaware.\You think I'm stupid. Dammit!\I hate your eyes... response:	Huh? Sorry.
context: Would you recognize her if I used the name Riza Randog?\Riza.\She's one of yours?\You think I'm stupid!\You were simply unaware.\You think I'm stupid. Dammit!\I hate your eyes...\Huh? Sorry. response:	What happened?
context: Riza.\She's one of yours?\You think I'm stupid!\You were simply unaware.\You think I'm stupid. Dammit!\I hate your eyes...\Huh? Sorry.\What happened? response:	I got beaten up.
context: She's one of yours?\You think I'm stupid!\You were simply unaware.\You think I'm stupid. Dammit!\I hate your eyes...\Huh? Sorry.\What happened?\I got beaten up. response:	Yeah? By who?
context: You think I'm stupid!\You were simply unaware.\You think I'm stupid. Dammit!\I hate your eyes...\Huh? Sorry.\What happened?\I got beaten up.\Yeah? By who? response:	A savage, violent lizard woman.
context: You were simply unaware.\You think I'm stupid. Dammit!\I hate your eyes...\Huh? Sorry.\What happened?\I got beaten up.\Yeah? By who?\A savage, violent lizard woman. response:	Is that...
context: You think I'm stupid. Dammit!\I hate your eyes...\Huh? Sorry.\What happened?\I got beaten up.\Yeah? By who?\A savage, violent lizard woman.\Is that... response:	You scared me.
context: I hate your eyes...\Huh? Sorry.\What happened?\I got beaten up.\Yeah? By who?\A savage, violent lizard woman.\Is that...\You scared me. response:	Vivian.
context: Huh? Sorry.\What happened?\I got beaten up.\Yeah? By who?\A savage, violent lizard woman.\Is that...\You scared me.\Vivian. response:	Sup!
context: What happened?\I got beaten up.\Yeah? By who?\A savage, violent lizard woman.\Is that...\You scared me.\Vivian.\Sup! response:	Vivian, why are you human?
context: I got beaten up.\Yeah? By who?\A savage, violent lizard woman.\Is that...\You scared me.\Vivian.\Sup!\Vivian, why are you human? response:	Quiz time.
context: Yeah? By who?\A savage, violent lizard woman.\Is that...\You scared me.\Vivian.\Sup!\Vivian, why are you human?\Quiz time. response:	How did I get back to being human?
context: A savage, violent lizard woman.\Is that...\You scared me.\Vivian.\Sup!\Vivian, why are you human?\Quiz time.\How did I get back to being human? response:	Beep, too bad.
context: Is that...\You scared me.\Vivian.\Sup!\Vivian, why are you human?\Quiz time.\How did I get back to being human?\Beep, too bad. response:	The answer is...
context: You scared me.\Vivian.\Sup!\Vivian, why are you human?\Quiz time.\How did I get back to being human?\Beep, too bad.\The answer is... response:	Umm...
context: Vivian.\Sup!\Vivian, why are you human?\Quiz time.\How did I get back to being human?\Beep, too bad.\The answer is...\Umm... response:	What was it?
context: Sup!\Vivian, why are you human?\Quiz time.\How did I get back to being human?\Beep, too bad.\The answer is...\Umm...\What was it? response:	I adjusted your D-type gene regulatory factor.
context: Vivian, why are you human?\Quiz time.\How did I get back to being human?\Beep, too bad.\The answer is...\Umm...\What was it?\I adjusted your D-type gene regulatory factor. response:	You should be able to maintain your human form without medication now.
context: Quiz time.\How did I get back to being human?\Beep, too bad.\The answer is...\Umm...\What was it?\I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now. response:	There we go.
context: How did I get back to being human?\Beep, too bad.\The answer is...\Umm...\What was it?\I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now.\There we go. response:	Are you hurt anywhere?
context: Beep, too bad.\The answer is...\Umm...\What was it?\I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now.\There we go.\Are you hurt anywhere? response:	Not really.
context: The answer is...\Umm...\What was it?\I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now.\There we go.\Are you hurt anywhere?\Not really. response:	That's good.
context: Umm...\What was it?\I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now.\There we go.\Are you hurt anywhere?\Not really.\That's good. response:	Salamandinay-sama must have gone easy on you.
context: What was it?\I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now.\There we go.\Are you hurt anywhere?\Not really.\That's good.\Salamandinay-sama must have gone easy on you. response:	Gone easy?
context: I adjusted your D-type gene regulatory factor.\You should be able to maintain your human form without medication now.\There we go.\Are you hurt anywhere?\Not really.\That's good.\Salamandinay-sama must have gone easy on you.\Gone easy? response:	Tusk was so worried about you, Ange.
context: You should be able to maintain your human form without medication now.\There we go.\Are you hurt anywhere?\Not really.\That's good.\Salamandinay-sama must have gone easy on you.\Gone easy?\Tusk was so worried about you, Ange. response:	Tusk?
context: There we go.\Are you hurt anywhere?\Not really.\That's good.\Salamandinay-sama must have gone easy on you.\Gone easy?\Tusk was so worried about you, Ange.\Tusk? response:	Help me!
context: Are you hurt anywhere?\Not really.\That's good.\Salamandinay-sama must have gone easy on you.\Gone easy?\Tusk was so worried about you, Ange.\Tusk?\Help me! response:	Anything but that!
context: Not really.\That's good.\Salamandinay-sama must have gone easy on you.\Gone easy?\Tusk was so worried about you, Ange.\Tusk?\Help me!\Anything but that! response:	Stop!
context: That's good.\Salamandinay-sama must have gone easy on you.\Gone easy?\Tusk was so worried about you, Ange.\Tusk?\Help me!\Anything but that!\Stop! response:	Stop it!
context: Salamandinay-sama must have gone easy on you.\Gone easy?\Tusk was so worried about you, Ange.\Tusk?\Help me!\Anything but that!\Stop!\Stop it! response:	No! Not there!
context: Gone easy?\Tusk was so worried about you, Ange.\Tusk?\Help me!\Anything but that!\Stop!\Stop it!\No! Not there! response:	Tusk!
context: Tusk was so worried about you, Ange.\Tusk?\Help me!\Anything but that!\Stop!\Stop it!\No! Not there!\Tusk! response:	Let Tusk go!
context: Tusk?\Help me!\Anything but that!\Stop!\Stop it!\No! Not there!\Tusk!\Let Tusk go! response:	Ange!
context: Help me!\Anything but that!\Stop!\Stop it!\No! Not there!\Tusk!\Let Tusk go!\Ange! response:	Tusk, let's run!
context: Anything but that!\Stop!\Stop it!\No! Not there!\Tusk!\Let Tusk go!\Ange!\Tusk, let's run! response:	What is this?
context: Stop!\Stop it!\No! Not there!\Tusk!\Let Tusk go!\Ange!\Tusk, let's run!\What is this? response:	Why are you naked?
context: Stop it!\No! Not there!\Tusk!\Let Tusk go!\Ange!\Tusk, let's run!\What is this?\Why are you naked? response:	What's going on?
context: No! Not there!\Tusk!\Let Tusk go!\Ange!\Tusk, let's run!\What is this?\Why are you naked?\What's going on? response:	Great.
context: Tusk!\Let Tusk go!\Ange!\Tusk, let's run!\What is this?\Why are you naked?\What's going on?\Great. response:	It's not like that, Ange, it's...
context: Let Tusk go!\Ange!\Tusk, let's run!\What is this?\Why are you naked?\What's going on?\Great.\It's not like that, Ange, it's... response:	Thank you for your cooperation, Mr. Tusk.
context: Ange!\Tusk, let's run!\What is this?\Why are you naked?\What's going on?\Great.\It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk. response:	We don't get to see many fully mature humanoid males.
context: Tusk, let's run!\What is this?\Why are you naked?\What's going on?\Great.\It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males. response:	We've all learned a lot about sex.
context: What is this?\Why are you naked?\What's going on?\Great.\It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males.\We've all learned a lot about sex. response:	Cooperate? Sex education?
context: Why are you naked?\What's going on?\Great.\It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males.\We've all learned a lot about sex.\Cooperate? Sex education? response:	Yes.
context: What's going on?\Great.\It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males.\We've all learned a lot about sex.\Cooperate? Sex education?\Yes. response:	I see.
context: Great.\It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males.\We've all learned a lot about sex.\Cooperate? Sex education?\Yes.\I see. response:	I'm going through hell, and you're...
context: It's not like that, Ange, it's...\Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males.\We've all learned a lot about sex.\Cooperate? Sex education?\Yes.\I see.\I'm going through hell, and you're... response:	Wait, Ange, calm down!
context: Thank you for your cooperation, Mr. Tusk.\We don't get to see many fully mature humanoid males.\We've all learned a lot about sex.\Cooperate? Sex education?\Yes.\I see.\I'm going through hell, and you're...\Wait, Ange, calm down! response:	You animal!
context: We don't get to see many fully mature humanoid males.\We've all learned a lot about sex.\Cooperate? Sex education?\Yes.\I see.\I'm going through hell, and you're...\Wait, Ange, calm down!\You animal! response:	Stop, stop!
context: We've all learned a lot about sex.\Cooperate? Sex education?\Yes.\I see.\I'm going through hell, and you're...\Wait, Ange, calm down!\You animal!\Stop, stop! response:	Ange, have you calmed down now?
context: Cooperate? Sex education?\Yes.\I see.\I'm going through hell, and you're...\Wait, Ange, calm down!\You animal!\Stop, stop!\Ange, have you calmed down now? response:	I'm filthy now...
context: Yes.\I see.\I'm going through hell, and you're...\Wait, Ange, calm down!\You animal!\Stop, stop!\Ange, have you calmed down now?\I'm filthy now... response:	I guess he doesn't care
context: I see.\I'm going through hell, and you're...\Wait, Ange, calm down!\You animal!\Stop, stop!\Ange, have you calmed down now?\I'm filthy now...\I guess he doesn't care response:	if it's a lizard or whatever when he's pent up.
context: I'm going through hell, and you're...\Wait, Ange, calm down!\You animal!\Stop, stop!\Ange, have you calmed down now?\I'm filthy now...\I guess he doesn't care\if it's a lizard or whatever when he's pent up. response:	Stupid Tusk.
context: Wait, Ange, calm down!\You animal!\Stop, stop!\Ange, have you calmed down now?\I'm filthy now...\I guess he doesn't care\if it's a lizard or whatever when he's pent up.\Stupid Tusk. response:	You appear to be fine now.
context: You animal!\Stop, stop!\Ange, have you calmed down now?\I'm filthy now...\I guess he doesn't care\if it's a lizard or whatever when he's pent up.\Stupid Tusk.\You appear to be fine now. response:	Lamia, it's her.
context: Stop, stop!\Ange, have you calmed down now?\I'm filthy now...\I guess he doesn't care\if it's a lizard or whatever when he's pent up.\Stupid Tusk.\You appear to be fine now.\Lamia, it's her. response:	We've confirmed it by genetic testing.
