context: The strawberry glasses were still being sold at the 100 yen store. response:	But when I thought about how importantly Hachi treated them
context: to achieve your objectives.\Compared to marrying an ordinary girl who's only after your money,\you'll end up with a larger castle with a marriage of convenience to Reira.\CASTLE?! - Castle? - It fits.\I never knew you were\FROM THE EDO PERIOD? so ambitious.\I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you. response:	What's that supposed to mean?!
context: Compared to marrying an ordinary girl who's only after your money,\you'll end up with a larger castle with a marriage of convenience to Reira.\CASTLE?! - Castle? - It fits.\I never knew you were\FROM THE EDO PERIOD? so ambitious.\I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you.\What's that supposed to mean?! response:	Don't try to act like you are a good person!
context: you'll end up with a larger castle with a marriage of convenience to Reira.\CASTLE?! - Castle? - It fits.\I never knew you were\FROM THE EDO PERIOD? so ambitious.\I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you.\What's that supposed to mean?!\Don't try to act like you are a good person! response:	You're the man who abandoned your woman and friends!
context: CASTLE?! - Castle? - It fits.\I never knew you were\FROM THE EDO PERIOD? so ambitious.\I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you.\What's that supposed to mean?!\Don't try to act like you are a good person!\You're the man who abandoned your woman and friends! response:	You even sold your soul, all for your own success!
context: I never knew you were\FROM THE EDO PERIOD? so ambitious.\I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you.\What's that supposed to mean?!\Don't try to act like you are a good person!\You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success! response:	Although I'm the one who bought it.
context: FROM THE EDO PERIOD? so ambitious.\I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you.\What's that supposed to mean?!\Don't try to act like you are a good person!\You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success!\Although I'm the one who bought it. response:	My soul?
context: I'd never do such a thing. I'm just suggesting a way of living\for someone as greedy and brutal as you.\What's that supposed to mean?!\Don't try to act like you are a good person!\You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success!\Although I'm the one who bought it.\My soul? response:	You were a punk rocker to the core.
context: for someone as greedy and brutal as you.\What's that supposed to mean?!\Don't try to act like you are a good person!\You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success!\Although I'm the one who bought it.\My soul?\You were a punk rocker to the core. response:	You were coolest when you could play whatever you wanted in a small hut.
context: What's that supposed to mean?!\Don't try to act like you are a good person!\You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success!\Although I'm the one who bought it.\My soul?\You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut. response:	Although you still... are a pretty cool guy...
context: Don't try to act like you are a good person!\You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success!\Although I'm the one who bought it.\My soul?\You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy... response:	I wanna hear Ren Honjo's soul shout!
context: You're the man who abandoned your woman and friends!\You even sold your soul, all for your own success!\Although I'm the one who bought it.\My soul?\You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout! response:	But don't you think it's funny?
context: You even sold your soul, all for your own success!\Although I'm the one who bought it.\My soul?\You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout!\But don't you think it's funny? response:	The bigger the castle gets, the more confining it feels?
context: Although I'm the one who bought it.\My soul?\You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout!\But don't you think it's funny?\The bigger the castle gets, the more confining it feels? response:	Before I knew it, I had locked my cute little sister
context: My soul?\You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout!\But don't you think it's funny?\The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister response:	in the top of the high tower.
context: You were a punk rocker to the core.\You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout!\But don't you think it's funny?\The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister\in the top of the high tower. response:	Even though I can't love her.
context: You were coolest when you could play whatever you wanted in a small hut.\Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout!\But don't you think it's funny?\The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister\in the top of the high tower.\Even though I can't love her. response:	That's the greatest sin of my life.
context: Although you still... are a pretty cool guy...\I wanna hear Ren Honjo's soul shout!\But don't you think it's funny?\The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister\in the top of the high tower.\Even though I can't love her.\That's the greatest sin of my life. response:	But she only knows how to sing, and nothing else.
context: I wanna hear Ren Honjo's soul shout!\But don't you think it's funny?\The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister\in the top of the high tower.\Even though I can't love her.\That's the greatest sin of my life.\But she only knows how to sing, and nothing else. response:	And I can't turn back now.
context: But don't you think it's funny?\The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister\in the top of the high tower.\Even though I can't love her.\That's the greatest sin of my life.\But she only knows how to sing, and nothing else.\And I can't turn back now. response:	If only there were a prince who'd climb up that tower to hold her.
context: The bigger the castle gets, the more confining it feels?\Before I knew it, I had locked my cute little sister\in the top of the high tower.\Even though I can't love her.\That's the greatest sin of my life.\But she only knows how to sing, and nothing else.\And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her. response:	Turn off your phone at least when we're recording!
context: Before I knew it, I had locked my cute little sister\in the top of the high tower.\Even though I can't love her.\That's the greatest sin of my life.\But she only knows how to sing, and nothing else.\And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording! response:	AN ANIME SONG RINGTONE? But we're not recording.
context: in the top of the high tower.\Even though I can't love her.\That's the greatest sin of my life.\But she only knows how to sing, and nothing else.\And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording. response:	Yeah, but at least have it on silent.
context: Even though I can't love her.\That's the greatest sin of my life.\But she only knows how to sing, and nothing else.\And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent. response:	Hello, darling! No, that's okay.
context: That's the greatest sin of my life.\But she only knows how to sing, and nothing else.\And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent.\Hello, darling! No, that's okay. response:	The Lord is in a foul mood, so we're not getting any work done.
context: But she only knows how to sing, and nothing else.\And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent.\Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done. response:	He's right beside me.
context: And I can't turn back now.\If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent.\Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done.\He's right beside me. response:	Who is it?!
context: If only there were a prince who'd climb up that tower to hold her.\Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent.\Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done.\He's right beside me.\Who is it?! response:	The former prince. Though he's bald.
context: Turn off your phone at least when we're recording!\AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent.\Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done.\He's right beside me.\Who is it?!\The former prince. Though he's bald. response:	Um, excuse me. You're Takumi from Trapnest, right?
context: AN ANIME SONG RINGTONE? But we're not recording.\Yeah, but at least have it on silent.\Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done.\He's right beside me.\Who is it?!\The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right? response:	I'm a huge fan of yours! Can I shake your hand?
context: Yeah, but at least have it on silent.\Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done.\He's right beside me.\Who is it?!\The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand? response:	Thank you so much!
context: Hello, darling! No, that's okay.\The Lord is in a foul mood, so we're not getting any work done.\He's right beside me.\Who is it?!\The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand?\Thank you so much! response:	Who's that, Mommy? Someone who sings songs?
context: The Lord is in a foul mood, so we're not getting any work done.\He's right beside me.\Who is it?!\The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand?\Thank you so much!\Who's that, Mommy? Someone who sings songs? response:	Someone who plays instruments.
context: He's right beside me.\Who is it?!\The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand?\Thank you so much!\Who's that, Mommy? Someone who sings songs?\Someone who plays instruments. response:	Wasn't that great?
context: Who is it?!\The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand?\Thank you so much!\Who's that, Mommy? Someone who sings songs?\Someone who plays instruments.\Wasn't that great? response:	Sorry. Causing you trouble at a busy time for you.
context: The former prince. Though he's bald.\Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand?\Thank you so much!\Who's that, Mommy? Someone who sings songs?\Someone who plays instruments.\Wasn't that great?\Sorry. Causing you trouble at a busy time for you. response:	Reira will hate me again for doing this.
context: Um, excuse me. You're Takumi from Trapnest, right?\I'm a huge fan of yours! Can I shake your hand?\Thank you so much!\Who's that, Mommy? Someone who sings songs?\Someone who plays instruments.\Wasn't that great?\Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this. response:	But for her to say she's worthless unless she sings?
context: I'm a huge fan of yours! Can I shake your hand?\Thank you so much!\Who's that, Mommy? Someone who sings songs?\Someone who plays instruments.\Wasn't that great?\Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this.\But for her to say she's worthless unless she sings? response:	I didn't break up with her so I could hear her say such things.
context: Thank you so much!\Who's that, Mommy? Someone who sings songs?\Someone who plays instruments.\Wasn't that great?\Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this.\But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things. response:	Do something about it.
context: Who's that, Mommy? Someone who sings songs?\Someone who plays instruments.\Wasn't that great?\Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this.\But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things.\Do something about it. response:	If that's how you feel, then you do something about it.
context: Someone who plays instruments.\Wasn't that great?\Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this.\But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things.\Do something about it.\If that's how you feel, then you do something about it. response:	Being the hated one is my exclusive right.
context: Wasn't that great?\Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this.\But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things.\Do something about it.\If that's how you feel, then you do something about it.\Being the hated one is my exclusive right. response:	Yasu, you traitor!
context: Sorry. Causing you trouble at a busy time for you.\Reira will hate me again for doing this.\But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things.\Do something about it.\If that's how you feel, then you do something about it.\Being the hated one is my exclusive right.\Yasu, you traitor! response:	- That baldie! - Reira, please calm down!
context: Reira will hate me again for doing this.\But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things.\Do something about it.\If that's how you feel, then you do something about it.\Being the hated one is my exclusive right.\Yasu, you traitor!\- That baldie! - Reira, please calm down! response:	It's all right! I won't take you back!
context: But for her to say she's worthless unless she sings?\I didn't break up with her so I could hear her say such things.\Do something about it.\If that's how you feel, then you do something about it.\Being the hated one is my exclusive right.\Yasu, you traitor!\- That baldie! - Reira, please calm down!\It's all right! I won't take you back! response:	The recording has been postponed!
context: I didn't break up with her so I could hear her say such things.\Do something about it.\If that's how you feel, then you do something about it.\Being the hated one is my exclusive right.\Yasu, you traitor!\- That baldie! - Reira, please calm down!\It's all right! I won't take you back!\The recording has been postponed! response:	Takumi asked that you be given time off until you're ready to sing again.
context: Do something about it.\If that's how you feel, then you do something about it.\Being the hated one is my exclusive right.\Yasu, you traitor!\- That baldie! - Reira, please calm down!\It's all right! I won't take you back!\The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again. response:	He went and talked to the president about this himself.
context: If that's how you feel, then you do something about it.\Being the hated one is my exclusive right.\Yasu, you traitor!\- That baldie! - Reira, please calm down!\It's all right! I won't take you back!\The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself. response:	We'll have to rearrange the schedule, but at the very least,
context: Being the hated one is my exclusive right.\Yasu, you traitor!\- That baldie! - Reira, please calm down!\It's all right! I won't take you back!\The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least, response:	you will be able to take off this entire week
context: Yasu, you traitor!\- That baldie! - Reira, please calm down!\It's all right! I won't take you back!\The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week response:	that was set aside for recording.
context: - That baldie! - Reira, please calm down!\It's all right! I won't take you back!\The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week\that was set aside for recording. response:	Isn't that great? Takumi may say some harsh things,
context: It's all right! I won't take you back!\The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week\that was set aside for recording.\Isn't that great? Takumi may say some harsh things, response:	but he certainly thinks about you, Reira.
context: The recording has been postponed!\Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week\that was set aside for recording.\Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira. response:	You're wrong, Mari.
context: Takumi asked that you be given time off until you're ready to sing again.\He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week\that was set aside for recording.\Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira.\You're wrong, Mari. response:	Huh?
context: He went and talked to the president about this himself.\We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week\that was set aside for recording.\Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira.\You're wrong, Mari.\Huh? response:	Takumi has abandoned me.
context: We'll have to rearrange the schedule, but at the very least,\you will be able to take off this entire week\that was set aside for recording.\Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira.\You're wrong, Mari.\Huh?\Takumi has abandoned me. response:	He doesn't need a singer who runs away from her job!
context: you will be able to take off this entire week\that was set aside for recording.\Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira.\You're wrong, Mari.\Huh?\Takumi has abandoned me.\He doesn't need a singer who runs away from her job! response:	What are you saying?! I'm sure that's not true!
context: that was set aside for recording.\Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira.\You're wrong, Mari.\Huh?\Takumi has abandoned me.\He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true! response:	I'm sorry Mari.
context: Isn't that great? Takumi may say some harsh things,\but he certainly thinks about you, Reira.\You're wrong, Mari.\Huh?\Takumi has abandoned me.\He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true!\I'm sorry Mari. response:	I'll return to the studio right away, so let everyone know.
context: but he certainly thinks about you, Reira.\You're wrong, Mari.\Huh?\Takumi has abandoned me.\He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true!\I'm sorry Mari.\I'll return to the studio right away, so let everyone know. response:	But you couldn't possibly sing in this condition.
context: You're wrong, Mari.\Huh?\Takumi has abandoned me.\He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true!\I'm sorry Mari.\I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition. response:	Please! Don't take away my chance to sing!
context: Huh?\Takumi has abandoned me.\He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true!\I'm sorry Mari.\I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing! response:	Singing is all I've got.
context: Takumi has abandoned me.\He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true!\I'm sorry Mari.\I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing!\Singing is all I've got. response:	This restaurant pisses me off. Don't play Trapnest songs.
context: He doesn't need a singer who runs away from her job!\What are you saying?! I'm sure that's not true!\I'm sorry Mari.\I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing!\Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs. response:	Play some Enka!
context: What are you saying?! I'm sure that's not true!\I'm sorry Mari.\I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing!\Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka! response:	You're ruining our ramen noodles, old man!
context: I'm sorry Mari.\I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing!\Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka!\You're ruining our ramen noodles, old man! response:	I'm sorry! We'll eat quickly and leave.
context: I'll return to the studio right away, so let everyone know.\But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing!\Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka!\You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave. response:	It's only natural that the radio would play what's popular.
context: But you couldn't possibly sing in this condition.\Please! Don't take away my chance to sing!\Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka!\You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular. response:	Besides, it's a song Ren wrote. You should like it.
context: Please! Don't take away my chance to sing!\Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka!\You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it. response:	This isn't Ren's.
context: Singing is all I've got.\This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka!\You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it.\This isn't Ren's. response:	But more importantly, you need to see a doctor.
context: This restaurant pisses me off. Don't play Trapnest songs.\Play some Enka!\You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it.\This isn't Ren's.\But more importantly, you need to see a doctor. response:	A doctor?
context: Play some Enka!\You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it.\This isn't Ren's.\But more importantly, you need to see a doctor.\A doctor? response:	Memory loss isn't normal at all. I'll come with you.
context: You're ruining our ramen noodles, old man!\I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it.\This isn't Ren's.\But more importantly, you need to see a doctor.\A doctor?\Memory loss isn't normal at all. I'll come with you. response:	No way!
context: I'm sorry! We'll eat quickly and leave.\It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it.\This isn't Ren's.\But more importantly, you need to see a doctor.\A doctor?\Memory loss isn't normal at all. I'll come with you.\No way! response:	You know, you've been rude lately, telling me I'm strange.
context: It's only natural that the radio would play what's popular.\Besides, it's a song Ren wrote. You should like it.\This isn't Ren's.\But more importantly, you need to see a doctor.\A doctor?\Memory loss isn't normal at all. I'll come with you.\No way!\You know, you've been rude lately, telling me I'm strange. response:	But you were saying that yourself, too.
context: Besides, it's a song Ren wrote. You should like it.\This isn't Ren's.\But more importantly, you need to see a doctor.\A doctor?\Memory loss isn't normal at all. I'll come with you.\No way!\You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too. response:	You could have some kinda brain disease.
context: This isn't Ren's.\But more importantly, you need to see a doctor.\A doctor?\Memory loss isn't normal at all. I'll come with you.\No way!\You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too.\You could have some kinda brain disease. response:	You should get it checked.
context: But more importantly, you need to see a doctor.\A doctor?\Memory loss isn't normal at all. I'll come with you.\No way!\You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too.\You could have some kinda brain disease.\You should get it checked. response:	I'm fine. Darn. I shouldn't have told you.
context: A doctor?\Memory loss isn't normal at all. I'll come with you.\No way!\You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too.\You could have some kinda brain disease.\You should get it checked.\I'm fine. Darn. I shouldn't have told you. response:	Annoying, annoying, annoying!
context: Memory loss isn't normal at all. I'll come with you.\No way!\You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too.\You could have some kinda brain disease.\You should get it checked.\I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying! response:	Thanks for the meal.
context: No way!\You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too.\You could have some kinda brain disease.\You should get it checked.\I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying!\Thanks for the meal. response:	Now, I'll listen to your whining as I promised.
context: You know, you've been rude lately, telling me I'm strange.\But you were saying that yourself, too.\You could have some kinda brain disease.\You should get it checked.\I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying!\Thanks for the meal.\Now, I'll listen to your whining as I promised. response:	It's all right.
context: But you were saying that yourself, too.\You could have some kinda brain disease.\You should get it checked.\I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying!\Thanks for the meal.\Now, I'll listen to your whining as I promised.\It's all right. response:	If I tell you, you might just rub salt in the wound.
context: You could have some kinda brain disease.\You should get it checked.\I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying!\Thanks for the meal.\Now, I'll listen to your whining as I promised.\It's all right.\If I tell you, you might just rub salt in the wound. response:	I wanna hear it!
context: You should get it checked.\I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying!\Thanks for the meal.\Now, I'll listen to your whining as I promised.\It's all right.\If I tell you, you might just rub salt in the wound.\I wanna hear it! response:	How could things have come to this in one day?!
context: I'm fine. Darn. I shouldn't have told you.\Annoying, annoying, annoying!\Thanks for the meal.\Now, I'll listen to your whining as I promised.\It's all right.\If I tell you, you might just rub salt in the wound.\I wanna hear it!\How could things have come to this in one day?! response:	Come to this?
context: Annoying, annoying, annoying!\Thanks for the meal.\Now, I'll listen to your whining as I promised.\It's all right.\If I tell you, you might just rub salt in the wound.\I wanna hear it!\How could things have come to this in one day?!\Come to this? response:	Don't you know? What the hell have you been doing?
context: Thanks for the meal.\Now, I'll listen to your whining as I promised.\It's all right.\If I tell you, you might just rub salt in the wound.\I wanna hear it!\How could things have come to this in one day?!\Come to this?\Don't you know? What the hell have you been doing? response:	What about you?!
context: Now, I'll listen to your whining as I promised.\It's all right.\If I tell you, you might just rub salt in the wound.\I wanna hear it!\How could things have come to this in one day?!\Come to this?\Don't you know? What the hell have you been doing?\What about you?! response:	Where have you been hiding since last night?!
context: It's all right.\If I tell you, you might just rub salt in the wound.\I wanna hear it!\How could things have come to this in one day?!\Come to this?\Don't you know? What the hell have you been doing?\What about you?!\Where have you been hiding since last night?! response:	At such an important time for Hachi! That's so cold of you!
context: If I tell you, you might just rub salt in the wound.\I wanna hear it!\How could things have come to this in one day?!\Come to this?\Don't you know? What the hell have you been doing?\What about you?!\Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you! response:	As a friend,
context: I wanna hear it!\How could things have come to this in one day?!\Come to this?\Don't you know? What the hell have you been doing?\What about you?!\Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you!\As a friend, response:	shouldn't you have gone straight to her and heard what she had to say?
context: How could things have come to this in one day?!\Come to this?\Don't you know? What the hell have you been doing?\What about you?!\Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you!\As a friend,\shouldn't you have gone straight to her and heard what she had to say? response:	She would only cry and apologize to me.
context: Come to this?\Don't you know? What the hell have you been doing?\What about you?!\Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you!\As a friend,\shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me. response:	She wouldn't tell me anything.
context: Don't you know? What the hell have you been doing?\What about you?!\Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you!\As a friend,\shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me.\She wouldn't tell me anything. response:	So you went.
context: What about you?!\Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you!\As a friend,\shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me.\She wouldn't tell me anything.\So you went. response:	You two are both women.
context: Where have you been hiding since last night?!\At such an important time for Hachi! That's so cold of you!\As a friend,\shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me.\She wouldn't tell me anything.\So you went.\You two are both women. response:	She might've opened up and talked to you about her true feelings.
context: At such an important time for Hachi! That's so cold of you!\As a friend,\shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me.\She wouldn't tell me anything.\So you went.\You two are both women.\She might've opened up and talked to you about her true feelings. response:	But when I went back this morning,
context: As a friend,\shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me.\She wouldn't tell me anything.\So you went.\You two are both women.\She might've opened up and talked to you about her true feelings.\But when I went back this morning, response:	Hachiko wouldn't say a word to me either!
context: shouldn't you have gone straight to her and heard what she had to say?\She would only cry and apologize to me.\She wouldn't tell me anything.\So you went.\You two are both women.\She might've opened up and talked to you about her true feelings.\But when I went back this morning,\Hachiko wouldn't say a word to me either! response:	She had Takumi do all the talking.
context: She would only cry and apologize to me.\She wouldn't tell me anything.\So you went.\You two are both women.\She might've opened up and talked to you about her true feelings.\But when I went back this morning,\Hachiko wouldn't say a word to me either!\She had Takumi do all the talking. response:	What did he say?
context: She wouldn't tell me anything.\So you went.\You two are both women.\She might've opened up and talked to you about her true feelings.\But when I went back this morning,\Hachiko wouldn't say a word to me either!\She had Takumi do all the talking.\What did he say? response:	It's okay. Tell me. Nothing will shock me anymore.
context: So you went.\You two are both women.\She might've opened up and talked to you about her true feelings.\But when I went back this morning,\Hachiko wouldn't say a word to me either!\She had Takumi do all the talking.\What did he say?\It's okay. Tell me. Nothing will shock me anymore. response:	He said they're getting married.
context: You two are both women.\She might've opened up and talked to you about her true feelings.\But when I went back this morning,\Hachiko wouldn't say a word to me either!\She had Takumi do all the talking.\What did he say?\It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married. response:	You ARE shocked! Of course you are!
