context: Man, don't come to show off every time you buy a new slave. response:	That's not it.
context: Quit asking questions you don't need to ask.\That aside...\Oh, here. This should be worth one silver in total.\That works.\Later.\Thank you so very much!\On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought. response:	I can't believe I get to ride with Our Savior of the Heavenly Fowl.
context: That aside...\Oh, here. This should be worth one silver in total.\That works.\Later.\Thank you so very much!\On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl. response:	Our Savior of the Heavenly Fowl?
context: Oh, here. This should be worth one silver in total.\That works.\Later.\Thank you so very much!\On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl? response:	You've become quite famous around these parts.
context: That works.\Later.\Thank you so very much!\On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl?\You've become quite famous around these parts. response:	Traveling in a carriage drawn by the god of domesticated birds,
context: Later.\Thank you so very much!\On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl?\You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds, response:	Our Savior crosses the land to treat the sick with his special medicine!
context: Thank you so very much!\On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl?\You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine! response:	Hey! Didn't Naofumi-sama tell you not to talk with strangers around?
context: On top of selling goods, I can even provide transport for people.\Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl?\You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around? response:	Sorry.
context: Traveling trade may actually be more profitable than I thought.\I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl?\You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry. response:	She can talk, too? That's the god of domesticated birds for you!
context: I can't believe I get to ride with Our Savior of the Heavenly Fowl.\Our Savior of the Heavenly Fowl?\You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry.\She can talk, too? That's the god of domesticated birds for you! response:	She's not a god or anything.
context: Our Savior of the Heavenly Fowl?\You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry.\She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything. response:	Naofumi-sama, there are people blocking the path.
context: You've become quite famous around these parts.\Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry.\She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything.\Naofumi-sama, there are people blocking the path. response:	Whoa, stop right there!
context: Traveling in a carriage drawn by the god of domesticated birds,\Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry.\She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything.\Naofumi-sama, there are people blocking the path.\Whoa, stop right there! response:	Strange bird you've got there.
context: Our Savior crosses the land to treat the sick with his special medicine!\Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry.\She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything.\Naofumi-sama, there are people blocking the path.\Whoa, stop right there!\Strange bird you've got there. response:	We heard an accessory seller was hitching a ride with you.
context: Hey! Didn't Naofumi-sama tell you not to talk with strangers around?\Sorry.\She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything.\Naofumi-sama, there are people blocking the path.\Whoa, stop right there!\Strange bird you've got there.\We heard an accessory seller was hitching a ride with you. response:	We know you're in there!
context: Sorry.\She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything.\Naofumi-sama, there are people blocking the path.\Whoa, stop right there!\Strange bird you've got there.\We heard an accessory seller was hitching a ride with you.\We know you're in there! response:	He was a client with baggage, huh?
context: She can talk, too? That's the god of domesticated birds for you!\She's not a god or anything.\Naofumi-sama, there are people blocking the path.\Whoa, stop right there!\Strange bird you've got there.\We heard an accessory seller was hitching a ride with you.\We know you're in there!\He was a client with baggage, huh? response:	Quietly hand him over, and we'll spare your lives, at least.
context: She's not a god or anything.\Naofumi-sama, there are people blocking the path.\Whoa, stop right there!\Strange bird you've got there.\We heard an accessory seller was hitching a ride with you.\We know you're in there!\He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least. response:	You mean you'll take everything but our lives?
context: Naofumi-sama, there are people blocking the path.\Whoa, stop right there!\Strange bird you've got there.\We heard an accessory seller was hitching a ride with you.\We know you're in there!\He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives? response:	You're a sharp one, lad.
context: Whoa, stop right there!\Strange bird you've got there.\We heard an accessory seller was hitching a ride with you.\We know you're in there!\He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives?\You're a sharp one, lad. response:	That girl's pretty hot for a demi-human.
context: Strange bird you've got there.\We heard an accessory seller was hitching a ride with you.\We know you're in there!\He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives?\You're a sharp one, lad.\That girl's pretty hot for a demi-human. response:	Looks like we can have ourselves some fun tonight.
context: We heard an accessory seller was hitching a ride with you.\We know you're in there!\He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives?\You're a sharp one, lad.\That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight. response:	Naofumi-sama, may I cut him down?
context: We know you're in there!\He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives?\You're a sharp one, lad.\That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down? response:	Not like you'd listen to me if I said no.
context: He was a client with baggage, huh?\Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives?\You're a sharp one, lad.\That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no. response:	Me too!
context: Quietly hand him over, and we'll spare your lives, at least.\You mean you'll take everything but our lives?\You're a sharp one, lad.\That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no.\Me too! response:	Don't bother.
context: You mean you'll take everything but our lives?\You're a sharp one, lad.\That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no.\Me too!\Don't bother. response:	We've got a class-upgraded bodyguard.
context: You're a sharp one, lad.\That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no.\Me too!\Don't bother.\We've got a class-upgraded bodyguard. response:	We're counting on you, Sensei!
context: That girl's pretty hot for a demi-human.\Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no.\Me too!\Don't bother.\We've got a class-upgraded bodyguard.\We're counting on you, Sensei! response:	Class-upgraded?
context: Looks like we can have ourselves some fun tonight.\Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no.\Me too!\Don't bother.\We've got a class-upgraded bodyguard.\We're counting on you, Sensei!\Class-upgraded? response:	Yet another unfamiliar term.
context: Naofumi-sama, may I cut him down?\Not like you'd listen to me if I said no.\Me too!\Don't bother.\We've got a class-upgraded bodyguard.\We're counting on you, Sensei!\Class-upgraded?\Yet another unfamiliar term. response:	If nothing else, I can tell he won't be easy pickings.
context: Not like you'd listen to me if I said no.\Me too!\Don't bother.\We've got a class-upgraded bodyguard.\We're counting on you, Sensei!\Class-upgraded?\Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings. response:	If only I could use support magic right now...
context: Me too!\Don't bother.\We've got a class-upgraded bodyguard.\We're counting on you, Sensei!\Class-upgraded?\Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now... response:	As source of thy power, I order thee.
context: Don't bother.\We've got a class-upgraded bodyguard.\We're counting on you, Sensei!\Class-upgraded?\Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now...\As source of thy power, I order thee. response:	Decipher the laws of nature and conceal me in a haze.
context: We've got a class-upgraded bodyguard.\We're counting on you, Sensei!\Class-upgraded?\Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now...\As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze. response:	Hide Mirage!
context: We're counting on you, Sensei!\Class-upgraded?\Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now...\As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze.\Hide Mirage! response:	Fast Tornado!
context: Class-upgraded?\Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now...\As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze.\Hide Mirage!\Fast Tornado! response:	Some other trader told us to mug the guy riding with you
context: Yet another unfamiliar term.\If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now...\As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze.\Hide Mirage!\Fast Tornado!\Some other trader told us to mug the guy riding with you response:	because he was carrying a bunch of nice stuff!
context: If nothing else, I can tell he won't be easy pickings.\If only I could use support magic right now...\As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze.\Hide Mirage!\Fast Tornado!\Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff! response:	One of my own sold me out, huh?
context: If only I could use support magic right now...\As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze.\Hide Mirage!\Fast Tornado!\Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff!\One of my own sold me out, huh? response:	Well? What do we do with these guys?
context: As source of thy power, I order thee.\Decipher the laws of nature and conceal me in a haze.\Hide Mirage!\Fast Tornado!\Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff!\One of my own sold me out, huh?\Well? What do we do with these guys? response:	Usually, you'd hand them over to the local guards.
context: Decipher the laws of nature and conceal me in a haze.\Hide Mirage!\Fast Tornado!\Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff!\One of my own sold me out, huh?\Well? What do we do with these guys?\Usually, you'd hand them over to the local guards. response:	Aren't you the Shield Hero?
context: Hide Mirage!\Fast Tornado!\Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff!\One of my own sold me out, huh?\Well? What do we do with these guys?\Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero? response:	It was obvious since you had no weapons, only a shield.
context: Fast Tornado!\Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff!\One of my own sold me out, huh?\Well? What do we do with these guys?\Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield. response:	We're unlucky adventurers who were attacked by the cruel Shield Hero!
context: Some other trader told us to mug the guy riding with you\because he was carrying a bunch of nice stuff!\One of my own sold me out, huh?\Well? What do we do with these guys?\Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero! response:	Is that what you'll tell the guards?
context: because he was carrying a bunch of nice stuff!\One of my own sold me out, huh?\Well? What do we do with these guys?\Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards? response:	Exactly.
context: One of my own sold me out, huh?\Well? What do we do with these guys?\Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards?\Exactly. response:	They'll surely take our word over the Shield Hero's.
context: Well? What do we do with these guys?\Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards?\Exactly.\They'll surely take our word over the Shield Hero's. response:	Then you leave me no choice.
context: Usually, you'd hand them over to the local guards.\Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards?\Exactly.\They'll surely take our word over the Shield Hero's.\Then you leave me no choice. response:	You'll have to die.
context: Aren't you the Shield Hero?\It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards?\Exactly.\They'll surely take our word over the Shield Hero's.\Then you leave me no choice.\You'll have to die. response:	Filo, are you hungry?
context: It was obvious since you had no weapons, only a shield.\We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards?\Exactly.\They'll surely take our word over the Shield Hero's.\Then you leave me no choice.\You'll have to die.\Filo, are you hungry? response:	I am!
context: We're unlucky adventurers who were attacked by the cruel Shield Hero!\Is that what you'll tell the guards?\Exactly.\They'll surely take our word over the Shield Hero's.\Then you leave me no choice.\You'll have to die.\Filo, are you hungry?\I am! response:	Food!
context: Is that what you'll tell the guards?\Exactly.\They'll surely take our word over the Shield Hero's.\Then you leave me no choice.\You'll have to die.\Filo, are you hungry?\I am!\Food! response:	She's an omnivore, you see.
context: Exactly.\They'll surely take our word over the Shield Hero's.\Then you leave me no choice.\You'll have to die.\Filo, are you hungry?\I am!\Food!\She's an omnivore, you see. response:	And she'll gulp anything down in one go.
context: They'll surely take our word over the Shield Hero's.\Then you leave me no choice.\You'll have to die.\Filo, are you hungry?\I am!\Food!\She's an omnivore, you see.\And she'll gulp anything down in one go. response:	Aren't you Our Savior of the Heavenly Fowl?
context: Then you leave me no choice.\You'll have to die.\Filo, are you hungry?\I am!\Food!\She's an omnivore, you see.\And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl? response:	Do you really want to commit murder?!
context: You'll have to die.\Filo, are you hungry?\I am!\Food!\She's an omnivore, you see.\And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?! response:	I'm no savior, and I need to act in my best interests.
context: Filo, are you hungry?\I am!\Food!\She's an omnivore, you see.\And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests. response:	You must've killed plenty of people so far.
context: I am!\Food!\She's an omnivore, you see.\And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far. response:	Just consider this your turn, and give up.
context: Food!\She's an omnivore, you see.\And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far.\Just consider this your turn, and give up. response:	W-Wait, please! Anything but our lives!
context: She's an omnivore, you see.\And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far.\Just consider this your turn, and give up.\W-Wait, please! Anything but our lives! response:	Got it.
context: And she'll gulp anything down in one go.\Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far.\Just consider this your turn, and give up.\W-Wait, please! Anything but our lives!\Got it. response:	I'll spare your lives, at least.
context: Aren't you Our Savior of the Heavenly Fowl?\Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far.\Just consider this your turn, and give up.\W-Wait, please! Anything but our lives!\Got it.\I'll spare your lives, at least. response:	However...
context: Do you really want to commit murder?!\I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far.\Just consider this your turn, and give up.\W-Wait, please! Anything but our lives!\Got it.\I'll spare your lives, at least.\However... response:	We're looting the bandits?
context: I'm no savior, and I need to act in my best interests.\You must've killed plenty of people so far.\Just consider this your turn, and give up.\W-Wait, please! Anything but our lives!\Got it.\I'll spare your lives, at least.\However...\We're looting the bandits? response:	Doesn't this make us more evil than the criminals?
context: You must've killed plenty of people so far.\Just consider this your turn, and give up.\W-Wait, please! Anything but our lives!\Got it.\I'll spare your lives, at least.\However...\We're looting the bandits?\Doesn't this make us more evil than the criminals? response:	You're wrong there.
context: Just consider this your turn, and give up.\W-Wait, please! Anything but our lives!\Got it.\I'll spare your lives, at least.\However...\We're looting the bandits?\Doesn't this make us more evil than the criminals?\You're wrong there. response:	They offered up everything they had to purchase their lives from Our Savior.
context: W-Wait, please! Anything but our lives!\Got it.\I'll spare your lives, at least.\However...\We're looting the bandits?\Doesn't this make us more evil than the criminals?\You're wrong there.\They offered up everything they had to purchase their lives from Our Savior. response:	He's treating even lives as merchandise.
context: Got it.\I'll spare your lives, at least.\However...\We're looting the bandits?\Doesn't this make us more evil than the criminals?\You're wrong there.\They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise. response:	Sir Hero's a shining example of the trader's spirit that's so rare nowadays!
context: I'll spare your lives, at least.\However...\We're looting the bandits?\Doesn't this make us more evil than the criminals?\You're wrong there.\They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays! response:	I'm pretty sure this is just intimidation.
context: However...\We're looting the bandits?\Doesn't this make us more evil than the criminals?\You're wrong there.\They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation. response:	You two... Less talk, more work.
context: We're looting the bandits?\Doesn't this make us more evil than the criminals?\You're wrong there.\They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation.\You two... Less talk, more work. response:	Also, how are you going to compensate me for all this trouble you caused?
context: Doesn't this make us more evil than the criminals?\You're wrong there.\They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation.\You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused? response:	I offer you all the knowledge and connections I possess.
context: You're wrong there.\They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation.\You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess. response:	Knowledge and connections?
context: They offered up everything they had to purchase their lives from Our Savior.\He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation.\You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess.\Knowledge and connections? response:	Yes. I've taken a real liking to you.
context: He's treating even lives as merchandise.\Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation.\You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess.\Knowledge and connections?\Yes. I've taken a real liking to you. response:	The first things the accessory seller taught me
context: Sir Hero's a shining example of the trader's spirit that's so rare nowadays!\I'm pretty sure this is just intimidation.\You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess.\Knowledge and connections?\Yes. I've taken a real liking to you.\The first things the accessory seller taught me response:	were how to process precious metals, use the tools required,
context: I'm pretty sure this is just intimidation.\You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess.\Knowledge and connections?\Yes. I've taken a real liking to you.\The first things the accessory seller taught me\were how to process precious metals, use the tools required, response:	craft gems, and imbue them with mana.
context: You two... Less talk, more work.\Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess.\Knowledge and connections?\Yes. I've taken a real liking to you.\The first things the accessory seller taught me\were how to process precious metals, use the tools required,\craft gems, and imbue them with mana. response:	I even managed to pick up some spells, thanks to getting a feel for mana.
context: Also, how are you going to compensate me for all this trouble you caused?\I offer you all the knowledge and connections I possess.\Knowledge and connections?\Yes. I've taken a real liking to you.\The first things the accessory seller taught me\were how to process precious metals, use the tools required,\craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana. response:	And so, I gained a new business venture: crafting gemstones.
context: I offer you all the knowledge and connections I possess.\Knowledge and connections?\Yes. I've taken a real liking to you.\The first things the accessory seller taught me\were how to process precious metals, use the tools required,\craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones. response:	Then I gained an in with the traders' grapevine,
context: Knowledge and connections?\Yes. I've taken a real liking to you.\The first things the accessory seller taught me\were how to process precious metals, use the tools required,\craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine, response:	where I heard rumors of the other heroes.
context: Yes. I've taken a real liking to you.\The first things the accessory seller taught me\were how to process precious metals, use the tools required,\craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes. response:	Apparently, Motoyasu saved a famine-stricken village to the southwest
context: The first things the accessory seller taught me\were how to process precious metals, use the tools required,\craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest response:	by introducing a legendary crop.
context: were how to process precious metals, use the tools required,\craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop. response:	I bet that goddamn slut put him up to it.
context: craft gems, and imbue them with mana.\I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop.\I bet that goddamn slut put him up to it. response:	Ren's apparently southeast, looking for vicious monsters to slay.
context: I even managed to pick up some spells, thanks to getting a feel for mana.\And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop.\I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay. response:	I even heard a rumor that said he took down a dragon.
context: And so, I gained a new business venture: crafting gemstones.\Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop.\I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon. response:	But the information regarding Itsuki, the Bow Hero, was all over the place.
context: Then I gained an in with the traders' grapevine,\where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop.\I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place. response:	Some said he's training up in the mountains,
context: where I heard rumors of the other heroes.\Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop.\I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains, response:	and some said he went into a dungeon on a quest for treasure.
context: Apparently, Motoyasu saved a famine-stricken village to the southwest\by introducing a legendary crop.\I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure. response:	There were even some tall tales, like him joining another country's resistance,
context: by introducing a legendary crop.\I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance, response:	but none of them were credible.
context: I bet that goddamn slut put him up to it.\Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance,\but none of them were credible. response:	That seller certainly did provide us with ample knowledge and connections.
context: Ren's apparently southeast, looking for vicious monsters to slay.\I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance,\but none of them were credible.\That seller certainly did provide us with ample knowledge and connections. response:	But one thing he offered helped me more than any other.
context: I even heard a rumor that said he took down a dragon.\But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance,\but none of them were credible.\That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other. response:	Yes, this deed is genuine.
context: But the information regarding Itsuki, the Bow Hero, was all over the place.\Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance,\but none of them were credible.\That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other.\Yes, this deed is genuine. response:	I'm amazed that grumpy money-grubber actually gave this to you.
context: Some said he's training up in the mountains,\and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance,\but none of them were credible.\That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other.\Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you. response:	Anyway, if there's a gemstone you want, I can arrange getting it for you.
context: and some said he went into a dungeon on a quest for treasure.\There were even some tall tales, like him joining another country's resistance,\but none of them were credible.\That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other.\Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you. response:	At a discount, of course.
