context: Damn you... response:	This is for Yamucha!
context: Goku, that was mean of you! This is no time to be playing around.\If you have something like that up your sleeve, then use it right at the start!\Sorry, but I can't do that.\If I don't restrain my Ki just right while I'm controlling it, I could wreck myself.\In short...\You have done well to master the Kaio-ken technique,\which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level. response:	If you mishandle your control, you will end up ruining your body.
context: If you have something like that up your sleeve, then use it right at the start!\Sorry, but I can't do that.\If I don't restrain my Ki just right while I'm controlling it, I could wreck myself.\In short...\You have done well to master the Kaio-ken technique,\which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body. response:	Do your best to limit yourself to 2X power.
context: Sorry, but I can't do that.\If I don't restrain my Ki just right while I'm controlling it, I could wreck myself.\In short...\You have done well to master the Kaio-ken technique,\which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power. response:	Remember, using Kaio-ken any higher than that
context: If I don't restrain my Ki just right while I'm controlling it, I could wreck myself.\In short...\You have done well to master the Kaio-ken technique,\which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that response:	will place too great a burden upon your body.
context: In short...\You have done well to master the Kaio-ken technique,\which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that\will place too great a burden upon your body. response:	In other words, your body won't be able to keep up with the Kaio-ken,
context: You have done well to master the Kaio-ken technique,\which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that\will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken, response:	and it will bite back for what you're doing to it.
context: which even I could not handle, to this degree. However,\I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that\will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it. response:	Understood clearly.
context: I must stress once again that you must not overuse Kaio-ken at your current level.\If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that\will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it.\Understood clearly. response:	-...and that's the story. -I- is that right?
context: If you mishandle your control, you will end up ruining your body.\Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that\will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it.\Understood clearly.\-...and that's the story. -I- is that right? response:	V- Vegeta... h- help me...
context: Do your best to limit yourself to 2X power.\Remember, using Kaio-ken any higher than that\will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it.\Understood clearly.\-...and that's the story. -I- is that right?\V- Vegeta... h- help me... response:	T- thanks...
context: Remember, using Kaio-ken any higher than that\will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it.\Understood clearly.\-...and that's the story. -I- is that right?\V- Vegeta... h- help me...\T- thanks... response:	Not at all.
context: will place too great a burden upon your body.\In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it.\Understood clearly.\-...and that's the story. -I- is that right?\V- Vegeta... h- help me...\T- thanks...\Not at all. response:	W- what are you doing, Vegeta!? Vegeta!
context: In other words, your body won't be able to keep up with the Kaio-ken,\and it will bite back for what you're doing to it.\Understood clearly.\-...and that's the story. -I- is that right?\V- Vegeta... h- help me...\T- thanks...\Not at all.\W- what are you doing, Vegeta!? Vegeta! response:	I don't have any use for Saiyans that can't move!
context: and it will bite back for what you're doing to it.\Understood clearly.\-...and that's the story. -I- is that right?\V- Vegeta... h- help me...\T- thanks...\Not at all.\W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move! response:	W- what a Ki!
context: Understood clearly.\-...and that's the story. -I- is that right?\V- Vegeta... h- help me...\T- thanks...\Not at all.\W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move!\W- what a Ki! response:	F- Father!
context: -...and that's the story. -I- is that right?\V- Vegeta... h- help me...\T- thanks...\Not at all.\W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move!\W- what a Ki!\F- Father! response:	W- what's going on!?
context: V- Vegeta... h- help me...\T- thanks...\Not at all.\W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move!\W- what a Ki!\F- Father!\W- what's going on!? response:	Die!
context: T- thanks...\Not at all.\W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move!\W- what a Ki!\F- Father!\W- what's going on!?\Die! response:	V- Vegeta!
context: Not at all.\W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move!\W- what a Ki!\F- Father!\W- what's going on!?\Die!\V- Vegeta! response:	W- what a beast! He even killed his own man!
context: W- what are you doing, Vegeta!? Vegeta!\I don't have any use for Saiyans that can't move!\W- what a Ki!\F- Father!\W- what's going on!?\Die!\V- Vegeta!\W- what a beast! He even killed his own man! response:	Gohan... Kuririn...
context: I don't have any use for Saiyans that can't move!\W- what a Ki!\F- Father!\W- what's going on!?\Die!\V- Vegeta!\W- what a beast! He even killed his own man!\Gohan... Kuririn... response:	Both of you, go back to Kame House right now.
context: W- what a Ki!\F- Father!\W- what's going on!?\Die!\V- Vegeta!\W- what a beast! He even killed his own man!\Gohan... Kuririn...\Both of you, go back to Kame House right now. response:	R- right...
context: F- Father!\W- what's going on!?\Die!\V- Vegeta!\W- what a beast! He even killed his own man!\Gohan... Kuririn...\Both of you, go back to Kame House right now.\R- right... response:	Gohan, you heard him. Let's go, now.
context: W- what's going on!?\Die!\V- Vegeta!\W- what a beast! He even killed his own man!\Gohan... Kuririn...\Both of you, go back to Kame House right now.\R- right...\Gohan, you heard him. Let's go, now. response:	B- but...
context: Die!\V- Vegeta!\W- what a beast! He even killed his own man!\Gohan... Kuririn...\Both of you, go back to Kame House right now.\R- right...\Gohan, you heard him. Let's go, now.\B- but... response:	Gohan, he's just too terrible. We won't do any good being here.
context: V- Vegeta!\W- what a beast! He even killed his own man!\Gohan... Kuririn...\Both of you, go back to Kame House right now.\R- right...\Gohan, you heard him. Let's go, now.\B- but...\Gohan, he's just too terrible. We won't do any good being here. response:	On the contrary, our being here will distract Goku, and we'll just be in his way!
context: W- what a beast! He even killed his own man!\Gohan... Kuririn...\Both of you, go back to Kame House right now.\R- right...\Gohan, you heard him. Let's go, now.\B- but...\Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way! response:	Really, Father?
context: Gohan... Kuririn...\Both of you, go back to Kame House right now.\R- right...\Gohan, you heard him. Let's go, now.\B- but...\Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father? response:	Sorry, yeah. His strength appears to be even greater than I thought.
context: Both of you, go back to Kame House right now.\R- right...\Gohan, you heard him. Let's go, now.\B- but...\Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought. response:	O- okay, I understand.
context: R- right...\Gohan, you heard him. Let's go, now.\B- but...\Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand. response:	Oh yeah, Goku, as long as you're at it, could you fight in some other place?
context: Gohan, you heard him. Let's go, now.\B- but...\Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place? response:	It would be wrong to mess up everyone's bodies,
context: B- but...\Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies, response:	in case they ever come back to life.
context: Gohan, he's just too terrible. We won't do any good being here.\On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies,\in case they ever come back to life. response:	They ever come back to life? With Piccolo dead, Kami- sama is dead, too.
context: On the contrary, our being here will distract Goku, and we'll just be in his way!\Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies,\in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too. response:	The Dragon Balls have disappeared forever.
context: Really, Father?\Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies,\in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever. response:	I hate to say it, but nobody is ever coming back to life again.
context: Sorry, yeah. His strength appears to be even greater than I thought.\O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies,\in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again. response:	I know that...
context: O- okay, I understand.\Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies,\in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again.\I know that... response:	Kuririn- san, you don't think-?
context: Oh yeah, Goku, as long as you're at it, could you fight in some other place?\It would be wrong to mess up everyone's bodies,\in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again.\I know that...\Kuririn- san, you don't think-? response:	What?
context: It would be wrong to mess up everyone's bodies,\in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again.\I know that...\Kuririn- san, you don't think-?\What? response:	I'll go into the details later. T- that is, if you're able to beat him, Goku.
context: in case they ever come back to life.\They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again.\I know that...\Kuririn- san, you don't think-?\What?\I'll go into the details later. T- that is, if you're able to beat him, Goku. response:	lf I can beat him, huh?
context: They ever come back to life? With Piccolo dead, Kami- sama is dead, too.\The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again.\I know that...\Kuririn- san, you don't think-?\What?\I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh? response:	Right. In any case, I have to beat him.
context: The Dragon Balls have disappeared forever.\I hate to say it, but nobody is ever coming back to life again.\I know that...\Kuririn- san, you don't think-?\What?\I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh?\Right. In any case, I have to beat him. response:	What are you doing? What happened to all that energy you had before?
context: I hate to say it, but nobody is ever coming back to life again.\I know that...\Kuririn- san, you don't think-?\What?\I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh?\Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before? response:	Did you get scared, and now you're discussing how you're going to run away?
context: I know that...\Kuririn- san, you don't think-?\What?\I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh?\Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away? response:	Now then, to change locations and give it my best, I guess.
context: Kuririn- san, you don't think-?\What?\I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh?\Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess. response:	Just let me take care of this.
context: What?\I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh?\Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess.\Just let me take care of this. response:	Goku, I feel bad about always leaving our fate up to you.
context: I'll go into the details later. T- that is, if you're able to beat him, Goku.\lf I can beat him, huh?\Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess.\Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you. response:	Don't you dare die now, my friend.
context: lf I can beat him, huh?\Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess.\Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend. response:	Right.
context: Right. In any case, I have to beat him.\What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess.\Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend.\Right. response:	Father...
context: What are you doing? What happened to all that energy you had before?\Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess.\Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend.\Right.\Father... response:	Gohan...
context: Did you get scared, and now you're discussing how you're going to run away?\Now then, to change locations and give it my best, I guess.\Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend.\Right.\Father...\Gohan... response:	Once your daddy comes back alive, let's go fishing again, okay?
context: Now then, to change locations and give it my best, I guess.\Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend.\Right.\Father...\Gohan...\Once your daddy comes back alive, let's go fishing again, okay? response:	Okay.
context: Just let me take care of this.\Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend.\Right.\Father...\Gohan...\Once your daddy comes back alive, let's go fishing again, okay?\Okay. response:	Looks like you know that it won't do any good to run.
context: Goku, I feel bad about always leaving our fate up to you.\Don't you dare die now, my friend.\Right.\Father...\Gohan...\Once your daddy comes back alive, let's go fishing again, okay?\Okay.\Looks like you know that it won't do any good to run. response:	We're going to change the location of our battle.
context: Don't you dare die now, my friend.\Right.\Father...\Gohan...\Once your daddy comes back alive, let's go fishing again, okay?\Okay.\Looks like you know that it won't do any good to run.\We're going to change the location of our battle. response:	Suit yourself. It will all end up the same.
context: Right.\Father...\Gohan...\Once your daddy comes back alive, let's go fishing again, okay?\Okay.\Looks like you know that it won't do any good to run.\We're going to change the location of our battle.\Suit yourself. It will all end up the same. response:	Father...
context: Father...\Gohan...\Once your daddy comes back alive, let's go fishing again, okay?\Okay.\Looks like you know that it won't do any good to run.\We're going to change the location of our battle.\Suit yourself. It will all end up the same.\Father... response:	Vegeta... Has there ever been a foe this powerful before?
context: Gohan...\Once your daddy comes back alive, let's go fishing again, okay?\Okay.\Looks like you know that it won't do any good to run.\We're going to change the location of our battle.\Suit yourself. It will all end up the same.\Father...\Vegeta... Has there ever been a foe this powerful before? response:	The curtain now rises on a fierce deathbattle,
context: Once your daddy comes back alive, let's go fishing again, okay?\Okay.\Looks like you know that it won't do any good to run.\We're going to change the location of our battle.\Suit yourself. It will all end up the same.\Father...\Vegeta... Has there ever been a foe this powerful before?\The curtain now rises on a fierce deathbattle, response:	with the fate of the earth and our friends at stake.
