context: The Fallen Giant response:	Next Time
context: Nice try!\The Infinity Punch!\He turned it back on them!\What the...\Detecting high aura levels from the Mithra Gnis!\Are those Element signs?\Are you saying the Abductor is an Element?\Impossible! response:	The power of reversal.
context: The Infinity Punch!\He turned it back on them!\What the...\Detecting high aura levels from the Mithra Gnis!\Are those Element signs?\Are you saying the Abductor is an Element?\Impossible!\The power of reversal. response:	Reversal?
context: He turned it back on them!\What the...\Detecting high aura levels from the Mithra Gnis!\Are those Element signs?\Are you saying the Abductor is an Element?\Impossible!\The power of reversal.\Reversal? response:	As his love turns into hate,
context: What the...\Detecting high aura levels from the Mithra Gnis!\Are those Element signs?\Are you saying the Abductor is an Element?\Impossible!\The power of reversal.\Reversal?\As his love turns into hate, response:	flames freeze into ice, and light is swallowed by dark.
context: Detecting high aura levels from the Mithra Gnis!\Are those Element signs?\Are you saying the Abductor is an Element?\Impossible!\The power of reversal.\Reversal?\As his love turns into hate,\flames freeze into ice, and light is swallowed by dark. response:	You mean, he can reverse the laws of physics...
context: Are those Element signs?\Are you saying the Abductor is an Element?\Impossible!\The power of reversal.\Reversal?\As his love turns into hate,\flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics... response:	There.
context: Are you saying the Abductor is an Element?\Impossible!\The power of reversal.\Reversal?\As his love turns into hate,\flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics...\There. response:	Jin?
context: Impossible!\The power of reversal.\Reversal?\As his love turns into hate,\flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics...\There.\Jin? response:	You're awake.
context: The power of reversal.\Reversal?\As his love turns into hate,\flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics...\There.\Jin?\You're awake. response:	Where are we?
context: Reversal?\As his love turns into hate,\flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics...\There.\Jin?\You're awake.\Where are we? response:	You're coming with me.
context: As his love turns into hate,\flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics...\There.\Jin?\You're awake.\Where are we?\You're coming with me. response:	To the planet of Altair.
context: flames freeze into ice, and light is swallowed by dark.\You mean, he can reverse the laws of physics...\There.\Jin?\You're awake.\Where are we?\You're coming with me.\To the planet of Altair. response:	The world where I live.
context: You mean, he can reverse the laws of physics...\There.\Jin?\You're awake.\Where are we?\You're coming with me.\To the planet of Altair.\The world where I live. response:	Jin?
context: There.\Jin?\You're awake.\Where are we?\You're coming with me.\To the planet of Altair.\The world where I live.\Jin? response:	I can't. We can't go.
context: Jin?\You're awake.\Where are we?\You're coming with me.\To the planet of Altair.\The world where I live.\Jin?\I can't. We can't go. response:	They're out there fighting. Our friends, the ones who accepted us.
context: You're awake.\Where are we?\You're coming with me.\To the planet of Altair.\The world where I live.\Jin?\I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us. response:	Too bad. I need you.
context: Where are we?\You're coming with me.\To the planet of Altair.\The world where I live.\Jin?\I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you. response:	But...
context: You're coming with me.\To the planet of Altair.\The world where I live.\Jin?\I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you.\But... response:	I planned all of this.
context: To the planet of Altair.\The world where I live.\Jin?\I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you.\But...\I planned all of this. response:	My job is to take the most powerful Rare Igura.
context: The world where I live.\Jin?\I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you.\But...\I planned all of this.\My job is to take the most powerful Rare Igura. response:	They'd never accept me if they knew that!
context: Jin?\I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you.\But...\I planned all of this.\My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that! response:	Let go of me, Jin!
context: I can't. We can't go.\They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you.\But...\I planned all of this.\My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that!\Let go of me, Jin! response:	We have an emergency alarm!
context: They're out there fighting. Our friends, the ones who accepted us.\Too bad. I need you.\But...\I planned all of this.\My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that!\Let go of me, Jin!\We have an emergency alarm! response:	One of the Vectors in the hangar is trying to make an unauthorized launch!
context: Too bad. I need you.\But...\I planned all of this.\My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that!\Let go of me, Jin!\We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch! response:	What?
context: But...\I planned all of this.\My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that!\Let go of me, Jin!\We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch!\What? response:	Who's the pilot?
context: I planned all of this.\My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that!\Let go of me, Jin!\We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch!\What?\Who's the pilot? response:	Akbarjin Batbayar! I knew it!
context: My job is to take the most powerful Rare Igura.\They'd never accept me if they knew that!\Let go of me, Jin!\We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch!\What?\Who's the pilot?\Akbarjin Batbayar! I knew it! response:	He's an enemy spy?
context: They'd never accept me if they knew that!\Let go of me, Jin!\We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch!\What?\Who's the pilot?\Akbarjin Batbayar! I knew it!\He's an enemy spy? response:	No way!
context: Let go of me, Jin!\We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch!\What?\Who's the pilot?\Akbarjin Batbayar! I knew it!\He's an enemy spy?\No way! response:	I can't believe it!
context: We have an emergency alarm!\One of the Vectors in the hangar is trying to make an unauthorized launch!\What?\Who's the pilot?\Akbarjin Batbayar! I knew it!\He's an enemy spy?\No way!\I can't believe it! response:	Called it! He had a dark secret!
context: One of the Vectors in the hangar is trying to make an unauthorized launch!\What?\Who's the pilot?\Akbarjin Batbayar! I knew it!\He's an enemy spy?\No way!\I can't believe it!\Called it! He had a dark secret! response:	I'll go stop him.
context: What?\Who's the pilot?\Akbarjin Batbayar! I knew it!\He's an enemy spy?\No way!\I can't believe it!\Called it! He had a dark secret!\I'll go stop him. response:	Authorized.
context: Who's the pilot?\Akbarjin Batbayar! I knew it!\He's an enemy spy?\No way!\I can't believe it!\Called it! He had a dark secret!\I'll go stop him.\Authorized. response:	Zessica! Help me!
context: Akbarjin Batbayar! I knew it!\He's an enemy spy?\No way!\I can't believe it!\Called it! He had a dark secret!\I'll go stop him.\Authorized.\Zessica! Help me! response:	You got it!
context: He's an enemy spy?\No way!\I can't believe it!\Called it! He had a dark secret!\I'll go stop him.\Authorized.\Zessica! Help me!\You got it! response:	Pathetic!
context: No way!\I can't believe it!\Called it! He had a dark secret!\I'll go stop him.\Authorized.\Zessica! Help me!\You got it!\Pathetic! response:	What's with this Abductor?
context: I can't believe it!\Called it! He had a dark secret!\I'll go stop him.\Authorized.\Zessica! Help me!\You got it!\Pathetic!\What's with this Abductor? response:	It's not just that new power of his!
context: Called it! He had a dark secret!\I'll go stop him.\Authorized.\Zessica! Help me!\You got it!\Pathetic!\What's with this Abductor?\It's not just that new power of his! response:	He's way stronger than the last time we fought...
context: I'll go stop him.\Authorized.\Zessica! Help me!\You got it!\Pathetic!\What's with this Abductor?\It's not just that new power of his!\He's way stronger than the last time we fought... response:	What's that?
context: Authorized.\Zessica! Help me!\You got it!\Pathetic!\What's with this Abductor?\It's not just that new power of his!\He's way stronger than the last time we fought...\What's that? response:	Something's coming through the Dimension Gate!
context: Zessica! Help me!\You got it!\Pathetic!\What's with this Abductor?\It's not just that new power of his!\He's way stronger than the last time we fought...\What's that?\Something's coming through the Dimension Gate! response:	Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!
context: You got it!\Pathetic!\What's with this Abductor?\It's not just that new power of his!\He's way stronger than the last time we fought...\What's that?\Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis! response:	So we have to close the Dimension Gate?
context: Pathetic!\What's with this Abductor?\It's not just that new power of his!\He's way stronger than the last time we fought...\What's that?\Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate? response:	If only we could cut off that tube...
context: What's with this Abductor?\It's not just that new power of his!\He's way stronger than the last time we fought...\What's that?\Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate?\If only we could cut off that tube... response:	The red strand of fate.
context: It's not just that new power of his!\He's way stronger than the last time we fought...\What's that?\Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate?\If only we could cut off that tube...\The red strand of fate. response:	The red strand?
context: He's way stronger than the last time we fought...\What's that?\Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate?\If only we could cut off that tube...\The red strand of fate.\The red strand? response:	Of fate?
context: What's that?\Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate?\If only we could cut off that tube...\The red strand of fate.\The red strand?\Of fate? response:	Who dares weave such a sorrowful fate...
context: Something's coming through the Dimension Gate!\Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate?\If only we could cut off that tube...\The red strand of fate.\The red strand?\Of fate?\Who dares weave such a sorrowful fate... response:	Show yourself!
context: Highly concentrated energy is being shaped into a tube and funneled into the Mithra Gnis!\So we have to close the Dimension Gate?\If only we could cut off that tube...\The red strand of fate.\The red strand?\Of fate?\Who dares weave such a sorrowful fate...\Show yourself! response:	So you already found me. I knew you would.
context: So we have to close the Dimension Gate?\If only we could cut off that tube...\The red strand of fate.\The red strand?\Of fate?\Who dares weave such a sorrowful fate...\Show yourself!\So you already found me. I knew you would. response:	Flower petals?
context: If only we could cut off that tube...\The red strand of fate.\The red strand?\Of fate?\Who dares weave such a sorrowful fate...\Show yourself!\So you already found me. I knew you would.\Flower petals? response:	He teleported?
context: The red strand of fate.\The red strand?\Of fate?\Who dares weave such a sorrowful fate...\Show yourself!\So you already found me. I knew you would.\Flower petals?\He teleported? response:	You!
context: The red strand?\Of fate?\Who dares weave such a sorrowful fate...\Show yourself!\So you already found me. I knew you would.\Flower petals?\He teleported?\You! response:	Jin... you've become so much happier since you came here.
context: Of fate?\Who dares weave such a sorrowful fate...\Show yourself!\So you already found me. I knew you would.\Flower petals?\He teleported?\You!\Jin... you've become so much happier since you came here. response:	Was that just part of your plan too?
context: Who dares weave such a sorrowful fate...\Show yourself!\So you already found me. I knew you would.\Flower petals?\He teleported?\You!\Jin... you've become so much happier since you came here.\Was that just part of your plan too? response:	Shut up!
context: Show yourself!\So you already found me. I knew you would.\Flower petals?\He teleported?\You!\Jin... you've become so much happier since you came here.\Was that just part of your plan too?\Shut up! response:	But I think you really do need them.
context: So you already found me. I knew you would.\Flower petals?\He teleported?\You!\Jin... you've become so much happier since you came here.\Was that just part of your plan too?\Shut up!\But I think you really do need them. response:	And they all need you too.
context: Flower petals?\He teleported?\You!\Jin... you've become so much happier since you came here.\Was that just part of your plan too?\Shut up!\But I think you really do need them.\And they all need you too. response:	That's...
context: He teleported?\You!\Jin... you've become so much happier since you came here.\Was that just part of your plan too?\Shut up!\But I think you really do need them.\And they all need you too.\That's... response:	That's impossible!
context: You!\Jin... you've become so much happier since you came here.\Was that just part of your plan too?\Shut up!\But I think you really do need them.\And they all need you too.\That's...\That's impossible! response:	I didn't make it in time.
context: Jin... you've become so much happier since you came here.\Was that just part of your plan too?\Shut up!\But I think you really do need them.\And they all need you too.\That's...\That's impossible!\I didn't make it in time. response:	The last son is alive, and has fulfilled his mission.
context: Was that just part of your plan too?\Shut up!\But I think you really do need them.\And they all need you too.\That's...\That's impossible!\I didn't make it in time.\The last son is alive, and has fulfilled his mission. response:	Who are you?
context: Shut up!\But I think you really do need them.\And they all need you too.\That's...\That's impossible!\I didn't make it in time.\The last son is alive, and has fulfilled his mission.\Who are you? response:	He's so pretty!
context: But I think you really do need them.\And they all need you too.\That's...\That's impossible!\I didn't make it in time.\The last son is alive, and has fulfilled his mission.\Who are you?\He's so pretty! response:	I'll thank you to stop right now!
context: And they all need you too.\That's...\That's impossible!\I didn't make it in time.\The last son is alive, and has fulfilled his mission.\Who are you?\He's so pretty!\I'll thank you to stop right now! response:	Donar! Are you okay?
context: That's...\That's impossible!\I didn't make it in time.\The last son is alive, and has fulfilled his mission.\Who are you?\He's so pretty!\I'll thank you to stop right now!\Donar! Are you okay? response:	Donar!
context: That's impossible!\I didn't make it in time.\The last son is alive, and has fulfilled his mission.\Who are you?\He's so pretty!\I'll thank you to stop right now!\Donar! Are you okay?\Donar! response:	It's been a very long time.
context: I didn't make it in time.\The last son is alive, and has fulfilled his mission.\Who are you?\He's so pretty!\I'll thank you to stop right now!\Donar! Are you okay?\Donar!\It's been a very long time. response:	Ten thousand and two thousand years, I believe.
context: The last son is alive, and has fulfilled his mission.\Who are you?\He's so pretty!\I'll thank you to stop right now!\Donar! Are you okay?\Donar!\It's been a very long time.\Ten thousand and two thousand years, I believe. response:	Or was that twenty and four thousand years?
context: Who are you?\He's so pretty!\I'll thank you to stop right now!\Donar! Are you okay?\Donar!\It's been a very long time.\Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years? response:	Fudo?
context: He's so pretty!\I'll thank you to stop right now!\Donar! Are you okay?\Donar!\It's been a very long time.\Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years?\Fudo? response:	At last you show yourself.
context: I'll thank you to stop right now!\Donar! Are you okay?\Donar!\It's been a very long time.\Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years?\Fudo?\At last you show yourself. response:	And in such an ugly form, too.
context: Donar! Are you okay?\Donar!\It's been a very long time.\Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years?\Fudo?\At last you show yourself.\And in such an ugly form, too. response:	Where did you leave your real body?
context: Donar!\It's been a very long time.\Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years?\Fudo?\At last you show yourself.\And in such an ugly form, too.\Where did you leave your real body? response:	What the eyes can see is but an enchantment, a delusion chaining one to the past.
context: It's been a very long time.\Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years?\Fudo?\At last you show yourself.\And in such an ugly form, too.\Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past. response:	You yourself are still bound to your old form.
context: Ten thousand and two thousand years, I believe.\Or was that twenty and four thousand years?\Fudo?\At last you show yourself.\And in such an ugly form, too.\Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form. response:	Oh well. Let us dispense with pleasantries.
context: Or was that twenty and four thousand years?\Fudo?\At last you show yourself.\And in such an ugly form, too.\Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries. response:	Apollonius' wings, which glow with amber radiance.
context: Fudo?\At last you show yourself.\And in such an ugly form, too.\Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance. response:	The true Wings of the Sun. Tell me where they are.
context: At last you show yourself.\And in such an ugly form, too.\Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are. response:	Aquarion!
context: And in such an ugly form, too.\Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are.\Aquarion! response:	Jin, let me down!
context: Where did you leave your real body?\What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are.\Aquarion!\Jin, let me down! response:	They're in trouble!
context: What the eyes can see is but an enchantment, a delusion chaining one to the past.\You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are.\Aquarion!\Jin, let me down!\They're in trouble! response:	Jin, please...
context: You yourself are still bound to your old form.\Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are.\Aquarion!\Jin, let me down!\They're in trouble!\Jin, please... response:	Yunoha...
context: Oh well. Let us dispense with pleasantries.\Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are.\Aquarion!\Jin, let me down!\They're in trouble!\Jin, please...\Yunoha... response:	That's the smell.
context: Apollonius' wings, which glow with amber radiance.\The true Wings of the Sun. Tell me where they are.\Aquarion!\Jin, let me down!\They're in trouble!\Jin, please...\Yunoha...\That's the smell. response:	Reverse!
context: The true Wings of the Sun. Tell me where they are.\Aquarion!\Jin, let me down!\They're in trouble!\Jin, please...\Yunoha...\That's the smell.\Reverse! response:	Amata...
context: Aquarion!\Jin, let me down!\They're in trouble!\Jin, please...\Yunoha...\That's the smell.\Reverse!\Amata... response:	Oh, my...
context: Jin, let me down!\They're in trouble!\Jin, please...\Yunoha...\That's the smell.\Reverse!\Amata...\Oh, my... response:	My Silvie!
context: They're in trouble!\Jin, please...\Yunoha...\That's the smell.\Reverse!\Amata...\Oh, my...\My Silvie! response:	Silvie?
context: Jin, please...\Yunoha...\That's the smell.\Reverse!\Amata...\Oh, my...\My Silvie!\Silvie? response:	I hate you!
context: Yunoha...\That's the smell.\Reverse!\Amata...\Oh, my...\My Silvie!\Silvie?\I hate you! response:	I've hated you since the day we met!
context: That's the smell.\Reverse!\Amata...\Oh, my...\My Silvie!\Silvie?\I hate you!\I've hated you since the day we met! response:	My Silvie!
context: Reverse!\Amata...\Oh, my...\My Silvie!\Silvie?\I hate you!\I've hated you since the day we met!\My Silvie! response:	No! Let me go!
context: Amata...\Oh, my...\My Silvie!\Silvie?\I hate you!\I've hated you since the day we met!\My Silvie!\No! Let me go! response:	Silvie?
context: Oh, my...\My Silvie!\Silvie?\I hate you!\I've hated you since the day we met!\My Silvie!\No! Let me go!\Silvie? response:	Mikono!
context: My Silvie!\Silvie?\I hate you!\I've hated you since the day we met!\My Silvie!\No! Let me go!\Silvie?\Mikono! response:	I hate you! I'm going to kill you!
context: Silvie?\I hate you!\I've hated you since the day we met!\My Silvie!\No! Let me go!\Silvie?\Mikono!\I hate you! I'm going to kill you! response:	I'll crush you in my arms forever.
context: I hate you!\I've hated you since the day we met!\My Silvie!\No! Let me go!\Silvie?\Mikono!\I hate you! I'm going to kill you!\I'll crush you in my arms forever. response:	No! No!
context: I've hated you since the day we met!\My Silvie!\No! Let me go!\Silvie?\Mikono!\I hate you! I'm going to kill you!\I'll crush you in my arms forever.\No! No! response:	Let her go!
context: My Silvie!\No! Let me go!\Silvie?\Mikono!\I hate you! I'm going to kill you!\I'll crush you in my arms forever.\No! No!\Let her go! response:	Asshole!
context: No! Let me go!\Silvie?\Mikono!\I hate you! I'm going to kill you!\I'll crush you in my arms forever.\No! No!\Let her go!\Asshole! response:	Mikono!
context: Silvie?\Mikono!\I hate you! I'm going to kill you!\I'll crush you in my arms forever.\No! No!\Let her go!\Asshole!\Mikono! response:	I know you.
context: Mikono!\I hate you! I'm going to kill you!\I'll crush you in my arms forever.\No! No!\Let her go!\Asshole!\Mikono!\I know you. response:	The weird guy who doesn't smell.
context: I hate you! I'm going to kill you!\I'll crush you in my arms forever.\No! No!\Let her go!\Asshole!\Mikono!\I know you.\The weird guy who doesn't smell. response:	What are you talking about?
context: I'll crush you in my arms forever.\No! No!\Let her go!\Asshole!\Mikono!\I know you.\The weird guy who doesn't smell.\What are you talking about? response:	If you don't smell, you don't really exist.
context: No! No!\Let her go!\Asshole!\Mikono!\I know you.\The weird guy who doesn't smell.\What are you talking about?\If you don't smell, you don't really exist. response:	So I guess you won't mind if I kill you.
context: Let her go!\Asshole!\Mikono!\I know you.\The weird guy who doesn't smell.\What are you talking about?\If you don't smell, you don't really exist.\So I guess you won't mind if I kill you. response:	Let's see what happens...
context: Asshole!\Mikono!\I know you.\The weird guy who doesn't smell.\What are you talking about?\If you don't smell, you don't really exist.\So I guess you won't mind if I kill you.\Let's see what happens... response:	if I reverse the blood flow in your heart.
context: Mikono!\I know you.\The weird guy who doesn't smell.\What are you talking about?\If you don't smell, you don't really exist.\So I guess you won't mind if I kill you.\Let's see what happens...\if I reverse the blood flow in your heart. response:	Magnificent. You're out of options.
context: I know you.\The weird guy who doesn't smell.\What are you talking about?\If you don't smell, you don't really exist.\So I guess you won't mind if I kill you.\Let's see what happens...\if I reverse the blood flow in your heart.\Magnificent. You're out of options. response:	Your last hope has vanished into the void.
context: The weird guy who doesn't smell.\What are you talking about?\If you don't smell, you don't really exist.\So I guess you won't mind if I kill you.\Let's see what happens...\if I reverse the blood flow in your heart.\Magnificent. You're out of options.\Your last hope has vanished into the void. response:	Now, tell me.
context: What are you talking about?\If you don't smell, you don't really exist.\So I guess you won't mind if I kill you.\Let's see what happens...\if I reverse the blood flow in your heart.\Magnificent. You're out of options.\Your last hope has vanished into the void.\Now, tell me. response:	The love of twenty and four thousand years.
context: If you don't smell, you don't really exist.\So I guess you won't mind if I kill you.\Let's see what happens...\if I reverse the blood flow in your heart.\Magnificent. You're out of options.\Your last hope has vanished into the void.\Now, tell me.\The love of twenty and four thousand years. response:	The Solar Wings.
context: So I guess you won't mind if I kill you.\Let's see what happens...\if I reverse the blood flow in your heart.\Magnificent. You're out of options.\Your last hope has vanished into the void.\Now, tell me.\The love of twenty and four thousand years.\The Solar Wings. response:	Where are they?
context: Let's see what happens...\if I reverse the blood flow in your heart.\Magnificent. You're out of options.\Your last hope has vanished into the void.\Now, tell me.\The love of twenty and four thousand years.\The Solar Wings.\Where are they? response:	Oh yes. I remember now.
context: if I reverse the blood flow in your heart.\Magnificent. You're out of options.\Your last hope has vanished into the void.\Now, tell me.\The love of twenty and four thousand years.\The Solar Wings.\Where are they?\Oh yes. I remember now. response:	I'm sorry for forgetting about you, Donar Dantes.
context: Magnificent. You're out of options.\Your last hope has vanished into the void.\Now, tell me.\The love of twenty and four thousand years.\The Solar Wings.\Where are they?\Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes. response:	Let's meet again sometime.
context: Your last hope has vanished into the void.\Now, tell me.\The love of twenty and four thousand years.\The Solar Wings.\Where are they?\Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime. response:	That was a spiritual body made of pure thought.
context: Now, tell me.\The love of twenty and four thousand years.\The Solar Wings.\Where are they?\Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime.\That was a spiritual body made of pure thought. response:	Miss Suomi, raise the Element Jammer in the command room.
context: The love of twenty and four thousand years.\The Solar Wings.\Where are they?\Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime.\That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room. response:	Right.
context: The Solar Wings.\Where are they?\Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime.\That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room.\Right. response:	Please, no...
context: Where are they?\Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime.\That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room.\Right.\Please, no... response:	Die.
context: Oh yes. I remember now.\I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime.\That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room.\Right.\Please, no...\Die. response:	What?
context: I'm sorry for forgetting about you, Donar Dantes.\Let's meet again sometime.\That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room.\Right.\Please, no...\Die.\What? response:	Amata!
context: Let's meet again sometime.\That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room.\Right.\Please, no...\Die.\What?\Amata! response:	Are you all right?
context: That was a spiritual body made of pure thought.\Miss Suomi, raise the Element Jammer in the command room.\Right.\Please, no...\Die.\What?\Amata!\Are you all right? response:	Andy! Mix!
context: Miss Suomi, raise the Element Jammer in the command room.\Right.\Please, no...\Die.\What?\Amata!\Are you all right?\Andy! Mix! response:	I'm glad you're all right!
context: Right.\Please, no...\Die.\What?\Amata!\Are you all right?\Andy! Mix!\I'm glad you're all right! response:	What a shock, though.
context: Please, no...\Die.\What?\Amata!\Are you all right?\Andy! Mix!\I'm glad you're all right!\What a shock, though. response:	I was just trying to dig our way out, and he fell right on top of us.
context: Die.\What?\Amata!\Are you all right?\Andy! Mix!\I'm glad you're all right!\What a shock, though.\I was just trying to dig our way out, and he fell right on top of us. response:	Damn you!
context: What?\Amata!\Are you all right?\Andy! Mix!\I'm glad you're all right!\What a shock, though.\I was just trying to dig our way out, and he fell right on top of us.\Damn you! response:	I'll reverse your very life!
context: Amata!\Are you all right?\Andy! Mix!\I'm glad you're all right!\What a shock, though.\I was just trying to dig our way out, and he fell right on top of us.\Damn you!\I'll reverse your very life! response:	You can try!
context: Are you all right?\Andy! Mix!\I'm glad you're all right!\What a shock, though.\I was just trying to dig our way out, and he fell right on top of us.\Damn you!\I'll reverse your very life!\You can try! response:	What the...
context: Andy! Mix!\I'm glad you're all right!\What a shock, though.\I was just trying to dig our way out, and he fell right on top of us.\Damn you!\I'll reverse your very life!\You can try!\What the... response:	Mikono!
context: I'm glad you're all right!\What a shock, though.\I was just trying to dig our way out, and he fell right on top of us.\Damn you!\I'll reverse your very life!\You can try!\What the...\Mikono! response:	Cayenne!
context: What a shock, though.\I was just trying to dig our way out, and he fell right on top of us.\Damn you!\I'll reverse your very life!\You can try!\What the...\Mikono!\Cayenne! response:	And Shrade, too!
context: I was just trying to dig our way out, and he fell right on top of us.\Damn you!\I'll reverse your very life!\You can try!\What the...\Mikono!\Cayenne!\And Shrade, too! response:	Aquarion, re-Union immediately!
context: Damn you!\I'll reverse your very life!\You can try!\What the...\Mikono!\Cayenne!\And Shrade, too!\Aquarion, re-Union immediately! response:	Roger!
context: I'll reverse your very life!\You can try!\What the...\Mikono!\Cayenne!\And Shrade, too!\Aquarion, re-Union immediately!\Roger! response:	We've still got to do something about that Dimension Gate!
context: You can try!\What the...\Mikono!\Cayenne!\And Shrade, too!\Aquarion, re-Union immediately!\Roger!\We've still got to do something about that Dimension Gate! response:	My power to isolate!
context: What the...\Mikono!\Cayenne!\And Shrade, too!\Aquarion, re-Union immediately!\Roger!\We've still got to do something about that Dimension Gate!\My power to isolate! response:	I'll use it!
context: Mikono!\Cayenne!\And Shrade, too!\Aquarion, re-Union immediately!\Roger!\We've still got to do something about that Dimension Gate!\My power to isolate!\I'll use it! response:	You traitor!
context: Cayenne!\And Shrade, too!\Aquarion, re-Union immediately!\Roger!\We've still got to do something about that Dimension Gate!\My power to isolate!\I'll use it!\You traitor! response:	Akbarjin Batbayar, you're...
context: And Shrade, too!\Aquarion, re-Union immediately!\Roger!\We've still got to do something about that Dimension Gate!\My power to isolate!\I'll use it!\You traitor!\Akbarjin Batbayar, you're... response:	Wrong!
context: Aquarion, re-Union immediately!\Roger!\We've still got to do something about that Dimension Gate!\My power to isolate!\I'll use it!\You traitor!\Akbarjin Batbayar, you're...\Wrong! response:	My name is Jin Muso!
