context: Death? response:	My death?
context: Matthew.\No!\Don't look inside!\Matthew.\Mina.\Ah, you're doing well today.\Perfect.\I just finished making this. response:	It's your medicine.
context: No!\Don't look inside!\Matthew.\Mina.\Ah, you're doing well today.\Perfect.\I just finished making this.\It's your medicine. response:	Medicine?
context: Don't look inside!\Matthew.\Mina.\Ah, you're doing well today.\Perfect.\I just finished making this.\It's your medicine.\Medicine? response:	Matthew, what are you...
context: Matthew.\Mina.\Ah, you're doing well today.\Perfect.\I just finished making this.\It's your medicine.\Medicine?\Matthew, what are you... response:	What are you talking about?
context: Mina.\Ah, you're doing well today.\Perfect.\I just finished making this.\It's your medicine.\Medicine?\Matthew, what are you...\What are you talking about? response:	Remember we had a sorcerer see you?
context: Ah, you're doing well today.\Perfect.\I just finished making this.\It's your medicine.\Medicine?\Matthew, what are you...\What are you talking about?\Remember we had a sorcerer see you? response:	He told me that this potion would make you better.
context: Perfect.\I just finished making this.\It's your medicine.\Medicine?\Matthew, what are you...\What are you talking about?\Remember we had a sorcerer see you?\He told me that this potion would make you better. response:	Th-These cats...
context: I just finished making this.\It's your medicine.\Medicine?\Matthew, what are you...\What are you talking about?\Remember we had a sorcerer see you?\He told me that this potion would make you better.\Th-These cats... response:	Where did these cats come from?
context: It's your medicine.\Medicine?\Matthew, what are you...\What are you talking about?\Remember we had a sorcerer see you?\He told me that this potion would make you better.\Th-These cats...\Where did these cats come from? response:	They're ingredients.
context: Medicine?\Matthew, what are you...\What are you talking about?\Remember we had a sorcerer see you?\He told me that this potion would make you better.\Th-These cats...\Where did these cats come from?\They're ingredients. response:	They say cats have nine lives.
context: Matthew, what are you...\What are you talking about?\Remember we had a sorcerer see you?\He told me that this potion would make you better.\Th-These cats...\Where did these cats come from?\They're ingredients.\They say cats have nine lives. response:	Apparently it's true.
context: What are you talking about?\Remember we had a sorcerer see you?\He told me that this potion would make you better.\Th-These cats...\Where did these cats come from?\They're ingredients.\They say cats have nine lives.\Apparently it's true. response:	He said I could make you medicine out of the cats' lives.
context: Remember we had a sorcerer see you?\He told me that this potion would make you better.\Th-These cats...\Where did these cats come from?\They're ingredients.\They say cats have nine lives.\Apparently it's true.\He said I could make you medicine out of the cats' lives. response:	How unfair is it that these beasts have so many lives?
context: He told me that this potion would make you better.\Th-These cats...\Where did these cats come from?\They're ingredients.\They say cats have nine lives.\Apparently it's true.\He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives? response:	Matthew!
context: Th-These cats...\Where did these cats come from?\They're ingredients.\They say cats have nine lives.\Apparently it's true.\He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives?\Matthew! response:	Hey, what happened to you?!
context: Where did these cats come from?\They're ingredients.\They say cats have nine lives.\Apparently it's true.\He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives?\Matthew!\Hey, what happened to you?! response:	How could you do such a terrible thing?!
context: They're ingredients.\They say cats have nine lives.\Apparently it's true.\He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives?\Matthew!\Hey, what happened to you?!\How could you do such a terrible thing?! response:	You aren't the kind of person who could do this!
context: They say cats have nine lives.\Apparently it's true.\He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives?\Matthew!\Hey, what happened to you?!\How could you do such a terrible thing?!\You aren't the kind of person who could do this! response:	I can.
context: Apparently it's true.\He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives?\Matthew!\Hey, what happened to you?!\How could you do such a terrible thing?!\You aren't the kind of person who could do this!\I can. response:	Because...
context: He said I could make you medicine out of the cats' lives.\How unfair is it that these beasts have so many lives?\Matthew!\Hey, what happened to you?!\How could you do such a terrible thing?!\You aren't the kind of person who could do this!\I can.\Because... response:	It's for your sake.
context: How unfair is it that these beasts have so many lives?\Matthew!\Hey, what happened to you?!\How could you do such a terrible thing?!\You aren't the kind of person who could do this!\I can.\Because...\It's for your sake. response:	Matthew...
context: Matthew!\Hey, what happened to you?!\How could you do such a terrible thing?!\You aren't the kind of person who could do this!\I can.\Because...\It's for your sake.\Matthew... response:	I can't move.
context: Hey, what happened to you?!\How could you do such a terrible thing?!\You aren't the kind of person who could do this!\I can.\Because...\It's for your sake.\Matthew...\I can't move. response:	You don't have to be scared.
context: How could you do such a terrible thing?!\You aren't the kind of person who could do this!\I can.\Because...\It's for your sake.\Matthew...\I can't move.\You don't have to be scared. response:	Drink that, and you'll go from being weak to able-bodied.
context: You aren't the kind of person who could do this!\I can.\Because...\It's for your sake.\Matthew...\I can't move.\You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied. response:	You might even be able to live forever.
context: I can.\Because...\It's for your sake.\Matthew...\I can't move.\You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever. response:	You...
context: Because...\It's for your sake.\Matthew...\I can't move.\You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever.\You... response:	What have you done to Matthew?!
context: It's for your sake.\Matthew...\I can't move.\You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever.\You...\What have you done to Matthew?! response:	I just had him trust me a little.
context: Matthew...\I can't move.\You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever.\You...\What have you done to Matthew?!\I just had him trust me a little. response:	Don't worry, it's a magnificent drug.
context: I can't move.\You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever.\You...\What have you done to Matthew?!\I just had him trust me a little.\Don't worry, it's a magnificent drug. response:	So...
context: You don't have to be scared.\Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever.\You...\What have you done to Matthew?!\I just had him trust me a little.\Don't worry, it's a magnificent drug.\So... response:	Be a mouse for me.
context: Drink that, and you'll go from being weak to able-bodied.\You might even be able to live forever.\You...\What have you done to Matthew?!\I just had him trust me a little.\Don't worry, it's a magnificent drug.\So...\Be a mouse for me. response:	Mina, it's okay.
context: You might even be able to live forever.\You...\What have you done to Matthew?!\I just had him trust me a little.\Don't worry, it's a magnificent drug.\So...\Be a mouse for me.\Mina, it's okay. response:	He said it only hurts in the beginning.
context: You...\What have you done to Matthew?!\I just had him trust me a little.\Don't worry, it's a magnificent drug.\So...\Be a mouse for me.\Mina, it's okay.\He said it only hurts in the beginning. response:	Hang in there, Mina.
context: What have you done to Matthew?!\I just had him trust me a little.\Don't worry, it's a magnificent drug.\So...\Be a mouse for me.\Mina, it's okay.\He said it only hurts in the beginning.\Hang in there, Mina. response:	You'll be well after this.
context: I just had him trust me a little.\Don't worry, it's a magnificent drug.\So...\Be a mouse for me.\Mina, it's okay.\He said it only hurts in the beginning.\Hang in there, Mina.\You'll be well after this. response:	I'll be with you.
context: Don't worry, it's a magnificent drug.\So...\Be a mouse for me.\Mina, it's okay.\He said it only hurts in the beginning.\Hang in there, Mina.\You'll be well after this.\I'll be with you. response:	So...
context: So...\Be a mouse for me.\Mina, it's okay.\He said it only hurts in the beginning.\Hang in there, Mina.\You'll be well after this.\I'll be with you.\So... response:	Mat... thew...
context: Be a mouse for me.\Mina, it's okay.\He said it only hurts in the beginning.\Hang in there, Mina.\You'll be well after this.\I'll be with you.\So...\Mat... thew... response:	Oh dear, it failed.
context: Mina, it's okay.\He said it only hurts in the beginning.\Hang in there, Mina.\You'll be well after this.\I'll be with you.\So...\Mat... thew...\Oh dear, it failed. response:	She lost her form.
context: He said it only hurts in the beginning.\Hang in there, Mina.\You'll be well after this.\I'll be with you.\So...\Mat... thew...\Oh dear, it failed.\She lost her form. response:	I suppose beasts are just beasts after all.
context: Hang in there, Mina.\You'll be well after this.\I'll be with you.\So...\Mat... thew...\Oh dear, it failed.\She lost her form.\I suppose beasts are just beasts after all. response:	They're easier to process than humans,
context: You'll be well after this.\I'll be with you.\So...\Mat... thew...\Oh dear, it failed.\She lost her form.\I suppose beasts are just beasts after all.\They're easier to process than humans, response:	but I guess their strong instincts means they have strong curses, too.
context: I'll be with you.\So...\Mat... thew...\Oh dear, it failed.\She lost her form.\I suppose beasts are just beasts after all.\They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too. response:	Looks like I'll have to go back to figuring out how to condense souls.
context: So...\Mat... thew...\Oh dear, it failed.\She lost her form.\I suppose beasts are just beasts after all.\They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls. response:	Thanks for the valuable research data, Mister.
context: Mat... thew...\Oh dear, it failed.\She lost her form.\I suppose beasts are just beasts after all.\They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister. response:	Why?
context: Oh dear, it failed.\She lost her form.\I suppose beasts are just beasts after all.\They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister.\Why? response:	Why?
context: She lost her form.\I suppose beasts are just beasts after all.\They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister.\Why?\Why? response:	Mina...
context: I suppose beasts are just beasts after all.\They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister.\Why?\Why?\Mina... response:	Mina...
context: They're easier to process than humans,\but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister.\Why?\Why?\Mina...\Mina... response:	Mina...
context: but I guess their strong instincts means they have strong curses, too.\Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister.\Why?\Why?\Mina...\Mina...\Mina... response:	Why, Mina?
context: Looks like I'll have to go back to figuring out how to condense souls.\Thanks for the valuable research data, Mister.\Why?\Why?\Mina...\Mina...\Mina...\Why, Mina? response:	Whoops, he broke.
context: Thanks for the valuable research data, Mister.\Why?\Why?\Mina...\Mina...\Mina...\Why, Mina?\Whoops, he broke. response:	Love's amazing, huh, Miss?
context: Why?\Why?\Mina...\Mina...\Mina...\Why, Mina?\Whoops, he broke.\Love's amazing, huh, Miss? response:	Why?
context: Why?\Mina...\Mina...\Mina...\Why, Mina?\Whoops, he broke.\Love's amazing, huh, Miss?\Why? response:	Why?
context: Mina...\Mina...\Mina...\Why, Mina?\Whoops, he broke.\Love's amazing, huh, Miss?\Why?\Why? response:	Why?
context: Mina...\Mina...\Why, Mina?\Whoops, he broke.\Love's amazing, huh, Miss?\Why?\Why?\Why? response:	Why?!
context: Mina...\Why, Mina?\Whoops, he broke.\Love's amazing, huh, Miss?\Why?\Why?\Why?\Why?! response:	I know.
context: Why, Mina?\Whoops, he broke.\Love's amazing, huh, Miss?\Why?\Why?\Why?\Why?!\I know. response:	It wasn't enough.
context: Whoops, he broke.\Love's amazing, huh, Miss?\Why?\Why?\Why?\Why?!\I know.\It wasn't enough. response:	I still need more.
context: Love's amazing, huh, Miss?\Why?\Why?\Why?\Why?!\I know.\It wasn't enough.\I still need more. response:	More...
context: Why?\Why?\Why?\Why?!\I know.\It wasn't enough.\I still need more.\More... response:	More,
context: Why?\Why?\Why?!\I know.\It wasn't enough.\I still need more.\More...\More, response:	more.
context: Why?\Why?!\I know.\It wasn't enough.\I still need more.\More...\More,\more. response:	I need to gather more.
context: Why?!\I know.\It wasn't enough.\I still need more.\More...\More,\more.\I need to gather more. response:	I need to gather... more.
context: I know.\It wasn't enough.\I still need more.\More...\More,\more.\I need to gather more.\I need to gather... more. response:	Tim.
context: It wasn't enough.\I still need more.\More...\More,\more.\I need to gather more.\I need to gather... more.\Tim. response:	I'm glad you're here.
context: I still need more.\More...\More,\more.\I need to gather more.\I need to gather... more.\Tim.\I'm glad you're here. response:	Your precious Mina is in trouble.
context: More...\More,\more.\I need to gather more.\I need to gather... more.\Tim.\I'm glad you're here.\Your precious Mina is in trouble. response:	So...
context: More,\more.\I need to gather more.\I need to gather... more.\Tim.\I'm glad you're here.\Your precious Mina is in trouble.\So... response:	Okay?
context: more.\I need to gather more.\I need to gather... more.\Tim.\I'm glad you're here.\Your precious Mina is in trouble.\So...\Okay? response:	You aren't human anymore.
context: I need to gather more.\I need to gather... more.\Tim.\I'm glad you're here.\Your precious Mina is in trouble.\So...\Okay?\You aren't human anymore. response:	You're a demon.
context: I need to gather... more.\Tim.\I'm glad you're here.\Your precious Mina is in trouble.\So...\Okay?\You aren't human anymore.\You're a demon. response:	You were deceived by a demon into becoming a pitiful demon yourself.
context: Tim.\I'm glad you're here.\Your precious Mina is in trouble.\So...\Okay?\You aren't human anymore.\You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself. response:	I can't let you live,
context: I'm glad you're here.\Your precious Mina is in trouble.\So...\Okay?\You aren't human anymore.\You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live, response:	and I can't let you die in peace.
context: Your precious Mina is in trouble.\So...\Okay?\You aren't human anymore.\You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live,\and I can't let you die in peace. response:	I was chosen to be the king.
context: So...\Okay?\You aren't human anymore.\You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live,\and I can't let you die in peace.\I was chosen to be the king. response:	I also do this for those who died.
context: Okay?\You aren't human anymore.\You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live,\and I can't let you die in peace.\I was chosen to be the king.\I also do this for those who died. response:	Mina...
context: You aren't human anymore.\You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live,\and I can't let you die in peace.\I was chosen to be the king.\I also do this for those who died.\Mina... response:	Mina...
context: You're a demon.\You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live,\and I can't let you die in peace.\I was chosen to be the king.\I also do this for those who died.\Mina...\Mina... response:	Mina...
context: You were deceived by a demon into becoming a pitiful demon yourself.\I can't let you live,\and I can't let you die in peace.\I was chosen to be the king.\I also do this for those who died.\Mina...\Mina...\Mina... response:	Where is Mina?
context: I can't let you live,\and I can't let you die in peace.\I was chosen to be the king.\I also do this for those who died.\Mina...\Mina...\Mina...\Where is Mina? response:	I'm so lonely without you.
context: and I can't let you die in peace.\I was chosen to be the king.\I also do this for those who died.\Mina...\Mina...\Mina...\Where is Mina?\I'm so lonely without you. response:	Mina...
context: I was chosen to be the king.\I also do this for those who died.\Mina...\Mina...\Mina...\Where is Mina?\I'm so lonely without you.\Mina... response:	Mina...
context: I also do this for those who died.\Mina...\Mina...\Mina...\Where is Mina?\I'm so lonely without you.\Mina...\Mina... response:	Chise.
context: Mina...\Mina...\Mina...\Where is Mina?\I'm so lonely without you.\Mina...\Mina...\Chise. response:	I've made you see something terrible, haven't I?
context: Mina...\Mina...\Where is Mina?\I'm so lonely without you.\Mina...\Mina...\Chise.\I've made you see something terrible, haven't I? response:	I only intended to have you erase us,
context: Mina...\Where is Mina?\I'm so lonely without you.\Mina...\Mina...\Chise.\I've made you see something terrible, haven't I?\I only intended to have you erase us, response:	but you have a powerful gift of sight.
context: Where is Mina?\I'm so lonely without you.\Mina...\Mina...\Chise.\I've made you see something terrible, haven't I?\I only intended to have you erase us,\but you have a powerful gift of sight. response:	I'm sorry.
context: I'm so lonely without you.\Mina...\Mina...\Chise.\I've made you see something terrible, haven't I?\I only intended to have you erase us,\but you have a powerful gift of sight.\I'm sorry. response:	What do you mean by erase?
context: Mina...\Mina...\Chise.\I've made you see something terrible, haven't I?\I only intended to have you erase us,\but you have a powerful gift of sight.\I'm sorry.\What do you mean by erase? response:	I mean what I said.
context: Mina...\Chise.\I've made you see something terrible, haven't I?\I only intended to have you erase us,\but you have a powerful gift of sight.\I'm sorry.\What do you mean by erase?\I mean what I said. response:	Make us not exist.
context: Chise.\I've made you see something terrible, haven't I?\I only intended to have you erase us,\but you have a powerful gift of sight.\I'm sorry.\What do you mean by erase?\I mean what I said.\Make us not exist. response:	The souls of all living things are part of a cycle.
context: I've made you see something terrible, haven't I?\I only intended to have you erase us,\but you have a powerful gift of sight.\I'm sorry.\What do you mean by erase?\I mean what I said.\Make us not exist.\The souls of all living things are part of a cycle. response:	But Matthew and I have forgotten how to return.
context: I only intended to have you erase us,\but you have a powerful gift of sight.\I'm sorry.\What do you mean by erase?\I mean what I said.\Make us not exist.\The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return. response:	As have the cats.
context: but you have a powerful gift of sight.\I'm sorry.\What do you mean by erase?\I mean what I said.\Make us not exist.\The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return.\As have the cats. response:	The cats?
context: I'm sorry.\What do you mean by erase?\I mean what I said.\Make us not exist.\The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return.\As have the cats.\The cats? response:	The souls of the cats who bore a curse from their murder.
context: What do you mean by erase?\I mean what I said.\Make us not exist.\The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return.\As have the cats.\The cats?\The souls of the cats who bore a curse from their murder. response:	We've all forgotten how to return.
context: I mean what I said.\Make us not exist.\The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return.\As have the cats.\The cats?\The souls of the cats who bore a curse from their murder.\We've all forgotten how to return. response:	So, I want you to erase us.
context: Make us not exist.\The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return.\As have the cats.\The cats?\The souls of the cats who bore a curse from their murder.\We've all forgotten how to return.\So, I want you to erase us. response:	I can't.
context: The souls of all living things are part of a cycle.\But Matthew and I have forgotten how to return.\As have the cats.\The cats?\The souls of the cats who bore a curse from their murder.\We've all forgotten how to return.\So, I want you to erase us.\I can't. response:	You were only deceived.
context: But Matthew and I have forgotten how to return.\As have the cats.\The cats?\The souls of the cats who bore a curse from their murder.\We've all forgotten how to return.\So, I want you to erase us.\I can't.\You were only deceived. response:	You don't deserve to be erased!
context: As have the cats.\The cats?\The souls of the cats who bore a curse from their murder.\We've all forgotten how to return.\So, I want you to erase us.\I can't.\You were only deceived.\You don't deserve to be erased! response:	You must.
context: The cats?\The souls of the cats who bore a curse from their murder.\We've all forgotten how to return.\So, I want you to erase us.\I can't.\You were only deceived.\You don't deserve to be erased!\You must. response:	You have to.
context: The souls of the cats who bore a curse from their murder.\We've all forgotten how to return.\So, I want you to erase us.\I can't.\You were only deceived.\You don't deserve to be erased!\You must.\You have to. response:	All that waits for us if we lose our chance now is an even more painful, endless void.
context: We've all forgotten how to return.\So, I want you to erase us.\I can't.\You were only deceived.\You don't deserve to be erased!\You must.\You have to.\All that waits for us if we lose our chance now is an even more painful, endless void. response:	You're the only who can help us right now.
context: So, I want you to erase us.\I can't.\You were only deceived.\You don't deserve to be erased!\You must.\You have to.\All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now. response:	I'll lead the way, then.
context: I can't.\You were only deceived.\You don't deserve to be erased!\You must.\You have to.\All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now.\I'll lead the way, then. response:	King.
context: You were only deceived.\You don't deserve to be erased!\You must.\You have to.\All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now.\I'll lead the way, then.\King. response:	This is my ninth life.
context: You don't deserve to be erased!\You must.\You have to.\All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now.\I'll lead the way, then.\King.\This is my ninth life. response:	I'll be returning soon.
context: You must.\You have to.\All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now.\I'll lead the way, then.\King.\This is my ninth life.\I'll be returning soon. response:	I should be able to guide you to where you belong.
context: You have to.\All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now.\I'll lead the way, then.\King.\This is my ninth life.\I'll be returning soon.\I should be able to guide you to where you belong. response:	No!
context: All that waits for us if we lose our chance now is an even more painful, endless void.\You're the only who can help us right now.\I'll lead the way, then.\King.\This is my ninth life.\I'll be returning soon.\I should be able to guide you to where you belong.\No! response:	You can't! That girl will be sad!
context: You're the only who can help us right now.\I'll lead the way, then.\King.\This is my ninth life.\I'll be returning soon.\I should be able to guide you to where you belong.\No!\You can't! That girl will be sad! response:	Death is always sudden.
context: I'll lead the way, then.\King.\This is my ninth life.\I'll be returning soon.\I should be able to guide you to where you belong.\No!\You can't! That girl will be sad!\Death is always sudden. response:	Sooner or later, it comes to all.
context: King.\This is my ninth life.\I'll be returning soon.\I should be able to guide you to where you belong.\No!\You can't! That girl will be sad!\Death is always sudden.\Sooner or later, it comes to all. response:	The last king, and the one before,
context: This is my ninth life.\I'll be returning soon.\I should be able to guide you to where you belong.\No!\You can't! That girl will be sad!\Death is always sudden.\Sooner or later, it comes to all.\The last king, and the one before, response:	all sacrificed their souls to hold off the corruption.
context: I'll be returning soon.\I should be able to guide you to where you belong.\No!\You can't! That girl will be sad!\Death is always sudden.\Sooner or later, it comes to all.\The last king, and the one before,\all sacrificed their souls to hold off the corruption. response:	Compared to that, being a guide isn't difficult.
context: I should be able to guide you to where you belong.\No!\You can't! That girl will be sad!\Death is always sudden.\Sooner or later, it comes to all.\The last king, and the one before,\all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult. response:	I have good memories with her.
context: No!\You can't! That girl will be sad!\Death is always sudden.\Sooner or later, it comes to all.\The last king, and the one before,\all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult.\I have good memories with her. response:	That's all I need.
context: You can't! That girl will be sad!\Death is always sudden.\Sooner or later, it comes to all.\The last king, and the one before,\all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult.\I have good memories with her.\That's all I need. response:	Thank you.
context: Death is always sudden.\Sooner or later, it comes to all.\The last king, and the one before,\all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult.\I have good memories with her.\That's all I need.\Thank you. response:	What should I do?
context: Sooner or later, it comes to all.\The last king, and the one before,\all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult.\I have good memories with her.\That's all I need.\Thank you.\What should I do? response:	Wait.
context: The last king, and the one before,\all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult.\I have good memories with her.\That's all I need.\Thank you.\What should I do?\Wait. response:	Ariel, with your power, with the wind to carry seeds far away...
context: all sacrificed their souls to hold off the corruption.\Compared to that, being a guide isn't difficult.\I have good memories with her.\That's all I need.\Thank you.\What should I do?\Wait.\Ariel, with your power, with the wind to carry seeds far away... response:	You're right.
context: Compared to that, being a guide isn't difficult.\I have good memories with her.\That's all I need.\Thank you.\What should I do?\Wait.\Ariel, with your power, with the wind to carry seeds far away...\You're right. response:	Seed to soil, flower to seed.
context: I have good memories with her.\That's all I need.\Thank you.\What should I do?\Wait.\Ariel, with your power, with the wind to carry seeds far away...\You're right.\Seed to soil, flower to seed. response:	That is the pact of the soil and the wind.
context: That's all I need.\Thank you.\What should I do?\Wait.\Ariel, with your power, with the wind to carry seeds far away...\You're right.\Seed to soil, flower to seed.\That is the pact of the soil and the wind. response:	Those whose time is to return, to the place where they must return.
context: Thank you.\What should I do?\Wait.\Ariel, with your power, with the wind to carry seeds far away...\You're right.\Seed to soil, flower to seed.\That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return. response:	Humans sure are silly and clever. You're amusing.
context: What should I do?\Wait.\Ariel, with your power, with the wind to carry seeds far away...\You're right.\Seed to soil, flower to seed.\That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing. response:	That's why we can never get enough of you.
context: Wait.\Ariel, with your power, with the wind to carry seeds far away...\You're right.\Seed to soil, flower to seed.\That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you. response:	We won't erase you.
context: Ariel, with your power, with the wind to carry seeds far away...\You're right.\Seed to soil, flower to seed.\That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you.\We won't erase you. response:	Don't worry.
context: You're right.\Seed to soil, flower to seed.\That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you.\We won't erase you.\Don't worry. response:	She'll take you there.
context: Seed to soil, flower to seed.\That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you.\We won't erase you.\Don't worry.\She'll take you there. response:	So picture it in your mind.
context: That is the pact of the soil and the wind.\Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you.\We won't erase you.\Don't worry.\She'll take you there.\So picture it in your mind. response:	Dandelions, sending their seeds off into the air.
context: Those whose time is to return, to the place where they must return.\Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you.\We won't erase you.\Don't worry.\She'll take you there.\So picture it in your mind.\Dandelions, sending their seeds off into the air. response:	There, they set root and sprout.
context: Humans sure are silly and clever. You're amusing.\That's why we can never get enough of you.\We won't erase you.\Don't worry.\She'll take you there.\So picture it in your mind.\Dandelions, sending their seeds off into the air.\There, they set root and sprout. response:	The wind blows toward where you need to go.
context: That's why we can never get enough of you.\We won't erase you.\Don't worry.\She'll take you there.\So picture it in your mind.\Dandelions, sending their seeds off into the air.\There, they set root and sprout.\The wind blows toward where you need to go. response:	Matthew!
context: We won't erase you.\Don't worry.\She'll take you there.\So picture it in your mind.\Dandelions, sending their seeds off into the air.\There, they set root and sprout.\The wind blows toward where you need to go.\Matthew! response:	Mina!
context: Don't worry.\She'll take you there.\So picture it in your mind.\Dandelions, sending their seeds off into the air.\There, they set root and sprout.\The wind blows toward where you need to go.\Matthew!\Mina! response:	Matthew!
context: She'll take you there.\So picture it in your mind.\Dandelions, sending their seeds off into the air.\There, they set root and sprout.\The wind blows toward where you need to go.\Matthew!\Mina!\Matthew! response:	Mina.
context: So picture it in your mind.\Dandelions, sending their seeds off into the air.\There, they set root and sprout.\The wind blows toward where you need to go.\Matthew!\Mina!\Matthew!\Mina. response:	Where were you?
context: Dandelions, sending their seeds off into the air.\There, they set root and sprout.\The wind blows toward where you need to go.\Matthew!\Mina!\Matthew!\Mina.\Where were you? response:	Matthew.
context: There, they set root and sprout.\The wind blows toward where you need to go.\Matthew!\Mina!\Matthew!\Mina.\Where were you?\Matthew. response:	Let's go, Matthew.
context: The wind blows toward where you need to go.\Matthew!\Mina!\Matthew!\Mina.\Where were you?\Matthew.\Let's go, Matthew. response:	Thank you, Chise,
context: Matthew!\Mina!\Matthew!\Mina.\Where were you?\Matthew.\Let's go, Matthew.\Thank you, Chise, response:	the little mage.
context: Mina!\Matthew!\Mina.\Where were you?\Matthew.\Let's go, Matthew.\Thank you, Chise,\the little mage. response:	I pray that you don't come here any time soon.
context: Matthew!\Mina.\Where were you?\Matthew.\Let's go, Matthew.\Thank you, Chise,\the little mage.\I pray that you don't come here any time soon. response:	I was an unnecessary child.
context: Mina.\Where were you?\Matthew.\Let's go, Matthew.\Thank you, Chise,\the little mage.\I pray that you don't come here any time soon.\I was an unnecessary child. response:	No one wanted me.
context: Where were you?\Matthew.\Let's go, Matthew.\Thank you, Chise,\the little mage.\I pray that you don't come here any time soon.\I was an unnecessary child.\No one wanted me. response:	I was kicked out, and I wandered endlessly. And finally...
context: Matthew.\Let's go, Matthew.\Thank you, Chise,\the little mage.\I pray that you don't come here any time soon.\I was an unnecessary child.\No one wanted me.\I was kicked out, and I wandered endlessly. And finally... response:	I might've found a perch.
context: Let's go, Matthew.\Thank you, Chise,\the little mage.\I pray that you don't come here any time soon.\I was an unnecessary child.\No one wanted me.\I was kicked out, and I wandered endlessly. And finally...\I might've found a perch. response:	When am I going to die?
