context: Over here! Over here! response:	Hurry, you wimp!
context: You should feel honored. I am making this place my temporary home.\Temporary home? Yeah, right.\You look like a hunting god, which is probably why you're so reckless!\What did you say?\Wait! Wait!\What, you again, Seimei?\He just lost his vessel and memories, and is having a rough time.\Not my problem. response:	Get him out of here, Seimei.
context: Temporary home? Yeah, right.\You look like a hunting god, which is probably why you're so reckless!\What did you say?\Wait! Wait!\What, you again, Seimei?\He just lost his vessel and memories, and is having a rough time.\Not my problem.\Get him out of here, Seimei. response:	There won't be a next time.
context: You look like a hunting god, which is probably why you're so reckless!\What did you say?\Wait! Wait!\What, you again, Seimei?\He just lost his vessel and memories, and is having a rough time.\Not my problem.\Get him out of here, Seimei.\There won't be a next time. response:	This won't work.
context: What did you say?\Wait! Wait!\What, you again, Seimei?\He just lost his vessel and memories, and is having a rough time.\Not my problem.\Get him out of here, Seimei.\There won't be a next time.\This won't work. response:	Shrines already have gods in them.
context: Wait! Wait!\What, you again, Seimei?\He just lost his vessel and memories, and is having a rough time.\Not my problem.\Get him out of here, Seimei.\There won't be a next time.\This won't work.\Shrines already have gods in them. response:	But there is power here. It's hard to give that up.
context: What, you again, Seimei?\He just lost his vessel and memories, and is having a rough time.\Not my problem.\Get him out of here, Seimei.\There won't be a next time.\This won't work.\Shrines already have gods in them.\But there is power here. It's hard to give that up. response:	Wait. You almost got into a fight, though.
context: He just lost his vessel and memories, and is having a rough time.\Not my problem.\Get him out of here, Seimei.\There won't be a next time.\This won't work.\Shrines already have gods in them.\But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though. response:	If you find a vessel with no occupant, that would be one thing.
context: Not my problem.\Get him out of here, Seimei.\There won't be a next time.\This won't work.\Shrines already have gods in them.\But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing. response:	But failing that, a fight is inevitable.
context: Get him out of here, Seimei.\There won't be a next time.\This won't work.\Shrines already have gods in them.\But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable. response:	If you try to go inside, there'll be big trouble!
context: There won't be a next time.\This won't work.\Shrines already have gods in them.\But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble! response:	What's wrong?
context: This won't work.\Shrines already have gods in them.\But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble!\What's wrong? response:	Wake up! Wake up!
context: Shrines already have gods in them.\But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble!\What's wrong?\Wake up! Wake up! response:	Huh?
context: But there is power here. It's hard to give that up.\Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble!\What's wrong?\Wake up! Wake up!\Huh? response:	Good. You're awake.
context: Wait. You almost got into a fight, though.\If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble!\What's wrong?\Wake up! Wake up!\Huh?\Good. You're awake. response:	You have him to thank.
context: If you find a vessel with no occupant, that would be one thing.\But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble!\What's wrong?\Wake up! Wake up!\Huh?\Good. You're awake.\You have him to thank. response:	That Another brought you in.
context: But failing that, a fight is inevitable.\If you try to go inside, there'll be big trouble!\What's wrong?\Wake up! Wake up!\Huh?\Good. You're awake.\You have him to thank.\That Another brought you in. response:	You should take better care of yourself.
context: If you try to go inside, there'll be big trouble!\What's wrong?\Wake up! Wake up!\Huh?\Good. You're awake.\You have him to thank.\That Another brought you in.\You should take better care of yourself. response:	Job or not, you're pushing yourself too hard.
context: What's wrong?\Wake up! Wake up!\Huh?\Good. You're awake.\You have him to thank.\That Another brought you in.\You should take better care of yourself.\Job or not, you're pushing yourself too hard. response:	Sorry.
context: Wake up! Wake up!\Huh?\Good. You're awake.\You have him to thank.\That Another brought you in.\You should take better care of yourself.\Job or not, you're pushing yourself too hard.\Sorry. response:	No, that's not all.
context: Huh?\Good. You're awake.\You have him to thank.\That Another brought you in.\You should take better care of yourself.\Job or not, you're pushing yourself too hard.\Sorry.\No, that's not all. response:	Arata's life force is leaving his body and going somewhere.
context: Good. You're awake.\You have him to thank.\That Another brought you in.\You should take better care of yourself.\Job or not, you're pushing yourself too hard.\Sorry.\No, that's not all.\Arata's life force is leaving his body and going somewhere. response:	That's why he collapsed.
context: You have him to thank.\That Another brought you in.\You should take better care of yourself.\Job or not, you're pushing yourself too hard.\Sorry.\No, that's not all.\Arata's life force is leaving his body and going somewhere.\That's why he collapsed. response:	Does that have something to do with him feeling better?
context: That Another brought you in.\You should take better care of yourself.\Job or not, you're pushing yourself too hard.\Sorry.\No, that's not all.\Arata's life force is leaving his body and going somewhere.\That's why he collapsed.\Does that have something to do with him feeling better? response:	He looks surprised, which means he didn't steal it deliberately.
context: You should take better care of yourself.\Job or not, you're pushing yourself too hard.\Sorry.\No, that's not all.\Arata's life force is leaving his body and going somewhere.\That's why he collapsed.\Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately. response:	Is he the type that drains you just by being nearby?
context: Job or not, you're pushing yourself too hard.\Sorry.\No, that's not all.\Arata's life force is leaving his body and going somewhere.\That's why he collapsed.\Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby? response:	No.
context: Sorry.\No, that's not all.\Arata's life force is leaving his body and going somewhere.\That's why he collapsed.\Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby?\No. response:	He's probably unconsciously taking energy from any human who focuses on him.
context: No, that's not all.\Arata's life force is leaving his body and going somewhere.\That's why he collapsed.\Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby?\No.\He's probably unconsciously taking energy from any human who focuses on him. response:	Where are you going?
context: Arata's life force is leaving his body and going somewhere.\That's why he collapsed.\Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby?\No.\He's probably unconsciously taking energy from any human who focuses on him.\Where are you going? response:	I'm leaving.
context: That's why he collapsed.\Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby?\No.\He's probably unconsciously taking energy from any human who focuses on him.\Where are you going?\I'm leaving. response:	If I'm sucking away your life force,
context: Does that have something to do with him feeling better?\He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby?\No.\He's probably unconsciously taking energy from any human who focuses on him.\Where are you going?\I'm leaving.\If I'm sucking away your life force, response:	staying here any longer will mean killing you.
context: He looks surprised, which means he didn't steal it deliberately.\Is he the type that drains you just by being nearby?\No.\He's probably unconsciously taking energy from any human who focuses on him.\Where are you going?\I'm leaving.\If I'm sucking away your life force,\staying here any longer will mean killing you. response:	Wait! We haven't found your name or a home for you!
context: Is he the type that drains you just by being nearby?\No.\He's probably unconsciously taking energy from any human who focuses on him.\Where are you going?\I'm leaving.\If I'm sucking away your life force,\staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you! response:	I have my pride.
context: No.\He's probably unconsciously taking energy from any human who focuses on him.\Where are you going?\I'm leaving.\If I'm sucking away your life force,\staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you!\I have my pride. response:	I cannot take the life of an innocent man,
context: He's probably unconsciously taking energy from any human who focuses on him.\Where are you going?\I'm leaving.\If I'm sucking away your life force,\staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you!\I have my pride.\I cannot take the life of an innocent man, response:	let alone one who's done so much for me.
context: Where are you going?\I'm leaving.\If I'm sucking away your life force,\staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you!\I have my pride.\I cannot take the life of an innocent man,\let alone one who's done so much for me. response:	My job's not done yet!
context: I'm leaving.\If I'm sucking away your life force,\staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you!\I have my pride.\I cannot take the life of an innocent man,\let alone one who's done so much for me.\My job's not done yet! response:	My job is to find clues as to who you are!
context: If I'm sucking away your life force,\staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you!\I have my pride.\I cannot take the life of an innocent man,\let alone one who's done so much for me.\My job's not done yet!\My job is to find clues as to who you are! response:	I can't have you leaving!
context: staying here any longer will mean killing you.\Wait! We haven't found your name or a home for you!\I have my pride.\I cannot take the life of an innocent man,\let alone one who's done so much for me.\My job's not done yet!\My job is to find clues as to who you are!\I can't have you leaving! response:	Aren't you scared?
context: Wait! We haven't found your name or a home for you!\I have my pride.\I cannot take the life of an innocent man,\let alone one who's done so much for me.\My job's not done yet!\My job is to find clues as to who you are!\I can't have you leaving!\Aren't you scared? response:	No. We've been together this whole time.
context: I have my pride.\I cannot take the life of an innocent man,\let alone one who's done so much for me.\My job's not done yet!\My job is to find clues as to who you are!\I can't have you leaving!\Aren't you scared?\No. We've been together this whole time. response:	I'm sorry.
context: I cannot take the life of an innocent man,\let alone one who's done so much for me.\My job's not done yet!\My job is to find clues as to who you are!\I can't have you leaving!\Aren't you scared?\No. We've been together this whole time.\I'm sorry. response:	Hey, I hate to interrupt your touching conversation,
context: let alone one who's done so much for me.\My job's not done yet!\My job is to find clues as to who you are!\I can't have you leaving!\Aren't you scared?\No. We've been together this whole time.\I'm sorry.\Hey, I hate to interrupt your touching conversation, response:	but I have no idea what you're saying.
context: My job's not done yet!\My job is to find clues as to who you are!\I can't have you leaving!\Aren't you scared?\No. We've been together this whole time.\I'm sorry.\Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying. response:	Interpret.
context: My job is to find clues as to who you are!\I can't have you leaving!\Aren't you scared?\No. We've been together this whole time.\I'm sorry.\Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying.\Interpret. response:	Oh, sorry. Actually...
context: I can't have you leaving!\Aren't you scared?\No. We've been together this whole time.\I'm sorry.\Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying.\Interpret.\Oh, sorry. Actually... response:	I see...
context: Aren't you scared?\No. We've been together this whole time.\I'm sorry.\Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying.\Interpret.\Oh, sorry. Actually...\I see... response:	Theo, what's your take?
context: No. We've been together this whole time.\I'm sorry.\Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying.\Interpret.\Oh, sorry. Actually...\I see...\Theo, what's your take? response:	The name's the thing.
context: I'm sorry.\Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying.\Interpret.\Oh, sorry. Actually...\I see...\Theo, what's your take?\The name's the thing. response:	If we can find his name, we can find a new vessel for him.
context: Hey, I hate to interrupt your touching conversation,\but I have no idea what you're saying.\Interpret.\Oh, sorry. Actually...\I see...\Theo, what's your take?\The name's the thing.\If we can find his name, we can find a new vessel for him. response:	Then we keep doing what we've been doing.
context: but I have no idea what you're saying.\Interpret.\Oh, sorry. Actually...\I see...\Theo, what's your take?\The name's the thing.\If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing. response:	I'll stay with that Another and find clues to his name.
context: Interpret.\Oh, sorry. Actually...\I see...\Theo, what's your take?\The name's the thing.\If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name. response:	You just collapsed!
context: Oh, sorry. Actually...\I see...\Theo, what's your take?\The name's the thing.\If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name.\You just collapsed! response:	I'm fine. We found the cause...
context: I see...\Theo, what's your take?\The name's the thing.\If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name.\You just collapsed!\I'm fine. We found the cause... response:	And like I said. This is my job.
context: Theo, what's your take?\The name's the thing.\If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name.\You just collapsed!\I'm fine. We found the cause...\And like I said. This is my job. response:	And I may have lost my own stamina,
context: The name's the thing.\If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name.\You just collapsed!\I'm fine. We found the cause...\And like I said. This is my job.\And I may have lost my own stamina, response:	but that Another is doing better now.
context: If we can find his name, we can find a new vessel for him.\Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name.\You just collapsed!\I'm fine. We found the cause...\And like I said. This is my job.\And I may have lost my own stamina,\but that Another is doing better now. response:	We're moving forward.
context: Then we keep doing what we've been doing.\I'll stay with that Another and find clues to his name.\You just collapsed!\I'm fine. We found the cause...\And like I said. This is my job.\And I may have lost my own stamina,\but that Another is doing better now.\We're moving forward. response:	You're a stubborn guy.
context: I'll stay with that Another and find clues to his name.\You just collapsed!\I'm fine. We found the cause...\And like I said. This is my job.\And I may have lost my own stamina,\but that Another is doing better now.\We're moving forward.\You're a stubborn guy. response:	Fine.
context: You just collapsed!\I'm fine. We found the cause...\And like I said. This is my job.\And I may have lost my own stamina,\but that Another is doing better now.\We're moving forward.\You're a stubborn guy.\Fine. response:	Hey, Kyoichi!
context: I'm fine. We found the cause...\And like I said. This is my job.\And I may have lost my own stamina,\but that Another is doing better now.\We're moving forward.\You're a stubborn guy.\Fine.\Hey, Kyoichi! response:	Let's do what we can.
context: And like I said. This is my job.\And I may have lost my own stamina,\but that Another is doing better now.\We're moving forward.\You're a stubborn guy.\Fine.\Hey, Kyoichi!\Let's do what we can. response:	And we're the ones who gave him the job, after all.
context: And I may have lost my own stamina,\but that Another is doing better now.\We're moving forward.\You're a stubborn guy.\Fine.\Hey, Kyoichi!\Let's do what we can.\And we're the ones who gave him the job, after all. response:	Oh, fine.
context: but that Another is doing better now.\We're moving forward.\You're a stubborn guy.\Fine.\Hey, Kyoichi!\Let's do what we can.\And we're the ones who gave him the job, after all.\Oh, fine. response:	Contact me ASAP if something happens.
context: We're moving forward.\You're a stubborn guy.\Fine.\Hey, Kyoichi!\Let's do what we can.\And we're the ones who gave him the job, after all.\Oh, fine.\Contact me ASAP if something happens. response:	Right!
context: You're a stubborn guy.\Fine.\Hey, Kyoichi!\Let's do what we can.\And we're the ones who gave him the job, after all.\Oh, fine.\Contact me ASAP if something happens.\Right! response:	Thank you very much!
context: Fine.\Hey, Kyoichi!\Let's do what we can.\And we're the ones who gave him the job, after all.\Oh, fine.\Contact me ASAP if something happens.\Right!\Thank you very much! response:	What's wrong?
context: Hey, Kyoichi!\Let's do what we can.\And we're the ones who gave him the job, after all.\Oh, fine.\Contact me ASAP if something happens.\Right!\Thank you very much!\What's wrong? response:	I didn't know there were so many people, and of so many different kinds.
context: Let's do what we can.\And we're the ones who gave him the job, after all.\Oh, fine.\Contact me ASAP if something happens.\Right!\Thank you very much!\What's wrong?\I didn't know there were so many people, and of so many different kinds. response:	Well, that's especially true for Shinjuku.
context: And we're the ones who gave him the job, after all.\Oh, fine.\Contact me ASAP if something happens.\Right!\Thank you very much!\What's wrong?\I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku. response:	And I've never met a human like you before.
context: Oh, fine.\Contact me ASAP if something happens.\Right!\Thank you very much!\What's wrong?\I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku.\And I've never met a human like you before. response:	It's a big world.
context: Contact me ASAP if something happens.\Right!\Thank you very much!\What's wrong?\I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku.\And I've never met a human like you before.\It's a big world. response:	Did you remember something?
context: Right!\Thank you very much!\What's wrong?\I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku.\And I've never met a human like you before.\It's a big world.\Did you remember something? response:	Not really.
context: Thank you very much!\What's wrong?\I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku.\And I've never met a human like you before.\It's a big world.\Did you remember something?\Not really. response:	But it feels like something is coming back.
context: What's wrong?\I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku.\And I've never met a human like you before.\It's a big world.\Did you remember something?\Not really.\But it feels like something is coming back. response:	Good.
context: I didn't know there were so many people, and of so many different kinds.\Well, that's especially true for Shinjuku.\And I've never met a human like you before.\It's a big world.\Did you remember something?\Not really.\But it feels like something is coming back.\Good. response:	If you notice anything at all, tell me.
context: Well, that's especially true for Shinjuku.\And I've never met a human like you before.\It's a big world.\Did you remember something?\Not really.\But it feels like something is coming back.\Good.\If you notice anything at all, tell me. response:	It may be a clue.
context: And I've never met a human like you before.\It's a big world.\Did you remember something?\Not really.\But it feels like something is coming back.\Good.\If you notice anything at all, tell me.\It may be a clue. response:	Then first, I request an offering.
context: It's a big world.\Did you remember something?\Not really.\But it feels like something is coming back.\Good.\If you notice anything at all, tell me.\It may be a clue.\Then first, I request an offering. response:	I didn't get any food after the fuss back there. I'm hungry.
context: Did you remember something?\Not really.\But it feels like something is coming back.\Good.\If you notice anything at all, tell me.\It may be a clue.\Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry. response:	You must be hungry as well, right?
context: Not really.\But it feels like something is coming back.\Good.\If you notice anything at all, tell me.\It may be a clue.\Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right? response:	Yes. I'll get something ready when we get home.
context: But it feels like something is coming back.\Good.\If you notice anything at all, tell me.\It may be a clue.\Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right?\Yes. I'll get something ready when we get home. response:	I just got some good honey there.
context: Good.\If you notice anything at all, tell me.\It may be a clue.\Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right?\Yes. I'll get something ready when we get home.\I just got some good honey there. response:	It's imported, and supposedly delicious.
context: If you notice anything at all, tell me.\It may be a clue.\Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right?\Yes. I'll get something ready when we get home.\I just got some good honey there.\It's imported, and supposedly delicious. response:	I can't wait!
context: It may be a clue.\Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right?\Yes. I'll get something ready when we get home.\I just got some good honey there.\It's imported, and supposedly delicious.\I can't wait! response:	Here you go.
context: Then first, I request an offering.\I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right?\Yes. I'll get something ready when we get home.\I just got some good honey there.\It's imported, and supposedly delicious.\I can't wait!\Here you go. response:	What's wrong?
context: I didn't get any food after the fuss back there. I'm hungry.\You must be hungry as well, right?\Yes. I'll get something ready when we get home.\I just got some good honey there.\It's imported, and supposedly delicious.\I can't wait!\Here you go.\What's wrong? response:	No, it's nothing.
context: You must be hungry as well, right?\Yes. I'll get something ready when we get home.\I just got some good honey there.\It's imported, and supposedly delicious.\I can't wait!\Here you go.\What's wrong?\No, it's nothing. response:	Here you go.
context: Yes. I'll get something ready when we get home.\I just got some good honey there.\It's imported, and supposedly delicious.\I can't wait!\Here you go.\What's wrong?\No, it's nothing.\Here you go. response:	Thank you!
context: I just got some good honey there.\It's imported, and supposedly delicious.\I can't wait!\Here you go.\What's wrong?\No, it's nothing.\Here you go.\Thank you! response:	I may know this honey.
context: It's imported, and supposedly delicious.\I can't wait!\Here you go.\What's wrong?\No, it's nothing.\Here you go.\Thank you!\I may know this honey. response:	This beauty, like jewels...
context: I can't wait!\Here you go.\What's wrong?\No, it's nothing.\Here you go.\Thank you!\I may know this honey.\This beauty, like jewels... response:	A sparkle like dew on leaves changing color in fall...
context: Here you go.\What's wrong?\No, it's nothing.\Here you go.\Thank you!\I may know this honey.\This beauty, like jewels...\A sparkle like dew on leaves changing color in fall... response:	A sweet scent that tickles the heart...
context: What's wrong?\No, it's nothing.\Here you go.\Thank you!\I may know this honey.\This beauty, like jewels...\A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart... response:	I remember this!
context: No, it's nothing.\Here you go.\Thank you!\I may know this honey.\This beauty, like jewels...\A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart...\I remember this! response:	I'm sure of it.
context: Here you go.\Thank you!\I may know this honey.\This beauty, like jewels...\A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart...\I remember this!\I'm sure of it. response:	Men made an offering of this honey to me.
context: Thank you!\I may know this honey.\This beauty, like jewels...\A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart...\I remember this!\I'm sure of it.\Men made an offering of this honey to me. response:	They would make offerings to me,
context: I may know this honey.\This beauty, like jewels...\A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart...\I remember this!\I'm sure of it.\Men made an offering of this honey to me.\They would make offerings to me, response:	praying for peace for their cattle and children, and for fertile harvests...
context: This beauty, like jewels...\A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart...\I remember this!\I'm sure of it.\Men made an offering of this honey to me.\They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests... response:	This honey is from my homeland!
context: A sparkle like dew on leaves changing color in fall...\A sweet scent that tickles the heart...\I remember this!\I'm sure of it.\Men made an offering of this honey to me.\They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland! response:	Ukraine?
context: A sweet scent that tickles the heart...\I remember this!\I'm sure of it.\Men made an offering of this honey to me.\They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland!\Ukraine? response:	Here we go!
context: I remember this!\I'm sure of it.\Men made an offering of this honey to me.\They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland!\Ukraine?\Here we go! response:	That Another is Volos!
context: I'm sure of it.\Men made an offering of this honey to me.\They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland!\Ukraine?\Here we go!\That Another is Volos! response:	A god of the forests and the hunt,
context: Men made an offering of this honey to me.\They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland!\Ukraine?\Here we go!\That Another is Volos!\A god of the forests and the hunt, response:	worshiped in the Slavic myths that center around Ukraine.
context: They would make offerings to me,\praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland!\Ukraine?\Here we go!\That Another is Volos!\A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine. response:	He also protects cattle in the form of a bear.
context: praying for peace for their cattle and children, and for fertile harvests...\This honey is from my homeland!\Ukraine?\Here we go!\That Another is Volos!\A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear. response:	That Another seemed to not want to kill you.
context: This honey is from my homeland!\Ukraine?\Here we go!\That Another is Volos!\A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear.\That Another seemed to not want to kill you. response:	That narrowed it down a lot.
context: Ukraine?\Here we go!\That Another is Volos!\A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear.\That Another seemed to not want to kill you.\That narrowed it down a lot. response:	Well?
context: Here we go!\That Another is Volos!\A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear.\That Another seemed to not want to kill you.\That narrowed it down a lot.\Well? response:	We found it.
context: That Another is Volos!\A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear.\That Another seemed to not want to kill you.\That narrowed it down a lot.\Well?\We found it. response:	Oh, dear. I guess we won't need this, then.
context: A god of the forests and the hunt,\worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear.\That Another seemed to not want to kill you.\That narrowed it down a lot.\Well?\We found it.\Oh, dear. I guess we won't need this, then. response:	What's that?
context: worshiped in the Slavic myths that center around Ukraine.\He also protects cattle in the form of a bear.\That Another seemed to not want to kill you.\That narrowed it down a lot.\Well?\We found it.\Oh, dear. I guess we won't need this, then.\What's that? response:	Oh...
context: He also protects cattle in the form of a bear.\That Another seemed to not want to kill you.\That narrowed it down a lot.\Well?\We found it.\Oh, dear. I guess we won't need this, then.\What's that?\Oh... response:	The Mental World of Ancient Ukraine
context: That Another seemed to not want to kill you.\That narrowed it down a lot.\Well?\We found it.\Oh, dear. I guess we won't need this, then.\What's that?\Oh...\The Mental World of Ancient Ukraine response:	Is this...
context: That narrowed it down a lot.\Well?\We found it.\Oh, dear. I guess we won't need this, then.\What's that?\Oh...\The Mental World of Ancient Ukraine\Is this... response:	I thought it'd be a clue.
context: Well?\We found it.\Oh, dear. I guess we won't need this, then.\What's that?\Oh...\The Mental World of Ancient Ukraine\Is this...\I thought it'd be a clue. response:	But if you know who he is, then you don't need it now, huh?
context: We found it.\Oh, dear. I guess we won't need this, then.\What's that?\Oh...\The Mental World of Ancient Ukraine\Is this...\I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh? response:	It's in Ueno. Wanna go now?
context: Oh, dear. I guess we won't need this, then.\What's that?\Oh...\The Mental World of Ancient Ukraine\Is this...\I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now? response:	Th-This is it!
context: What's that?\Oh...\The Mental World of Ancient Ukraine\Is this...\I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now?\Th-This is it! response:	This is my new vessel! My new body!
context: Oh...\The Mental World of Ancient Ukraine\Is this...\I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now?\Th-This is it!\This is my new vessel! My new body! response:	What will happen to this statue after this?
context: The Mental World of Ancient Ukraine\Is this...\I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now?\Th-This is it!\This is my new vessel! My new body!\What will happen to this statue after this? response:	Um...
context: Is this...\I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now?\Th-This is it!\This is my new vessel! My new body!\What will happen to this statue after this?\Um... response:	It doesn't belong to this museum, so it'll be sent back to its old museum,
context: I thought it'd be a clue.\But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now?\Th-This is it!\This is my new vessel! My new body!\What will happen to this statue after this?\Um...\It doesn't belong to this museum, so it'll be sent back to its old museum, response:	or travel the world in the same way that it was brought here.
context: But if you know who he is, then you don't need it now, huh?\It's in Ueno. Wanna go now?\Th-This is it!\This is my new vessel! My new body!\What will happen to this statue after this?\Um...\It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here. response:	The world, huh?
context: It's in Ueno. Wanna go now?\Th-This is it!\This is my new vessel! My new body!\What will happen to this statue after this?\Um...\It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here.\The world, huh? response:	Places I don't know, that I've never been...
context: Th-This is it!\This is my new vessel! My new body!\What will happen to this statue after this?\Um...\It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here.\The world, huh?\Places I don't know, that I've never been... response:	I've seen many things over these past few days.
context: This is my new vessel! My new body!\What will happen to this statue after this?\Um...\It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here.\The world, huh?\Places I don't know, that I've never been...\I've seen many things over these past few days. response:	If I can see more, then I am very lucky.
context: What will happen to this statue after this?\Um...\It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here.\The world, huh?\Places I don't know, that I've never been...\I've seen many things over these past few days.\If I can see more, then I am very lucky. response:	The gods need human emotions to survive.
context: Um...\It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here.\The world, huh?\Places I don't know, that I've never been...\I've seen many things over these past few days.\If I can see more, then I am very lucky.\The gods need human emotions to survive. response:	Faith, fear, gratitude, wishes, and prayers.
