context: Love. response:	Iizuka was holding Manaka-san's things for her...
context: Here you go.\A large serving.\Thanks.\Hey, where's Miuna?\She said she was going to school early.\Where are Akari and Akira?\They said they were going to kindergarten early.\What the heck? response:	I don't hear it this morning.
context: A large serving.\Thanks.\Hey, where's Miuna?\She said she was going to school early.\Where are Akari and Akira?\They said they were going to kindergarten early.\What the heck?\I don't hear it this morning. response:	Hm?
context: Thanks.\Hey, where's Miuna?\She said she was going to school early.\Where are Akari and Akira?\They said they were going to kindergarten early.\What the heck?\I don't hear it this morning.\Hm? response:	Hey, Hii-kun. Who do you love?
context: Hey, where's Miuna?\She said she was going to school early.\Where are Akari and Akira?\They said they were going to kindergarten early.\What the heck?\I don't hear it this morning.\Hm?\Hey, Hii-kun. Who do you love? response:	Wh-What are you talking about all of a sudden?
context: She said she was going to school early.\Where are Akari and Akira?\They said they were going to kindergarten early.\What the heck?\I don't hear it this morning.\Hm?\Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden? response:	I don't really understand.
context: Where are Akari and Akira?\They said they were going to kindergarten early.\What the heck?\I don't hear it this morning.\Hm?\Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden?\I don't really understand. response:	I don't know what love is...
context: They said they were going to kindergarten early.\What the heck?\I don't hear it this morning.\Hm?\Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden?\I don't really understand.\I don't know what love is... response:	It's strange.
context: What the heck?\I don't hear it this morning.\Hm?\Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden?\I don't really understand.\I don't know what love is...\It's strange. response:	I know that I love all of you,
context: I don't hear it this morning.\Hm?\Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden?\I don't really understand.\I don't know what love is...\It's strange.\I know that I love all of you, response:	but I get the feeling I don't really understand...
context: Hm?\Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden?\I don't really understand.\I don't know what love is...\It's strange.\I know that I love all of you,\but I get the feeling I don't really understand... response:	Why...
context: Hey, Hii-kun. Who do you love?\Wh-What are you talking about all of a sudden?\I don't really understand.\I don't know what love is...\It's strange.\I know that I love all of you,\but I get the feeling I don't really understand...\Why... response:	Huh?
context: Wh-What are you talking about all of a sudden?\I don't really understand.\I don't know what love is...\It's strange.\I know that I love all of you,\but I get the feeling I don't really understand...\Why...\Huh? response:	Well, you know, it's like that!
context: I don't really understand.\I don't know what love is...\It's strange.\I know that I love all of you,\but I get the feeling I don't really understand...\Why...\Huh?\Well, you know, it's like that! response:	That?
context: I don't know what love is...\It's strange.\I know that I love all of you,\but I get the feeling I don't really understand...\Why...\Huh?\Well, you know, it's like that!\That? response:	Yeah, that.
context: It's strange.\I know that I love all of you,\but I get the feeling I don't really understand...\Why...\Huh?\Well, you know, it's like that!\That?\Yeah, that. response:	Well, anyway, don't panic.
context: I know that I love all of you,\but I get the feeling I don't really understand...\Why...\Huh?\Well, you know, it's like that!\That?\Yeah, that.\Well, anyway, don't panic. response:	Things will work out.
context: but I get the feeling I don't really understand...\Why...\Huh?\Well, you know, it's like that!\That?\Yeah, that.\Well, anyway, don't panic.\Things will work out. response:	Things?
context: Why...\Huh?\Well, you know, it's like that!\That?\Yeah, that.\Well, anyway, don't panic.\Things will work out.\Things? response:	Yeah, you know, things!
context: Huh?\Well, you know, it's like that!\That?\Yeah, that.\Well, anyway, don't panic.\Things will work out.\Things?\Yeah, you know, things! response:	Huh? What?
context: Well, you know, it's like that!\That?\Yeah, that.\Well, anyway, don't panic.\Things will work out.\Things?\Yeah, you know, things!\Huh? What? response:	What, nothing!
context: That?\Yeah, that.\Well, anyway, don't panic.\Things will work out.\Things?\Yeah, you know, things!\Huh? What?\What, nothing! response:	The color in your face looks better today.
context: Yeah, that.\Well, anyway, don't panic.\Things will work out.\Things?\Yeah, you know, things!\Huh? What?\What, nothing!\The color in your face looks better today. response:	Yeah...
context: Well, anyway, don't panic.\Things will work out.\Things?\Yeah, you know, things!\Huh? What?\What, nothing!\The color in your face looks better today.\Yeah... response:	So...
context: Things will work out.\Things?\Yeah, you know, things!\Huh? What?\What, nothing!\The color in your face looks better today.\Yeah...\So... response:	Would it be okay if I started living in a dorm next year?
context: Things?\Yeah, you know, things!\Huh? What?\What, nothing!\The color in your face looks better today.\Yeah...\So...\Would it be okay if I started living in a dorm next year? response:	I asked my instructor about it,
context: Yeah, you know, things!\Huh? What?\What, nothing!\The color in your face looks better today.\Yeah...\So...\Would it be okay if I started living in a dorm next year?\I asked my instructor about it, response:	and apparently there's a dorm room open.
context: Huh? What?\What, nothing!\The color in your face looks better today.\Yeah...\So...\Would it be okay if I started living in a dorm next year?\I asked my instructor about it,\and apparently there's a dorm room open. response:	I can take care of the housing fee with my part-time job...
context: What, nothing!\The color in your face looks better today.\Yeah...\So...\Would it be okay if I started living in a dorm next year?\I asked my instructor about it,\and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job... response:	So...
context: The color in your face looks better today.\Yeah...\So...\Would it be okay if I started living in a dorm next year?\I asked my instructor about it,\and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job...\So... response:	Do what you want.
context: Yeah...\So...\Would it be okay if I started living in a dorm next year?\I asked my instructor about it,\and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job...\So...\Do what you want. response:	Grandpa,
context: So...\Would it be okay if I started living in a dorm next year?\I asked my instructor about it,\and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job...\So...\Do what you want.\Grandpa, response:	the story you were telling me about the Ojoshi-sama the other day...
context: Would it be okay if I started living in a dorm next year?\I asked my instructor about it,\and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job...\So...\Do what you want.\Grandpa,\the story you were telling me about the Ojoshi-sama the other day... response:	After the Sea God took something precious from the Ojoshi-sama,
context: I asked my instructor about it,\and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job...\So...\Do what you want.\Grandpa,\the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama, response:	and she returned to the surface,
context: and apparently there's a dorm room open.\I can take care of the housing fee with my part-time job...\So...\Do what you want.\Grandpa,\the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface, response:	what happened?
context: I can take care of the housing fee with my part-time job...\So...\Do what you want.\Grandpa,\the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface,\what happened? response:	The man she loved was dead.
context: So...\Do what you want.\Grandpa,\the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface,\what happened?\The man she loved was dead. response:	What?
context: Do what you want.\Grandpa,\the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface,\what happened?\The man she loved was dead.\What? response:	He went out to the sea to look for Ojoshi-sama and drowned.
context: Grandpa,\the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface,\what happened?\The man she loved was dead.\What?\He went out to the sea to look for Ojoshi-sama and drowned. response:	A-And then...?
context: the story you were telling me about the Ojoshi-sama the other day...\After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface,\what happened?\The man she loved was dead.\What?\He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...? response:	There was no one waiting for Ojoshi-sama when she came back to the surface.
context: After the Sea God took something precious from the Ojoshi-sama,\and she returned to the surface,\what happened?\The man she loved was dead.\What?\He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface. response:	That's all.
context: and she returned to the surface,\what happened?\The man she loved was dead.\What?\He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all. response:	Tsumugu.
context: what happened?\The man she loved was dead.\What?\He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all.\Tsumugu. response:	Are you headed home?
context: The man she loved was dead.\What?\He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all.\Tsumugu.\Are you headed home? response:	Y-Yeah.
context: What?\He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all.\Tsumugu.\Are you headed home?\Y-Yeah. response:	Did you make that?
context: He went out to the sea to look for Ojoshi-sama and drowned.\A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all.\Tsumugu.\Are you headed home?\Y-Yeah.\Did you make that? response:	Y-Yes.
context: A-And then...?\There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all.\Tsumugu.\Are you headed home?\Y-Yeah.\Did you make that?\Y-Yes. response:	Is it that obvious?
context: There was no one waiting for Ojoshi-sama when she came back to the surface.\That's all.\Tsumugu.\Are you headed home?\Y-Yeah.\Did you make that?\Y-Yes.\Is it that obvious? response:	Not at all.
context: That's all.\Tsumugu.\Are you headed home?\Y-Yeah.\Did you make that?\Y-Yes.\Is it that obvious?\Not at all. response:	It's really nice.
context: Tsumugu.\Are you headed home?\Y-Yeah.\Did you make that?\Y-Yes.\Is it that obvious?\Not at all.\It's really nice. response:	The red-bellied sea slug is really happy.
context: Are you headed home?\Y-Yeah.\Did you make that?\Y-Yes.\Is it that obvious?\Not at all.\It's really nice.\The red-bellied sea slug is really happy. response:	Red-bellied sea slug?
context: Y-Yeah.\Did you make that?\Y-Yes.\Is it that obvious?\Not at all.\It's really nice.\The red-bellied sea slug is really happy.\Red-bellied sea slug? response:	The thing that replies if you tell it your feelings?
context: Did you make that?\Y-Yes.\Is it that obvious?\Not at all.\It's really nice.\The red-bellied sea slug is really happy.\Red-bellied sea slug?\The thing that replies if you tell it your feelings? response:	You really do know everything about the sea.
context: Y-Yes.\Is it that obvious?\Not at all.\It's really nice.\The red-bellied sea slug is really happy.\Red-bellied sea slug?\The thing that replies if you tell it your feelings?\You really do know everything about the sea. response:	Hikari, Kaname.
context: Is it that obvious?\Not at all.\It's really nice.\The red-bellied sea slug is really happy.\Red-bellied sea slug?\The thing that replies if you tell it your feelings?\You really do know everything about the sea.\Hikari, Kaname. response:	Do you have a minute?
context: Not at all.\It's really nice.\The red-bellied sea slug is really happy.\Red-bellied sea slug?\The thing that replies if you tell it your feelings?\You really do know everything about the sea.\Hikari, Kaname.\Do you have a minute? response:	I want to talk to you guys man-to-man.
context: It's really nice.\The red-bellied sea slug is really happy.\Red-bellied sea slug?\The thing that replies if you tell it your feelings?\You really do know everything about the sea.\Hikari, Kaname.\Do you have a minute?\I want to talk to you guys man-to-man. response:	Man-to-man?
context: The red-bellied sea slug is really happy.\Red-bellied sea slug?\The thing that replies if you tell it your feelings?\You really do know everything about the sea.\Hikari, Kaname.\Do you have a minute?\I want to talk to you guys man-to-man.\Man-to-man? response:	Could you curse me one more time?
context: Red-bellied sea slug?\The thing that replies if you tell it your feelings?\You really do know everything about the sea.\Hikari, Kaname.\Do you have a minute?\I want to talk to you guys man-to-man.\Man-to-man?\Could you curse me one more time? response:	Huh?
context: The thing that replies if you tell it your feelings?\You really do know everything about the sea.\Hikari, Kaname.\Do you have a minute?\I want to talk to you guys man-to-man.\Man-to-man?\Could you curse me one more time?\Huh? response:	When people ask me to curse them, I really don't feel like doing so.
context: You really do know everything about the sea.\Hikari, Kaname.\Do you have a minute?\I want to talk to you guys man-to-man.\Man-to-man?\Could you curse me one more time?\Huh?\When people ask me to curse them, I really don't feel like doing so. response:	I can imagine.
context: Hikari, Kaname.\Do you have a minute?\I want to talk to you guys man-to-man.\Man-to-man?\Could you curse me one more time?\Huh?\When people ask me to curse them, I really don't feel like doing so.\I can imagine. response:	What?
context: Do you have a minute?\I want to talk to you guys man-to-man.\Man-to-man?\Could you curse me one more time?\Huh?\When people ask me to curse them, I really don't feel like doing so.\I can imagine.\What? response:	You had us come with you so you could say that?
context: I want to talk to you guys man-to-man.\Man-to-man?\Could you curse me one more time?\Huh?\When people ask me to curse them, I really don't feel like doing so.\I can imagine.\What?\You had us come with you so you could say that? response:	The Ofunehiki.
context: Man-to-man?\Could you curse me one more time?\Huh?\When people ask me to curse them, I really don't feel like doing so.\I can imagine.\What?\You had us come with you so you could say that?\The Ofunehiki. response:	Huh?
context: Could you curse me one more time?\Huh?\When people ask me to curse them, I really don't feel like doing so.\I can imagine.\What?\You had us come with you so you could say that?\The Ofunehiki.\Huh? response:	If we offer an Ojoshi-sama,
context: Huh?\When people ask me to curse them, I really don't feel like doing so.\I can imagine.\What?\You had us come with you so you could say that?\The Ofunehiki.\Huh?\If we offer an Ojoshi-sama, response:	I think the end of the surface will be delayed.
context: When people ask me to curse them, I really don't feel like doing so.\I can imagine.\What?\You had us come with you so you could say that?\The Ofunehiki.\Huh?\If we offer an Ojoshi-sama,\I think the end of the surface will be delayed. response:	And Mukaido might get her feelings back.
context: I can imagine.\What?\You had us come with you so you could say that?\The Ofunehiki.\Huh?\If we offer an Ojoshi-sama,\I think the end of the surface will be delayed.\And Mukaido might get her feelings back. response:	H-Hey, wait.
context: What?\You had us come with you so you could say that?\The Ofunehiki.\Huh?\If we offer an Ojoshi-sama,\I think the end of the surface will be delayed.\And Mukaido might get her feelings back.\H-Hey, wait. response:	What do the Ofunehiki and Manaka have to do with
context: You had us come with you so you could say that?\The Ofunehiki.\Huh?\If we offer an Ojoshi-sama,\I think the end of the surface will be delayed.\And Mukaido might get her feelings back.\H-Hey, wait.\What do the Ofunehiki and Manaka have to do with response:	Detritus.
context: The Ofunehiki.\Huh?\If we offer an Ojoshi-sama,\I think the end of the surface will be delayed.\And Mukaido might get her feelings back.\H-Hey, wait.\What do the Ofunehiki and Manaka have to do with\Detritus. response:	The dead bodies of plankton
context: Huh?\If we offer an Ojoshi-sama,\I think the end of the surface will be delayed.\And Mukaido might get her feelings back.\H-Hey, wait.\What do the Ofunehiki and Manaka have to do with\Detritus.\The dead bodies of plankton response:	and the remains of other microorganisms are floating in the sea.
context: If we offer an Ojoshi-sama,\I think the end of the surface will be delayed.\And Mukaido might get her feelings back.\H-Hey, wait.\What do the Ofunehiki and Manaka have to do with\Detritus.\The dead bodies of plankton\and the remains of other microorganisms are floating in the sea. response:	I felt it when my Ena awakened.
context: I think the end of the surface will be delayed.\And Mukaido might get her feelings back.\H-Hey, wait.\What do the Ofunehiki and Manaka have to do with\Detritus.\The dead bodies of plankton\and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened. response:	The multitude of feelings that are floating in the sea like detritus.
context: And Mukaido might get her feelings back.\H-Hey, wait.\What do the Ofunehiki and Manaka have to do with\Detritus.\The dead bodies of plankton\and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus. response:	Multitude of feelings?
context: H-Hey, wait.\What do the Ofunehiki and Manaka have to do with\Detritus.\The dead bodies of plankton\and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings? response:	Like what we heard the other day
context: What do the Ofunehiki and Manaka have to do with\Detritus.\The dead bodies of plankton\and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings?\Like what we heard the other day response:	all the Sea God's feelings that melted into the sea?
context: Detritus.\The dead bodies of plankton\and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings?\Like what we heard the other day\all the Sea God's feelings that melted into the sea? response:	Not just the Sea God's.
context: The dead bodies of plankton\and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings?\Like what we heard the other day\all the Sea God's feelings that melted into the sea?\Not just the Sea God's. response:	I don't know if they were memories that belonged to the people who live in Shishio,
context: and the remains of other microorganisms are floating in the sea.\I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings?\Like what we heard the other day\all the Sea God's feelings that melted into the sea?\Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio, response:	or if they belonged to the swimming fish.
context: I felt it when my Ena awakened.\The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings?\Like what we heard the other day\all the Sea God's feelings that melted into the sea?\Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish. response:	Among the nameless, timeless feelings,
context: The multitude of feelings that are floating in the sea like detritus.\Multitude of feelings?\Like what we heard the other day\all the Sea God's feelings that melted into the sea?\Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish.\Among the nameless, timeless feelings, response:	I felt a presence I knew very well.
context: Multitude of feelings?\Like what we heard the other day\all the Sea God's feelings that melted into the sea?\Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish.\Among the nameless, timeless feelings,\I felt a presence I knew very well. response:	I'm sure those were Mukaido's feelings.
context: Like what we heard the other day\all the Sea God's feelings that melted into the sea?\Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish.\Among the nameless, timeless feelings,\I felt a presence I knew very well.\I'm sure those were Mukaido's feelings. response:	Oh?
context: all the Sea God's feelings that melted into the sea?\Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish.\Among the nameless, timeless feelings,\I felt a presence I knew very well.\I'm sure those were Mukaido's feelings.\Oh? response:	Because Mukaido became the sacrifice,
context: Not just the Sea God's.\I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish.\Among the nameless, timeless feelings,\I felt a presence I knew very well.\I'm sure those were Mukaido's feelings.\Oh?\Because Mukaido became the sacrifice, response:	the scatterings of the Sea God's feelings and the sacred fire's will became one,
context: I don't know if they were memories that belonged to the people who live in Shishio,\or if they belonged to the swimming fish.\Among the nameless, timeless feelings,\I felt a presence I knew very well.\I'm sure those were Mukaido's feelings.\Oh?\Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one, response:	and balance was established.
context: or if they belonged to the swimming fish.\Among the nameless, timeless feelings,\I felt a presence I knew very well.\I'm sure those were Mukaido's feelings.\Oh?\Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established. response:	Then if we offer another sacrifice...
context: Among the nameless, timeless feelings,\I felt a presence I knew very well.\I'm sure those were Mukaido's feelings.\Oh?\Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established.\Then if we offer another sacrifice... response:	Hey!
context: I felt a presence I knew very well.\I'm sure those were Mukaido's feelings.\Oh?\Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established.\Then if we offer another sacrifice...\Hey! response:	You aren't suggesting that Manaka be a sacrifice again
context: I'm sure those were Mukaido's feelings.\Oh?\Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established.\Then if we offer another sacrifice...\Hey!\You aren't suggesting that Manaka be a sacrifice again response:	That pendant.
context: Oh?\Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established.\Then if we offer another sacrifice...\Hey!\You aren't suggesting that Manaka be a sacrifice again\That pendant. response:	If it holds Mukaido's feelings...
context: Because Mukaido became the sacrifice,\the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established.\Then if we offer another sacrifice...\Hey!\You aren't suggesting that Manaka be a sacrifice again\That pendant.\If it holds Mukaido's feelings... response:	If we put that onto a wooden Ojoshi-sama,
context: the scatterings of the Sea God's feelings and the sacred fire's will became one,\and balance was established.\Then if we offer another sacrifice...\Hey!\You aren't suggesting that Manaka be a sacrifice again\That pendant.\If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama, response:	wouldn't that serve as a replacement for Mukaido?
context: and balance was established.\Then if we offer another sacrifice...\Hey!\You aren't suggesting that Manaka be a sacrifice again\That pendant.\If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido? response:	If the Sea God's feelings are led to believe that Mukaido returned,
context: Then if we offer another sacrifice...\Hey!\You aren't suggesting that Manaka be a sacrifice again\That pendant.\If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned, response:	Mukaido's feelings that were taken may return.
context: Hey!\You aren't suggesting that Manaka be a sacrifice again\That pendant.\If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return. response:	Think about what you're saying one more time.
context: You aren't suggesting that Manaka be a sacrifice again\That pendant.\If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return.\Think about what you're saying one more time. response:	It's baseless and insane!
context: That pendant.\If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return.\Think about what you're saying one more time.\It's baseless and insane! response:	I want to at least give it a try.
context: If it holds Mukaido's feelings...\If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return.\Think about what you're saying one more time.\It's baseless and insane!\I want to at least give it a try. response:	Will you help us out?
context: If we put that onto a wooden Ojoshi-sama,\wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return.\Think about what you're saying one more time.\It's baseless and insane!\I want to at least give it a try.\Will you help us out? response:	Hold on!
context: wouldn't that serve as a replacement for Mukaido?\If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return.\Think about what you're saying one more time.\It's baseless and insane!\I want to at least give it a try.\Will you help us out?\Hold on! response:	What if we involve a whole bunch of people like last time
context: If the Sea God's feelings are led to believe that Mukaido returned,\Mukaido's feelings that were taken may return.\Think about what you're saying one more time.\It's baseless and insane!\I want to at least give it a try.\Will you help us out?\Hold on!\What if we involve a whole bunch of people like last time response:	and nothing comes out of it again?
context: Mukaido's feelings that were taken may return.\Think about what you're saying one more time.\It's baseless and insane!\I want to at least give it a try.\Will you help us out?\Hold on!\What if we involve a whole bunch of people like last time\and nothing comes out of it again? response:	I don't think there's a point unless we struggle.
context: Think about what you're saying one more time.\It's baseless and insane!\I want to at least give it a try.\Will you help us out?\Hold on!\What if we involve a whole bunch of people like last time\and nothing comes out of it again?\I don't think there's a point unless we struggle. response:	But...
context: It's baseless and insane!\I want to at least give it a try.\Will you help us out?\Hold on!\What if we involve a whole bunch of people like last time\and nothing comes out of it again?\I don't think there's a point unless we struggle.\But... response:	You said something similar five years ago, did you not, Hikari?
context: I want to at least give it a try.\Will you help us out?\Hold on!\What if we involve a whole bunch of people like last time\and nothing comes out of it again?\I don't think there's a point unless we struggle.\But...\You said something similar five years ago, did you not, Hikari? response:	Very well.
context: Will you help us out?\Hold on!\What if we involve a whole bunch of people like last time\and nothing comes out of it again?\I don't think there's a point unless we struggle.\But...\You said something similar five years ago, did you not, Hikari?\Very well. response:	How amusing. I shall lend a hand.
context: Hold on!\What if we involve a whole bunch of people like last time\and nothing comes out of it again?\I don't think there's a point unless we struggle.\But...\You said something similar five years ago, did you not, Hikari?\Very well.\How amusing. I shall lend a hand. response:	Uroko-sama!
context: What if we involve a whole bunch of people like last time\and nothing comes out of it again?\I don't think there's a point unless we struggle.\But...\You said something similar five years ago, did you not, Hikari?\Very well.\How amusing. I shall lend a hand.\Uroko-sama! response:	But an Ofunehiki done just by those on the surface is merely a sham.
context: and nothing comes out of it again?\I don't think there's a point unless we struggle.\But...\You said something similar five years ago, did you not, Hikari?\Very well.\How amusing. I shall lend a hand.\Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham. response:	Are you still all right with that?
context: I don't think there's a point unless we struggle.\But...\You said something similar five years ago, did you not, Hikari?\Very well.\How amusing. I shall lend a hand.\Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that? response:	Yes.
context: But...\You said something similar five years ago, did you not, Hikari?\Very well.\How amusing. I shall lend a hand.\Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that?\Yes. response:	Yeah.
context: You said something similar five years ago, did you not, Hikari?\Very well.\How amusing. I shall lend a hand.\Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that?\Yes.\Yeah. response:	It's better to do something than nothing at all.
context: Very well.\How amusing. I shall lend a hand.\Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that?\Yes.\Yeah.\It's better to do something than nothing at all. response:	Thanks.
context: How amusing. I shall lend a hand.\Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that?\Yes.\Yeah.\It's better to do something than nothing at all.\Thanks. response:	Request for Volunteers
context: Uroko-sama!\But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that?\Yes.\Yeah.\It's better to do something than nothing at all.\Thanks.\Request for Volunteers response:	We're doing it again.
context: But an Ofunehiki done just by those on the surface is merely a sham.\Are you still all right with that?\Yes.\Yeah.\It's better to do something than nothing at all.\Thanks.\Request for Volunteers\We're doing it again. response:	We're doing an Ofunehiki!
context: Are you still all right with that?\Yes.\Yeah.\It's better to do something than nothing at all.\Thanks.\Request for Volunteers\We're doing it again.\We're doing an Ofunehiki! response:	Please help us out!
context: Yes.\Yeah.\It's better to do something than nothing at all.\Thanks.\Request for Volunteers\We're doing it again.\We're doing an Ofunehiki!\Please help us out! response:	Good!
context: Yeah.\It's better to do something than nothing at all.\Thanks.\Request for Volunteers\We're doing it again.\We're doing an Ofunehiki!\Please help us out!\Good! response:	Wow...
context: It's better to do something than nothing at all.\Thanks.\Request for Volunteers\We're doing it again.\We're doing an Ofunehiki!\Please help us out!\Good!\Wow... response:	That's amazing...
context: Thanks.\Request for Volunteers\We're doing it again.\We're doing an Ofunehiki!\Please help us out!\Good!\Wow...\That's amazing... response:	This many people already showed up.
context: Request for Volunteers\We're doing it again.\We're doing an Ofunehiki!\Please help us out!\Good!\Wow...\That's amazing...\This many people already showed up. response:	Everyone's been wanting to do the Ofunehiki again all this time.
context: We're doing it again.\We're doing an Ofunehiki!\Please help us out!\Good!\Wow...\That's amazing...\This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time. response:	Heyo.
context: We're doing an Ofunehiki!\Please help us out!\Good!\Wow...\That's amazing...\This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time.\Heyo. response:	Hey, are you
context: Please help us out!\Good!\Wow...\That's amazing...\This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time.\Heyo.\Hey, are you response:	Hey! Hikari, you really still are a kid!
context: Good!\Wow...\That's amazing...\This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time.\Heyo.\Hey, are you\Hey! Hikari, you really still are a kid! response:	Damn, talk about a surprise!
context: Wow...\That's amazing...\This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time.\Heyo.\Hey, are you\Hey! Hikari, you really still are a kid!\Damn, talk about a surprise! response:	Egawa-kun?!
