context: Why, you-! response:	Where did you go, dammit!?
context: Which meant that I should be able to do it as well.\Once you learn how to do it, it's easy.\But then, for those like yourselves or Freeza,\who only set their sights on power, it would be impossible.\Although, up until now, I was the same way.\I see now. Those runts I was chasing earlier were Earthlings, weren't they!?\Earthlings, you say?\You joined forces with the Earthlings, didn't you!? response:	What kind of nonsense is that?
context: Once you learn how to do it, it's easy.\But then, for those like yourselves or Freeza,\who only set their sights on power, it would be impossible.\Although, up until now, I was the same way.\I see now. Those runts I was chasing earlier were Earthlings, weren't they!?\Earthlings, you say?\You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that? response:	There's no way that Earthlings could come all the way here.
context: But then, for those like yourselves or Freeza,\who only set their sights on power, it would be impossible.\Although, up until now, I was the same way.\I see now. Those runts I was chasing earlier were Earthlings, weren't they!?\Earthlings, you say?\You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that?\There's no way that Earthlings could come all the way here. response:	And if they were here, the first thing I would do is go dispose of them.
context: who only set their sights on power, it would be impossible.\Although, up until now, I was the same way.\I see now. Those runts I was chasing earlier were Earthlings, weren't they!?\Earthlings, you say?\You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that?\There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them. response:	None of that makes any difference! You just get out of here!
context: Although, up until now, I was the same way.\I see now. Those runts I was chasing earlier were Earthlings, weren't they!?\Earthlings, you say?\You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that?\There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here! response:	Unless you want to get killed, that is!
context: I see now. Those runts I was chasing earlier were Earthlings, weren't they!?\Earthlings, you say?\You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that?\There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here!\Unless you want to get killed, that is! response:	I'm offering to let you go. You should be grateful!
context: Earthlings, you say?\You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that?\There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here!\Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful! response:	What are you so frightened for? Why don't you come at me, already?
context: You joined forces with the Earthlings, didn't you!?\What kind of nonsense is that?\There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here!\Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already? response:	I know why you don't.
context: What kind of nonsense is that?\There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here!\Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already?\I know why you don't. response:	You found out during my fight with Kewie that I've become far stronger than before,
context: There's no way that Earthlings could come all the way here.\And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here!\Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already?\I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before, response:	and you're afraid of me!
context: And if they were here, the first thing I would do is go dispose of them.\None of that makes any difference! You just get out of here!\Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already?\I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me! response:	What happened, Zarbon?
context: None of that makes any difference! You just get out of here!\Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already?\I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me!\What happened, Zarbon? response:	I- I think it was a malfunction,
context: Unless you want to get killed, that is!\I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already?\I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me!\What happened, Zarbon?\I- I think it was a malfunction, response:	but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...
context: I'm offering to let you go. You should be grateful!\What are you so frightened for? Why don't you come at me, already?\I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000... response:	What? 22,000, you say? That has to be a malfunction, you fool.
context: What are you so frightened for? Why don't you come at me, already?\I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool. response:	You saw it on your Scouter, right?
context: I know why you don't.\You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right? response:	My battle power?
context: You found out during my fight with Kewie that I've become far stronger than before,\and you're afraid of me!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right?\My battle power? response:	T- that rating was wrong! A malfunction in the Scouter!
context: and you're afraid of me!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right?\My battle power?\T- that rating was wrong! A malfunction in the Scouter! response:	Don't you belittle me!
context: What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right?\My battle power?\T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me! response:	You're the one who's belittling me.
context: I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right?\My battle power?\T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me!\You're the one who's belittling me. response:	There's no way that technique is going to work on me, you know!
context: but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right?\My battle power?\T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me!\You're the one who's belittling me.\There's no way that technique is going to work on me, you know! response:	We Saiyans grow stronger every time we fight.
context: What? 22,000, you say? That has to be a malfunction, you fool.\You saw it on your Scouter, right?\My battle power?\T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me!\You're the one who's belittling me.\There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight. response:	The stronger my opponent is, the more my own strength increases,
context: You saw it on your Scouter, right?\My battle power?\T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me!\You're the one who's belittling me.\There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases, response:	so after nearly dying on Earth, I have powered up considerably.
context: My battle power?\T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me!\You're the one who's belittling me.\There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably. response:	Such is the warrior race, the Saiyans.
context: T- that rating was wrong! A malfunction in the Scouter!\Don't you belittle me!\You're the one who's belittling me.\There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans. response:	This is what happens to you for letting that power you're so proud of go neglected.
context: Don't you belittle me!\You're the one who's belittling me.\There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected. response:	Die, and come back next time as a harder worker!
context: You're the one who's belittling me.\There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker! response:	Wait, Vegeta! If you let me go now, I'll let you in on a secret!
context: There's no way that technique is going to work on me, you know!\We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret! response:	I- it's about your world, Planet Vegeta!
context: We Saiyans grow stronger every time we fight.\The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta! response:	What?
context: The stronger my opponent is, the more my own strength increases,\so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta!\What? response:	Did you say Planet Vegeta? What secret is there about Planet Vegeta!?
context: so after nearly dying on Earth, I have powered up considerably.\Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta!\What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!? response:	Let go! Let go of me, and I'll tell you!
context: Such is the warrior race, the Saiyans.\This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta!\What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you! response:	Y- you're not planning to kill me right after I tell you, are you?
context: This is what happens to you for letting that power you're so proud of go neglected.\Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta!\What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you? response:	If you don't tell me, I'll kill you right now! Start talking!
context: Die, and come back next time as a harder worker!\Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta!\What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking! response:	Y- you Saiyans' Planet Vegeta
context: Wait, Vegeta! If you let me go now, I'll let you in on a secret!\I- it's about your world, Planet Vegeta!\What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta response:	wasn't wiped out when a giant meteor struck it, like Freeza- sama said.
context: I- it's about your world, Planet Vegeta!\What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said. response:	What!?
context: What?\Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!? response:	Individually, the Saiyans' powers were a far cry from Freeza- sama's,
context: Did you say Planet Vegeta? What secret is there about Planet Vegeta!?\Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's, response:	but if a large number of Saiyans were to unite together,
context: Let go! Let go of me, and I'll tell you!\Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together, response:	it would become fairly troublesome.
context: Y- you're not planning to kill me right after I tell you, are you?\If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together,\it would become fairly troublesome. response:	What's more, there were small groups of Saiyans being born, like yourself,
context: If you don't tell me, I'll kill you right now! Start talking!\Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together,\it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself, response:	who were outstanding warriors, and their numbers were increasing.
context: Y- you Saiyans' Planet Vegeta\wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together,\it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing. response:	Figuring that once you started having such extraordinary power,
context: wasn't wiped out when a giant meteor struck it, like Freeza- sama said.\What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together,\it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power, response:	you weren't the sort of race that would just go on obediently following orders forever,
context: What!?\Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together,\it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever, response:	so Freeza- sama decided that it was necessary to take measures as of right then.
context: Individually, the Saiyans' powers were a far cry from Freeza- sama's,\but if a large number of Saiyans were to unite together,\it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then. response:	And so...
context: but if a large number of Saiyans were to unite together,\it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then.\And so... response:	And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.
context: it would become fairly troublesome.\What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then.\And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans. response:	However, Vegeta, you should be grateful to Freeza- sama.
context: What's more, there were small groups of Saiyans being born, like yourself,\who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then.\And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama. response:	He thought he could use the prodigious talents of you, the prince of Planet Vegeta,
context: who were outstanding warriors, and their numbers were increasing.\Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then.\And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta, response:	so Freeza- sama went to the trouble of going after the planet when you were not on it.
context: Figuring that once you started having such extraordinary power,\you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then.\And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it. response:	Looks like this comes as a great shock, all right.
context: you weren't the sort of race that would just go on obediently following orders forever,\so Freeza- sama decided that it was necessary to take measures as of right then.\And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right. response:	I'm going to use the chance it gives me to return to Freeza- sama.
context: so Freeza- sama decided that it was necessary to take measures as of right then.\And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama. response:	Don't misunderstand, Dodoria.
context: And so...\And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria. response:	I don't care about the planet, or my pals, or my parents.
context: And so, Freeza- sama himself obliterated Planet Vegeta, along with all the Saiyans.\However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents. response:	I'm just furious at myself for not knowing this,
context: However, Vegeta, you should be grateful to Freeza- sama.\He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this, response:	and allowing myself to be used according to your whims ever since I was a kid!
context: He thought he could use the prodigious talents of you, the prince of Planet Vegeta,\so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid! response:	Freeza- sama!
context: so Freeza- sama went to the trouble of going after the planet when you were not on it.\Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama! response:	Freeza fears the bottomless potential of the Saiyans.
context: Looks like this comes as a great shock, all right.\I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama!\Freeza fears the bottomless potential of the Saiyans. response:	I've got to hurry and conquer this 20-times gravity quickly.
context: I'm going to use the chance it gives me to return to Freeza- sama.\Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama!\Freeza fears the bottomless potential of the Saiyans.\I've got to hurry and conquer this 20-times gravity quickly. response:	Okay... guess I'll get started. One... two... one... two...
context: Don't misunderstand, Dodoria.\I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama!\Freeza fears the bottomless potential of the Saiyans.\I've got to hurry and conquer this 20-times gravity quickly.\Okay... guess I'll get started. One... two... one... two... response:	one... two... one... two...
context: I don't care about the planet, or my pals, or my parents.\I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama!\Freeza fears the bottomless potential of the Saiyans.\I've got to hurry and conquer this 20-times gravity quickly.\Okay... guess I'll get started. One... two... one... two...\one... two... one... two... response:	Goku is full of energy.
context: I'm just furious at myself for not knowing this,\and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama!\Freeza fears the bottomless potential of the Saiyans.\I've got to hurry and conquer this 20-times gravity quickly.\Okay... guess I'll get started. One... two... one... two...\one... two... one... two...\Goku is full of energy. response:	Vegeta keeps on gaining more power.
context: and allowing myself to be used according to your whims ever since I was a kid!\Freeza- sama!\Freeza fears the bottomless potential of the Saiyans.\I've got to hurry and conquer this 20-times gravity quickly.\Okay... guess I'll get started. One... two... one... two...\one... two... one... two...\Goku is full of energy.\Vegeta keeps on gaining more power. response:	The time when these two will once again clash is near.
