context: Once upon a time, there was a man who died. response:	The story was interrupted and along with his heart,
context: Truth is a shy little thing.\If you approach it, it will hide.\Edel-san?\Truth is a lonesome little thing.\If you move away from it, it will give chase.\Are you having doubts about something?\Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person. response:	But that person also has another good friend.
context: If you approach it, it will hide.\Edel-san?\Truth is a lonesome little thing.\If you move away from it, it will give chase.\Are you having doubts about something?\Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend. response:	But that person's friends aren't friends with one another...
context: Edel-san?\Truth is a lonesome little thing.\If you move away from it, it will give chase.\Are you having doubts about something?\Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend.\But that person's friends aren't friends with one another... response:	Do you understand what I'm saying?
context: Truth is a lonesome little thing.\If you move away from it, it will give chase.\Are you having doubts about something?\Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend.\But that person's friends aren't friends with one another...\Do you understand what I'm saying? response:	Wind makes flames burn and the treetops sway.
context: If you move away from it, it will give chase.\Are you having doubts about something?\Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend.\But that person's friends aren't friends with one another...\Do you understand what I'm saying?\Wind makes flames burn and the treetops sway. response:	But flames burn trees to the ground.
context: Are you having doubts about something?\Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend.\But that person's friends aren't friends with one another...\Do you understand what I'm saying?\Wind makes flames burn and the treetops sway.\But flames burn trees to the ground. response:	So, wind and flames and trees, huh?
context: Uh, yes.\Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend.\But that person's friends aren't friends with one another...\Do you understand what I'm saying?\Wind makes flames burn and the treetops sway.\But flames burn trees to the ground.\So, wind and flames and trees, huh? response:	Does that mean they can never get along?
context: Well, you see, there's this person and there's another person who's good friends with that person.\But that person also has another good friend.\But that person's friends aren't friends with one another...\Do you understand what I'm saying?\Wind makes flames burn and the treetops sway.\But flames burn trees to the ground.\So, wind and flames and trees, huh?\Does that mean they can never get along? response:	Who's to say?
context: But that person also has another good friend.\But that person's friends aren't friends with one another...\Do you understand what I'm saying?\Wind makes flames burn and the treetops sway.\But flames burn trees to the ground.\So, wind and flames and trees, huh?\Does that mean they can never get along?\Who's to say? response:	But if the wind's too strong, it would put out the fire and topple the trees too, so...
context: But that person's friends aren't friends with one another...\Do you understand what I'm saying?\Wind makes flames burn and the treetops sway.\But flames burn trees to the ground.\So, wind and flames and trees, huh?\Does that mean they can never get along?\Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so... response:	I don't get it.
context: Do you understand what I'm saying?\Wind makes flames burn and the treetops sway.\But flames burn trees to the ground.\So, wind and flames and trees, huh?\Does that mean they can never get along?\Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it. response:	But thank you, Edel-san.
context: Wind makes flames burn and the treetops sway.\But flames burn trees to the ground.\So, wind and flames and trees, huh?\Does that mean they can never get along?\Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it.\But thank you, Edel-san. response:	If they're going on a picnic, maybe they'll be at the park over here.
context: But flames burn trees to the ground.\So, wind and flames and trees, huh?\Does that mean they can never get along?\Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it.\But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here. response:	What?
context: So, wind and flames and trees, huh?\Does that mean they can never get along?\Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it.\But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here.\What? response:	Whoa, there they are!
context: Does that mean they can never get along?\Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it.\But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here.\What?\Whoa, there they are! response:	Say.
context: Who's to say?\But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it.\But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here.\What?\Whoa, there they are!\Say. response:	What?
context: But if the wind's too strong, it would put out the fire and topple the trees too, so...\I don't get it.\But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here.\What?\Whoa, there they are!\Say.\What? response:	Tell me that you love me.
context: I don't get it.\But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here.\What?\Whoa, there they are!\Say.\What?\Tell me that you love me. response:	Qua...
context: But thank you, Edel-san.\If they're going on a picnic, maybe they'll be at the park over here.\What?\Whoa, there they are!\Say.\What?\Tell me that you love me.\Qua... response:	What should I do?! Should I go back?!
context: If they're going on a picnic, maybe they'll be at the park over here.\What?\Whoa, there they are!\Say.\What?\Tell me that you love me.\Qua...\What should I do?! Should I go back?! response:	I should go back, shouldn't l?!
context: What?\Whoa, there they are!\Say.\What?\Tell me that you love me.\Qua...\What should I do?! Should I go back?!\I should go back, shouldn't l?! response:	I love you, Rue.
context: Whoa, there they are!\Say.\What?\Tell me that you love me.\Qua...\What should I do?! Should I go back?!\I should go back, shouldn't l?!\I love you, Rue. response:	Really?
context: Say.\What?\Tell me that you love me.\Qua...\What should I do?! Should I go back?!\I should go back, shouldn't l?!\I love you, Rue.\Really? response:	I really love you.
context: What?\Tell me that you love me.\Qua...\What should I do?! Should I go back?!\I should go back, shouldn't l?!\I love you, Rue.\Really?\I really love you. response:	I'm thirsty.
context: Tell me that you love me.\Qua...\What should I do?! Should I go back?!\I should go back, shouldn't l?!\I love you, Rue.\Really?\I really love you.\I'm thirsty. response:	What?!
context: Qua...\What should I do?! Should I go back?!\I should go back, shouldn't l?!\I love you, Rue.\Really?\I really love you.\I'm thirsty.\What?! response:	I want some water. Get it for me?
context: What should I do?! Should I go back?!\I should go back, shouldn't l?!\I love you, Rue.\Really?\I really love you.\I'm thirsty.\What?!\I want some water. Get it for me? response:	Okay.
context: I should go back, shouldn't l?!\I love you, Rue.\Really?\I really love you.\I'm thirsty.\What?!\I want some water. Get it for me?\Okay. response:	Whoa, he's coming this way!
context: I love you, Rue.\Really?\I really love you.\I'm thirsty.\What?!\I want some water. Get it for me?\Okay.\Whoa, he's coming this way! response:	What'll I do?! He'll see me!
context: Really?\I really love you.\I'm thirsty.\What?!\I want some water. Get it for me?\Okay.\Whoa, he's coming this way!\What'll I do?! He'll see me! response:	Huh?
context: I really love you.\I'm thirsty.\What?!\I want some water. Get it for me?\Okay.\Whoa, he's coming this way!\What'll I do?! He'll see me!\Huh? response:	Man, they really are perfect for each other.
context: I'm thirsty.\What?!\I want some water. Get it for me?\Okay.\Whoa, he's coming this way!\What'll I do?! He'll see me!\Huh?\Man, they really are perfect for each other. response:	But they didn't look like they were having much fun.
context: What?!\I want some water. Get it for me?\Okay.\Whoa, he's coming this way!\What'll I do?! He'll see me!\Huh?\Man, they really are perfect for each other.\But they didn't look like they were having much fun. response:	If he were to say something like that to me...
context: I want some water. Get it for me?\Okay.\Whoa, he's coming this way!\What'll I do?! He'll see me!\Huh?\Man, they really are perfect for each other.\But they didn't look like they were having much fun.\If he were to say something like that to me... response:	Like that...
context: Okay.\Whoa, he's coming this way!\What'll I do?! He'll see me!\Huh?\Man, they really are perfect for each other.\But they didn't look like they were having much fun.\If he were to say something like that to me...\Like that... response:	Ahiru...
context: Whoa, he's coming this way!\What'll I do?! He'll see me!\Huh?\Man, they really are perfect for each other.\But they didn't look like they were having much fun.\If he were to say something like that to me...\Like that...\Ahiru... response:	I love you.
context: What'll I do?! He'll see me!\Huh?\Man, they really are perfect for each other.\But they didn't look like they were having much fun.\If he were to say something like that to me...\Like that...\Ahiru...\I love you. response:	I really love you.
context: Huh?\Man, they really are perfect for each other.\But they didn't look like they were having much fun.\If he were to say something like that to me...\Like that...\Ahiru...\I love you.\I really love you. response:	Pardon...
context: Man, they really are perfect for each other.\But they didn't look like they were having much fun.\If he were to say something like that to me...\Like that...\Ahiru...\I love you.\I really love you.\Pardon... response:	My-My-Mytho-senpai!
context: But they didn't look like they were having much fun.\If he were to say something like that to me...\Like that...\Ahiru...\I love you.\I really love you.\Pardon...\My-My-Mytho-senpai! response:	Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...
context: If he were to say something like that to me...\Like that...\Ahiru...\I love you.\I really love you.\Pardon...\My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night... response:	Stupid me, what am I doing stating the obvious?! I have to say something funny!
context: Like that...\Ahiru...\I love you.\I really love you.\Pardon...\My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny! response:	Oh! I love taking walks! And you love Rue-chan, right?!
context: Ahiru...\I love you.\I really love you.\Pardon...\My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?! response:	Oh, what the heck am I saying?!
context: I love you.\I really love you.\Pardon...\My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?! response:	Probably.
context: I really love you.\Pardon...\My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?!\Probably. response:	Huh? Probably?
context: Pardon...\My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?!\Probably.\Huh? Probably? response:	I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...
context: My-My-Mytho-senpai!\Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?!\Probably.\Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so... response:	You don't understand love...
context: Hello! Um, since the weather's so nice today, it's bright during the day, but I'm sure it'll be dark at night...\Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?!\Probably.\Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love... response:	Mytho-senpai...
context: Stupid me, what am I doing stating the obvious?! I have to say something funny!\Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?!\Probably.\Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love...\Mytho-senpai... response:	Just Mytho is fine.
context: Oh! I love taking walks! And you love Rue-chan, right?!\Oh, what the heck am I saying?!\Probably.\Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love...\Mytho-senpai...\Just Mytho is fine. response:	Oh, Mytho-senpai! I mean, Mytho! Your hand!
context: Oh, what the heck am I saying?!\Probably.\Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love...\Mytho-senpai...\Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand! response:	Oh...
context: Probably.\Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love...\Mytho-senpai...\Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh... response:	Doesn't it hurt?!
context: Huh? Probably?\I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love...\Mytho-senpai...\Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh...\Doesn't it hurt?! response:	Not really.
context: I don't understand what the feeling of love is, but Rue and Fakir are the only ones who'll tell me what to do, so...\You don't understand love...\Mytho-senpai...\Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh...\Doesn't it hurt?!\Not really. response:	Why are you making that weird face?
context: You don't understand love...\Mytho-senpai...\Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh...\Doesn't it hurt?!\Not really.\Why are you making that weird face? response:	Is it a weird face?
context: Mytho-senpai...\Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh...\Doesn't it hurt?!\Not really.\Why are you making that weird face?\Is it a weird face? response:	But you're hurt!
context: Just Mytho is fine.\Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh...\Doesn't it hurt?!\Not really.\Why are you making that weird face?\Is it a weird face?\But you're hurt! response:	Fakir and Rue don't say things like that.
context: Oh, Mytho-senpai! I mean, Mytho! Your hand!\Oh...\Doesn't it hurt?!\Not really.\Why are you making that weird face?\Is it a weird face?\But you're hurt!\Fakir and Rue don't say things like that. response:	It's the prince's eyes. The poor prince who lost his heart.
context: Oh...\Doesn't it hurt?!\Not really.\Why are you making that weird face?\Is it a weird face?\But you're hurt!\Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart. response:	That's why he doesn't know his own feelings, not even about loving or hurting.
context: Doesn't it hurt?!\Not really.\Why are you making that weird face?\Is it a weird face?\But you're hurt!\Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting. response:	I'll do my best!
context: Not really.\Why are you making that weird face?\Is it a weird face?\But you're hurt!\Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best! response:	On what?
context: Why are you making that weird face?\Is it a weird face?\But you're hurt!\Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best!\On what? response:	Oh, um, that is...
context: Is it a weird face?\But you're hurt!\Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best!\On what?\Oh, um, that is... response:	Nothing in particular, but rather, I want to work super hard on all sorts of things and...
context: But you're hurt!\Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best!\On what?\Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and... response:	Oh, yeah! That injury!
context: Fakir and Rue don't say things like that.\It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best!\On what?\Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury! response:	It'll get worse if you don't wash it properly.
context: It's the prince's eyes. The poor prince who lost his heart.\That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best!\On what?\Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury!\It'll get worse if you don't wash it properly. response:	Thank goodness, it's not that serious.
context: That's why he doesn't know his own feelings, not even about loving or hurting.\I'll do my best!\On what?\Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury!\It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious. response:	Oh! The water that you went and got!
context: I'll do my best!\On what?\Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury!\It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious.\Oh! The water that you went and got! response:	I'm sorry! I'm really sorry! I'll...I'll um, go get more!
context: On what?\Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury!\It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious.\Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more! response:	Having said that, river water probably wouldn't cut it.
context: Oh, um, that is...\Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury!\It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious.\Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it. response:	Rue-chan should have good tasting water, after all.
context: Nothing in particular, but rather, I want to work super hard on all sorts of things and...\Oh, yeah! That injury!\It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious.\Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all. response:	The water I could get from a house around here wouldn't work, right?
context: Oh, yeah! That injury!\It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious.\Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right? response:	Where should I get it from?
context: It'll get worse if you don't wash it properly.\Thank goodness, it's not that serious.\Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right?\Where should I get it from? response:	Oh? I'm not in town...
context: Thank goodness, it's not that serious.\Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right?\Where should I get it from?\Oh? I'm not in town... response:	Did I walk too far?
context: Oh! The water that you went and got!\I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right?\Where should I get it from?\Oh? I'm not in town...\Did I walk too far? response:	My-Mytho!
context: I'm sorry! I'm really sorry! I'll...I'll um, go get more!\Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right?\Where should I get it from?\Oh? I'm not in town...\Did I walk too far?\My-Mytho! response:	Um, I'll go get the water, so just wait for me!
context: Having said that, river water probably wouldn't cut it.\Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right?\Where should I get it from?\Oh? I'm not in town...\Did I walk too far?\My-Mytho!\Um, I'll go get the water, so just wait for me! response:	Or rather, where can I get water?
context: Rue-chan should have good tasting water, after all.\The water I could get from a house around here wouldn't work, right?\Where should I get it from?\Oh? I'm not in town...\Did I walk too far?\My-Mytho!\Um, I'll go get the water, so just wait for me!\Or rather, where can I get water? response:	Oh...
context: The water I could get from a house around here wouldn't work, right?\Where should I get it from?\Oh? I'm not in town...\Did I walk too far?\My-Mytho!\Um, I'll go get the water, so just wait for me!\Or rather, where can I get water?\Oh... response:	There.
context: Where should I get it from?\Oh? I'm not in town...\Did I walk too far?\My-Mytho!\Um, I'll go get the water, so just wait for me!\Or rather, where can I get water?\Oh...\There. response:	Oh, that's a restaurant!
context: Oh? I'm not in town...\Did I walk too far?\My-Mytho!\Um, I'll go get the water, so just wait for me!\Or rather, where can I get water?\Oh...\There.\Oh, that's a restaurant! response:	Water from a restaurant would be perfect, wouldn't it?!
context: Did I walk too far?\My-Mytho!\Um, I'll go get the water, so just wait for me!\Or rather, where can I get water?\Oh...\There.\Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?! response:	I don't know.
context: My-Mytho!\Um, I'll go get the water, so just wait for me!\Or rather, where can I get water?\Oh...\There.\Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?!\I don't know. response:	Open?
context: Um, I'll go get the water, so just wait for me!\Or rather, where can I get water?\Oh...\There.\Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?!\I don't know.\Open? response:	Ebine...
context: Or rather, where can I get water?\Oh...\There.\Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?!\I don't know.\Open?\Ebine... response:	I wonder if that's the restaurant's name?
context: Oh...\There.\Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?!\I don't know.\Open?\Ebine...\I wonder if that's the restaurant's name? response:	Excuse me...
context: There.\Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?!\I don't know.\Open?\Ebine...\I wonder if that's the restaurant's name?\Excuse me... response:	Yes?
context: Oh, that's a restaurant!\Water from a restaurant would be perfect, wouldn't it?!\I don't know.\Open?\Ebine...\I wonder if that's the restaurant's name?\Excuse me...\Yes? response:	Uh, um, this is a restaurant, right?
context: Water from a restaurant would be perfect, wouldn't it?!\I don't know.\Open?\Ebine...\I wonder if that's the restaurant's name?\Excuse me...\Yes?\Uh, um, this is a restaurant, right? response:	Yes, it is! Yes, it is!
context: I don't know.\Open?\Ebine...\I wonder if that's the restaurant's name?\Excuse me...\Yes?\Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is! response:	One moment, please!
context: Open?\Ebine...\I wonder if that's the restaurant's name?\Excuse me...\Yes?\Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is!\One moment, please! response:	Thank you for waiting!
context: Ebine...\I wonder if that's the restaurant's name?\Excuse me...\Yes?\Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is!\One moment, please!\Thank you for waiting! response:	Um...
context: I wonder if that's the restaurant's name?\Excuse me...\Yes?\Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is!\One moment, please!\Thank you for waiting!\Um... response:	How did you find out about this place?
context: Excuse me...\Yes?\Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is!\One moment, please!\Thank you for waiting!\Um...\How did you find out about this place? response:	Did you hear it from a friend?
context: Yes?\Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is!\One moment, please!\Thank you for waiting!\Um...\How did you find out about this place?\Did you hear it from a friend? response:	No...
context: Uh, um, this is a restaurant, right?\Yes, it is! Yes, it is!\One moment, please!\Thank you for waiting!\Um...\How did you find out about this place?\Did you hear it from a friend?\No... response:	Then did you go out of your way to find it?
context: Yes, it is! Yes, it is!\One moment, please!\Thank you for waiting!\Um...\How did you find out about this place?\Did you hear it from a friend?\No...\Then did you go out of your way to find it? response:	Oh, no...
context: One moment, please!\Thank you for waiting!\Um...\How did you find out about this place?\Did you hear it from a friend?\No...\Then did you go out of your way to find it?\Oh, no... response:	Don't tell me it was by pure chance?
context: Thank you for waiting!\Um...\How did you find out about this place?\Did you hear it from a friend?\No...\Then did you go out of your way to find it?\Oh, no...\Don't tell me it was by pure chance? response:	Uh, yes.
context: Um...\How did you find out about this place?\Did you hear it from a friend?\No...\Then did you go out of your way to find it?\Oh, no...\Don't tell me it was by pure chance?\Uh, yes. response:	That is splendid! I've never had a customer like that before!
context: How did you find out about this place?\Did you hear it from a friend?\No...\Then did you go out of your way to find it?\Oh, no...\Don't tell me it was by pure chance?\Uh, yes.\That is splendid! I've never had a customer like that before! response:	Now, please, sit down!
context: Did you hear it from a friend?\No...\Then did you go out of your way to find it?\Oh, no...\Don't tell me it was by pure chance?\Uh, yes.\That is splendid! I've never had a customer like that before!\Now, please, sit down! response:	Uh, um, I'm not a customer.
context: No...\Then did you go out of your way to find it?\Oh, no...\Don't tell me it was by pure chance?\Uh, yes.\That is splendid! I've never had a customer like that before!\Now, please, sit down!\Uh, um, I'm not a customer. response:	Not a customer?
context: Then did you go out of your way to find it?\Oh, no...\Don't tell me it was by pure chance?\Uh, yes.\That is splendid! I've never had a customer like that before!\Now, please, sit down!\Uh, um, I'm not a customer.\Not a customer? response:	I came for some water...
context: Oh, no...\Don't tell me it was by pure chance?\Uh, yes.\That is splendid! I've never had a customer like that before!\Now, please, sit down!\Uh, um, I'm not a customer.\Not a customer?\I came for some water... response:	Just... water?
context: Don't tell me it was by pure chance?\Uh, yes.\That is splendid! I've never had a customer like that before!\Now, please, sit down!\Uh, um, I'm not a customer.\Not a customer?\I came for some water...\Just... water? response:	Um, well... I'm sorry!
context: Uh, yes.\That is splendid! I've never had a customer like that before!\Now, please, sit down!\Uh, um, I'm not a customer.\Not a customer?\I came for some water...\Just... water?\Um, well... I'm sorry! response:	You're hungry, aren't you?!
context: That is splendid! I've never had a customer like that before!\Now, please, sit down!\Uh, um, I'm not a customer.\Not a customer?\I came for some water...\Just... water?\Um, well... I'm sorry!\You're hungry, aren't you?! response:	Then, please have a meal while you're here!
context: Now, please, sit down!\Uh, um, I'm not a customer.\Not a customer?\I came for some water...\Just... water?\Um, well... I'm sorry!\You're hungry, aren't you?!\Then, please have a meal while you're here! response:	What?! But I don't have any money...
context: Uh, um, I'm not a customer.\Not a customer?\I came for some water...\Just... water?\Um, well... I'm sorry!\You're hungry, aren't you?!\Then, please have a meal while you're here!\What?! But I don't have any money... response:	It's okay, that doesn't matter.
context: Not a customer?\I came for some water...\Just... water?\Um, well... I'm sorry!\You're hungry, aren't you?!\Then, please have a meal while you're here!\What?! But I don't have any money...\It's okay, that doesn't matter. response:	What?
context: I came for some water...\Just... water?\Um, well... I'm sorry!\You're hungry, aren't you?!\Then, please have a meal while you're here!\What?! But I don't have any money...\It's okay, that doesn't matter.\What? response:	Oh, yes, I had some shrimp pate.
context: Just... water?\Um, well... I'm sorry!\You're hungry, aren't you?!\Then, please have a meal while you're here!\What?! But I don't have any money...\It's okay, that doesn't matter.\What?\Oh, yes, I had some shrimp pate. response:	The pendant just glowed.
context: Um, well... I'm sorry!\You're hungry, aren't you?!\Then, please have a meal while you're here!\What?! But I don't have any money...\It's okay, that doesn't matter.\What?\Oh, yes, I had some shrimp pate.\The pendant just glowed. response:	But does that mean she has one of the shards?
context: You're hungry, aren't you?!\Then, please have a meal while you're here!\What?! But I don't have any money...\It's okay, that doesn't matter.\What?\Oh, yes, I had some shrimp pate.\The pendant just glowed.\But does that mean she has one of the shards? response:	Where did Mytho go?
context: Then, please have a meal while you're here!\What?! But I don't have any money...\It's okay, that doesn't matter.\What?\Oh, yes, I had some shrimp pate.\The pendant just glowed.\But does that mean she has one of the shards?\Where did Mytho go? response:	I don't know.
context: What?! But I don't have any money...\It's okay, that doesn't matter.\What?\Oh, yes, I had some shrimp pate.\The pendant just glowed.\But does that mean she has one of the shards?\Where did Mytho go?\I don't know. response:	Don't take Mytho out without letting me know.
context: It's okay, that doesn't matter.\What?\Oh, yes, I had some shrimp pate.\The pendant just glowed.\But does that mean she has one of the shards?\Where did Mytho go?\I don't know.\Don't take Mytho out without letting me know. response:	Mytho doesn't belong to you, now does he?
context: What?\Oh, yes, I had some shrimp pate.\The pendant just glowed.\But does that mean she has one of the shards?\Where did Mytho go?\I don't know.\Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he? response:	He doesn't belong to you, either.
context: Oh, yes, I had some shrimp pate.\The pendant just glowed.\But does that mean she has one of the shards?\Where did Mytho go?\I don't know.\Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he?\He doesn't belong to you, either. response:	Mytho mentioned'feeling'.
context: The pendant just glowed.\But does that mean she has one of the shards?\Where did Mytho go?\I don't know.\Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he?\He doesn't belong to you, either.\Mytho mentioned'feeling'. response:	What did you say?
context: But does that mean she has one of the shards?\Where did Mytho go?\I don't know.\Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he?\He doesn't belong to you, either.\Mytho mentioned'feeling'.\What did you say? response:	Where is Mytho?
