context: High Commander Fudo is gone? response:	He left a note.
context: Prepare the Ahura Gnis to sortie.\Sir?\I'm going to Vega myself.\It's time to taste the air of that old battlefield.\Alicia...\For the sake of bringing this world back to life,\I shall find the True Eve.\And I might also find... response:	the son you left on Vega.
context: Sir?\I'm going to Vega myself.\It's time to taste the air of that old battlefield.\Alicia...\For the sake of bringing this world back to life,\I shall find the True Eve.\And I might also find...\the son you left on Vega. response:	You read it, didn't you?
context: I'm going to Vega myself.\It's time to taste the air of that old battlefield.\Alicia...\For the sake of bringing this world back to life,\I shall find the True Eve.\And I might also find...\the son you left on Vega.\You read it, didn't you? response:	You know, Dad's letter.
context: It's time to taste the air of that old battlefield.\Alicia...\For the sake of bringing this world back to life,\I shall find the True Eve.\And I might also find...\the son you left on Vega.\You read it, didn't you?\You know, Dad's letter. response:	I'm sorry.
context: Alicia...\For the sake of bringing this world back to life,\I shall find the True Eve.\And I might also find...\the son you left on Vega.\You read it, didn't you?\You know, Dad's letter.\I'm sorry. response:	I don't really mind.
context: For the sake of bringing this world back to life,\I shall find the True Eve.\And I might also find...\the son you left on Vega.\You read it, didn't you?\You know, Dad's letter.\I'm sorry.\I don't really mind. response:	I was just worried it was getting you down.
context: I shall find the True Eve.\And I might also find...\the son you left on Vega.\You read it, didn't you?\You know, Dad's letter.\I'm sorry.\I don't really mind.\I was just worried it was getting you down. response:	Parents freak out about the stupidest things.
context: And I might also find...\the son you left on Vega.\You read it, didn't you?\You know, Dad's letter.\I'm sorry.\I don't really mind.\I was just worried it was getting you down.\Parents freak out about the stupidest things. response:	You can send me home.
context: the son you left on Vega.\You read it, didn't you?\You know, Dad's letter.\I'm sorry.\I don't really mind.\I was just worried it was getting you down.\Parents freak out about the stupidest things.\You can send me home. response:	What?
context: You read it, didn't you?\You know, Dad's letter.\I'm sorry.\I don't really mind.\I was just worried it was getting you down.\Parents freak out about the stupidest things.\You can send me home.\What? response:	Daddy's right. I'm holding you guys back.
context: You know, Dad's letter.\I'm sorry.\I don't really mind.\I was just worried it was getting you down.\Parents freak out about the stupidest things.\You can send me home.\What?\Daddy's right. I'm holding you guys back. response:	If I'm going to be useless, I should do it at home.
context: I'm sorry.\I don't really mind.\I was just worried it was getting you down.\Parents freak out about the stupidest things.\You can send me home.\What?\Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home. response:	Mikono!
context: I don't really mind.\I was just worried it was getting you down.\Parents freak out about the stupidest things.\You can send me home.\What?\Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home.\Mikono! response:	Ow!
context: I was just worried it was getting you down.\Parents freak out about the stupidest things.\You can send me home.\What?\Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home.\Mikono!\Ow! response:	What was that for?
context: Parents freak out about the stupidest things.\You can send me home.\What?\Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home.\Mikono!\Ow!\What was that for? response:	You've always been too worried about what people think of you.
context: You can send me home.\What?\Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home.\Mikono!\Ow!\What was that for?\You've always been too worried about what people think of you. response:	You could never say anything because you were scared of making people mad or hurting them.
context: What?\Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home.\Mikono!\Ow!\What was that for?\You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them. response:	But I think you were really mostly scared for yourself.
context: Daddy's right. I'm holding you guys back.\If I'm going to be useless, I should do it at home.\Mikono!\Ow!\What was that for?\You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself. response:	For a long time, I thought of you as my useless coward of a sister.
context: If I'm going to be useless, I should do it at home.\Mikono!\Ow!\What was that for?\You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister. response:	But I met this guy, and right away he said...
context: Mikono!\Ow!\What was that for?\You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said... response:	I know I haven't known her for very long,
context: Ow!\What was that for?\You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said...\I know I haven't known her for very long, response:	but I think she's changed since then.
context: What was that for?\You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said...\I know I haven't known her for very long,\but I think she's changed since then. response:	Mikono is really trying to change herself!
context: You've always been too worried about what people think of you.\You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said...\I know I haven't known her for very long,\but I think she's changed since then.\Mikono is really trying to change herself! response:	Amata told you that?
context: You could never say anything because you were scared of making people mad or hurting them.\But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said...\I know I haven't known her for very long,\but I think she's changed since then.\Mikono is really trying to change herself!\Amata told you that? response:	As much as I hate to admit it, he was right.
context: But I think you were really mostly scared for yourself.\For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said...\I know I haven't known her for very long,\but I think she's changed since then.\Mikono is really trying to change herself!\Amata told you that?\As much as I hate to admit it, he was right. response:	You've really changed.
context: For a long time, I thought of you as my useless coward of a sister.\But I met this guy, and right away he said...\I know I haven't known her for very long,\but I think she's changed since then.\Mikono is really trying to change herself!\Amata told you that?\As much as I hate to admit it, he was right.\You've really changed. response:	In fact, I want Dad to see how you've changed.
context: But I met this guy, and right away he said...\I know I haven't known her for very long,\but I think she's changed since then.\Mikono is really trying to change herself!\Amata told you that?\As much as I hate to admit it, he was right.\You've really changed.\In fact, I want Dad to see how you've changed. response:	Cayenne!
context: I know I haven't known her for very long,\but I think she's changed since then.\Mikono is really trying to change herself!\Amata told you that?\As much as I hate to admit it, he was right.\You've really changed.\In fact, I want Dad to see how you've changed.\Cayenne! response:	That's a new sound.
context: but I think she's changed since then.\Mikono is really trying to change herself!\Amata told you that?\As much as I hate to admit it, he was right.\You've really changed.\In fact, I want Dad to see how you've changed.\Cayenne!\That's a new sound. response:	A powerful, intense sound.
context: Mikono is really trying to change herself!\Amata told you that?\As much as I hate to admit it, he was right.\You've really changed.\In fact, I want Dad to see how you've changed.\Cayenne!\That's a new sound.\A powerful, intense sound. response:	The sea. It's making me nostalgic.
context: Amata told you that?\As much as I hate to admit it, he was right.\You've really changed.\In fact, I want Dad to see how you've changed.\Cayenne!\That's a new sound.\A powerful, intense sound.\The sea. It's making me nostalgic. response:	This is the Vega of my youth.
context: As much as I hate to admit it, he was right.\You've really changed.\In fact, I want Dad to see how you've changed.\Cayenne!\That's a new sound.\A powerful, intense sound.\The sea. It's making me nostalgic.\This is the Vega of my youth. response:	Oh, Izumo. You want to bloom a flower after all this time?
context: You've really changed.\In fact, I want Dad to see how you've changed.\Cayenne!\That's a new sound.\A powerful, intense sound.\The sea. It's making me nostalgic.\This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time? response:	Or are you looking for a seed dropped by a flower?
context: In fact, I want Dad to see how you've changed.\Cayenne!\That's a new sound.\A powerful, intense sound.\The sea. It's making me nostalgic.\This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower? response:	We've sighted an unknown enemy mech!
context: Cayenne!\That's a new sound.\A powerful, intense sound.\The sea. It's making me nostalgic.\This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech! response:	Seems like we've got a boss battle coming up!
context: That's a new sound.\A powerful, intense sound.\The sea. It's making me nostalgic.\This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up! response:	You're late, Andy!
context: A powerful, intense sound.\The sea. It's making me nostalgic.\This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up!\You're late, Andy! response:	Sorry...
context: The sea. It's making me nostalgic.\This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up!\You're late, Andy!\Sorry... response:	Are you okay?
context: This is the Vega of my youth.\Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up!\You're late, Andy!\Sorry...\Are you okay? response:	Sure. I'm fine...
context: Oh, Izumo. You want to bloom a flower after all this time?\Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up!\You're late, Andy!\Sorry...\Are you okay?\Sure. I'm fine... response:	Andy!
context: Or are you looking for a seed dropped by a flower?\We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up!\You're late, Andy!\Sorry...\Are you okay?\Sure. I'm fine...\Andy! response:	You can't dig in here!
context: We've sighted an unknown enemy mech!\Seems like we've got a boss battle coming up!\You're late, Andy!\Sorry...\Are you okay?\Sure. I'm fine...\Andy!\You can't dig in here! response:	Forget it. He's out of commission.
context: Seems like we've got a boss battle coming up!\You're late, Andy!\Sorry...\Are you okay?\Sure. I'm fine...\Andy!\You can't dig in here!\Forget it. He's out of commission. response:	We've got five usable Vectors! Have two of them back up Aquarion!
context: You're late, Andy!\Sorry...\Are you okay?\Sure. I'm fine...\Andy!\You can't dig in here!\Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion! response:	The Elements going out are...
context: Sorry...\Are you okay?\Sure. I'm fine...\Andy!\You can't dig in here!\Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are... response:	They're up to you.
context: Are you okay?\Sure. I'm fine...\Andy!\You can't dig in here!\Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are...\They're up to you. response:	Cayenne! Amata! And...
context: Sure. I'm fine...\Andy!\You can't dig in here!\Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are...\They're up to you.\Cayenne! Amata! And... response:	I'll go!
context: Andy!\You can't dig in here!\Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are...\They're up to you.\Cayenne! Amata! And...\I'll go! response:	You can't! It's too dangerous for you to go!
context: You can't dig in here!\Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are...\They're up to you.\Cayenne! Amata! And...\I'll go!\You can't! It's too dangerous for you to go! response:	I can't be myself if you won't let me fight!
context: Forget it. He's out of commission.\We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are...\They're up to you.\Cayenne! Amata! And...\I'll go!\You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight! response:	Right now, we have to be fighters before girls!
context: We've got five usable Vectors! Have two of them back up Aquarion!\The Elements going out are...\They're up to you.\Cayenne! Amata! And...\I'll go!\You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls! response:	We want to help and be part of the team!
context: The Elements going out are...\They're up to you.\Cayenne! Amata! And...\I'll go!\You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls!\We want to help and be part of the team! response:	What are you...
context: They're up to you.\Cayenne! Amata! And...\I'll go!\You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls!\We want to help and be part of the team!\What are you... response:	Let them go.
context: Cayenne! Amata! And...\I'll go!\You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls!\We want to help and be part of the team!\What are you...\Let them go. response:	We can only do so much with men alone.
context: I'll go!\You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls!\We want to help and be part of the team!\What are you...\Let them go.\We can only do so much with men alone. response:	Fudo... did I do the right thing?
context: You can't! It's too dangerous for you to go!\I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls!\We want to help and be part of the team!\What are you...\Let them go.\We can only do so much with men alone.\Fudo... did I do the right thing? response:	Then Aquarion's pilots are Amata, Zessica, and Malloy!
context: I can't be myself if you won't let me fight!\Right now, we have to be fighters before girls!\We want to help and be part of the team!\What are you...\Let them go.\We can only do so much with men alone.\Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy! response:	Cayenne and Mix, you're the wingmen!
context: Right now, we have to be fighters before girls!\We want to help and be part of the team!\What are you...\Let them go.\We can only do so much with men alone.\Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen! response:	Roger!
context: We want to help and be part of the team!\What are you...\Let them go.\We can only do so much with men alone.\Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen!\Roger! response:	Zessica's too excited.
context: What are you...\Let them go.\We can only do so much with men alone.\Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen!\Roger!\Zessica's too excited. response:	I'm worried about her.
context: Let them go.\We can only do so much with men alone.\Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen!\Roger!\Zessica's too excited.\I'm worried about her. response:	I have a bad feeling about this...
context: We can only do so much with men alone.\Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen!\Roger!\Zessica's too excited.\I'm worried about her.\I have a bad feeling about this... response:	Let's Union! I'll be the head, got it?
context: Fudo... did I do the right thing?\Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen!\Roger!\Zessica's too excited.\I'm worried about her.\I have a bad feeling about this...\Let's Union! I'll be the head, got it? response:	Zessica...
context: Then Aquarion's pilots are Amata, Zessica, and Malloy!\Cayenne and Mix, you're the wingmen!\Roger!\Zessica's too excited.\I'm worried about her.\I have a bad feeling about this...\Let's Union! I'll be the head, got it?\Zessica... response:	Roger!
context: Cayenne and Mix, you're the wingmen!\Roger!\Zessica's too excited.\I'm worried about her.\I have a bad feeling about this...\Let's Union! I'll be the head, got it?\Zessica...\Roger! response:	Heartbreak Union!
context: Roger!\Zessica's too excited.\I'm worried about her.\I have a bad feeling about this...\Let's Union! I'll be the head, got it?\Zessica...\Roger!\Heartbreak Union! response:	Go, Aquarion!
context: Zessica's too excited.\I'm worried about her.\I have a bad feeling about this...\Let's Union! I'll be the head, got it?\Zessica...\Roger!\Heartbreak Union!\Go, Aquarion! response:	I can be with Amata, if only in a fight...
context: I'm worried about her.\I have a bad feeling about this...\Let's Union! I'll be the head, got it?\Zessica...\Roger!\Heartbreak Union!\Go, Aquarion!\I can be with Amata, if only in a fight... response:	I can feel Zessica's emotions!
context: I have a bad feeling about this...\Let's Union! I'll be the head, got it?\Zessica...\Roger!\Heartbreak Union!\Go, Aquarion!\I can be with Amata, if only in a fight...\I can feel Zessica's emotions! response:	Union is amazing!
context: Let's Union! I'll be the head, got it?\Zessica...\Roger!\Heartbreak Union!\Go, Aquarion!\I can be with Amata, if only in a fight...\I can feel Zessica's emotions!\Union is amazing! response:	Aquarion Gepard!
context: Zessica...\Roger!\Heartbreak Union!\Go, Aquarion!\I can be with Amata, if only in a fight...\I can feel Zessica's emotions!\Union is amazing!\Aquarion Gepard! response:	We'll deal with the grunts!
context: Roger!\Heartbreak Union!\Go, Aquarion!\I can be with Amata, if only in a fight...\I can feel Zessica's emotions!\Union is amazing!\Aquarion Gepard!\We'll deal with the grunts! response:	We may just be Vectors, but we'll still mess you up!
context: Heartbreak Union!\Go, Aquarion!\I can be with Amata, if only in a fight...\I can feel Zessica's emotions!\Union is amazing!\Aquarion Gepard!\We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up! response:	Let's end this!
context: Go, Aquarion!\I can be with Amata, if only in a fight...\I can feel Zessica's emotions!\Union is amazing!\Aquarion Gepard!\We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up!\Let's end this! response:	Good effort, but you're still greenhorns.
context: I can be with Amata, if only in a fight...\I can feel Zessica's emotions!\Union is amazing!\Aquarion Gepard!\We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up!\Let's end this!\Good effort, but you're still greenhorns. response:	No way!
context: I can feel Zessica's emotions!\Union is amazing!\Aquarion Gepard!\We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up!\Let's end this!\Good effort, but you're still greenhorns.\No way! response:	He didn't take any damage at all!
context: Union is amazing!\Aquarion Gepard!\We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up!\Let's end this!\Good effort, but you're still greenhorns.\No way!\He didn't take any damage at all! response:	Damage report!
context: Aquarion Gepard!\We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up!\Let's end this!\Good effort, but you're still greenhorns.\No way!\He didn't take any damage at all!\Damage report! response:	West side barriers have been obliterated!
context: We'll deal with the grunts!\We may just be Vectors, but we'll still mess you up!\Let's end this!\Good effort, but you're still greenhorns.\No way!\He didn't take any damage at all!\Damage report!\West side barriers have been obliterated! response:	The enemy unit absorbed Gepard's beam, amplified it, and fired it back!
context: We may just be Vectors, but we'll still mess you up!\Let's end this!\Good effort, but you're still greenhorns.\No way!\He didn't take any damage at all!\Damage report!\West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back! response:	How about these?
context: Let's end this!\Good effort, but you're still greenhorns.\No way!\He didn't take any damage at all!\Damage report!\West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these? response:	Such youthful passion is lost on Altair.
context: Good effort, but you're still greenhorns.\No way!\He didn't take any damage at all!\Damage report!\West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these?\Such youthful passion is lost on Altair. response:	But it won't win you this battle alone!
context: No way!\He didn't take any damage at all!\Damage report!\West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these?\Such youthful passion is lost on Altair.\But it won't win you this battle alone! response:	Calm down, Zessica!
context: He didn't take any damage at all!\Damage report!\West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these?\Such youthful passion is lost on Altair.\But it won't win you this battle alone!\Calm down, Zessica! response:	It's too dangerous to shoot him!
context: Damage report!\West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these?\Such youthful passion is lost on Altair.\But it won't win you this battle alone!\Calm down, Zessica!\It's too dangerous to shoot him! response:	Get in closer!
context: West side barriers have been obliterated!\The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these?\Such youthful passion is lost on Altair.\But it won't win you this battle alone!\Calm down, Zessica!\It's too dangerous to shoot him!\Get in closer! response:	I know already!
context: The enemy unit absorbed Gepard's beam, amplified it, and fired it back!\How about these?\Such youthful passion is lost on Altair.\But it won't win you this battle alone!\Calm down, Zessica!\It's too dangerous to shoot him!\Get in closer!\I know already! response:	Malloy! Back me up!
context: How about these?\Such youthful passion is lost on Altair.\But it won't win you this battle alone!\Calm down, Zessica!\It's too dangerous to shoot him!\Get in closer!\I know already!\Malloy! Back me up! response:	Got it!
context: Such youthful passion is lost on Altair.\But it won't win you this battle alone!\Calm down, Zessica!\It's too dangerous to shoot him!\Get in closer!\I know already!\Malloy! Back me up!\Got it! response:	The Curse of Malloy!
context: But it won't win you this battle alone!\Calm down, Zessica!\It's too dangerous to shoot him!\Get in closer!\I know already!\Malloy! Back me up!\Got it!\The Curse of Malloy! response:	Contrary Twister!
context: Calm down, Zessica!\It's too dangerous to shoot him!\Get in closer!\I know already!\Malloy! Back me up!\Got it!\The Curse of Malloy!\Contrary Twister! response:	How's that feel?
context: It's too dangerous to shoot him!\Get in closer!\I know already!\Malloy! Back me up!\Got it!\The Curse of Malloy!\Contrary Twister!\How's that feel? response:	Fragility? Interesting.
context: Get in closer!\I know already!\Malloy! Back me up!\Got it!\The Curse of Malloy!\Contrary Twister!\How's that feel?\Fragility? Interesting. response:	But the young are always more fragile than the old.
context: I know already!\Malloy! Back me up!\Got it!\The Curse of Malloy!\Contrary Twister!\How's that feel?\Fragility? Interesting.\But the young are always more fragile than the old. response:	I would like to avoid useless destruction...
context: Malloy! Back me up!\Got it!\The Curse of Malloy!\Contrary Twister!\How's that feel?\Fragility? Interesting.\But the young are always more fragile than the old.\I would like to avoid useless destruction... response:	So let me demonstrate the vast gap between our powers.
context: Got it!\The Curse of Malloy!\Contrary Twister!\How's that feel?\Fragility? Interesting.\But the young are always more fragile than the old.\I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers. response:	One more time! Contrary Twister!
context: The Curse of Malloy!\Contrary Twister!\How's that feel?\Fragility? Interesting.\But the young are always more fragile than the old.\I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister! response:	That won't work again!
context: Contrary Twister!\How's that feel?\Fragility? Interesting.\But the young are always more fragile than the old.\I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister!\That won't work again! response:	Gepard!
context: How's that feel?\Fragility? Interesting.\But the young are always more fragile than the old.\I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister!\That won't work again!\Gepard! response:	The Union broke!
context: Fragility? Interesting.\But the young are always more fragile than the old.\I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister!\That won't work again!\Gepard!\The Union broke! response:	That impact knocked Malloy out!
context: But the young are always more fragile than the old.\I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister!\That won't work again!\Gepard!\The Union broke!\That impact knocked Malloy out! response:	Vector Y is flying on autopilot!
context: I would like to avoid useless destruction...\So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister!\That won't work again!\Gepard!\The Union broke!\That impact knocked Malloy out!\Vector Y is flying on autopilot! response:	I'll go!
context: So let me demonstrate the vast gap between our powers.\One more time! Contrary Twister!\That won't work again!\Gepard!\The Union broke!\That impact knocked Malloy out!\Vector Y is flying on autopilot!\I'll go! response:	Element Change to Mikono!
context: One more time! Contrary Twister!\That won't work again!\Gepard!\The Union broke!\That impact knocked Malloy out!\Vector Y is flying on autopilot!\I'll go!\Element Change to Mikono! response:	Cayenne, Amata, and Mikono will Union!
context: That won't work again!\Gepard!\The Union broke!\That impact knocked Malloy out!\Vector Y is flying on autopilot!\I'll go!\Element Change to Mikono!\Cayenne, Amata, and Mikono will Union! response:	Zessica, back them up!
context: Gepard!\The Union broke!\That impact knocked Malloy out!\Vector Y is flying on autopilot!\I'll go!\Element Change to Mikono!\Cayenne, Amata, and Mikono will Union!\Zessica, back them up! response:	Why?
context: The Union broke!\That impact knocked Malloy out!\Vector Y is flying on autopilot!\I'll go!\Element Change to Mikono!\Cayenne, Amata, and Mikono will Union!\Zessica, back them up!\Why? response:	You're too hotheaded today!
context: That impact knocked Malloy out!\Vector Y is flying on autopilot!\I'll go!\Element Change to Mikono!\Cayenne, Amata, and Mikono will Union!\Zessica, back them up!\Why?\You're too hotheaded today! response:	What's the matter with you?
context: Vector Y is flying on autopilot!\I'll go!\Element Change to Mikono!\Cayenne, Amata, and Mikono will Union!\Zessica, back them up!\Why?\You're too hotheaded today!\What's the matter with you? response:	Amata! Cayenne! We're going to Union!
context: I'll go!\Element Change to Mikono!\Cayenne, Amata, and Mikono will Union!\Zessica, back them up!\Why?\You're too hotheaded today!\What's the matter with you?\Amata! Cayenne! We're going to Union! response:	The enemy is heading this way!
context: Element Change to Mikono!\Cayenne, Amata, and Mikono will Union!\Zessica, back them up!\Why?\You're too hotheaded today!\What's the matter with you?\Amata! Cayenne! We're going to Union!\The enemy is heading this way! response:	That Abductor doesn't look like it's attacking...
context: Cayenne, Amata, and Mikono will Union!\Zessica, back them up!\Why?\You're too hotheaded today!\What's the matter with you?\Amata! Cayenne! We're going to Union!\The enemy is heading this way!\That Abductor doesn't look like it's attacking... response:	He's tapping into our communications!
context: Zessica, back them up!\Why?\You're too hotheaded today!\What's the matter with you?\Amata! Cayenne! We're going to Union!\The enemy is heading this way!\That Abductor doesn't look like it's attacking...\He's tapping into our communications! response:	What?
context: Why?\You're too hotheaded today!\What's the matter with you?\Amata! Cayenne! We're going to Union!\The enemy is heading this way!\That Abductor doesn't look like it's attacking...\He's tapping into our communications!\What? response:	Soldiers of Vega.
context: You're too hotheaded today!\What's the matter with you?\Amata! Cayenne! We're going to Union!\The enemy is heading this way!\That Abductor doesn't look like it's attacking...\He's tapping into our communications!\What?\Soldiers of Vega. response:	I am Izumo Kamurogi, the chief commander of the planet Altair.
context: What's the matter with you?\Amata! Cayenne! We're going to Union!\The enemy is heading this way!\That Abductor doesn't look like it's attacking...\He's tapping into our communications!\What?\Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair. response:	I would like to speak to your leader.
context: Amata! Cayenne! We're going to Union!\The enemy is heading this way!\That Abductor doesn't look like it's attacking...\He's tapping into our communications!\What?\Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader. response:	The chief commander?
context: The enemy is heading this way!\That Abductor doesn't look like it's attacking...\He's tapping into our communications!\What?\Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader.\The chief commander? response:	Him?
context: That Abductor doesn't look like it's attacking...\He's tapping into our communications!\What?\Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader.\The chief commander?\Him? response:	I am Crea Dolosera, the commander of Neo-Deava.
context: He's tapping into our communications!\What?\Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader.\The chief commander?\Him?\I am Crea Dolosera, the commander of Neo-Deava. response:	Even your commander is an Igura, a female.
context: What?\Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader.\The chief commander?\Him?\I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female. response:	I was under the impression that women were not disposed to battle.
context: Soldiers of Vega.\I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader.\The chief commander?\Him?\I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle. response:	Perhaps what you say is true.
context: I am Izumo Kamurogi, the chief commander of the planet Altair.\I would like to speak to your leader.\The chief commander?\Him?\I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle.\Perhaps what you say is true. response:	But when necessary, women can be even stronger than men.
context: I would like to speak to your leader.\The chief commander?\Him?\I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle.\Perhaps what you say is true.\But when necessary, women can be even stronger than men. response:	Perhaps.
context: The chief commander?\Him?\I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle.\Perhaps what you say is true.\But when necessary, women can be even stronger than men.\Perhaps. response:	We require the most powerful Rare Igura among you.
