context: Nothing. It's nothing. response:	Touko!
context: The incident at the beach where I was forced\to make that promise with you, and this time, when Touko collapsed\both are my fault.\How much of that am I supposed to believe?\It's hard to believe all of it.\I don't mind, but it's the truth.\Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this. response:	I hurt Touko.
context: to make that promise with you, and this time, when Touko collapsed\both are my fault.\How much of that am I supposed to believe?\It's hard to believe all of it.\I don't mind, but it's the truth.\Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko. response:	I don't even have a clue what Touko saw.
context: both are my fault.\How much of that am I supposed to believe?\It's hard to believe all of it.\I don't mind, but it's the truth.\Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko.\I don't even have a clue what Touko saw. response:	It's not all good,
context: How much of that am I supposed to believe?\It's hard to believe all of it.\I don't mind, but it's the truth.\Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko.\I don't even have a clue what Touko saw.\It's not all good, response:	coming to an epiphany.
context: It's hard to believe all of it.\I don't mind, but it's the truth.\Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko.\I don't even have a clue what Touko saw.\It's not all good,\coming to an epiphany. response:	What?
context: I don't mind, but it's the truth.\Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko.\I don't even have a clue what Touko saw.\It's not all good,\coming to an epiphany.\What? response:	Are you talking about Yukinari Imi?
context: Besides, it's true that I needed Touko to be here.\But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko.\I don't even have a clue what Touko saw.\It's not all good,\coming to an epiphany.\What?\Are you talking about Yukinari Imi? response:	Yeah, it's about Yuki.
context: But if I weren't here, Touko wouldn't have gone through all this.\I hurt Touko.\I don't even have a clue what Touko saw.\It's not all good,\coming to an epiphany.\What?\Are you talking about Yukinari Imi?\Yeah, it's about Yuki. response:	He doesn't need to say anything for me to know what he's thinking.
context: I hurt Touko.\I don't even have a clue what Touko saw.\It's not all good,\coming to an epiphany.\What?\Are you talking about Yukinari Imi?\Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking. response:	Yeah, that does sound a bit troublesome.
context: I don't even have a clue what Touko saw.\It's not all good,\coming to an epiphany.\What?\Are you talking about Yukinari Imi?\Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome. response:	So,
context: It's not all good,\coming to an epiphany.\What?\Are you talking about Yukinari Imi?\Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome.\So, response:	Kakeru, are you going away?
context: coming to an epiphany.\What?\Are you talking about Yukinari Imi?\Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome.\So,\Kakeru, are you going away? response:	I get that feeling.
context: What?\Are you talking about Yukinari Imi?\Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome.\So,\Kakeru, are you going away?\I get that feeling. response:	I'm heading out.
context: Are you talking about Yukinari Imi?\Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome.\So,\Kakeru, are you going away?\I get that feeling.\I'm heading out. response:	Be careful.
context: Yeah, it's about Yuki.\He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome.\So,\Kakeru, are you going away?\I get that feeling.\I'm heading out.\Be careful. response:	Where's she going this late in the afternoon?
context: He doesn't need to say anything for me to know what he's thinking.\Yeah, that does sound a bit troublesome.\So,\Kakeru, are you going away?\I get that feeling.\I'm heading out.\Be careful.\Where's she going this late in the afternoon? response:	I don't know, but she was pretty excited.
context: Yeah, that does sound a bit troublesome.\So,\Kakeru, are you going away?\I get that feeling.\I'm heading out.\Be careful.\Where's she going this late in the afternoon?\I don't know, but she was pretty excited. response:	Where's Onee-chan off to so late?
context: So,\Kakeru, are you going away?\I get that feeling.\I'm heading out.\Be careful.\Where's she going this late in the afternoon?\I don't know, but she was pretty excited.\Where's Onee-chan off to so late? response:	My, my, everyone's worried about Onee-chan.
context: Kakeru, are you going away?\I get that feeling.\I'm heading out.\Be careful.\Where's she going this late in the afternoon?\I don't know, but she was pretty excited.\Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan. response:	Kakeru-kun?
context: I get that feeling.\I'm heading out.\Be careful.\Where's she going this late in the afternoon?\I don't know, but she was pretty excited.\Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan.\Kakeru-kun? response:	Touko.
context: I'm heading out.\Be careful.\Where's she going this late in the afternoon?\I don't know, but she was pretty excited.\Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan.\Kakeru-kun?\Touko. response:	Can I sit next to you?
context: Be careful.\Where's she going this late in the afternoon?\I don't know, but she was pretty excited.\Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan.\Kakeru-kun?\Touko.\Can I sit next to you? response:	Sure.
context: Where's she going this late in the afternoon?\I don't know, but she was pretty excited.\Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan.\Kakeru-kun?\Touko.\Can I sit next to you?\Sure. response:	There's supposed to be a meteor shower tonight.
context: I don't know, but she was pretty excited.\Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan.\Kakeru-kun?\Touko.\Can I sit next to you?\Sure.\There's supposed to be a meteor shower tonight. response:	It'll be great if we can watch it again, the way we did the fireworks.
context: Where's Onee-chan off to so late?\My, my, everyone's worried about Onee-chan.\Kakeru-kun?\Touko.\Can I sit next to you?\Sure.\There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks. response:	I hope we can watch the fireworks together again.
context: My, my, everyone's worried about Onee-chan.\Kakeru-kun?\Touko.\Can I sit next to you?\Sure.\There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again. response:	Maybe not with this weather.
context: Kakeru-kun?\Touko.\Can I sit next to you?\Sure.\There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again.\Maybe not with this weather. response:	Fireworks in the winter.
context: Touko.\Can I sit next to you?\Sure.\There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again.\Maybe not with this weather.\Fireworks in the winter. response:	In the winter?
context: Can I sit next to you?\Sure.\There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again.\Maybe not with this weather.\Fireworks in the winter.\In the winter? response:	In the fragment of the future,
context: Sure.\There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again.\Maybe not with this weather.\Fireworks in the winter.\In the winter?\In the fragment of the future, response:	we decided to watch the fireworks in the winter.
context: There's supposed to be a meteor shower tonight.\It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again.\Maybe not with this weather.\Fireworks in the winter.\In the winter?\In the fragment of the future,\we decided to watch the fireworks in the winter. response:	So did you?
context: It'll be great if we can watch it again, the way we did the fireworks.\I hope we can watch the fireworks together again.\Maybe not with this weather.\Fireworks in the winter.\In the winter?\In the fragment of the future,\we decided to watch the fireworks in the winter.\So did you? response:	Yeah.
context: I hope we can watch the fireworks together again.\Maybe not with this weather.\Fireworks in the winter.\In the winter?\In the fragment of the future,\we decided to watch the fireworks in the winter.\So did you?\Yeah. response:	I went alone.
context: Maybe not with this weather.\Fireworks in the winter.\In the winter?\In the fragment of the future,\we decided to watch the fireworks in the winter.\So did you?\Yeah.\I went alone. response:	And the others?
context: Fireworks in the winter.\In the winter?\In the fragment of the future,\we decided to watch the fireworks in the winter.\So did you?\Yeah.\I went alone.\And the others? response:	They didn't notice me.
context: In the winter?\In the fragment of the future,\we decided to watch the fireworks in the winter.\So did you?\Yeah.\I went alone.\And the others?\They didn't notice me. response:	I see, so you watched them alone.
context: In the fragment of the future,\we decided to watch the fireworks in the winter.\So did you?\Yeah.\I went alone.\And the others?\They didn't notice me.\I see, so you watched them alone. response:	It was the first time I ever watched the fireworks alone.
context: we decided to watch the fireworks in the winter.\So did you?\Yeah.\I went alone.\And the others?\They didn't notice me.\I see, so you watched them alone.\It was the first time I ever watched the fireworks alone. response:	It might have been a sudden, expected loneliness.
context: So did you?\Yeah.\I went alone.\And the others?\They didn't notice me.\I see, so you watched them alone.\It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness. response:	I wish I saw it, too.
context: Yeah.\I went alone.\And the others?\They didn't notice me.\I see, so you watched them alone.\It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness.\I wish I saw it, too. response:	You were watching, too.
context: I went alone.\And the others?\They didn't notice me.\I see, so you watched them alone.\It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness.\I wish I saw it, too.\You were watching, too. response:	With the others.
context: And the others?\They didn't notice me.\I see, so you watched them alone.\It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness.\I wish I saw it, too.\You were watching, too.\With the others. response:	Did that me seem happy?
context: They didn't notice me.\I see, so you watched them alone.\It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness.\I wish I saw it, too.\You were watching, too.\With the others.\Did that me seem happy? response:	Yeah, very.
context: I see, so you watched them alone.\It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness.\I wish I saw it, too.\You were watching, too.\With the others.\Did that me seem happy?\Yeah, very. response:	That's good.
context: It was the first time I ever watched the fireworks alone.\It might have been a sudden, expected loneliness.\I wish I saw it, too.\You were watching, too.\With the others.\Did that me seem happy?\Yeah, very.\That's good. response:	I wonder what the fragments of the future really were.
context: It might have been a sudden, expected loneliness.\I wish I saw it, too.\You were watching, too.\With the others.\Did that me seem happy?\Yeah, very.\That's good.\I wonder what the fragments of the future really were. response:	Maybe that name isn't appropriate anymore.
context: I wish I saw it, too.\You were watching, too.\With the others.\Did that me seem happy?\Yeah, very.\That's good.\I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore. response:	Mom said
context: You were watching, too.\With the others.\Did that me seem happy?\Yeah, very.\That's good.\I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore.\Mom said response:	Never mind.
context: With the others.\Did that me seem happy?\Yeah, very.\That's good.\I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore.\Mom said\Never mind. response:	There you go with your never mind again.
context: Did that me seem happy?\Yeah, very.\That's good.\I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore.\Mom said\Never mind.\There you go with your never mind again. response:	But whenever you say that, it was actually something important.
context: Yeah, very.\That's good.\I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore.\Mom said\Never mind.\There you go with your never mind again.\But whenever you say that, it was actually something important. response:	Am I that obvious?
context: That's good.\I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore.\Mom said\Never mind.\There you go with your never mind again.\But whenever you say that, it was actually something important.\Am I that obvious? response:	Not really.
context: I wonder what the fragments of the future really were.\Maybe that name isn't appropriate anymore.\Mom said\Never mind.\There you go with your never mind again.\But whenever you say that, it was actually something important.\Am I that obvious?\Not really. response:	I see.
context: Maybe that name isn't appropriate anymore.\Mom said\Never mind.\There you go with your never mind again.\But whenever you say that, it was actually something important.\Am I that obvious?\Not really.\I see. response:	I guess.
context: Mom said\Never mind.\There you go with your never mind again.\But whenever you say that, it was actually something important.\Am I that obvious?\Not really.\I see.\I guess. response:	Something important.
context: Never mind.\There you go with your never mind again.\But whenever you say that, it was actually something important.\Am I that obvious?\Not really.\I see.\I guess.\Something important. response:	That day of the fireworks festival, I saw you.
context: There you go with your never mind again.\But whenever you say that, it was actually something important.\Am I that obvious?\Not really.\I see.\I guess.\Something important.\That day of the fireworks festival, I saw you. response:	Was that a coincidence?
context: But whenever you say that, it was actually something important.\Am I that obvious?\Not really.\I see.\I guess.\Something important.\That day of the fireworks festival, I saw you.\Was that a coincidence? response:	Not quite.
context: Am I that obvious?\Not really.\I see.\I guess.\Something important.\That day of the fireworks festival, I saw you.\Was that a coincidence?\Not quite. response:	It wasn't a coincidence.
context: Not really.\I see.\I guess.\Something important.\That day of the fireworks festival, I saw you.\Was that a coincidence?\Not quite.\It wasn't a coincidence. response:	You saw it because you wanted to see it.
context: I see.\I guess.\Something important.\That day of the fireworks festival, I saw you.\Was that a coincidence?\Not quite.\It wasn't a coincidence.\You saw it because you wanted to see it. response:	It wasn't the future.
context: I guess.\Something important.\That day of the fireworks festival, I saw you.\Was that a coincidence?\Not quite.\It wasn't a coincidence.\You saw it because you wanted to see it.\It wasn't the future. response:	It's something that hasn't happened, but it's sure to happen.
context: Something important.\That day of the fireworks festival, I saw you.\Was that a coincidence?\Not quite.\It wasn't a coincidence.\You saw it because you wanted to see it.\It wasn't the future.\It's something that hasn't happened, but it's sure to happen. response:	What? Isn't that the same thing?
context: That day of the fireworks festival, I saw you.\Was that a coincidence?\Not quite.\It wasn't a coincidence.\You saw it because you wanted to see it.\It wasn't the future.\It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing? response:	Did you mean it to be the same thing?
context: Was that a coincidence?\Not quite.\It wasn't a coincidence.\You saw it because you wanted to see it.\It wasn't the future.\It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing?\Did you mean it to be the same thing? response:	Maybe not.
context: Not quite.\It wasn't a coincidence.\You saw it because you wanted to see it.\It wasn't the future.\It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing?\Did you mean it to be the same thing?\Maybe not. response:	Then it probably means something else.
context: It wasn't a coincidence.\You saw it because you wanted to see it.\It wasn't the future.\It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing?\Did you mean it to be the same thing?\Maybe not.\Then it probably means something else. response:	I wanted to see you.
context: You saw it because you wanted to see it.\It wasn't the future.\It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing?\Did you mean it to be the same thing?\Maybe not.\Then it probably means something else.\I wanted to see you. response:	I wanted to see you.
context: It wasn't the future.\It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing?\Did you mean it to be the same thing?\Maybe not.\Then it probably means something else.\I wanted to see you.\I wanted to see you. response:	So I saw you?
context: It's something that hasn't happened, but it's sure to happen.\What? Isn't that the same thing?\Did you mean it to be the same thing?\Maybe not.\Then it probably means something else.\I wanted to see you.\I wanted to see you.\So I saw you? response:	And the sound and lights from the fireworks might have made it happen.
context: What? Isn't that the same thing?\Did you mean it to be the same thing?\Maybe not.\Then it probably means something else.\I wanted to see you.\I wanted to see you.\So I saw you?\And the sound and lights from the fireworks might have made it happen. response:	It was really loud and bright, huh?
context: Did you mean it to be the same thing?\Maybe not.\Then it probably means something else.\I wanted to see you.\I wanted to see you.\So I saw you?\And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh? response:	But why me?
context: Maybe not.\Then it probably means something else.\I wanted to see you.\I wanted to see you.\So I saw you?\And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh?\But why me? response:	I couldn't do anything for you, even during the fireworks in the winter.
context: Then it probably means something else.\I wanted to see you.\I wanted to see you.\So I saw you?\And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh?\But why me?\I couldn't do anything for you, even during the fireworks in the winter. response:	I just felt like I understood how you feel a little better.
context: I wanted to see you.\I wanted to see you.\So I saw you?\And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh?\But why me?\I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better. response:	I couldn't do anything for you.
context: I wanted to see you.\So I saw you?\And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh?\But why me?\I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better.\I couldn't do anything for you. response:	That's enough.
context: So I saw you?\And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh?\But why me?\I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better.\I couldn't do anything for you.\That's enough. response:	It is?
context: And the sound and lights from the fireworks might have made it happen.\It was really loud and bright, huh?\But why me?\I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better.\I couldn't do anything for you.\That's enough.\It is? response:	I'm glad I met you in this town.
context: It was really loud and bright, huh?\But why me?\I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better.\I couldn't do anything for you.\That's enough.\It is?\I'm glad I met you in this town. response:	I'm glad you came to this town.
context: But why me?\I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better.\I couldn't do anything for you.\That's enough.\It is?\I'm glad I met you in this town.\I'm glad you came to this town. response:	Can't see the stars.
context: I couldn't do anything for you, even during the fireworks in the winter.\I just felt like I understood how you feel a little better.\I couldn't do anything for you.\That's enough.\It is?\I'm glad I met you in this town.\I'm glad you came to this town.\Can't see the stars. response:	Oh, yeah,
context: I just felt like I understood how you feel a little better.\I couldn't do anything for you.\That's enough.\It is?\I'm glad I met you in this town.\I'm glad you came to this town.\Can't see the stars.\Oh, yeah, response:	maybe these will be stars.
context: I couldn't do anything for you.\That's enough.\It is?\I'm glad I met you in this town.\I'm glad you came to this town.\Can't see the stars.\Oh, yeah,\maybe these will be stars. response:	You made all these?
context: That's enough.\It is?\I'm glad I met you in this town.\I'm glad you came to this town.\Can't see the stars.\Oh, yeah,\maybe these will be stars.\You made all these? response:	Yup.
context: It is?\I'm glad I met you in this town.\I'm glad you came to this town.\Can't see the stars.\Oh, yeah,\maybe these will be stars.\You made all these?\Yup. response:	Wow.
context: I'm glad I met you in this town.\I'm glad you came to this town.\Can't see the stars.\Oh, yeah,\maybe these will be stars.\You made all these?\Yup.\Wow. response:	Ready, and...
context: I'm glad you came to this town.\Can't see the stars.\Oh, yeah,\maybe these will be stars.\You made all these?\Yup.\Wow.\Ready, and... response:	Shooting stars.
context: Can't see the stars.\Oh, yeah,\maybe these will be stars.\You made all these?\Yup.\Wow.\Ready, and...\Shooting stars. response:	Yeah.
context: Oh, yeah,\maybe these will be stars.\You made all these?\Yup.\Wow.\Ready, and...\Shooting stars.\Yeah. response:	You see them, too?
context: maybe these will be stars.\You made all these?\Yup.\Wow.\Ready, and...\Shooting stars.\Yeah.\You see them, too? response:	Yeah.
context: You made all these?\Yup.\Wow.\Ready, and...\Shooting stars.\Yeah.\You see them, too?\Yeah. response:	This year's meteor shower comes unusually late.
context: Yup.\Wow.\Ready, and...\Shooting stars.\Yeah.\You see them, too?\Yeah.\This year's meteor shower comes unusually late. response:	The peak of the Kappa Cygnids meteor shower reaches its peak today;
context: Wow.\Ready, and...\Shooting stars.\Yeah.\You see them, too?\Yeah.\This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today; response:	unfortunately there is cloud cover throughout much of Japan,
context: Ready, and...\Shooting stars.\Yeah.\You see them, too?\Yeah.\This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan, response:	and it may not be visible
context: Shooting stars.\Yeah.\You see them, too?\Yeah.\This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan,\and it may not be visible response:	I wanted to see it.
context: Yeah.\You see them, too?\Yeah.\This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan,\and it may not be visible\I wanted to see it. response:	I know.
context: You see them, too?\Yeah.\This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan,\and it may not be visible\I wanted to see it.\I know. response:	I can see it!
context: Yeah.\This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan,\and it may not be visible\I wanted to see it.\I know.\I can see it! response:	You can?
context: This year's meteor shower comes unusually late.\The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan,\and it may not be visible\I wanted to see it.\I know.\I can see it!\You can? response:	It...
context: The peak of the Kappa Cygnids meteor shower reaches its peak today;\unfortunately there is cloud cover throughout much of Japan,\and it may not be visible\I wanted to see it.\I know.\I can see it!\You can?\It... response:	was a beautiful proposal.
context: unfortunately there is cloud cover throughout much of Japan,\and it may not be visible\I wanted to see it.\I know.\I can see it!\You can?\It...\was a beautiful proposal. response:	When we first met and when we went on our first date,
context: and it may not be visible\I wanted to see it.\I know.\I can see it!\You can?\It...\was a beautiful proposal.\When we first met and when we went on our first date, response:	you were so desperate.
context: I wanted to see it.\I know.\I can see it!\You can?\It...\was a beautiful proposal.\When we first met and when we went on our first date,\you were so desperate. response:	You won me over.
context: I know.\I can see it!\You can?\It...\was a beautiful proposal.\When we first met and when we went on our first date,\you were so desperate.\You won me over. response:	Why is Jonathan the only Jonathan?
context: I can see it!\You can?\It...\was a beautiful proposal.\When we first met and when we went on our first date,\you were so desperate.\You won me over.\Why is Jonathan the only Jonathan? response:	Are you okay, Yuki-kun?
context: You can?\It...\was a beautiful proposal.\When we first met and when we went on our first date,\you were so desperate.\You won me over.\Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun? response:	It's still hot outside.
context: It...\was a beautiful proposal.\When we first met and when we went on our first date,\you were so desperate.\You won me over.\Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun?\It's still hot outside. response:	No,
context: was a beautiful proposal.\When we first met and when we went on our first date,\you were so desperate.\You won me over.\Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun?\It's still hot outside.\No, response:	I mean, the rest of them all have philosophers' names.
context: When we first met and when we went on our first date,\you were so desperate.\You won me over.\Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun?\It's still hot outside.\No,\I mean, the rest of them all have philosophers' names. response:	What? Then what about Jonathan?
context: you were so desperate.\You won me over.\Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun?\It's still hot outside.\No,\I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan? response:	An adventurer, arguably?
context: You won me over.\Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun?\It's still hot outside.\No,\I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan?\An adventurer, arguably? response:	You've been drawing them all the time. You didn't know?
context: Why is Jonathan the only Jonathan?\Are you okay, Yuki-kun?\It's still hot outside.\No,\I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan?\An adventurer, arguably?\You've been drawing them all the time. You didn't know? response:	I didn't know.
context: Are you okay, Yuki-kun?\It's still hot outside.\No,\I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan?\An adventurer, arguably?\You've been drawing them all the time. You didn't know?\I didn't know. response:	Summer break's almost over.
context: It's still hot outside.\No,\I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan?\An adventurer, arguably?\You've been drawing them all the time. You didn't know?\I didn't know.\Summer break's almost over. response:	I hope no matter what happens from now on,
context: No,\I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan?\An adventurer, arguably?\You've been drawing them all the time. You didn't know?\I didn't know.\Summer break's almost over.\I hope no matter what happens from now on, response:	my future self will solve it all for me!
context: I mean, the rest of them all have philosophers' names.\What? Then what about Jonathan?\An adventurer, arguably?\You've been drawing them all the time. You didn't know?\I didn't know.\Summer break's almost over.\I hope no matter what happens from now on,\my future self will solve it all for me! response:	You haven't changed at all.
context: What? Then what about Jonathan?\An adventurer, arguably?\You've been drawing them all the time. You didn't know?\I didn't know.\Summer break's almost over.\I hope no matter what happens from now on,\my future self will solve it all for me!\You haven't changed at all. response:	Have you?
context: An adventurer, arguably?\You've been drawing them all the time. You didn't know?\I didn't know.\Summer break's almost over.\I hope no matter what happens from now on,\my future self will solve it all for me!\You haven't changed at all.\Have you? response:	He's back on track lately.
context: You've been drawing them all the time. You didn't know?\I didn't know.\Summer break's almost over.\I hope no matter what happens from now on,\my future self will solve it all for me!\You haven't changed at all.\Have you?\He's back on track lately. response:	Here he comes.
context: I didn't know.\Summer break's almost over.\I hope no matter what happens from now on,\my future self will solve it all for me!\You haven't changed at all.\Have you?\He's back on track lately.\Here he comes. response:	What?
context: Summer break's almost over.\I hope no matter what happens from now on,\my future self will solve it all for me!\You haven't changed at all.\Have you?\He's back on track lately.\Here he comes.\What? response:	Oh, come on.
context: I hope no matter what happens from now on,\my future self will solve it all for me!\You haven't changed at all.\Have you?\He's back on track lately.\Here he comes.\What?\Oh, come on. response:	It's over.
context: my future self will solve it all for me!\You haven't changed at all.\Have you?\He's back on track lately.\Here he comes.\What?\Oh, come on.\It's over. response:	Hina.
context: You haven't changed at all.\Have you?\He's back on track lately.\Here he comes.\What?\Oh, come on.\It's over.\Hina. response:	Where's Hina?
context: Have you?\He's back on track lately.\Here he comes.\What?\Oh, come on.\It's over.\Hina.\Where's Hina? response:	Hina, explain, dammit!
context: He's back on track lately.\Here he comes.\What?\Oh, come on.\It's over.\Hina.\Where's Hina?\Hina, explain, dammit! response:	Hina!
context: Here he comes.\What?\Oh, come on.\It's over.\Hina.\Where's Hina?\Hina, explain, dammit!\Hina! response:	Adjust focus there.
context: What?\Oh, come on.\It's over.\Hina.\Where's Hina?\Hina, explain, dammit!\Hina!\Adjust focus there. response:	I see it.
context: Oh, come on.\It's over.\Hina.\Where's Hina?\Hina, explain, dammit!\Hina!\Adjust focus there.\I see it. response:	I like the name Touko.
context: It's over.\Hina.\Where's Hina?\Hina, explain, dammit!\Hina!\Adjust focus there.\I see it.\I like the name Touko. response:	Sure.
context: Hina.\Where's Hina?\Hina, explain, dammit!\Hina!\Adjust focus there.\I see it.\I like the name Touko.\Sure. response:	But I love the name Hiro, too.
context: Where's Hina?\Hina, explain, dammit!\Hina!\Adjust focus there.\I see it.\I like the name Touko.\Sure.\But I love the name Hiro, too. response:	Kazemichi
context: Hina, explain, dammit!\Hina!\Adjust focus there.\I see it.\I like the name Touko.\Sure.\But I love the name Hiro, too.\Kazemichi response:	Should I help with something?
context: Hina!\Adjust focus there.\I see it.\I like the name Touko.\Sure.\But I love the name Hiro, too.\Kazemichi\Should I help with something? response:	You're a customer for today.
context: Adjust focus there.\I see it.\I like the name Touko.\Sure.\But I love the name Hiro, too.\Kazemichi\Should I help with something?\You're a customer for today. response:	You're late.
context: I see it.\I like the name Touko.\Sure.\But I love the name Hiro, too.\Kazemichi\Should I help with something?\You're a customer for today.\You're late. response:	Isn't she going to be late?
context: I like the name Touko.\Sure.\But I love the name Hiro, too.\Kazemichi\Should I help with something?\You're a customer for today.\You're late.\Isn't she going to be late? response:	Huh?
context: Sure.\But I love the name Hiro, too.\Kazemichi\Should I help with something?\You're a customer for today.\You're late.\Isn't she going to be late?\Huh? response:	Summer break's over for us youngins, unlike you.
context: But I love the name Hiro, too.\Kazemichi\Should I help with something?\You're a customer for today.\You're late.\Isn't she going to be late?\Huh?\Summer break's over for us youngins, unlike you. response:	There's something wrong. You didn't sleep in.
context: Kazemichi\Should I help with something?\You're a customer for today.\You're late.\Isn't she going to be late?\Huh?\Summer break's over for us youngins, unlike you.\There's something wrong. You didn't sleep in. response:	Did something good happen?
context: Should I help with something?\You're a customer for today.\You're late.\Isn't she going to be late?\Huh?\Summer break's over for us youngins, unlike you.\There's something wrong. You didn't sleep in.\Did something good happen? response:	That tragic glasses girl is coming to school.
context: You're a customer for today.\You're late.\Isn't she going to be late?\Huh?\Summer break's over for us youngins, unlike you.\There's something wrong. You didn't sleep in.\Did something good happen?\That tragic glasses girl is coming to school. response:	Ack!
