context: HALF response:	TS
context: Fleur even drew on your willy, but you wouldn't wake up.\I didn't!\You're good to go.\See you guys at the next supply point.\Thanks.\What's the American casualty count?\Seven units were hit and destroyed,\but no one has died so far. response:	All right! The heroes are back!
context: I didn't!\You're good to go.\See you guys at the next supply point.\Thanks.\What's the American casualty count?\Seven units were hit and destroyed,\but no one has died so far.\All right! The heroes are back! response:	Wow... Alex and his engineering team brought all that from the HQ.
context: You're good to go.\See you guys at the next supply point.\Thanks.\What's the American casualty count?\Seven units were hit and destroyed,\but no one has died so far.\All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ. response:	And...
context: See you guys at the next supply point.\Thanks.\What's the American casualty count?\Seven units were hit and destroyed,\but no one has died so far.\All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ.\And... response:	The Allied Forces are fighting alongside us.
context: Thanks.\What's the American casualty count?\Seven units were hit and destroyed,\but no one has died so far.\All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ.\And...\The Allied Forces are fighting alongside us. response:	It feels like we're nearing the last episode!
context: What's the American casualty count?\Seven units were hit and destroyed,\but no one has died so far.\All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ.\And...\The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode! response:	I've got a bad feeling about that.
context: Seven units were hit and destroyed,\but no one has died so far.\All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ.\And...\The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode!\I've got a bad feeling about that. response:	There's a Secret at the VesterAlen Plant?
context: but no one has died so far.\All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ.\And...\The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode!\I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant? response:	Isn't that Maeve and Chloe's place?
context: All right! The heroes are back!\Wow... Alex and his engineering team brought all that from the HQ.\And...\The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode!\I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place? response:	What?
context: Wow... Alex and his engineering team brought all that from the HQ.\And...\The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode!\I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place?\What? response:	It's their hometown.
context: And...\The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode!\I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place?\What?\It's their hometown. response:	Their parents work at the Plant, so they moved there.
context: The Allied Forces are fighting alongside us.\It feels like we're nearing the last episode!\I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place?\What?\It's their hometown.\Their parents work at the Plant, so they moved there. response:	That's why Chloe's gotten used to trapar since she was little.
context: It feels like we're nearing the last episode!\I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place?\What?\It's their hometown.\Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little. response:	The Secret from Norway is headed for the Quartz too.
context: I've got a bad feeling about that.\There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place?\What?\It's their hometown.\Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too. response:	Cut the pointless chatter.
context: There's a Secret at the VesterAlen Plant?\Isn't that Maeve and Chloe's place?\What?\It's their hometown.\Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter. response:	Sure...
context: Isn't that Maeve and Chloe's place?\What?\It's their hometown.\Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter.\Sure... response:	If their hometown is like that, then Iwato Island is...
context: What?\It's their hometown.\Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter.\Sure...\If their hometown is like that, then Iwato Island is... response:	Must suck for you to be stuck here.
context: It's their hometown.\Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter.\Sure...\If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here. response:	But will this operation whatever really work out?
context: Their parents work at the Plant, so they moved there.\That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter.\Sure...\If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here.\But will this operation whatever really work out? response:	Of course. Our army is fully cooperating as well.
context: That's why Chloe's gotten used to trapar since she was little.\The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter.\Sure...\If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here.\But will this operation whatever really work out?\Of course. Our army is fully cooperating as well. response:	Unfortunately, you're all going down.
context: The Secret from Norway is headed for the Quartz too.\Cut the pointless chatter.\Sure...\If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here.\But will this operation whatever really work out?\Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down. response:	Our only purpose is to erase alien materials from this space.
context: Cut the pointless chatter.\Sure...\If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here.\But will this operation whatever really work out?\Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space. response:	By doing this, we can eliminate large amounts of such materials.
context: Sure...\If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here.\But will this operation whatever really work out?\Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials. response:	I don't give a single damn about that.
context: If their hometown is like that, then Iwato Island is...\Must suck for you to be stuck here.\But will this operation whatever really work out?\Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that. response:	I'm afraid they're quite serious about that.
context: Must suck for you to be stuck here.\But will this operation whatever really work out?\Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that.\I'm afraid they're quite serious about that. response:	I was born from the Scub Coral.
context: But will this operation whatever really work out?\Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that.\I'm afraid they're quite serious about that.\I was born from the Scub Coral. response:	So were you.
context: Of course. Our army is fully cooperating as well.\Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that.\I'm afraid they're quite serious about that.\I was born from the Scub Coral.\So were you. response:	You are a child of the Scub, Ao.
context: Unfortunately, you're all going down.\Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that.\I'm afraid they're quite serious about that.\I was born from the Scub Coral.\So were you.\You are a child of the Scub, Ao. response:	I've become one with it, too.
context: Our only purpose is to erase alien materials from this space.\By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that.\I'm afraid they're quite serious about that.\I was born from the Scub Coral.\So were you.\You are a child of the Scub, Ao.\I've become one with it, too. response:	Protect the Scub, Ao...
context: By doing this, we can eliminate large amounts of such materials.\I don't give a single damn about that.\I'm afraid they're quite serious about that.\I was born from the Scub Coral.\So were you.\You are a child of the Scub, Ao.\I've become one with it, too.\Protect the Scub, Ao... response:	But Mom...
context: I don't give a single damn about that.\I'm afraid they're quite serious about that.\I was born from the Scub Coral.\So were you.\You are a child of the Scub, Ao.\I've become one with it, too.\Protect the Scub, Ao...\But Mom... response:	She said that the Scub is the enemy.
context: I'm afraid they're quite serious about that.\I was born from the Scub Coral.\So were you.\You are a child of the Scub, Ao.\I've become one with it, too.\Protect the Scub, Ao...\But Mom...\She said that the Scub is the enemy. response:	Decide for yourself.
context: I was born from the Scub Coral.\So were you.\You are a child of the Scub, Ao.\I've become one with it, too.\Protect the Scub, Ao...\But Mom...\She said that the Scub is the enemy.\Decide for yourself. response:	Ao...
context: So were you.\You are a child of the Scub, Ao.\I've become one with it, too.\Protect the Scub, Ao...\But Mom...\She said that the Scub is the enemy.\Decide for yourself.\Ao... response:	Ao!
context: You are a child of the Scub, Ao.\I've become one with it, too.\Protect the Scub, Ao...\But Mom...\She said that the Scub is the enemy.\Decide for yourself.\Ao...\Ao! response:	I'm sorry!
context: I've become one with it, too.\Protect the Scub, Ao...\But Mom...\She said that the Scub is the enemy.\Decide for yourself.\Ao...\Ao!\I'm sorry! response:	What are you talking about?!
context: Protect the Scub, Ao...\But Mom...\She said that the Scub is the enemy.\Decide for yourself.\Ao...\Ao!\I'm sorry!\What are you talking about?! response:	Team Goldilocks are in trouble!
context: But Mom...\She said that the Scub is the enemy.\Decide for yourself.\Ao...\Ao!\I'm sorry!\What are you talking about?!\Team Goldilocks are in trouble! response:	Twelve minutes ago, Soviet ballistic missiles were launched.
context: She said that the Scub is the enemy.\Decide for yourself.\Ao...\Ao!\I'm sorry!\What are you talking about?!\Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched. response:	But aren't they a part of Polaris?
context: Decide for yourself.\Ao...\Ao!\I'm sorry!\What are you talking about?!\Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris? response:	But the missiles are on a course of collision with the capsule.
context: Ao...\Ao!\I'm sorry!\What are you talking about?!\Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule. response:	They claim their missile control system is under cyberattack.
context: Ao!\I'm sorry!\What are you talking about?!\Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack. response:	Goldilocks and Harlequin have been on standby in case something like this happened.
context: I'm sorry!\What are you talking about?!\Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened. response:	I'm out of ammo.
context: What are you talking about?!\Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo. response:	I won't let you!
context: Team Goldilocks are in trouble!\Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo.\I won't let you! response:	The Quartz are very important to us! We're gonna protect it!
context: Twelve minutes ago, Soviet ballistic missiles were launched.\But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo.\I won't let you!\The Quartz are very important to us! We're gonna protect it! response:	The missiles' shockwaves have pushed the capsule off its trajectory.
context: But aren't they a part of Polaris?\But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo.\I won't let you!\The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory. response:	At this rate, it'll crash south from the North Polein North Europe.
context: But the missiles are on a course of collision with the capsule.\They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo.\I won't let you!\The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe. response:	The IFOs must carry it to the North Pole.
context: They claim their missile control system is under cyberattack.\Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo.\I won't let you!\The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole. response:	That's crazy!
context: Goldilocks and Harlequin have been on standby in case something like this happened.\I'm out of ammo.\I won't let you!\The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole.\That's crazy! response:	We're gonna carry it until Alleluia and Kyrie run out of fuel.
context: I'm out of ammo.\I won't let you!\The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole.\That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel. response:	Then we're leaving it to Nirvash's Third Engine.
context: I won't let you!\The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole.\That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine. response:	The Third Engine uses trapar inside the atmosphere.
context: The Quartz are very important to us! We're gonna protect it!\The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole.\That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere. response:	Which means you have the most fuel out of all of us.
context: The missiles' shockwaves have pushed the capsule off its trajectory.\At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole.\That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us. response:	Elena?
context: At this rate, it'll crash south from the North Polein North Europe.\The IFOs must carry it to the North Pole.\That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us.\Elena? response:	After Alleluia and Kyrie have launched,
context: The IFOs must carry it to the North Pole.\That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us.\Elena?\After Alleluia and Kyrie have launched, response:	the Triton will proceed to its final position.
context: That's crazy!\We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us.\Elena?\After Alleluia and Kyrie have launched,\the Triton will proceed to its final position. response:	Chief?
context: We're gonna carry it until Alleluia and Kyrie run out of fuel.\Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us.\Elena?\After Alleluia and Kyrie have launched,\the Triton will proceed to its final position.\Chief? response:	I know it's risky...
context: Then we're leaving it to Nirvash's Third Engine.\The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us.\Elena?\After Alleluia and Kyrie have launched,\the Triton will proceed to its final position.\Chief?\I know it's risky... response:	What about team Goldilocks?
context: The Third Engine uses trapar inside the atmosphere.\Which means you have the most fuel out of all of us.\Elena?\After Alleluia and Kyrie have launched,\the Triton will proceed to its final position.\Chief?\I know it's risky...\What about team Goldilocks? response:	The newbie's there?
context: Which means you have the most fuel out of all of us.\Elena?\After Alleluia and Kyrie have launched,\the Triton will proceed to its final position.\Chief?\I know it's risky...\What about team Goldilocks?\The newbie's there? response:	You seriously have time to worry about us?
context: Elena?\After Alleluia and Kyrie have launched,\the Triton will proceed to its final position.\Chief?\I know it's risky...\What about team Goldilocks?\The newbie's there?\You seriously have time to worry about us? response:	We know you're happy about it.
context: After Alleluia and Kyrie have launched,\the Triton will proceed to its final position.\Chief?\I know it's risky...\What about team Goldilocks?\The newbie's there?\You seriously have time to worry about us?\We know you're happy about it. response:	But I'm not!
context: the Triton will proceed to its final position.\Chief?\I know it's risky...\What about team Goldilocks?\The newbie's there?\You seriously have time to worry about us?\We know you're happy about it.\But I'm not! response:	Ao, we're counting on you to protect our hometown.
context: Chief?\I know it's risky...\What about team Goldilocks?\The newbie's there?\You seriously have time to worry about us?\We know you're happy about it.\But I'm not!\Ao, we're counting on you to protect our hometown. response:	We've caught up.
context: I know it's risky...\What about team Goldilocks?\The newbie's there?\You seriously have time to worry about us?\We know you're happy about it.\But I'm not!\Ao, we're counting on you to protect our hometown.\We've caught up. response:	Let's go, Alleluia!
context: What about team Goldilocks?\The newbie's there?\You seriously have time to worry about us?\We know you're happy about it.\But I'm not!\Ao, we're counting on you to protect our hometown.\We've caught up.\Let's go, Alleluia! response:	Caught it.
context: The newbie's there?\You seriously have time to worry about us?\We know you're happy about it.\But I'm not!\Ao, we're counting on you to protect our hometown.\We've caught up.\Let's go, Alleluia!\Caught it. response:	Geez
context: You seriously have time to worry about us?\We know you're happy about it.\But I'm not!\Ao, we're counting on you to protect our hometown.\We've caught up.\Let's go, Alleluia!\Caught it.\Geez response:	There should've been enough distance!
context: We know you're happy about it.\But I'm not!\Ao, we're counting on you to protect our hometown.\We've caught up.\Let's go, Alleluia!\Caught it.\Geez\There should've been enough distance! response:	They must've gotten enthusiastic when the capsule lost its altitude.
context: But I'm not!\Ao, we're counting on you to protect our hometown.\We've caught up.\Let's go, Alleluia!\Caught it.\Geez\There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude. response:	Elena, please!
context: Ao, we're counting on you to protect our hometown.\We've caught up.\Let's go, Alleluia!\Caught it.\Geez\There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please! response:	Alrighty!
context: We've caught up.\Let's go, Alleluia!\Caught it.\Geez\There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please!\Alrighty! response:	Hey! That's cheating!
context: Let's go, Alleluia!\Caught it.\Geez\There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please!\Alrighty!\Hey! That's cheating! response:	Elena! Elena!
context: Caught it.\Geez\There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please!\Alrighty!\Hey! That's cheating!\Elena! Elena! response:	Georg! The status on Kyrie!
context: Geez\There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please!\Alrighty!\Hey! That's cheating!\Elena! Elena!\Georg! The status on Kyrie! response:	There is some damage, but it can still fly.
context: There should've been enough distance!\They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please!\Alrighty!\Hey! That's cheating!\Elena! Elena!\Georg! The status on Kyrie!\There is some damage, but it can still fly. response:	The pilot's fine as well.
context: They must've gotten enthusiastic when the capsule lost its altitude.\Elena, please!\Alrighty!\Hey! That's cheating!\Elena! Elena!\Georg! The status on Kyrie!\There is some damage, but it can still fly.\The pilot's fine as well. response:	Elena, we're sending the Allied Forces to pick you up, so retreat for now.
context: Elena, please!\Alrighty!\Hey! That's cheating!\Elena! Elena!\Georg! The status on Kyrie!\There is some damage, but it can still fly.\The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now. response:	Alleluia's restrictor has been released.
context: Alrighty!\Hey! That's cheating!\Elena! Elena!\Georg! The status on Kyrie!\There is some damage, but it can still fly.\The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released. response:	Fleur, do you want to start the Third Engine?
context: Hey! That's cheating!\Elena! Elena!\Georg! The status on Kyrie!\There is some damage, but it can still fly.\The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine? response:	If I don't do it now, when will I?
context: Elena! Elena!\Georg! The status on Kyrie!\There is some damage, but it can still fly.\The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine?\If I don't do it now, when will I? response:	But until now it wouldn't
context: Georg! The status on Kyrie!\There is some damage, but it can still fly.\The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine?\If I don't do it now, when will I?\But until now it wouldn't response:	I'm doing it!
context: There is some damage, but it can still fly.\The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine?\If I don't do it now, when will I?\But until now it wouldn't\I'm doing it! response:	Booting Third Engine...
context: The pilot's fine as well.\Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine?\If I don't do it now, when will I?\But until now it wouldn't\I'm doing it!\Booting Third Engine... response:	Activate!
context: Elena, we're sending the Allied Forces to pick you up, so retreat for now.\Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine?\If I don't do it now, when will I?\But until now it wouldn't\I'm doing it!\Booting Third Engine...\Activate! response:	No way! It disconnected!
context: Alleluia's restrictor has been released.\Fleur, do you want to start the Third Engine?\If I don't do it now, when will I?\But until now it wouldn't\I'm doing it!\Booting Third Engine...\Activate!\No way! It disconnected! response:	Why... Why won't it start?!
context: Fleur, do you want to start the Third Engine?\If I don't do it now, when will I?\But until now it wouldn't\I'm doing it!\Booting Third Engine...\Activate!\No way! It disconnected!\Why... Why won't it start?! response:	This is President Christophe Blanc.
context: If I don't do it now, when will I?\But until now it wouldn't\I'm doing it!\Booting Third Engine...\Activate!\No way! It disconnected!\Why... Why won't it start?!\This is President Christophe Blanc. response:	The plan has changed.
context: But until now it wouldn't\I'm doing it!\Booting Third Engine...\Activate!\No way! It disconnected!\Why... Why won't it start?!\This is President Christophe Blanc.\The plan has changed. response:	Although we've yet to reach the destination,
context: I'm doing it!\Booting Third Engine...\Activate!\No way! It disconnected!\Why... Why won't it start?!\This is President Christophe Blanc.\The plan has changed.\Although we've yet to reach the destination, response:	we're going to commence the confluence explosion.
context: Booting Third Engine...\Activate!\No way! It disconnected!\Why... Why won't it start?!\This is President Christophe Blanc.\The plan has changed.\Although we've yet to reach the destination,\we're going to commence the confluence explosion. response:	Papa...?
context: Activate!\No way! It disconnected!\Why... Why won't it start?!\This is President Christophe Blanc.\The plan has changed.\Although we've yet to reach the destination,\we're going to commence the confluence explosion.\Papa...? response:	Fleur! Throw away the Quartz and get as far away from it as possible.
context: No way! It disconnected!\Why... Why won't it start?!\This is President Christophe Blanc.\The plan has changed.\Although we've yet to reach the destination,\we're going to commence the confluence explosion.\Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible. response:	This is an order.
context: Why... Why won't it start?!\This is President Christophe Blanc.\The plan has changed.\Although we've yet to reach the destination,\we're going to commence the confluence explosion.\Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order. response:	Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.
context: This is President Christophe Blanc.\The plan has changed.\Although we've yet to reach the destination,\we're going to commence the confluence explosion.\Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed. response:	We'll deploy team Harlequin to deal with the rest.
context: The plan has changed.\Although we've yet to reach the destination,\we're going to commence the confluence explosion.\Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest. response:	What about potential casualties?
context: Although we've yet to reach the destination,\we're going to commence the confluence explosion.\Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest.\What about potential casualties? response:	A part of the Scandinavian Peninsula will be erased.
context: we're going to commence the confluence explosion.\Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest.\What about potential casualties?\A part of the Scandinavian Peninsula will be erased. response:	We've just issued an evacuation order.
context: Papa...?\Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest.\What about potential casualties?\A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order. response:	Gazelle...
context: Fleur! Throw away the Quartz and get as far away from it as possible.\This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest.\What about potential casualties?\A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order.\Gazelle... response:	It's decided.
context: This is an order.\Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest.\What about potential casualties?\A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order.\Gazelle...\It's decided. response:	Wait, what?!
context: Our calculations tell us that if we have it detonate now, most of the Secrets would be destroyed.\We'll deploy team Harlequin to deal with the rest.\What about potential casualties?\A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order.\Gazelle...\It's decided.\Wait, what?! response:	What happened?
context: We'll deploy team Harlequin to deal with the rest.\What about potential casualties?\A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order.\Gazelle...\It's decided.\Wait, what?!\What happened? response:	The catapult is opening on its own!
context: What about potential casualties?\A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order.\Gazelle...\It's decided.\Wait, what?!\What happened?\The catapult is opening on its own! response:	What?!
context: A part of the Scandinavian Peninsula will be erased.\We've just issued an evacuation order.\Gazelle...\It's decided.\Wait, what?!\What happened?\The catapult is opening on its own!\What?! response:	Ao, are you acting on your own again?!
context: We've just issued an evacuation order.\Gazelle...\It's decided.\Wait, what?!\What happened?\The catapult is opening on its own!\What?!\Ao, are you acting on your own again?! response:	Nirvash is the only one with an operational Third Engine!
context: Gazelle...\It's decided.\Wait, what?!\What happened?\The catapult is opening on its own!\What?!\Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine! response:	That's why I have to go and do it!
context: It's decided.\Wait, what?!\What happened?\The catapult is opening on its own!\What?!\Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it! response:	Ao!
context: Wait, what?!\What happened?\The catapult is opening on its own!\What?!\Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it!\Ao! response:	Dispatch authorized.
context: What happened?\The catapult is opening on its own!\What?!\Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it!\Ao!\Dispatch authorized. response:	Chief?!
context: The catapult is opening on its own!\What?!\Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it!\Ao!\Dispatch authorized.\Chief?! response:	But you must come back.
context: What?!\Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it!\Ao!\Dispatch authorized.\Chief?!\But you must come back. response:	You aren't Eureka.
context: Ao, are you acting on your own again?!\Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it!\Ao!\Dispatch authorized.\Chief?!\But you must come back.\You aren't Eureka. response:	Yessir!
context: Nirvash is the only one with an operational Third Engine!\That's why I have to go and do it!\Ao!\Dispatch authorized.\Chief?!\But you must come back.\You aren't Eureka.\Yessir! response:	Dammit... The manipulator won't last much longer.
