context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets..\The Marui Three Sisters!\Uwaah! I can see your panties!\Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties! response:	Ah! Found an empty seat!
context: Japan's Most Dissimilar Triplets..\The Marui Three Sisters!\Uwaah! I can see your panties!\Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties!\Ah! Found an empty seat! response:	Woah! Close one! Guess you shouldn't let your guard down..
context: The Marui Three Sisters!\Uwaah! I can see your panties!\Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties!\Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down.. response:	Huh? who's it?...
context: Uwaah! I can see your panties!\Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties!\Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?... response:	That's weird..I'm sure I put the right number of chairs..
context: Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties!\Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?...\That's weird..I'm sure I put the right number of chairs.. response:	Oi!! Mitsuba!! Don't sit on your classmates!!!
context: Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties!\Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?...\That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!! response:	Tch..He should be grateful that I let him be my seat..
context: Aren't you guys supposed to be in reflection?!\I'm now reflecting on the color of her panties!\Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?...\That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat.. response:	Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)
context: I'm now reflecting on the color of her panties!\Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?...\That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl) response:	Even if he's grateful, you can't!!!
context: Ah! Found an empty seat!\Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?...\That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!! response:	What an insolent dog...
context: Woah! Close one! Guess you shouldn't let your guard down..\Huh? who's it?...\That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!!\What an insolent dog... response:	I'm your teacher!!
context: Huh? who's it?...\That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!!\What an insolent dog...\I'm your teacher!! response:	What the hell!!! ;-;
context: That's weird..I'm sure I put the right number of chairs..\Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!!\What an insolent dog...\I'm your teacher!!\What the hell!!! ;-; response:	Hey! That's not fair!
context: Oi!! Mitsuba!! Don't sit on your classmates!!!\Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!!\What an insolent dog...\I'm your teacher!!\What the hell!!! ;-;\Hey! That's not fair! response:	In a game, theres only winners and ME!!
context: Tch..He should be grateful that I let him be my seat..\Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!!\What an insolent dog...\I'm your teacher!!\What the hell!!! ;-;\Hey! That's not fair!\In a game, theres only winners and ME!! response:	Hey your hair's tied too!!
context: Marui Mitsuba (First Daughter) Kinda Precocious Sadistic-Girl)\Even if he's grateful, you can't!!!\What an insolent dog...\I'm your teacher!!\What the hell!!! ;-;\Hey! That's not fair!\In a game, theres only winners and ME!!\Hey your hair's tied too!! response:	Oi!!
context: Even if he's grateful, you can't!!!\What an insolent dog...\I'm your teacher!!\What the hell!!! ;-;\Hey! That's not fair!\In a game, theres only winners and ME!!\Hey your hair's tied too!!\Oi!! response:	No Fair!!! Hey yabe-cchi! She's breaking the rules!!
context: What an insolent dog...\I'm your teacher!!\What the hell!!! ;-;\Hey! That's not fair!\In a game, theres only winners and ME!!\Hey your hair's tied too!!\Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!! response:	Ya..Yabe-cchi..?
context: I'm your teacher!!\What the hell!!! ;-;\Hey! That's not fair!\In a game, theres only winners and ME!!\Hey your hair's tied too!!\Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..? response:	Oh right...
context: What the hell!!! ;-;\Hey! That's not fair!\In a game, theres only winners and ME!!\Hey your hair's tied too!!\Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..?\Oh right... response:	Hey now..you shouldn't cheat.
context: Hey! That's not fair!\In a game, theres only winners and ME!!\Hey your hair's tied too!!\Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..?\Oh right...\Hey now..you shouldn't cheat. response:	Ah! Lucky!
context: In a game, theres only winners and ME!!\Hey your hair's tied too!!\Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..?\Oh right...\Hey now..you shouldn't cheat.\Ah! Lucky! response:	Umm..Hitoha-chan..?
context: Hey your hair's tied too!!\Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..?\Oh right...\Hey now..you shouldn't cheat.\Ah! Lucky!\Umm..Hitoha-chan..? response:	Urghh..ignored?!
context: Oi!!\No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..?\Oh right...\Hey now..you shouldn't cheat.\Ah! Lucky!\Umm..Hitoha-chan..?\Urghh..ignored?! response:	(BG: Feels Ignored)
context: No Fair!!! Hey yabe-cchi! She's breaking the rules!!\Ya..Yabe-cchi..?\Oh right...\Hey now..you shouldn't cheat.\Ah! Lucky!\Umm..Hitoha-chan..?\Urghh..ignored?!\(BG: Feels Ignored) response:	Aww! Enough reading for now..confiscated!..
context: Ya..Yabe-cchi..?\Oh right...\Hey now..you shouldn't cheat.\Ah! Lucky!\Umm..Hitoha-chan..?\Urghh..ignored?!\(BG: Feels Ignored)\Aww! Enough reading for now..confiscated!.. response:	Eh..?
context: Oh right...\Hey now..you shouldn't cheat.\Ah! Lucky!\Umm..Hitoha-chan..?\Urghh..ignored?!\(BG: Feels Ignored)\Aww! Enough reading for now..confiscated!..\Eh..? response:	Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)
context: Hey now..you shouldn't cheat.\Ah! Lucky!\Umm..Hitoha-chan..?\Urghh..ignored?!\(BG: Feels Ignored)\Aww! Enough reading for now..confiscated!..\Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl) response:	EEE...S.Sorry!! Um..I'm really sorry!!
context: Ah! Lucky!\Umm..Hitoha-chan..?\Urghh..ignored?!\(BG: Feels Ignored)\Aww! Enough reading for now..confiscated!..\Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!! response:	Ehehe..Hitoha's it!!
context: Umm..Hitoha-chan..?\Urghh..ignored?!\(BG: Feels Ignored)\Aww! Enough reading for now..confiscated!..\Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!! response:	Eh..I.It's my fault..
context: Urghh..ignored?!\(BG: Feels Ignored)\Aww! Enough reading for now..confiscated!..\Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!!\Eh..I.It's my fault.. response:	Well..what are you going to choose!
context: (BG: Feels Ignored)\Aww! Enough reading for now..confiscated!..\Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!!\Eh..I.It's my fault..\Well..what are you going to choose! response:	My friends...
context: Aww! Enough reading for now..confiscated!..\Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!!\Eh..I.It's my fault..\Well..what are you going to choose!\My friends... response:	Then..Nandemo Basuketto (Anything goes)
context: Eh..?\Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!!\Eh..I.It's my fault..\Well..what are you going to choose!\My friends...\Then..Nandemo Basuketto (Anything goes) response:	That's too quick!!
context: Marui Hitoha (Third Daughter) Kinda Mysterious Gloomy-Girl)\EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!!\Eh..I.It's my fault..\Well..what are you going to choose!\My friends...\Then..Nandemo Basuketto (Anything goes)\That's too quick!! response:	Oh!! I..I'm your friend!!
context: EEE...S.Sorry!! Um..I'm really sorry!!\Ehehe..Hitoha's it!!\Eh..I.It's my fault..\Well..what are you going to choose!\My friends...\Then..Nandemo Basuketto (Anything goes)\That's too quick!!\Oh!! I..I'm your friend!! response:	Hmm..What should I choose...
context: Ehehe..Hitoha's it!!\Eh..I.It's my fault..\Well..what are you going to choose!\My friends...\Then..Nandemo Basuketto (Anything goes)\That's too quick!!\Oh!! I..I'm your friend!!\Hmm..What should I choose... response:	Hurry up and pick!
context: Eh..I.It's my fault..\Well..what are you going to choose!\My friends...\Then..Nandemo Basuketto (Anything goes)\That's too quick!!\Oh!! I..I'm your friend!!\Hmm..What should I choose...\Hurry up and pick! response:	Well then..Everyone with the surname Marui!
context: Well..what are you going to choose!\My friends...\Then..Nandemo Basuketto (Anything goes)\That's too quick!!\Oh!! I..I'm your friend!!\Hmm..What should I choose...\Hurry up and pick!\Well then..Everyone with the surname Marui! response:	Alllrighttt!
context: My friends...\Then..Nandemo Basuketto (Anything goes)\That's too quick!!\Oh!! I..I'm your friend!!\Hmm..What should I choose...\Hurry up and pick!\Well then..Everyone with the surname Marui!\Alllrighttt! response:	Bring it onnn!
context: Then..Nandemo Basuketto (Anything goes)\That's too quick!!\Oh!! I..I'm your friend!!\Hmm..What should I choose...\Hurry up and pick!\Well then..Everyone with the surname Marui!\Alllrighttt!\Bring it onnn! response:	Why are you guys getting so serious?!
context: That's too quick!!\Oh!! I..I'm your friend!!\Hmm..What should I choose...\Hurry up and pick!\Well then..Everyone with the surname Marui!\Alllrighttt!\Bring it onnn!\Why are you guys getting so serious?! response:	and You could be a little more serious!!
context: Oh!! I..I'm your friend!!\Hmm..What should I choose...\Hurry up and pick!\Well then..Everyone with the surname Marui!\Alllrighttt!\Bring it onnn!\Why are you guys getting so serious?!\and You could be a little more serious!! response:	Ah! Futaba! Look theres a pair of boobies outside!
context: Hmm..What should I choose...\Hurry up and pick!\Well then..Everyone with the surname Marui!\Alllrighttt!\Bring it onnn!\Why are you guys getting so serious?!\and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside! response:	Eh?? Where where?!
context: Hurry up and pick!\Well then..Everyone with the surname Marui!\Alllrighttt!\Bring it onnn!\Why are you guys getting so serious?!\and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?! response:	Ha?! You tricked me!!
context: Well then..Everyone with the surname Marui!\Alllrighttt!\Bring it onnn!\Why are you guys getting so serious?!\and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?!\Ha?! You tricked me!! response:	Uwaah..What's wrong, mit-chan?
context: Alllrighttt!\Bring it onnn!\Why are you guys getting so serious?!\and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?!\Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan? response:	Ah..What should I do..
context: Bring it onnn!\Why are you guys getting so serious?!\and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?!\Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan?\Ah..What should I do.. response:	Should I let her..?
context: Why are you guys getting so serious?!\and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?!\Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan?\Ah..What should I do..\Should I let her..? response:	I'm going to show my dignity as a teacher!!
context: and You could be a little more serious!!\Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?!\Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan?\Ah..What should I do..\Should I let her..?\I'm going to show my dignity as a teacher!! response:	Ee..I'm sorry! Hitoha-chan!
context: Ah! Futaba! Look theres a pair of boobies outside!\Eh?? Where where?!\Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan?\Ah..What should I do..\Should I let her..?\I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan! response:	Uuu..Why am I doing the homework?
context: Eh?? Where where?!\Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan?\Ah..What should I do..\Should I let her..?\I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework? response:	Am I really going to be okay as a teacher?!
context: Ha?! You tricked me!!\Uwaah..What's wrong, mit-chan?\Ah..What should I do..\Should I let her..?\I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?! response:	Let's play together!!
context: Uwaah..What's wrong, mit-chan?\Ah..What should I do..\Should I let her..?\I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?!\Let's play together!! response:	Yeah! Be more like a homeroom teacher!
context: Ah..What should I do..\Should I let her..?\I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?!\Let's play together!!\Yeah! Be more like a homeroom teacher! response:	Th..This..You guys are being strange!!
context: Should I let her..?\I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?!\Let's play together!!\Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!! response:	Ah..umm..Yabe-sensei.
context: I'm going to show my dignity as a teacher!!\Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?!\Let's play together!!\Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei. response:	Yes!
context: Ee..I'm sorry! Hitoha-chan!\Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?!\Let's play together!!\Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei.\Yes! response:	What's up, Kuriyama-sensei?
context: Uuu..Why am I doing the homework?\Am I really going to be okay as a teacher?!\Let's play together!!\Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei.\Yes!\What's up, Kuriyama-sensei? response:	You sure are getting along well with your students!
context: Am I really going to be okay as a teacher?!\Let's play together!!\Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei.\Yes!\What's up, Kuriyama-sensei?\You sure are getting along well with your students! response:	Oh..What's that rope for?
context: Let's play together!!\Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei.\Yes!\What's up, Kuriyama-sensei?\You sure are getting along well with your students!\Oh..What's that rope for? response:	Ah..I.It's my necktie!
context: Yeah! Be more like a homeroom teacher!\Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei.\Yes!\What's up, Kuriyama-sensei?\You sure are getting along well with your students!\Oh..What's that rope for?\Ah..I.It's my necktie! response:	Kinda looks more father-like..hehe..
context: Th..This..You guys are being strange!!\Ah..umm..Yabe-sensei.\Yes!\What's up, Kuriyama-sensei?\You sure are getting along well with your students!\Oh..What's that rope for?\Ah..I.It's my necktie!\Kinda looks more father-like..hehe.. response:	That looks fun!
context: Ah..umm..Yabe-sensei.\Yes!\What's up, Kuriyama-sensei?\You sure are getting along well with your students!\Oh..What's that rope for?\Ah..I.It's my necktie!\Kinda looks more father-like..hehe..\That looks fun! response:	It's Romance!!
context: Yes!\What's up, Kuriyama-sensei?\You sure are getting along well with your students!\Oh..What's that rope for?\Ah..I.It's my necktie!\Kinda looks more father-like..hehe..\That looks fun!\It's Romance!! response:	Those two..Hmm Can we do something to get them together?
context: What's up, Kuriyama-sensei?\You sure are getting along well with your students!\Oh..What's that rope for?\Ah..I.It's my necktie!\Kinda looks more father-like..hehe..\That looks fun!\It's Romance!!\Those two..Hmm Can we do something to get them together? response:	Impossible..That guy's a virgin.
context: You sure are getting along well with your students!\Oh..What's that rope for?\Ah..I.It's my necktie!\Kinda looks more father-like..hehe..\That looks fun!\It's Romance!!\Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin. response:	Huh? What's that?
context: Oh..What's that rope for?\Ah..I.It's my necktie!\Kinda looks more father-like..hehe..\That looks fun!\It's Romance!!\Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin.\Huh? What's that? response:	Haa...a guy that's been living a sad life..thats what.
context: Ah..I.It's my necktie!\Kinda looks more father-like..hehe..\That looks fun!\It's Romance!!\Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin.\Huh? What's that?\Haa...a guy that's been living a sad life..thats what. response:	In that case..lets get Yabe-cchi to have a taste of that sweet nectar.
context: Kinda looks more father-like..hehe..\That looks fun!\It's Romance!!\Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin.\Huh? What's that?\Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar. response:	You're useless...hey, Hitoha..you think of something too!
context: That looks fun!\It's Romance!!\Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin.\Huh? What's that?\Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too! response:	Ohh!! She's got a bright idea!
context: It's Romance!!\Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin.\Huh? What's that?\Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea! response:	Kuriyama-cchi is the school nurse..
context: Those two..Hmm Can we do something to get them together?\Impossible..That guy's a virgin.\Huh? What's that?\Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse.. response:	Which means..
context: Impossible..That guy's a virgin.\Huh? What's that?\Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse..\Which means.. response:	Ah!! I got hit between the legs!!
context: Huh? What's that?\Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse..\Which means..\Ah!! I got hit between the legs!! response:	Oh no! We have to treat it quickly!
context: Haa...a guy that's been living a sad life..thats what.\In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse..\Which means..\Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly! response:	I'm so ashamed!
context: In that case..lets get Yabe-cchi to have a taste of that sweet nectar.\You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse..\Which means..\Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly!\I'm so ashamed! response:	Ah..Ah!! What a yummy looking..Southern Sweets!
context: You're useless...hey, Hitoha..you think of something too!\Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse..\Which means..\Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly!\I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets! response:	I'm so glad, Aiko...
context: Ohh!! She's got a bright idea!\Kuriyama-cchi is the school nurse..\Which means..\Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly!\I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko... response:	No way!
context: Kuriyama-cchi is the school nurse..\Which means..\Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly!\I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko...\No way! response:	It's love bound at the crotch isn't it!!
context: Which means..\Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly!\I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko...\No way!\It's love bound at the crotch isn't it!! response:	What kind of love is that?!
context: Ah!! I got hit between the legs!!\Oh no! We have to treat it quickly!\I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko...\No way!\It's love bound at the crotch isn't it!!\What kind of love is that?! response:	What are you girls talking about?
context: Oh no! We have to treat it quickly!\I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko...\No way!\It's love bound at the crotch isn't it!!\What kind of love is that?!\What are you girls talking about? response:	I missed..
context: I'm so ashamed!\Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko...\No way!\It's love bound at the crotch isn't it!!\What kind of love is that?!\What are you girls talking about?\I missed.. response:	But this time I'll get it for sure!
context: Ah..Ah!! What a yummy looking..Southern Sweets!\I'm so glad, Aiko...\No way!\It's love bound at the crotch isn't it!!\What kind of love is that?!\What are you girls talking about?\I missed..\But this time I'll get it for sure! response:	What are you doing..
context: I'm so glad, Aiko...\No way!\It's love bound at the crotch isn't it!!\What kind of love is that?!\What are you girls talking about?\I missed..\But this time I'll get it for sure!\What are you doing.. response:	I'm aiming for his crotch for the sake of his romance!
context: No way!\It's love bound at the crotch isn't it!!\What kind of love is that?!\What are you girls talking about?\I missed..\But this time I'll get it for sure!\What are you doing..\I'm aiming for his crotch for the sake of his romance! response:	If YOU aim for it, there's going to be nothing left there!
context: It's love bound at the crotch isn't it!!\What kind of love is that?!\What are you girls talking about?\I missed..\But this time I'll get it for sure!\What are you doing..\I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there! response:	Well that's alright too, but if I do it gently it'll be fine!!
context: What kind of love is that?!\What are you girls talking about?\I missed..\But this time I'll get it for sure!\What are you doing..\I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!! response:	Just like wrapping around something!
context: What are you girls talking about?\I missed..\But this time I'll get it for sure!\What are you doing..\I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something! response:	You're not convincing anyone here...
context: I missed..\But this time I'll get it for sure!\What are you doing..\I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something!\You're not convincing anyone here... response:	Wait..now's not the time for this!
context: But this time I'll get it for sure!\What are you doing..\I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something!\You're not convincing anyone here...\Wait..now's not the time for this! response:	Let's go!
context: What are you doing..\I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something!\You're not convincing anyone here...\Wait..now's not the time for this!\Let's go! response:	Geez..I only have idiot sisters..
context: I'm aiming for his crotch for the sake of his romance!\If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something!\You're not convincing anyone here...\Wait..now's not the time for this!\Let's go!\Geez..I only have idiot sisters.. response:	I'm the only one who's this reliable and cute!!
context: If YOU aim for it, there's going to be nothing left there!\Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something!\You're not convincing anyone here...\Wait..now's not the time for this!\Let's go!\Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!! response:	Besides..if you aim for a spot like that..
context: Well that's alright too, but if I do it gently it'll be fine!!\Just like wrapping around something!\You're not convincing anyone here...\Wait..now's not the time for this!\Let's go!\Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that.. response:	(Ahh!! Not so hard!!)
context: Just like wrapping around something!\You're not convincing anyone here...\Wait..now's not the time for this!\Let's go!\Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!) response:	Th..That's n..not...love...Hee.heee..
context: You're not convincing anyone here...\Wait..now's not the time for this!\Let's go!\Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee.. response:	Geez, That Futaba...
context: Wait..now's not the time for this!\Let's go!\Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee..\Geez, That Futaba... response:	Ahh!! Even Hitoha-chan..What are you doing?!!
context: Let's go!\Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee..\Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!! response:	Be quiet!!
context: Geez..I only have idiot sisters..\I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee..\Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!! response:	You're pretty nimble huh..
