context: How'd your date go? response:	Uh...
context: Leave! Scram! Get lost!\After that,\I began to feel as though I were in constant danger.\Midterm Grades Freshmen 1st Yoshida Haru 2nd Mizutani Shizuku 3rd Sawada Riku 4th Kasano Masamune\Why...\Why can't I win?!\Well, I tried a little harder this time.\Just a little. response:	Damn him!
context: After that,\I began to feel as though I were in constant danger.\Midterm Grades Freshmen 1st Yoshida Haru 2nd Mizutani Shizuku 3rd Sawada Riku 4th Kasano Masamune\Why...\Why can't I win?!\Well, I tried a little harder this time.\Just a little.\Damn him! response:	I'll win next time!
context: I began to feel as though I were in constant danger.\Midterm Grades Freshmen 1st Yoshida Haru 2nd Mizutani Shizuku 3rd Sawada Riku 4th Kasano Masamune\Why...\Why can't I win?!\Well, I tried a little harder this time.\Just a little.\Damn him!\I'll win next time! response:	Am I a distraction now?
context: Midterm Grades Freshmen 1st Yoshida Haru 2nd Mizutani Shizuku 3rd Sawada Riku 4th Kasano Masamune\Why...\Why can't I win?!\Well, I tried a little harder this time.\Just a little.\Damn him!\I'll win next time!\Am I a distraction now? response:	No.
context: Why...\Why can't I win?!\Well, I tried a little harder this time.\Just a little.\Damn him!\I'll win next time!\Am I a distraction now?\No. response:	I hope you find the right person one day.
context: Why can't I win?!\Well, I tried a little harder this time.\Just a little.\Damn him!\I'll win next time!\Am I a distraction now?\No.\I hope you find the right person one day. response:	I hope you find someone whose presence is enough
context: Well, I tried a little harder this time.\Just a little.\Damn him!\I'll win next time!\Am I a distraction now?\No.\I hope you find the right person one day.\I hope you find someone whose presence is enough response:	to soothe your pain.
context: Just a little.\Damn him!\I'll win next time!\Am I a distraction now?\No.\I hope you find the right person one day.\I hope you find someone whose presence is enough\to soothe your pain. response:	Okay.
context: Damn him!\I'll win next time!\Am I a distraction now?\No.\I hope you find the right person one day.\I hope you find someone whose presence is enough\to soothe your pain.\Okay. response:	I'll have to try harder then.
context: I'll win next time!\Am I a distraction now?\No.\I hope you find the right person one day.\I hope you find someone whose presence is enough\to soothe your pain.\Okay.\I'll have to try harder then. response:	Borderline
context: Am I a distraction now?\No.\I hope you find the right person one day.\I hope you find someone whose presence is enough\to soothe your pain.\Okay.\I'll have to try harder then.\Borderline response:	Above Average
context: No.\I hope you find the right person one day.\I hope you find someone whose presence is enough\to soothe your pain.\Okay.\I'll have to try harder then.\Borderline\Above Average response:	Yikes, I barely passed.
context: I hope you find the right person one day.\I hope you find someone whose presence is enough\to soothe your pain.\Okay.\I'll have to try harder then.\Borderline\Above Average\Yikes, I barely passed. response:	By the way, Natsume-san has to take make-ups again.
context: I hope you find someone whose presence is enough\to soothe your pain.\Okay.\I'll have to try harder then.\Borderline\Above Average\Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again. response:	Sasaki Seminar
context: to soothe your pain.\Okay.\I'll have to try harder then.\Borderline\Above Average\Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again.\Sasaki Seminar response:	Pass Before Graduation
context: Okay.\I'll have to try harder then.\Borderline\Above Average\Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again.\Sasaki Seminar\Pass Before Graduation response:	I'll be posting the scores from the last mock exam.
context: I'll have to try harder then.\Borderline\Above Average\Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again.\Sasaki Seminar\Pass Before Graduation\I'll be posting the scores from the last mock exam. response:	Let me know if you want your results mailed.
context: Borderline\Above Average\Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again.\Sasaki Seminar\Pass Before Graduation\I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed. response:	Kaimei Academy...
context: Above Average\Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again.\Sasaki Seminar\Pass Before Graduation\I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed.\Kaimei Academy... response:	The rich kid school.
context: Yikes, I barely passed.\By the way, Natsume-san has to take make-ups again.\Sasaki Seminar\Pass Before Graduation\I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed.\Kaimei Academy...\The rich kid school. response:	You didn't do too well on the last mock exam, Mizutani-san.
context: By the way, Natsume-san has to take make-ups again.\Sasaki Seminar\Pass Before Graduation\I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed.\Kaimei Academy...\The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san. response:	By the way, how is
context: Sasaki Seminar\Pass Before Graduation\I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed.\Kaimei Academy...\The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is response:	your beloved Haru-kun doing?
context: Pass Before Graduation\I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed.\Kaimei Academy...\The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is\your beloved Haru-kun doing? response:	You have any nails?
context: I'll be posting the scores from the last mock exam.\Let me know if you want your results mailed.\Kaimei Academy...\The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is\your beloved Haru-kun doing?\You have any nails? response:	Crap, I forgot the supplies.
context: Let me know if you want your results mailed.\Kaimei Academy...\The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is\your beloved Haru-kun doing?\You have any nails?\Crap, I forgot the supplies. response:	I'll make a quick trip to the store.
context: Kaimei Academy...\The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is\your beloved Haru-kun doing?\You have any nails?\Crap, I forgot the supplies.\I'll make a quick trip to the store. response:	Oh, what was his name?
context: The rich kid school.\You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is\your beloved Haru-kun doing?\You have any nails?\Crap, I forgot the supplies.\I'll make a quick trip to the store.\Oh, what was his name? response:	Should you really be loafing around here?
context: You didn't do too well on the last mock exam, Mizutani-san.\By the way, how is\your beloved Haru-kun doing?\You have any nails?\Crap, I forgot the supplies.\I'll make a quick trip to the store.\Oh, what was his name?\Should you really be loafing around here? response:	Weren't you all hyped about handing out
context: By the way, how is\your beloved Haru-kun doing?\You have any nails?\Crap, I forgot the supplies.\I'll make a quick trip to the store.\Oh, what was his name?\Should you really be loafing around here?\Weren't you all hyped about handing out response:	flyers with Natsume-san to bond with the class?
context: your beloved Haru-kun doing?\You have any nails?\Crap, I forgot the supplies.\I'll make a quick trip to the store.\Oh, what was his name?\Should you really be loafing around here?\Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class? response:	Oh, everyone ran away when they saw me,
context: You have any nails?\Crap, I forgot the supplies.\I'll make a quick trip to the store.\Oh, what was his name?\Should you really be loafing around here?\Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me, response:	so she said we should part ways.
context: Crap, I forgot the supplies.\I'll make a quick trip to the store.\Oh, what was his name?\Should you really be loafing around here?\Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me,\so she said we should part ways. response:	Didn't take long for her to turn on me.
context: I'll make a quick trip to the store.\Oh, what was his name?\Should you really be loafing around here?\Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me,\so she said we should part ways.\Didn't take long for her to turn on me. response:	I see.
context: Oh, what was his name?\Should you really be loafing around here?\Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me,\so she said we should part ways.\Didn't take long for her to turn on me.\I see. response:	Syoyo Festival
context: Should you really be loafing around here?\Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me,\so she said we should part ways.\Didn't take long for her to turn on me.\I see.\Syoyo Festival response:	Oh, yeah.
context: Weren't you all hyped about handing out\flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me,\so she said we should part ways.\Didn't take long for her to turn on me.\I see.\Syoyo Festival\Oh, yeah. response:	These tickets are for you.
context: flyers with Natsume-san to bond with the class?\Oh, everyone ran away when they saw me,\so she said we should part ways.\Didn't take long for her to turn on me.\I see.\Syoyo Festival\Oh, yeah.\These tickets are for you. response:	Shimoyanagi-kun gave them to me.
context: Oh, everyone ran away when they saw me,\so she said we should part ways.\Didn't take long for her to turn on me.\I see.\Syoyo Festival\Oh, yeah.\These tickets are for you.\Shimoyanagi-kun gave them to me. response:	I let my guard down...
context: so she said we should part ways.\Didn't take long for her to turn on me.\I see.\Syoyo Festival\Oh, yeah.\These tickets are for you.\Shimoyanagi-kun gave them to me.\I let my guard down... response:	Haru, if you touch me without permission or
context: Didn't take long for her to turn on me.\I see.\Syoyo Festival\Oh, yeah.\These tickets are for you.\Shimoyanagi-kun gave them to me.\I let my guard down...\Haru, if you touch me without permission or response:	get too close again, I'll be upset.
context: I see.\Syoyo Festival\Oh, yeah.\These tickets are for you.\Shimoyanagi-kun gave them to me.\I let my guard down...\Haru, if you touch me without permission or\get too close again, I'll be upset. response:	It's your fault for distancing yourself
context: Syoyo Festival\Oh, yeah.\These tickets are for you.\Shimoyanagi-kun gave them to me.\I let my guard down...\Haru, if you touch me without permission or\get too close again, I'll be upset.\It's your fault for distancing yourself response:	the moment I said I loved you.
context: Oh, yeah.\These tickets are for you.\Shimoyanagi-kun gave them to me.\I let my guard down...\Haru, if you touch me without permission or\get too close again, I'll be upset.\It's your fault for distancing yourself\the moment I said I loved you. response:	Are you mocking me?
context: These tickets are for you.\Shimoyanagi-kun gave them to me.\I let my guard down...\Haru, if you touch me without permission or\get too close again, I'll be upset.\It's your fault for distancing yourself\the moment I said I loved you.\Are you mocking me? response:	It's because you keep doing stuff like this!
context: Shimoyanagi-kun gave them to me.\I let my guard down...\Haru, if you touch me without permission or\get too close again, I'll be upset.\It's your fault for distancing yourself\the moment I said I loved you.\Are you mocking me?\It's because you keep doing stuff like this! response:	So I should ask for permission first?
context: I let my guard down...\Haru, if you touch me without permission or\get too close again, I'll be upset.\It's your fault for distancing yourself\the moment I said I loved you.\Are you mocking me?\It's because you keep doing stuff like this!\So I should ask for permission first? response:	No!
context: Haru, if you touch me without permission or\get too close again, I'll be upset.\It's your fault for distancing yourself\the moment I said I loved you.\Are you mocking me?\It's because you keep doing stuff like this!\So I should ask for permission first?\No! response:	Don't make me repeat myself, Haru!
context: get too close again, I'll be upset.\It's your fault for distancing yourself\the moment I said I loved you.\Are you mocking me?\It's because you keep doing stuff like this!\So I should ask for permission first?\No!\Don't make me repeat myself, Haru! response:	If you refuse to give me my personal space,
context: It's your fault for distancing yourself\the moment I said I loved you.\Are you mocking me?\It's because you keep doing stuff like this!\So I should ask for permission first?\No!\Don't make me repeat myself, Haru!\If you refuse to give me my personal space, response:	I can't be with you.
context: the moment I said I loved you.\Are you mocking me?\It's because you keep doing stuff like this!\So I should ask for permission first?\No!\Don't make me repeat myself, Haru!\If you refuse to give me my personal space,\I can't be with you. response:	How much space do I have to give you?
context: Are you mocking me?\It's because you keep doing stuff like this!\So I should ask for permission first?\No!\Don't make me repeat myself, Haru!\If you refuse to give me my personal space,\I can't be with you.\How much space do I have to give you? response:	Around two meters.
context: It's because you keep doing stuff like this!\So I should ask for permission first?\No!\Don't make me repeat myself, Haru!\If you refuse to give me my personal space,\I can't be with you.\How much space do I have to give you?\Around two meters. response:	Get real!
context: So I should ask for permission first?\No!\Don't make me repeat myself, Haru!\If you refuse to give me my personal space,\I can't be with you.\How much space do I have to give you?\Around two meters.\Get real! response:	Can you at least respect my wishes?
context: No!\Don't make me repeat myself, Haru!\If you refuse to give me my personal space,\I can't be with you.\How much space do I have to give you?\Around two meters.\Get real!\Can you at least respect my wishes? response:	Otherwise, I can't feel comfortable around you.
context: Don't make me repeat myself, Haru!\If you refuse to give me my personal space,\I can't be with you.\How much space do I have to give you?\Around two meters.\Get real!\Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you. response:	Dammit!
context: If you refuse to give me my personal space,\I can't be with you.\How much space do I have to give you?\Around two meters.\Get real!\Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you.\Dammit! response:	Can't get too close, can't touch her...
context: I can't be with you.\How much space do I have to give you?\Around two meters.\Get real!\Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you.\Dammit!\Can't get too close, can't touch her... response:	Am I a slug or something?
context: How much space do I have to give you?\Around two meters.\Get real!\Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you.\Dammit!\Can't get too close, can't touch her...\Am I a slug or something? response:	Why does this happen?!
context: Around two meters.\Get real!\Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you.\Dammit!\Can't get too close, can't touch her...\Am I a slug or something?\Why does this happen?! response:	C-Can you blame her?
context: Get real!\Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you.\Dammit!\Can't get too close, can't touch her...\Am I a slug or something?\Why does this happen?!\C-Can you blame her? response:	Your behavior's been very abnormal.
context: Can you at least respect my wishes?\Otherwise, I can't feel comfortable around you.\Dammit!\Can't get too close, can't touch her...\Am I a slug or something?\Why does this happen?!\C-Can you blame her?\Your behavior's been very abnormal. response:	Shizuku. Shizuku. Shizuku.
context: Otherwise, I can't feel comfortable around you.\Dammit!\Can't get too close, can't touch her...\Am I a slug or something?\Why does this happen?!\C-Can you blame her?\Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku. response:	I don't see the problem.
context: Dammit!\Can't get too close, can't touch her...\Am I a slug or something?\Why does this happen?!\C-Can you blame her?\Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku.\I don't see the problem. response:	Well, you see...
context: Can't get too close, can't touch her...\Am I a slug or something?\Why does this happen?!\C-Can you blame her?\Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku.\I don't see the problem.\Well, you see... response:	There's nothing more repulsive than being touched
context: Am I a slug or something?\Why does this happen?!\C-Can you blame her?\Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku.\I don't see the problem.\Well, you see...\There's nothing more repulsive than being touched response:	by a guy you don't like.
context: Why does this happen?!\C-Can you blame her?\Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku.\I don't see the problem.\Well, you see...\There's nothing more repulsive than being touched\by a guy you don't like. response:	I-Is that how it works?
context: C-Can you blame her?\Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku.\I don't see the problem.\Well, you see...\There's nothing more repulsive than being touched\by a guy you don't like.\I-Is that how it works? response:	This is hard...
context: Your behavior's been very abnormal.\Shizuku. Shizuku. Shizuku.\I don't see the problem.\Well, you see...\There's nothing more repulsive than being touched\by a guy you don't like.\I-Is that how it works?\This is hard... response:	What are you making over there?
context: Shizuku. Shizuku. Shizuku.\I don't see the problem.\Well, you see...\There's nothing more repulsive than being touched\by a guy you don't like.\I-Is that how it works?\This is hard...\What are you making over there? response:	A barricade.
context: I don't see the problem.\Well, you see...\There's nothing more repulsive than being touched\by a guy you don't like.\I-Is that how it works?\This is hard...\What are you making over there?\A barricade. response:	Since a bunch of people will be coming.
context: Well, you see...\There's nothing more repulsive than being touched\by a guy you don't like.\I-Is that how it works?\This is hard...\What are you making over there?\A barricade.\Since a bunch of people will be coming. response:	I'm naming it Mizutani Shizuku.
context: There's nothing more repulsive than being touched\by a guy you don't like.\I-Is that how it works?\This is hard...\What are you making over there?\A barricade.\Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku. response:	You'll get in trouble.
context: by a guy you don't like.\I-Is that how it works?\This is hard...\What are you making over there?\A barricade.\Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku.\You'll get in trouble. response:	Oh, look.
context: I-Is that how it works?\This is hard...\What are you making over there?\A barricade.\Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku.\You'll get in trouble.\Oh, look. response:	Mitty's back.
context: This is hard...\What are you making over there?\A barricade.\Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku.\You'll get in trouble.\Oh, look.\Mitty's back. response:	What?
context: What are you making over there?\A barricade.\Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku.\You'll get in trouble.\Oh, look.\Mitty's back.\What? response:	We can't get a spot in building one?
context: A barricade.\Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku.\You'll get in trouble.\Oh, look.\Mitty's back.\What?\We can't get a spot in building one? response:	Shh! Keep your voice down!
context: Since a bunch of people will be coming.\I'm naming it Mizutani Shizuku.\You'll get in trouble.\Oh, look.\Mitty's back.\What?\We can't get a spot in building one?\Shh! Keep your voice down! response:	Our plan won't work then!
context: I'm naming it Mizutani Shizuku.\You'll get in trouble.\Oh, look.\Mitty's back.\What?\We can't get a spot in building one?\Shh! Keep your voice down!\Our plan won't work then! response:	Try harder, Yana!
context: You'll get in trouble.\Oh, look.\Mitty's back.\What?\We can't get a spot in building one?\Shh! Keep your voice down!\Our plan won't work then!\Try harder, Yana! response:	Wh-Why do I have to do this?!
context: Oh, look.\Mitty's back.\What?\We can't get a spot in building one?\Shh! Keep your voice down!\Our plan won't work then!\Try harder, Yana!\Wh-Why do I have to do this?! response:	We can't make any money if people don't come!
context: Mitty's back.\What?\We can't get a spot in building one?\Shh! Keep your voice down!\Our plan won't work then!\Try harder, Yana!\Wh-Why do I have to do this?!\We can't make any money if people don't come! response:	What are you talking about?
context: What?\We can't get a spot in building one?\Shh! Keep your voice down!\Our plan won't work then!\Try harder, Yana!\Wh-Why do I have to do this?!\We can't make any money if people don't come!\What are you talking about? response:	Uh-oh.
context: We can't get a spot in building one?\Shh! Keep your voice down!\Our plan won't work then!\Try harder, Yana!\Wh-Why do I have to do this?!\We can't make any money if people don't come!\What are you talking about?\Uh-oh. response:	Crap...
context: Shh! Keep your voice down!\Our plan won't work then!\Try harder, Yana!\Wh-Why do I have to do this?!\We can't make any money if people don't come!\What are you talking about?\Uh-oh.\Crap... response:	Make money off the cultural festival?
context: Our plan won't work then!\Try harder, Yana!\Wh-Why do I have to do this?!\We can't make any money if people don't come!\What are you talking about?\Uh-oh.\Crap...\Make money off the cultural festival? response:	Right.
context: Try harder, Yana!\Wh-Why do I have to do this?!\We can't make any money if people don't come!\What are you talking about?\Uh-oh.\Crap...\Make money off the cultural festival?\Right. response:	We can just report our official sales,
context: Wh-Why do I have to do this?!\We can't make any money if people don't come!\What are you talking about?\Uh-oh.\Crap...\Make money off the cultural festival?\Right.\We can just report our official sales, response:	and make a little more on the side.
context: We can't make any money if people don't come!\What are you talking about?\Uh-oh.\Crap...\Make money off the cultural festival?\Right.\We can just report our official sales,\and make a little more on the side. response:	I've heard that all the upperclassmen do it.
context: What are you talking about?\Uh-oh.\Crap...\Make money off the cultural festival?\Right.\We can just report our official sales,\and make a little more on the side.\I've heard that all the upperclassmen do it. response:	We heard about it from the ones on the baseball team.
context: Uh-oh.\Crap...\Make money off the cultural festival?\Right.\We can just report our official sales,\and make a little more on the side.\I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team. response:	So that's why they were so excited.
context: Crap...\Make money off the cultural festival?\Right.\We can just report our official sales,\and make a little more on the side.\I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team.\So that's why they were so excited. response:	In that case, this would be more effective.
context: Make money off the cultural festival?\Right.\We can just report our official sales,\and make a little more on the side.\I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team.\So that's why they were so excited.\In that case, this would be more effective. response:	Oh, I see.
context: Right.\We can just report our official sales,\and make a little more on the side.\I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team.\So that's why they were so excited.\In that case, this would be more effective.\Oh, I see. response:	You're really smart, Mizutani-san!
context: We can just report our official sales,\and make a little more on the side.\I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team.\So that's why they were so excited.\In that case, this would be more effective.\Oh, I see.\You're really smart, Mizutani-san! response:	I want a fifty percent cut.
context: and make a little more on the side.\I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team.\So that's why they were so excited.\In that case, this would be more effective.\Oh, I see.\You're really smart, Mizutani-san!\I want a fifty percent cut. response:	But we really need a spot in building one.
context: I've heard that all the upperclassmen do it.\We heard about it from the ones on the baseball team.\So that's why they were so excited.\In that case, this would be more effective.\Oh, I see.\You're really smart, Mizutani-san!\I want a fifty percent cut.\But we really need a spot in building one. response:	Is there a problem?
context: We heard about it from the ones on the baseball team.\So that's why they were so excited.\In that case, this would be more effective.\Oh, I see.\You're really smart, Mizutani-san!\I want a fifty percent cut.\But we really need a spot in building one.\Is there a problem? response:	Everyone wants a good spot,
context: So that's why they were so excited.\In that case, this would be more effective.\Oh, I see.\You're really smart, Mizutani-san!\I want a fifty percent cut.\But we really need a spot in building one.\Is there a problem?\Everyone wants a good spot, response:	and Yana's scared of the upperclassmen.
context: In that case, this would be more effective.\Oh, I see.\You're really smart, Mizutani-san!\I want a fifty percent cut.\But we really need a spot in building one.\Is there a problem?\Everyone wants a good spot,\and Yana's scared of the upperclassmen. response:	Stupid...
context: Oh, I see.\You're really smart, Mizutani-san!\I want a fifty percent cut.\But we really need a spot in building one.\Is there a problem?\Everyone wants a good spot,\and Yana's scared of the upperclassmen.\Stupid... response:	They're intimidating, man!
context: You're really smart, Mizutani-san!\I want a fifty percent cut.\But we really need a spot in building one.\Is there a problem?\Everyone wants a good spot,\and Yana's scared of the upperclassmen.\Stupid...\They're intimidating, man! response:	The third-year class reps all have scary faces!
context: I want a fifty percent cut.\But we really need a spot in building one.\Is there a problem?\Everyone wants a good spot,\and Yana's scared of the upperclassmen.\Stupid...\They're intimidating, man!\The third-year class reps all have scary faces! response:	You should beat them up.
context: But we really need a spot in building one.\Is there a problem?\Everyone wants a good spot,\and Yana's scared of the upperclassmen.\Stupid...\They're intimidating, man!\The third-year class reps all have scary faces!\You should beat them up. response:	Then we'll start taking requests for building one.
context: Is there a problem?\Everyone wants a good spot,\and Yana's scared of the upperclassmen.\Stupid...\They're intimidating, man!\The third-year class reps all have scary faces!\You should beat them up.\Then we'll start taking requests for building one. response:	3-A wants a spot on the south side of the first floor.
context: Everyone wants a good spot,\and Yana's scared of the upperclassmen.\Stupid...\They're intimidating, man!\The third-year class reps all have scary faces!\You should beat them up.\Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor. response:	3-D wants a spot by the stairwell on the first floor.
context: and Yana's scared of the upperclassmen.\Stupid...\They're intimidating, man!\The third-year class reps all have scary faces!\You should beat them up.\Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor. response:	2-C also wants a spot on the first floor.
context: Stupid...\They're intimidating, man!\The third-year class reps all have scary faces!\You should beat them up.\Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor. response:	Second-years don't get no say!
context: They're intimidating, man!\The third-year class reps all have scary faces!\You should beat them up.\Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor.\Second-years don't get no say! response:	D-Doesn't look like the first-years have any chance.
context: The third-year class reps all have scary faces!\You should beat them up.\Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor.\Second-years don't get no say!\D-Doesn't look like the first-years have any chance. response:	I'll kill you, fool!
context: You should beat them up.\Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor.\Second-years don't get no say!\D-Doesn't look like the first-years have any chance.\I'll kill you, fool! response:	I-I'm sorry!
context: Then we'll start taking requests for building one.\3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor.\Second-years don't get no say!\D-Doesn't look like the first-years have any chance.\I'll kill you, fool!\I-I'm sorry! response:	Y-Yeah...
context: 3-A wants a spot on the south side of the first floor.\3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor.\Second-years don't get no say!\D-Doesn't look like the first-years have any chance.\I'll kill you, fool!\I-I'm sorry!\Y-Yeah... response:	1-B wants a spot by the first floor entrance.
context: 3-D wants a spot by the stairwell on the first floor.\2-C also wants a spot on the first floor.\Second-years don't get no say!\D-Doesn't look like the first-years have any chance.\I'll kill you, fool!\I-I'm sorry!\Y-Yeah...\1-B wants a spot by the first floor entrance. response:	Mi-Mizutani-san?!
context: 2-C also wants a spot on the first floor.\Second-years don't get no say!\D-Doesn't look like the first-years have any chance.\I'll kill you, fool!\I-I'm sorry!\Y-Yeah...\1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?! response:	You really shouldn't...
context: Second-years don't get no say!\D-Doesn't look like the first-years have any chance.\I'll kill you, fool!\I-I'm sorry!\Y-Yeah...\1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?!\You really shouldn't... response:	1-B wants a spot by the first floor entrance.
context: D-Doesn't look like the first-years have any chance.\I'll kill you, fool!\I-I'm sorry!\Y-Yeah...\1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?!\You really shouldn't...\1-B wants a spot by the first floor entrance. response:	Got a problem?
context: I'll kill you, fool!\I-I'm sorry!\Y-Yeah...\1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?!\You really shouldn't...\1-B wants a spot by the first floor entrance.\Got a problem? response:	I told Haru not to go crazy...
context: I-I'm sorry!\Y-Yeah...\1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?!\You really shouldn't...\1-B wants a spot by the first floor entrance.\Got a problem?\I told Haru not to go crazy... response:	Worried
context: Y-Yeah...\1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?!\You really shouldn't...\1-B wants a spot by the first floor entrance.\Got a problem?\I told Haru not to go crazy...\Worried response:	Hey, Yoshida.
context: 1-B wants a spot by the first floor entrance.\Mi-Mizutani-san?!\You really shouldn't...\1-B wants a spot by the first floor entrance.\Got a problem?\I told Haru not to go crazy...\Worried\Hey, Yoshida. response:	If you get too uppity...
context: Mi-Mizutani-san?!\You really shouldn't...\1-B wants a spot by the first floor entrance.\Got a problem?\I told Haru not to go crazy...\Worried\Hey, Yoshida.\If you get too uppity... response:	assigned to a corner in building 2
context: You really shouldn't...\1-B wants a spot by the first floor entrance.\Got a problem?\I told Haru not to go crazy...\Worried\Hey, Yoshida.\If you get too uppity...\assigned to a corner in building 2 response:	Final
context: 1-B wants a spot by the first floor entrance.\Got a problem?\I told Haru not to go crazy...\Worried\Hey, Yoshida.\If you get too uppity...\assigned to a corner in building 2\Final response:	What? That's the worst possible spot.
context: Got a problem?\I told Haru not to go crazy...\Worried\Hey, Yoshida.\If you get too uppity...\assigned to a corner in building 2\Final\What? That's the worst possible spot. response:	I'm sorry.
context: I told Haru not to go crazy...\Worried\Hey, Yoshida.\If you get too uppity...\assigned to a corner in building 2\Final\What? That's the worst possible spot.\I'm sorry. response:	Yoshida-kun.
context: Worried\Hey, Yoshida.\If you get too uppity...\assigned to a corner in building 2\Final\What? That's the worst possible spot.\I'm sorry.\Yoshida-kun. response:	Yo, class rep.
context: Hey, Yoshida.\If you get too uppity...\assigned to a corner in building 2\Final\What? That's the worst possible spot.\I'm sorry.\Yoshida-kun.\Yo, class rep. response:	Are you okay? You're all banged up.
context: If you get too uppity...\assigned to a corner in building 2\Final\What? That's the worst possible spot.\I'm sorry.\Yoshida-kun.\Yo, class rep.\Are you okay? You're all banged up. response:	Sure.
context: assigned to a corner in building 2\Final\What? That's the worst possible spot.\I'm sorry.\Yoshida-kun.\Yo, class rep.\Are you okay? You're all banged up.\Sure. response:	I heard that your class got put in building two.
context: Final\What? That's the worst possible spot.\I'm sorry.\Yoshida-kun.\Yo, class rep.\Are you okay? You're all banged up.\Sure.\I heard that your class got put in building two. response:	Yeah, looks like it.
context: What? That's the worst possible spot.\I'm sorry.\Yoshida-kun.\Yo, class rep.\Are you okay? You're all banged up.\Sure.\I heard that your class got put in building two.\Yeah, looks like it. response:	Sasayan and some other guys went to file a protest.
