context: Can you see them? response:	Sir.
context: Anastasia Nikolaevna Romanova.\You may go.\At last, you've made your move.\Are you really going to eradicate this world?\You do as you please.\Yeah. That's how I live my life. So, allow me to continue on.\Kurou Hougan Yoshitsune.\Which side are you on... response:	Let's see... Whichever interests me.
context: You may go.\At last, you've made your move.\Are you really going to eradicate this world?\You do as you please.\Yeah. That's how I live my life. So, allow me to continue on.\Kurou Hougan Yoshitsune.\Which side are you on...\Let's see... Whichever interests me. response:	Shoot! Shoot! Fire at will!
context: At last, you've made your move.\Are you really going to eradicate this world?\You do as you please.\Yeah. That's how I live my life. So, allow me to continue on.\Kurou Hougan Yoshitsune.\Which side are you on...\Let's see... Whichever interests me.\Shoot! Shoot! Fire at will! response:	Don't let them close in! Shoot!
context: Are you really going to eradicate this world?\You do as you please.\Yeah. That's how I live my life. So, allow me to continue on.\Kurou Hougan Yoshitsune.\Which side are you on...\Let's see... Whichever interests me.\Shoot! Shoot! Fire at will!\Don't let them close in! Shoot! response:	From Air Command to Dragon Cavalry. Engage in aerial support.
context: You do as you please.\Yeah. That's how I live my life. So, allow me to continue on.\Kurou Hougan Yoshitsune.\Which side are you on...\Let's see... Whichever interests me.\Shoot! Shoot! Fire at will!\Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support. response:	Deploy mobile aerial forces!
context: Yeah. That's how I live my life. So, allow me to continue on.\Kurou Hougan Yoshitsune.\Which side are you on...\Let's see... Whichever interests me.\Shoot! Shoot! Fire at will!\Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces! response:	Damn it! They're coming one after another. There is no end!
context: Kurou Hougan Yoshitsune.\Which side are you on...\Let's see... Whichever interests me.\Shoot! Shoot! Fire at will!\Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end! response:	Descend! Begin Operation Draborne!
context: Which side are you on...\Let's see... Whichever interests me.\Shoot! Shoot! Fire at will!\Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne! response:	Descent successful. Minimum damage. 2nd platoon, ready up!
context: Let's see... Whichever interests me.\Shoot! Shoot! Fire at will!\Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up! response:	Go! Go! Go!
context: Shoot! Shoot! Fire at will!\Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go! response:	From Agnela 1 of Air Command to Dragon Cavalry.
context: Don't let them close in! Shoot!\From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry. response:	Backup requested by the Goblin 7th battalion.
context: From Air Command to Dragon Cavalry. Engage in aerial support.\Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion. response:	Coordinates, 42-7-12-73-42-8.
context: Deploy mobile aerial forces!\Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8. response:	It's too late. We can't save them!
context: Damn it! They're coming one after another. There is no end!\Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them! response:	But if a way for the Drifters to escape exists...
context: Descend! Begin Operation Draborne!\Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them!\But if a way for the Drifters to escape exists... response:	Which one...?! Which one?!
context: Descent successful. Minimum damage. 2nd platoon, ready up!\Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them!\But if a way for the Drifters to escape exists...\Which one...?! Which one?! response:	Which one...?!
context: Go! Go! Go!\From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them!\But if a way for the Drifters to escape exists...\Which one...?! Which one?!\Which one...?! response:	Which one?!
context: From Agnela 1 of Air Command to Dragon Cavalry.\Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them!\But if a way for the Drifters to escape exists...\Which one...?! Which one?!\Which one...?!\Which one?! response:	What the hell?! Damn it!
context: Backup requested by the Goblin 7th battalion.\Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them!\But if a way for the Drifters to escape exists...\Which one...?! Which one?!\Which one...?!\Which one?!\What the hell?! Damn it! response:	Shit! Shit! What the hell has just happened?!
context: Coordinates, 42-7-12-73-42-8.\It's too late. We can't save them!\But if a way for the Drifters to escape exists...\Which one...?! Which one?!\Which one...?!\Which one?!\What the hell?! Damn it!\Shit! Shit! What the hell has just happened?! response:	August 1, 1945, Kanno Destroyer Naoshi Captain
context: It's too late. We can't save them!\But if a way for the Drifters to escape exists...\Which one...?! Which one?!\Which one...?!\Which one?!\What the hell?! Damn it!\Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain response:	Hey! Who told you to stop?!
context: But if a way for the Drifters to escape exists...\Which one...?! Which one?!\Which one...?!\Which one?!\What the hell?! Damn it!\Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?! response:	Run! You piece of shit! Damn it!
context: Which one...?! Which one?!\Which one...?!\Which one?!\What the hell?! Damn it!\Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?!\Run! You piece of shit! Damn it! response:	All right! Here we go!
context: Which one...?!\Which one?!\What the hell?! Damn it!\Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?!\Run! You piece of shit! Damn it!\All right! Here we go! response:	Hey, hey, hey!
context: Which one?!\What the hell?! Damn it!\Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?!\Run! You piece of shit! Damn it!\All right! Here we go!\Hey, hey, hey! response:	What the hell?! Is this fuckin' Uzumasa?!
context: What the hell?! Damn it!\Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?!\Run! You piece of shit! Damn it!\All right! Here we go!\Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?! response:	Where the fuck am I?!
context: Shit! Shit! What the hell has just happened?!\August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?!\Run! You piece of shit! Damn it!\All right! Here we go!\Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?! response:	What the...?! You moron!
context: August 1, 1945, Kanno Destroyer Naoshi Captain\Hey! Who told you to stop?!\Run! You piece of shit! Damn it!\All right! Here we go!\Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?!\What the...?! You moron! response:	What the shit?! Why the hell are you riding on a dragon, you idiot?!
context: Hey! Who told you to stop?!\Run! You piece of shit! Damn it!\All right! Here we go!\Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?!\What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?! response:	Where the shit am I?! Don't mess with me, you jackass!
context: Run! You piece of shit! Damn it!\All right! Here we go!\Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?!\What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass! response:	Wh-Which one is he?!
context: All right! Here we go!\Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?!\What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?! response:	No clue! For now, the Drifters' evacuation must be...
context: Hey, hey, hey!\What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?!\What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be... response:	The Northern Wall was torn down!
context: What the hell?! Is this fuckin' Uzumasa?!\Where the fuck am I?!\What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down! response:	What?! Bring more troops here now!
context: Where the fuck am I?!\What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down!\What?! Bring more troops here now! response:	B-But it's too...
context: What the...?! You moron!\What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down!\What?! Bring more troops here now!\B-But it's too... response:	It's hot... So hot. I feel like my body is on fire...
context: What the shit?! Why the hell are you riding on a dragon, you idiot?!\Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down!\What?! Bring more troops here now!\B-But it's too...\It's hot... So hot. I feel like my body is on fire... response:	Burn them all.
context: Where the shit am I?! Don't mess with me, you jackass!\Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down!\What?! Bring more troops here now!\B-But it's too...\It's hot... So hot. I feel like my body is on fire...\Burn them all. response:	Everything... Burn them all to ash.
context: Wh-Which one is he?!\No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down!\What?! Bring more troops here now!\B-But it's too...\It's hot... So hot. I feel like my body is on fire...\Burn them all.\Everything... Burn them all to ash. response:	Drift in the air. Float on the water's surface!
context: No clue! For now, the Drifters' evacuation must be...\The Northern Wall was torn down!\What?! Bring more troops here now!\B-But it's too...\It's hot... So hot. I feel like my body is on fire...\Burn them all.\Everything... Burn them all to ash.\Drift in the air. Float on the water's surface! response:	Burn! Burn!
context: The Northern Wall was torn down!\What?! Bring more troops here now!\B-But it's too...\It's hot... So hot. I feel like my body is on fire...\Burn them all.\Everything... Burn them all to ash.\Drift in the air. Float on the water's surface!\Burn! Burn! response:	Everything in this world should be burned to ash!
context: What?! Bring more troops here now!\B-But it's too...\It's hot... So hot. I feel like my body is on fire...\Burn them all.\Everything... Burn them all to ash.\Drift in the air. Float on the water's surface!\Burn! Burn!\Everything in this world should be burned to ash! response:	Wh-What?!
context: B-But it's too...\It's hot... So hot. I feel like my body is on fire...\Burn them all.\Everything... Burn them all to ash.\Drift in the air. Float on the water's surface!\Burn! Burn!\Everything in this world should be burned to ash!\Wh-What?! response:	What on earth?!
context: It's hot... So hot. I feel like my body is on fire...\Burn them all.\Everything... Burn them all to ash.\Drift in the air. Float on the water's surface!\Burn! Burn!\Everything in this world should be burned to ash!\Wh-What?!\What on earth?! response:	Sleep, everyone.
context: Burn them all.\Everything... Burn them all to ash.\Drift in the air. Float on the water's surface!\Burn! Burn!\Everything in this world should be burned to ash!\Wh-What?!\What on earth?!\Sleep, everyone. response:	Run!
context: Everything... Burn them all to ash.\Drift in the air. Float on the water's surface!\Burn! Burn!\Everything in this world should be burned to ash!\Wh-What?!\What on earth?!\Sleep, everyone.\Run! response:	You... bastards!
context: Drift in the air. Float on the water's surface!\Burn! Burn!\Everything in this world should be burned to ash!\Wh-What?!\What on earth?!\Sleep, everyone.\Run!\You... bastards! response:	You fuckin' jackass!
context: Burn! Burn!\Everything in this world should be burned to ash!\Wh-What?!\What on earth?!\Sleep, everyone.\Run!\You... bastards!\You fuckin' jackass! response:	Open up! Open the gate!
context: Everything in this world should be burned to ash!\Wh-What?!\What on earth?!\Sleep, everyone.\Run!\You... bastards!\You fuckin' jackass!\Open up! Open the gate! response:	We can't get it open. It's frozen.
context: Wh-What?!\What on earth?!\Sleep, everyone.\Run!\You... bastards!\You fuckin' jackass!\Open up! Open the gate!\We can't get it open. It's frozen. response:	May I defrost it for you?
context: What on earth?!\Sleep, everyone.\Run!\You... bastards!\You fuckin' jackass!\Open up! Open the gate!\We can't get it open. It's frozen.\May I defrost it for you? response:	K-Kill them!
context: Sleep, everyone.\Run!\You... bastards!\You fuckin' jackass!\Open up! Open the gate!\We can't get it open. It's frozen.\May I defrost it for you?\K-Kill them! response:	They still ain't here. Hey, it isn't looking good, is it?
context: Run!\You... bastards!\You fuckin' jackass!\Open up! Open the gate!\We can't get it open. It's frozen.\May I defrost it for you?\K-Kill them!\They still ain't here. Hey, it isn't looking good, is it? response:	Not good. Not at all.
context: You... bastards!\You fuckin' jackass!\Open up! Open the gate!\We can't get it open. It's frozen.\May I defrost it for you?\K-Kill them!\They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all. response:	Why don't we leave without'em?
context: You fuckin' jackass!\Open up! Open the gate!\We can't get it open. It's frozen.\May I defrost it for you?\K-Kill them!\They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all.\Why don't we leave without'em? response:	This way. Hurry.
context: Open up! Open the gate!\We can't get it open. It's frozen.\May I defrost it for you?\K-Kill them!\They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all.\Why don't we leave without'em?\This way. Hurry. response:	-They're here. -Please get on quickly!
context: We can't get it open. It's frozen.\May I defrost it for you?\K-Kill them!\They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all.\Why don't we leave without'em?\This way. Hurry.\-They're here. -Please get on quickly! response:	We'll catch up with you later. Get going, please!
context: May I defrost it for you?\K-Kill them!\They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all.\Why don't we leave without'em?\This way. Hurry.\-They're here. -Please get on quickly!\We'll catch up with you later. Get going, please! response:	Are those two old men going to be our cargo?
context: K-Kill them!\They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all.\Why don't we leave without'em?\This way. Hurry.\-They're here. -Please get on quickly!\We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo? response:	Thank you, thank you.
context: They still ain't here. Hey, it isn't looking good, is it?\Not good. Not at all.\Why don't we leave without'em?\This way. Hurry.\-They're here. -Please get on quickly!\We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo?\Thank you, thank you. response:	Why are ya dressed like that?!
context: Not good. Not at all.\Why don't we leave without'em?\This way. Hurry.\-They're here. -Please get on quickly!\We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo?\Thank you, thank you.\Why are ya dressed like that?! response:	What did you say, punk?!
context: Why don't we leave without'em?\This way. Hurry.\-They're here. -Please get on quickly!\We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo?\Thank you, thank you.\Why are ya dressed like that?!\What did you say, punk?! response:	There's nothing more that can be done here.
context: This way. Hurry.\-They're here. -Please get on quickly!\We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo?\Thank you, thank you.\Why are ya dressed like that?!\What did you say, punk?!\There's nothing more that can be done here. response:	The Northern Wall, the Kingdom of Carneades, has fallen!
context: -They're here. -Please get on quickly!\We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo?\Thank you, thank you.\Why are ya dressed like that?!\What did you say, punk?!\There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen! response:	Scipio! Hannibal!
context: We'll catch up with you later. Get going, please!\Are those two old men going to be our cargo?\Thank you, thank you.\Why are ya dressed like that?!\What did you say, punk?!\There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal! response:	You must be disturbed by our sudden
context: Are those two old men going to be our cargo?\Thank you, thank you.\Why are ya dressed like that?!\What did you say, punk?!\There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal!\You must be disturbed by our sudden response:	request to fight so soon after your arrival.
context: Thank you, thank you.\Why are ya dressed like that?!\What did you say, punk?!\There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal!\You must be disturbed by our sudden\request to fight so soon after your arrival. response:	But... But please help us.
context: Why are ya dressed like that?!\What did you say, punk?!\There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal!\You must be disturbed by our sudden\request to fight so soon after your arrival.\But... But please help us. response:	How can we... How can we defeat that Black King?
context: What did you say, punk?!\There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal!\You must be disturbed by our sudden\request to fight so soon after your arrival.\But... But please help us.\How can we... How can we defeat that Black King? response:	Or do we even have a chance?
context: There's nothing more that can be done here.\The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal!\You must be disturbed by our sudden\request to fight so soon after your arrival.\But... But please help us.\How can we... How can we defeat that Black King?\Or do we even have a chance? response:	I am not sure.
context: The Northern Wall, the Kingdom of Carneades, has fallen!\Scipio! Hannibal!\You must be disturbed by our sudden\request to fight so soon after your arrival.\But... But please help us.\How can we... How can we defeat that Black King?\Or do we even have a chance?\I am not sure. response:	Hey, what do you think?
context: Scipio! Hannibal!\You must be disturbed by our sudden\request to fight so soon after your arrival.\But... But please help us.\How can we... How can we defeat that Black King?\Or do we even have a chance?\I am not sure.\Hey, what do you think? response:	There is a non-zero chance.
context: You must be disturbed by our sudden\request to fight so soon after your arrival.\But... But please help us.\How can we... How can we defeat that Black King?\Or do we even have a chance?\I am not sure.\Hey, what do you think?\There is a non-zero chance. response:	It's non-zero!
context: request to fight so soon after your arrival.\But... But please help us.\How can we... How can we defeat that Black King?\Or do we even have a chance?\I am not sure.\Hey, what do you think?\There is a non-zero chance.\It's non-zero! response:	And if they join up with those guys, we still have hope.
context: But... But please help us.\How can we... How can we defeat that Black King?\Or do we even have a chance?\I am not sure.\Hey, what do you think?\There is a non-zero chance.\It's non-zero!\And if they join up with those guys, we still have hope. response:	Together with the warriors of the deserted castle...
context: How can we... How can we defeat that Black King?\Or do we even have a chance?\I am not sure.\Hey, what do you think?\There is a non-zero chance.\It's non-zero!\And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle... response:	Let's go!
context: Or do we even have a chance?\I am not sure.\Hey, what do you think?\There is a non-zero chance.\It's non-zero!\And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle...\Let's go! response:	Wait!
context: I am not sure.\Hey, what do you think?\There is a non-zero chance.\It's non-zero!\And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle...\Let's go!\Wait! response:	Get them!
context: Hey, what do you think?\There is a non-zero chance.\It's non-zero!\And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle...\Let's go!\Wait!\Get them! response:	Do it! Get'em, Kid!
context: There is a non-zero chance.\It's non-zero!\And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle...\Let's go!\Wait!\Get them!\Do it! Get'em, Kid! response:	Damn! Not many bullets left!
context: It's non-zero!\And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle...\Let's go!\Wait!\Get them!\Do it! Get'em, Kid!\Damn! Not many bullets left! response:	What on earth?! It's amazing!
context: And if they join up with those guys, we still have hope.\Together with the warriors of the deserted castle...\Let's go!\Wait!\Get them!\Do it! Get'em, Kid!\Damn! Not many bullets left!\What on earth?! It's amazing! response:	Give me that. I'm going to destroy Rome.
context: Together with the warriors of the deserted castle...\Let's go!\Wait!\Get them!\Do it! Get'em, Kid!\Damn! Not many bullets left!\What on earth?! It's amazing!\Give me that. I'm going to destroy Rome. response:	We'll see about that, old man!
context: Let's go!\Wait!\Get them!\Do it! Get'em, Kid!\Damn! Not many bullets left!\What on earth?! It's amazing!\Give me that. I'm going to destroy Rome.\We'll see about that, old man! response:	Hold on!
context: Wait!\Get them!\Do it! Get'em, Kid!\Damn! Not many bullets left!\What on earth?! It's amazing!\Give me that. I'm going to destroy Rome.\We'll see about that, old man!\Hold on! response:	Do ya have a cigarette?
context: Get them!\Do it! Get'em, Kid!\Damn! Not many bullets left!\What on earth?! It's amazing!\Give me that. I'm going to destroy Rome.\We'll see about that, old man!\Hold on!\Do ya have a cigarette? response:	If not, die!
context: Do it! Get'em, Kid!\Damn! Not many bullets left!\What on earth?! It's amazing!\Give me that. I'm going to destroy Rome.\We'll see about that, old man!\Hold on!\Do ya have a cigarette?\If not, die! response:	We're almost at the West Gate. Hurry!
context: Damn! Not many bullets left!\What on earth?! It's amazing!\Give me that. I'm going to destroy Rome.\We'll see about that, old man!\Hold on!\Do ya have a cigarette?\If not, die!\We're almost at the West Gate. Hurry! response:	Reporting! Bogie down!
context: What on earth?! It's amazing!\Give me that. I'm going to destroy Rome.\We'll see about that, old man!\Hold on!\Do ya have a cigarette?\If not, die!\We're almost at the West Gate. Hurry!\Reporting! Bogie down! response:	Engaging!
context: Give me that. I'm going to destroy Rome.\We'll see about that, old man!\Hold on!\Do ya have a cigarette?\If not, die!\We're almost at the West Gate. Hurry!\Reporting! Bogie down!\Engaging! response:	Target Dragon! Target is Dragon!
context: We'll see about that, old man!\Hold on!\Do ya have a cigarette?\If not, die!\We're almost at the West Gate. Hurry!\Reporting! Bogie down!\Engaging!\Target Dragon! Target is Dragon! response:	Kanno Naoshi, the commander of the 301st Shinsengumi squadron!
context: Hold on!\Do ya have a cigarette?\If not, die!\We're almost at the West Gate. Hurry!\Reporting! Bogie down!\Engaging!\Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron! response:	Who do you think you are?! You disgust me, damn it!
context: Do ya have a cigarette?\If not, die!\We're almost at the West Gate. Hurry!\Reporting! Bogie down!\Engaging!\Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it! response:	I don't know what the hell is going on here, but...
context: If not, die!\We're almost at the West Gate. Hurry!\Reporting! Bogie down!\Engaging!\Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but... response:	A Drifter!
context: We're almost at the West Gate. Hurry!\Reporting! Bogie down!\Engaging!\Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but...\A Drifter! response:	He was a Drifter!
context: Reporting! Bogie down!\Engaging!\Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but...\A Drifter!\He was a Drifter! response:	I'll never let you get away with this. Never! Black King!
context: Engaging!\Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but...\A Drifter!\He was a Drifter!\I'll never let you get away with this. Never! Black King! response:	I will be sure to fix your mess!
context: Target Dragon! Target is Dragon!\Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but...\A Drifter!\He was a Drifter!\I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess! response:	You're not supposed to exist here!
context: Kanno Naoshi, the commander of the 301st Shinsengumi squadron!\Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but...\A Drifter!\He was a Drifter!\I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess!\You're not supposed to exist here! response:	It's too late. You humans are fruit to be cast off.
context: Who do you think you are?! You disgust me, damn it!\I don't know what the hell is going on here, but...\A Drifter!\He was a Drifter!\I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess!\You're not supposed to exist here!\It's too late. You humans are fruit to be cast off. response:	Chase them. Seek them.
context: I don't know what the hell is going on here, but...\A Drifter!\He was a Drifter!\I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess!\You're not supposed to exist here!\It's too late. You humans are fruit to be cast off.\Chase them. Seek them. response:	Find them. Kill them.
context: A Drifter!\He was a Drifter!\I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess!\You're not supposed to exist here!\It's too late. You humans are fruit to be cast off.\Chase them. Seek them.\Find them. Kill them. response:	The Drifters won't be allowed to live.
context: He was a Drifter!\I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess!\You're not supposed to exist here!\It's too late. You humans are fruit to be cast off.\Chase them. Seek them.\Find them. Kill them.\The Drifters won't be allowed to live. response:	They must be brought to extinction.
context: I'll never let you get away with this. Never! Black King!\I will be sure to fix your mess!\You're not supposed to exist here!\It's too late. You humans are fruit to be cast off.\Chase them. Seek them.\Find them. Kill them.\The Drifters won't be allowed to live.\They must be brought to extinction. response:	By the mandate of the Inexorable Tribulation.
context: I will be sure to fix your mess!\You're not supposed to exist here!\It's too late. You humans are fruit to be cast off.\Chase them. Seek them.\Find them. Kill them.\The Drifters won't be allowed to live.\They must be brought to extinction.\By the mandate of the Inexorable Tribulation. response:	I lost contact with Grand Master. W-What should I do?
context: You're not supposed to exist here!\It's too late. You humans are fruit to be cast off.\Chase them. Seek them.\Find them. Kill them.\The Drifters won't be allowed to live.\They must be brought to extinction.\By the mandate of the Inexorable Tribulation.\I lost contact with Grand Master. W-What should I do? response:	No way the Northern Wall was breached, was it?
context: It's too late. You humans are fruit to be cast off.\Chase them. Seek them.\Find them. Kill them.\The Drifters won't be allowed to live.\They must be brought to extinction.\By the mandate of the Inexorable Tribulation.\I lost contact with Grand Master. W-What should I do?\No way the Northern Wall was breached, was it? response:	Furthermore, that crazy trio has been acting up.
context: Chase them. Seek them.\Find them. Kill them.\The Drifters won't be allowed to live.\They must be brought to extinction.\By the mandate of the Inexorable Tribulation.\I lost contact with Grand Master. W-What should I do?\No way the Northern Wall was breached, was it?\Furthermore, that crazy trio has been acting up. response:	What... should I do?
context: Find them. Kill them.\The Drifters won't be allowed to live.\They must be brought to extinction.\By the mandate of the Inexorable Tribulation.\I lost contact with Grand Master. W-What should I do?\No way the Northern Wall was breached, was it?\Furthermore, that crazy trio has been acting up.\What... should I do? response:	I knew we were being watched. Who the hell are you?!
context: The Drifters won't be allowed to live.\They must be brought to extinction.\By the mandate of the Inexorable Tribulation.\I lost contact with Grand Master. W-What should I do?\No way the Northern Wall was breached, was it?\Furthermore, that crazy trio has been acting up.\What... should I do?\I knew we were being watched. Who the hell are you?! response:	No! I'll get killed! It's a Leave your head here ghost!
