context: I was having a dream... response:	There! Look!
context: Uesugi-kun...\I expect great things from you.\I feel like I've seen that man somewhere.\It was a long time ago.\But it's a scene that's etched firmly in my mind.\Right, that was...\Uesugi Futaro-kun.\Bye-bye. response:	Why?
context: I expect great things from you.\I feel like I've seen that man somewhere.\It was a long time ago.\But it's a scene that's etched firmly in my mind.\Right, that was...\Uesugi Futaro-kun.\Bye-bye.\Why? response:	Why did I remember that?
context: I feel like I've seen that man somewhere.\It was a long time ago.\But it's a scene that's etched firmly in my mind.\Right, that was...\Uesugi Futaro-kun.\Bye-bye.\Why?\Why did I remember that? response:	Oh, it's just you, Itsuki.
context: It was a long time ago.\But it's a scene that's etched firmly in my mind.\Right, that was...\Uesugi Futaro-kun.\Bye-bye.\Why?\Why did I remember that?\Oh, it's just you, Itsuki. response:	Don't scare me like that.
context: But it's a scene that's etched firmly in my mind.\Right, that was...\Uesugi Futaro-kun.\Bye-bye.\Why?\Why did I remember that?\Oh, it's just you, Itsuki.\Don't scare me like that. response:	Th-That's for me to say.
context: Right, that was...\Uesugi Futaro-kun.\Bye-bye.\Why?\Why did I remember that?\Oh, it's just you, Itsuki.\Don't scare me like that.\Th-That's for me to say. response:	Yotsuba and the others have been looking for you.
context: Uesugi Futaro-kun.\Bye-bye.\Why?\Why did I remember that?\Oh, it's just you, Itsuki.\Don't scare me like that.\Th-That's for me to say.\Yotsuba and the others have been looking for you. response:	I don't know what you're talking about.
context: Bye-bye.\Why?\Why did I remember that?\Oh, it's just you, Itsuki.\Don't scare me like that.\Th-That's for me to say.\Yotsuba and the others have been looking for you.\I don't know what you're talking about. response:	I'm here to ask you a question.
context: Why?\Why did I remember that?\Oh, it's just you, Itsuki.\Don't scare me like that.\Th-That's for me to say.\Yotsuba and the others have been looking for you.\I don't know what you're talking about.\I'm here to ask you a question. response:	Tell me: why do you study?
context: Why did I remember that?\Oh, it's just you, Itsuki.\Don't scare me like that.\Th-That's for me to say.\Yotsuba and the others have been looking for you.\I don't know what you're talking about.\I'm here to ask you a question.\Tell me: why do you study? response:	Because that's my job as a student.
context: Oh, it's just you, Itsuki.\Don't scare me like that.\Th-That's for me to say.\Yotsuba and the others have been looking for you.\I don't know what you're talking about.\I'm here to ask you a question.\Tell me: why do you study?\Because that's my job as a student. response:	That is all.
context: Don't scare me like that.\Th-That's for me to say.\Yotsuba and the others have been looking for you.\I don't know what you're talking about.\I'm here to ask you a question.\Tell me: why do you study?\Because that's my job as a student.\That is all. response:	What are you doing?
context: Th-That's for me to say.\Yotsuba and the others have been looking for you.\I don't know what you're talking about.\I'm here to ask you a question.\Tell me: why do you study?\Because that's my job as a student.\That is all.\What are you doing? response:	I'm going to keep staring at you until you tell me the truth.
context: Yotsuba and the others have been looking for you.\I don't know what you're talking about.\I'm here to ask you a question.\Tell me: why do you study?\Because that's my job as a student.\That is all.\What are you doing?\I'm going to keep staring at you until you tell me the truth. response:	Fine.
context: I don't know what you're talking about.\I'm here to ask you a question.\Tell me: why do you study?\Because that's my job as a student.\That is all.\What are you doing?\I'm going to keep staring at you until you tell me the truth.\Fine. response:	Want me to keep staring at you until you give up?
context: I'm here to ask you a question.\Tell me: why do you study?\Because that's my job as a student.\That is all.\What are you doing?\I'm going to keep staring at you until you tell me the truth.\Fine.\Want me to keep staring at you until you give up? response:	F-Fine.
context: Tell me: why do you study?\Because that's my job as a student.\That is all.\What are you doing?\I'm going to keep staring at you until you tell me the truth.\Fine.\Want me to keep staring at you until you give up?\F-Fine. response:	We'll see who surrenders first.
context: Because that's my job as a student.\That is all.\What are you doing?\I'm going to keep staring at you until you tell me the truth.\Fine.\Want me to keep staring at you until you give up?\F-Fine.\We'll see who surrenders first. response:	Love that PDA.
context: That is all.\What are you doing?\I'm going to keep staring at you until you tell me the truth.\Fine.\Want me to keep staring at you until you give up?\F-Fine.\We'll see who surrenders first.\Love that PDA. response:	So cute.
context: What are you doing?\I'm going to keep staring at you until you tell me the truth.\Fine.\Want me to keep staring at you until you give up?\F-Fine.\We'll see who surrenders first.\Love that PDA.\So cute. response:	I'm not leaving until you tell me.
context: I'm going to keep staring at you until you tell me the truth.\Fine.\Want me to keep staring at you until you give up?\F-Fine.\We'll see who surrenders first.\Love that PDA.\So cute.\I'm not leaving until you tell me. response:	Give me a break.
context: Fine.\Want me to keep staring at you until you give up?\F-Fine.\We'll see who surrenders first.\Love that PDA.\So cute.\I'm not leaving until you tell me.\Give me a break. response:	Yes! I win!
context: Want me to keep staring at you until you give up?\F-Fine.\We'll see who surrenders first.\Love that PDA.\So cute.\I'm not leaving until you tell me.\Give me a break.\Yes! I win! response:	That means you're getting the dare.
context: F-Fine.\We'll see who surrenders first.\Love that PDA.\So cute.\I'm not leaving until you tell me.\Give me a break.\Yes! I win!\That means you're getting the dare. response:	P-Please, anything but that!
context: We'll see who surrenders first.\Love that PDA.\So cute.\I'm not leaving until you tell me.\Give me a break.\Yes! I win!\That means you're getting the dare.\P-Please, anything but that! response:	Next Stop: Kyoto
context: Love that PDA.\So cute.\I'm not leaving until you tell me.\Give me a break.\Yes! I win!\That means you're getting the dare.\P-Please, anything but that!\Next Stop: Kyoto response:	I haven't been able to eat fish since last time!
context: So cute.\I'm not leaving until you tell me.\Give me a break.\Yes! I win!\That means you're getting the dare.\P-Please, anything but that!\Next Stop: Kyoto\I haven't been able to eat fish since last time! response:	I don't know...
context: I'm not leaving until you tell me.\Give me a break.\Yes! I win!\That means you're getting the dare.\P-Please, anything but that!\Next Stop: Kyoto\I haven't been able to eat fish since last time!\I don't know... response:	Hey! Futaro!
context: Give me a break.\Yes! I win!\That means you're getting the dare.\P-Please, anything but that!\Next Stop: Kyoto\I haven't been able to eat fish since last time!\I don't know...\Hey! Futaro! response:	We're in the train. Be quiet.
context: Yes! I win!\That means you're getting the dare.\P-Please, anything but that!\Next Stop: Kyoto\I haven't been able to eat fish since last time!\I don't know...\Hey! Futaro!\We're in the train. Be quiet. response:	Come on, Takebayashi!
context: That means you're getting the dare.\P-Please, anything but that!\Next Stop: Kyoto\I haven't been able to eat fish since last time!\I don't know...\Hey! Futaro!\We're in the train. Be quiet.\Come on, Takebayashi! response:	We're on a school trip! Stop being a goody-two-shoes and join us!
context: P-Please, anything but that!\Next Stop: Kyoto\I haven't been able to eat fish since last time!\I don't know...\Hey! Futaro!\We're in the train. Be quiet.\Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us! response:	Oh, fine, I will.
context: Next Stop: Kyoto\I haven't been able to eat fish since last time!\I don't know...\Hey! Futaro!\We're in the train. Be quiet.\Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will. response:	You should invite Sanada-kun, too, though.
context: I haven't been able to eat fish since last time!\I don't know...\Hey! Futaro!\We're in the train. Be quiet.\Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will.\You should invite Sanada-kun, too, though. response:	It's the five of us in this group.
context: I don't know...\Hey! Futaro!\We're in the train. Be quiet.\Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will.\You should invite Sanada-kun, too, though.\It's the five of us in this group. response:	I'll pass.
context: Hey! Futaro!\We're in the train. Be quiet.\Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will.\You should invite Sanada-kun, too, though.\It's the five of us in this group.\I'll pass. response:	Dude...
context: We're in the train. Be quiet.\Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will.\You should invite Sanada-kun, too, though.\It's the five of us in this group.\I'll pass.\Dude... response:	Arithmetic drills?
context: Come on, Takebayashi!\We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will.\You should invite Sanada-kun, too, though.\It's the five of us in this group.\I'll pass.\Dude...\Arithmetic drills? response:	What are you, stupid?
context: We're on a school trip! Stop being a goody-two-shoes and join us!\Oh, fine, I will.\You should invite Sanada-kun, too, though.\It's the five of us in this group.\I'll pass.\Dude...\Arithmetic drills?\What are you, stupid? response:	Throw out all your useless junk!
context: Oh, fine, I will.\You should invite Sanada-kun, too, though.\It's the five of us in this group.\I'll pass.\Dude...\Arithmetic drills?\What are you, stupid?\Throw out all your useless junk! response:	For me, this is the only thing that matters.
context: You should invite Sanada-kun, too, though.\It's the five of us in this group.\I'll pass.\Dude...\Arithmetic drills?\What are you, stupid?\Throw out all your useless junk!\For me, this is the only thing that matters. response:	Wow, that's awesome.
context: It's the five of us in this group.\I'll pass.\Dude...\Arithmetic drills?\What are you, stupid?\Throw out all your useless junk!\For me, this is the only thing that matters.\Wow, that's awesome. response:	That's so cool.
context: I'll pass.\Dude...\Arithmetic drills?\What are you, stupid?\Throw out all your useless junk!\For me, this is the only thing that matters.\Wow, that's awesome.\That's so cool. response:	I swiped it from my dad's work stuff.
context: Dude...\Arithmetic drills?\What are you, stupid?\Throw out all your useless junk!\For me, this is the only thing that matters.\Wow, that's awesome.\That's so cool.\I swiped it from my dad's work stuff. response:	Well, Takebayashi?
context: Arithmetic drills?\What are you, stupid?\Throw out all your useless junk!\For me, this is the only thing that matters.\Wow, that's awesome.\That's so cool.\I swiped it from my dad's work stuff.\Well, Takebayashi? response:	Do you want to take...
context: What are you, stupid?\Throw out all your useless junk!\For me, this is the only thing that matters.\Wow, that's awesome.\That's so cool.\I swiped it from my dad's work stuff.\Well, Takebayashi?\Do you want to take... response:	Are you all right?
context: Throw out all your useless junk!\For me, this is the only thing that matters.\Wow, that's awesome.\That's so cool.\I swiped it from my dad's work stuff.\Well, Takebayashi?\Do you want to take...\Are you all right? response:	Those two have known each other since they were little.
context: For me, this is the only thing that matters.\Wow, that's awesome.\That's so cool.\I swiped it from my dad's work stuff.\Well, Takebayashi?\Do you want to take...\Are you all right?\Those two have known each other since they were little. response:	They live nearby, and their parents are close, too.
context: Wow, that's awesome.\That's so cool.\I swiped it from my dad's work stuff.\Well, Takebayashi?\Do you want to take...\Are you all right?\Those two have known each other since they were little.\They live nearby, and their parents are close, too. response:	Their families have gone on trips together, even.
context: That's so cool.\I swiped it from my dad's work stuff.\Well, Takebayashi?\Do you want to take...\Are you all right?\Those two have known each other since they were little.\They live nearby, and their parents are close, too.\Their families have gone on trips together, even. response:	And they're both class reps. They look good together, huh?
context: I swiped it from my dad's work stuff.\Well, Takebayashi?\Do you want to take...\Are you all right?\Those two have known each other since they were little.\They live nearby, and their parents are close, too.\Their families have gone on trips together, even.\And they're both class reps. They look good together, huh? response:	Let's go, Futaro. Stop taking pictures.
context: Well, Takebayashi?\Do you want to take...\Are you all right?\Those two have known each other since they were little.\They live nearby, and their parents are close, too.\Their families have gone on trips together, even.\And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures. response:	R-Right.
context: Do you want to take...\Are you all right?\Those two have known each other since they were little.\They live nearby, and their parents are close, too.\Their families have gone on trips together, even.\And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures.\R-Right. response:	Ow, ow, ow!
context: Are you all right?\Those two have known each other since they were little.\They live nearby, and their parents are close, too.\Their families have gone on trips together, even.\And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures.\R-Right.\Ow, ow, ow! response:	What's wrong?
context: Those two have known each other since they were little.\They live nearby, and their parents are close, too.\Their families have gone on trips together, even.\And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures.\R-Right.\Ow, ow, ow!\What's wrong? response:	My stomach started hurting all of a sudden.
context: They live nearby, and their parents are close, too.\Their families have gone on trips together, even.\And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures.\R-Right.\Ow, ow, ow!\What's wrong?\My stomach started hurting all of a sudden. response:	Damn gut... Got me good.
context: Their families have gone on trips together, even.\And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures.\R-Right.\Ow, ow, ow!\What's wrong?\My stomach started hurting all of a sudden.\Damn gut... Got me good. response:	I need to hit the bathroom.
context: And they're both class reps. They look good together, huh?\Let's go, Futaro. Stop taking pictures.\R-Right.\Ow, ow, ow!\What's wrong?\My stomach started hurting all of a sudden.\Damn gut... Got me good.\I need to hit the bathroom. response:	I'll catch up later.
context: Let's go, Futaro. Stop taking pictures.\R-Right.\Ow, ow, ow!\What's wrong?\My stomach started hurting all of a sudden.\Damn gut... Got me good.\I need to hit the bathroom.\I'll catch up later. response:	Throw out all your useless junk!
context: R-Right.\Ow, ow, ow!\What's wrong?\My stomach started hurting all of a sudden.\Damn gut... Got me good.\I need to hit the bathroom.\I'll catch up later.\Throw out all your useless junk! response:	That's me.
context: Ow, ow, ow!\What's wrong?\My stomach started hurting all of a sudden.\Damn gut... Got me good.\I need to hit the bathroom.\I'll catch up later.\Throw out all your useless junk!\That's me. response:	Hey!
context: What's wrong?\My stomach started hurting all of a sudden.\Damn gut... Got me good.\I need to hit the bathroom.\I'll catch up later.\Throw out all your useless junk!\That's me.\Hey! response:	You took a picture of me just now, didn't you?
context: My stomach started hurting all of a sudden.\Damn gut... Got me good.\I need to hit the bathroom.\I'll catch up later.\Throw out all your useless junk!\That's me.\Hey!\You took a picture of me just now, didn't you? response:	Huh? What do you want, lady?
context: Damn gut... Got me good.\I need to hit the bathroom.\I'll catch up later.\Throw out all your useless junk!\That's me.\Hey!\You took a picture of me just now, didn't you?\Huh? What do you want, lady? response:	You took a sneak photo!
context: I need to hit the bathroom.\I'll catch up later.\Throw out all your useless junk!\That's me.\Hey!\You took a picture of me just now, didn't you?\Huh? What do you want, lady?\You took a sneak photo! response:	He took a sneak photo!
context: I'll catch up later.\Throw out all your useless junk!\That's me.\Hey!\You took a picture of me just now, didn't you?\Huh? What do you want, lady?\You took a sneak photo!\He took a sneak photo! response:	I-I never did!
context: Throw out all your useless junk!\That's me.\Hey!\You took a picture of me just now, didn't you?\Huh? What do you want, lady?\You took a sneak photo!\He took a sneak photo!\I-I never did! response:	What's the matter?
context: That's me.\Hey!\You took a picture of me just now, didn't you?\Huh? What do you want, lady?\You took a sneak photo!\He took a sneak photo!\I-I never did!\What's the matter? response:	This kid fell for my beauty! He took sneak pictures of me!
context: Hey!\You took a picture of me just now, didn't you?\Huh? What do you want, lady?\You took a sneak photo!\He took a sneak photo!\I-I never did!\What's the matter?\This kid fell for my beauty! He took sneak pictures of me! response:	Arrest him! Arrest him!
context: You took a picture of me just now, didn't you?\Huh? What do you want, lady?\You took a sneak photo!\He took a sneak photo!\I-I never did!\What's the matter?\This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him! response:	Did not!
context: Huh? What do you want, lady?\You took a sneak photo!\He took a sneak photo!\I-I never did!\What's the matter?\This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him!\Did not! response:	There, there, calm down.
context: You took a sneak photo!\He took a sneak photo!\I-I never did!\What's the matter?\This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him!\Did not!\There, there, calm down. response:	All right.
context: He took a sneak photo!\I-I never did!\What's the matter?\This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him!\Did not!\There, there, calm down.\All right. response:	Let's check his camera, then.
context: I-I never did!\What's the matter?\This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him!\Did not!\There, there, calm down.\All right.\Let's check his camera, then. response:	I'm sorry, would you mind showing it to me?
context: What's the matter?\This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him!\Did not!\There, there, calm down.\All right.\Let's check his camera, then.\I'm sorry, would you mind showing it to me? response:	Sure.
context: This kid fell for my beauty! He took sneak pictures of me!\Arrest him! Arrest him!\Did not!\There, there, calm down.\All right.\Let's check his camera, then.\I'm sorry, would you mind showing it to me?\Sure. response:	What's wrong?
context: Arrest him! Arrest him!\Did not!\There, there, calm down.\All right.\Let's check his camera, then.\I'm sorry, would you mind showing it to me?\Sure.\What's wrong? response:	No, I... um...
context: Did not!\There, there, calm down.\All right.\Let's check his camera, then.\I'm sorry, would you mind showing it to me?\Sure.\What's wrong?\No, I... um... response:	He's innocent.
context: There, there, calm down.\All right.\Let's check his camera, then.\I'm sorry, would you mind showing it to me?\Sure.\What's wrong?\No, I... um...\He's innocent. response:	I saw what happened.
context: All right.\Let's check his camera, then.\I'm sorry, would you mind showing it to me?\Sure.\What's wrong?\No, I... um...\He's innocent.\I saw what happened. response:	This is an emergency!
context: Let's check his camera, then.\I'm sorry, would you mind showing it to me?\Sure.\What's wrong?\No, I... um...\He's innocent.\I saw what happened.\This is an emergency! response:	An unidentified flying object has emerged over Japan!
context: I'm sorry, would you mind showing it to me?\Sure.\What's wrong?\No, I... um...\He's innocent.\I saw what happened.\This is an emergency!\An unidentified flying object has emerged over Japan! response:	We come from the planet of Shogi.
context: Sure.\What's wrong?\No, I... um...\He's innocent.\I saw what happened.\This is an emergency!\An unidentified flying object has emerged over Japan!\We come from the planet of Shogi. response:	The most capable player in Japan shall play me for the fate of planet Earth.
context: What's wrong?\No, I... um...\He's innocent.\I saw what happened.\This is an emergency!\An unidentified flying object has emerged over Japan!\We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth. response:	And that's how my school trip ended.
context: No, I... um...\He's innocent.\I saw what happened.\This is an emergency!\An unidentified flying object has emerged over Japan!\We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended. response:	What was that?!
context: He's innocent.\I saw what happened.\This is an emergency!\An unidentified flying object has emerged over Japan!\We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended.\What was that?! response:	That's the part I wanted to hear about! And you ended it so abruptly!
context: I saw what happened.\This is an emergency!\An unidentified flying object has emerged over Japan!\We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended.\What was that?!\That's the part I wanted to hear about! And you ended it so abruptly! response:	What happens to Earth?!
context: This is an emergency!\An unidentified flying object has emerged over Japan!\We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended.\What was that?!\That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?! response:	I never said I'd tell you.
context: An unidentified flying object has emerged over Japan!\We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended.\What was that?!\That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?!\I never said I'd tell you. response:	I don't want to.
context: We come from the planet of Shogi.\The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended.\What was that?!\That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?!\I never said I'd tell you.\I don't want to. response:	The only reason I did what you asked
context: The most capable player in Japan shall play me for the fate of planet Earth.\And that's how my school trip ended.\What was that?!\That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?!\I never said I'd tell you.\I don't want to.\The only reason I did what you asked response:	was to thank you for coming the other day.
context: And that's how my school trip ended.\What was that?!\That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?!\I never said I'd tell you.\I don't want to.\The only reason I did what you asked\was to thank you for coming the other day. response:	You didn't sound that grateful.
context: What was that?!\That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?!\I never said I'd tell you.\I don't want to.\The only reason I did what you asked\was to thank you for coming the other day.\You didn't sound that grateful. response:	But I can see that you've changed a great deal since then.
context: That's the part I wanted to hear about! And you ended it so abruptly!\What happens to Earth?!\I never said I'd tell you.\I don't want to.\The only reason I did what you asked\was to thank you for coming the other day.\You didn't sound that grateful.\But I can see that you've changed a great deal since then. response:	That meeting that girl changed you.
context: What happens to Earth?!\I never said I'd tell you.\I don't want to.\The only reason I did what you asked\was to thank you for coming the other day.\You didn't sound that grateful.\But I can see that you've changed a great deal since then.\That meeting that girl changed you. response:	Whoa, lucky charms!
context: I never said I'd tell you.\I don't want to.\The only reason I did what you asked\was to thank you for coming the other day.\You didn't sound that grateful.\But I can see that you've changed a great deal since then.\That meeting that girl changed you.\Whoa, lucky charms! response:	Let's buy some!
context: I don't want to.\The only reason I did what you asked\was to thank you for coming the other day.\You didn't sound that grateful.\But I can see that you've changed a great deal since then.\That meeting that girl changed you.\Whoa, lucky charms!\Let's buy some! response:	Why are you following me?
context: The only reason I did what you asked\was to thank you for coming the other day.\You didn't sound that grateful.\But I can see that you've changed a great deal since then.\That meeting that girl changed you.\Whoa, lucky charms!\Let's buy some!\Why are you following me? response:	Go away!
context: was to thank you for coming the other day.\You didn't sound that grateful.\But I can see that you've changed a great deal since then.\That meeting that girl changed you.\Whoa, lucky charms!\Let's buy some!\Why are you following me?\Go away! response:	Do you think I can change, too?
context: You didn't sound that grateful.\But I can see that you've changed a great deal since then.\That meeting that girl changed you.\Whoa, lucky charms!\Let's buy some!\Why are you following me?\Go away!\Do you think I can change, too? response:	I'd like you to help me change, if you could.
context: But I can see that you've changed a great deal since then.\That meeting that girl changed you.\Whoa, lucky charms!\Let's buy some!\Why are you following me?\Go away!\Do you think I can change, too?\I'd like you to help me change, if you could. response:	You're looking for someone, right?
context: That meeting that girl changed you.\Whoa, lucky charms!\Let's buy some!\Why are you following me?\Go away!\Do you think I can change, too?\I'd like you to help me change, if you could.\You're looking for someone, right? response:	Me, too.
context: Whoa, lucky charms!\Let's buy some!\Why are you following me?\Go away!\Do you think I can change, too?\I'd like you to help me change, if you could.\You're looking for someone, right?\Me, too. response:	I can find them myself.
context: Let's buy some!\Why are you following me?\Go away!\Do you think I can change, too?\I'd like you to help me change, if you could.\You're looking for someone, right?\Me, too.\I can find them myself. response:	Go ask someone else.
context: Why are you following me?\Go away!\Do you think I can change, too?\I'd like you to help me change, if you could.\You're looking for someone, right?\Me, too.\I can find them myself.\Go ask someone else. response:	It can't be anyone else.
context: Go away!\Do you think I can change, too?\I'd like you to help me change, if you could.\You're looking for someone, right?\Me, too.\I can find them myself.\Go ask someone else.\It can't be anyone else. response:	We're both alone and lonely.
context: Do you think I can change, too?\I'd like you to help me change, if you could.\You're looking for someone, right?\Me, too.\I can find them myself.\Go ask someone else.\It can't be anyone else.\We're both alone and lonely. response:	We have to stick together.
context: I'd like you to help me change, if you could.\You're looking for someone, right?\Me, too.\I can find them myself.\Go ask someone else.\It can't be anyone else.\We're both alone and lonely.\We have to stick together. response:	I need...
context: You're looking for someone, right?\Me, too.\I can find them myself.\Go ask someone else.\It can't be anyone else.\We're both alone and lonely.\We have to stick together.\I need... response:	We need you.
context: Me, too.\I can find them myself.\Go ask someone else.\It can't be anyone else.\We're both alone and lonely.\We have to stick together.\I need...\We need you. response:	I need you.
context: I can find them myself.\Go ask someone else.\It can't be anyone else.\We're both alone and lonely.\We have to stick together.\I need...\We need you.\I need you. response:	Hey, let's have our picture taken.
context: Go ask someone else.\It can't be anyone else.\We're both alone and lonely.\We have to stick together.\I need...\We need you.\I need you.\Hey, let's have our picture taken. response:	Dude, I never said you could touch it!
context: It can't be anyone else.\We're both alone and lonely.\We have to stick together.\I need...\We need you.\I need you.\Hey, let's have our picture taken.\Dude, I never said you could touch it! response:	Don't look at me.
context: We're both alone and lonely.\We have to stick together.\I need...\We need you.\I need you.\Hey, let's have our picture taken.\Dude, I never said you could touch it!\Don't look at me. response:	Is there any use in having me teach you?
context: We have to stick together.\I need...\We need you.\I need you.\Hey, let's have our picture taken.\Dude, I never said you could touch it!\Don't look at me.\Is there any use in having me teach you? response:	Your average test score is a 29.6.
context: I need...\We need you.\I need you.\Hey, let's have our picture taken.\Dude, I never said you could touch it!\Don't look at me.\Is there any use in having me teach you?\Your average test score is a 29.6. response:	We'll make it work.
context: We need you.\I need you.\Hey, let's have our picture taken.\Dude, I never said you could touch it!\Don't look at me.\Is there any use in having me teach you?\Your average test score is a 29.6.\We'll make it work. response:	We'll do everything we can.
context: I need you.\Hey, let's have our picture taken.\Dude, I never said you could touch it!\Don't look at me.\Is there any use in having me teach you?\Your average test score is a 29.6.\We'll make it work.\We'll do everything we can. response:	Look at this!
context: Hey, let's have our picture taken.\Dude, I never said you could touch it!\Don't look at me.\Is there any use in having me teach you?\Your average test score is a 29.6.\We'll make it work.\We'll do everything we can.\Look at this! response:	I dug up my old lucky charm.
context: Dude, I never said you could touch it!\Don't look at me.\Is there any use in having me teach you?\Your average test score is a 29.6.\We'll make it work.\We'll do everything we can.\Look at this!\I dug up my old lucky charm. response:	You're resorting to prayer?
context: Don't look at me.\Is there any use in having me teach you?\Your average test score is a 29.6.\We'll make it work.\We'll do everything we can.\Look at this!\I dug up my old lucky charm.\You're resorting to prayer? response:	Oh, yeah, that girl bought similar ones, too.
context: Is there any use in having me teach you?\Your average test score is a 29.6.\We'll make it work.\We'll do everything we can.\Look at this!\I dug up my old lucky charm.\You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too. response:	A ton of them.
context: Your average test score is a 29.6.\We'll make it work.\We'll do everything we can.\Look at this!\I dug up my old lucky charm.\You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too.\A ton of them. response:	Five of them.
context: We'll make it work.\We'll do everything we can.\Look at this!\I dug up my old lucky charm.\You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too.\A ton of them.\Five of them. response:	Wait, where did you buy those?
context: We'll do everything we can.\Look at this!\I dug up my old lucky charm.\You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too.\A ton of them.\Five of them.\Wait, where did you buy those? response:	These?
context: Look at this!\I dug up my old lucky charm.\You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too.\A ton of them.\Five of them.\Wait, where did you buy those?\These? response:	I don't remember if I bought them or if someone gave them to me.
context: I dug up my old lucky charm.\You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too.\A ton of them.\Five of them.\Wait, where did you buy those?\These?\I don't remember if I bought them or if someone gave them to me. response:	I think they're from Kyoto, five years ago.
context: You're resorting to prayer?\Oh, yeah, that girl bought similar ones, too.\A ton of them.\Five of them.\Wait, where did you buy those?\These?\I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago. response:	Does that mean...
context: Oh, yeah, that girl bought similar ones, too.\A ton of them.\Five of them.\Wait, where did you buy those?\These?\I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago.\Does that mean... response:	Itsuki!
context: A ton of them.\Five of them.\Wait, where did you buy those?\These?\I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago.\Does that mean...\Itsuki! response:	There you are.
context: Five of them.\Wait, where did you buy those?\These?\I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago.\Does that mean...\Itsuki!\There you are. response:	We went looking all over for you.
context: Wait, where did you buy those?\These?\I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago.\Does that mean...\Itsuki!\There you are.\We went looking all over for you. response:	Let's go, now that the five of us are all here.
context: These?\I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago.\Does that mean...\Itsuki!\There you are.\We went looking all over for you.\Let's go, now that the five of us are all here. response:	Itsuki, I'm going to do it!
context: I don't remember if I bought them or if someone gave them to me.\I think they're from Kyoto, five years ago.\Does that mean...\Itsuki!\There you are.\We went looking all over for you.\Let's go, now that the five of us are all here.\Itsuki, I'm going to do it! response:	And you're going down with me!
context: I think they're from Kyoto, five years ago.\Does that mean...\Itsuki!\There you are.\We went looking all over for you.\Let's go, now that the five of us are all here.\Itsuki, I'm going to do it!\And you're going down with me! response:	Hold on!
context: Does that mean...\Itsuki!\There you are.\We went looking all over for you.\Let's go, now that the five of us are all here.\Itsuki, I'm going to do it!\And you're going down with me!\Hold on! response:	Five years ago...
context: Itsuki!\There you are.\We went looking all over for you.\Let's go, now that the five of us are all here.\Itsuki, I'm going to do it!\And you're going down with me!\Hold on!\Five years ago... response:	In Kyoto...
