context: Painful Countdown response:	Here.
context: It's a method for measuring how long it takes for your lure to sink.\But how am I supposed to do that?\Figure it out yourself.\For example, this lure will sink to the bottom in five seconds.\One... two... three... four... five.\That means it'll be around the middle at three seconds.\You can measure five levels of depth this way.\I see. response:	If you get a bite at three seconds,
context: But how am I supposed to do that?\Figure it out yourself.\For example, this lure will sink to the bottom in five seconds.\One... two... three... four... five.\That means it'll be around the middle at three seconds.\You can measure five levels of depth this way.\I see.\If you get a bite at three seconds, response:	you'll know there are fish there.
context: Figure it out yourself.\For example, this lure will sink to the bottom in five seconds.\One... two... three... four... five.\That means it'll be around the middle at three seconds.\You can measure five levels of depth this way.\I see.\If you get a bite at three seconds,\you'll know there are fish there. response:	Of course, the depth of the ocean varies from location to location.
context: For example, this lure will sink to the bottom in five seconds.\One... two... three... four... five.\That means it'll be around the middle at three seconds.\You can measure five levels of depth this way.\I see.\If you get a bite at three seconds,\you'll know there are fish there.\Of course, the depth of the ocean varies from location to location. response:	So I should cast over there
context: One... two... three... four... five.\That means it'll be around the middle at three seconds.\You can measure five levels of depth this way.\I see.\If you get a bite at three seconds,\you'll know there are fish there.\Of course, the depth of the ocean varies from location to location.\So I should cast over there response:	and measure the depth?
context: That means it'll be around the middle at three seconds.\You can measure five levels of depth this way.\I see.\If you get a bite at three seconds,\you'll know there are fish there.\Of course, the depth of the ocean varies from location to location.\So I should cast over there\and measure the depth? response:	Yeah.
context: You can measure five levels of depth this way.\I see.\If you get a bite at three seconds,\you'll know there are fish there.\Of course, the depth of the ocean varies from location to location.\So I should cast over there\and measure the depth?\Yeah. response:	What will you do, then?
context: I see.\If you get a bite at three seconds,\you'll know there are fish there.\Of course, the depth of the ocean varies from location to location.\So I should cast over there\and measure the depth?\Yeah.\What will you do, then? response:	Once I figure out where the fish are,
context: If you get a bite at three seconds,\you'll know there are fish there.\Of course, the depth of the ocean varies from location to location.\So I should cast over there\and measure the depth?\Yeah.\What will you do, then?\Once I figure out where the fish are, response:	I'll bait the fish by making them think my lure's food.
context: you'll know there are fish there.\Of course, the depth of the ocean varies from location to location.\So I should cast over there\and measure the depth?\Yeah.\What will you do, then?\Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food. response:	That's right.
context: Of course, the depth of the ocean varies from location to location.\So I should cast over there\and measure the depth?\Yeah.\What will you do, then?\Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food.\That's right. response:	Let's start already.
context: So I should cast over there\and measure the depth?\Yeah.\What will you do, then?\Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food.\That's right.\Let's start already. response:	The first one to catch one wins.
context: and measure the depth?\Yeah.\What will you do, then?\Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food.\That's right.\Let's start already.\The first one to catch one wins. response:	Bring it on!
context: Yeah.\What will you do, then?\Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food.\That's right.\Let's start already.\The first one to catch one wins.\Bring it on! response:	Eno... shima... bowl!
context: What will you do, then?\Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food.\That's right.\Let's start already.\The first one to catch one wins.\Bring it on!\Eno... shima... bowl! response:	Damn it.
context: Once I figure out where the fish are,\I'll bait the fish by making them think my lure's food.\That's right.\Let's start already.\The first one to catch one wins.\Bring it on!\Eno... shima... bowl!\Damn it. response:	He won't be easy to beat.
context: I'll bait the fish by making them think my lure's food.\That's right.\Let's start already.\The first one to catch one wins.\Bring it on!\Eno... shima... bowl!\Damn it.\He won't be easy to beat. response:	Yuki, why don't you switch to another lure?
context: That's right.\Let's start already.\The first one to catch one wins.\Bring it on!\Eno... shima... bowl!\Damn it.\He won't be easy to beat.\Yuki, why don't you switch to another lure? response:	Enoshima bowl!
context: Let's start already.\The first one to catch one wins.\Bring it on!\Eno... shima... bowl!\Damn it.\He won't be easy to beat.\Yuki, why don't you switch to another lure?\Enoshima bowl! response:	But I decided I'd fish with this one.
context: The first one to catch one wins.\Bring it on!\Eno... shima... bowl!\Damn it.\He won't be easy to beat.\Yuki, why don't you switch to another lure?\Enoshima bowl!\But I decided I'd fish with this one. response:	If you always use the same tactic,
context: Bring it on!\Eno... shima... bowl!\Damn it.\He won't be easy to beat.\Yuki, why don't you switch to another lure?\Enoshima bowl!\But I decided I'd fish with this one.\If you always use the same tactic, response:	your target will deceive you.
context: Eno... shima... bowl!\Damn it.\He won't be easy to beat.\Yuki, why don't you switch to another lure?\Enoshima bowl!\But I decided I'd fish with this one.\If you always use the same tactic,\your target will deceive you. response:	He's not doing the same thing.
context: Damn it.\He won't be easy to beat.\Yuki, why don't you switch to another lure?\Enoshima bowl!\But I decided I'd fish with this one.\If you always use the same tactic,\your target will deceive you.\He's not doing the same thing. response:	One, two, three.
context: He won't be easy to beat.\Yuki, why don't you switch to another lure?\Enoshima bowl!\But I decided I'd fish with this one.\If you always use the same tactic,\your target will deceive you.\He's not doing the same thing.\One, two, three. response:	He's been testing all sorts of things.
context: Yuki, why don't you switch to another lure?\Enoshima bowl!\But I decided I'd fish with this one.\If you always use the same tactic,\your target will deceive you.\He's not doing the same thing.\One, two, three.\He's been testing all sorts of things. response:	Akira.
context: Enoshima bowl!\But I decided I'd fish with this one.\If you always use the same tactic,\your target will deceive you.\He's not doing the same thing.\One, two, three.\He's been testing all sorts of things.\Akira. response:	What?
context: But I decided I'd fish with this one.\If you always use the same tactic,\your target will deceive you.\He's not doing the same thing.\One, two, three.\He's been testing all sorts of things.\Akira.\What? response:	Sorry for surprising you the other day.
context: If you always use the same tactic,\your target will deceive you.\He's not doing the same thing.\One, two, three.\He's been testing all sorts of things.\Akira.\What?\Sorry for surprising you the other day. response:	I won't do it again.
context: your target will deceive you.\He's not doing the same thing.\One, two, three.\He's been testing all sorts of things.\Akira.\What?\Sorry for surprising you the other day.\I won't do it again. response:	I'm fine now.
context: He's not doing the same thing.\One, two, three.\He's been testing all sorts of things.\Akira.\What?\Sorry for surprising you the other day.\I won't do it again.\I'm fine now. response:	What terrible acting, Tapioca.
context: One, two, three.\He's been testing all sorts of things.\Akira.\What?\Sorry for surprising you the other day.\I won't do it again.\I'm fine now.\What terrible acting, Tapioca. response:	What?
context: He's been testing all sorts of things.\Akira.\What?\Sorry for surprising you the other day.\I won't do it again.\I'm fine now.\What terrible acting, Tapioca.\What? response:	Onii-chan.
context: Akira.\What?\Sorry for surprising you the other day.\I won't do it again.\I'm fine now.\What terrible acting, Tapioca.\What?\Onii-chan. response:	Sakura.
context: What?\Sorry for surprising you the other day.\I won't do it again.\I'm fine now.\What terrible acting, Tapioca.\What?\Onii-chan.\Sakura. response:	Catch anything?
context: Sorry for surprising you the other day.\I won't do it again.\I'm fine now.\What terrible acting, Tapioca.\What?\Onii-chan.\Sakura.\Catch anything? response:	Not yet.
context: I won't do it again.\I'm fine now.\What terrible acting, Tapioca.\What?\Onii-chan.\Sakura.\Catch anything?\Not yet. response:	You just watch.
context: I'm fine now.\What terrible acting, Tapioca.\What?\Onii-chan.\Sakura.\Catch anything?\Not yet.\You just watch. response:	I'll catch you a huge one.
context: What terrible acting, Tapioca.\What?\Onii-chan.\Sakura.\Catch anything?\Not yet.\You just watch.\I'll catch you a huge one. response:	Hey, listen.
context: What?\Onii-chan.\Sakura.\Catch anything?\Not yet.\You just watch.\I'll catch you a huge one.\Hey, listen. response:	The day after tomorrow's my brother's birthday.
context: Onii-chan.\Sakura.\Catch anything?\Not yet.\You just watch.\I'll catch you a huge one.\Hey, listen.\The day after tomorrow's my brother's birthday. response:	Huh? It is?
context: Sakura.\Catch anything?\Not yet.\You just watch.\I'll catch you a huge one.\Hey, listen.\The day after tomorrow's my brother's birthday.\Huh? It is? response:	Natsuki, happy birthday!
context: Catch anything?\Not yet.\You just watch.\I'll catch you a huge one.\Hey, listen.\The day after tomorrow's my brother's birthday.\Huh? It is?\Natsuki, happy birthday! response:	We're going to go fishing as a family.
context: Not yet.\You just watch.\I'll catch you a huge one.\Hey, listen.\The day after tomorrow's my brother's birthday.\Huh? It is?\Natsuki, happy birthday!\We're going to go fishing as a family. response:	Come with us.
context: You just watch.\I'll catch you a huge one.\Hey, listen.\The day after tomorrow's my brother's birthday.\Huh? It is?\Natsuki, happy birthday!\We're going to go fishing as a family.\Come with us. response:	What? Aren't you going with your family?
context: I'll catch you a huge one.\Hey, listen.\The day after tomorrow's my brother's birthday.\Huh? It is?\Natsuki, happy birthday!\We're going to go fishing as a family.\Come with us.\What? Aren't you going with your family? response:	It won't be just my family.
context: Hey, listen.\The day after tomorrow's my brother's birthday.\Huh? It is?\Natsuki, happy birthday!\We're going to go fishing as a family.\Come with us.\What? Aren't you going with your family?\It won't be just my family. response:	Tapioca!
context: The day after tomorrow's my brother's birthday.\Huh? It is?\Natsuki, happy birthday!\We're going to go fishing as a family.\Come with us.\What? Aren't you going with your family?\It won't be just my family.\Tapioca! response:	I want this.
context: Huh? It is?\Natsuki, happy birthday!\We're going to go fishing as a family.\Come with us.\What? Aren't you going with your family?\It won't be just my family.\Tapioca!\I want this. response:	This looks good, too.
context: Natsuki, happy birthday!\We're going to go fishing as a family.\Come with us.\What? Aren't you going with your family?\It won't be just my family.\Tapioca!\I want this.\This looks good, too. response:	I'll catch anything you want.
context: We're going to go fishing as a family.\Come with us.\What? Aren't you going with your family?\It won't be just my family.\Tapioca!\I want this.\This looks good, too.\I'll catch anything you want. response:	Come on, come on, come on!
context: Come with us.\What? Aren't you going with your family?\It won't be just my family.\Tapioca!\I want this.\This looks good, too.\I'll catch anything you want.\Come on, come on, come on! response:	Right, Natsuki?
context: What? Aren't you going with your family?\It won't be just my family.\Tapioca!\I want this.\This looks good, too.\I'll catch anything you want.\Come on, come on, come on!\Right, Natsuki? response:	Come on, come on, come on!
context: It won't be just my family.\Tapioca!\I want this.\This looks good, too.\I'll catch anything you want.\Come on, come on, come on!\Right, Natsuki?\Come on, come on, come on! response:	Is everything okay now?
context: Tapioca!\I want this.\This looks good, too.\I'll catch anything you want.\Come on, come on, come on!\Right, Natsuki?\Come on, come on, come on!\Is everything okay now? response:	Did something sad happen?
context: I want this.\This looks good, too.\I'll catch anything you want.\Come on, come on, come on!\Right, Natsuki?\Come on, come on, come on!\Is everything okay now?\Did something sad happen? response:	Sad?
context: This looks good, too.\I'll catch anything you want.\Come on, come on, come on!\Right, Natsuki?\Come on, come on, come on!\Is everything okay now?\Did something sad happen?\Sad? response:	Your chest hurts, doesn't it?
context: I'll catch anything you want.\Come on, come on, come on!\Right, Natsuki?\Come on, come on, come on!\Is everything okay now?\Did something sad happen?\Sad?\Your chest hurts, doesn't it? response:	Does your chest hurt sometimes?
context: Come on, come on, come on!\Right, Natsuki?\Come on, come on, come on!\Is everything okay now?\Did something sad happen?\Sad?\Your chest hurts, doesn't it?\Does your chest hurt sometimes? response:	Sometimes, but you can't fix it with a band-aid.
context: Right, Natsuki?\Come on, come on, come on!\Is everything okay now?\Did something sad happen?\Sad?\Your chest hurts, doesn't it?\Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid. response:	How can I fix it?
context: Come on, come on, come on!\Is everything okay now?\Did something sad happen?\Sad?\Your chest hurts, doesn't it?\Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid.\How can I fix it? response:	You have to try.
context: Is everything okay now?\Did something sad happen?\Sad?\Your chest hurts, doesn't it?\Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid.\How can I fix it?\You have to try. response:	What?
context: Did something sad happen?\Sad?\Your chest hurts, doesn't it?\Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid.\How can I fix it?\You have to try.\What? response:	You have to try.
context: Sad?\Your chest hurts, doesn't it?\Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid.\How can I fix it?\You have to try.\What?\You have to try. response:	Think really hard about what you can do.
context: Your chest hurts, doesn't it?\Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid.\How can I fix it?\You have to try.\What?\You have to try.\Think really hard about what you can do. response:	You have to try.
context: Does your chest hurt sometimes?\Sometimes, but you can't fix it with a band-aid.\How can I fix it?\You have to try.\What?\You have to try.\Think really hard about what you can do.\You have to try. response:	Try...
context: Sometimes, but you can't fix it with a band-aid.\How can I fix it?\You have to try.\What?\You have to try.\Think really hard about what you can do.\You have to try.\Try... response:	Whoops.
context: How can I fix it?\You have to try.\What?\You have to try.\Think really hard about what you can do.\You have to try.\Try...\Whoops. response:	What are those?
context: You have to try.\What?\You have to try.\Think really hard about what you can do.\You have to try.\Try...\Whoops.\What are those? response:	They're beautiful.
context: What?\You have to try.\Think really hard about what you can do.\You have to try.\Try...\Whoops.\What are those?\They're beautiful. response:	Is that a present?
context: You have to try.\Think really hard about what you can do.\You have to try.\Try...\Whoops.\What are those?\They're beautiful.\Is that a present? response:	Yeah.
context: Think really hard about what you can do.\You have to try.\Try...\Whoops.\What are those?\They're beautiful.\Is that a present?\Yeah. response:	This blue one's for my brother,
context: You have to try.\Try...\Whoops.\What are those?\They're beautiful.\Is that a present?\Yeah.\This blue one's for my brother, response:	the purple one's for Dad, mine's pink, and Mari-chan's is yellow.
context: Try...\Whoops.\What are those?\They're beautiful.\Is that a present?\Yeah.\This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow. response:	They're all our favorite colors.
context: Whoops.\What are those?\They're beautiful.\Is that a present?\Yeah.\This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors. response:	Did you make all of those?
context: What are those?\They're beautiful.\Is that a present?\Yeah.\This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors.\Did you make all of those? response:	Yeah, with Dad.
context: They're beautiful.\Is that a present?\Yeah.\This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors.\Did you make all of those?\Yeah, with Dad. response:	This string is Dad's fishing line.
context: Is that a present?\Yeah.\This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors.\Did you make all of those?\Yeah, with Dad.\This string is Dad's fishing line. response:	That's amazing!
context: Yeah.\This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors.\Did you make all of those?\Yeah, with Dad.\This string is Dad's fishing line.\That's amazing! response:	What about this orange one?
context: This blue one's for my brother,\the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors.\Did you make all of those?\Yeah, with Dad.\This string is Dad's fishing line.\That's amazing!\What about this orange one? response:	That's Mom's.
context: the purple one's for Dad, mine's pink, and Mari-chan's is yellow.\They're all our favorite colors.\Did you make all of those?\Yeah, with Dad.\This string is Dad's fishing line.\That's amazing!\What about this orange one?\That's Mom's. response:	I'm going to put it on our family shrine.
context: They're all our favorite colors.\Did you make all of those?\Yeah, with Dad.\This string is Dad's fishing line.\That's amazing!\What about this orange one?\That's Mom's.\I'm going to put it on our family shrine. response:	I see.
context: Did you make all of those?\Yeah, with Dad.\This string is Dad's fishing line.\That's amazing!\What about this orange one?\That's Mom's.\I'm going to put it on our family shrine.\I see. response:	I'm sure Natsuki will be happy.
context: Yeah, with Dad.\This string is Dad's fishing line.\That's amazing!\What about this orange one?\That's Mom's.\I'm going to put it on our family shrine.\I see.\I'm sure Natsuki will be happy. response:	But what will I do if he doesn't come?
context: This string is Dad's fishing line.\That's amazing!\What about this orange one?\That's Mom's.\I'm going to put it on our family shrine.\I see.\I'm sure Natsuki will be happy.\But what will I do if he doesn't come? response:	Sakura-chan, you're worried about him?
context: That's amazing!\What about this orange one?\That's Mom's.\I'm going to put it on our family shrine.\I see.\I'm sure Natsuki will be happy.\But what will I do if he doesn't come?\Sakura-chan, you're worried about him? response:	I don't think he really wants to come.
context: What about this orange one?\That's Mom's.\I'm going to put it on our family shrine.\I see.\I'm sure Natsuki will be happy.\But what will I do if he doesn't come?\Sakura-chan, you're worried about him?\I don't think he really wants to come. response:	All right. Let's all go.
context: That's Mom's.\I'm going to put it on our family shrine.\I see.\I'm sure Natsuki will be happy.\But what will I do if he doesn't come?\Sakura-chan, you're worried about him?\I don't think he really wants to come.\All right. Let's all go. response:	I'll take my boat out.
context: I'm going to put it on our family shrine.\I see.\I'm sure Natsuki will be happy.\But what will I do if he doesn't come?\Sakura-chan, you're worried about him?\I don't think he really wants to come.\All right. Let's all go.\I'll take my boat out. response:	Really?
context: I see.\I'm sure Natsuki will be happy.\But what will I do if he doesn't come?\Sakura-chan, you're worried about him?\I don't think he really wants to come.\All right. Let's all go.\I'll take my boat out.\Really? response:	Yeah.
context: I'm sure Natsuki will be happy.\But what will I do if he doesn't come?\Sakura-chan, you're worried about him?\I don't think he really wants to come.\All right. Let's all go.\I'll take my boat out.\Really?\Yeah. response:	Weird things have been happening around here lately,
context: But what will I do if he doesn't come?\Sakura-chan, you're worried about him?\I don't think he really wants to come.\All right. Let's all go.\I'll take my boat out.\Really?\Yeah.\Weird things have been happening around here lately, response:	but we'll be fine as long as we don't go out too far.
context: Sakura-chan, you're worried about him?\I don't think he really wants to come.\All right. Let's all go.\I'll take my boat out.\Really?\Yeah.\Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far. response:	Thank you, Ayumi-chan.
context: I don't think he really wants to come.\All right. Let's all go.\I'll take my boat out.\Really?\Yeah.\Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan. response:	I have a feeling things won't go so well.
context: All right. Let's all go.\I'll take my boat out.\Really?\Yeah.\Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan.\I have a feeling things won't go so well. response:	No.
context: I'll take my boat out.\Really?\Yeah.\Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan.\I have a feeling things won't go so well.\No. response:	With everyone there, they cannot fight.
context: Really?\Yeah.\Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan.\I have a feeling things won't go so well.\No.\With everyone there, they cannot fight. response:	Indian, you say some smart things sometimes.
context: Yeah.\Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan.\I have a feeling things won't go so well.\No.\With everyone there, they cannot fight.\Indian, you say some smart things sometimes. response:	Haru-chan, you'll come, too, won't you?
context: Weird things have been happening around here lately,\but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan.\I have a feeling things won't go so well.\No.\With everyone there, they cannot fight.\Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you? response:	What?
context: but we'll be fine as long as we don't go out too far.\Thank you, Ayumi-chan.\I have a feeling things won't go so well.\No.\With everyone there, they cannot fight.\Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you?\What? response:	I've got to play ball in a cup that day.
context: Thank you, Ayumi-chan.\I have a feeling things won't go so well.\No.\With everyone there, they cannot fight.\Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you?\What?\I've got to play ball in a cup that day. response:	But... I want everyone to come.
context: I have a feeling things won't go so well.\No.\With everyone there, they cannot fight.\Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you?\What?\I've got to play ball in a cup that day.\But... I want everyone to come. response:	But my ball in a cup...
context: No.\With everyone there, they cannot fight.\Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you?\What?\I've got to play ball in a cup that day.\But... I want everyone to come.\But my ball in a cup... response:	Haru, enough already!
context: With everyone there, they cannot fight.\Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you?\What?\I've got to play ball in a cup that day.\But... I want everyone to come.\But my ball in a cup...\Haru, enough already! response:	You used to never shut up about fishing.
context: Indian, you say some smart things sometimes.\Haru-chan, you'll come, too, won't you?\What?\I've got to play ball in a cup that day.\But... I want everyone to come.\But my ball in a cup...\Haru, enough already!\You used to never shut up about fishing. response:	But it's dangerous in the ocean.
context: Haru-chan, you'll come, too, won't you?\What?\I've got to play ball in a cup that day.\But... I want everyone to come.\But my ball in a cup...\Haru, enough already!\You used to never shut up about fishing.\But it's dangerous in the ocean. response:	It'll be okay.
context: What?\I've got to play ball in a cup that day.\But... I want everyone to come.\But my ball in a cup...\Haru, enough already!\You used to never shut up about fishing.\But it's dangerous in the ocean.\It'll be okay. response:	The captain will be with us.
context: I've got to play ball in a cup that day.\But... I want everyone to come.\But my ball in a cup...\Haru, enough already!\You used to never shut up about fishing.\But it's dangerous in the ocean.\It'll be okay.\The captain will be with us. response:	That's right, Haru.
context: But... I want everyone to come.\But my ball in a cup...\Haru, enough already!\You used to never shut up about fishing.\But it's dangerous in the ocean.\It'll be okay.\The captain will be with us.\That's right, Haru. response:	Everyone will be sad if you don't go.
context: But my ball in a cup...\Haru, enough already!\You used to never shut up about fishing.\But it's dangerous in the ocean.\It'll be okay.\The captain will be with us.\That's right, Haru.\Everyone will be sad if you don't go. response:	Akira.
context: Haru, enough already!\You used to never shut up about fishing.\But it's dangerous in the ocean.\It'll be okay.\The captain will be with us.\That's right, Haru.\Everyone will be sad if you don't go.\Akira. response:	I don't know what to do.
context: You used to never shut up about fishing.\But it's dangerous in the ocean.\It'll be okay.\The captain will be with us.\That's right, Haru.\Everyone will be sad if you don't go.\Akira.\I don't know what to do. response:	You have to try.
context: But it's dangerous in the ocean.\It'll be okay.\The captain will be with us.\That's right, Haru.\Everyone will be sad if you don't go.\Akira.\I don't know what to do.\You have to try. response:	Try?
context: It'll be okay.\The captain will be with us.\That's right, Haru.\Everyone will be sad if you don't go.\Akira.\I don't know what to do.\You have to try.\Try? response:	That's right.
context: The captain will be with us.\That's right, Haru.\Everyone will be sad if you don't go.\Akira.\I don't know what to do.\You have to try.\Try?\That's right. response:	Don't you remember?
context: That's right, Haru.\Everyone will be sad if you don't go.\Akira.\I don't know what to do.\You have to try.\Try?\That's right.\Don't you remember? response:	You said it's better for everyone to get along.
context: Everyone will be sad if you don't go.\Akira.\I don't know what to do.\You have to try.\Try?\That's right.\Don't you remember?\You said it's better for everyone to get along. response:	I did.
context: Akira.\I don't know what to do.\You have to try.\Try?\That's right.\Don't you remember?\You said it's better for everyone to get along.\I did. response:	Tomorrow's our chance for everyone to get along.
context: I don't know what to do.\You have to try.\Try?\That's right.\Don't you remember?\You said it's better for everyone to get along.\I did.\Tomorrow's our chance for everyone to get along. response:	We've got to try to make Natsuki happy.
context: You have to try.\Try?\That's right.\Don't you remember?\You said it's better for everyone to get along.\I did.\Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy. response:	Sure, got it.
context: Try?\That's right.\Don't you remember?\You said it's better for everyone to get along.\I did.\Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy.\Sure, got it. response:	Sakura, I'll try.
context: That's right.\Don't you remember?\You said it's better for everyone to get along.\I did.\Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy.\Sure, got it.\Sakura, I'll try. response:	It's better if everyone's friends, so I'll try.
context: Don't you remember?\You said it's better for everyone to get along.\I did.\Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy.\Sure, got it.\Sakura, I'll try.\It's better if everyone's friends, so I'll try. response:	Tapioca, this is our chance to gather evidence.
context: You said it's better for everyone to get along.\I did.\Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy.\Sure, got it.\Sakura, I'll try.\It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence. response:	Please don't get in our way tomorrow.
context: I did.\Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy.\Sure, got it.\Sakura, I'll try.\It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow. response:	I don't like to be sad.
context: Tomorrow's our chance for everyone to get along.\We've got to try to make Natsuki happy.\Sure, got it.\Sakura, I'll try.\It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow.\I don't like to be sad. response:	I want to be friends with everyone forever.
context: We've got to try to make Natsuki happy.\Sure, got it.\Sakura, I'll try.\It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow.\I don't like to be sad.\I want to be friends with everyone forever. response:	Koko-chan, you came.
context: Sure, got it.\Sakura, I'll try.\It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow.\I don't like to be sad.\I want to be friends with everyone forever.\Koko-chan, you came. response:	Of course I did.
context: Sakura, I'll try.\It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow.\I don't like to be sad.\I want to be friends with everyone forever.\Koko-chan, you came.\Of course I did. response:	Thanks a bunch.
context: It's better if everyone's friends, so I'll try.\Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow.\I don't like to be sad.\I want to be friends with everyone forever.\Koko-chan, you came.\Of course I did.\Thanks a bunch. response:	All right, everyone. All aboard!
context: Tapioca, this is our chance to gather evidence.\Please don't get in our way tomorrow.\I don't like to be sad.\I want to be friends with everyone forever.\Koko-chan, you came.\Of course I did.\Thanks a bunch.\All right, everyone. All aboard! response:	Yeah!
context: Please don't get in our way tomorrow.\I don't like to be sad.\I want to be friends with everyone forever.\Koko-chan, you came.\Of course I did.\Thanks a bunch.\All right, everyone. All aboard!\Yeah! response:	Enoshima game!
context: I don't like to be sad.\I want to be friends with everyone forever.\Koko-chan, you came.\Of course I did.\Thanks a bunch.\All right, everyone. All aboard!\Yeah!\Enoshima game! response:	Yeah!
context: I want to be friends with everyone forever.\Koko-chan, you came.\Of course I did.\Thanks a bunch.\All right, everyone. All aboard!\Yeah!\Enoshima game!\Yeah! response:	The loser will be punished!
context: Koko-chan, you came.\Of course I did.\Thanks a bunch.\All right, everyone. All aboard!\Yeah!\Enoshima game!\Yeah!\The loser will be punished! response:	What?
context: Of course I did.\Thanks a bunch.\All right, everyone. All aboard!\Yeah!\Enoshima game!\Yeah!\The loser will be punished!\What? response:	Let's go!
context: Thanks a bunch.\All right, everyone. All aboard!\Yeah!\Enoshima game!\Yeah!\The loser will be punished!\What?\Let's go! response:	Enoshima...
context: All right, everyone. All aboard!\Yeah!\Enoshima game!\Yeah!\The loser will be punished!\What?\Let's go!\Enoshima... response:	Specialties!
context: Yeah!\Enoshima game!\Yeah!\The loser will be punished!\What?\Let's go!\Enoshima...\Specialties! response:	Whitebait!
context: Enoshima game!\Yeah!\The loser will be punished!\What?\Let's go!\Enoshima...\Specialties!\Whitebait! response:	Esca!
context: Yeah!\The loser will be punished!\What?\Let's go!\Enoshima...\Specialties!\Whitebait!\Esca! response:	Mister Indian loses!
context: The loser will be punished!\What?\Let's go!\Enoshima...\Specialties!\Whitebait!\Esca!\Mister Indian loses! response:	Mister?
context: What?\Let's go!\Enoshima...\Specialties!\Whitebait!\Esca!\Mister Indian loses!\Mister? response:	One more time and you'll be punished.
context: Let's go!\Enoshima...\Specialties!\Whitebait!\Esca!\Mister Indian loses!\Mister?\One more time and you'll be punished. response:	Shut up, alien.
context: Enoshima...\Specialties!\Whitebait!\Esca!\Mister Indian loses!\Mister?\One more time and you'll be punished.\Shut up, alien. response:	Who knew you were so stupid, Indian?
context: Specialties!\Whitebait!\Esca!\Mister Indian loses!\Mister?\One more time and you'll be punished.\Shut up, alien.\Who knew you were so stupid, Indian? response:	Right, Misaki-san?
context: Whitebait!\Esca!\Mister Indian loses!\Mister?\One more time and you'll be punished.\Shut up, alien.\Who knew you were so stupid, Indian?\Right, Misaki-san? response:	Enoshima!
context: Esca!\Mister Indian loses!\Mister?\One more time and you'll be punished.\Shut up, alien.\Who knew you were so stupid, Indian?\Right, Misaki-san?\Enoshima! response:	Specialties!
