context: I can hear cats meowing. response:	Say, you cats have nine lives, do you not?
context: What mother fails to protect her own child?\It would be unthinkable, at least to me.\Yeah. I guess.\Chise!\Don't take this personally.\Mina.\Mina.\Mina. response:	Matthew.
context: It would be unthinkable, at least to me.\Yeah. I guess.\Chise!\Don't take this personally.\Mina.\Mina.\Mina.\Matthew. response:	I'm home, Mina.
context: Yeah. I guess.\Chise!\Don't take this personally.\Mina.\Mina.\Mina.\Matthew.\I'm home, Mina. response:	Shouldn't you be in bed?
context: Chise!\Don't take this personally.\Mina.\Mina.\Mina.\Matthew.\I'm home, Mina.\Shouldn't you be in bed? response:	I'm fine, Matthew.
context: Don't take this personally.\Mina.\Mina.\Mina.\Matthew.\I'm home, Mina.\Shouldn't you be in bed?\I'm fine, Matthew. response:	Here.
context: Mina.\Mina.\Mina.\Matthew.\I'm home, Mina.\Shouldn't you be in bed?\I'm fine, Matthew.\Here. response:	Wow!
context: Mina.\Mina.\Matthew.\I'm home, Mina.\Shouldn't you be in bed?\I'm fine, Matthew.\Here.\Wow! response:	There were lots of them blooming by the garden.
context: Mina.\Matthew.\I'm home, Mina.\Shouldn't you be in bed?\I'm fine, Matthew.\Here.\Wow!\There were lots of them blooming by the garden. response:	I wanted to show you.
context: Matthew.\I'm home, Mina.\Shouldn't you be in bed?\I'm fine, Matthew.\Here.\Wow!\There were lots of them blooming by the garden.\I wanted to show you. response:	Thank you.
context: I'm home, Mina.\Shouldn't you be in bed?\I'm fine, Matthew.\Here.\Wow!\There were lots of them blooming by the garden.\I wanted to show you.\Thank you. response:	How's your fever?
context: Shouldn't you be in bed?\I'm fine, Matthew.\Here.\Wow!\There were lots of them blooming by the garden.\I wanted to show you.\Thank you.\How's your fever? response:	You're still burning up.
context: I'm fine, Matthew.\Here.\Wow!\There were lots of them blooming by the garden.\I wanted to show you.\Thank you.\How's your fever?\You're still burning up. response:	Come on.
context: Here.\Wow!\There were lots of them blooming by the garden.\I wanted to show you.\Thank you.\How's your fever?\You're still burning up.\Come on. response:	Shoo.
context: Wow!\There were lots of them blooming by the garden.\I wanted to show you.\Thank you.\How's your fever?\You're still burning up.\Come on.\Shoo. response:	Get off your butt and go catch some mice or something.
context: There were lots of them blooming by the garden.\I wanted to show you.\Thank you.\How's your fever?\You're still burning up.\Come on.\Shoo.\Get off your butt and go catch some mice or something. response:	What's his problem?
context: I wanted to show you.\Thank you.\How's your fever?\You're still burning up.\Come on.\Shoo.\Get off your butt and go catch some mice or something.\What's his problem? response:	That cat seriously only likes you.
context: Thank you.\How's your fever?\You're still burning up.\Come on.\Shoo.\Get off your butt and go catch some mice or something.\What's his problem?\That cat seriously only likes you. response:	I heard there's a wandering sorcerer in town right now.
context: How's your fever?\You're still burning up.\Come on.\Shoo.\Get off your butt and go catch some mice or something.\What's his problem?\That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now. response:	I'll ask if they have any good medicine.
context: You're still burning up.\Come on.\Shoo.\Get off your butt and go catch some mice or something.\What's his problem?\That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine. response:	I'm sorry, dear.
context: Come on.\Shoo.\Get off your butt and go catch some mice or something.\What's his problem?\That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine.\I'm sorry, dear. response:	I always do this to you.
context: Shoo.\Get off your butt and go catch some mice or something.\What's his problem?\That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine.\I'm sorry, dear.\I always do this to you. response:	You don't need to apologize.
context: Get off your butt and go catch some mice or something.\What's his problem?\That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine.\I'm sorry, dear.\I always do this to you.\You don't need to apologize. response:	You've always been prone to sickness, but I knew that when we got together.
context: What's his problem?\That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine.\I'm sorry, dear.\I always do this to you.\You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together. response:	Now, get some sleep.
context: That cat seriously only likes you.\I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine.\I'm sorry, dear.\I always do this to you.\You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep. response:	You better not be knitting socks or coats like last time.
context: I heard there's a wandering sorcerer in town right now.\I'll ask if they have any good medicine.\I'm sorry, dear.\I always do this to you.\You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep.\You better not be knitting socks or coats like last time. response:	Fine.
context: I'll ask if they have any good medicine.\I'm sorry, dear.\I always do this to you.\You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep.\You better not be knitting socks or coats like last time.\Fine. response:	See you soon.
context: I'm sorry, dear.\I always do this to you.\You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep.\You better not be knitting socks or coats like last time.\Fine.\See you soon. response:	If only I had nine lives, like a cat.
context: I always do this to you.\You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep.\You better not be knitting socks or coats like last time.\Fine.\See you soon.\If only I had nine lives, like a cat. response:	This was my sin,
context: You don't need to apologize.\You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep.\You better not be knitting socks or coats like last time.\Fine.\See you soon.\If only I had nine lives, like a cat.\This was my sin, response:	and my punishment for resting my laurels on his love.
context: You've always been prone to sickness, but I knew that when we got together.\Now, get some sleep.\You better not be knitting socks or coats like last time.\Fine.\See you soon.\If only I had nine lives, like a cat.\This was my sin,\and my punishment for resting my laurels on his love. response:	Who are you?
context: Now, get some sleep.\You better not be knitting socks or coats like last time.\Fine.\See you soon.\If only I had nine lives, like a cat.\This was my sin,\and my punishment for resting my laurels on his love.\Who are you? response:	I suppose you could say I'm the core of this corruption.
context: You better not be knitting socks or coats like last time.\Fine.\See you soon.\If only I had nine lives, like a cat.\This was my sin,\and my punishment for resting my laurels on his love.\Who are you?\I suppose you could say I'm the core of this corruption. response:	Core?
context: Fine.\See you soon.\If only I had nine lives, like a cat.\This was my sin,\and my punishment for resting my laurels on his love.\Who are you?\I suppose you could say I'm the core of this corruption.\Core? response:	This man is affixed to me. He won't let go.
context: See you soon.\If only I had nine lives, like a cat.\This was my sin,\and my punishment for resting my laurels on his love.\Who are you?\I suppose you could say I'm the core of this corruption.\Core?\This man is affixed to me. He won't let go. response:	It's my fault that he's become such an abomination.
context: If only I had nine lives, like a cat.\This was my sin,\and my punishment for resting my laurels on his love.\Who are you?\I suppose you could say I'm the core of this corruption.\Core?\This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination. response:	This man...
context: This was my sin,\and my punishment for resting my laurels on his love.\Who are you?\I suppose you could say I'm the core of this corruption.\Core?\This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination.\This man... response:	Matthew.
context: and my punishment for resting my laurels on his love.\Who are you?\I suppose you could say I'm the core of this corruption.\Core?\This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination.\This man...\Matthew. response:	My husband.
context: Who are you?\I suppose you could say I'm the core of this corruption.\Core?\This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination.\This man...\Matthew.\My husband. response:	Please.
context: I suppose you could say I'm the core of this corruption.\Core?\This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination.\This man...\Matthew.\My husband.\Please. response:	For his sake,
context: Core?\This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination.\This man...\Matthew.\My husband.\Please.\For his sake, response:	and mine...
context: This man is affixed to me. He won't let go.\It's my fault that he's become such an abomination.\This man...\Matthew.\My husband.\Please.\For his sake,\and mine... response:	Wait, I don't know anything yet
context: It's my fault that he's become such an abomination.\This man...\Matthew.\My husband.\Please.\For his sake,\and mine...\Wait, I don't know anything yet response:	Chise.
context: This man...\Matthew.\My husband.\Please.\For his sake,\and mine...\Wait, I don't know anything yet\Chise. response:	Chise!
context: Matthew.\My husband.\Please.\For his sake,\and mine...\Wait, I don't know anything yet\Chise.\Chise! response:	Chise.
context: My husband.\Please.\For his sake,\and mine...\Wait, I don't know anything yet\Chise.\Chise!\Chise. response:	Elias.
context: Please.\For his sake,\and mine...\Wait, I don't know anything yet\Chise.\Chise!\Chise.\Elias. response:	I'm sorry I didn't come sooner.
context: For his sake,\and mine...\Wait, I don't know anything yet\Chise.\Chise!\Chise.\Elias.\I'm sorry I didn't come sooner. response:	Are you all right?
context: and mine...\Wait, I don't know anything yet\Chise.\Chise!\Chise.\Elias.\I'm sorry I didn't come sooner.\Are you all right? response:	Can you breathe?
context: Wait, I don't know anything yet\Chise.\Chise!\Chise.\Elias.\I'm sorry I didn't come sooner.\Are you all right?\Can you breathe? response:	Yes.
context: Chise.\Chise!\Chise.\Elias.\I'm sorry I didn't come sooner.\Are you all right?\Can you breathe?\Yes. response:	What happened to the one who threw Chise into the pond?
context: Chise!\Chise.\Elias.\I'm sorry I didn't come sooner.\Are you all right?\Can you breathe?\Yes.\What happened to the one who threw Chise into the pond? response:	She gave off a flash and vanished.
context: Chise.\Elias.\I'm sorry I didn't come sooner.\Are you all right?\Can you breathe?\Yes.\What happened to the one who threw Chise into the pond?\She gave off a flash and vanished. response:	There was magic residue all over the place.
context: Elias.\I'm sorry I didn't come sooner.\Are you all right?\Can you breathe?\Yes.\What happened to the one who threw Chise into the pond?\She gave off a flash and vanished.\There was magic residue all over the place. response:	It looks like someone's trying to get in our way.
context: I'm sorry I didn't come sooner.\Are you all right?\Can you breathe?\Yes.\What happened to the one who threw Chise into the pond?\She gave off a flash and vanished.\There was magic residue all over the place.\It looks like someone's trying to get in our way. response:	I'd like to give you time to rest,
context: Are you all right?\Can you breathe?\Yes.\What happened to the one who threw Chise into the pond?\She gave off a flash and vanished.\There was magic residue all over the place.\It looks like someone's trying to get in our way.\I'd like to give you time to rest, response:	but Chise, I have a task for you.
context: Can you breathe?\Yes.\What happened to the one who threw Chise into the pond?\She gave off a flash and vanished.\There was magic residue all over the place.\It looks like someone's trying to get in our way.\I'd like to give you time to rest,\but Chise, I have a task for you. response:	For me?
context: Yes.\What happened to the one who threw Chise into the pond?\She gave off a flash and vanished.\There was magic residue all over the place.\It looks like someone's trying to get in our way.\I'd like to give you time to rest,\but Chise, I have a task for you.\For me? response:	We need to do something about that, soon.
context: What happened to the one who threw Chise into the pond?\She gave off a flash and vanished.\There was magic residue all over the place.\It looks like someone's trying to get in our way.\I'd like to give you time to rest,\but Chise, I have a task for you.\For me?\We need to do something about that, soon. response:	I want you to cleanse it.
context: She gave off a flash and vanished.\There was magic residue all over the place.\It looks like someone's trying to get in our way.\I'd like to give you time to rest,\but Chise, I have a task for you.\For me?\We need to do something about that, soon.\I want you to cleanse it. response:	Containing it only delays the inevitable problem.
context: There was magic residue all over the place.\It looks like someone's trying to get in our way.\I'd like to give you time to rest,\but Chise, I have a task for you.\For me?\We need to do something about that, soon.\I want you to cleanse it.\Containing it only delays the inevitable problem. response:	We don't need the magic to contain it, but magic to cleanse it.
context: It looks like someone's trying to get in our way.\I'd like to give you time to rest,\but Chise, I have a task for you.\For me?\We need to do something about that, soon.\I want you to cleanse it.\Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it. response:	Magic to cleanse it?
context: I'd like to give you time to rest,\but Chise, I have a task for you.\For me?\We need to do something about that, soon.\I want you to cleanse it.\Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it? response:	I haven't had you practice magic properly yet.
context: but Chise, I have a task for you.\For me?\We need to do something about that, soon.\I want you to cleanse it.\Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it?\I haven't had you practice magic properly yet. response:	But I believe you can do it.
context: For me?\We need to do something about that, soon.\I want you to cleanse it.\Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it?\I haven't had you practice magic properly yet.\But I believe you can do it. response:	If I can't, will he lose faith in me?
context: We need to do something about that, soon.\I want you to cleanse it.\Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it?\I haven't had you practice magic properly yet.\But I believe you can do it.\If I can't, will he lose faith in me? response:	If you think I can,
context: I want you to cleanse it.\Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it?\I haven't had you practice magic properly yet.\But I believe you can do it.\If I can't, will he lose faith in me?\If you think I can, response:	I'll do it.
context: Containing it only delays the inevitable problem.\We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it?\I haven't had you practice magic properly yet.\But I believe you can do it.\If I can't, will he lose faith in me?\If you think I can,\I'll do it. response:	You heard her, King of Cats.
context: We don't need the magic to contain it, but magic to cleanse it.\Magic to cleanse it?\I haven't had you practice magic properly yet.\But I believe you can do it.\If I can't, will he lose faith in me?\If you think I can,\I'll do it.\You heard her, King of Cats. response:	Understood.
context: Magic to cleanse it?\I haven't had you practice magic properly yet.\But I believe you can do it.\If I can't, will he lose faith in me?\If you think I can,\I'll do it.\You heard her, King of Cats.\Understood. response:	I'll clear the place of as many people as I can.
context: I haven't had you practice magic properly yet.\But I believe you can do it.\If I can't, will he lose faith in me?\If you think I can,\I'll do it.\You heard her, King of Cats.\Understood.\I'll clear the place of as many people as I can. response:	I'm counting on you two.
context: But I believe you can do it.\If I can't, will he lose faith in me?\If you think I can,\I'll do it.\You heard her, King of Cats.\Understood.\I'll clear the place of as many people as I can.\I'm counting on you two. response:	Yes, ma'am.
context: If I can't, will he lose faith in me?\If you think I can,\I'll do it.\You heard her, King of Cats.\Understood.\I'll clear the place of as many people as I can.\I'm counting on you two.\Yes, ma'am. response:	At night, then, when there aren't any people.
context: If you think I can,\I'll do it.\You heard her, King of Cats.\Understood.\I'll clear the place of as many people as I can.\I'm counting on you two.\Yes, ma'am.\At night, then, when there aren't any people. response:	This is a mantle purified with snowmelt.
context: I'll do it.\You heard her, King of Cats.\Understood.\I'll clear the place of as many people as I can.\I'm counting on you two.\Yes, ma'am.\At night, then, when there aren't any people.\This is a mantle purified with snowmelt. response:	We use frankincense in the censer.
context: You heard her, King of Cats.\Understood.\I'll clear the place of as many people as I can.\I'm counting on you two.\Yes, ma'am.\At night, then, when there aren't any people.\This is a mantle purified with snowmelt.\We use frankincense in the censer. response:	Let's use a branch of gorse in place of a staff.
context: Understood.\I'll clear the place of as many people as I can.\I'm counting on you two.\Yes, ma'am.\At night, then, when there aren't any people.\This is a mantle purified with snowmelt.\We use frankincense in the censer.\Let's use a branch of gorse in place of a staff. response:	You would normally need your own chant and staff.
context: I'll clear the place of as many people as I can.\I'm counting on you two.\Yes, ma'am.\At night, then, when there aren't any people.\This is a mantle purified with snowmelt.\We use frankincense in the censer.\Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff. response:	But we'll have to make do.
context: I'm counting on you two.\Yes, ma'am.\At night, then, when there aren't any people.\This is a mantle purified with snowmelt.\We use frankincense in the censer.\Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff.\But we'll have to make do. response:	Is your lecture going to take a while?
context: Yes, ma'am.\At night, then, when there aren't any people.\This is a mantle purified with snowmelt.\We use frankincense in the censer.\Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff.\But we'll have to make do.\Is your lecture going to take a while? response:	An ariel.
context: At night, then, when there aren't any people.\This is a mantle purified with snowmelt.\We use frankincense in the censer.\Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff.\But we'll have to make do.\Is your lecture going to take a while?\An ariel. response:	It's been a while, Chise.
context: This is a mantle purified with snowmelt.\We use frankincense in the censer.\Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff.\But we'll have to make do.\Is your lecture going to take a while?\An ariel.\It's been a while, Chise. response:	They'll be a great help for our task today.
context: We use frankincense in the censer.\Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff.\But we'll have to make do.\Is your lecture going to take a while?\An ariel.\It's been a while, Chise.\They'll be a great help for our task today. response:	Although I don't look forward to it, especially after what happened.
context: Let's use a branch of gorse in place of a staff.\You would normally need your own chant and staff.\But we'll have to make do.\Is your lecture going to take a while?\An ariel.\It's been a while, Chise.\They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened. response:	Cleansing and extinguishing is what we're good at.
context: You would normally need your own chant and staff.\But we'll have to make do.\Is your lecture going to take a while?\An ariel.\It's been a while, Chise.\They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at. response:	The wind clears away everything.
context: But we'll have to make do.\Is your lecture going to take a while?\An ariel.\It's been a while, Chise.\They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at.\The wind clears away everything. response:	Meat, bone, even trees and boulders.
context: Is your lecture going to take a while?\An ariel.\It's been a while, Chise.\They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at.\The wind clears away everything.\Meat, bone, even trees and boulders. response:	We weather it all away.
context: An ariel.\It's been a while, Chise.\They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at.\The wind clears away everything.\Meat, bone, even trees and boulders.\We weather it all away. response:	So we're the best ones for the job.
context: It's been a while, Chise.\They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at.\The wind clears away everything.\Meat, bone, even trees and boulders.\We weather it all away.\So we're the best ones for the job. response:	Speaking of which, why is it me and not you?
context: They'll be a great help for our task today.\Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at.\The wind clears away everything.\Meat, bone, even trees and boulders.\We weather it all away.\So we're the best ones for the job.\Speaking of which, why is it me and not you? response:	I hate to admit it, but I'm not good at this kind of magic.
context: Although I don't look forward to it, especially after what happened.\Cleansing and extinguishing is what we're good at.\The wind clears away everything.\Meat, bone, even trees and boulders.\We weather it all away.\So we're the best ones for the job.\Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic. response:	My essence is shadow, after all.
context: Cleansing and extinguishing is what we're good at.\The wind clears away everything.\Meat, bone, even trees and boulders.\We weather it all away.\So we're the best ones for the job.\Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all. response:	I'm not compatible.
context: The wind clears away everything.\Meat, bone, even trees and boulders.\We weather it all away.\So we're the best ones for the job.\Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all.\I'm not compatible. response:	It's all right, Chise.
context: Meat, bone, even trees and boulders.\We weather it all away.\So we're the best ones for the job.\Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all.\I'm not compatible.\It's all right, Chise. response:	All you have to do is picture it in your mind.
context: We weather it all away.\So we're the best ones for the job.\Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all.\I'm not compatible.\It's all right, Chise.\All you have to do is picture it in your mind. response:	Just wish for it to disappear, like a spring wind
context: So we're the best ones for the job.\Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all.\I'm not compatible.\It's all right, Chise.\All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind response:	blowing away the cold winter.
context: Speaking of which, why is it me and not you?\I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all.\I'm not compatible.\It's all right, Chise.\All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind\blowing away the cold winter. response:	The ariels will guide you from there.
context: I hate to admit it, but I'm not good at this kind of magic.\My essence is shadow, after all.\I'm not compatible.\It's all right, Chise.\All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind\blowing away the cold winter.\The ariels will guide you from there. response:	Okay.
context: My essence is shadow, after all.\I'm not compatible.\It's all right, Chise.\All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind\blowing away the cold winter.\The ariels will guide you from there.\Okay. response:	Chise, love the world.
context: I'm not compatible.\It's all right, Chise.\All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind\blowing away the cold winter.\The ariels will guide you from there.\Okay.\Chise, love the world. response:	The world you lived in may not have been your ally.
context: It's all right, Chise.\All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind\blowing away the cold winter.\The ariels will guide you from there.\Okay.\Chise, love the world.\The world you lived in may not have been your ally. response:	But it wasn't your enemy, either.
context: All you have to do is picture it in your mind.\Just wish for it to disappear, like a spring wind\blowing away the cold winter.\The ariels will guide you from there.\Okay.\Chise, love the world.\The world you lived in may not have been your ally.\But it wasn't your enemy, either. response:	Your key is already in the silver lock.
context: Just wish for it to disappear, like a spring wind\blowing away the cold winter.\The ariels will guide you from there.\Okay.\Chise, love the world.\The world you lived in may not have been your ally.\But it wasn't your enemy, either.\Your key is already in the silver lock. response:	All that's left to do is to open it.
context: blowing away the cold winter.\The ariels will guide you from there.\Okay.\Chise, love the world.\The world you lived in may not have been your ally.\But it wasn't your enemy, either.\Your key is already in the silver lock.\All that's left to do is to open it. response:	Then again, that's just something someone once told me.
context: The ariels will guide you from there.\Okay.\Chise, love the world.\The world you lived in may not have been your ally.\But it wasn't your enemy, either.\Your key is already in the silver lock.\All that's left to do is to open it.\Then again, that's just something someone once told me. response:	Do you love this place, Elias?
context: Okay.\Chise, love the world.\The world you lived in may not have been your ally.\But it wasn't your enemy, either.\Your key is already in the silver lock.\All that's left to do is to open it.\Then again, that's just something someone once told me.\Do you love this place, Elias? response:	Sure.
context: Chise, love the world.\The world you lived in may not have been your ally.\But it wasn't your enemy, either.\Your key is already in the silver lock.\All that's left to do is to open it.\Then again, that's just something someone once told me.\Do you love this place, Elias?\Sure. response:	Will he lose faith in me if I fail?
context: The world you lived in may not have been your ally.\But it wasn't your enemy, either.\Your key is already in the silver lock.\All that's left to do is to open it.\Then again, that's just something someone once told me.\Do you love this place, Elias?\Sure.\Will he lose faith in me if I fail? response:	But...
context: But it wasn't your enemy, either.\Your key is already in the silver lock.\All that's left to do is to open it.\Then again, that's just something someone once told me.\Do you love this place, Elias?\Sure.\Will he lose faith in me if I fail?\But... response:	For his sake, and mine, kill us.
context: Your key is already in the silver lock.\All that's left to do is to open it.\Then again, that's just something someone once told me.\Do you love this place, Elias?\Sure.\Will he lose faith in me if I fail?\But...\For his sake, and mine, kill us. response:	How could she say that with such a calm voice?
context: All that's left to do is to open it.\Then again, that's just something someone once told me.\Do you love this place, Elias?\Sure.\Will he lose faith in me if I fail?\But...\For his sake, and mine, kill us.\How could she say that with such a calm voice? response:	How did they end up the way they did?
context: Then again, that's just something someone once told me.\Do you love this place, Elias?\Sure.\Will he lose faith in me if I fail?\But...\For his sake, and mine, kill us.\How could she say that with such a calm voice?\How did they end up the way they did? response:	Don't worry.
context: Do you love this place, Elias?\Sure.\Will he lose faith in me if I fail?\But...\For his sake, and mine, kill us.\How could she say that with such a calm voice?\How did they end up the way they did?\Don't worry. response:	Stay calm.
context: Sure.\Will he lose faith in me if I fail?\But...\For his sake, and mine, kill us.\How could she say that with such a calm voice?\How did they end up the way they did?\Don't worry.\Stay calm. response:	Do I have to wipe them out?
context: Will he lose faith in me if I fail?\But...\For his sake, and mine, kill us.\How could she say that with such a calm voice?\How did they end up the way they did?\Don't worry.\Stay calm.\Do I have to wipe them out? response:	I'd appreciate it if you wouldn't move.
context: But...\For his sake, and mine, kill us.\How could she say that with such a calm voice?\How did they end up the way they did?\Don't worry.\Stay calm.\Do I have to wipe them out?\I'd appreciate it if you wouldn't move. response:	You're from earlier.
context: For his sake, and mine, kill us.\How could she say that with such a calm voice?\How did they end up the way they did?\Don't worry.\Stay calm.\Do I have to wipe them out?\I'd appreciate it if you wouldn't move.\You're from earlier. response:	Ariel!
context: How could she say that with such a calm voice?\How did they end up the way they did?\Don't worry.\Stay calm.\Do I have to wipe them out?\I'd appreciate it if you wouldn't move.\You're from earlier.\Ariel! response:	Sorry, we have a use for that thing.
context: How did they end up the way they did?\Don't worry.\Stay calm.\Do I have to wipe them out?\I'd appreciate it if you wouldn't move.\You're from earlier.\Ariel!\Sorry, we have a use for that thing. response:	We can't let you get rid of it.
context: Don't worry.\Stay calm.\Do I have to wipe them out?\I'd appreciate it if you wouldn't move.\You're from earlier.\Ariel!\Sorry, we have a use for that thing.\We can't let you get rid of it. response:	No wonder I smelled something unfamiliar.
context: Stay calm.\Do I have to wipe them out?\I'd appreciate it if you wouldn't move.\You're from earlier.\Ariel!\Sorry, we have a use for that thing.\We can't let you get rid of it.\No wonder I smelled something unfamiliar. response:	Renfred.
context: Do I have to wipe them out?\I'd appreciate it if you wouldn't move.\You're from earlier.\Ariel!\Sorry, we have a use for that thing.\We can't let you get rid of it.\No wonder I smelled something unfamiliar.\Renfred. response:	I'm surprised you remember my name.
context: I'd appreciate it if you wouldn't move.\You're from earlier.\Ariel!\Sorry, we have a use for that thing.\We can't let you get rid of it.\No wonder I smelled something unfamiliar.\Renfred.\I'm surprised you remember my name. response:	It looks like you take good care of her.
context: You're from earlier.\Ariel!\Sorry, we have a use for that thing.\We can't let you get rid of it.\No wonder I smelled something unfamiliar.\Renfred.\I'm surprised you remember my name.\It looks like you take good care of her. response:	Is it because she's your precious test subject, Pilum Murialis?
context: Ariel!\Sorry, we have a use for that thing.\We can't let you get rid of it.\No wonder I smelled something unfamiliar.\Renfred.\I'm surprised you remember my name.\It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis? response:	Test subject?
context: Sorry, we have a use for that thing.\We can't let you get rid of it.\No wonder I smelled something unfamiliar.\Renfred.\I'm surprised you remember my name.\It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis?\Test subject? response:	Chise! Don't listen to him!
context: We can't let you get rid of it.\No wonder I smelled something unfamiliar.\Renfred.\I'm surprised you remember my name.\It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis?\Test subject?\Chise! Don't listen to him! response:	This glove is made of iron fibers, which you hate so much.
context: No wonder I smelled something unfamiliar.\Renfred.\I'm surprised you remember my name.\It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis?\Test subject?\Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much. response:	Squirm, and you'll get hurt.
context: Renfred.\I'm surprised you remember my name.\It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis?\Test subject?\Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt. response:	Ariel!
context: I'm surprised you remember my name.\It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis?\Test subject?\Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt.\Ariel! response:	Why would a mage do such a thing?
context: It looks like you take good care of her.\Is it because she's your precious test subject, Pilum Murialis?\Test subject?\Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt.\Ariel!\Why would a mage do such a thing? response:	Mage?
context: Is it because she's your precious test subject, Pilum Murialis?\Test subject?\Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt.\Ariel!\Why would a mage do such a thing?\Mage? response:	You're mistaken.
context: Test subject?\Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt.\Ariel!\Why would a mage do such a thing?\Mage?\You're mistaken. response:	I'm a sorcerer.
context: Chise! Don't listen to him!\This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt.\Ariel!\Why would a mage do such a thing?\Mage?\You're mistaken.\I'm a sorcerer. response:	Poor girl.
context: This glove is made of iron fibers, which you hate so much.\Squirm, and you'll get hurt.\Ariel!\Why would a mage do such a thing?\Mage?\You're mistaken.\I'm a sorcerer.\Poor girl. response:	Even the fairies are deceiving you.
