context: Sis, please pass the soy sauce. response:	Stand up, then reach out and get it yourself.
context: So... it's a stupid creep!\He's rough and moody and selfish!\And he gets sooo jealous!\But getting jealous must mean he cares about you.\Oh, then everything's going well with him.\Geez, I thought it was going to be juicier than this.\So it's okay then. He really cares only for you.\I'd be happy if that were the case. response:	But he hasn't been able to forget the woman he loved long ago.
context: He's rough and moody and selfish!\And he gets sooo jealous!\But getting jealous must mean he cares about you.\Oh, then everything's going well with him.\Geez, I thought it was going to be juicier than this.\So it's okay then. He really cares only for you.\I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago. response:	That's right! Now that I think about it...
context: And he gets sooo jealous!\But getting jealous must mean he cares about you.\Oh, then everything's going well with him.\Geez, I thought it was going to be juicier than this.\So it's okay then. He really cares only for you.\I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it... response:	Inuyasha still cares about Kikyo.
context: But getting jealous must mean he cares about you.\Oh, then everything's going well with him.\Geez, I thought it was going to be juicier than this.\So it's okay then. He really cares only for you.\I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it...\Inuyasha still cares about Kikyo. response:	So why does he always get jealous over me?
context: Oh, then everything's going well with him.\Geez, I thought it was going to be juicier than this.\So it's okay then. He really cares only for you.\I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it...\Inuyasha still cares about Kikyo.\So why does he always get jealous over me? response:	So Kagome, you're being chased with wild passion!
context: Geez, I thought it was going to be juicier than this.\So it's okay then. He really cares only for you.\I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it...\Inuyasha still cares about Kikyo.\So why does he always get jealous over me?\So Kagome, you're being chased with wild passion! response:	I know! He even tried to kill someone who approached me!
context: So it's okay then. He really cares only for you.\I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it...\Inuyasha still cares about Kikyo.\So why does he always get jealous over me?\So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me! response:	H-hey!
context: I'd be happy if that were the case.\But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it...\Inuyasha still cares about Kikyo.\So why does he always get jealous over me?\So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me!\H-hey! response:	What's with this guy?!
context: But he hasn't been able to forget the woman he loved long ago.\That's right! Now that I think about it...\Inuyasha still cares about Kikyo.\So why does he always get jealous over me?\So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me!\H-hey!\What's with this guy?! response:	Why are you seeing a fellow like that?!
context: That's right! Now that I think about it...\Inuyasha still cares about Kikyo.\So why does he always get jealous over me?\So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me!\H-hey!\What's with this guy?!\Why are you seeing a fellow like that?! response:	You must leave him!
context: Inuyasha still cares about Kikyo.\So why does he always get jealous over me?\So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me!\H-hey!\What's with this guy?!\Why are you seeing a fellow like that?!\You must leave him! response:	Don't ever see him again!
context: So why does he always get jealous over me?\So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me!\H-hey!\What's with this guy?!\Why are you seeing a fellow like that?!\You must leave him!\Don't ever see him again! response:	Err... but...
context: So Kagome, you're being chased with wild passion!\I know! He even tried to kill someone who approached me!\H-hey!\What's with this guy?!\Why are you seeing a fellow like that?!\You must leave him!\Don't ever see him again!\Err... but... response:	Mean and selfish, right?
context: I know! He even tried to kill someone who approached me!\H-hey!\What's with this guy?!\Why are you seeing a fellow like that?!\You must leave him!\Don't ever see him again!\Err... but...\Mean and selfish, right? response:	And he gets jealous, right?
context: H-hey!\What's with this guy?!\Why are you seeing a fellow like that?!\You must leave him!\Don't ever see him again!\Err... but...\Mean and selfish, right?\And he gets jealous, right? response:	Err... yes...
context: What's with this guy?!\Why are you seeing a fellow like that?!\You must leave him!\Don't ever see him again!\Err... but...\Mean and selfish, right?\And he gets jealous, right?\Err... yes... response:	But he has good qualities.
context: Why are you seeing a fellow like that?!\You must leave him!\Don't ever see him again!\Err... but...\Mean and selfish, right?\And he gets jealous, right?\Err... yes...\But he has good qualities. response:	He can be very gentle... and he's strong and reliable.
context: You must leave him!\Don't ever see him again!\Err... but...\Mean and selfish, right?\And he gets jealous, right?\Err... yes...\But he has good qualities.\He can be very gentle... and he's strong and reliable. response:	Kagome...
context: Don't ever see him again!\Err... but...\Mean and selfish, right?\And he gets jealous, right?\Err... yes...\But he has good qualities.\He can be very gentle... and he's strong and reliable.\Kagome... response:	Do you... Iove this fellow?
context: Err... but...\Mean and selfish, right?\And he gets jealous, right?\Err... yes...\But he has good qualities.\He can be very gentle... and he's strong and reliable.\Kagome...\Do you... Iove this fellow? response:	Love? Inuyasha?
context: Mean and selfish, right?\And he gets jealous, right?\Err... yes...\But he has good qualities.\He can be very gentle... and he's strong and reliable.\Kagome...\Do you... Iove this fellow?\Love? Inuyasha? response:	You must love this guy, Kagome.
context: And he gets jealous, right?\Err... yes...\But he has good qualities.\He can be very gentle... and he's strong and reliable.\Kagome...\Do you... Iove this fellow?\Love? Inuyasha?\You must love this guy, Kagome. response:	I...?
context: Err... yes...\But he has good qualities.\He can be very gentle... and he's strong and reliable.\Kagome...\Do you... Iove this fellow?\Love? Inuyasha?\You must love this guy, Kagome.\I...? response:	I...love Inuyasha?
context: But he has good qualities.\He can be very gentle... and he's strong and reliable.\Kagome...\Do you... Iove this fellow?\Love? Inuyasha?\You must love this guy, Kagome.\I...?\I...love Inuyasha? response:	What? She's not here!
context: He can be very gentle... and he's strong and reliable.\Kagome...\Do you... Iove this fellow?\Love? Inuyasha?\You must love this guy, Kagome.\I...?\I...love Inuyasha?\What? She's not here! response:	This room... is filled with Kagome's scent.
context: Kagome...\Do you... Iove this fellow?\Love? Inuyasha?\You must love this guy, Kagome.\I...?\I...love Inuyasha?\What? She's not here!\This room... is filled with Kagome's scent. response:	Oh! Inuyasha!
context: Do you... Iove this fellow?\Love? Inuyasha?\You must love this guy, Kagome.\I...?\I...love Inuyasha?\What? She's not here!\This room... is filled with Kagome's scent.\Oh! Inuyasha! response:	W-what?!
context: Love? Inuyasha?\You must love this guy, Kagome.\I...?\I...love Inuyasha?\What? She's not here!\This room... is filled with Kagome's scent.\Oh! Inuyasha!\W-what?! response:	Do you remember me?
context: You must love this guy, Kagome.\I...?\I...love Inuyasha?\What? She's not here!\This room... is filled with Kagome's scent.\Oh! Inuyasha!\W-what?!\Do you remember me? response:	I'm Kagome's kid brother, Sota.
context: I...?\I...love Inuyasha?\What? She's not here!\This room... is filled with Kagome's scent.\Oh! Inuyasha!\W-what?!\Do you remember me?\I'm Kagome's kid brother, Sota. response:	Hey!
context: I...love Inuyasha?\What? She's not here!\This room... is filled with Kagome's scent.\Oh! Inuyasha!\W-what?!\Do you remember me?\I'm Kagome's kid brother, Sota.\Hey! response:	Did you come to visit?
context: What? She's not here!\This room... is filled with Kagome's scent.\Oh! Inuyasha!\W-what?!\Do you remember me?\I'm Kagome's kid brother, Sota.\Hey!\Did you come to visit? response:	Well... yeah.
context: This room... is filled with Kagome's scent.\Oh! Inuyasha!\W-what?!\Do you remember me?\I'm Kagome's kid brother, Sota.\Hey!\Did you come to visit?\Well... yeah. response:	I'm so glad. You didn't have a fight then?
context: Oh! Inuyasha!\W-what?!\Do you remember me?\I'm Kagome's kid brother, Sota.\Hey!\Did you come to visit?\Well... yeah.\I'm so glad. You didn't have a fight then? response:	Sis has been in such a bad mood.
context: W-what?!\Do you remember me?\I'm Kagome's kid brother, Sota.\Hey!\Did you come to visit?\Well... yeah.\I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood. response:	What's the matter?
context: Do you remember me?\I'm Kagome's kid brother, Sota.\Hey!\Did you come to visit?\Well... yeah.\I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood.\What's the matter? response:	So she's still angry?
context: I'm Kagome's kid brother, Sota.\Hey!\Did you come to visit?\Well... yeah.\I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood.\What's the matter?\So she's still angry? response:	Man, can she hold a grudge!
context: Hey!\Did you come to visit?\Well... yeah.\I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood.\What's the matter?\So she's still angry?\Man, can she hold a grudge! response:	I'm so tired.
context: Did you come to visit?\Well... yeah.\I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood.\What's the matter?\So she's still angry?\Man, can she hold a grudge!\I'm so tired. response:	I'm home!
context: Well... yeah.\I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood.\What's the matter?\So she's still angry?\Man, can she hold a grudge!\I'm so tired.\I'm home! response:	It's Sis!
context: I'm so glad. You didn't have a fight then?\Sis has been in such a bad mood.\What's the matter?\So she's still angry?\Man, can she hold a grudge!\I'm so tired.\I'm home!\It's Sis! response:	Sis! Inu...!
context: Sis has been in such a bad mood.\What's the matter?\So she's still angry?\Man, can she hold a grudge!\I'm so tired.\I'm home!\It's Sis!\Sis! Inu...! response:	Listen!
context: What's the matter?\So she's still angry?\Man, can she hold a grudge!\I'm so tired.\I'm home!\It's Sis!\Sis! Inu...!\Listen! response:	Do not tell Kagome that I came!
context: So she's still angry?\Man, can she hold a grudge!\I'm so tired.\I'm home!\It's Sis!\Sis! Inu...!\Listen!\Do not tell Kagome that I came! response:	Uh-huh...
context: Man, can she hold a grudge!\I'm so tired.\I'm home!\It's Sis!\Sis! Inu...!\Listen!\Do not tell Kagome that I came!\Uh-huh... response:	It's a promise, man to man.
context: I'm so tired.\I'm home!\It's Sis!\Sis! Inu...!\Listen!\Do not tell Kagome that I came!\Uh-huh...\It's a promise, man to man. response:	A man-to-man promise? Awright!
context: I'm home!\It's Sis!\Sis! Inu...!\Listen!\Do not tell Kagome that I came!\Uh-huh...\It's a promise, man to man.\A man-to-man promise? Awright! response:	Sota!
context: It's Sis!\Sis! Inu...!\Listen!\Do not tell Kagome that I came!\Uh-huh...\It's a promise, man to man.\A man-to-man promise? Awright!\Sota! response:	Hello!
context: Sis! Inu...!\Listen!\Do not tell Kagome that I came!\Uh-huh...\It's a promise, man to man.\A man-to-man promise? Awright!\Sota!\Hello! response:	What're you doing in my room?!
context: Listen!\Do not tell Kagome that I came!\Uh-huh...\It's a promise, man to man.\A man-to-man promise? Awright!\Sota!\Hello!\What're you doing in my room?! response:	Oh... well...
context: Do not tell Kagome that I came!\Uh-huh...\It's a promise, man to man.\A man-to-man promise? Awright!\Sota!\Hello!\What're you doing in my room?!\Oh... well... response:	It's a man-to-man promise.
context: Uh-huh...\It's a promise, man to man.\A man-to-man promise? Awright!\Sota!\Hello!\What're you doing in my room?!\Oh... well...\It's a man-to-man promise. response:	But now that I think about it...
context: It's a promise, man to man.\A man-to-man promise? Awright!\Sota!\Hello!\What're you doing in my room?!\Oh... well...\It's a man-to-man promise.\But now that I think about it... response:	Inuyasha had come to save me that time.
context: A man-to-man promise? Awright!\Sota!\Hello!\What're you doing in my room?!\Oh... well...\It's a man-to-man promise.\But now that I think about it...\Inuyasha had come to save me that time. response:	Yet I took Koga's side.
context: Sota!\Hello!\What're you doing in my room?!\Oh... well...\It's a man-to-man promise.\But now that I think about it...\Inuyasha had come to save me that time.\Yet I took Koga's side. response:	I guess I'm at fault.
context: Hello!\What're you doing in my room?!\Oh... well...\It's a man-to-man promise.\But now that I think about it...\Inuyasha had come to save me that time.\Yet I took Koga's side.\I guess I'm at fault. response:	Damn!
context: What're you doing in my room?!\Oh... well...\It's a man-to-man promise.\But now that I think about it...\Inuyasha had come to save me that time.\Yet I took Koga's side.\I guess I'm at fault.\Damn! response:	Stupid!
context: Oh... well...\It's a man-to-man promise.\But now that I think about it...\Inuyasha had come to save me that time.\Yet I took Koga's side.\I guess I'm at fault.\Damn!\Stupid! response:	Why'd he go there anyway?!
context: It's a man-to-man promise.\But now that I think about it...\Inuyasha had come to save me that time.\Yet I took Koga's side.\I guess I'm at fault.\Damn!\Stupid!\Why'd he go there anyway?! response:	Such a troublesome guy.
context: But now that I think about it...\Inuyasha had come to save me that time.\Yet I took Koga's side.\I guess I'm at fault.\Damn!\Stupid!\Why'd he go there anyway?!\Such a troublesome guy. response:	Hey, Miroku!
context: Inuyasha had come to save me that time.\Yet I took Koga's side.\I guess I'm at fault.\Damn!\Stupid!\Why'd he go there anyway?!\Such a troublesome guy.\Hey, Miroku! response:	You told us not to go near the well!
context: Yet I took Koga's side.\I guess I'm at fault.\Damn!\Stupid!\Why'd he go there anyway?!\Such a troublesome guy.\Hey, Miroku!\You told us not to go near the well! response:	Oh no... these things can be quite entertaining.
context: I guess I'm at fault.\Damn!\Stupid!\Why'd he go there anyway?!\Such a troublesome guy.\Hey, Miroku!\You told us not to go near the well!\Oh no... these things can be quite entertaining. response:	Higurashi!
context: Damn!\Stupid!\Why'd he go there anyway?!\Such a troublesome guy.\Hey, Miroku!\You told us not to go near the well!\Oh no... these things can be quite entertaining.\Higurashi! response:	You're in school! Are you feeling better?
context: Stupid!\Why'd he go there anyway?!\Such a troublesome guy.\Hey, Miroku!\You told us not to go near the well!\Oh no... these things can be quite entertaining.\Higurashi!\You're in school! Are you feeling better? response:	A movie?
context: Why'd he go there anyway?!\Such a troublesome guy.\Hey, Miroku!\You told us not to go near the well!\Oh no... these things can be quite entertaining.\Higurashi!\You're in school! Are you feeling better?\A movie? response:	Yes. We haven't seen each other lately.
context: Such a troublesome guy.\Hey, Miroku!\You told us not to go near the well!\Oh no... these things can be quite entertaining.\Higurashi!\You're in school! Are you feeling better?\A movie?\Yes. We haven't seen each other lately. response:	Oh shucks! I thought I should go over to the other time this weekend.
context: Hey, Miroku!\You told us not to go near the well!\Oh no... these things can be quite entertaining.\Higurashi!\You're in school! Are you feeling better?\A movie?\Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend. response:	Is Saturday a bad day for you?
context: You told us not to go near the well!\Oh no... these things can be quite entertaining.\Higurashi!\You're in school! Are you feeling better?\A movie?\Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you? response:	Umm...
context: Oh no... these things can be quite entertaining.\Higurashi!\You're in school! Are you feeling better?\A movie?\Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you?\Umm... response:	She's going, right Kagome?
context: Higurashi!\You're in school! Are you feeling better?\A movie?\Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you?\Umm...\She's going, right Kagome? response:	She wants to go.
context: You're in school! Are you feeling better?\A movie?\Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you?\Umm...\She's going, right Kagome?\She wants to go. response:	Really?
context: A movie?\Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you?\Umm...\She's going, right Kagome?\She wants to go.\Really? response:	Hey!
context: Yes. We haven't seen each other lately.\Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you?\Umm...\She's going, right Kagome?\She wants to go.\Really?\Hey! response:	Then this coming Saturday, okay?
context: Oh shucks! I thought I should go over to the other time this weekend.\Is Saturday a bad day for you?\Umm...\She's going, right Kagome?\She wants to go.\Really?\Hey!\Then this coming Saturday, okay? response:	Hey, why'd you do that?!
context: Is Saturday a bad day for you?\Umm...\She's going, right Kagome?\She wants to go.\Really?\Hey!\Then this coming Saturday, okay?\Hey, why'd you do that?! response:	An average guy like Hojo is just right for you!
context: Umm...\She's going, right Kagome?\She wants to go.\Really?\Hey!\Then this coming Saturday, okay?\Hey, why'd you do that?!\An average guy like Hojo is just right for you! response:	Yes!
context: She's going, right Kagome?\She wants to go.\Really?\Hey!\Then this coming Saturday, okay?\Hey, why'd you do that?!\An average guy like Hojo is just right for you!\Yes! response:	Someone stubborn and rough is not someone you should be seeing!
context: She wants to go.\Really?\Hey!\Then this coming Saturday, okay?\Hey, why'd you do that?!\An average guy like Hojo is just right for you!\Yes!\Someone stubborn and rough is not someone you should be seeing! response:	Or your future will be ruined!
context: Really?\Hey!\Then this coming Saturday, okay?\Hey, why'd you do that?!\An average guy like Hojo is just right for you!\Yes!\Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined! response:	Are they talking about Inuyasha?
context: Hey!\Then this coming Saturday, okay?\Hey, why'd you do that?!\An average guy like Hojo is just right for you!\Yes!\Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined!\Are they talking about Inuyasha? response:	Now get this! You're going to the movie!
context: Then this coming Saturday, okay?\Hey, why'd you do that?!\An average guy like Hojo is just right for you!\Yes!\Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined!\Are they talking about Inuyasha?\Now get this! You're going to the movie! response:	Inuyasha is probably still mad at me.
context: Hey, why'd you do that?!\An average guy like Hojo is just right for you!\Yes!\Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined!\Are they talking about Inuyasha?\Now get this! You're going to the movie!\Inuyasha is probably still mad at me. response:	He's the type to hold a grudge.
context: An average guy like Hojo is just right for you!\Yes!\Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined!\Are they talking about Inuyasha?\Now get this! You're going to the movie!\Inuyasha is probably still mad at me.\He's the type to hold a grudge. response:	I never want to see you again!
context: Yes!\Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined!\Are they talking about Inuyasha?\Now get this! You're going to the movie!\Inuyasha is probably still mad at me.\He's the type to hold a grudge.\I never want to see you again! response:	It's no good.
context: Someone stubborn and rough is not someone you should be seeing!\Or your future will be ruined!\Are they talking about Inuyasha?\Now get this! You're going to the movie!\Inuyasha is probably still mad at me.\He's the type to hold a grudge.\I never want to see you again!\It's no good. response:	If I go back now, we'll only fight.
context: Or your future will be ruined!\Are they talking about Inuyasha?\Now get this! You're going to the movie!\Inuyasha is probably still mad at me.\He's the type to hold a grudge.\I never want to see you again!\It's no good.\If I go back now, we'll only fight. response:	Sis has been in such a bad mood...
context: Are they talking about Inuyasha?\Now get this! You're going to the movie!\Inuyasha is probably still mad at me.\He's the type to hold a grudge.\I never want to see you again!\It's no good.\If I go back now, we'll only fight.\Sis has been in such a bad mood... response:	Inuyasha!
context: Now get this! You're going to the movie!\Inuyasha is probably still mad at me.\He's the type to hold a grudge.\I never want to see you again!\It's no good.\If I go back now, we'll only fight.\Sis has been in such a bad mood...\Inuyasha! response:	Don't pop out at me like that!
context: Inuyasha is probably still mad at me.\He's the type to hold a grudge.\I never want to see you again!\It's no good.\If I go back now, we'll only fight.\Sis has been in such a bad mood...\Inuyasha!\Don't pop out at me like that! response:	Just go and get her! Kagome will forgive you!
context: He's the type to hold a grudge.\I never want to see you again!\It's no good.\If I go back now, we'll only fight.\Sis has been in such a bad mood...\Inuyasha!\Don't pop out at me like that!\Just go and get her! Kagome will forgive you! response:	What're you saying?!
context: I never want to see you again!\It's no good.\If I go back now, we'll only fight.\Sis has been in such a bad mood...\Inuyasha!\Don't pop out at me like that!\Just go and get her! Kagome will forgive you!\What're you saying?! response:	You sound like it's all my fault!
context: It's no good.\If I go back now, we'll only fight.\Sis has been in such a bad mood...\Inuyasha!\Don't pop out at me like that!\Just go and get her! Kagome will forgive you!\What're you saying?!\You sound like it's all my fault! response:	It is your fault! Don't you still suspect Kagome!?
context: If I go back now, we'll only fight.\Sis has been in such a bad mood...\Inuyasha!\Don't pop out at me like that!\Just go and get her! Kagome will forgive you!\What're you saying?!\You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!? response:	Settle it once and for all?! This is no time for that!
context: Sis has been in such a bad mood...\Inuyasha!\Don't pop out at me like that!\Just go and get her! Kagome will forgive you!\What're you saying?!\You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that! response:	Koga is hurt!
context: Inuyasha!\Don't pop out at me like that!\Just go and get her! Kagome will forgive you!\What're you saying?!\You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that!\Koga is hurt! response:	Kagome did indeed protect Koga and helped him escape.
context: Don't pop out at me like that!\Just go and get her! Kagome will forgive you!\What're you saying?!\You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that!\Koga is hurt!\Kagome did indeed protect Koga and helped him escape. response:	Koga is your enemy.
context: Just go and get her! Kagome will forgive you!\What're you saying?!\You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that!\Koga is hurt!\Kagome did indeed protect Koga and helped him escape.\Koga is your enemy. response:	And she was kidnapped by him and suffered!
context: What're you saying?!\You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that!\Koga is hurt!\Kagome did indeed protect Koga and helped him escape.\Koga is your enemy.\And she was kidnapped by him and suffered! response:	Yet she helped him!
context: You sound like it's all my fault!\It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that!\Koga is hurt!\Kagome did indeed protect Koga and helped him escape.\Koga is your enemy.\And she was kidnapped by him and suffered!\Yet she helped him! response:	That's right, Kagome's the one who suffered most at Koga's hands.
context: It is your fault! Don't you still suspect Kagome!?\Settle it once and for all?! This is no time for that!\Koga is hurt!\Kagome did indeed protect Koga and helped him escape.\Koga is your enemy.\And she was kidnapped by him and suffered!\Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands. response:	So why did she take his side?
context: Settle it once and for all?! This is no time for that!\Koga is hurt!\Kagome did indeed protect Koga and helped him escape.\Koga is your enemy.\And she was kidnapped by him and suffered!\Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side? response:	Inuyasha...
context: Koga is hurt!\Kagome did indeed protect Koga and helped him escape.\Koga is your enemy.\And she was kidnapped by him and suffered!\Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side?\Inuyasha... response:	Do you think that maybe Kagome really did fall in love with Koga!
context: Kagome did indeed protect Koga and helped him escape.\Koga is your enemy.\And she was kidnapped by him and suffered!\Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side?\Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga! response:	Don't ask me!
context: Koga is your enemy.\And she was kidnapped by him and suffered!\Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side?\Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me! response:	If you're gonna try to reason with me get your facts straight first!
context: And she was kidnapped by him and suffered!\Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side?\Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me!\If you're gonna try to reason with me get your facts straight first! response:	Why don't you go someplace far away?!
context: Yet she helped him!\That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side?\Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me!\If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?! response:	Hey, Inuyasha, I was wrong earlier.
context: That's right, Kagome's the one who suffered most at Koga's hands.\So why did she take his side?\Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me!\If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier. response:	And so...
context: So why did she take his side?\Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me!\If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier.\And so... response:	Shaddup already! You're so persistent!
context: Inuyasha...\Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me!\If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier.\And so...\Shaddup already! You're so persistent! response:	I will not go after her! And that's that!
context: Do you think that maybe Kagome really did fall in love with Koga!\Don't ask me!\If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier.\And so...\Shaddup already! You're so persistent!\I will not go after her! And that's that! response:	Just hear me out.
context: Don't ask me!\If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier.\And so...\Shaddup already! You're so persistent!\I will not go after her! And that's that!\Just hear me out. response:	These complicated things should be discussed...
context: If you're gonna try to reason with me get your facts straight first!\Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier.\And so...\Shaddup already! You're so persistent!\I will not go after her! And that's that!\Just hear me out.\These complicated things should be discussed... response:	with wise old Kaede who has lots of experience with life.
context: Why don't you go someplace far away?!\Hey, Inuyasha, I was wrong earlier.\And so...\Shaddup already! You're so persistent!\I will not go after her! And that's that!\Just hear me out.\These complicated things should be discussed...\with wise old Kaede who has lots of experience with life. response:	That's what I think.
context: Hey, Inuyasha, I was wrong earlier.\And so...\Shaddup already! You're so persistent!\I will not go after her! And that's that!\Just hear me out.\These complicated things should be discussed...\with wise old Kaede who has lots of experience with life.\That's what I think. response:	None of your business!
context: And so...\Shaddup already! You're so persistent!\I will not go after her! And that's that!\Just hear me out.\These complicated things should be discussed...\with wise old Kaede who has lots of experience with life.\That's what I think.\None of your business! response:	Don't worry. I won't say your name.
context: Shaddup already! You're so persistent!\I will not go after her! And that's that!\Just hear me out.\These complicated things should be discussed...\with wise old Kaede who has lots of experience with life.\That's what I think.\None of your business!\Don't worry. I won't say your name. response:	I'll pretend it's a friend of mine. Okay?
context: I will not go after her! And that's that!\Just hear me out.\These complicated things should be discussed...\with wise old Kaede who has lots of experience with life.\That's what I think.\None of your business!\Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay? response:	Oh well... if that's how you'll do it... I don't mind coming along.
context: Just hear me out.\These complicated things should be discussed...\with wise old Kaede who has lots of experience with life.\That's what I think.\None of your business!\Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along. response:	All right, let's go!
context: These complicated things should be discussed...\with wise old Kaede who has lots of experience with life.\That's what I think.\None of your business!\Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go! response:	Just for a while. Got that?
context: with wise old Kaede who has lots of experience with life.\That's what I think.\None of your business!\Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go!\Just for a while. Got that? response:	Actually... I want some advice about a dog friend of mine.
context: That's what I think.\None of your business!\Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go!\Just for a while. Got that?\Actually... I want some advice about a dog friend of mine. response:	Dog?
context: None of your business!\Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go!\Just for a while. Got that?\Actually... I want some advice about a dog friend of mine.\Dog? response:	Not me!
context: Don't worry. I won't say your name.\I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go!\Just for a while. Got that?\Actually... I want some advice about a dog friend of mine.\Dog?\Not me! response:	And? What of this dog friend of yours?
context: I'll pretend it's a friend of mine. Okay?\Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go!\Just for a while. Got that?\Actually... I want some advice about a dog friend of mine.\Dog?\Not me!\And? What of this dog friend of yours? response:	Well... This dog...
context: Oh well... if that's how you'll do it... I don't mind coming along.\All right, let's go!\Just for a while. Got that?\Actually... I want some advice about a dog friend of mine.\Dog?\Not me!\And? What of this dog friend of yours?\Well... This dog... response:	likes this cat.
