context: You like him... response:	And it's perfect.
context: That's something I always seem to be lacking...\It's like we kept hitting on the same point every time...\Yamamoto and I had sex.\Deep in my heart, I may not have been able to forgive that.\The problem...\But please... don't make me any more uneasy...\How do you feel?\Your fever seems to have broken. response:	You slept for almost a day, you know.
context: It's like we kept hitting on the same point every time...\Yamamoto and I had sex.\Deep in my heart, I may not have been able to forgive that.\The problem...\But please... don't make me any more uneasy...\How do you feel?\Your fever seems to have broken.\You slept for almost a day, you know. response:	And there's someone here to see you.
context: Yamamoto and I had sex.\Deep in my heart, I may not have been able to forgive that.\The problem...\But please... don't make me any more uneasy...\How do you feel?\Your fever seems to have broken.\You slept for almost a day, you know.\And there's someone here to see you. response:	Can I let her in?
context: Deep in my heart, I may not have been able to forgive that.\The problem...\But please... don't make me any more uneasy...\How do you feel?\Your fever seems to have broken.\You slept for almost a day, you know.\And there's someone here to see you.\Can I let her in? response:	Someone's here to see me?
context: The problem...\But please... don't make me any more uneasy...\How do you feel?\Your fever seems to have broken.\You slept for almost a day, you know.\And there's someone here to see you.\Can I let her in?\Someone's here to see me? response:	Ah, stay in bed.
context: But please... don't make me any more uneasy...\How do you feel?\Your fever seems to have broken.\You slept for almost a day, you know.\And there's someone here to see you.\Can I let her in?\Someone's here to see me?\Ah, stay in bed. response:	How do you feel?
context: How do you feel?\Your fever seems to have broken.\You slept for almost a day, you know.\And there's someone here to see you.\Can I let her in?\Someone's here to see me?\Ah, stay in bed.\How do you feel? response:	I heard you almost had pneumonia?
context: Your fever seems to have broken.\You slept for almost a day, you know.\And there's someone here to see you.\Can I let her in?\Someone's here to see me?\Ah, stay in bed.\How do you feel?\I heard you almost had pneumonia? response:	Not really.
context: You slept for almost a day, you know.\And there's someone here to see you.\Can I let her in?\Someone's here to see me?\Ah, stay in bed.\How do you feel?\I heard you almost had pneumonia?\Not really. response:	I'm better now.
context: And there's someone here to see you.\Can I let her in?\Someone's here to see me?\Ah, stay in bed.\How do you feel?\I heard you almost had pneumonia?\Not really.\I'm better now. response:	I see.
context: Can I let her in?\Someone's here to see me?\Ah, stay in bed.\How do you feel?\I heard you almost had pneumonia?\Not really.\I'm better now.\I see. response:	I was worried, since you took two days off from school.
context: Someone's here to see me?\Ah, stay in bed.\How do you feel?\I heard you almost had pneumonia?\Not really.\I'm better now.\I see.\I was worried, since you took two days off from school. response:	I made a copy of the class notes for you.
context: Ah, stay in bed.\How do you feel?\I heard you almost had pneumonia?\Not really.\I'm better now.\I see.\I was worried, since you took two days off from school.\I made a copy of the class notes for you. response:	That's all right. I can get them from someone else.
context: How do you feel?\I heard you almost had pneumonia?\Not really.\I'm better now.\I see.\I was worried, since you took two days off from school.\I made a copy of the class notes for you.\That's all right. I can get them from someone else. response:	I sliced up the cantaloupe.
context: I heard you almost had pneumonia?\Not really.\I'm better now.\I see.\I was worried, since you took two days off from school.\I made a copy of the class notes for you.\That's all right. I can get them from someone else.\I sliced up the cantaloupe. response:	Ah... excuse me.
context: Not really.\I'm better now.\I see.\I was worried, since you took two days off from school.\I made a copy of the class notes for you.\That's all right. I can get them from someone else.\I sliced up the cantaloupe.\Ah... excuse me. response:	She brought it as get-well-soon gift, Motoharu. Be sure to thank her.
context: I'm better now.\I see.\I was worried, since you took two days off from school.\I made a copy of the class notes for you.\That's all right. I can get them from someone else.\I sliced up the cantaloupe.\Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her. response:	I've loved you this whole time...
context: I see.\I was worried, since you took two days off from school.\I made a copy of the class notes for you.\That's all right. I can get them from someone else.\I sliced up the cantaloupe.\Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time... response:	Your mom's really pretty.
context: I was worried, since you took two days off from school.\I made a copy of the class notes for you.\That's all right. I can get them from someone else.\I sliced up the cantaloupe.\Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time...\Your mom's really pretty. response:	You might catch my cold, so go home when you're done.
context: I made a copy of the class notes for you.\That's all right. I can get them from someone else.\I sliced up the cantaloupe.\Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time...\Your mom's really pretty.\You might catch my cold, so go home when you're done. response:	I hardly ever catch colds, so I should be fine-
context: That's all right. I can get them from someone else.\I sliced up the cantaloupe.\Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time...\Your mom's really pretty.\You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine- response:	Go home.
context: I sliced up the cantaloupe.\Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time...\Your mom's really pretty.\You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine-\Go home. response:	I ended up coming...
context: Ah... excuse me.\She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time...\Your mom's really pretty.\You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine-\Go home.\I ended up coming... response:	I don't really want to see him yet, but I got worried because he's been absent for two days...
context: She brought it as get-well-soon gift, Motoharu. Be sure to thank her.\I've loved you this whole time...\Your mom's really pretty.\You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine-\Go home.\I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days... response:	I'll look in on him, and then leave-
context: I've loved you this whole time...\Your mom's really pretty.\You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine-\Go home.\I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave- response:	Why...?
context: Your mom's really pretty.\You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine-\Go home.\I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave-\Why...? response:	Yamamoto-san!
context: You might catch my cold, so go home when you're done.\I hardly ever catch colds, so I should be fine-\Go home.\I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave-\Why...?\Yamamoto-san! response:	I think it's a bit selfish to say this, but...
context: I hardly ever catch colds, so I should be fine-\Go home.\I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave-\Why...?\Yamamoto-san!\I think it's a bit selfish to say this, but... response:	Why?
context: Go home.\I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave-\Why...?\Yamamoto-san!\I think it's a bit selfish to say this, but...\Why? response:	Because Yano's the guy I'm going out with.
context: I ended up coming...\I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave-\Why...?\Yamamoto-san!\I think it's a bit selfish to say this, but...\Why?\Because Yano's the guy I'm going out with. response:	Then why don't you tell him that?
context: I don't really want to see him yet, but I got worried because he's been absent for two days...\I'll look in on him, and then leave-\Why...?\Yamamoto-san!\I think it's a bit selfish to say this, but...\Why?\Because Yano's the guy I'm going out with.\Then why don't you tell him that? response:	Because you're Nana-san's little sister.
context: I'll look in on him, and then leave-\Why...?\Yamamoto-san!\I think it's a bit selfish to say this, but...\Why?\Because Yano's the guy I'm going out with.\Then why don't you tell him that?\Because you're Nana-san's little sister. response:	Because you're not just some stranger.
context: Why...?\Yamamoto-san!\I think it's a bit selfish to say this, but...\Why?\Because Yano's the guy I'm going out with.\Then why don't you tell him that?\Because you're Nana-san's little sister.\Because you're not just some stranger. response:	That's why Yano finds it hard to make a decision!
context: Yamamoto-san!\I think it's a bit selfish to say this, but...\Why?\Because Yano's the guy I'm going out with.\Then why don't you tell him that?\Because you're Nana-san's little sister.\Because you're not just some stranger.\That's why Yano finds it hard to make a decision! response:	I don't see him as my sister's boyfriend.
context: I think it's a bit selfish to say this, but...\Why?\Because Yano's the guy I'm going out with.\Then why don't you tell him that?\Because you're Nana-san's little sister.\Because you're not just some stranger.\That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend. response:	What do you even know?
context: Why?\Because Yano's the guy I'm going out with.\Then why don't you tell him that?\Because you're Nana-san's little sister.\Because you're not just some stranger.\That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend.\What do you even know? response:	You've only been his girlfriend for a year.
context: Because Yano's the guy I'm going out with.\Then why don't you tell him that?\Because you're Nana-san's little sister.\Because you're not just some stranger.\That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend.\What do you even know?\You've only been his girlfriend for a year. response:	But I've known him since before he was going out with my sister...
context: Then why don't you tell him that?\Because you're Nana-san's little sister.\Because you're not just some stranger.\That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend.\What do you even know?\You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister... response:	I know I can understand him a whole lot more than you can!
context: Because you're Nana-san's little sister.\Because you're not just some stranger.\That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend.\What do you even know?\You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can! response:	A whole lot more than you can!
context: Because you're not just some stranger.\That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend.\What do you even know?\You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can!\A whole lot more than you can! response:	I can't do anything about that, can I?
context: That's why Yano finds it hard to make a decision!\I don't see him as my sister's boyfriend.\What do you even know?\You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can!\A whole lot more than you can!\I can't do anything about that, can I? response:	I can't do anything about what I don't know, can I?
context: I don't see him as my sister's boyfriend.\What do you even know?\You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can!\A whole lot more than you can!\I can't do anything about that, can I?\I can't do anything about what I don't know, can I? response:	Or... am I the wrong one here?
context: What do you even know?\You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can!\A whole lot more than you can!\I can't do anything about that, can I?\I can't do anything about what I don't know, can I?\Or... am I the wrong one here? response:	Takahashi...
context: You've only been his girlfriend for a year.\But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can!\A whole lot more than you can!\I can't do anything about that, can I?\I can't do anything about what I don't know, can I?\Or... am I the wrong one here?\Takahashi... response:	Can I not understand him enough?
context: But I've known him since before he was going out with my sister...\I know I can understand him a whole lot more than you can!\A whole lot more than you can!\I can't do anything about that, can I?\I can't do anything about what I don't know, can I?\Or... am I the wrong one here?\Takahashi...\Can I not understand him enough? response:	She says she knew him when he was having the hardest time ever...
context: I know I can understand him a whole lot more than you can!\A whole lot more than you can!\I can't do anything about that, can I?\I can't do anything about what I don't know, can I?\Or... am I the wrong one here?\Takahashi...\Can I not understand him enough?\She says she knew him when he was having the hardest time ever... response:	I'm trying so hard, too... so very hard...
context: A whole lot more than you can!\I can't do anything about that, can I?\I can't do anything about what I don't know, can I?\Or... am I the wrong one here?\Takahashi...\Can I not understand him enough?\She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard... response:	But it's still... not enough?
context: I can't do anything about that, can I?\I can't do anything about what I don't know, can I?\Or... am I the wrong one here?\Takahashi...\Can I not understand him enough?\She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard...\But it's still... not enough? response:	Takahashi.
context: I can't do anything about what I don't know, can I?\Or... am I the wrong one here?\Takahashi...\Can I not understand him enough?\She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard...\But it's still... not enough?\Takahashi. response:	There's a limit to things.
context: Or... am I the wrong one here?\Takahashi...\Can I not understand him enough?\She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard...\But it's still... not enough?\Takahashi.\There's a limit to things. response:	You're right to try your hardest.
context: Takahashi...\Can I not understand him enough?\She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard...\But it's still... not enough?\Takahashi.\There's a limit to things.\You're right to try your hardest. response:	But... really understanding him is impossible.
context: Can I not understand him enough?\She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard...\But it's still... not enough?\Takahashi.\There's a limit to things.\You're right to try your hardest.\But... really understanding him is impossible. response:	The same way he can't do what you want him to do, you can't understand what he wants you to understand.
context: She says she knew him when he was having the hardest time ever...\I'm trying so hard, too... so very hard...\But it's still... not enough?\Takahashi.\There's a limit to things.\You're right to try your hardest.\But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand. response:	There's nothing you can do about the differences in the way you two think.
context: I'm trying so hard, too... so very hard...\But it's still... not enough?\Takahashi.\There's a limit to things.\You're right to try your hardest.\But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think. response:	Then... what am I supposed to do?
context: But it's still... not enough?\Takahashi.\There's a limit to things.\You're right to try your hardest.\But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do? response:	Take.
context: Takahashi.\There's a limit to things.\You're right to try your hardest.\But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do?\Take. response:	Huh? Are you alone?
context: There's a limit to things.\You're right to try your hardest.\But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do?\Take.\Huh? Are you alone? response:	I thought I heard someone else. Were you talking to someone?
context: You're right to try your hardest.\But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do?\Take.\Huh? Are you alone?\I thought I heard someone else. Were you talking to someone? response:	Don't bother coming to visit. You'll catch my cold, so go home.
context: But... really understanding him is impossible.\The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do?\Take.\Huh? Are you alone?\I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home. response:	It's cold out, so close your window.
context: The same way he can't do what you want him to do, you can't understand what he wants you to understand.\There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do?\Take.\Huh? Are you alone?\I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window. response:	Yeah.
context: There's nothing you can do about the differences in the way you two think.\Then... what am I supposed to do?\Take.\Huh? Are you alone?\I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window.\Yeah. response:	Take... I don't understand anything.
context: Then... what am I supposed to do?\Take.\Huh? Are you alone?\I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window.\Yeah.\Take... I don't understand anything. response:	You don't understand what?
context: Take.\Huh? Are you alone?\I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window.\Yeah.\Take... I don't understand anything.\You don't understand what? response:	How to go out with Takahashi without hurting her.
context: Huh? Are you alone?\I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window.\Yeah.\Take... I don't understand anything.\You don't understand what?\How to go out with Takahashi without hurting her. response:	I wonder if it's just one of my defects as a human?
context: I thought I heard someone else. Were you talking to someone?\Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window.\Yeah.\Take... I don't understand anything.\You don't understand what?\How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human? response:	This isn't a first for you, right?
context: Don't bother coming to visit. You'll catch my cold, so go home.\It's cold out, so close your window.\Yeah.\Take... I don't understand anything.\You don't understand what?\How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human?\This isn't a first for you, right? response:	This is a first.
context: It's cold out, so close your window.\Yeah.\Take... I don't understand anything.\You don't understand what?\How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human?\This isn't a first for you, right?\This is a first. response:	I'm not confident.
context: Yeah.\Take... I don't understand anything.\You don't understand what?\How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human?\This isn't a first for you, right?\This is a first.\I'm not confident. response:	I must be really pathetic, huh?
context: Take... I don't understand anything.\You don't understand what?\How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human?\This isn't a first for you, right?\This is a first.\I'm not confident.\I must be really pathetic, huh? response:	I can't forgive myself for making her cry.
context: You don't understand what?\How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human?\This isn't a first for you, right?\This is a first.\I'm not confident.\I must be really pathetic, huh?\I can't forgive myself for making her cry. response:	But... I'm not confident that I won't be able to keep from hurting her.
context: How to go out with Takahashi without hurting her.\I wonder if it's just one of my defects as a human?\This isn't a first for you, right?\This is a first.\I'm not confident.\I must be really pathetic, huh?\I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her. response:	But...
context: I wonder if it's just one of my defects as a human?\This isn't a first for you, right?\This is a first.\I'm not confident.\I must be really pathetic, huh?\I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her.\But... response:	Takahashi!
context: This isn't a first for you, right?\This is a first.\I'm not confident.\I must be really pathetic, huh?\I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her.\But...\Takahashi! response:	What's the matter?
context: This is a first.\I'm not confident.\I must be really pathetic, huh?\I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her.\But...\Takahashi!\What's the matter? response:	You have to get some rest.
context: I'm not confident.\I must be really pathetic, huh?\I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her.\But...\Takahashi!\What's the matter?\You have to get some rest. response:	Hey... are you sure no one else really came?
context: I must be really pathetic, huh?\I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her.\But...\Takahashi!\What's the matter?\You have to get some rest.\Hey... are you sure no one else really came? response:	Huh? Yeah.
context: I can't forgive myself for making her cry.\But... I'm not confident that I won't be able to keep from hurting her.\But...\Takahashi!\What's the matter?\You have to get some rest.\Hey... are you sure no one else really came?\Huh? Yeah. response:	Motoharu! You can't go outside like this!
context: But... I'm not confident that I won't be able to keep from hurting her.\But...\Takahashi!\What's the matter?\You have to get some rest.\Hey... are you sure no one else really came?\Huh? Yeah.\Motoharu! You can't go outside like this! response:	Motoharu!
context: But...\Takahashi!\What's the matter?\You have to get some rest.\Hey... are you sure no one else really came?\Huh? Yeah.\Motoharu! You can't go outside like this!\Motoharu! response:	Let go!
context: Takahashi!\What's the matter?\You have to get some rest.\Hey... are you sure no one else really came?\Huh? Yeah.\Motoharu! You can't go outside like this!\Motoharu!\Let go! response:	There's no one here!
context: What's the matter?\You have to get some rest.\Hey... are you sure no one else really came?\Huh? Yeah.\Motoharu! You can't go outside like this!\Motoharu!\Let go!\There's no one here! response:	Motoharu, look out there!
context: You have to get some rest.\Hey... are you sure no one else really came?\Huh? Yeah.\Motoharu! You can't go outside like this!\Motoharu!\Let go!\There's no one here!\Motoharu, look out there! response:	You don't see anyone, do you?
context: Hey... are you sure no one else really came?\Huh? Yeah.\Motoharu! You can't go outside like this!\Motoharu!\Let go!\There's no one here!\Motoharu, look out there!\You don't see anyone, do you? response:	Just because your fever's dropped a little doesn't mean you can let your guard down.
context: Huh? Yeah.\Motoharu! You can't go outside like this!\Motoharu!\Let go!\There's no one here!\Motoharu, look out there!\You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down. response:	Takahashi! Wait-!
context: Motoharu! You can't go outside like this!\Motoharu!\Let go!\There's no one here!\Motoharu, look out there!\You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-! response:	Don't be so nice to me when I'm weak!
context: Motoharu!\Let go!\There's no one here!\Motoharu, look out there!\You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-!\Don't be so nice to me when I'm weak! response:	When you're weak...?
context: Let go!\There's no one here!\Motoharu, look out there!\You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-!\Don't be so nice to me when I'm weak!\When you're weak...? response:	It's not fair.
context: There's no one here!\Motoharu, look out there!\You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-!\Don't be so nice to me when I'm weak!\When you're weak...?\It's not fair. response:	Then... smile.
context: Motoharu, look out there!\You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-!\Don't be so nice to me when I'm weak!\When you're weak...?\It's not fair.\Then... smile. response:	Make your fun smile like usual, and be yourself.
context: You don't see anyone, do you?\Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-!\Don't be so nice to me when I'm weak!\When you're weak...?\It's not fair.\Then... smile.\Make your fun smile like usual, and be yourself. response:	Then I'll be able to...
context: Just because your fever's dropped a little doesn't mean you can let your guard down.\Takahashi! Wait-!\Don't be so nice to me when I'm weak!\When you're weak...?\It's not fair.\Then... smile.\Make your fun smile like usual, and be yourself.\Then I'll be able to... response:	This is useless...
context: Takahashi! Wait-!\Don't be so nice to me when I'm weak!\When you're weak...?\It's not fair.\Then... smile.\Make your fun smile like usual, and be yourself.\Then I'll be able to...\This is useless... response:	Why do you always have to cry?
context: Don't be so nice to me when I'm weak!\When you're weak...?\It's not fair.\Then... smile.\Make your fun smile like usual, and be yourself.\Then I'll be able to...\This is useless...\Why do you always have to cry? response:	I'd always make you smile.
context: When you're weak...?\It's not fair.\Then... smile.\Make your fun smile like usual, and be yourself.\Then I'll be able to...\This is useless...\Why do you always have to cry?\I'd always make you smile. response:	Aren't you supposed to be happy with him?
context: It's not fair.\Then... smile.\Make your fun smile like usual, and be yourself.\Then I'll be able to...\This is useless...\Why do you always have to cry?\I'd always make you smile.\Aren't you supposed to be happy with him? response:	I'd be by your side.
context: Then... smile.\Make your fun smile like usual, and be yourself.\Then I'll be able to...\This is useless...\Why do you always have to cry?\I'd always make you smile.\Aren't you supposed to be happy with him?\I'd be by your side. response:	Aren't you happy?
context: Make your fun smile like usual, and be yourself.\Then I'll be able to...\This is useless...\Why do you always have to cry?\I'd always make you smile.\Aren't you supposed to be happy with him?\I'd be by your side.\Aren't you happy? response:	Why else would you stick with this relationship?!
context: Then I'll be able to...\This is useless...\Why do you always have to cry?\I'd always make you smile.\Aren't you supposed to be happy with him?\I'd be by your side.\Aren't you happy?\Why else would you stick with this relationship?! response:	I'd always find you before you had to go looking for me!
context: This is useless...\Why do you always have to cry?\I'd always make you smile.\Aren't you supposed to be happy with him?\I'd be by your side.\Aren't you happy?\Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me! response:	I'd do whatever you wish for!
context: Why do you always have to cry?\I'd always make you smile.\Aren't you supposed to be happy with him?\I'd be by your side.\Aren't you happy?\Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me!\I'd do whatever you wish for! response:	There's only one way to allow such a thing.
context: I'd always make you smile.\Aren't you supposed to be happy with him?\I'd be by your side.\Aren't you happy?\Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me!\I'd do whatever you wish for!\There's only one way to allow such a thing. response:	If you can't figure it out, you don't have the right to do such a thing.
context: Aren't you supposed to be happy with him?\I'd be by your side.\Aren't you happy?\Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me!\I'd do whatever you wish for!\There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing. response:	There's something I've been wanting to talk to you about, Motoharu...
context: I'd be by your side.\Aren't you happy?\Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me!\I'd do whatever you wish for!\There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu... response:	What is it?
context: Aren't you happy?\Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me!\I'd do whatever you wish for!\There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu...\What is it? response:	I know it's a little weird to tell you when you're like this, but...
context: Why else would you stick with this relationship?!\I'd always find you before you had to go looking for me!\I'd do whatever you wish for!\There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu...\What is it?\I know it's a little weird to tell you when you're like this, but... response:	I'm thinking of getting divorced.
context: I'd always find you before you had to go looking for me!\I'd do whatever you wish for!\There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu...\What is it?\I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced. response:	I can make you happier than he can, Takahashi!
context: I'd do whatever you wish for!\There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu...\What is it?\I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced.\I can make you happier than he can, Takahashi! response:	I've actually been worrying over this for about a year.
context: There's only one way to allow such a thing.\If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu...\What is it?\I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced.\I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year. response:	But I wasn't able to make up my mind.
context: If you can't figure it out, you don't have the right to do such a thing.\There's something I've been wanting to talk to you about, Motoharu...\What is it?\I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced.\I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year.\But I wasn't able to make up my mind. response:	But about one month ago, one of my old friends gave me a call.
context: There's something I've been wanting to talk to you about, Motoharu...\What is it?\I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced.\I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year.\But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call. response:	I think you remember her. You know, that lady who used to be my hair stylist?
context: What is it?\I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced.\I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year.\But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist? response:	I can't leave you like this anymore.
context: I know it's a little weird to tell you when you're like this, but...\I'm thinking of getting divorced.\I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year.\But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore. response:	And she asked if I could come help her with her work.
context: I'm thinking of getting divorced.\I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year.\But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore.\And she asked if I could come help her with her work. response:	Finding employment at my age was one of my big worries, so I thought this might be my chance.
context: I can make you happier than he can, Takahashi!\I've actually been worrying over this for about a year.\But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore.\And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance. response:	And I don't want to let it pass me by.
context: I've actually been worrying over this for about a year.\But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore.\And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by. response:	Let's put an end to all the crying and worrying.
