context: Typhoon 13 is maintaining its extremely strong force response:	as it continues making its way up north.
context: Kouki-kun and those boys are wandering around again.\Kouki-san...\Right now, it's drawing time.\Kouki-san, your morning glories are looking splendid!\It would be a waste not to sketch them.\Kouki-san, do you like drawing?\So-so, I guess...\Tatsumi-sensei... response:	I'm in charge of this boy.
context: Kouki-san...\Right now, it's drawing time.\Kouki-san, your morning glories are looking splendid!\It would be a waste not to sketch them.\Kouki-san, do you like drawing?\So-so, I guess...\Tatsumi-sensei...\I'm in charge of this boy. response:	Kouki-san, why do you always, always disturb everyone?!
context: Right now, it's drawing time.\Kouki-san, your morning glories are looking splendid!\It would be a waste not to sketch them.\Kouki-san, do you like drawing?\So-so, I guess...\Tatsumi-sensei...\I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?! response:	Now sit down and draw!
context: Kouki-san, your morning glories are looking splendid!\It would be a waste not to sketch them.\Kouki-san, do you like drawing?\So-so, I guess...\Tatsumi-sensei...\I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw! response:	And don't make a weird face!
context: It would be a waste not to sketch them.\Kouki-san, do you like drawing?\So-so, I guess...\Tatsumi-sensei...\I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw!\And don't make a weird face! response:	I got Kouki's hat!
context: Kouki-san, do you like drawing?\So-so, I guess...\Tatsumi-sensei...\I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw!\And don't make a weird face!\I got Kouki's hat! response:	Cut it out!
context: So-so, I guess...\Tatsumi-sensei...\I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw!\And don't make a weird face!\I got Kouki's hat!\Cut it out! response:	Hey! Kouki-san! Boys!
context: Tatsumi-sensei...\I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw!\And don't make a weird face!\I got Kouki's hat!\Cut it out!\Hey! Kouki-san! Boys! response:	Stop fooling around!
context: I'm in charge of this boy.\Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw!\And don't make a weird face!\I got Kouki's hat!\Cut it out!\Hey! Kouki-san! Boys!\Stop fooling around! response:	Get back here!
context: Kouki-san, why do you always, always disturb everyone?!\Now sit down and draw!\And don't make a weird face!\I got Kouki's hat!\Cut it out!\Hey! Kouki-san! Boys!\Stop fooling around!\Get back here! response:	Rin-chan?
context: Now sit down and draw!\And don't make a weird face!\I got Kouki's hat!\Cut it out!\Hey! Kouki-san! Boys!\Stop fooling around!\Get back here!\Rin-chan? response:	Kouki-kun!
context: And don't make a weird face!\I got Kouki's hat!\Cut it out!\Hey! Kouki-san! Boys!\Stop fooling around!\Get back here!\Rin-chan?\Kouki-kun! response:	Sit down and draw!
context: I got Kouki's hat!\Cut it out!\Hey! Kouki-san! Boys!\Stop fooling around!\Get back here!\Rin-chan?\Kouki-kun!\Sit down and draw! response:	Don't let them get you in trouble!
context: Cut it out!\Hey! Kouki-san! Boys!\Stop fooling around!\Get back here!\Rin-chan?\Kouki-kun!\Sit down and draw!\Don't let them get you in trouble! response:	Okay.
context: Hey! Kouki-san! Boys!\Stop fooling around!\Get back here!\Rin-chan?\Kouki-kun!\Sit down and draw!\Don't let them get you in trouble!\Okay. response:	That was incredible, Rin-chan.
context: Stop fooling around!\Get back here!\Rin-chan?\Kouki-kun!\Sit down and draw!\Don't let them get you in trouble!\Okay.\That was incredible, Rin-chan. response:	Kouki-kun always does strange stuff and he's scary when he loses his temper.
context: Get back here!\Rin-chan?\Kouki-kun!\Sit down and draw!\Don't let them get you in trouble!\Okay.\That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper. response:	Rin-chan, he'll bully you!
context: Rin-chan?\Kouki-kun!\Sit down and draw!\Don't let them get you in trouble!\Okay.\That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you! response:	No, he won't! After all, we went to the same nursery school.
context: Kouki-kun!\Sit down and draw!\Don't let them get you in trouble!\Okay.\That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school. response:	Really?!
context: Sit down and draw!\Don't let them get you in trouble!\Okay.\That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school.\Really?! response:	They're late...
context: Don't let them get you in trouble!\Okay.\That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school.\Really?!\They're late... response:	You guys pick up your kids at 6 too, right?
context: Okay.\That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school.\Really?!\They're late...\You guys pick up your kids at 6 too, right? response:	Yeah. Cuttin' it close today.
context: That was incredible, Rin-chan.\Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school.\Really?!\They're late...\You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today. response:	Here they are!
context: Kouki-kun always does strange stuff and he's scary when he loses his temper.\Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school.\Really?!\They're late...\You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today.\Here they are! response:	All right! Let's get it done in one!
context: Rin-chan, he'll bully you!\No, he won't! After all, we went to the same nursery school.\Really?!\They're late...\You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today.\Here they are!\All right! Let's get it done in one! response:	Yeah!
context: No, he won't! After all, we went to the same nursery school.\Really?!\They're late...\You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today.\Here they are!\All right! Let's get it done in one!\Yeah! response:	Hello!
context: Really?!\They're late...\You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today.\Here they are!\All right! Let's get it done in one!\Yeah!\Hello! response:	You got a little wet, huh?
context: They're late...\You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today.\Here they are!\All right! Let's get it done in one!\Yeah!\Hello!\You got a little wet, huh? response:	Rin-chan! Your father's here!
context: You guys pick up your kids at 6 too, right?\Yeah. Cuttin' it close today.\Here they are!\All right! Let's get it done in one!\Yeah!\Hello!\You got a little wet, huh?\Rin-chan! Your father's here! response:	Hey...
context: Yeah. Cuttin' it close today.\Here they are!\All right! Let's get it done in one!\Yeah!\Hello!\You got a little wet, huh?\Rin-chan! Your father's here!\Hey... response:	I-I'm sorry...
context: Here they are!\All right! Let's get it done in one!\Yeah!\Hello!\You got a little wet, huh?\Rin-chan! Your father's here!\Hey...\I-I'm sorry... response:	Not at all. Don't worry about it.
context: All right! Let's get it done in one!\Yeah!\Hello!\You got a little wet, huh?\Rin-chan! Your father's here!\Hey...\I-I'm sorry...\Not at all. Don't worry about it. response:	I'll go get Rin-chan.
context: Yeah!\Hello!\You got a little wet, huh?\Rin-chan! Your father's here!\Hey...\I-I'm sorry...\Not at all. Don't worry about it.\I'll go get Rin-chan. response:	The wind's really picked up, huh?
context: Hello!\You got a little wet, huh?\Rin-chan! Your father's here!\Hey...\I-I'm sorry...\Not at all. Don't worry about it.\I'll go get Rin-chan.\The wind's really picked up, huh? response:	Yes. I wish I could've gotten here earlier, but...
context: You got a little wet, huh?\Rin-chan! Your father's here!\Hey...\I-I'm sorry...\Not at all. Don't worry about it.\I'll go get Rin-chan.\The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but... response:	Am I the last?
context: Rin-chan! Your father's here!\Hey...\I-I'm sorry...\Not at all. Don't worry about it.\I'll go get Rin-chan.\The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but...\Am I the last? response:	Kouki-kun is here, too...
context: Hey...\I-I'm sorry...\Not at all. Don't worry about it.\I'll go get Rin-chan.\The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but...\Am I the last?\Kouki-kun is here, too... response:	Daikichi!
context: I-I'm sorry...\Not at all. Don't worry about it.\I'll go get Rin-chan.\The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but...\Am I the last?\Kouki-kun is here, too...\Daikichi! response:	There's a storm, huh?
context: Not at all. Don't worry about it.\I'll go get Rin-chan.\The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but...\Am I the last?\Kouki-kun is here, too...\Daikichi!\There's a storm, huh? response:	Yeah. It's really coming down.
context: I'll go get Rin-chan.\The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but...\Am I the last?\Kouki-kun is here, too...\Daikichi!\There's a storm, huh?\Yeah. It's really coming down. response:	Sorry I'm late.
context: The wind's really picked up, huh?\Yes. I wish I could've gotten here earlier, but...\Am I the last?\Kouki-kun is here, too...\Daikichi!\There's a storm, huh?\Yeah. It's really coming down.\Sorry I'm late. response:	It's okay.
context: Yes. I wish I could've gotten here earlier, but...\Am I the last?\Kouki-kun is here, too...\Daikichi!\There's a storm, huh?\Yeah. It's really coming down.\Sorry I'm late.\It's okay. response:	An umbrella's flying!
context: Am I the last?\Kouki-kun is here, too...\Daikichi!\There's a storm, huh?\Yeah. It's really coming down.\Sorry I'm late.\It's okay.\An umbrella's flying! response:	Did something happen?
context: Kouki-kun is here, too...\Daikichi!\There's a storm, huh?\Yeah. It's really coming down.\Sorry I'm late.\It's okay.\An umbrella's flying!\Did something happen? response:	Uh-uh. I'm fine.
context: Daikichi!\There's a storm, huh?\Yeah. It's really coming down.\Sorry I'm late.\It's okay.\An umbrella's flying!\Did something happen?\Uh-uh. I'm fine. response:	See ya!
context: There's a storm, huh?\Yeah. It's really coming down.\Sorry I'm late.\It's okay.\An umbrella's flying!\Did something happen?\Uh-uh. I'm fine.\See ya! response:	See you later, Kouki!
context: Yeah. It's really coming down.\Sorry I'm late.\It's okay.\An umbrella's flying!\Did something happen?\Uh-uh. I'm fine.\See ya!\See you later, Kouki! response:	Wanna walk home together?
context: Sorry I'm late.\It's okay.\An umbrella's flying!\Did something happen?\Uh-uh. I'm fine.\See ya!\See you later, Kouki!\Wanna walk home together? response:	Let's walk home together!
context: It's okay.\An umbrella's flying!\Did something happen?\Uh-uh. I'm fine.\See ya!\See you later, Kouki!\Wanna walk home together?\Let's walk home together! response:	Sure!
context: An umbrella's flying!\Did something happen?\Uh-uh. I'm fine.\See ya!\See you later, Kouki!\Wanna walk home together?\Let's walk home together!\Sure! response:	I'm sorry, but it's already decided how he gets home, so we can't...
context: Did something happen?\Uh-uh. I'm fine.\See ya!\See you later, Kouki!\Wanna walk home together?\Let's walk home together!\Sure!\I'm sorry, but it's already decided how he gets home, so we can't... response:	I know. But the wind is only to keep getting stronger,
context: Uh-uh. I'm fine.\See ya!\See you later, Kouki!\Wanna walk home together?\Let's walk home together!\Sure!\I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger, response:	so let me try calling Nitani-san and see if it would be a problem.
context: See ya!\See you later, Kouki!\Wanna walk home together?\Let's walk home together!\Sure!\I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem. response:	Then, just to confirm, can I hand the phone over to you?
context: See you later, Kouki!\Wanna walk home together?\Let's walk home together!\Sure!\I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you? response:	Um... In that case...
context: Wanna walk home together?\Let's walk home together!\Sure!\I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you?\Um... In that case... response:	We can go home early, too!
context: Let's walk home together!\Sure!\I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you?\Um... In that case...\We can go home early, too! response:	What's that?!
context: Sure!\I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you?\Um... In that case...\We can go home early, too!\What's that?! response:	Well, we were just kidding.
context: I'm sorry, but it's already decided how he gets home, so we can't...\I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you?\Um... In that case...\We can go home early, too!\What's that?!\Well, we were just kidding. response:	Kouki!
context: I know. But the wind is only to keep getting stronger,\so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you?\Um... In that case...\We can go home early, too!\What's that?!\Well, we were just kidding.\Kouki! response:	Me too!
context: so let me try calling Nitani-san and see if it would be a problem.\Then, just to confirm, can I hand the phone over to you?\Um... In that case...\We can go home early, too!\What's that?!\Well, we were just kidding.\Kouki!\Me too! response:	Rin!
context: Then, just to confirm, can I hand the phone over to you?\Um... In that case...\We can go home early, too!\What's that?!\Well, we were just kidding.\Kouki!\Me too!\Rin! response:	That's dangerous!
context: Um... In that case...\We can go home early, too!\What's that?!\Well, we were just kidding.\Kouki!\Me too!\Rin!\That's dangerous! response:	Get behind me and follow along!
context: We can go home early, too!\What's that?!\Well, we were just kidding.\Kouki!\Me too!\Rin!\That's dangerous!\Get behind me and follow along! response:	Hold it!
context: What's that?!\Well, we were just kidding.\Kouki!\Me too!\Rin!\That's dangerous!\Get behind me and follow along!\Hold it! response:	I'll bring you a towel.
context: Well, we were just kidding.\Kouki!\Me too!\Rin!\That's dangerous!\Get behind me and follow along!\Hold it!\I'll bring you a towel. response:	The storm windows!
context: Kouki!\Me too!\Rin!\That's dangerous!\Get behind me and follow along!\Hold it!\I'll bring you a towel.\The storm windows! response:	Cool! Let me do it!
context: Me too!\Rin!\That's dangerous!\Get behind me and follow along!\Hold it!\I'll bring you a towel.\The storm windows!\Cool! Let me do it! response:	Careful, don't catch your fingers.
context: Rin!\That's dangerous!\Get behind me and follow along!\Hold it!\I'll bring you a towel.\The storm windows!\Cool! Let me do it!\Careful, don't catch your fingers. response:	It's dark!
context: That's dangerous!\Get behind me and follow along!\Hold it!\I'll bring you a towel.\The storm windows!\Cool! Let me do it!\Careful, don't catch your fingers.\It's dark! response:	Y'know, it's kind of like a secret base!
context: Get behind me and follow along!\Hold it!\I'll bring you a towel.\The storm windows!\Cool! Let me do it!\Careful, don't catch your fingers.\It's dark!\Y'know, it's kind of like a secret base! response:	It's in my eyes!
context: Hold it!\I'll bring you a towel.\The storm windows!\Cool! Let me do it!\Careful, don't catch your fingers.\It's dark!\Y'know, it's kind of like a secret base!\It's in my eyes! response:	I'm gonna rinse it now, so don't open your eyes.
context: I'll bring you a towel.\The storm windows!\Cool! Let me do it!\Careful, don't catch your fingers.\It's dark!\Y'know, it's kind of like a secret base!\It's in my eyes!\I'm gonna rinse it now, so don't open your eyes. response:	All right, dry the rest yourself.
context: The storm windows!\Cool! Let me do it!\Careful, don't catch your fingers.\It's dark!\Y'know, it's kind of like a secret base!\It's in my eyes!\I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself. response:	Daikichi, your back is huge!
context: Cool! Let me do it!\Careful, don't catch your fingers.\It's dark!\Y'know, it's kind of like a secret base!\It's in my eyes!\I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself.\Daikichi, your back is huge! response:	I know, right?!
context: Careful, don't catch your fingers.\It's dark!\Y'know, it's kind of like a secret base!\It's in my eyes!\I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself.\Daikichi, your back is huge!\I know, right?! response:	Good evening! It's Nitani!
context: It's dark!\Y'know, it's kind of like a secret base!\It's in my eyes!\I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself.\Daikichi, your back is huge!\I know, right?!\Good evening! It's Nitani! response:	Yes! I'll be right there!
context: Y'know, it's kind of like a secret base!\It's in my eyes!\I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself.\Daikichi, your back is huge!\I know, right?!\Good evening! It's Nitani!\Yes! I'll be right there! response:	So you were able to get off work early...
context: It's in my eyes!\I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself.\Daikichi, your back is huge!\I know, right?!\Good evening! It's Nitani!\Yes! I'll be right there!\So you were able to get off work early... response:	I feel like I overstepped my bounds.
context: I'm gonna rinse it now, so don't open your eyes.\All right, dry the rest yourself.\Daikichi, your back is huge!\I know, right?!\Good evening! It's Nitani!\Yes! I'll be right there!\So you were able to get off work early...\I feel like I overstepped my bounds. response:	Not at all! It was a big help.
context: All right, dry the rest yourself.\Daikichi, your back is huge!\I know, right?!\Good evening! It's Nitani!\Yes! I'll be right there!\So you were able to get off work early...\I feel like I overstepped my bounds.\Not at all! It was a big help. response:	Sorry. Kouki got soaked on the way here, too.
context: Daikichi, your back is huge!\I know, right?!\Good evening! It's Nitani!\Yes! I'll be right there!\So you were able to get off work early...\I feel like I overstepped my bounds.\Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too. response:	Really, I don't know where to begin to apologize...
context: I know, right?!\Good evening! It's Nitani!\Yes! I'll be right there!\So you were able to get off work early...\I feel like I overstepped my bounds.\Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize... response:	That looks good on you!
context: Good evening! It's Nitani!\Yes! I'll be right there!\So you were able to get off work early...\I feel like I overstepped my bounds.\Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize...\That looks good on you! response:	Daikichi, let me borrow yours!
context: Yes! I'll be right there!\So you were able to get off work early...\I feel like I overstepped my bounds.\Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize...\That looks good on you!\Daikichi, let me borrow yours! response:	Again with that?! You say, Daikichi-san, right?!
context: So you were able to get off work early...\I feel like I overstepped my bounds.\Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize...\That looks good on you!\Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?! response:	He said Daikichi is fine!
context: I feel like I overstepped my bounds.\Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize...\That looks good on you!\Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine! response:	Yeah, I'm more comfortable with that.
context: Not at all! It was a big help.\Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize...\That looks good on you!\Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine!\Yeah, I'm more comfortable with that. response:	That's right!
context: Sorry. Kouki got soaked on the way here, too.\Really, I don't know where to begin to apologize...\That looks good on you!\Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine!\Yeah, I'm more comfortable with that.\That's right! response:	Just Daikichi is fine!
context: Really, I don't know where to begin to apologize...\That looks good on you!\Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine!\Yeah, I'm more comfortable with that.\That's right!\Just Daikichi is fine! response:	Rin-chan, you're good at that!
context: That looks good on you!\Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine!\Yeah, I'm more comfortable with that.\That's right!\Just Daikichi is fine!\Rin-chan, you're good at that! response:	I can use a knife, too!
context: Daikichi, let me borrow yours!\Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine!\Yeah, I'm more comfortable with that.\That's right!\Just Daikichi is fine!\Rin-chan, you're good at that!\I can use a knife, too! response:	You're already a young lady!
context: Again with that?! You say, Daikichi-san, right?!\He said Daikichi is fine!\Yeah, I'm more comfortable with that.\That's right!\Just Daikichi is fine!\Rin-chan, you're good at that!\I can use a knife, too!\You're already a young lady! response:	Daikichi does the fire, though.
context: He said Daikichi is fine!\Yeah, I'm more comfortable with that.\That's right!\Just Daikichi is fine!\Rin-chan, you're good at that!\I can use a knife, too!\You're already a young lady!\Daikichi does the fire, though. response:	I'll do it too!
context: Yeah, I'm more comfortable with that.\That's right!\Just Daikichi is fine!\Rin-chan, you're good at that!\I can use a knife, too!\You're already a young lady!\Daikichi does the fire, though.\I'll do it too! response:	You never help out...
context: That's right!\Just Daikichi is fine!\Rin-chan, you're good at that!\I can use a knife, too!\You're already a young lady!\Daikichi does the fire, though.\I'll do it too!\You never help out... response:	I'll cut too!
context: Just Daikichi is fine!\Rin-chan, you're good at that!\I can use a knife, too!\You're already a young lady!\Daikichi does the fire, though.\I'll do it too!\You never help out...\I'll cut too! response:	I'll lend you my knife!
context: Rin-chan, you're good at that!\I can use a knife, too!\You're already a young lady!\Daikichi does the fire, though.\I'll do it too!\You never help out...\I'll cut too!\I'll lend you my knife! response:	Oh, no! Onions are dangerous!
context: I can use a knife, too!\You're already a young lady!\Daikichi does the fire, though.\I'll do it too!\You never help out...\I'll cut too!\I'll lend you my knife!\Oh, no! Onions are dangerous! response:	Don't touch! Wash your eyes right away!
context: You're already a young lady!\Daikichi does the fire, though.\I'll do it too!\You never help out...\I'll cut too!\I'll lend you my knife!\Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away! response:	Where are you going?
context: Daikichi does the fire, though.\I'll do it too!\You never help out...\I'll cut too!\I'll lend you my knife!\Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away!\Where are you going? response:	Oh, no! I'm crying!
context: I'll do it too!\You never help out...\I'll cut too!\I'll lend you my knife!\Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away!\Where are you going?\Oh, no! I'm crying! response:	You're making hamburger patties...
context: You never help out...\I'll cut too!\I'll lend you my knife!\Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away!\Where are you going?\Oh, no! I'm crying!\You're making hamburger patties... response:	Yep... It looks delicious, doesn't it?
context: I'll cut too!\I'll lend you my knife!\Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away!\Where are you going?\Oh, no! I'm crying!\You're making hamburger patties...\Yep... It looks delicious, doesn't it? response:	These are kind of strange...
context: I'll lend you my knife!\Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away!\Where are you going?\Oh, no! I'm crying!\You're making hamburger patties...\Yep... It looks delicious, doesn't it?\These are kind of strange... response:	They're not strange! Right?
context: Oh, no! Onions are dangerous!\Don't touch! Wash your eyes right away!\Where are you going?\Oh, no! I'm crying!\You're making hamburger patties...\Yep... It looks delicious, doesn't it?\These are kind of strange...\They're not strange! Right? response:	Well, I'm sure they'll taste fine.
context: Don't touch! Wash your eyes right away!\Where are you going?\Oh, no! I'm crying!\You're making hamburger patties...\Yep... It looks delicious, doesn't it?\These are kind of strange...\They're not strange! Right?\Well, I'm sure they'll taste fine. response:	Rin-chan! The eggs are boiled!
context: Where are you going?\Oh, no! I'm crying!\You're making hamburger patties...\Yep... It looks delicious, doesn't it?\These are kind of strange...\They're not strange! Right?\Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled! response:	Please peel them!
context: Oh, no! I'm crying!\You're making hamburger patties...\Yep... It looks delicious, doesn't it?\These are kind of strange...\They're not strange! Right?\Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled!\Please peel them! response:	Okay!
context: You're making hamburger patties...\Yep... It looks delicious, doesn't it?\These are kind of strange...\They're not strange! Right?\Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled!\Please peel them!\Okay! response:	Here!
context: Yep... It looks delicious, doesn't it?\These are kind of strange...\They're not strange! Right?\Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled!\Please peel them!\Okay!\Here! response:	You're so good at that!
context: These are kind of strange...\They're not strange! Right?\Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled!\Please peel them!\Okay!\Here!\You're so good at that! response:	Rin is eating it up...
context: They're not strange! Right?\Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled!\Please peel them!\Okay!\Here!\You're so good at that!\Rin is eating it up... response:	Kouki, do you love your mom?
context: Well, I'm sure they'll taste fine.\Rin-chan! The eggs are boiled!\Please peel them!\Okay!\Here!\You're so good at that!\Rin is eating it up...\Kouki, do you love your mom? response:	If only she weren't such an old nag...
context: Rin-chan! The eggs are boiled!\Please peel them!\Okay!\Here!\You're so good at that!\Rin is eating it up...\Kouki, do you love your mom?\If only she weren't such an old nag... response:	There's a sense of security here, too.
context: Please peel them!\Okay!\Here!\You're so good at that!\Rin is eating it up...\Kouki, do you love your mom?\If only she weren't such an old nag...\There's a sense of security here, too. response:	This one's mine!
context: Okay!\Here!\You're so good at that!\Rin is eating it up...\Kouki, do you love your mom?\If only she weren't such an old nag...\There's a sense of security here, too.\This one's mine! response:	What about giving thanks?
context: Here!\You're so good at that!\Rin is eating it up...\Kouki, do you love your mom?\If only she weren't such an old nag...\There's a sense of security here, too.\This one's mine!\What about giving thanks? response:	Thank you for the food we're about to eat!
context: You're so good at that!\Rin is eating it up...\Kouki, do you love your mom?\If only she weren't such an old nag...\There's a sense of security here, too.\This one's mine!\What about giving thanks?\Thank you for the food we're about to eat! response:	Thank you for the food we're about to eat!
context: Rin is eating it up...\Kouki, do you love your mom?\If only she weren't such an old nag...\There's a sense of security here, too.\This one's mine!\What about giving thanks?\Thank you for the food we're about to eat!\Thank you for the food we're about to eat! response:	Kouki, use your chopsticks!
context: Kouki, do you love your mom?\If only she weren't such an old nag...\There's a sense of security here, too.\This one's mine!\What about giving thanks?\Thank you for the food we're about to eat!\Thank you for the food we're about to eat!\Kouki, use your chopsticks! response:	I know, I'm just getting it together.
context: If only she weren't such an old nag...\There's a sense of security here, too.\This one's mine!\What about giving thanks?\Thank you for the food we're about to eat!\Thank you for the food we're about to eat!\Kouki, use your chopsticks!\I know, I'm just getting it together. response:	It's good, isn't it?!
context: There's a sense of security here, too.\This one's mine!\What about giving thanks?\Thank you for the food we're about to eat!\Thank you for the food we're about to eat!\Kouki, use your chopsticks!\I know, I'm just getting it together.\It's good, isn't it?! response:	It is good!
context: This one's mine!\What about giving thanks?\Thank you for the food we're about to eat!\Thank you for the food we're about to eat!\Kouki, use your chopsticks!\I know, I'm just getting it together.\It's good, isn't it?!\It is good! response:	Food tastes better when we eat it together!
context: What about giving thanks?\Thank you for the food we're about to eat!\Thank you for the food we're about to eat!\Kouki, use your chopsticks!\I know, I'm just getting it together.\It's good, isn't it?!\It is good!\Food tastes better when we eat it together! response:	Let's eat here again tomorrow night!
context: Thank you for the food we're about to eat!\Thank you for the food we're about to eat!\Kouki, use your chopsticks!\I know, I'm just getting it together.\It's good, isn't it?!\It is good!\Food tastes better when we eat it together!\Let's eat here again tomorrow night! response:	Kouki!
context: Thank you for the food we're about to eat!\Kouki, use your chopsticks!\I know, I'm just getting it together.\It's good, isn't it?!\It is good!\Food tastes better when we eat it together!\Let's eat here again tomorrow night!\Kouki! response:	That's good enough.
context: Kouki, use your chopsticks!\I know, I'm just getting it together.\It's good, isn't it?!\It is good!\Food tastes better when we eat it together!\Let's eat here again tomorrow night!\Kouki!\That's good enough. response:	I'll finish up later.
context: I know, I'm just getting it together.\It's good, isn't it?!\It is good!\Food tastes better when we eat it together!\Let's eat here again tomorrow night!\Kouki!\That's good enough.\I'll finish up later. response:	Okay...
context: It's good, isn't it?!\It is good!\Food tastes better when we eat it together!\Let's eat here again tomorrow night!\Kouki!\That's good enough.\I'll finish up later.\Okay... response:	And then it hit him right in the head!
context: It is good!\Food tastes better when we eat it together!\Let's eat here again tomorrow night!\Kouki!\That's good enough.\I'll finish up later.\Okay...\And then it hit him right in the head! response:	He's so excited...
