context: So you've brought her. response:	K-Kagome...
context: In other words, Shiori is the only one remaining\who has the power to protect the barrier?\Half-demon! Half-demon!\I'm home, Mommy.\Shiori! How'd you get those scratches on your face?\It's nothing. I just fell.\What's the matter?\I just fell, I said. response:	I'm so sorry!
context: who has the power to protect the barrier?\Half-demon! Half-demon!\I'm home, Mommy.\Shiori! How'd you get those scratches on your face?\It's nothing. I just fell.\What's the matter?\I just fell, I said.\I'm so sorry! response:	I agonized over this,
context: Half-demon! Half-demon!\I'm home, Mommy.\Shiori! How'd you get those scratches on your face?\It's nothing. I just fell.\What's the matter?\I just fell, I said.\I'm so sorry!\I agonized over this, response:	but in the end,
context: I'm home, Mommy.\Shiori! How'd you get those scratches on your face?\It's nothing. I just fell.\What's the matter?\I just fell, I said.\I'm so sorry!\I agonized over this,\but in the end, response:	I gave up my Shiori to Taigokumaru.
context: Shiori! How'd you get those scratches on your face?\It's nothing. I just fell.\What's the matter?\I just fell, I said.\I'm so sorry!\I agonized over this,\but in the end,\I gave up my Shiori to Taigokumaru. response:	So you've brought her.
context: It's nothing. I just fell.\What's the matter?\I just fell, I said.\I'm so sorry!\I agonized over this,\but in the end,\I gave up my Shiori to Taigokumaru.\So you've brought her. response:	As I promised.
context: What's the matter?\I just fell, I said.\I'm so sorry!\I agonized over this,\but in the end,\I gave up my Shiori to Taigokumaru.\So you've brought her.\As I promised. response:	In return, never attack Our village again!
context: I just fell, I said.\I'm so sorry!\I agonized over this,\but in the end,\I gave up my Shiori to Taigokumaru.\So you've brought her.\As I promised.\In return, never attack Our village again! response:	Yes, I give you my word.
context: I'm so sorry!\I agonized over this,\but in the end,\I gave up my Shiori to Taigokumaru.\So you've brought her.\As I promised.\In return, never attack Our village again!\Yes, I give you my word. response:	Now Shiori, go.
context: I agonized over this,\but in the end,\I gave up my Shiori to Taigokumaru.\So you've brought her.\As I promised.\In return, never attack Our village again!\Yes, I give you my word.\Now Shiori, go. response:	I changed my mind. I'm afraid of Grandfather.
context: but in the end,\I gave up my Shiori to Taigokumaru.\So you've brought her.\As I promised.\In return, never attack Our village again!\Yes, I give you my word.\Now Shiori, go.\I changed my mind. I'm afraid of Grandfather. response:	Please go, Shiori!
context: I gave up my Shiori to Taigokumaru.\So you've brought her.\As I promised.\In return, never attack Our village again!\Yes, I give you my word.\Now Shiori, go.\I changed my mind. I'm afraid of Grandfather.\Please go, Shiori! response:	For the sake of the village!
context: So you've brought her.\As I promised.\In return, never attack Our village again!\Yes, I give you my word.\Now Shiori, go.\I changed my mind. I'm afraid of Grandfather.\Please go, Shiori!\For the sake of the village! response:	Mommy!
context: As I promised.\In return, never attack Our village again!\Yes, I give you my word.\Now Shiori, go.\I changed my mind. I'm afraid of Grandfather.\Please go, Shiori!\For the sake of the village!\Mommy! response:	Forgive me.
context: In return, never attack Our village again!\Yes, I give you my word.\Now Shiori, go.\I changed my mind. I'm afraid of Grandfather.\Please go, Shiori!\For the sake of the village!\Mommy!\Forgive me. response:	You'll be happier over there.
context: Yes, I give you my word.\Now Shiori, go.\I changed my mind. I'm afraid of Grandfather.\Please go, Shiori!\For the sake of the village!\Mommy!\Forgive me.\You'll be happier over there. response:	Pardon my asking, but Shiori is half-demon, right?
context: Now Shiori, go.\I changed my mind. I'm afraid of Grandfather.\Please go, Shiori!\For the sake of the village!\Mommy!\Forgive me.\You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right? response:	Would a half-demon child have such powers?
context: I changed my mind. I'm afraid of Grandfather.\Please go, Shiori!\For the sake of the village!\Mommy!\Forgive me.\You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers? response:	From the looks of it, you are also a half-demon.
context: Please go, Shiori!\For the sake of the village!\Mommy!\Forgive me.\You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers?\From the looks of it, you are also a half-demon. response:	Then you understand that just because you're half a demon doesn't mean
context: For the sake of the village!\Mommy!\Forgive me.\You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers?\From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean response:	you're accepted by the demon world,
context: Mommy!\Forgive me.\You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers?\From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world, response:	nor does it mean you're embraced by humans.
context: Forgive me.\You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers?\From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world,\nor does it mean you're embraced by humans. response:	Well, Inuyasha?
context: You'll be happier over there.\Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers?\From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world,\nor does it mean you're embraced by humans.\Well, Inuyasha? response:	I wonder.
context: Pardon my asking, but Shiori is half-demon, right?\Would a half-demon child have such powers?\From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world,\nor does it mean you're embraced by humans.\Well, Inuyasha?\I wonder. response:	Shiori had ample power to fulfill her duties.
context: Would a half-demon child have such powers?\From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world,\nor does it mean you're embraced by humans.\Well, Inuyasha?\I wonder.\Shiori had ample power to fulfill her duties. response:	That's why...
context: From the looks of it, you are also a half-demon.\Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world,\nor does it mean you're embraced by humans.\Well, Inuyasha?\I wonder.\Shiori had ample power to fulfill her duties.\That's why... response:	I thought it was for her good to go to them.
context: Then you understand that just because you're half a demon doesn't mean\you're accepted by the demon world,\nor does it mean you're embraced by humans.\Well, Inuyasha?\I wonder.\Shiori had ample power to fulfill her duties.\That's why...\I thought it was for her good to go to them. response:	And if that would save the village, I thought...
context: you're accepted by the demon world,\nor does it mean you're embraced by humans.\Well, Inuyasha?\I wonder.\Shiori had ample power to fulfill her duties.\That's why...\I thought it was for her good to go to them.\And if that would save the village, I thought... response:	But the Demon Bats went against their word.
context: nor does it mean you're embraced by humans.\Well, Inuyasha?\I wonder.\Shiori had ample power to fulfill her duties.\That's why...\I thought it was for her good to go to them.\And if that would save the village, I thought...\But the Demon Bats went against their word. response:	- Take me there. - Huh?
context: Well, Inuyasha?\I wonder.\Shiori had ample power to fulfill her duties.\That's why...\I thought it was for her good to go to them.\And if that would save the village, I thought...\But the Demon Bats went against their word.\- Take me there. - Huh? response:	Take me to that old man, whatever his name is.
context: I wonder.\Shiori had ample power to fulfill her duties.\That's why...\I thought it was for her good to go to them.\And if that would save the village, I thought...\But the Demon Bats went against their word.\- Take me there. - Huh?\Take me to that old man, whatever his name is. response:	Then we'll go, too.
context: Shiori had ample power to fulfill her duties.\That's why...\I thought it was for her good to go to them.\And if that would save the village, I thought...\But the Demon Bats went against their word.\- Take me there. - Huh?\Take me to that old man, whatever his name is.\Then we'll go, too. response:	No! I'll be fine alone.
context: That's why...\I thought it was for her good to go to them.\And if that would save the village, I thought...\But the Demon Bats went against their word.\- Take me there. - Huh?\Take me to that old man, whatever his name is.\Then we'll go, too.\No! I'll be fine alone. response:	But!
context: I thought it was for her good to go to them.\And if that would save the village, I thought...\But the Demon Bats went against their word.\- Take me there. - Huh?\Take me to that old man, whatever his name is.\Then we'll go, too.\No! I'll be fine alone.\But! response:	I'm the one who has business with'im.
context: And if that would save the village, I thought...\But the Demon Bats went against their word.\- Take me there. - Huh?\Take me to that old man, whatever his name is.\Then we'll go, too.\No! I'll be fine alone.\But!\I'm the one who has business with'im. response:	Penny for your thoughts?
context: But the Demon Bats went against their word.\- Take me there. - Huh?\Take me to that old man, whatever his name is.\Then we'll go, too.\No! I'll be fine alone.\But!\I'm the one who has business with'im.\Penny for your thoughts? response:	I was thinking back...
context: - Take me there. - Huh?\Take me to that old man, whatever his name is.\Then we'll go, too.\No! I'll be fine alone.\But!\I'm the one who has business with'im.\Penny for your thoughts?\I was thinking back... response:	Old Myoga! Why'd you follow me?!
context: Take me to that old man, whatever his name is.\Then we'll go, too.\No! I'll be fine alone.\But!\I'm the one who has business with'im.\Penny for your thoughts?\I was thinking back...\Old Myoga! Why'd you follow me?! response:	And why not? I won't be in the way.
context: Then we'll go, too.\No! I'll be fine alone.\But!\I'm the one who has business with'im.\Penny for your thoughts?\I was thinking back...\Old Myoga! Why'd you follow me?!\And why not? I won't be in the way. response:	I told you not to come! Go back!
context: No! I'll be fine alone.\But!\I'm the one who has business with'im.\Penny for your thoughts?\I was thinking back...\Old Myoga! Why'd you follow me?!\And why not? I won't be in the way.\I told you not to come! Go back! response:	Don't say that.
context: But!\I'm the one who has business with'im.\Penny for your thoughts?\I was thinking back...\Old Myoga! Why'd you follow me?!\And why not? I won't be in the way.\I told you not to come! Go back!\Don't say that. response:	This way.
context: I'm the one who has business with'im.\Penny for your thoughts?\I was thinking back...\Old Myoga! Why'd you follow me?!\And why not? I won't be in the way.\I told you not to come! Go back!\Don't say that.\This way. response:	Let us go, Inuyasha!
context: Penny for your thoughts?\I was thinking back...\Old Myoga! Why'd you follow me?!\And why not? I won't be in the way.\I told you not to come! Go back!\Don't say that.\This way.\Let us go, Inuyasha! response:	Do as you please!
context: I was thinking back...\Old Myoga! Why'd you follow me?!\And why not? I won't be in the way.\I told you not to come! Go back!\Don't say that.\This way.\Let us go, Inuyasha!\Do as you please! response:	Eat.
context: Old Myoga! Why'd you follow me?!\And why not? I won't be in the way.\I told you not to come! Go back!\Don't say that.\This way.\Let us go, Inuyasha!\Do as you please!\Eat. response:	Huh?
context: And why not? I won't be in the way.\I told you not to come! Go back!\Don't say that.\This way.\Let us go, Inuyasha!\Do as you please!\Eat.\Huh? response:	I cannot have you starving to death.
context: I told you not to come! Go back!\Don't say that.\This way.\Let us go, Inuyasha!\Do as you please!\Eat.\Huh?\I cannot have you starving to death. response:	That cave over yonder. Where it glows.
context: Don't say that.\This way.\Let us go, Inuyasha!\Do as you please!\Eat.\Huh?\I cannot have you starving to death.\That cave over yonder. Where it glows. response:	Huh? Mommy!
context: This way.\Let us go, Inuyasha!\Do as you please!\Eat.\Huh?\I cannot have you starving to death.\That cave over yonder. Where it glows.\Huh? Mommy! response:	Shiori!
context: Let us go, Inuyasha!\Do as you please!\Eat.\Huh?\I cannot have you starving to death.\That cave over yonder. Where it glows.\Huh? Mommy!\Shiori! response:	Myoga...
context: Do as you please!\Eat.\Huh?\I cannot have you starving to death.\That cave over yonder. Where it glows.\Huh? Mommy!\Shiori!\Myoga... response:	You sure about this? The way to make Tetsusaiga stronger?
context: Eat.\Huh?\I cannot have you starving to death.\That cave over yonder. Where it glows.\Huh? Mommy!\Shiori!\Myoga...\You sure about this? The way to make Tetsusaiga stronger? response:	Yes... You must kill that girl.
context: Huh?\I cannot have you starving to death.\That cave over yonder. Where it glows.\Huh? Mommy!\Shiori!\Myoga...\You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl. response:	Shiori! Shiori!
context: I cannot have you starving to death.\That cave over yonder. Where it glows.\Huh? Mommy!\Shiori!\Myoga...\You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl.\Shiori! Shiori! response:	Mommy!
context: That cave over yonder. Where it glows.\Huh? Mommy!\Shiori!\Myoga...\You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl.\Shiori! Shiori!\Mommy! response:	I wondered what the ruckus was.
context: Huh? Mommy!\Shiori!\Myoga...\You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl.\Shiori! Shiori!\Mommy!\I wondered what the ruckus was. response:	It seems we have visitors.
context: Shiori!\Myoga...\You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl.\Shiori! Shiori!\Mommy!\I wondered what the ruckus was.\It seems we have visitors. response:	Is he the one?
context: Myoga...\You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl.\Shiori! Shiori!\Mommy!\I wondered what the ruckus was.\It seems we have visitors.\Is he the one? response:	Taigokumaru.
context: You sure about this? The way to make Tetsusaiga stronger?\Yes... You must kill that girl.\Shiori! Shiori!\Mommy!\I wondered what the ruckus was.\It seems we have visitors.\Is he the one?\Taigokumaru. response:	You tricked me!
context: Yes... You must kill that girl.\Shiori! Shiori!\Mommy!\I wondered what the ruckus was.\It seems we have visitors.\Is he the one?\Taigokumaru.\You tricked me! response:	Hmm? What are you talking about?
context: Shiori! Shiori!\Mommy!\I wondered what the ruckus was.\It seems we have visitors.\Is he the one?\Taigokumaru.\You tricked me!\Hmm? What are you talking about? response:	You promised to leave the village alone in return for Shiori!
context: Mommy!\I wondered what the ruckus was.\It seems we have visitors.\Is he the one?\Taigokumaru.\You tricked me!\Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori! response:	Yet...
context: I wondered what the ruckus was.\It seems we have visitors.\Is he the one?\Taigokumaru.\You tricked me!\Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori!\Yet... response:	You really believed it?
context: It seems we have visitors.\Is he the one?\Taigokumaru.\You tricked me!\Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori!\Yet...\You really believed it? response:	As if a demon would really keep a promise to a human!
context: Is he the one?\Taigokumaru.\You tricked me!\Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori!\Yet...\You really believed it?\As if a demon would really keep a promise to a human! response:	Then return Shiori to me!
context: Taigokumaru.\You tricked me!\Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori!\Yet...\You really believed it?\As if a demon would really keep a promise to a human!\Then return Shiori to me! response:	Mommy...
context: You tricked me!\Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori!\Yet...\You really believed it?\As if a demon would really keep a promise to a human!\Then return Shiori to me!\Mommy... response:	I will not.
context: Hmm? What are you talking about?\You promised to leave the village alone in return for Shiori!\Yet...\You really believed it?\As if a demon would really keep a promise to a human!\Then return Shiori to me!\Mommy...\I will not. response:	Shiori will be the guardian of the barrier for the rest of her life.
context: You promised to leave the village alone in return for Shiori!\Yet...\You really believed it?\As if a demon would really keep a promise to a human!\Then return Shiori to me!\Mommy...\I will not.\Shiori will be the guardian of the barrier for the rest of her life. response:	She inherited the duty from her late father, Tsukuyomaru,
context: Yet...\You really believed it?\As if a demon would really keep a promise to a human!\Then return Shiori to me!\Mommy...\I will not.\Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru, response:	and she is doing a fine job.
context: You really believed it?\As if a demon would really keep a promise to a human!\Then return Shiori to me!\Mommy...\I will not.\Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job. response:	It's hard to believe that she has a human for a mother.
context: As if a demon would really keep a promise to a human!\Then return Shiori to me!\Mommy...\I will not.\Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job.\It's hard to believe that she has a human for a mother. response:	Hey lady, I think the only way to get your daughter back is through force.
context: Then return Shiori to me!\Mommy...\I will not.\Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job.\It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force. response:	Force? Can you?
context: Mommy...\I will not.\Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job.\It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force.\Force? Can you? response:	That cocky, old bat... He's standing in front of Shiori.
context: I will not.\Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job.\It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force.\Force? Can you?\That cocky, old bat... He's standing in front of Shiori. response:	If I attack now,
context: Shiori will be the guardian of the barrier for the rest of her life.\She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job.\It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force.\Force? Can you?\That cocky, old bat... He's standing in front of Shiori.\If I attack now, response:	I can get him without hurting Shiori.
context: She inherited the duty from her late father, Tsukuyomaru,\and she is doing a fine job.\It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force.\Force? Can you?\That cocky, old bat... He's standing in front of Shiori.\If I attack now,\I can get him without hurting Shiori. response:	Wind... Scar!
context: and she is doing a fine job.\It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force.\Force? Can you?\That cocky, old bat... He's standing in front of Shiori.\If I attack now,\I can get him without hurting Shiori.\Wind... Scar! response:	What?!
context: It's hard to believe that she has a human for a mother.\Hey lady, I think the only way to get your daughter back is through force.\Force? Can you?\That cocky, old bat... He's standing in front of Shiori.\If I attack now,\I can get him without hurting Shiori.\Wind... Scar!\What?! response:	He repelled my Wind Scar!
context: Hey lady, I think the only way to get your daughter back is through force.\Force? Can you?\That cocky, old bat... He's standing in front of Shiori.\If I attack now,\I can get him without hurting Shiori.\Wind... Scar!\What?!\He repelled my Wind Scar! response:	Oh dear! The barrier of the Demon Bat is to be feared!
context: Force? Can you?\That cocky, old bat... He's standing in front of Shiori.\If I attack now,\I can get him without hurting Shiori.\Wind... Scar!\What?!\He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared! response:	Rumor was right about it being impenetrable!
context: That cocky, old bat... He's standing in front of Shiori.\If I attack now,\I can get him without hurting Shiori.\Wind... Scar!\What?!\He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable! response:	Just who are you, kid?!
context: If I attack now,\I can get him without hurting Shiori.\Wind... Scar!\What?!\He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable!\Just who are you, kid?! response:	It doesn't matter who I am!
context: I can get him without hurting Shiori.\Wind... Scar!\What?!\He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable!\Just who are you, kid?!\It doesn't matter who I am! response:	Give Shiori back!
context: Wind... Scar!\What?!\He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable!\Just who are you, kid?!\It doesn't matter who I am!\Give Shiori back! response:	I see... So the mortals sent you.
context: What?!\He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable!\Just who are you, kid?!\It doesn't matter who I am!\Give Shiori back!\I see... So the mortals sent you. response:	Well, you can die here!
context: He repelled my Wind Scar!\Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable!\Just who are you, kid?!\It doesn't matter who I am!\Give Shiori back!\I see... So the mortals sent you.\Well, you can die here! response:	I won't miss this time.
context: Oh dear! The barrier of the Demon Bat is to be feared!\Rumor was right about it being impenetrable!\Just who are you, kid?!\It doesn't matter who I am!\Give Shiori back!\I see... So the mortals sent you.\Well, you can die here!\I won't miss this time. response:	Why you!
context: Rumor was right about it being impenetrable!\Just who are you, kid?!\It doesn't matter who I am!\Give Shiori back!\I see... So the mortals sent you.\Well, you can die here!\I won't miss this time.\Why you! response:	Stop!
context: Just who are you, kid?!\It doesn't matter who I am!\Give Shiori back!\I see... So the mortals sent you.\Well, you can die here!\I won't miss this time.\Why you!\Stop! response:	Please stop, Grandfather!
context: It doesn't matter who I am!\Give Shiori back!\I see... So the mortals sent you.\Well, you can die here!\I won't miss this time.\Why you!\Stop!\Please stop, Grandfather! response:	Please don't hurt Mommy.
context: Give Shiori back!\I see... So the mortals sent you.\Well, you can die here!\I won't miss this time.\Why you!\Stop!\Please stop, Grandfather!\Please don't hurt Mommy. response:	I'll work hard.
context: I see... So the mortals sent you.\Well, you can die here!\I won't miss this time.\Why you!\Stop!\Please stop, Grandfather!\Please don't hurt Mommy.\I'll work hard. response:	So please...
context: Well, you can die here!\I won't miss this time.\Why you!\Stop!\Please stop, Grandfather!\Please don't hurt Mommy.\I'll work hard.\So please... response:	Please don't hurt Mommy!
context: I won't miss this time.\Why you!\Stop!\Please stop, Grandfather!\Please don't hurt Mommy.\I'll work hard.\So please...\Please don't hurt Mommy! response:	Did you hear that?
context: Why you!\Stop!\Please stop, Grandfather!\Please don't hurt Mommy.\I'll work hard.\So please...\Please don't hurt Mommy!\Did you hear that? response:	This child has far more sense than you!
context: Stop!\Please stop, Grandfather!\Please don't hurt Mommy.\I'll work hard.\So please...\Please don't hurt Mommy!\Did you hear that?\This child has far more sense than you! response:	Why you! Cut it out!
context: Please stop, Grandfather!\Please don't hurt Mommy.\I'll work hard.\So please...\Please don't hurt Mommy!\Did you hear that?\This child has far more sense than you!\Why you! Cut it out! response:	Let me ask.
context: Please don't hurt Mommy.\I'll work hard.\So please...\Please don't hurt Mommy!\Did you hear that?\This child has far more sense than you!\Why you! Cut it out!\Let me ask. response:	Do you think Shiori will be happy back in the village?
context: I'll work hard.\So please...\Please don't hurt Mommy!\Did you hear that?\This child has far more sense than you!\Why you! Cut it out!\Let me ask.\Do you think Shiori will be happy back in the village? response:	Huh?
context: So please...\Please don't hurt Mommy!\Did you hear that?\This child has far more sense than you!\Why you! Cut it out!\Let me ask.\Do you think Shiori will be happy back in the village?\Huh? response:	I know it all.
context: Please don't hurt Mommy!\Did you hear that?\This child has far more sense than you!\Why you! Cut it out!\Let me ask.\Do you think Shiori will be happy back in the village?\Huh?\I know it all. response:	The villagers ostracized her because Shiori is a half-demon.
context: Did you hear that?\This child has far more sense than you!\Why you! Cut it out!\Let me ask.\Do you think Shiori will be happy back in the village?\Huh?\I know it all.\The villagers ostracized her because Shiori is a half-demon. response:	And because they valued their lives more,
context: This child has far more sense than you!\Why you! Cut it out!\Let me ask.\Do you think Shiori will be happy back in the village?\Huh?\I know it all.\The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more, response:	they didn't hesitate for a second and offered Shiori to me.
context: Why you! Cut it out!\Let me ask.\Do you think Shiori will be happy back in the village?\Huh?\I know it all.\The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me. response:	How can I return my dear granddaughter to such selfish villagers.
context: Let me ask.\Do you think Shiori will be happy back in the village?\Huh?\I know it all.\The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers. response:	It didn't work?
context: Do you think Shiori will be happy back in the village?\Huh?\I know it all.\The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers.\It didn't work? response:	I'll resign myself to this.
context: Huh?\I know it all.\The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers.\It didn't work?\I'll resign myself to this. response:	But...
context: I know it all.\The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers.\It didn't work?\I'll resign myself to this.\But... response:	What Taigokumaru said was true.
context: The villagers ostracized her because Shiori is a half-demon.\And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers.\It didn't work?\I'll resign myself to this.\But...\What Taigokumaru said was true. response:	This village didn't accept me or Shiori.
context: And because they valued their lives more,\they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers.\It didn't work?\I'll resign myself to this.\But...\What Taigokumaru said was true.\This village didn't accept me or Shiori. response:	Maybe she's better off there.
context: they didn't hesitate for a second and offered Shiori to me.\How can I return my dear granddaughter to such selfish villagers.\It didn't work?\I'll resign myself to this.\But...\What Taigokumaru said was true.\This village didn't accept me or Shiori.\Maybe she's better off there. response:	Huh?
context: How can I return my dear granddaughter to such selfish villagers.\It didn't work?\I'll resign myself to this.\But...\What Taigokumaru said was true.\This village didn't accept me or Shiori.\Maybe she's better off there.\Huh? response:	Demons never accept half-demons.
context: It didn't work?\I'll resign myself to this.\But...\What Taigokumaru said was true.\This village didn't accept me or Shiori.\Maybe she's better off there.\Huh?\Demons never accept half-demons. response:	Even if they're blood kin.
context: I'll resign myself to this.\But...\What Taigokumaru said was true.\This village didn't accept me or Shiori.\Maybe she's better off there.\Huh?\Demons never accept half-demons.\Even if they're blood kin. response:	I'm a fine demon. And I accept you, Inuyasha!
context: But...\What Taigokumaru said was true.\This village didn't accept me or Shiori.\Maybe she's better off there.\Huh?\Demons never accept half-demons.\Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha! response:	Me, too!
context: What Taigokumaru said was true.\This village didn't accept me or Shiori.\Maybe she's better off there.\Huh?\Demons never accept half-demons.\Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha!\Me, too! response:	Isn't it only'cuz I protect you!
context: This village didn't accept me or Shiori.\Maybe she's better off there.\Huh?\Demons never accept half-demons.\Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha!\Me, too!\Isn't it only'cuz I protect you! response:	Anyway, as long as Inuyasha cannot break the barrier,
context: Maybe she's better off there.\Huh?\Demons never accept half-demons.\Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha!\Me, too!\Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier, response:	nothing can be done.
context: Huh?\Demons never accept half-demons.\Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha!\Me, too!\Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done. response:	And didn't we come here because of that?
context: Demons never accept half-demons.\Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha!\Me, too!\Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done.\And didn't we come here because of that? response:	Kill a half-demon who guards a strong barrier...
context: Even if they're blood kin.\I'm a fine demon. And I accept you, Inuyasha!\Me, too!\Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done.\And didn't we come here because of that?\Kill a half-demon who guards a strong barrier... response:	and let Tetsusaiga absorb his blood.
context: I'm a fine demon. And I accept you, Inuyasha!\Me, too!\Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done.\And didn't we come here because of that?\Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood. response:	Then Tetsusaiga would grow in power
context: Me, too!\Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done.\And didn't we come here because of that?\Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power response:	and be able to break through Naraku's barrier.
context: Isn't it only'cuz I protect you!\Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done.\And didn't we come here because of that?\Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier. response:	But...
context: Anyway, as long as Inuyasha cannot break the barrier,\nothing can be done.\And didn't we come here because of that?\Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier.\But... response:	No way can Inuyasha kill the half-demon.
context: nothing can be done.\And didn't we come here because of that?\Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier.\But...\No way can Inuyasha kill the half-demon. response:	She's just a little girl.
