context: Captain! response:	Homecoming
context: Can you head over there?\Sure.\We should all say goodbye.\No, Prince Gaul.\She saved your life,\so go yourself.\Ready, set...\Those guys... response:	This is the second time you've saved me.
context: Sure.\We should all say goodbye.\No, Prince Gaul.\She saved your life,\so go yourself.\Ready, set...\Those guys...\This is the second time you've saved me. response:	You and your friends saved me and Verde.
context: We should all say goodbye.\No, Prince Gaul.\She saved your life,\so go yourself.\Ready, set...\Those guys...\This is the second time you've saved me.\You and your friends saved me and Verde. response:	There's a lot of things I wanted to talk about, but...
context: No, Prince Gaul.\She saved your life,\so go yourself.\Ready, set...\Those guys...\This is the second time you've saved me.\You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but... response:	I don't know how to thank you.
context: She saved your life,\so go yourself.\Ready, set...\Those guys...\This is the second time you've saved me.\You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but...\I don't know how to thank you. response:	You don't need to thank me.
context: so go yourself.\Ready, set...\Those guys...\This is the second time you've saved me.\You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but...\I don't know how to thank you.\You don't need to thank me. response:	You saved me, and I saved you,
context: Ready, set...\Those guys...\This is the second time you've saved me.\You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but...\I don't know how to thank you.\You don't need to thank me.\You saved me, and I saved you, response:	and we both went on an adventure.
context: Those guys...\This is the second time you've saved me.\You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but...\I don't know how to thank you.\You don't need to thank me.\You saved me, and I saved you,\and we both went on an adventure. response:	You're my friend now, just like all of them.
context: This is the second time you've saved me.\You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but...\I don't know how to thank you.\You don't need to thank me.\You saved me, and I saved you,\and we both went on an adventure.\You're my friend now, just like all of them. response:	Same with Verde.
context: You and your friends saved me and Verde.\There's a lot of things I wanted to talk about, but...\I don't know how to thank you.\You don't need to thank me.\You saved me, and I saved you,\and we both went on an adventure.\You're my friend now, just like all of them.\Same with Verde. response:	I want to see you and everyone else again.
context: There's a lot of things I wanted to talk about, but...\I don't know how to thank you.\You don't need to thank me.\You saved me, and I saved you,\and we both went on an adventure.\You're my friend now, just like all of them.\Same with Verde.\I want to see you and everyone else again. response:	Yeah, me, too.
context: I don't know how to thank you.\You don't need to thank me.\You saved me, and I saved you,\and we both went on an adventure.\You're my friend now, just like all of them.\Same with Verde.\I want to see you and everyone else again.\Yeah, me, too. response:	So I'll come back.
context: You don't need to thank me.\You saved me, and I saved you,\and we both went on an adventure.\You're my friend now, just like all of them.\Same with Verde.\I want to see you and everyone else again.\Yeah, me, too.\So I'll come back. response:	Can I go see you, too?
context: You saved me, and I saved you,\and we both went on an adventure.\You're my friend now, just like all of them.\Same with Verde.\I want to see you and everyone else again.\Yeah, me, too.\So I'll come back.\Can I go see you, too? response:	Of course.
context: and we both went on an adventure.\You're my friend now, just like all of them.\Same with Verde.\I want to see you and everyone else again.\Yeah, me, too.\So I'll come back.\Can I go see you, too?\Of course. response:	Right,
context: You're my friend now, just like all of them.\Same with Verde.\I want to see you and everyone else again.\Yeah, me, too.\So I'll come back.\Can I go see you, too?\Of course.\Right, response:	guys?
context: Same with Verde.\I want to see you and everyone else again.\Yeah, me, too.\So I'll come back.\Can I go see you, too?\Of course.\Right,\guys? response:	Sure thing!
context: I want to see you and everyone else again.\Yeah, me, too.\So I'll come back.\Can I go see you, too?\Of course.\Right,\guys?\Sure thing! response:	If you want to see us,
context: Yeah, me, too.\So I'll come back.\Can I go see you, too?\Of course.\Right,\guys?\Sure thing!\If you want to see us, response:	that's a good enough reason to come see us!
context: So I'll come back.\Can I go see you, too?\Of course.\Right,\guys?\Sure thing!\If you want to see us,\that's a good enough reason to come see us! response:	You don't need any reason to want to see someone,
context: Can I go see you, too?\Of course.\Right,\guys?\Sure thing!\If you want to see us,\that's a good enough reason to come see us!\You don't need any reason to want to see someone, response:	or be with them!
context: Of course.\Right,\guys?\Sure thing!\If you want to see us,\that's a good enough reason to come see us!\You don't need any reason to want to see someone,\or be with them! response:	Yeah!
context: Right,\guys?\Sure thing!\If you want to see us,\that's a good enough reason to come see us!\You don't need any reason to want to see someone,\or be with them!\Yeah! response:	Thanks!
context: guys?\Sure thing!\If you want to see us,\that's a good enough reason to come see us!\You don't need any reason to want to see someone,\or be with them!\Yeah!\Thanks! response:	I love you, everybody!
context: Sure thing!\If you want to see us,\that's a good enough reason to come see us!\You don't need any reason to want to see someone,\or be with them!\Yeah!\Thanks!\I love you, everybody! response:	You were looking good back there, weren't you, Gaul?
context: If you want to see us,\that's a good enough reason to come see us!\You don't need any reason to want to see someone,\or be with them!\Yeah!\Thanks!\I love you, everybody!\You were looking good back there, weren't you, Gaul? response:	Not really.
context: that's a good enough reason to come see us!\You don't need any reason to want to see someone,\or be with them!\Yeah!\Thanks!\I love you, everybody!\You were looking good back there, weren't you, Gaul?\Not really. response:	I just said goodbye, is all.
context: You don't need any reason to want to see someone,\or be with them!\Yeah!\Thanks!\I love you, everybody!\You were looking good back there, weren't you, Gaul?\Not really.\I just said goodbye, is all. response:	Yup.
context: or be with them!\Yeah!\Thanks!\I love you, everybody!\You were looking good back there, weren't you, Gaul?\Not really.\I just said goodbye, is all.\Yup. response:	It was great, wasn't it?
context: Yeah!\Thanks!\I love you, everybody!\You were looking good back there, weren't you, Gaul?\Not really.\I just said goodbye, is all.\Yup.\It was great, wasn't it? response:	Yeah?
context: Thanks!\I love you, everybody!\You were looking good back there, weren't you, Gaul?\Not really.\I just said goodbye, is all.\Yup.\It was great, wasn't it?\Yeah? response:	I hope Aria-san can come to the surface to play.
context: I love you, everybody!\You were looking good back there, weren't you, Gaul?\Not really.\I just said goodbye, is all.\Yup.\It was great, wasn't it?\Yeah?\I hope Aria-san can come to the surface to play. response:	You're right.
context: You were looking good back there, weren't you, Gaul?\Not really.\I just said goodbye, is all.\Yup.\It was great, wasn't it?\Yeah?\I hope Aria-san can come to the surface to play.\You're right. response:	Even if you're far apart, as long as you're thinking of each other
context: Not really.\I just said goodbye, is all.\Yup.\It was great, wasn't it?\Yeah?\I hope Aria-san can come to the surface to play.\You're right.\Even if you're far apart, as long as you're thinking of each other response:	the bonds between you won't disappear.
context: I just said goodbye, is all.\Yup.\It was great, wasn't it?\Yeah?\I hope Aria-san can come to the surface to play.\You're right.\Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear. response:	But to keep those bonds strong it's best to
context: Yup.\It was great, wasn't it?\Yeah?\I hope Aria-san can come to the surface to play.\You're right.\Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear.\But to keep those bonds strong it's best to response:	see the people you care about once in a while.
context: It was great, wasn't it?\Yeah?\I hope Aria-san can come to the surface to play.\You're right.\Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear.\But to keep those bonds strong it's best to\see the people you care about once in a while. response:	Right!
context: Yeah?\I hope Aria-san can come to the surface to play.\You're right.\Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear.\But to keep those bonds strong it's best to\see the people you care about once in a while.\Right! response:	Okay, we're almost outside.
context: I hope Aria-san can come to the surface to play.\You're right.\Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear.\But to keep those bonds strong it's best to\see the people you care about once in a while.\Right!\Okay, we're almost outside. response:	The Fire Dragon is waiting.
context: You're right.\Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear.\But to keep those bonds strong it's best to\see the people you care about once in a while.\Right!\Okay, we're almost outside.\The Fire Dragon is waiting. response:	Yeah!
context: Even if you're far apart, as long as you're thinking of each other\the bonds between you won't disappear.\But to keep those bonds strong it's best to\see the people you care about once in a while.\Right!\Okay, we're almost outside.\The Fire Dragon is waiting.\Yeah! response:	Fire Dragon!
context: the bonds between you won't disappear.\But to keep those bonds strong it's best to\see the people you care about once in a while.\Right!\Okay, we're almost outside.\The Fire Dragon is waiting.\Yeah!\Fire Dragon! response:	Sorry for putting you through all that!
context: But to keep those bonds strong it's best to\see the people you care about once in a while.\Right!\Okay, we're almost outside.\The Fire Dragon is waiting.\Yeah!\Fire Dragon!\Sorry for putting you through all that! response:	This is goodbye for today.
context: see the people you care about once in a while.\Right!\Okay, we're almost outside.\The Fire Dragon is waiting.\Yeah!\Fire Dragon!\Sorry for putting you through all that!\This is goodbye for today. response:	Come see us again.
context: Right!\Okay, we're almost outside.\The Fire Dragon is waiting.\Yeah!\Fire Dragon!\Sorry for putting you through all that!\This is goodbye for today.\Come see us again. response:	The people of the Sky Sea
context: Okay, we're almost outside.\The Fire Dragon is waiting.\Yeah!\Fire Dragon!\Sorry for putting you through all that!\This is goodbye for today.\Come see us again.\The people of the Sky Sea response:	A lot happened,
context: The Fire Dragon is waiting.\Yeah!\Fire Dragon!\Sorry for putting you through all that!\This is goodbye for today.\Come see us again.\The people of the Sky Sea\A lot happened, response:	but everybody's safe, and it's peaceful again!
context: Yeah!\Fire Dragon!\Sorry for putting you through all that!\This is goodbye for today.\Come see us again.\The people of the Sky Sea\A lot happened,\but everybody's safe, and it's peaceful again! response:	I didn't get to do enough fighting, though.
context: Fire Dragon!\Sorry for putting you through all that!\This is goodbye for today.\Come see us again.\The people of the Sky Sea\A lot happened,\but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though. response:	Don't you think so, Eclair?
context: Sorry for putting you through all that!\This is goodbye for today.\Come see us again.\The people of the Sky Sea\A lot happened,\but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though.\Don't you think so, Eclair? response:	No, well...
context: This is goodbye for today.\Come see us again.\The people of the Sky Sea\A lot happened,\but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though.\Don't you think so, Eclair?\No, well... response:	It's a good thing to not have to fight.
context: Come see us again.\The people of the Sky Sea\A lot happened,\but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though.\Don't you think so, Eclair?\No, well...\It's a good thing to not have to fight. response:	We were able to restore peace without anyone being hurt.
context: The people of the Sky Sea\A lot happened,\but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though.\Don't you think so, Eclair?\No, well...\It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt. response:	I'm very glad.
context: A lot happened,\but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though.\Don't you think so, Eclair?\No, well...\It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt.\I'm very glad. response:	Yeah!
context: but everybody's safe, and it's peaceful again!\I didn't get to do enough fighting, though.\Don't you think so, Eclair?\No, well...\It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt.\I'm very glad.\Yeah! response:	Okay, we're almost beneath the clouds.
context: I didn't get to do enough fighting, though.\Don't you think so, Eclair?\No, well...\It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt.\I'm very glad.\Yeah!\Okay, we're almost beneath the clouds. response:	Wow!
context: Don't you think so, Eclair?\No, well...\It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt.\I'm very glad.\Yeah!\Okay, we're almost beneath the clouds.\Wow! response:	The light falls down here, too, doesn't it?
context: No, well...\It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt.\I'm very glad.\Yeah!\Okay, we're almost beneath the clouds.\Wow!\The light falls down here, too, doesn't it? response:	It's so pretty.
context: It's a good thing to not have to fight.\We were able to restore peace without anyone being hurt.\I'm very glad.\Yeah!\Okay, we're almost beneath the clouds.\Wow!\The light falls down here, too, doesn't it?\It's so pretty. response:	I've never actually seen it before.
context: We were able to restore peace without anyone being hurt.\I'm very glad.\Yeah!\Okay, we're almost beneath the clouds.\Wow!\The light falls down here, too, doesn't it?\It's so pretty.\I've never actually seen it before. response:	Me, too. I've only heard of it.
context: I'm very glad.\Yeah!\Okay, we're almost beneath the clouds.\Wow!\The light falls down here, too, doesn't it?\It's so pretty.\I've never actually seen it before.\Me, too. I've only heard of it. response:	It's probably falling on the surface.
context: Yeah!\Okay, we're almost beneath the clouds.\Wow!\The light falls down here, too, doesn't it?\It's so pretty.\I've never actually seen it before.\Me, too. I've only heard of it.\It's probably falling on the surface. response:	I'm sure the people on the surface are very confused.
context: Okay, we're almost beneath the clouds.\Wow!\The light falls down here, too, doesn't it?\It's so pretty.\I've never actually seen it before.\Me, too. I've only heard of it.\It's probably falling on the surface.\I'm sure the people on the surface are very confused. response:	And so our adventures in the
context: Wow!\The light falls down here, too, doesn't it?\It's so pretty.\I've never actually seen it before.\Me, too. I've only heard of it.\It's probably falling on the surface.\I'm sure the people on the surface are very confused.\And so our adventures in the response:	Sky Sea came to a safe end.
context: The light falls down here, too, doesn't it?\It's so pretty.\I've never actually seen it before.\Me, too. I've only heard of it.\It's probably falling on the surface.\I'm sure the people on the surface are very confused.\And so our adventures in the\Sky Sea came to a safe end. response:	The princesses explained what the strange presence from the sky was,
context: It's so pretty.\I've never actually seen it before.\Me, too. I've only heard of it.\It's probably falling on the surface.\I'm sure the people on the surface are very confused.\And so our adventures in the\Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was, response:	and that it would continue for several days.
context: I've never actually seen it before.\Me, too. I've only heard of it.\It's probably falling on the surface.\I'm sure the people on the surface are very confused.\And so our adventures in the\Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was,\and that it would continue for several days. response:	So this light is a present from
context: Me, too. I've only heard of it.\It's probably falling on the surface.\I'm sure the people on the surface are very confused.\And so our adventures in the\Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was,\and that it would continue for several days.\So this light is a present from response:	the Star Whale in the Sky Sea!
context: It's probably falling on the surface.\I'm sure the people on the surface are very confused.\And so our adventures in the\Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was,\and that it would continue for several days.\So this light is a present from\the Star Whale in the Sky Sea! response:	It doesn't hurt at all, so don't worry!
context: I'm sure the people on the surface are very confused.\And so our adventures in the\Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was,\and that it would continue for several days.\So this light is a present from\the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry! response:	It's an extremely rare natural phenomenon.
context: And so our adventures in the\Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was,\and that it would continue for several days.\So this light is a present from\the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon. response:	When nightfall comes,
context: Sky Sea came to a safe end.\The princesses explained what the strange presence from the sky was,\and that it would continue for several days.\So this light is a present from\the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon.\When nightfall comes, response:	drink and watch it!
context: The princesses explained what the strange presence from the sky was,\and that it would continue for several days.\So this light is a present from\the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon.\When nightfall comes,\drink and watch it! response:	It went by so fast again...
context: and that it would continue for several days.\So this light is a present from\the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon.\When nightfall comes,\drink and watch it!\It went by so fast again... response:	But a lot happened, and every day was fun!
context: So this light is a present from\the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon.\When nightfall comes,\drink and watch it!\It went by so fast again...\But a lot happened, and every day was fun! response:	You can come back next time, right?
context: the Star Whale in the Sky Sea!\It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon.\When nightfall comes,\drink and watch it!\It went by so fast again...\But a lot happened, and every day was fun!\You can come back next time, right? response:	Yeah.
context: It doesn't hurt at all, so don't worry!\It's an extremely rare natural phenomenon.\When nightfall comes,\drink and watch it!\It went by so fast again...\But a lot happened, and every day was fun!\You can come back next time, right?\Yeah. response:	I can come on long weekends, too.
context: It's an extremely rare natural phenomenon.\When nightfall comes,\drink and watch it!\It went by so fast again...\But a lot happened, and every day was fun!\You can come back next time, right?\Yeah.\I can come on long weekends, too. response:	And I can plan my weekends around the war games.
context: When nightfall comes,\drink and watch it!\It went by so fast again...\But a lot happened, and every day was fun!\You can come back next time, right?\Yeah.\I can come on long weekends, too.\And I can plan my weekends around the war games. response:	Me, too.
context: drink and watch it!\It went by so fast again...\But a lot happened, and every day was fun!\You can come back next time, right?\Yeah.\I can come on long weekends, too.\And I can plan my weekends around the war games.\Me, too. response:	This time I got to take a vacation,
context: It went by so fast again...\But a lot happened, and every day was fun!\You can come back next time, right?\Yeah.\I can come on long weekends, too.\And I can plan my weekends around the war games.\Me, too.\This time I got to take a vacation, response:	so next time I have to do my job as a Hero in the games!
context: But a lot happened, and every day was fun!\You can come back next time, right?\Yeah.\I can come on long weekends, too.\And I can plan my weekends around the war games.\Me, too.\This time I got to take a vacation,\so next time I have to do my job as a Hero in the games! response:	Yes! As leader, I'll do my best, too!
context: You can come back next time, right?\Yeah.\I can come on long weekends, too.\And I can plan my weekends around the war games.\Me, too.\This time I got to take a vacation,\so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too! response:	I have to do my best, too,
context: Yeah.\I can come on long weekends, too.\And I can plan my weekends around the war games.\Me, too.\This time I got to take a vacation,\so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too!\I have to do my best, too, response:	so I can be an official ruler!
context: I can come on long weekends, too.\And I can plan my weekends around the war games.\Me, too.\This time I got to take a vacation,\so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too!\I have to do my best, too,\so I can be an official ruler! response:	I'm cheering you on!
context: And I can plan my weekends around the war games.\Me, too.\This time I got to take a vacation,\so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too!\I have to do my best, too,\so I can be an official ruler!\I'm cheering you on! response:	Let's do our best together!
context: Me, too.\This time I got to take a vacation,\so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too!\I have to do my best, too,\so I can be an official ruler!\I'm cheering you on!\Let's do our best together! response:	Yeah!
context: This time I got to take a vacation,\so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too!\I have to do my best, too,\so I can be an official ruler!\I'm cheering you on!\Let's do our best together!\Yeah! response:	For some reason I don't feel very sad.
context: so next time I have to do my job as a Hero in the games!\Yes! As leader, I'll do my best, too!\I have to do my best, too,\so I can be an official ruler!\I'm cheering you on!\Let's do our best together!\Yeah!\For some reason I don't feel very sad. response:	Me neither, actually.
context: Yes! As leader, I'll do my best, too!\I have to do my best, too,\so I can be an official ruler!\I'm cheering you on!\Let's do our best together!\Yeah!\For some reason I don't feel very sad.\Me neither, actually. response:	We can always talk, and we can see each other whenever we want.
context: I have to do my best, too,\so I can be an official ruler!\I'm cheering you on!\Let's do our best together!\Yeah!\For some reason I don't feel very sad.\Me neither, actually.\We can always talk, and we can see each other whenever we want. response:	But once I get back and I'm alone,
context: so I can be an official ruler!\I'm cheering you on!\Let's do our best together!\Yeah!\For some reason I don't feel very sad.\Me neither, actually.\We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone, response:	I'll be sad.
context: I'm cheering you on!\Let's do our best together!\Yeah!\For some reason I don't feel very sad.\Me neither, actually.\We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone,\I'll be sad. response:	If that happens,
context: Let's do our best together!\Yeah!\For some reason I don't feel very sad.\Me neither, actually.\We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone,\I'll be sad.\If that happens, response:	I'll call you right away.
context: Yeah!\For some reason I don't feel very sad.\Me neither, actually.\We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone,\I'll be sad.\If that happens,\I'll call you right away. response:	Yeah!
context: For some reason I don't feel very sad.\Me neither, actually.\We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone,\I'll be sad.\If that happens,\I'll call you right away.\Yeah! response:	Me, too!
context: Me neither, actually.\We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone,\I'll be sad.\If that happens,\I'll call you right away.\Yeah!\Me, too! response:	Those two are such good friends.
context: We can always talk, and we can see each other whenever we want.\But once I get back and I'm alone,\I'll be sad.\If that happens,\I'll call you right away.\Yeah!\Me, too!\Those two are such good friends. response:	You're right.
context: But once I get back and I'm alone,\I'll be sad.\If that happens,\I'll call you right away.\Yeah!\Me, too!\Those two are such good friends.\You're right. response:	So why don't we be good friends, too?
context: I'll be sad.\If that happens,\I'll call you right away.\Yeah!\Me, too!\Those two are such good friends.\You're right.\So why don't we be good friends, too? response:	We're both heirs to the Hero King, after all!
context: If that happens,\I'll call you right away.\Yeah!\Me, too!\Those two are such good friends.\You're right.\So why don't we be good friends, too?\We're both heirs to the Hero King, after all! response:	Yeah!
context: I'll call you right away.\Yeah!\Me, too!\Those two are such good friends.\You're right.\So why don't we be good friends, too?\We're both heirs to the Hero King, after all!\Yeah! response:	Hmm... what else am I forgetting?
context: Yeah!\Me, too!\Those two are such good friends.\You're right.\So why don't we be good friends, too?\We're both heirs to the Hero King, after all!\Yeah!\Hmm... what else am I forgetting? response:	This is for you, Nanami-chan.
context: Me, too!\Those two are such good friends.\You're right.\So why don't we be good friends, too?\We're both heirs to the Hero King, after all!\Yeah!\Hmm... what else am I forgetting?\This is for you, Nanami-chan. response:	It's a present from Leaf.
context: Those two are such good friends.\You're right.\So why don't we be good friends, too?\We're both heirs to the Hero King, after all!\Yeah!\Hmm... what else am I forgetting?\This is for you, Nanami-chan.\It's a present from Leaf. response:	Thanks!
context: You're right.\So why don't we be good friends, too?\We're both heirs to the Hero King, after all!\Yeah!\Hmm... what else am I forgetting?\This is for you, Nanami-chan.\It's a present from Leaf.\Thanks! response:	Well, even if you forget something,
context: So why don't we be good friends, too?\We're both heirs to the Hero King, after all!\Yeah!\Hmm... what else am I forgetting?\This is for you, Nanami-chan.\It's a present from Leaf.\Thanks!\Well, even if you forget something, response:	you can come get it back quickly.
context: We're both heirs to the Hero King, after all!\Yeah!\Hmm... what else am I forgetting?\This is for you, Nanami-chan.\It's a present from Leaf.\Thanks!\Well, even if you forget something,\you can come get it back quickly. response:	If it's something Jamie can carry,
context: Yeah!\Hmm... what else am I forgetting?\This is for you, Nanami-chan.\It's a present from Leaf.\Thanks!\Well, even if you forget something,\you can come get it back quickly.\If it's something Jamie can carry, response:	he can hop back and forth quickly.
context: Hmm... what else am I forgetting?\This is for you, Nanami-chan.\It's a present from Leaf.\Thanks!\Well, even if you forget something,\you can come get it back quickly.\If it's something Jamie can carry,\he can hop back and forth quickly. response:	You're right.
context: This is for you, Nanami-chan.\It's a present from Leaf.\Thanks!\Well, even if you forget something,\you can come get it back quickly.\If it's something Jamie can carry,\he can hop back and forth quickly.\You're right. response:	But I don't want to leave with my room a mess.
context: It's a present from Leaf.\Thanks!\Well, even if you forget something,\you can come get it back quickly.\If it's something Jamie can carry,\he can hop back and forth quickly.\You're right.\But I don't want to leave with my room a mess. response:	As Galette's Hero,
context: Thanks!\Well, even if you forget something,\you can come get it back quickly.\If it's something Jamie can carry,\he can hop back and forth quickly.\You're right.\But I don't want to leave with my room a mess.\As Galette's Hero, response:	it's kind of embarrassing.
context: Well, even if you forget something,\you can come get it back quickly.\If it's something Jamie can carry,\he can hop back and forth quickly.\You're right.\But I don't want to leave with my room a mess.\As Galette's Hero,\it's kind of embarrassing. response:	Y-You're right.
context: you can come get it back quickly.\If it's something Jamie can carry,\he can hop back and forth quickly.\You're right.\But I don't want to leave with my room a mess.\As Galette's Hero,\it's kind of embarrassing.\Y-You're right. response:	Okay, let's hurry and get it cleaned up.
context: If it's something Jamie can carry,\he can hop back and forth quickly.\You're right.\But I don't want to leave with my room a mess.\As Galette's Hero,\it's kind of embarrassing.\Y-You're right.\Okay, let's hurry and get it cleaned up. response:	Okay!
context: he can hop back and forth quickly.\You're right.\But I don't want to leave with my room a mess.\As Galette's Hero,\it's kind of embarrassing.\Y-You're right.\Okay, let's hurry and get it cleaned up.\Okay! response:	Yes. Okay, Hero Rebecca!
context: You're right.\But I don't want to leave with my room a mess.\As Galette's Hero,\it's kind of embarrassing.\Y-You're right.\Okay, let's hurry and get it cleaned up.\Okay!\Yes. Okay, Hero Rebecca! response:	See you next time!
context: But I don't want to leave with my room a mess.\As Galette's Hero,\it's kind of embarrassing.\Y-You're right.\Okay, let's hurry and get it cleaned up.\Okay!\Yes. Okay, Hero Rebecca!\See you next time! response:	Right, Cou-sama!
context: As Galette's Hero,\it's kind of embarrassing.\Y-You're right.\Okay, let's hurry and get it cleaned up.\Okay!\Yes. Okay, Hero Rebecca!\See you next time!\Right, Cou-sama! response:	I'll be back soon, okay?
context: it's kind of embarrassing.\Y-You're right.\Okay, let's hurry and get it cleaned up.\Okay!\Yes. Okay, Hero Rebecca!\See you next time!\Right, Cou-sama!\I'll be back soon, okay? response:	You're sure you didn't forget anything, right?
context: Y-You're right.\Okay, let's hurry and get it cleaned up.\Okay!\Yes. Okay, Hero Rebecca!\See you next time!\Right, Cou-sama!\I'll be back soon, okay?\You're sure you didn't forget anything, right? response:	I'm all set!
context: Okay, let's hurry and get it cleaned up.\Okay!\Yes. Okay, Hero Rebecca!\See you next time!\Right, Cou-sama!\I'll be back soon, okay?\You're sure you didn't forget anything, right?\I'm all set! response:	The way things happened last time,
context: Okay!\Yes. Okay, Hero Rebecca!\See you next time!\Right, Cou-sama!\I'll be back soon, okay?\You're sure you didn't forget anything, right?\I'm all set!\The way things happened last time, response:	I want to make sure things go okay.
context: Yes. Okay, Hero Rebecca!\See you next time!\Right, Cou-sama!\I'll be back soon, okay?\You're sure you didn't forget anything, right?\I'm all set!\The way things happened last time,\I want to make sure things go okay. response:	It'll be fine.
context: See you next time!\Right, Cou-sama!\I'll be back soon, okay?\You're sure you didn't forget anything, right?\I'm all set!\The way things happened last time,\I want to make sure things go okay.\It'll be fine. response:	I'll go home safe and come back soon.
context: Right, Cou-sama!\I'll be back soon, okay?\You're sure you didn't forget anything, right?\I'm all set!\The way things happened last time,\I want to make sure things go okay.\It'll be fine.\I'll go home safe and come back soon. response:	Indeed.
context: I'll be back soon, okay?\You're sure you didn't forget anything, right?\I'm all set!\The way things happened last time,\I want to make sure things go okay.\It'll be fine.\I'll go home safe and come back soon.\Indeed. response:	Listen, Shinku...
context: You're sure you didn't forget anything, right?\I'm all set!\The way things happened last time,\I want to make sure things go okay.\It'll be fine.\I'll go home safe and come back soon.\Indeed.\Listen, Shinku... response:	Yes?
context: I'm all set!\The way things happened last time,\I want to make sure things go okay.\It'll be fine.\I'll go home safe and come back soon.\Indeed.\Listen, Shinku...\Yes? response:	What Nanami-san and Rebecca-san said to Aria-san...
context: The way things happened last time,\I want to make sure things go okay.\It'll be fine.\I'll go home safe and come back soon.\Indeed.\Listen, Shinku...\Yes?\What Nanami-san and Rebecca-san said to Aria-san... response:	You don't need a reason to want to see someone, or to want to be with them.
context: I want to make sure things go okay.\It'll be fine.\I'll go home safe and come back soon.\Indeed.\Listen, Shinku...\Yes?\What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them. response:	Do you remember? That that's what you told
context: It'll be fine.\I'll go home safe and come back soon.\Indeed.\Listen, Shinku...\Yes?\What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told response:	Rebecca-san a long time ago.
context: I'll go home safe and come back soon.\Indeed.\Listen, Shinku...\Yes?\What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told\Rebecca-san a long time ago. response:	Um... It was a long time ago, wasn't it?
context: Indeed.\Listen, Shinku...\Yes?\What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told\Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it? response:	I kind of remember, maybe?
