context: Naniwa Bay, now the flower blooms, but for winter. response:	Here comes spring, now the flower blooms.
context: As long as we keep playing, we'll see each other again!\I just know it!\Chi-chan! Hurry up!\Wait for me!\Three years ago, in Tokyo,\before I found my passion...\Hey, hey.\How did your sister do in the beauty pageant? response:	Oh, she made it to the final round,
context: I just know it!\Chi-chan! Hurry up!\Wait for me!\Three years ago, in Tokyo,\before I found my passion...\Hey, hey.\How did your sister do in the beauty pageant?\Oh, she made it to the final round, response:	and her picture will be in the newspaper tomorrow!
context: Chi-chan! Hurry up!\Wait for me!\Three years ago, in Tokyo,\before I found my passion...\Hey, hey.\How did your sister do in the beauty pageant?\Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow! response:	Really? That's amazing!
context: Wait for me!\Three years ago, in Tokyo,\before I found my passion...\Hey, hey.\How did your sister do in the beauty pageant?\Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow!\Really? That's amazing! response:	I wanna see!
context: Three years ago, in Tokyo,\before I found my passion...\Hey, hey.\How did your sister do in the beauty pageant?\Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow!\Really? That's amazing!\I wanna see! response:	Chihaya's sister is really pretty.
context: before I found my passion...\Hey, hey.\How did your sister do in the beauty pageant?\Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow!\Really? That's amazing!\I wanna see!\Chihaya's sister is really pretty. response:	Yep. Don't you agree, Taichi?
context: Hey, hey.\How did your sister do in the beauty pageant?\Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow!\Really? That's amazing!\I wanna see!\Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi? response:	Sure. She's the opposite of you.
context: How did your sister do in the beauty pageant?\Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow!\Really? That's amazing!\I wanna see!\Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi?\Sure. She's the opposite of you. response:	Hilarious!
context: Oh, she made it to the final round,\and her picture will be in the newspaper tomorrow!\Really? That's amazing!\I wanna see!\Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi?\Sure. She's the opposite of you.\Hilarious! response:	Aw, man.
context: and her picture will be in the newspaper tomorrow!\Really? That's amazing!\I wanna see!\Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi?\Sure. She's the opposite of you.\Hilarious!\Aw, man. response:	Reflexes are the one area you can match me.
context: Really? That's amazing!\I wanna see!\Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi?\Sure. She's the opposite of you.\Hilarious!\Aw, man.\Reflexes are the one area you can match me. response:	Don't forget height.
context: I wanna see!\Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi?\Sure. She's the opposite of you.\Hilarious!\Aw, man.\Reflexes are the one area you can match me.\Don't forget height. response:	Hey! You wanna make something of it, Chihaya?
context: Chihaya's sister is really pretty.\Yep. Don't you agree, Taichi?\Sure. She's the opposite of you.\Hilarious!\Aw, man.\Reflexes are the one area you can match me.\Don't forget height.\Hey! You wanna make something of it, Chihaya? response:	Yeah!
context: Yep. Don't you agree, Taichi?\Sure. She's the opposite of you.\Hilarious!\Aw, man.\Reflexes are the one area you can match me.\Don't forget height.\Hey! You wanna make something of it, Chihaya?\Yeah! response:	Oh, sorry.
context: Sure. She's the opposite of you.\Hilarious!\Aw, man.\Reflexes are the one area you can match me.\Don't forget height.\Hey! You wanna make something of it, Chihaya?\Yeah!\Oh, sorry. response:	That transfer student never talks.
context: Hilarious!\Aw, man.\Reflexes are the one area you can match me.\Don't forget height.\Hey! You wanna make something of it, Chihaya?\Yeah!\Oh, sorry.\That transfer student never talks. response:	Really?
context: Aw, man.\Reflexes are the one area you can match me.\Don't forget height.\Hey! You wanna make something of it, Chihaya?\Yeah!\Oh, sorry.\That transfer student never talks.\Really? response:	It seems he doesn't have any friends, either.
context: Reflexes are the one area you can match me.\Don't forget height.\Hey! You wanna make something of it, Chihaya?\Yeah!\Oh, sorry.\That transfer student never talks.\Really?\It seems he doesn't have any friends, either. response:	You should probably stay away from him.
context: Don't forget height.\Hey! You wanna make something of it, Chihaya?\Yeah!\Oh, sorry.\That transfer student never talks.\Really?\It seems he doesn't have any friends, either.\You should probably stay away from him. response:	I've heard that he snacks on bugs.
context: Hey! You wanna make something of it, Chihaya?\Yeah!\Oh, sorry.\That transfer student never talks.\Really?\It seems he doesn't have any friends, either.\You should probably stay away from him.\I've heard that he snacks on bugs. response:	What? For real?
context: Yeah!\Oh, sorry.\That transfer student never talks.\Really?\It seems he doesn't have any friends, either.\You should probably stay away from him.\I've heard that he snacks on bugs.\What? For real? response:	Someone from Class 2 saw it!
context: Oh, sorry.\That transfer student never talks.\Really?\It seems he doesn't have any friends, either.\You should probably stay away from him.\I've heard that he snacks on bugs.\What? For real?\Someone from Class 2 saw it! response:	He has holes in his socks, too.
context: That transfer student never talks.\Really?\It seems he doesn't have any friends, either.\You should probably stay away from him.\I've heard that he snacks on bugs.\What? For real?\Someone from Class 2 saw it!\He has holes in his socks, too. response:	We don't need him in our class.
context: Really?\It seems he doesn't have any friends, either.\You should probably stay away from him.\I've heard that he snacks on bugs.\What? For real?\Someone from Class 2 saw it!\He has holes in his socks, too.\We don't need him in our class. response:	Hey, Chi-chan.
context: It seems he doesn't have any friends, either.\You should probably stay away from him.\I've heard that he snacks on bugs.\What? For real?\Someone from Class 2 saw it!\He has holes in his socks, too.\We don't need him in our class.\Hey, Chi-chan. response:	Hmm?
context: You should probably stay away from him.\I've heard that he snacks on bugs.\What? For real?\Someone from Class 2 saw it!\He has holes in his socks, too.\We don't need him in our class.\Hey, Chi-chan.\Hmm? response:	Look at this.
context: I've heard that he snacks on bugs.\What? For real?\Someone from Class 2 saw it!\He has holes in his socks, too.\We don't need him in our class.\Hey, Chi-chan.\Hmm?\Look at this. response:	We've been taking notes on Wataya-kun's Fukui dialect.
context: What? For real?\Someone from Class 2 saw it!\He has holes in his socks, too.\We don't need him in our class.\Hey, Chi-chan.\Hmm?\Look at this.\We've been taking notes on Wataya-kun's Fukui dialect. response:	Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??
context: Someone from Class 2 saw it!\He has holes in his socks, too.\We don't need him in our class.\Hey, Chi-chan.\Hmm?\Look at this.\We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ?? response:	But he doesn't talk much these days.
context: He has holes in his socks, too.\We don't need him in our class.\Hey, Chi-chan.\Hmm?\Look at this.\We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days. response:	We can't add to the list.
context: We don't need him in our class.\Hey, Chi-chan.\Hmm?\Look at this.\We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days.\We can't add to the list. response:	He doesn't wanna share.
context: Hey, Chi-chan.\Hmm?\Look at this.\We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days.\We can't add to the list.\He doesn't wanna share. response:	I know...
context: Hmm?\Look at this.\We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days.\We can't add to the list.\He doesn't wanna share.\I know... response:	Then, the other day...
context: Look at this.\We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days.\We can't add to the list.\He doesn't wanna share.\I know...\Then, the other day... response:	If I were in Wataya-kun's shoes,
context: We've been taking notes on Wataya-kun's Fukui dialect.\Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days.\We can't add to the list.\He doesn't wanna share.\I know...\Then, the other day...\If I were in Wataya-kun's shoes, response:	I wouldn't want to talk to people who kept
context: Wataya Lexicon Hay, hay -> Hey, hey Yah, yah -> Yeah, yeah Stick it -> No idea Lez -> Let's Canker -> ??\But he doesn't talk much these days.\We can't add to the list.\He doesn't wanna share.\I know...\Then, the other day...\If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept response:	taking notes just so they could laugh at me.
context: But he doesn't talk much these days.\We can't add to the list.\He doesn't wanna share.\I know...\Then, the other day...\If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept\taking notes just so they could laugh at me. response:	That wasn't our intention.
context: We can't add to the list.\He doesn't wanna share.\I know...\Then, the other day...\If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept\taking notes just so they could laugh at me.\That wasn't our intention. response:	I know.
context: He doesn't wanna share.\I know...\Then, the other day...\If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept\taking notes just so they could laugh at me.\That wasn't our intention.\I know. response:	Oh, really? Sorry.
context: I know...\Then, the other day...\If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept\taking notes just so they could laugh at me.\That wasn't our intention.\I know.\Oh, really? Sorry. response:	Nah, it's okay.
context: Then, the other day...\If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept\taking notes just so they could laugh at me.\That wasn't our intention.\I know.\Oh, really? Sorry.\Nah, it's okay. response:	Really?
context: If I were in Wataya-kun's shoes,\I wouldn't want to talk to people who kept\taking notes just so they could laugh at me.\That wasn't our intention.\I know.\Oh, really? Sorry.\Nah, it's okay.\Really? response:	Hey, you forgot your directions.
context: I wouldn't want to talk to people who kept\taking notes just so they could laugh at me.\That wasn't our intention.\I know.\Oh, really? Sorry.\Nah, it's okay.\Really?\Hey, you forgot your directions. response:	You'll need this.
context: taking notes just so they could laugh at me.\That wasn't our intention.\I know.\Oh, really? Sorry.\Nah, it's okay.\Really?\Hey, you forgot your directions.\You'll need this. response:	I memorized it.
context: That wasn't our intention.\I know.\Oh, really? Sorry.\Nah, it's okay.\Really?\Hey, you forgot your directions.\You'll need this.\I memorized it. response:	You memorized it?
context: I know.\Oh, really? Sorry.\Nah, it's okay.\Really?\Hey, you forgot your directions.\You'll need this.\I memorized it.\You memorized it? response:	This is your first day!
context: Oh, really? Sorry.\Nah, it's okay.\Really?\Hey, you forgot your directions.\You'll need this.\I memorized it.\You memorized it?\This is your first day! response:	Hey, wait!
context: Nah, it's okay.\Really?\Hey, you forgot your directions.\You'll need this.\I memorized it.\You memorized it?\This is your first day!\Hey, wait! response:	You have 200 stops!
context: Really?\Hey, you forgot your directions.\You'll need this.\I memorized it.\You memorized it?\This is your first day!\Hey, wait!\You have 200 stops! response:	Don't make any mistakes!
context: Hey, you forgot your directions.\You'll need this.\I memorized it.\You memorized it?\This is your first day!\Hey, wait!\You have 200 stops!\Don't make any mistakes! response:	Area 2, District 5.
context: You'll need this.\I memorized it.\You memorized it?\This is your first day!\Hey, wait!\You have 200 stops!\Don't make any mistakes!\Area 2, District 5. response:	Fujiwara, plus five across the street.
context: I memorized it.\You memorized it?\This is your first day!\Hey, wait!\You have 200 stops!\Don't make any mistakes!\Area 2, District 5.\Fujiwara, plus five across the street. response:	Osawa, Fujimiya, Yamamoto...
context: You memorized it?\This is your first day!\Hey, wait!\You have 200 stops!\Don't make any mistakes!\Area 2, District 5.\Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto... response:	Uchiyama's subscription was canceled.
context: This is your first day!\Hey, wait!\You have 200 stops!\Don't make any mistakes!\Area 2, District 5.\Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled. response:	Yokota Cooperative.
context: Hey, wait!\You have 200 stops!\Don't make any mistakes!\Area 2, District 5.\Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled.\Yokota Cooperative. response:	101, 103, 203, 204.
context: You have 200 stops!\Don't make any mistakes!\Area 2, District 5.\Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled.\Yokota Cooperative.\101, 103, 203, 204. response:	Next is Ayase.
context: Don't make any mistakes!\Area 2, District 5.\Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled.\Yokota Cooperative.\101, 103, 203, 204.\Next is Ayase. response:	G-Good morning.
context: Area 2, District 5.\Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled.\Yokota Cooperative.\101, 103, 203, 204.\Next is Ayase.\G-Good morning. response:	Thank you!
context: Fujiwara, plus five across the street.\Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled.\Yokota Cooperative.\101, 103, 203, 204.\Next is Ayase.\G-Good morning.\Thank you! response:	Sis! Sis!
context: Osawa, Fujimiya, Yamamoto...\Uchiyama's subscription was canceled.\Yokota Cooperative.\101, 103, 203, 204.\Next is Ayase.\G-Good morning.\Thank you!\Sis! Sis! response:	You're in the paper!
context: Uchiyama's subscription was canceled.\Yokota Cooperative.\101, 103, 203, 204.\Next is Ayase.\G-Good morning.\Thank you!\Sis! Sis!\You're in the paper! response:	Wake up!
context: Yokota Cooperative.\101, 103, 203, 204.\Next is Ayase.\G-Good morning.\Thank you!\Sis! Sis!\You're in the paper!\Wake up! response:	Japan Sports Paper
context: 101, 103, 203, 204.\Next is Ayase.\G-Good morning.\Thank you!\Sis! Sis!\You're in the paper!\Wake up!\Japan Sports Paper response:	Japan's Most Beautiful Girl Grand Prix
context: Next is Ayase.\G-Good morning.\Thank you!\Sis! Sis!\You're in the paper!\Wake up!\Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix response:	13 Years Old
context: G-Good morning.\Thank you!\Sis! Sis!\You're in the paper!\Wake up!\Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix\13 Years Old response:	Look! There's your picture!
context: Thank you!\Sis! Sis!\You're in the paper!\Wake up!\Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix\13 Years Old\Look! There's your picture! response:	Right here!
context: Sis! Sis!\You're in the paper!\Wake up!\Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix\13 Years Old\Look! There's your picture!\Right here! response:	As a footnote.
context: You're in the paper!\Wake up!\Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix\13 Years Old\Look! There's your picture!\Right here!\As a footnote. response:	Why is that bad?
context: Wake up!\Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix\13 Years Old\Look! There's your picture!\Right here!\As a footnote.\Why is that bad? response:	It's amazing that you made it to the final fifteen!
context: Japan Sports Paper\Japan's Most Beautiful Girl Grand Prix\13 Years Old\Look! There's your picture!\Right here!\As a footnote.\Why is that bad?\It's amazing that you made it to the final fifteen! response:	Can I have this picture?
context: Japan's Most Beautiful Girl Grand Prix\13 Years Old\Look! There's your picture!\Right here!\As a footnote.\Why is that bad?\It's amazing that you made it to the final fifteen!\Can I have this picture? response:	Whatever.
context: 13 Years Old\Look! There's your picture!\Right here!\As a footnote.\Why is that bad?\It's amazing that you made it to the final fifteen!\Can I have this picture?\Whatever. response:	The winner has a better body, I guess.
context: Look! There's your picture!\Right here!\As a footnote.\Why is that bad?\It's amazing that you made it to the final fifteen!\Can I have this picture?\Whatever.\The winner has a better body, I guess. response:	You always say the first thing that comes into your head!
context: Right here!\As a footnote.\Why is that bad?\It's amazing that you made it to the final fifteen!\Can I have this picture?\Whatever.\The winner has a better body, I guess.\You always say the first thing that comes into your head! response:	Chi-chan, I saw the paper!
context: As a footnote.\Why is that bad?\It's amazing that you made it to the final fifteen!\Can I have this picture?\Whatever.\The winner has a better body, I guess.\You always say the first thing that comes into your head!\Chi-chan, I saw the paper! response:	Your sister's amazing!
context: Why is that bad?\It's amazing that you made it to the final fifteen!\Can I have this picture?\Whatever.\The winner has a better body, I guess.\You always say the first thing that comes into your head!\Chi-chan, I saw the paper!\Your sister's amazing! response:	Yep! She's amazing!
context: It's amazing that you made it to the final fifteen!\Can I have this picture?\Whatever.\The winner has a better body, I guess.\You always say the first thing that comes into your head!\Chi-chan, I saw the paper!\Your sister's amazing!\Yep! She's amazing! response:	Wow, she's really in the paper.
context: Can I have this picture?\Whatever.\The winner has a better body, I guess.\You always say the first thing that comes into your head!\Chi-chan, I saw the paper!\Your sister's amazing!\Yep! She's amazing!\Wow, she's really in the paper. response:	Your sister's so pretty.
context: Whatever.\The winner has a better body, I guess.\You always say the first thing that comes into your head!\Chi-chan, I saw the paper!\Your sister's amazing!\Yep! She's amazing!\Wow, she's really in the paper.\Your sister's so pretty. response:	Wow...
context: The winner has a better body, I guess.\You always say the first thing that comes into your head!\Chi-chan, I saw the paper!\Your sister's amazing!\Yep! She's amazing!\Wow, she's really in the paper.\Your sister's so pretty.\Wow... response:	Yeah, the two of you might be sisters,
context: You always say the first thing that comes into your head!\Chi-chan, I saw the paper!\Your sister's amazing!\Yep! She's amazing!\Wow, she's really in the paper.\Your sister's so pretty.\Wow...\Yeah, the two of you might be sisters, response:	but you still look like a boy.
context: Chi-chan, I saw the paper!\Your sister's amazing!\Yep! She's amazing!\Wow, she's really in the paper.\Your sister's so pretty.\Wow...\Yeah, the two of you might be sisters,\but you still look like a boy. response:	Good morning.
context: Your sister's amazing!\Yep! She's amazing!\Wow, she's really in the paper.\Your sister's so pretty.\Wow...\Yeah, the two of you might be sisters,\but you still look like a boy.\Good morning. response:	Sit down.
context: Yep! She's amazing!\Wow, she's really in the paper.\Your sister's so pretty.\Wow...\Yeah, the two of you might be sisters,\but you still look like a boy.\Good morning.\Sit down. response:	Hundred Poet Memorization Sheet
context: Wow, she's really in the paper.\Your sister's so pretty.\Wow...\Yeah, the two of you might be sisters,\but you still look like a boy.\Good morning.\Sit down.\Hundred Poet Memorization Sheet response:	Did everyone fill out their Hundred Poet sheet with stickers?
context: Your sister's so pretty.\Wow...\Yeah, the two of you might be sisters,\but you still look like a boy.\Good morning.\Sit down.\Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers? response:	If you memorize all one hundred poems, you should take the test.
context: Wow...\Yeah, the two of you might be sisters,\but you still look like a boy.\Good morning.\Sit down.\Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test. response:	We'll have the students who've
context: Yeah, the two of you might be sisters,\but you still look like a boy.\Good morning.\Sit down.\Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test.\We'll have the students who've response:	I don't think so. How many did you memorize?
context: but you still look like a boy.\Good morning.\Sit down.\Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test.\We'll have the students who've\I don't think so. How many did you memorize? response:	learned their poems participate in the karuta tournament.
context: Good morning.\Sit down.\Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test.\We'll have the students who've\I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament. response:	Only ten. What about you?
context: Sit down.\Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test.\We'll have the students who've\I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament.\Only ten. What about you? response:	Fifteen.
context: Hundred Poet Memorization Sheet\Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test.\We'll have the students who've\I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament.\Only ten. What about you?\Fifteen. response:	Same difference. Don't be such a snob.
context: Did everyone fill out their Hundred Poet sheet with stickers?\If you memorize all one hundred poems, you should take the test.\We'll have the students who've\I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament.\Only ten. What about you?\Fifteen.\Same difference. Don't be such a snob. response:	Chihaya, how many did you memorize?
context: If you memorize all one hundred poems, you should take the test.\We'll have the students who've\I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament.\Only ten. What about you?\Fifteen.\Same difference. Don't be such a snob.\Chihaya, how many did you memorize? response:	Only half, I think...
context: We'll have the students who've\I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament.\Only ten. What about you?\Fifteen.\Same difference. Don't be such a snob.\Chihaya, how many did you memorize?\Only half, I think... response:	Yeah, yeah. You're a better student than I am.
context: I don't think so. How many did you memorize?\learned their poems participate in the karuta tournament.\Only ten. What about you?\Fifteen.\Same difference. Don't be such a snob.\Chihaya, how many did you memorize?\Only half, I think...\Yeah, yeah. You're a better student than I am. response:	Mashima-kun, you've already memorized all of them?
context: learned their poems participate in the karuta tournament.\Only ten. What about you?\Fifteen.\Same difference. Don't be such a snob.\Chihaya, how many did you memorize?\Only half, I think...\Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them? response:	That was quick.
context: Only ten. What about you?\Fifteen.\Same difference. Don't be such a snob.\Chihaya, how many did you memorize?\Only half, I think...\Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them?\That was quick. response:	You can do anything.
context: Fifteen.\Same difference. Don't be such a snob.\Chihaya, how many did you memorize?\Only half, I think...\Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them?\That was quick.\You can do anything. response:	Okay, quiet down!
context: Same difference. Don't be such a snob.\Chihaya, how many did you memorize?\Only half, I think...\Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them?\That was quick.\You can do anything.\Okay, quiet down! response:	Actually, Mashima-kun isn't the only person
context: Chihaya, how many did you memorize?\Only half, I think...\Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them?\That was quick.\You can do anything.\Okay, quiet down!\Actually, Mashima-kun isn't the only person response:	in the class who memorized all one hundred poems.
context: Only half, I think...\Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them?\That was quick.\You can do anything.\Okay, quiet down!\Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems. response:	The other person is...
context: Yeah, yeah. You're a better student than I am.\Mashima-kun, you've already memorized all of them?\That was quick.\You can do anything.\Okay, quiet down!\Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems.\The other person is... response:	Wataya-kun!
context: Mashima-kun, you've already memorized all of them?\That was quick.\You can do anything.\Okay, quiet down!\Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems.\The other person is...\Wataya-kun! response:	No way!
context: That was quick.\You can do anything.\Okay, quiet down!\Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems.\The other person is...\Wataya-kun!\No way! response:	Wataya-kun took the test after school yesterday.
context: You can do anything.\Okay, quiet down!\Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems.\The other person is...\Wataya-kun!\No way!\Wataya-kun took the test after school yesterday. response:	He got all 100 poems on the first try.
context: Okay, quiet down!\Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems.\The other person is...\Wataya-kun!\No way!\Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try. response:	Amazing!
context: Actually, Mashima-kun isn't the only person\in the class who memorized all one hundred poems.\The other person is...\Wataya-kun!\No way!\Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try.\Amazing! response:	Round of applause!
context: in the class who memorized all one hundred poems.\The other person is...\Wataya-kun!\No way!\Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try.\Amazing!\Round of applause! response:	Really? In one go?
context: The other person is...\Wataya-kun!\No way!\Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try.\Amazing!\Round of applause!\Really? In one go? response:	Will you participate in the karuta tournament next month?
context: Wataya-kun!\No way!\Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try.\Amazing!\Round of applause!\Really? In one go?\Will you participate in the karuta tournament next month? response:	Uh... yes.
context: No way!\Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try.\Amazing!\Round of applause!\Really? In one go?\Will you participate in the karuta tournament next month?\Uh... yes. response:	Hmm?
context: Wataya-kun took the test after school yesterday.\He got all 100 poems on the first try.\Amazing!\Round of applause!\Really? In one go?\Will you participate in the karuta tournament next month?\Uh... yes.\Hmm? response:	Good morning.
context: He got all 100 poems on the first try.\Amazing!\Round of applause!\Really? In one go?\Will you participate in the karuta tournament next month?\Uh... yes.\Hmm?\Good morning. response:	The paper boy!
context: Amazing!\Round of applause!\Really? In one go?\Will you participate in the karuta tournament next month?\Uh... yes.\Hmm?\Good morning.\The paper boy! response:	I remember now!
context: Round of applause!\Really? In one go?\Will you participate in the karuta tournament next month?\Uh... yes.\Hmm?\Good morning.\The paper boy!\I remember now! response:	You delivered our paper this morning!
context: Really? In one go?\Will you participate in the karuta tournament next month?\Uh... yes.\Hmm?\Good morning.\The paper boy!\I remember now!\You delivered our paper this morning! response:	That's amazing!
context: Will you participate in the karuta tournament next month?\Uh... yes.\Hmm?\Good morning.\The paper boy!\I remember now!\You delivered our paper this morning!\That's amazing! response:	Paper boy?
context: Uh... yes.\Hmm?\Good morning.\The paper boy!\I remember now!\You delivered our paper this morning!\That's amazing!\Paper boy? response:	Grade schoolers aren't supposed to be working.
context: Hmm?\Good morning.\The paper boy!\I remember now!\You delivered our paper this morning!\That's amazing!\Paper boy?\Grade schoolers aren't supposed to be working. response:	Um, Wataya-kun? Is this true?
context: Good morning.\The paper boy!\I remember now!\You delivered our paper this morning!\That's amazing!\Paper boy?\Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true? response:	I help out from time to time when I'm asked.
context: The paper boy!\I remember now!\You delivered our paper this morning!\That's amazing!\Paper boy?\Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked. response:	He must be poor.
context: I remember now!\You delivered our paper this morning!\That's amazing!\Paper boy?\Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked.\He must be poor. response:	Doesn't he wear the same pants every day?
context: You delivered our paper this morning!\That's amazing!\Paper boy?\Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked.\He must be poor.\Doesn't he wear the same pants every day? response:	Hey, Taichi. Isn't Wataya-kun amazing?
context: That's amazing!\Paper boy?\Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked.\He must be poor.\Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing? response:	He's delivering the newspaper!
context: Paper boy?\Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked.\He must be poor.\Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper! response:	Okay, quiet down.
context: Grade schoolers aren't supposed to be working.\Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked.\He must be poor.\Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper!\Okay, quiet down. response:	Everybody should try their best to memorize all one hundred poems.
context: Um, Wataya-kun? Is this true?\I help out from time to time when I'm asked.\He must be poor.\Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper!\Okay, quiet down.\Everybody should try their best to memorize all one hundred poems. response:	Wataya-kun!
