context: Manaka-san... response:	There you go, making that depressing face again.
context: Yeah...\By the way, apparently Hikari and the others\asked the fishery cooperative to record the song for them.\-Sounds to stimulate her ears...? -... from the sea. -Nostalgic music: like from the Ofunehiki\What?\He's gathering people from the Ofunehiki five years ago\in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it. response:	Even though he wasn't the one who thought of it, he's super excited.
context: By the way, apparently Hikari and the others\asked the fishery cooperative to record the song for them.\-Sounds to stimulate her ears...? -... from the sea. -Nostalgic music: like from the Ofunehiki\What?\He's gathering people from the Ofunehiki five years ago\in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited. response:	I see...
context: asked the fishery cooperative to record the song for them.\-Sounds to stimulate her ears...? -... from the sea. -Nostalgic music: like from the Ofunehiki\What?\He's gathering people from the Ofunehiki five years ago\in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited.\I see... response:	Hikari?
context: -Sounds to stimulate her ears...? -... from the sea. -Nostalgic music: like from the Ofunehiki\What?\He's gathering people from the Ofunehiki five years ago\in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited.\I see...\Hikari? response:	Oh, I'm back.
context: What?\He's gathering people from the Ofunehiki five years ago\in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited.\I see...\Hikari?\Oh, I'm back. response:	Damn it.
context: He's gathering people from the Ofunehiki five years ago\in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited.\I see...\Hikari?\Oh, I'm back.\Damn it. response:	I couldn't catch Uroko today either.
context: in the hope that it might wake Manaka-chan up.\I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited.\I see...\Hikari?\Oh, I'm back.\Damn it.\I couldn't catch Uroko today either. response:	Oh, yeah.
context: I think Itaru-san was pretty happy because he called me about it.\Even though he wasn't the one who thought of it, he's super excited.\I see...\Hikari?\Oh, I'm back.\Damn it.\I couldn't catch Uroko today either.\Oh, yeah. response:	We got a lot of homework today, so let's do it together.
context: Even though he wasn't the one who thought of it, he's super excited.\I see...\Hikari?\Oh, I'm back.\Damn it.\I couldn't catch Uroko today either.\Oh, yeah.\We got a lot of homework today, so let's do it together. response:	That's right... Everyone was complaining about it.
context: I see...\Hikari?\Oh, I'm back.\Damn it.\I couldn't catch Uroko today either.\Oh, yeah.\We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it. response:	There really isn't that much time.
context: Hikari?\Oh, I'm back.\Damn it.\I couldn't catch Uroko today either.\Oh, yeah.\We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it.\There really isn't that much time. response:	Maybe I'll take some time off from school.
context: Oh, I'm back.\Damn it.\I couldn't catch Uroko today either.\Oh, yeah.\We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it.\There really isn't that much time.\Maybe I'll take some time off from school. response:	What?!
context: Damn it.\I couldn't catch Uroko today either.\Oh, yeah.\We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it.\There really isn't that much time.\Maybe I'll take some time off from school.\What?! response:	That'll give me a lot more time,
context: I couldn't catch Uroko today either.\Oh, yeah.\We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it.\There really isn't that much time.\Maybe I'll take some time off from school.\What?!\That'll give me a lot more time, response:	and I'll be able to do a lot more.
context: Oh, yeah.\We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it.\There really isn't that much time.\Maybe I'll take some time off from school.\What?!\That'll give me a lot more time,\and I'll be able to do a lot more. response:	N-No!
context: We got a lot of homework today, so let's do it together.\That's right... Everyone was complaining about it.\There really isn't that much time.\Maybe I'll take some time off from school.\What?!\That'll give me a lot more time,\and I'll be able to do a lot more.\N-No! response:	No? Why?
context: That's right... Everyone was complaining about it.\There really isn't that much time.\Maybe I'll take some time off from school.\What?!\That'll give me a lot more time,\and I'll be able to do a lot more.\N-No!\No? Why? response:	I mean...
context: There really isn't that much time.\Maybe I'll take some time off from school.\What?!\That'll give me a lot more time,\and I'll be able to do a lot more.\N-No!\No? Why?\I mean... response:	we're still required to go to school!
context: Maybe I'll take some time off from school.\What?!\That'll give me a lot more time,\and I'll be able to do a lot more.\N-No!\No? Why?\I mean...\we're still required to go to school! response:	What are you being all serious for?
context: What?!\That'll give me a lot more time,\and I'll be able to do a lot more.\N-No!\No? Why?\I mean...\we're still required to go to school!\What are you being all serious for? response:	And Mom will be really worried!
context: That'll give me a lot more time,\and I'll be able to do a lot more.\N-No!\No? Why?\I mean...\we're still required to go to school!\What are you being all serious for?\And Mom will be really worried! response:	Akari's not my mom.
context: and I'll be able to do a lot more.\N-No!\No? Why?\I mean...\we're still required to go to school!\What are you being all serious for?\And Mom will be really worried!\Akari's not my mom. response:	Yeah, but...
context: N-No!\No? Why?\I mean...\we're still required to go to school!\What are you being all serious for?\And Mom will be really worried!\Akari's not my mom.\Yeah, but... response:	Taking time off from school...
context: No? Why?\I mean...\we're still required to go to school!\What are you being all serious for?\And Mom will be really worried!\Akari's not my mom.\Yeah, but...\Taking time off from school... response:	If she doesn't ever wake up...
context: I mean...\we're still required to go to school!\What are you being all serious for?\And Mom will be really worried!\Akari's not my mom.\Yeah, but...\Taking time off from school...\If she doesn't ever wake up... response:	What the hell do you mean by that?
context: we're still required to go to school!\What are you being all serious for?\And Mom will be really worried!\Akari's not my mom.\Yeah, but...\Taking time off from school...\If she doesn't ever wake up...\What the hell do you mean by that? response:	I didn't...
context: What are you being all serious for?\And Mom will be really worried!\Akari's not my mom.\Yeah, but...\Taking time off from school...\If she doesn't ever wake up...\What the hell do you mean by that?\I didn't... response:	Fine. Got it.
context: And Mom will be really worried!\Akari's not my mom.\Yeah, but...\Taking time off from school...\If she doesn't ever wake up...\What the hell do you mean by that?\I didn't...\Fine. Got it. response:	I just have to go to school, right?
context: Akari's not my mom.\Yeah, but...\Taking time off from school...\If she doesn't ever wake up...\What the hell do you mean by that?\I didn't...\Fine. Got it.\I just have to go to school, right? response:	H-Hikari!
context: Yeah, but...\Taking time off from school...\If she doesn't ever wake up...\What the hell do you mean by that?\I didn't...\Fine. Got it.\I just have to go to school, right?\H-Hikari! response:	Wai
context: Taking time off from school...\If she doesn't ever wake up...\What the hell do you mean by that?\I didn't...\Fine. Got it.\I just have to go to school, right?\H-Hikari!\Wai response:	That's not it...
context: If she doesn't ever wake up...\What the hell do you mean by that?\I didn't...\Fine. Got it.\I just have to go to school, right?\H-Hikari!\Wai\That's not it... response:	That's not what I wanted to say...
context: What the hell do you mean by that?\I didn't...\Fine. Got it.\I just have to go to school, right?\H-Hikari!\Wai\That's not it...\That's not what I wanted to say... response:	Damn it!
context: I didn't...\Fine. Got it.\I just have to go to school, right?\H-Hikari!\Wai\That's not it...\That's not what I wanted to say...\Damn it! response:	Hii-kun.
context: Fine. Got it.\I just have to go to school, right?\H-Hikari!\Wai\That's not it...\That's not what I wanted to say...\Damn it!\Hii-kun. response:	Manaka...
context: I just have to go to school, right?\H-Hikari!\Wai\That's not it...\That's not what I wanted to say...\Damn it!\Hii-kun.\Manaka... response:	You...
context: H-Hikari!\Wai\That's not it...\That's not what I wanted to say...\Damn it!\Hii-kun.\Manaka...\You... response:	I was fine just the way I was.
context: Wai\That's not it...\That's not what I wanted to say...\Damn it!\Hii-kun.\Manaka...\You...\I was fine just the way I was. response:	Because I was gone,
context: That's not it...\That's not what I wanted to say...\Damn it!\Hii-kun.\Manaka...\You...\I was fine just the way I was.\Because I was gone, response:	the sea and the surface kept freezing...
context: That's not what I wanted to say...\Damn it!\Hii-kun.\Manaka...\You...\I was fine just the way I was.\Because I was gone,\the sea and the surface kept freezing... response:	And I...
context: Damn it!\Hii-kun.\Manaka...\You...\I was fine just the way I was.\Because I was gone,\the sea and the surface kept freezing...\And I... response:	Where's Hikari?
context: Hii-kun.\Manaka...\You...\I was fine just the way I was.\Because I was gone,\the sea and the surface kept freezing...\And I...\Where's Hikari? response:	He left for the sea a while ago.
context: Manaka...\You...\I was fine just the way I was.\Because I was gone,\the sea and the surface kept freezing...\And I...\Where's Hikari?\He left for the sea a while ago. response:	He said he'd go to school straight from there.
context: You...\I was fine just the way I was.\Because I was gone,\the sea and the surface kept freezing...\And I...\Where's Hikari?\He left for the sea a while ago.\He said he'd go to school straight from there. response:	Ketchup!
context: I was fine just the way I was.\Because I was gone,\the sea and the surface kept freezing...\And I...\Where's Hikari?\He left for the sea a while ago.\He said he'd go to school straight from there.\Ketchup! response:	Hey, Akira! What do you think you're doing?
context: Because I was gone,\the sea and the surface kept freezing...\And I...\Where's Hikari?\He left for the sea a while ago.\He said he'd go to school straight from there.\Ketchup!\Hey, Akira! What do you think you're doing? response:	And so, the Warring States era finally came to an end...
context: the sea and the surface kept freezing...\And I...\Where's Hikari?\He left for the sea a while ago.\He said he'd go to school straight from there.\Ketchup!\Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end... response:	And finally, the 260 years...
context: And I...\Where's Hikari?\He left for the sea a while ago.\He said he'd go to school straight from there.\Ketchup!\Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end...\And finally, the 260 years... response:	People who push their own feelings onto others are awful, aren't they?
context: Where's Hikari?\He left for the sea a while ago.\He said he'd go to school straight from there.\Ketchup!\Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end...\And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they? response:	Library
context: He left for the sea a while ago.\He said he'd go to school straight from there.\Ketchup!\Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end...\And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they?\Library response:	What are you talking about?
context: He said he'd go to school straight from there.\Ketchup!\Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end...\And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they?\Library\What are you talking about? response:	I'm talking about the protagonist in this book.
context: Ketchup!\Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end...\And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they?\Library\What are you talking about?\I'm talking about the protagonist in this book. response:	You're not allowed to read books that don't concern Manaka-san today.
context: Hey, Akira! What do you think you're doing?\And so, the Warring States era finally came to an end...\And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they?\Library\What are you talking about?\I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today. response:	But we've been sitting here for three hours.
context: And so, the Warring States era finally came to an end...\And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they?\Library\What are you talking about?\I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours. response:	Even my concentration is...
context: And finally, the 260 years...\People who push their own feelings onto others are awful, aren't they?\Library\What are you talking about?\I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours.\Even my concentration is... response:	or rather, what are you reading?
context: People who push their own feelings onto others are awful, aren't they?\Library\What are you talking about?\I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours.\Even my concentration is...\or rather, what are you reading? response:	It's an actual relevant book.
context: Library\What are you talking about?\I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours.\Even my concentration is...\or rather, what are you reading?\It's an actual relevant book. response:	Learning About Sleep The True State of Hypnosis
context: What are you talking about?\I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours.\Even my concentration is...\or rather, what are you reading?\It's an actual relevant book.\Learning About Sleep The True State of Hypnosis response:	Isn't that a little off?
context: I'm talking about the protagonist in this book.\You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours.\Even my concentration is...\or rather, what are you reading?\It's an actual relevant book.\Learning About Sleep The True State of Hypnosis\Isn't that a little off? response:	We don't know where we'll find a clue about her waking up.
context: You're not allowed to read books that don't concern Manaka-san today.\But we've been sitting here for three hours.\Even my concentration is...\or rather, what are you reading?\It's an actual relevant book.\Learning About Sleep The True State of Hypnosis\Isn't that a little off?\We don't know where we'll find a clue about her waking up. response:	Are you actually thinking about this?
context: But we've been sitting here for three hours.\Even my concentration is...\or rather, what are you reading?\It's an actual relevant book.\Learning About Sleep The True State of Hypnosis\Isn't that a little off?\We don't know where we'll find a clue about her waking up.\Are you actually thinking about this? response:	I am!
context: Even my concentration is...\or rather, what are you reading?\It's an actual relevant book.\Learning About Sleep The True State of Hypnosis\Isn't that a little off?\We don't know where we'll find a clue about her waking up.\Are you actually thinking about this?\I am! response:	What are you reading?
context: or rather, what are you reading?\It's an actual relevant book.\Learning About Sleep The True State of Hypnosis\Isn't that a little off?\We don't know where we'll find a clue about her waking up.\Are you actually thinking about this?\I am!\What are you reading? response:	Well...
context: It's an actual relevant book.\Learning About Sleep The True State of Hypnosis\Isn't that a little off?\We don't know where we'll find a clue about her waking up.\Are you actually thinking about this?\I am!\What are you reading?\Well... response:	You know, I've been thinking...
context: Learning About Sleep The True State of Hypnosis\Isn't that a little off?\We don't know where we'll find a clue about her waking up.\Are you actually thinking about this?\I am!\What are you reading?\Well...\You know, I've been thinking... response:	Don't princes do that often?
context: Isn't that a little off?\We don't know where we'll find a clue about her waking up.\Are you actually thinking about this?\I am!\What are you reading?\Well...\You know, I've been thinking...\Don't princes do that often? response:	Kiss the sleeping princess?
context: We don't know where we'll find a clue about her waking up.\Are you actually thinking about this?\I am!\What are you reading?\Well...\You know, I've been thinking...\Don't princes do that often?\Kiss the sleeping princess? response:	I think someone should try that
context: Are you actually thinking about this?\I am!\What are you reading?\Well...\You know, I've been thinking...\Don't princes do that often?\Kiss the sleeping princess?\I think someone should try that response:	on the sleeping Manaka-san.
context: I am!\What are you reading?\Well...\You know, I've been thinking...\Don't princes do that often?\Kiss the sleeping princess?\I think someone should try that\on the sleeping Manaka-san. response:	Wh a-a kiss?!
context: What are you reading?\Well...\You know, I've been thinking...\Don't princes do that often?\Kiss the sleeping princess?\I think someone should try that\on the sleeping Manaka-san.\Wh a-a kiss?! response:	It's not weird.
context: Well...\You know, I've been thinking...\Don't princes do that often?\Kiss the sleeping princess?\I think someone should try that\on the sleeping Manaka-san.\Wh a-a kiss?!\It's not weird. response:	I think that strong feelings for someone
context: You know, I've been thinking...\Don't princes do that often?\Kiss the sleeping princess?\I think someone should try that\on the sleeping Manaka-san.\Wh a-a kiss?!\It's not weird.\I think that strong feelings for someone response:	have the power to change something drastically.
context: Don't princes do that often?\Kiss the sleeping princess?\I think someone should try that\on the sleeping Manaka-san.\Wh a-a kiss?!\It's not weird.\I think that strong feelings for someone\have the power to change something drastically. response:	Strong feelings?
context: Kiss the sleeping princess?\I think someone should try that\on the sleeping Manaka-san.\Wh a-a kiss?!\It's not weird.\I think that strong feelings for someone\have the power to change something drastically.\Strong feelings? response:	There are people who have that...
context: I think someone should try that\on the sleeping Manaka-san.\Wh a-a kiss?!\It's not weird.\I think that strong feelings for someone\have the power to change something drastically.\Strong feelings?\There are people who have that... response:	Like Hikari.
context: on the sleeping Manaka-san.\Wh a-a kiss?!\It's not weird.\I think that strong feelings for someone\have the power to change something drastically.\Strong feelings?\There are people who have that...\Like Hikari. response:	B-But it wouldn't be good to kiss her
context: Wh a-a kiss?!\It's not weird.\I think that strong feelings for someone\have the power to change something drastically.\Strong feelings?\There are people who have that...\Like Hikari.\B-But it wouldn't be good to kiss her response:	if there's no solid proof that it'll help.
context: It's not weird.\I think that strong feelings for someone\have the power to change something drastically.\Strong feelings?\There are people who have that...\Like Hikari.\B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help. response:	Well, do you have a better idea?
context: I think that strong feelings for someone\have the power to change something drastically.\Strong feelings?\There are people who have that...\Like Hikari.\B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help.\Well, do you have a better idea? response:	Not... right now.
context: have the power to change something drastically.\Strong feelings?\There are people who have that...\Like Hikari.\B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help.\Well, do you have a better idea?\Not... right now. response:	Then why does it matter?
context: Strong feelings?\There are people who have that...\Like Hikari.\B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help.\Well, do you have a better idea?\Not... right now.\Then why does it matter? response:	But that's
context: There are people who have that...\Like Hikari.\B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help.\Well, do you have a better idea?\Not... right now.\Then why does it matter?\But that's response:	You sound like you don't really want Manaka-san to wake up.
context: Like Hikari.\B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help.\Well, do you have a better idea?\Not... right now.\Then why does it matter?\But that's\You sound like you don't really want Manaka-san to wake up. response:	You're the one who just said we don't know where we might find a clue.
context: B-But it wouldn't be good to kiss her\if there's no solid proof that it'll help.\Well, do you have a better idea?\Not... right now.\Then why does it matter?\But that's\You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue. response:	I'm being pretty serious about this...
context: if there's no solid proof that it'll help.\Well, do you have a better idea?\Not... right now.\Then why does it matter?\But that's\You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this... response:	Do I really not want Manaka-san to wake up?
context: Well, do you have a better idea?\Not... right now.\Then why does it matter?\But that's\You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this...\Do I really not want Manaka-san to wake up? response:	It's no use.
context: Not... right now.\Then why does it matter?\But that's\You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this...\Do I really not want Manaka-san to wake up?\It's no use. response:	I guess I'll go look for Uroko-sama again.
context: Then why does it matter?\But that's\You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this...\Do I really not want Manaka-san to wake up?\It's no use.\I guess I'll go look for Uroko-sama again. response:	Hoi, hoi!
context: But that's\You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this...\Do I really not want Manaka-san to wake up?\It's no use.\I guess I'll go look for Uroko-sama again.\Hoi, hoi! response:	Ow!
context: You sound like you don't really want Manaka-san to wake up.\You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this...\Do I really not want Manaka-san to wake up?\It's no use.\I guess I'll go look for Uroko-sama again.\Hoi, hoi!\Ow! response:	Hey, Akira!
context: You're the one who just said we don't know where we might find a clue.\I'm being pretty serious about this...\Do I really not want Manaka-san to wake up?\It's no use.\I guess I'll go look for Uroko-sama again.\Hoi, hoi!\Ow!\Hey, Akira! response:	The Ofunehiki Song
context: I'm being pretty serious about this...\Do I really not want Manaka-san to wake up?\It's no use.\I guess I'll go look for Uroko-sama again.\Hoi, hoi!\Ow!\Hey, Akira!\The Ofunehiki Song response:	Hoi, hoi.
context: Do I really not want Manaka-san to wake up?\It's no use.\I guess I'll go look for Uroko-sama again.\Hoi, hoi!\Ow!\Hey, Akira!\The Ofunehiki Song\Hoi, hoi. response:	I want Manaka-san to wake up...
context: It's no use.\I guess I'll go look for Uroko-sama again.\Hoi, hoi!\Ow!\Hey, Akira!\The Ofunehiki Song\Hoi, hoi.\I want Manaka-san to wake up... response:	That's what I should have been thinking this whole time.
context: I guess I'll go look for Uroko-sama again.\Hoi, hoi!\Ow!\Hey, Akira!\The Ofunehiki Song\Hoi, hoi.\I want Manaka-san to wake up...\That's what I should have been thinking this whole time. response:	Was I the only one that was somewhere else?
context: Hoi, hoi!\Ow!\Hey, Akira!\The Ofunehiki Song\Hoi, hoi.\I want Manaka-san to wake up...\That's what I should have been thinking this whole time.\Was I the only one that was somewhere else? response:	Manaka!
context: Ow!\Hey, Akira!\The Ofunehiki Song\Hoi, hoi.\I want Manaka-san to wake up...\That's what I should have been thinking this whole time.\Was I the only one that was somewhere else?\Manaka! response:	When did you wake up?
context: Hey, Akira!\The Ofunehiki Song\Hoi, hoi.\I want Manaka-san to wake up...\That's what I should have been thinking this whole time.\Was I the only one that was somewhere else?\Manaka!\When did you wake up? response:	Oh, it's you, Miuna.
context: The Ofunehiki Song\Hoi, hoi.\I want Manaka-san to wake up...\That's what I should have been thinking this whole time.\Was I the only one that was somewhere else?\Manaka!\When did you wake up?\Oh, it's you, Miuna. response:	Sorry.
context: Hoi, hoi.\I want Manaka-san to wake up...\That's what I should have been thinking this whole time.\Was I the only one that was somewhere else?\Manaka!\When did you wake up?\Oh, it's you, Miuna.\Sorry. response:	Hikari?!
context: I want Manaka-san to wake up...\That's what I should have been thinking this whole time.\Was I the only one that was somewhere else?\Manaka!\When did you wake up?\Oh, it's you, Miuna.\Sorry.\Hikari?! response:	Hikari?
context: That's what I should have been thinking this whole time.\Was I the only one that was somewhere else?\Manaka!\When did you wake up?\Oh, it's you, Miuna.\Sorry.\Hikari?!\Hikari? response:	Hikari?!
context: Was I the only one that was somewhere else?\Manaka!\When did you wake up?\Oh, it's you, Miuna.\Sorry.\Hikari?!\Hikari?\Hikari?! response:	He must have been exhausted.
context: Manaka!\When did you wake up?\Oh, it's you, Miuna.\Sorry.\Hikari?!\Hikari?\Hikari?!\He must have been exhausted. response:	I'll have him stay home from school tomorrow.
context: When did you wake up?\Oh, it's you, Miuna.\Sorry.\Hikari?!\Hikari?\Hikari?!\He must have been exhausted.\I'll have him stay home from school tomorrow. response:	You should get to bed, too, Miuna.
context: Oh, it's you, Miuna.\Sorry.\Hikari?!\Hikari?\Hikari?!\He must have been exhausted.\I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna. response:	It'll be no good if everyone keels over.
context: Sorry.\Hikari?!\Hikari?\Hikari?!\He must have been exhausted.\I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna.\It'll be no good if everyone keels over. response:	Miuna?
context: Hikari?!\Hikari?\Hikari?!\He must have been exhausted.\I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna.\It'll be no good if everyone keels over.\Miuna? response:	You're still here?
context: Hikari?\Hikari?!\He must have been exhausted.\I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna.\It'll be no good if everyone keels over.\Miuna?\You're still here? response:	Isn't it almost time for you to leave for school?
context: Hikari?!\He must have been exhausted.\I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna.\It'll be no good if everyone keels over.\Miuna?\You're still here?\Isn't it almost time for you to leave for school? response:	Miu has a fever, too?
context: He must have been exhausted.\I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna.\It'll be no good if everyone keels over.\Miuna?\You're still here?\Isn't it almost time for you to leave for school?\Miu has a fever, too? response:	Well...
context: I'll have him stay home from school tomorrow.\You should get to bed, too, Miuna.\It'll be no good if everyone keels over.\Miuna?\You're still here?\Isn't it almost time for you to leave for school?\Miu has a fever, too?\Well... response:	let's just say that she does.
context: You should get to bed, too, Miuna.\It'll be no good if everyone keels over.\Miuna?\You're still here?\Isn't it almost time for you to leave for school?\Miu has a fever, too?\Well...\let's just say that she does. response:	Good morning!
context: It'll be no good if everyone keels over.\Miuna?\You're still here?\Isn't it almost time for you to leave for school?\Miu has a fever, too?\Well...\let's just say that she does.\Good morning! response:	Good morning.
context: Miuna?\You're still here?\Isn't it almost time for you to leave for school?\Miu has a fever, too?\Well...\let's just say that she does.\Good morning!\Good morning. response:	Oh, good morning.
context: You're still here?\Isn't it almost time for you to leave for school?\Miu has a fever, too?\Well...\let's just say that she does.\Good morning!\Good morning.\Oh, good morning. response:	Apparently Miuna and Hikari have a cold.
context: Isn't it almost time for you to leave for school?\Miu has a fever, too?\Well...\let's just say that she does.\Good morning!\Good morning.\Oh, good morning.\Apparently Miuna and Hikari have a cold. response:	Both of them are absent?
context: Miu has a fever, too?\Well...\let's just say that she does.\Good morning!\Good morning.\Oh, good morning.\Apparently Miuna and Hikari have a cold.\Both of them are absent? response:	Yeah.
context: Well...\let's just say that she does.\Good morning!\Good morning.\Oh, good morning.\Apparently Miuna and Hikari have a cold.\Both of them are absent?\Yeah. response:	Um...
context: let's just say that she does.\Good morning!\Good morning.\Oh, good morning.\Apparently Miuna and Hikari have a cold.\Both of them are absent?\Yeah.\Um... response:	Are you okay, Kaname?
context: Good morning!\Good morning.\Oh, good morning.\Apparently Miuna and Hikari have a cold.\Both of them are absent?\Yeah.\Um...\Are you okay, Kaname? response:	The sea's cold, and you've been going in with Hikari, right?
context: Good morning.\Oh, good morning.\Apparently Miuna and Hikari have a cold.\Both of them are absent?\Yeah.\Um...\Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right? response:	Yeah, I'm fine.
context: Oh, good morning.\Apparently Miuna and Hikari have a cold.\Both of them are absent?\Yeah.\Um...\Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine. response:	I see.
context: Apparently Miuna and Hikari have a cold.\Both of them are absent?\Yeah.\Um...\Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine.\I see. response:	Thank goodness.
context: Both of them are absent?\Yeah.\Um...\Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine.\I see.\Thank goodness. response:	That Hikari, trying too hard.
context: Yeah.\Um...\Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine.\I see.\Thank goodness.\That Hikari, trying too hard. response:	Even though Miuna and I and everyone else are here, too.
context: Um...\Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine.\I see.\Thank goodness.\That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too. response:	Take your seats.
context: Are you okay, Kaname?\The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine.\I see.\Thank goodness.\That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too.\Take your seats. response:	We're about to begin.
context: The sea's cold, and you've been going in with Hikari, right?\Yeah, I'm fine.\I see.\Thank goodness.\That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too.\Take your seats.\We're about to begin. response:	I'll have to take notes for three people today.
context: Yeah, I'm fine.\I see.\Thank goodness.\That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too.\Take your seats.\We're about to begin.\I'll have to take notes for three people today. response:	For three people?
context: I see.\Thank goodness.\That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too.\Take your seats.\We're about to begin.\I'll have to take notes for three people today.\For three people? response:	Miuna's been taking notes for Manaka-san for when she wakes up.
context: Thank goodness.\That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too.\Take your seats.\We're about to begin.\I'll have to take notes for three people today.\For three people?\Miuna's been taking notes for Manaka-san for when she wakes up. response:	Oh, that's why.
context: That Hikari, trying too hard.\Even though Miuna and I and everyone else are here, too.\Take your seats.\We're about to begin.\I'll have to take notes for three people today.\For three people?\Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why. response:	I'll help with taking notes.
context: Even though Miuna and I and everyone else are here, too.\Take your seats.\We're about to begin.\I'll have to take notes for three people today.\For three people?\Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why.\I'll help with taking notes. response:	Eh?
context: Take your seats.\We're about to begin.\I'll have to take notes for three people today.\For three people?\Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why.\I'll help with taking notes.\Eh? response:	I'll help, too.
context: We're about to begin.\I'll have to take notes for three people today.\For three people?\Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why.\I'll help with taking notes.\Eh?\I'll help, too. response:	Miuna.
