context: 7 hours ago response:	7 hours ago
context: Aren't there latent criminals in there as well?\I bet all of your Hues have gotten clouded already.\The guys in helmets aren't the only criminals.\It's too late.\If those helmet people are killed, things'll be peaceful again, right?\Self defense. Self-defense. Self-defense...\No, no, no, no, no...\Come on, listen to yourselves! response:	It's not too late. We need to take matters into our own hands.
context: I bet all of your Hues have gotten clouded already.\The guys in helmets aren't the only criminals.\It's too late.\If those helmet people are killed, things'll be peaceful again, right?\Self defense. Self-defense. Self-defense...\No, no, no, no, no...\Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands. response:	Isn't that dangerous?
context: The guys in helmets aren't the only criminals.\It's too late.\If those helmet people are killed, things'll be peaceful again, right?\Self defense. Self-defense. Self-defense...\No, no, no, no, no...\Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands.\Isn't that dangerous? response:	It's better than doing nothing.
context: It's too late.\If those helmet people are killed, things'll be peaceful again, right?\Self defense. Self-defense. Self-defense...\No, no, no, no, no...\Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands.\Isn't that dangerous?\It's better than doing nothing. response:	Several dozen cases...
context: If those helmet people are killed, things'll be peaceful again, right?\Self defense. Self-defense. Self-defense...\No, no, no, no, no...\Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands.\Isn't that dangerous?\It's better than doing nothing.\Several dozen cases... response:	No, several hundred cases!
context: Self defense. Self-defense. Self-defense...\No, no, no, no, no...\Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands.\Isn't that dangerous?\It's better than doing nothing.\Several dozen cases...\No, several hundred cases! response:	The number keeps growing!
context: No, no, no, no, no...\Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands.\Isn't that dangerous?\It's better than doing nothing.\Several dozen cases...\No, several hundred cases!\The number keeps growing! response:	The brutality is spreading like a contagion.
context: Come on, listen to yourselves!\It's not too late. We need to take matters into our own hands.\Isn't that dangerous?\It's better than doing nothing.\Several dozen cases...\No, several hundred cases!\The number keeps growing!\The brutality is spreading like a contagion. response:	Has the Psycho-Hazard grown by this much?
context: It's not too late. We need to take matters into our own hands.\Isn't that dangerous?\It's better than doing nothing.\Several dozen cases...\No, several hundred cases!\The number keeps growing!\The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much? response:	It's more than that.
context: Isn't that dangerous?\It's better than doing nothing.\Several dozen cases...\No, several hundred cases!\The number keeps growing!\The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much?\It's more than that. response:	At this point, it's become a full-blown riot.
context: It's better than doing nothing.\Several dozen cases...\No, several hundred cases!\The number keeps growing!\The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much?\It's more than that.\At this point, it's become a full-blown riot. response:	The Area Stress Level is rising like crazy too.
context: Several dozen cases...\No, several hundred cases!\The number keeps growing!\The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much?\It's more than that.\At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too. response:	Aren't they just latent criminals from the start?
context: No, several hundred cases!\The number keeps growing!\The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much?\It's more than that.\At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start? response:	It's not just the helmet-wearers who've gone on a rampage.
context: The number keeps growing!\The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much?\It's more than that.\At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage. response:	Must be a Psycho-Hazard...
context: The brutality is spreading like a contagion.\Has the Psycho-Hazard grown by this much?\It's more than that.\At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard... response:	It's begun...
context: Has the Psycho-Hazard grown by this much?\It's more than that.\At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard...\It's begun... response:	Scared citizens are committing widespread acts of violence all over the place.
context: It's more than that.\At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard...\It's begun...\Scared citizens are committing widespread acts of violence all over the place. response:	Someone without a helmet on is going on a rampage?!
context: At this point, it's become a full-blown riot.\The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard...\It's begun...\Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?! response:	Run! Run! Run! Run! Run! Ruuun!
context: The Area Stress Level is rising like crazy too.\Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard...\It's begun...\Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun! response:	Chief Kasei issued an emergency summons.
context: Aren't they just latent criminals from the start?\It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard...\It's begun...\Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons. response:	She's ordering all CID personnel to report for duty, including those who are off duty.
context: It's not just the helmet-wearers who've gone on a rampage.\Must be a Psycho-Hazard...\It's begun...\Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty. response:	You sound restless.
context: Must be a Psycho-Hazard...\It's begun...\Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless. response:	Yeah, of course. This situation would make anyone uneasy.
context: It's begun...\Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless.\Yeah, of course. This situation would make anyone uneasy. response:	What's awaiting us from here on out?
context: Scared citizens are committing widespread acts of violence all over the place.\Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless.\Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out? response:	What will happen to this town?
context: Someone without a helmet on is going on a rampage?!\Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless.\Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out?\What will happen to this town? response:	I really like that ordinary side of yours.
context: Run! Run! Run! Run! Run! Ruuun!\Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless.\Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out?\What will happen to this town?\I really like that ordinary side of yours. response:	You and I are both quite ordinary, essentially common people.
context: Chief Kasei issued an emergency summons.\She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless.\Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out?\What will happen to this town?\I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people. response:	I've never thought of myself as avaricious.
context: She's ordering all CID personnel to report for duty, including those who are off duty.\You sound restless.\Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out?\What will happen to this town?\I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious. response:	I just long for a world in which everyday things are done in an everyday way.
context: You sound restless.\Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out?\What will happen to this town?\I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way. response:	That's all I really want.
context: Yeah, of course. This situation would make anyone uneasy.\What's awaiting us from here on out?\What will happen to this town?\I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way.\That's all I really want. response:	Here we are, two ordinary, unremarkable people...
context: What's awaiting us from here on out?\What will happen to this town?\I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way.\That's all I really want.\Here we are, two ordinary, unremarkable people... response:	instigating crime in a town that isn't ordinary at all.
context: What will happen to this town?\I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way.\That's all I really want.\Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all. response:	A town that isn't ordinary, huh?
context: I really like that ordinary side of yours.\You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way.\That's all I really want.\Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh? response:	How should I put it...
context: You and I are both quite ordinary, essentially common people.\I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way.\That's all I really want.\Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh?\How should I put it... response:	This town is like a parody of one of the old novels I used to read.
context: I've never thought of myself as avaricious.\I just long for a world in which everyday things are done in an everyday way.\That's all I really want.\Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh?\How should I put it...\This town is like a parody of one of the old novels I used to read. response:	Like the ones by William Gibson?
context: I just long for a world in which everyday things are done in an everyday way.\That's all I really want.\Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh?\How should I put it...\This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson? response:	More like Philip K. Dick, perhaps.
context: That's all I really want.\Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh?\How should I put it...\This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson?\More like Philip K. Dick, perhaps. response:	It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.
context: Here we are, two ordinary, unremarkable people...\instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh?\How should I put it...\This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson?\More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted. response:	I've never read Dick.
context: instigating crime in a town that isn't ordinary at all.\A town that isn't ordinary, huh?\How should I put it...\This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson?\More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick. response:	Which book would you recommend I read first?
context: A town that isn't ordinary, huh?\How should I put it...\This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson?\More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick.\Which book would you recommend I read first? response:	Do Androids Dream of Electric Sheep?
context: How should I put it...\This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson?\More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick.\Which book would you recommend I read first?\Do Androids Dream of Electric Sheep? response:	They based an old movie on that story, didn't they?
context: This town is like a parody of one of the old novels I used to read.\Like the ones by William Gibson?\More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick.\Which book would you recommend I read first?\Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they? response:	Yes, though the original is quite different.
context: Like the ones by William Gibson?\More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick.\Which book would you recommend I read first?\Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they?\Yes, though the original is quite different. response:	You should compare them when you have time someday.
context: More like Philip K. Dick, perhaps.\It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick.\Which book would you recommend I read first?\Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they?\Yes, though the original is quite different.\You should compare them when you have time someday. response:	I'll go ahead and download it.
context: It's not as controlling as the society George Orwell depicted, and it's not as wild as what Gibson depicted.\I've never read Dick.\Which book would you recommend I read first?\Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they?\Yes, though the original is quite different.\You should compare them when you have time someday.\I'll go ahead and download it. response:	Why don't you buy paper books?
context: I've never read Dick.\Which book would you recommend I read first?\Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they?\Yes, though the original is quite different.\You should compare them when you have time someday.\I'll go ahead and download it.\Why don't you buy paper books? response:	E-books lack character.
context: Which book would you recommend I read first?\Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they?\Yes, though the original is quite different.\You should compare them when you have time someday.\I'll go ahead and download it.\Why don't you buy paper books?\E-books lack character. response:	Is that right?
context: Do Androids Dream of Electric Sheep?\They based an old movie on that story, didn't they?\Yes, though the original is quite different.\You should compare them when you have time someday.\I'll go ahead and download it.\Why don't you buy paper books?\E-books lack character.\Is that right? response:	Books aren't just something you read.
context: They based an old movie on that story, didn't they?\Yes, though the original is quite different.\You should compare them when you have time someday.\I'll go ahead and download it.\Why don't you buy paper books?\E-books lack character.\Is that right?\Books aren't just something you read. response:	They're like a form of meditation.
context: Yes, though the original is quite different.\You should compare them when you have time someday.\I'll go ahead and download it.\Why don't you buy paper books?\E-books lack character.\Is that right?\Books aren't just something you read.\They're like a form of meditation. response:	Meditation?
context: You should compare them when you have time someday.\I'll go ahead and download it.\Why don't you buy paper books?\E-books lack character.\Is that right?\Books aren't just something you read.\They're like a form of meditation.\Meditation? response:	Sometimes, when I'm not feeling well, I read books but I don't really absorb them.
context: I'll go ahead and download it.\Why don't you buy paper books?\E-books lack character.\Is that right?\Books aren't just something you read.\They're like a form of meditation.\Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them. response:	When that happens, it makes me think about what could be getting in the way.
context: Why don't you buy paper books?\E-books lack character.\Is that right?\Books aren't just something you read.\They're like a form of meditation.\Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way. response:	There are also books that I can absorb even when I'm feeling down.
context: E-books lack character.\Is that right?\Books aren't just something you read.\They're like a form of meditation.\Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down. response:	Sometimes I wonder why.
context: Is that right?\Books aren't just something you read.\They're like a form of meditation.\Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why. response:	It could be like mental conditioning.
context: Books aren't just something you read.\They're like a form of meditation.\Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why.\It could be like mental conditioning. response:	I think it's all about the stimulation your brain receives when you turn the pages.
context: They're like a form of meditation.\Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why.\It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages. response:	The feeling of flipping them over, one by one.
context: Meditation?\Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why.\It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one. response:	That's kind of a downer.
context: Sometimes, when I'm not feeling well, I read books but I don't really absorb them.\When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why.\It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one.\That's kind of a downer. response:	Hm?
context: When that happens, it makes me think about what could be getting in the way.\There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why.\It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one.\That's kind of a downer.\Hm? response:	When I talk with you, I feel like I've been missing out on something all my life.
context: There are also books that I can absorb even when I'm feeling down.\Sometimes I wonder why.\It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one.\That's kind of a downer.\Hm?\When I talk with you, I feel like I've been missing out on something all my life. response:	You're reading too much into it.
context: Sometimes I wonder why.\It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one.\That's kind of a downer.\Hm?\When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it. response:	Maybe.
context: It could be like mental conditioning.\I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one.\That's kind of a downer.\Hm?\When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it.\Maybe. response:	It's about time.
context: I think it's all about the stimulation your brain receives when you turn the pages.\The feeling of flipping them over, one by one.\That's kind of a downer.\Hm?\When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it.\Maybe.\It's about time. response:	Shall we go?
context: The feeling of flipping them over, one by one.\That's kind of a downer.\Hm?\When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it.\Maybe.\It's about time.\Shall we go? response:	This is just a random thought, but...
context: That's kind of a downer.\Hm?\When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it.\Maybe.\It's about time.\Shall we go?\This is just a random thought, but... response:	Yeah?
context: Hm?\When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it.\Maybe.\It's about time.\Shall we go?\This is just a random thought, but...\Yeah? response:	It's just too perfect that such an outstanding hacker would be into Gibson.
context: When I talk with you, I feel like I've been missing out on something all my life.\You're reading too much into it.\Maybe.\It's about time.\Shall we go?\This is just a random thought, but...\Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson. response:	We're currently facing an unprecedented crisis all across the metropolitan area.
context: You're reading too much into it.\Maybe.\It's about time.\Shall we go?\This is just a random thought, but...\Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area. response:	When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.
context: Maybe.\It's about time.\Shall we go?\This is just a random thought, but...\Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens. response:	Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.
context: It's about time.\Shall we go?\This is just a random thought, but...\Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob. response:	We've been at peace for too long.
context: Shall we go?\This is just a random thought, but...\Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long. response:	We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,
context: This is just a random thought, but...\Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons, response:	but the situation out there requires prompt action.
context: Yeah?\It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action. response:	Until a full-fledged suppression unit is formed,
context: It's just too perfect that such an outstanding hacker would be into Gibson.\We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed, response:	we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.
context: We're currently facing an unprecedented crisis all across the metropolitan area.\When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe. response:	The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.
context: When the Sibyl System was introduced, people believed it would eliminate all possibility of a riot among the citizens.\Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators. response:	Stun batons are therefore our most effective weapon for dealing with the rioters.
context: Therefore, the current Public Safety Bureau has neither the personnel nor the equipment to suppress such a mob.\We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters. response:	I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.
context: We've been at peace for too long.\We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies. response:	Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.
context: We're currently trying to bring in the border security Drones and equip them with non-lethal weapons,\but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way. response:	However, make sure you pay careful attention to when you use the grenades.
context: but the situation out there requires prompt action.\Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades. response:	If you let off an EMP in the wrong location, you might disable vital city facilities as well.
context: Until a full-fledged suppression unit is formed,\we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well. response:	How many grenades do we have?
context: we have no choice but to have those of you at the CID act as the last remaining shield to keep our citizens safe.\The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have? response:	Not many.
context: The cymatic scan-proof helmets we have observed hinder the functionality of the Dominators.\Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have?\Not many. response:	Probably enough to give out two to each person here.
context: Stun batons are therefore our most effective weapon for dealing with the rioters.\I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have?\Not many.\Probably enough to give out two to each person here. response:	You'll form teams of three.
context: I'll also permit the use of electromagnetic pulse grenades for crowd control in emergencies.\Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have?\Not many.\Probably enough to give out two to each person here.\You'll form teams of three. response:	Each team is to take an area and suppress the riots there one by one.
context: Once the helmet's electronics are knocked out by the EMP, you'll be able to use your Dominators in the usual way.\However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have?\Not many.\Probably enough to give out two to each person here.\You'll form teams of three.\Each team is to take an area and suppress the riots there one by one. response:	It'll be time-consuming and dangerous, but we don't have any other choice.
context: However, make sure you pay careful attention to when you use the grenades.\If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have?\Not many.\Probably enough to give out two to each person here.\You'll form teams of three.\Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice. response:	The whole town's future is at stake.
context: If you let off an EMP in the wrong location, you might disable vital city facilities as well.\How many grenades do we have?\Not many.\Probably enough to give out two to each person here.\You'll form teams of three.\Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake. response:	I'm counting on all of you.
context: How many grenades do we have?\Not many.\Probably enough to give out two to each person here.\You'll form teams of three.\Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake.\I'm counting on all of you. response:	I always knew you and I would be traveling down a dangerous road together.
