context: Morning. response:	Chiaki!
context: Huh? What's up?\Let's go.\Nothing's up.\Don't look at me.\Sorry.\You haven't fallen for me, have you?\Sorry I'm such a hottie.\Huh? response:	What's wrong?
context: Let's go.\Nothing's up.\Don't look at me.\Sorry.\You haven't fallen for me, have you?\Sorry I'm such a hottie.\Huh?\What's wrong? response:	Huh?
context: Nothing's up.\Don't look at me.\Sorry.\You haven't fallen for me, have you?\Sorry I'm such a hottie.\Huh?\What's wrong?\Huh? response:	Yeah?
context: Don't look at me.\Sorry.\You haven't fallen for me, have you?\Sorry I'm such a hottie.\Huh?\What's wrong?\Huh?\Yeah? response:	Am I badass? Huh?
context: Sorry.\You haven't fallen for me, have you?\Sorry I'm such a hottie.\Huh?\What's wrong?\Huh?\Yeah?\Am I badass? Huh? response:	My crush called me out.
context: You haven't fallen for me, have you?\Sorry I'm such a hottie.\Huh?\What's wrong?\Huh?\Yeah?\Am I badass? Huh?\My crush called me out. response:	Would you like to go for lunch sometime?
context: Sorry I'm such a hottie.\Huh?\What's wrong?\Huh?\Yeah?\Am I badass? Huh?\My crush called me out.\Would you like to go for lunch sometime? response:	What? With me? Why?!
context: Huh?\What's wrong?\Huh?\Yeah?\Am I badass? Huh?\My crush called me out.\Would you like to go for lunch sometime?\What? With me? Why?! response:	I want to thank you for helping me the other day.
context: What's wrong?\Huh?\Yeah?\Am I badass? Huh?\My crush called me out.\Would you like to go for lunch sometime?\What? With me? Why?!\I want to thank you for helping me the other day. response:	Am I imposing?
context: Huh?\Yeah?\Am I badass? Huh?\My crush called me out.\Would you like to go for lunch sometime?\What? With me? Why?!\I want to thank you for helping me the other day.\Am I imposing? response:	N-No, not really.
context: Yeah?\Am I badass? Huh?\My crush called me out.\Would you like to go for lunch sometime?\What? With me? Why?!\I want to thank you for helping me the other day.\Am I imposing?\N-No, not really. response:	Thank goodness!
context: Am I badass? Huh?\My crush called me out.\Would you like to go for lunch sometime?\What? With me? Why?!\I want to thank you for helping me the other day.\Am I imposing?\N-No, not really.\Thank goodness! response:	Okay, I'll see you on Sunday.
context: My crush called me out.\Would you like to go for lunch sometime?\What? With me? Why?!\I want to thank you for helping me the other day.\Am I imposing?\N-No, not really.\Thank goodness!\Okay, I'll see you on Sunday. response:	Why is such a cute girl asking out an uggo like me?
context: Would you like to go for lunch sometime?\What? With me? Why?!\I want to thank you for helping me the other day.\Am I imposing?\N-No, not really.\Thank goodness!\Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me? response:	Love Is Derpy
context: What? With me? Why?!\I want to thank you for helping me the other day.\Am I imposing?\N-No, not really.\Thank goodness!\Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me?\Love Is Derpy response:	Did I get here too early?
context: I want to thank you for helping me the other day.\Am I imposing?\N-No, not really.\Thank goodness!\Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me?\Love Is Derpy\Did I get here too early? response:	I've secretly been in love with this girl on my bus.
context: Am I imposing?\N-No, not really.\Thank goodness!\Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me?\Love Is Derpy\Did I get here too early?\I've secretly been in love with this girl on my bus. response:	I never had the courage to talk to her.
context: N-No, not really.\Thank goodness!\Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me?\Love Is Derpy\Did I get here too early?\I've secretly been in love with this girl on my bus.\I never had the courage to talk to her. response:	But one day...
context: Thank goodness!\Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me?\Love Is Derpy\Did I get here too early?\I've secretly been in love with this girl on my bus.\I never had the courage to talk to her.\But one day... response:	A groper!
context: Okay, I'll see you on Sunday.\Why is such a cute girl asking out an uggo like me?\Love Is Derpy\Did I get here too early?\I've secretly been in love with this girl on my bus.\I never had the courage to talk to her.\But one day...\A groper! response:	M-Morning!
context: Why is such a cute girl asking out an uggo like me?\Love Is Derpy\Did I get here too early?\I've secretly been in love with this girl on my bus.\I never had the courage to talk to her.\But one day...\A groper!\M-Morning! response:	Wh-Where a coinkydink, Kurihara-san!
context: Love Is Derpy\Did I get here too early?\I've secretly been in love with this girl on my bus.\I never had the courage to talk to her.\But one day...\A groper!\M-Morning!\Wh-Where a coinkydink, Kurihara-san! response:	H-How's up?
context: Did I get here too early?\I've secretly been in love with this girl on my bus.\I never had the courage to talk to her.\But one day...\A groper!\M-Morning!\Wh-Where a coinkydink, Kurihara-san!\H-How's up? response:	I mean, wh-what's life?
context: I've secretly been in love with this girl on my bus.\I never had the courage to talk to her.\But one day...\A groper!\M-Morning!\Wh-Where a coinkydink, Kurihara-san!\H-How's up?\I mean, wh-what's life? response:	I thought I totally creeped her out.
context: I never had the courage to talk to her.\But one day...\A groper!\M-Morning!\Wh-Where a coinkydink, Kurihara-san!\H-How's up?\I mean, wh-what's life?\I thought I totally creeped her out. response:	I never thought she'd want to thank me.
context: But one day...\A groper!\M-Morning!\Wh-Where a coinkydink, Kurihara-san!\H-How's up?\I mean, wh-what's life?\I thought I totally creeped her out.\I never thought she'd want to thank me. response:	Wait, is she actually coming?
context: A groper!\M-Morning!\Wh-Where a coinkydink, Kurihara-san!\H-How's up?\I mean, wh-what's life?\I thought I totally creeped her out.\I never thought she'd want to thank me.\Wait, is she actually coming? response:	Isn't there no way she'd invite me?
context: M-Morning!\Wh-Where a coinkydink, Kurihara-san!\H-How's up?\I mean, wh-what's life?\I thought I totally creeped her out.\I never thought she'd want to thank me.\Wait, is she actually coming?\Isn't there no way she'd invite me? response:	That's it, it was all in my mind!
context: Wh-Where a coinkydink, Kurihara-san!\H-How's up?\I mean, wh-what's life?\I thought I totally creeped her out.\I never thought she'd want to thank me.\Wait, is she actually coming?\Isn't there no way she'd invite me?\That's it, it was all in my mind! response:	Yup, case closed.
context: H-How's up?\I mean, wh-what's life?\I thought I totally creeped her out.\I never thought she'd want to thank me.\Wait, is she actually coming?\Isn't there no way she'd invite me?\That's it, it was all in my mind!\Yup, case closed. response:	Thanks for waiting.
context: I mean, wh-what's life?\I thought I totally creeped her out.\I never thought she'd want to thank me.\Wait, is she actually coming?\Isn't there no way she'd invite me?\That's it, it was all in my mind!\Yup, case closed.\Thanks for waiting. response:	Heungh!
context: I thought I totally creeped her out.\I never thought she'd want to thank me.\Wait, is she actually coming?\Isn't there no way she'd invite me?\That's it, it was all in my mind!\Yup, case closed.\Thanks for waiting.\Heungh! response:	Heungh?
context: I never thought she'd want to thank me.\Wait, is she actually coming?\Isn't there no way she'd invite me?\That's it, it was all in my mind!\Yup, case closed.\Thanks for waiting.\Heungh!\Heungh? response:	What the heck is this?!
context: Wait, is she actually coming?\Isn't there no way she'd invite me?\That's it, it was all in my mind!\Yup, case closed.\Thanks for waiting.\Heungh!\Heungh?\What the heck is this?! response:	She's so cute!
context: Isn't there no way she'd invite me?\That's it, it was all in my mind!\Yup, case closed.\Thanks for waiting.\Heungh!\Heungh?\What the heck is this?!\She's so cute! response:	Um, please stop staring at me.
context: That's it, it was all in my mind!\Yup, case closed.\Thanks for waiting.\Heungh!\Heungh?\What the heck is this?!\She's so cute!\Um, please stop staring at me. response:	N-No, I'm not staring at all!
context: Yup, case closed.\Thanks for waiting.\Heungh!\Heungh?\What the heck is this?!\She's so cute!\Um, please stop staring at me.\N-No, I'm not staring at all! response:	I don't think you're cute or anything!
context: Thanks for waiting.\Heungh!\Heungh?\What the heck is this?!\She's so cute!\Um, please stop staring at me.\N-No, I'm not staring at all!\I don't think you're cute or anything! response:	No! I did! I do think you're cute, but your outfit!
context: Heungh!\Heungh?\What the heck is this?!\She's so cute!\Um, please stop staring at me.\N-No, I'm not staring at all!\I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit! response:	That's it, your outfit's cute!
context: Heungh?\What the heck is this?!\She's so cute!\Um, please stop staring at me.\N-No, I'm not staring at all!\I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute! response:	I mean, not just your outfit, but...
context: What the heck is this?!\She's so cute!\Um, please stop staring at me.\N-No, I'm not staring at all!\I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute!\I mean, not just your outfit, but... response:	Yamane-san, was it?
context: She's so cute!\Um, please stop staring at me.\N-No, I'm not staring at all!\I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute!\I mean, not just your outfit, but...\Yamane-san, was it? response:	What should we have?
context: Um, please stop staring at me.\N-No, I'm not staring at all!\I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute!\I mean, not just your outfit, but...\Yamane-san, was it?\What should we have? response:	It's on me.
context: N-No, I'm not staring at all!\I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute!\I mean, not just your outfit, but...\Yamane-san, was it?\What should we have?\It's on me. response:	Huh?!
context: I don't think you're cute or anything!\No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute!\I mean, not just your outfit, but...\Yamane-san, was it?\What should we have?\It's on me.\Huh?! response:	What am I supposed to do, here?
context: No! I did! I do think you're cute, but your outfit!\That's it, your outfit's cute!\I mean, not just your outfit, but...\Yamane-san, was it?\What should we have?\It's on me.\Huh?!\What am I supposed to do, here? response:	I shouldn't go too pricey, but...
context: That's it, your outfit's cute!\I mean, not just your outfit, but...\Yamane-san, was it?\What should we have?\It's on me.\Huh?!\What am I supposed to do, here?\I shouldn't go too pricey, but... response:	Maybe somewhere cheap, quick, and tasty?
context: I mean, not just your outfit, but...\Yamane-san, was it?\What should we have?\It's on me.\Huh?!\What am I supposed to do, here?\I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty? response:	Th-Then how about soba?
context: Yamane-san, was it?\What should we have?\It's on me.\Huh?!\What am I supposed to do, here?\I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba? response:	That sounds good!
context: What should we have?\It's on me.\Huh?!\What am I supposed to do, here?\I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba?\That sounds good! response:	There's a standing soba stall right there.
context: It's on me.\Huh?!\What am I supposed to do, here?\I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba?\That sounds good!\There's a standing soba stall right there. response:	Soba Udon
context: Huh?!\What am I supposed to do, here?\I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba?\That sounds good!\There's a standing soba stall right there.\Soba Udon response:	Come in.
context: What am I supposed to do, here?\I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba?\That sounds good!\There's a standing soba stall right there.\Soba Udon\Come in. response:	May I choose?
context: I shouldn't go too pricey, but...\Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba?\That sounds good!\There's a standing soba stall right there.\Soba Udon\Come in.\May I choose? response:	S-Sure.
context: Maybe somewhere cheap, quick, and tasty?\Th-Then how about soba?\That sounds good!\There's a standing soba stall right there.\Soba Udon\Come in.\May I choose?\S-Sure. response:	You don't have to hold back.
context: Th-Then how about soba?\That sounds good!\There's a standing soba stall right there.\Soba Udon\Come in.\May I choose?\S-Sure.\You don't have to hold back. response:	O-Okay.
context: That sounds good!\There's a standing soba stall right there.\Soba Udon\Come in.\May I choose?\S-Sure.\You don't have to hold back.\O-Okay. response:	Should we order fountain drinks?
context: There's a standing soba stall right there.\Soba Udon\Come in.\May I choose?\S-Sure.\You don't have to hold back.\O-Okay.\Should we order fountain drinks? response:	I-It's fine, I'll go home right after we're done.
context: Soba Udon\Come in.\May I choose?\S-Sure.\You don't have to hold back.\O-Okay.\Should we order fountain drinks?\I-It's fine, I'll go home right after we're done. response:	Oh, of course.
context: Come in.\May I choose?\S-Sure.\You don't have to hold back.\O-Okay.\Should we order fountain drinks?\I-It's fine, I'll go home right after we're done.\Oh, of course. response:	No, it's not that I want to go home!
context: May I choose?\S-Sure.\You don't have to hold back.\O-Okay.\Should we order fountain drinks?\I-It's fine, I'll go home right after we're done.\Oh, of course.\No, it's not that I want to go home! response:	I'd love to be with you forever!
context: S-Sure.\You don't have to hold back.\O-Okay.\Should we order fountain drinks?\I-It's fine, I'll go home right after we're done.\Oh, of course.\No, it's not that I want to go home!\I'd love to be with you forever! response:	Wait, that was creepy, right?
context: You don't have to hold back.\O-Okay.\Should we order fountain drinks?\I-It's fine, I'll go home right after we're done.\Oh, of course.\No, it's not that I want to go home!\I'd love to be with you forever!\Wait, that was creepy, right? response:	D-Don't worry, I'll go home right away!
context: O-Okay.\Should we order fountain drinks?\I-It's fine, I'll go home right after we're done.\Oh, of course.\No, it's not that I want to go home!\I'd love to be with you forever!\Wait, that was creepy, right?\D-Don't worry, I'll go home right away! response:	I'd actually noticed you on the bus every morning.
context: Should we order fountain drinks?\I-It's fine, I'll go home right after we're done.\Oh, of course.\No, it's not that I want to go home!\I'd love to be with you forever!\Wait, that was creepy, right?\D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning. response:	What?
context: I-It's fine, I'll go home right after we're done.\Oh, of course.\No, it's not that I want to go home!\I'd love to be with you forever!\Wait, that was creepy, right?\D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning.\What? response:	You give your seat up for seniors all the time.
context: Oh, of course.\No, it's not that I want to go home!\I'd love to be with you forever!\Wait, that was creepy, right?\D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning.\What?\You give your seat up for seniors all the time. response:	I-I have to do good when I can,
context: No, it's not that I want to go home!\I'd love to be with you forever!\Wait, that was creepy, right?\D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning.\What?\You give your seat up for seniors all the time.\I-I have to do good when I can, response:	because, y'know, I'm a weirdo.
context: I'd love to be with you forever!\Wait, that was creepy, right?\D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning.\What?\You give your seat up for seniors all the time.\I-I have to do good when I can,\because, y'know, I'm a weirdo. response:	But when you helped me out...
context: Wait, that was creepy, right?\D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning.\What?\You give your seat up for seniors all the time.\I-I have to do good when I can,\because, y'know, I'm a weirdo.\But when you helped me out... response:	Sorry to remind you about that awfulness!
context: D-Don't worry, I'll go home right away!\I'd actually noticed you on the bus every morning.\What?\You give your seat up for seniors all the time.\I-I have to do good when I can,\because, y'know, I'm a weirdo.\But when you helped me out...\Sorry to remind you about that awfulness! response:	I'm such a failure!
context: I'd actually noticed you on the bus every morning.\What?\You give your seat up for seniors all the time.\I-I have to do good when I can,\because, y'know, I'm a weirdo.\But when you helped me out...\Sorry to remind you about that awfulness!\I'm such a failure! response:	She invited me out, and I'm ruining it.
context: What?\You give your seat up for seniors all the time.\I-I have to do good when I can,\because, y'know, I'm a weirdo.\But when you helped me out...\Sorry to remind you about that awfulness!\I'm such a failure!\She invited me out, and I'm ruining it. response:	You're so funny, Yamane-san.
context: You give your seat up for seniors all the time.\I-I have to do good when I can,\because, y'know, I'm a weirdo.\But when you helped me out...\Sorry to remind you about that awfulness!\I'm such a failure!\She invited me out, and I'm ruining it.\You're so funny, Yamane-san. response:	Oh, my face, right? I get that a lot.
context: I-I have to do good when I can,\because, y'know, I'm a weirdo.\But when you helped me out...\Sorry to remind you about that awfulness!\I'm such a failure!\She invited me out, and I'm ruining it.\You're so funny, Yamane-san.\Oh, my face, right? I get that a lot. response:	Your face is great, too.
context: because, y'know, I'm a weirdo.\But when you helped me out...\Sorry to remind you about that awfulness!\I'm such a failure!\She invited me out, and I'm ruining it.\You're so funny, Yamane-san.\Oh, my face, right? I get that a lot.\Your face is great, too. response:	M-M-Maybe for the Heian Period, but this is the 21st century.
context: But when you helped me out...\Sorry to remind you about that awfulness!\I'm such a failure!\She invited me out, and I'm ruining it.\You're so funny, Yamane-san.\Oh, my face, right? I get that a lot.\Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century. response:	Is she kidding?
context: Sorry to remind you about that awfulness!\I'm such a failure!\She invited me out, and I'm ruining it.\You're so funny, Yamane-san.\Oh, my face, right? I get that a lot.\Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding? response:	Or maybe I just look like a dorky mascot.
context: I'm such a failure!\She invited me out, and I'm ruining it.\You're so funny, Yamane-san.\Oh, my face, right? I get that a lot.\Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding?\Or maybe I just look like a dorky mascot. response:	Um...
context: She invited me out, and I'm ruining it.\You're so funny, Yamane-san.\Oh, my face, right? I get that a lot.\Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding?\Or maybe I just look like a dorky mascot.\Um... response:	Why?
context: You're so funny, Yamane-san.\Oh, my face, right? I get that a lot.\Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding?\Or maybe I just look like a dorky mascot.\Um...\Why? response:	Why the serious face?
context: Oh, my face, right? I get that a lot.\Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding?\Or maybe I just look like a dorky mascot.\Um...\Why?\Why the serious face? response:	Impossible!
context: Your face is great, too.\M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding?\Or maybe I just look like a dorky mascot.\Um...\Why?\Why the serious face?\Impossible! response:	Seriously?!
context: M-M-Maybe for the Heian Period, but this is the 21st century.\Is she kidding?\Or maybe I just look like a dorky mascot.\Um...\Why?\Why the serious face?\Impossible!\Seriously?! response:	Are you serious?
context: Is she kidding?\Or maybe I just look like a dorky mascot.\Um...\Why?\Why the serious face?\Impossible!\Seriously?!\Are you serious? response:	No, no way this could happen to me!
context: Or maybe I just look like a dorky mascot.\Um...\Why?\Why the serious face?\Impossible!\Seriously?!\Are you serious?\No, no way this could happen to me! response:	She's deceiving you!
context: Um...\Why?\Why the serious face?\Impossible!\Seriously?!\Are you serious?\No, no way this could happen to me!\She's deceiving you! response:	Don't get your hopes up
context: Why?\Why the serious face?\Impossible!\Seriously?!\Are you serious?\No, no way this could happen to me!\She's deceiving you!\Don't get your hopes up response:	I've been getting ignored by girls for years.
context: Why the serious face?\Impossible!\Seriously?!\Are you serious?\No, no way this could happen to me!\She's deceiving you!\Don't get your hopes up\I've been getting ignored by girls for years. response:	Really?!
context: Impossible!\Seriously?!\Are you serious?\No, no way this could happen to me!\She's deceiving you!\Don't get your hopes up\I've been getting ignored by girls for years.\Really?! response:	No way no way no way
context: Seriously?!\Are you serious?\No, no way this could happen to me!\She's deceiving you!\Don't get your hopes up\I've been getting ignored by girls for years.\Really?!\No way no way no way response:	Why?
context: Are you serious?\No, no way this could happen to me!\She's deceiving you!\Don't get your hopes up\I've been getting ignored by girls for years.\Really?!\No way no way no way\Why? response:	Don't get your hopes up!
context: No, no way this could happen to me!\She's deceiving you!\Don't get your hopes up\I've been getting ignored by girls for years.\Really?!\No way no way no way\Why?\Don't get your hopes up! response:	What if she's serious?
context: She's deceiving you!\Don't get your hopes up\I've been getting ignored by girls for years.\Really?!\No way no way no way\Why?\Don't get your hopes up!\What if she's serious? response:	Why?
context: Don't get your hopes up\I've been getting ignored by girls for years.\Really?!\No way no way no way\Why?\Don't get your hopes up!\What if she's serious?\Why? response:	There's no way!
context: I've been getting ignored by girls for years.\Really?!\No way no way no way\Why?\Don't get your hopes up!\What if she's serious?\Why?\There's no way! response:	I'm not prepared for this
context: Really?!\No way no way no way\Why?\Don't get your hopes up!\What if she's serious?\Why?\There's no way!\I'm not prepared for this response:	Really?
context: No way no way no way\Why?\Don't get your hopes up!\What if she's serious?\Why?\There's no way!\I'm not prepared for this\Really? response:	If it's okay with you...
context: Why?\Don't get your hopes up!\What if she's serious?\Why?\There's no way!\I'm not prepared for this\Really?\If it's okay with you... response:	You'll regret getting your hopes up!
context: Don't get your hopes up!\What if she's serious?\Why?\There's no way!\I'm not prepared for this\Really?\If it's okay with you...\You'll regret getting your hopes up! response:	Badger Badger Mushroom
context: What if she's serious?\Why?\There's no way!\I'm not prepared for this\Really?\If it's okay with you...\You'll regret getting your hopes up!\Badger Badger Mushroom response:	Why does she look so serious?
context: Why?\There's no way!\I'm not prepared for this\Really?\If it's okay with you...\You'll regret getting your hopes up!\Badger Badger Mushroom\Why does she look so serious? response:	Nothing to see here
context: There's no way!\I'm not prepared for this\Really?\If it's okay with you...\You'll regret getting your hopes up!\Badger Badger Mushroom\Why does she look so serious?\Nothing to see here response:	Don't get your hopes up!
context: I'm not prepared for this\Really?\If it's okay with you...\You'll regret getting your hopes up!\Badger Badger Mushroom\Why does she look so serious?\Nothing to see here\Don't get your hopes up! response:	But what if she's serious?!
context: Really?\If it's okay with you...\You'll regret getting your hopes up!\Badger Badger Mushroom\Why does she look so serious?\Nothing to see here\Don't get your hopes up!\But what if she's serious?! response:	No, that's impossible!
context: If it's okay with you...\You'll regret getting your hopes up!\Badger Badger Mushroom\Why does she look so serious?\Nothing to see here\Don't get your hopes up!\But what if she's serious?!\No, that's impossible! response:	Would you...
context: You'll regret getting your hopes up!\Badger Badger Mushroom\Why does she look so serious?\Nothing to see here\Don't get your hopes up!\But what if she's serious?!\No, that's impossible!\Would you... response:	Wait, I'm not prepared!
context: Badger Badger Mushroom\Why does she look so serious?\Nothing to see here\Don't get your hopes up!\But what if she's serious?!\No, that's impossible!\Would you...\Wait, I'm not prepared! response:	Go out with me?!
context: Why does she look so serious?\Nothing to see here\Don't get your hopes up!\But what if she's serious?!\No, that's impossible!\Would you...\Wait, I'm not prepared!\Go out with me?! response:	Yes!
context: Nothing to see here\Don't get your hopes up!\But what if she's serious?!\No, that's impossible!\Would you...\Wait, I'm not prepared!\Go out with me?!\Yes! response:	Fountain drink, please.
context: Don't get your hopes up!\But what if she's serious?!\No, that's impossible!\Would you...\Wait, I'm not prepared!\Go out with me?!\Yes!\Fountain drink, please. response:	The person on cleanup duty went home.
context: But what if she's serious?!\No, that's impossible!\Would you...\Wait, I'm not prepared!\Go out with me?!\Yes!\Fountain drink, please.\The person on cleanup duty went home. response:	This sucks.
context: No, that's impossible!\Would you...\Wait, I'm not prepared!\Go out with me?!\Yes!\Fountain drink, please.\The person on cleanup duty went home.\This sucks. response:	Takano?
context: Would you...\Wait, I'm not prepared!\Go out with me?!\Yes!\Fountain drink, please.\The person on cleanup duty went home.\This sucks.\Takano? response:	Sugawara-kun.
context: Wait, I'm not prepared!\Go out with me?!\Yes!\Fountain drink, please.\The person on cleanup duty went home.\This sucks.\Takano?\Sugawara-kun. response:	Sugawara-kun is in my class.
context: Go out with me?!\Yes!\Fountain drink, please.\The person on cleanup duty went home.\This sucks.\Takano?\Sugawara-kun.\Sugawara-kun is in my class. response:	Cleanup Duty
context: Yes!\Fountain drink, please.\The person on cleanup duty went home.\This sucks.\Takano?\Sugawara-kun.\Sugawara-kun is in my class.\Cleanup Duty response:	Sometimes, we chat a little these days.
context: Fountain drink, please.\The person on cleanup duty went home.\This sucks.\Takano?\Sugawara-kun.\Sugawara-kun is in my class.\Cleanup Duty\Sometimes, we chat a little these days. response:	Cleaning up by yourself?
context: The person on cleanup duty went home.\This sucks.\Takano?\Sugawara-kun.\Sugawara-kun is in my class.\Cleanup Duty\Sometimes, we chat a little these days.\Cleaning up by yourself? response:	I'll help you.
context: This sucks.\Takano?\Sugawara-kun.\Sugawara-kun is in my class.\Cleanup Duty\Sometimes, we chat a little these days.\Cleaning up by yourself?\I'll help you. response:	But...
context: Takano?\Sugawara-kun.\Sugawara-kun is in my class.\Cleanup Duty\Sometimes, we chat a little these days.\Cleaning up by yourself?\I'll help you.\But... response:	It's too much for one person.
context: Sugawara-kun.\Sugawara-kun is in my class.\Cleanup Duty\Sometimes, we chat a little these days.\Cleaning up by yourself?\I'll help you.\But...\It's too much for one person. response:	I'll get a broom.
context: Sugawara-kun is in my class.\Cleanup Duty\Sometimes, we chat a little these days.\Cleaning up by yourself?\I'll help you.\But...\It's too much for one person.\I'll get a broom. response:	He's a good person.
context: Cleanup Duty\Sometimes, we chat a little these days.\Cleaning up by yourself?\I'll help you.\But...\It's too much for one person.\I'll get a broom.\He's a good person. response:	Huh?
context: Sometimes, we chat a little these days.\Cleaning up by yourself?\I'll help you.\But...\It's too much for one person.\I'll get a broom.\He's a good person.\Huh? response:	Cleanup duty, Suga-yan?
context: Cleaning up by yourself?\I'll help you.\But...\It's too much for one person.\I'll get a broom.\He's a good person.\Huh?\Cleanup duty, Suga-yan? response:	Practice is about to start.
context: I'll help you.\But...\It's too much for one person.\I'll get a broom.\He's a good person.\Huh?\Cleanup duty, Suga-yan?\Practice is about to start. response:	Y-Yeah, I'll be right there!
context: But...\It's too much for one person.\I'll get a broom.\He's a good person.\Huh?\Cleanup duty, Suga-yan?\Practice is about to start.\Y-Yeah, I'll be right there! response:	Sure.
context: It's too much for one person.\I'll get a broom.\He's a good person.\Huh?\Cleanup duty, Suga-yan?\Practice is about to start.\Y-Yeah, I'll be right there!\Sure. response:	I don't want to keep you from club practice, Sugawara-kun.
context: I'll get a broom.\He's a good person.\Huh?\Cleanup duty, Suga-yan?\Practice is about to start.\Y-Yeah, I'll be right there!\Sure.\I don't want to keep you from club practice, Sugawara-kun. response:	It's fine.
context: He's a good person.\Huh?\Cleanup duty, Suga-yan?\Practice is about to start.\Y-Yeah, I'll be right there!\Sure.\I don't want to keep you from club practice, Sugawara-kun.\It's fine. response:	I just want to help.
context: Huh?\Cleanup duty, Suga-yan?\Practice is about to start.\Y-Yeah, I'll be right there!\Sure.\I don't want to keep you from club practice, Sugawara-kun.\It's fine.\I just want to help. response:	Why is he so eager to help?
context: Cleanup duty, Suga-yan?\Practice is about to start.\Y-Yeah, I'll be right there!\Sure.\I don't want to keep you from club practice, Sugawara-kun.\It's fine.\I just want to help.\Why is he so eager to help? response:	Maybe he's a clean freak?
context: Practice is about to start.\Y-Yeah, I'll be right there!\Sure.\I don't want to keep you from club practice, Sugawara-kun.\It's fine.\I just want to help.\Why is he so eager to help?\Maybe he's a clean freak? response:	Do you help with cleaning often?
context: Y-Yeah, I'll be right there!\Sure.\I don't want to keep you from club practice, Sugawara-kun.\It's fine.\I just want to help.\Why is he so eager to help?\Maybe he's a clean freak?\Do you help with cleaning often? response:	No, not really, but, like, since you're...
context: Sure.\I don't want to keep you from club practice, Sugawara-kun.\It's fine.\I just want to help.\Why is he so eager to help?\Maybe he's a clean freak?\Do you help with cleaning often?\No, not really, but, like, since you're... response:	Since I'm what?
context: I don't want to keep you from club practice, Sugawara-kun.\It's fine.\I just want to help.\Why is he so eager to help?\Maybe he's a clean freak?\Do you help with cleaning often?\No, not really, but, like, since you're...\Since I'm what? response:	Is it something he doesn't want to say?
context: It's fine.\I just want to help.\Why is he so eager to help?\Maybe he's a clean freak?\Do you help with cleaning often?\No, not really, but, like, since you're...\Since I'm what?\Is it something he doesn't want to say? response:	Am I doing a crappy job of cleaning?
context: I just want to help.\Why is he so eager to help?\Maybe he's a clean freak?\Do you help with cleaning often?\No, not really, but, like, since you're...\Since I'm what?\Is it something he doesn't want to say?\Am I doing a crappy job of cleaning? response:	Sorry, I'll shut up and get to work.
context: Why is he so eager to help?\Maybe he's a clean freak?\Do you help with cleaning often?\No, not really, but, like, since you're...\Since I'm what?\Is it something he doesn't want to say?\Am I doing a crappy job of cleaning?\Sorry, I'll shut up and get to work. response:	Huh? Sure.
context: Maybe he's a clean freak?\Do you help with cleaning often?\No, not really, but, like, since you're...\Since I'm what?\Is it something he doesn't want to say?\Am I doing a crappy job of cleaning?\Sorry, I'll shut up and get to work.\Huh? Sure. response:	Did she figure out how I feel?
context: Do you help with cleaning often?\No, not really, but, like, since you're...\Since I'm what?\Is it something he doesn't want to say?\Am I doing a crappy job of cleaning?\Sorry, I'll shut up and get to work.\Huh? Sure.\Did she figure out how I feel? response:	J-Just so you know, I didn't mean that in a weird way!
