context: Signs response:	Opening 1st Frame
context: This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack,\you learned how terrifying the Titans can be,\as well as how limited your own strength is.\However... response:	That battle brought mankind
context: I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack,\you learned how terrifying the Titans can be,\as well as how limited your own strength is.\However...\That battle brought mankind response:	closer to victory than ever before.
context: Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack,\you learned how terrifying the Titans can be,\as well as how limited your own strength is.\However...\That battle brought mankind\closer to victory than ever before. response:	Eren Jaeger's existence is crucial.
context: Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack,\you learned how terrifying the Titans can be,\as well as how limited your own strength is.\However...\That battle brought mankind\closer to victory than ever before.\Eren Jaeger's existence is crucial. response:	By risking his own life,
context: During their recent attack,\you learned how terrifying the Titans can be,\as well as how limited your own strength is.\However...\That battle brought mankind\closer to victory than ever before.\Eren Jaeger's existence is crucial.\By risking his own life, response:	he's undoubtedly proven himself a great ally to mankind.
context: you learned how terrifying the Titans can be,\as well as how limited your own strength is.\However...\That battle brought mankind\closer to victory than ever before.\Eren Jaeger's existence is crucial.\By risking his own life,\he's undoubtedly proven himself a great ally to mankind. response:	With his help, not only did we stop the Titans' advance,
context: as well as how limited your own strength is.\However...\That battle brought mankind\closer to victory than ever before.\Eren Jaeger's existence is crucial.\By risking his own life,\he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance, response:	but we've also obtained a key to discovering their true nature.
context: However...\That battle brought mankind\closer to victory than ever before.\Eren Jaeger's existence is crucial.\By risking his own life,\he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature. response:	We believe that the basement of his old home in Shiganshina
context: That battle brought mankind\closer to victory than ever before.\Eren Jaeger's existence is crucial.\By risking his own life,\he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina response:	holds answers about the Titans that even he doesn't know.
context: closer to victory than ever before.\Eren Jaeger's existence is crucial.\By risking his own life,\he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know. response:	If we can reach that basement,
context: Eren Jaeger's existence is crucial.\By risking his own life,\he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know.\If we can reach that basement, response:	we will find clues to ending this century of Titan domination.
context: By risking his own life,\he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know.\If we can reach that basement,\we will find clues to ending this century of Titan domination. response:	The basement?
context: he's undoubtedly proven himself a great ally to mankind.\With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know.\If we can reach that basement,\we will find clues to ending this century of Titan domination.\The basement? response:	We've already advanced that far?
context: With his help, not only did we stop the Titans' advance,\but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know.\If we can reach that basement,\we will find clues to ending this century of Titan domination.\The basement?\We've already advanced that far? response:	If we learn what they are, we can end this!
context: but we've also obtained a key to discovering their true nature.\We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know.\If we can reach that basement,\we will find clues to ending this century of Titan domination.\The basement?\We've already advanced that far?\If we learn what they are, we can end this! response:	No matter how much he needs recruits,
context: We believe that the basement of his old home in Shiganshina\holds answers about the Titans that even he doesn't know.\If we can reach that basement,\we will find clues to ending this century of Titan domination.\The basement?\We've already advanced that far?\If we learn what they are, we can end this!\No matter how much he needs recruits, response:	I can't believe he's publicizing this information.
context: holds answers about the Titans that even he doesn't know.\If we can reach that basement,\we will find clues to ending this century of Titan domination.\The basement?\We've already advanced that far?\If we learn what they are, we can end this!\No matter how much he needs recruits,\I can't believe he's publicizing this information. response:	Or does he have some hidden motive?
context: If we can reach that basement,\we will find clues to ending this century of Titan domination.\The basement?\We've already advanced that far?\If we learn what they are, we can end this!\No matter how much he needs recruits,\I can't believe he's publicizing this information.\Or does he have some hidden motive? response:	What is he trying to do?
context: we will find clues to ending this century of Titan domination.\The basement?\We've already advanced that far?\If we learn what they are, we can end this!\No matter how much he needs recruits,\I can't believe he's publicizing this information.\Or does he have some hidden motive?\What is he trying to do? response:	We will head for the basement in Shiganshina.
context: The basement?\We've already advanced that far?\If we learn what they are, we can end this!\No matter how much he needs recruits,\I can't believe he's publicizing this information.\Or does he have some hidden motive?\What is he trying to do?\We will head for the basement in Shiganshina. response:	However, that requires us to retake Wall Maria.
context: We've already advanced that far?\If we learn what they are, we can end this!\No matter how much he needs recruits,\I can't believe he's publicizing this information.\Or does he have some hidden motive?\What is he trying to do?\We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria. response:	In other words, our objective remains the same.
context: If we learn what they are, we can end this!\No matter how much he needs recruits,\I can't believe he's publicizing this information.\Or does he have some hidden motive?\What is he trying to do?\We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria.\In other words, our objective remains the same. response:	But with the Trost gate sealed for good,
context: No matter how much he needs recruits,\I can't believe he's publicizing this information.\Or does he have some hidden motive?\What is he trying to do?\We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria.\In other words, our objective remains the same.\But with the Trost gate sealed for good, response:	we'll have to take the long way around from Karanes in the east.
context: I can't believe he's publicizing this information.\Or does he have some hidden motive?\What is he trying to do?\We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria.\In other words, our objective remains the same.\But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east. response:	The four years we spent laying a route
context: Or does he have some hidden motive?\What is he trying to do?\We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria.\In other words, our objective remains the same.\But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route response:	for a full-scale army have gone to waste.
context: What is he trying to do?\We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria.\In other words, our objective remains the same.\But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route\for a full-scale army have gone to waste. response:	In those four years, more than sixty percent of the Recon Corps lost their lives.
context: We will head for the basement in Shiganshina.\However, that requires us to retake Wall Maria.\In other words, our objective remains the same.\But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route\for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives. response:	Sixty percent in four years...
context: However, that requires us to retake Wall Maria.\In other words, our objective remains the same.\But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route\for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years... response:	An insane figure.
context: In other words, our objective remains the same.\But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route\for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years...\An insane figure. response:	Any trainees who join us will participate in our excursion beyond the walls next month.
context: But with the Trost gate sealed for good,\we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route\for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years...\An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month. response:	We expect thirty percent won't return.
context: we'll have to take the long way around from Karanes in the east.\The four years we spent laying a route\for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years...\An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return. response:	In four years, most will be dead.
context: The four years we spent laying a route\for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years...\An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return.\In four years, most will be dead. response:	But those who make it through
context: for a full-scale army have gone to waste.\In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years...\An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return.\In four years, most will be dead.\But those who make it through response:	will become superior soldiers with a high survival rate.
context: In those four years, more than sixty percent of the Recon Corps lost their lives.\Sixty percent in four years...\An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return.\In four years, most will be dead.\But those who make it through\will become superior soldiers with a high survival rate. response:	Now you know the discouraging facts.
context: Sixty percent in four years...\An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return.\In four years, most will be dead.\But those who make it through\will become superior soldiers with a high survival rate.\Now you know the discouraging facts. response:	Any of you still willing to risk your lives, remain here.
context: An insane figure.\Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return.\In four years, most will be dead.\But those who make it through\will become superior soldiers with a high survival rate.\Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here. response:	Are you willing to offer your beating hearts for mankind?
context: Any trainees who join us will participate in our excursion beyond the walls next month.\We expect thirty percent won't return.\In four years, most will be dead.\But those who make it through\will become superior soldiers with a high survival rate.\Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind? response:	That is all.
context: We expect thirty percent won't return.\In four years, most will be dead.\But those who make it through\will become superior soldiers with a high survival rate.\Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind?\That is all. response:	Anyone who wishes to join another branch is dismissed.
context: In four years, most will be dead.\But those who make it through\will become superior soldiers with a high survival rate.\Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind?\That is all.\Anyone who wishes to join another branch is dismissed. response:	Commander...
context: But those who make it through\will become superior soldiers with a high survival rate.\Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind?\That is all.\Anyone who wishes to join another branch is dismissed.\Commander... response:	Don't you think you scared them a little much?
context: will become superior soldiers with a high survival rate.\Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind?\That is all.\Anyone who wishes to join another branch is dismissed.\Commander...\Don't you think you scared them a little much? response:	All of them will leave!
context: Now you know the discouraging facts.\Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind?\That is all.\Anyone who wishes to join another branch is dismissed.\Commander...\Don't you think you scared them a little much?\All of them will leave! response:	Damn it...
context: Any of you still willing to risk your lives, remain here.\Are you willing to offer your beating hearts for mankind?\That is all.\Anyone who wishes to join another branch is dismissed.\Commander...\Don't you think you scared them a little much?\All of them will leave!\Damn it... response:	Come on, you've already made your choice!
context: Are you willing to offer your beating hearts for mankind?\That is all.\Anyone who wishes to join another branch is dismissed.\Commander...\Don't you think you scared them a little much?\All of them will leave!\Damn it...\Come on, you've already made your choice! response:	Don't give me more reasons to hate myself...
context: That is all.\Anyone who wishes to join another branch is dismissed.\Commander...\Don't you think you scared them a little much?\All of them will leave!\Damn it...\Come on, you've already made your choice!\Don't give me more reasons to hate myself... response:	If I don't leave now, I'll have to face them again.
context: Anyone who wishes to join another branch is dismissed.\Commander...\Don't you think you scared them a little much?\All of them will leave!\Damn it...\Come on, you've already made your choice!\Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again. response:	I left the village to join the Military Police...
context: Commander...\Don't you think you scared them a little much?\All of them will leave!\Damn it...\Come on, you've already made your choice!\Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again.\I left the village to join the Military Police... response:	My mom would be so happy.
context: Don't you think you scared them a little much?\All of them will leave!\Damn it...\Come on, you've already made your choice!\Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again.\I left the village to join the Military Police...\My mom would be so happy. response:	If I join the Military Police, the whole village would think better of me.
context: All of them will leave!\Damn it...\Come on, you've already made your choice!\Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again.\I left the village to join the Military Police...\My mom would be so happy.\If I join the Military Police, the whole village would think better of me. response:	We all know...
context: Damn it...\Come on, you've already made your choice!\Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again.\I left the village to join the Military Police...\My mom would be so happy.\If I join the Military Police, the whole village would think better of me.\We all know... response:	We've already seen it...
context: Come on, you've already made your choice!\Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again.\I left the village to join the Military Police...\My mom would be so happy.\If I join the Military Police, the whole village would think better of me.\We all know...\We've already seen it... response:	How the Titans...
context: Don't give me more reasons to hate myself...\If I don't leave now, I'll have to face them again.\I left the village to join the Military Police...\My mom would be so happy.\If I join the Military Police, the whole village would think better of me.\We all know...\We've already seen it...\How the Titans... response:	Are you all willing to die if you're ordered to?
context: If I don't leave now, I'll have to face them again.\I left the village to join the Military Police...\My mom would be so happy.\If I join the Military Police, the whole village would think better of me.\We all know...\We've already seen it...\How the Titans...\Are you all willing to die if you're ordered to? response:	I don't want to die!
context: I left the village to join the Military Police...\My mom would be so happy.\If I join the Military Police, the whole village would think better of me.\We all know...\We've already seen it...\How the Titans...\Are you all willing to die if you're ordered to?\I don't want to die! response:	I see.
context: My mom would be so happy.\If I join the Military Police, the whole village would think better of me.\We all know...\We've already seen it...\How the Titans...\Are you all willing to die if you're ordered to?\I don't want to die!\I see. response:	I like the looks on your faces.
context: If I join the Military Police, the whole village would think better of me.\We all know...\We've already seen it...\How the Titans...\Are you all willing to die if you're ordered to?\I don't want to die!\I see.\I like the looks on your faces. response:	This is a true salute!
context: We all know...\We've already seen it...\How the Titans...\Are you all willing to die if you're ordered to?\I don't want to die!\I see.\I like the looks on your faces.\This is a true salute! response:	Offer up your hearts!
context: We've already seen it...\How the Titans...\Are you all willing to die if you're ordered to?\I don't want to die!\I see.\I like the looks on your faces.\This is a true salute!\Offer up your hearts! response:	Yes, sir!
context: How the Titans...\Are you all willing to die if you're ordered to?\I don't want to die!\I see.\I like the looks on your faces.\This is a true salute!\Offer up your hearts!\Yes, sir! response:	Guys...
context: Are you all willing to die if you're ordered to?\I don't want to die!\I see.\I like the looks on your faces.\This is a true salute!\Offer up your hearts!\Yes, sir!\Guys... response:	This is the pits.
context: I don't want to die!\I see.\I like the looks on your faces.\This is a true salute!\Offer up your hearts!\Yes, sir!\Guys...\This is the pits. response:	The Recon Corps...
context: I see.\I like the looks on your faces.\This is a true salute!\Offer up your hearts!\Yes, sir!\Guys...\This is the pits.\The Recon Corps... response:	I'm scared!
context: I like the looks on your faces.\This is a true salute!\Offer up your hearts!\Yes, sir!\Guys...\This is the pits.\The Recon Corps...\I'm scared! response:	I want to go home.
context: This is a true salute!\Offer up your hearts!\Yes, sir!\Guys...\This is the pits.\The Recon Corps...\I'm scared!\I want to go home. response:	I don't even care.
context: Offer up your hearts!\Yes, sir!\Guys...\This is the pits.\The Recon Corps...\I'm scared!\I want to go home.\I don't even care. response:	If you were going to cry, you should have left.
context: Yes, sir!\Guys...\This is the pits.\The Recon Corps...\I'm scared!\I want to go home.\I don't even care.\If you were going to cry, you should have left. response:	You've done well to endure your fear.
context: Guys...\This is the pits.\The Recon Corps...\I'm scared!\I want to go home.\I don't even care.\If you were going to cry, you should have left.\You've done well to endure your fear. response:	You are brave soldiers.
context: This is the pits.\The Recon Corps...\I'm scared!\I want to go home.\I don't even care.\If you were going to cry, you should have left.\You've done well to endure your fear.\You are brave soldiers. response:	You have my heartfelt respect.
context: The Recon Corps...\I'm scared!\I want to go home.\I don't even care.\If you were going to cry, you should have left.\You've done well to endure your fear.\You are brave soldiers.\You have my heartfelt respect. response:	Salute!
context: I'm scared!\I want to go home.\I don't even care.\If you were going to cry, you should have left.\You've done well to endure your fear.\You are brave soldiers.\You have my heartfelt respect.\Salute! response:	I'm Squad Leader Ness.
context: I want to go home.\I don't even care.\If you were going to cry, you should have left.\You've done well to endure your fear.\You are brave soldiers.\You have my heartfelt respect.\Salute!\I'm Squad Leader Ness. response:	And this is Shallot, my horse.
context: I don't even care.\If you were going to cry, you should have left.\You've done well to endure your fear.\You are brave soldiers.\You have my heartfelt respect.\Salute!\I'm Squad Leader Ness.\And this is Shallot, my horse. response:	She loves to chew on people's hair,
context: If you were going to cry, you should have left.\You've done well to endure your fear.\You are brave soldiers.\You have my heartfelt respect.\Salute!\I'm Squad Leader Ness.\And this is Shallot, my horse.\She loves to chew on people's hair, response:	so be careful or you'll wind up prematurely bald.
context: You've done well to endure your fear.\You are brave soldiers.\You have my heartfelt respect.\Salute!\I'm Squad Leader Ness.\And this is Shallot, my horse.\She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald. response:	Nice to meet you all!
context: You are brave soldiers.\You have my heartfelt respect.\Salute!\I'm Squad Leader Ness.\And this is Shallot, my horse.\She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald.\Nice to meet you all! response:	Hey! S-Stop it, Shallot!
context: You have my heartfelt respect.\Salute!\I'm Squad Leader Ness.\And this is Shallot, my horse.\She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald.\Nice to meet you all!\Hey! S-Stop it, Shallot! response:	Someone grab her!
context: Salute!\I'm Squad Leader Ness.\And this is Shallot, my horse.\She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald.\Nice to meet you all!\Hey! S-Stop it, Shallot!\Someone grab her! response:	Our training began the next day.
context: I'm Squad Leader Ness.\And this is Shallot, my horse.\She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald.\Nice to meet you all!\Hey! S-Stop it, Shallot!\Someone grab her!\Our training began the next day. response:	Instead of practical training, it was mostly memorizing the
context: And this is Shallot, my horse.\She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald.\Nice to meet you all!\Hey! S-Stop it, Shallot!\Someone grab her!\Our training began the next day.\Instead of practical training, it was mostly memorizing the response:	long-range scouting formation Commander Erwin had devised.
context: She loves to chew on people's hair,\so be careful or you'll wind up prematurely bald.\Nice to meet you all!\Hey! S-Stop it, Shallot!\Someone grab her!\Our training began the next day.\Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised. response:	Strangely,
context: so be careful or you'll wind up prematurely bald.\Nice to meet you all!\Hey! S-Stop it, Shallot!\Someone grab her!\Our training began the next day.\Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised.\Strangely, response:	although the formation was written out in precise detail,
context: Nice to meet you all!\Hey! S-Stop it, Shallot!\Someone grab her!\Our training began the next day.\Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised.\Strangely,\although the formation was written out in precise detail, response:	Eren Jaeger's position was nowhere to be found.
context: Hey! S-Stop it, Shallot!\Someone grab her!\Our training began the next day.\Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised.\Strangely,\although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found. response:	You new recruits will be here,
context: Someone grab her!\Our training began the next day.\Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised.\Strangely,\although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found.\You new recruits will be here, response:	in between the recon support team
context: Our training began the next day.\Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised.\Strangely,\although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found.\You new recruits will be here,\in between the recon support team response:	and the supply wagon escort team.
context: Instead of practical training, it was mostly memorizing the\long-range scouting formation Commander Erwin had devised.\Strangely,\although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found.\You new recruits will be here,\in between the recon support team\and the supply wagon escort team. response:	Your jobs will be to ride alongside the spare horses and relay messages.
context: long-range scouting formation Commander Erwin had devised.\Strangely,\although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found.\You new recruits will be here,\in between the recon support team\and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages. response:	The Special Operations Squad will be here,
context: Strangely,\although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found.\You new recruits will be here,\in between the recon support team\and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here, response:	standing by in the center of the last ranks.
context: although the formation was written out in precise detail,\Eren Jaeger's position was nowhere to be found.\You new recruits will be here,\in between the recon support team\and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here,\standing by in the center of the last ranks. response:	We're pretty far back.
context: Eren Jaeger's position was nowhere to be found.\You new recruits will be here,\in between the recon support team\and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here,\standing by in the center of the last ranks.\We're pretty far back. response:	It's the safest place in the formation.
context: You new recruits will be here,\in between the recon support team\and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here,\standing by in the center of the last ranks.\We're pretty far back.\It's the safest place in the formation. response:	We're even more heavily guarded than the supply wagons.
context: in between the recon support team\and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here,\standing by in the center of the last ranks.\We're pretty far back.\It's the safest place in the formation.\We're even more heavily guarded than the supply wagons. response:	Our goal this time is just to sortie and return safely.
context: and the supply wagon escort team.\Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here,\standing by in the center of the last ranks.\We're pretty far back.\It's the safest place in the formation.\We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely. response:	This expedition is so brief
context: Your jobs will be to ride alongside the spare horses and relay messages.\The Special Operations Squad will be here,\standing by in the center of the last ranks.\We're pretty far back.\It's the safest place in the formation.\We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely.\This expedition is so brief response:	because it's a practice run for your journey to Shiganshina.
context: The Special Operations Squad will be here,\standing by in the center of the last ranks.\We're pretty far back.\It's the safest place in the formation.\We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely.\This expedition is so brief\because it's a practice run for your journey to Shiganshina. response:	Um...
context: standing by in the center of the last ranks.\We're pretty far back.\It's the safest place in the formation.\We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely.\This expedition is so brief\because it's a practice run for your journey to Shiganshina.\Um... response:	I still don't know what this power should be used for...
context: We're pretty far back.\It's the safest place in the formation.\We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely.\This expedition is so brief\because it's a practice run for your journey to Shiganshina.\Um...\I still don't know what this power should be used for... response:	Did you understand what the Commander's question meant?
context: It's the safest place in the formation.\We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely.\This expedition is so brief\because it's a practice run for your journey to Shiganshina.\Um...\I still don't know what this power should be used for...\Did you understand what the Commander's question meant? response:	Where do you think the enemy is?
context: We're even more heavily guarded than the supply wagons.\Our goal this time is just to sortie and return safely.\This expedition is so brief\because it's a practice run for your journey to Shiganshina.\Um...\I still don't know what this power should be used for...\Did you understand what the Commander's question meant?\Where do you think the enemy is? response:	Did you all understand?
context: Our goal this time is just to sortie and return safely.\This expedition is so brief\because it's a practice run for your journey to Shiganshina.\Um...\I still don't know what this power should be used for...\Did you understand what the Commander's question meant?\Where do you think the enemy is?\Did you all understand? response:	Nope.
context: This expedition is so brief\because it's a practice run for your journey to Shiganshina.\Um...\I still don't know what this power should be used for...\Did you understand what the Commander's question meant?\Where do you think the enemy is?\Did you all understand?\Nope. response:	It would be an overstatement to say I understand it all.
context: because it's a practice run for your journey to Shiganshina.\Um...\I still don't know what this power should be used for...\Did you understand what the Commander's question meant?\Where do you think the enemy is?\Did you all understand?\Nope.\It would be an overstatement to say I understand it all. response:	But I think
context: Um...\I still don't know what this power should be used for...\Did you understand what the Commander's question meant?\Where do you think the enemy is?\Did you all understand?\Nope.\It would be an overstatement to say I understand it all.\But I think response:	It's possible this mission has another goal,
context: I still don't know what this power should be used for...\Did you understand what the Commander's question meant?\Where do you think the enemy is?\Did you all understand?\Nope.\It would be an overstatement to say I understand it all.\But I think\It's possible this mission has another goal, response:	but the Commander has decided it'd be best not to reveal that objective.
context: Did you understand what the Commander's question meant?\Where do you think the enemy is?\Did you all understand?\Nope.\It would be an overstatement to say I understand it all.\But I think\It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective. response:	So we should just focus on getting there and back.
context: Where do you think the enemy is?\Did you all understand?\Nope.\It would be an overstatement to say I understand it all.\But I think\It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back. response:	Just believe in the Commander.
context: Did you all understand?\Nope.\It would be an overstatement to say I understand it all.\But I think\It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back.\Just believe in the Commander. response:	Right...
context: Nope.\It would be an overstatement to say I understand it all.\But I think\It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back.\Just believe in the Commander.\Right... response:	That's all the training for today.
context: It would be an overstatement to say I understand it all.\But I think\It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back.\Just believe in the Commander.\Right...\That's all the training for today. response:	Prepare to return to base.
context: But I think\It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back.\Just believe in the Commander.\Right...\That's all the training for today.\Prepare to return to base. response:	Th-That's...
context: It's possible this mission has another goal,\but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back.\Just believe in the Commander.\Right...\That's all the training for today.\Prepare to return to base.\Th-That's... response:	Sir, may I go talk with my classmates?
context: but the Commander has decided it'd be best not to reveal that objective.\So we should just focus on getting there and back.\Just believe in the Commander.\Right...\That's all the training for today.\Prepare to return to base.\Th-That's...\Sir, may I go talk with my classmates? response:	Go right ahead.
context: So we should just focus on getting there and back.\Just believe in the Commander.\Right...\That's all the training for today.\Prepare to return to base.\Th-That's...\Sir, may I go talk with my classmates?\Go right ahead. response:	Hey, Mikasa! Armin!
context: Just believe in the Commander.\Right...\That's all the training for today.\Prepare to return to base.\Th-That's...\Sir, may I go talk with my classmates?\Go right ahead.\Hey, Mikasa! Armin! response:	Eren!
context: Right...\That's all the training for today.\Prepare to return to base.\Th-That's...\Sir, may I go talk with my classmates?\Go right ahead.\Hey, Mikasa! Armin!\Eren! response:	It feels like it's been forever!
context: That's all the training for today.\Prepare to return to base.\Th-That's...\Sir, may I go talk with my classmates?\Go right ahead.\Hey, Mikasa! Armin!\Eren!\It feels like it's been forever! response:	Eren, did they do anything bad to you?
context: Prepare to return to base.\Th-That's...\Sir, may I go talk with my classmates?\Go right ahead.\Hey, Mikasa! Armin!\Eren!\It feels like it's been forever!\Eren, did they do anything bad to you? response:	Did they examine you all over?
context: Th-That's...\Sir, may I go talk with my classmates?\Go right ahead.\Hey, Mikasa! Armin!\Eren!\It feels like it's been forever!\Eren, did they do anything bad to you?\Did they examine you all over? response:	Did they psychologically torture you?
context: Sir, may I go talk with my classmates?\Go right ahead.\Hey, Mikasa! Armin!\Eren!\It feels like it's been forever!\Eren, did they do anything bad to you?\Did they examine you all over?\Did they psychologically torture you? response:	Nothing like that.
