context: The sports festival is coming up soon. response:	Sports Festival
context: So close!\Okay. That's enough for today.\You're all able to jump a lot now, huh?\That's incredible.\Let's keep it up and work hard toward winning the sports festival!\Yes!\Kanna-san, let's do our best!\Okay. response:	You're working hard.
context: Okay. That's enough for today.\You're all able to jump a lot now, huh?\That's incredible.\Let's keep it up and work hard toward winning the sports festival!\Yes!\Kanna-san, let's do our best!\Okay.\You're working hard. response:	Yeah.
context: You're all able to jump a lot now, huh?\That's incredible.\Let's keep it up and work hard toward winning the sports festival!\Yes!\Kanna-san, let's do our best!\Okay.\You're working hard.\Yeah. response:	Planning to go to the sports festival?
context: That's incredible.\Let's keep it up and work hard toward winning the sports festival!\Yes!\Kanna-san, let's do our best!\Okay.\You're working hard.\Yeah.\Planning to go to the sports festival? response:	Mhmm.
context: Let's keep it up and work hard toward winning the sports festival!\Yes!\Kanna-san, let's do our best!\Okay.\You're working hard.\Yeah.\Planning to go to the sports festival?\Mhmm. response:	Decided you want to go?
context: Yes!\Kanna-san, let's do our best!\Okay.\You're working hard.\Yeah.\Planning to go to the sports festival?\Mhmm.\Decided you want to go? response:	No.
context: Kanna-san, let's do our best!\Okay.\You're working hard.\Yeah.\Planning to go to the sports festival?\Mhmm.\Decided you want to go?\No. response:	Decided I ought to go.
context: Okay.\You're working hard.\Yeah.\Planning to go to the sports festival?\Mhmm.\Decided you want to go?\No.\Decided I ought to go. response:	Want some help with your work?
context: You're working hard.\Yeah.\Planning to go to the sports festival?\Mhmm.\Decided you want to go?\No.\Decided I ought to go.\Want some help with your work? response:	Huh?
context: Yeah.\Planning to go to the sports festival?\Mhmm.\Decided you want to go?\No.\Decided I ought to go.\Want some help with your work?\Huh? response:	Oh, uh...
context: Planning to go to the sports festival?\Mhmm.\Decided you want to go?\No.\Decided I ought to go.\Want some help with your work?\Huh?\Oh, uh... response:	Yeah, could you?
context: Mhmm.\Decided you want to go?\No.\Decided I ought to go.\Want some help with your work?\Huh?\Oh, uh...\Yeah, could you? response:	Okay, next night drinking is on you.
context: Decided you want to go?\No.\Decided I ought to go.\Want some help with your work?\Huh?\Oh, uh...\Yeah, could you?\Okay, next night drinking is on you. response:	Sure, sure.
context: No.\Decided I ought to go.\Want some help with your work?\Huh?\Oh, uh...\Yeah, could you?\Okay, next night drinking is on you.\Sure, sure. response:	Sports Festival!!
context: Decided I ought to go.\Want some help with your work?\Huh?\Oh, uh...\Yeah, could you?\Okay, next night drinking is on you.\Sure, sure.\Sports Festival!! response:	I'll be coming tomorrow.
context: Want some help with your work?\Huh?\Oh, uh...\Yeah, could you?\Okay, next night drinking is on you.\Sure, sure.\Sports Festival!!\I'll be coming tomorrow. response:	Really?
context: Huh?\Oh, uh...\Yeah, could you?\Okay, next night drinking is on you.\Sure, sure.\Sports Festival!!\I'll be coming tomorrow.\Really? response:	Yeah, really.
context: Oh, uh...\Yeah, could you?\Okay, next night drinking is on you.\Sure, sure.\Sports Festival!!\I'll be coming tomorrow.\Really?\Yeah, really. response:	You beat Hades?
context: Yeah, could you?\Okay, next night drinking is on you.\Sure, sure.\Sports Festival!!\I'll be coming tomorrow.\Really?\Yeah, really.\You beat Hades? response:	Yeah, I did.
context: Okay, next night drinking is on you.\Sure, sure.\Sports Festival!!\I'll be coming tomorrow.\Really?\Yeah, really.\You beat Hades?\Yeah, I did. response:	Kobayashi, I love you!
context: Sure, sure.\Sports Festival!!\I'll be coming tomorrow.\Really?\Yeah, really.\You beat Hades?\Yeah, I did.\Kobayashi, I love you! response:	Whoa.
context: Sports Festival!!\I'll be coming tomorrow.\Really?\Yeah, really.\You beat Hades?\Yeah, I did.\Kobayashi, I love you!\Whoa. response:	My goodness.
context: I'll be coming tomorrow.\Really?\Yeah, really.\You beat Hades?\Yeah, I did.\Kobayashi, I love you!\Whoa.\My goodness. response:	Kanna's still such a child.
context: Really?\Yeah, really.\You beat Hades?\Yeah, I did.\Kobayashi, I love you!\Whoa.\My goodness.\Kanna's still such a child. response:	What do they expect me to do?!
context: Yeah, really.\You beat Hades?\Yeah, I did.\Kobayashi, I love you!\Whoa.\My goodness.\Kanna's still such a child.\What do they expect me to do?! response:	What do I do?!
context: You beat Hades?\Yeah, I did.\Kobayashi, I love you!\Whoa.\My goodness.\Kanna's still such a child.\What do they expect me to do?!\What do I do?! response:	I could go for both!
context: Yeah, I did.\Kobayashi, I love you!\Whoa.\My goodness.\Kanna's still such a child.\What do they expect me to do?!\What do I do?!\I could go for both! response:	No, that would go over my daily limit! I can't!
context: Kobayashi, I love you!\Whoa.\My goodness.\Kanna's still such a child.\What do they expect me to do?!\What do I do?!\I could go for both!\No, that would go over my daily limit! I can't! response:	But, still!
context: Whoa.\My goodness.\Kanna's still such a child.\What do they expect me to do?!\What do I do?!\I could go for both!\No, that would go over my daily limit! I can't!\But, still! response:	Chestnut Cream This Season Only! Sweet Potato This Season Only!
context: My goodness.\Kanna's still such a child.\What do they expect me to do?!\What do I do?!\I could go for both!\No, that would go over my daily limit! I can't!\But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only! response:	Umm, ma'am, if you could please...
context: Kanna's still such a child.\What do they expect me to do?!\What do I do?!\I could go for both!\No, that would go over my daily limit! I can't!\But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please... response:	I-I know!
context: What do they expect me to do?!\What do I do?!\I could go for both!\No, that would go over my daily limit! I can't!\But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please...\I-I know! response:	I'll make my choice now!
context: What do I do?!\I could go for both!\No, that would go over my daily limit! I can't!\But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please...\I-I know!\I'll make my choice now! response:	Episode 9
context: I could go for both!\No, that would go over my daily limit! I can't!\But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please...\I-I know!\I'll make my choice now!\Episode 9 response:	Sports Festival! (There's No Twist Or Anything)
context: No, that would go over my daily limit! I can't!\But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please...\I-I know!\I'll make my choice now!\Episode 9\Sports Festival! (There's No Twist Or Anything) response:	43rd Oborozuka Elementary Sports Festival
context: But, still!\Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please...\I-I know!\I'll make my choice now!\Episode 9\Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival response:	The 43rd Oborozuka Elementary Sports Festival will now begin!
context: Chestnut Cream This Season Only! Sweet Potato This Season Only!\Umm, ma'am, if you could please...\I-I know!\I'll make my choice now!\Episode 9\Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin! response:	43rd Oborozuka Elementary Sports Festival
context: Umm, ma'am, if you could please...\I-I know!\I'll make my choice now!\Episode 9\Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival response:	First on the program is our opening parade.
context: I-I know!\I'll make my choice now!\Episode 9\Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade. response:	First Grade
context: I'll make my choice now!\Episode 9\Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade.\First Grade response:	Second Grade
context: Episode 9\Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade.\First Grade\Second Grade response:	Third Grade
context: Sports Festival! (There's No Twist Or Anything)\43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade.\First Grade\Second Grade\Third Grade response:	Oh, there's Kanna.
context: 43rd Oborozuka Elementary Sports Festival\The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade.\First Grade\Second Grade\Third Grade\Oh, there's Kanna. response:	Where, where?
context: The 43rd Oborozuka Elementary Sports Festival will now begin!\43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade.\First Grade\Second Grade\Third Grade\Oh, there's Kanna.\Where, where? response:	She's looking our way. Hey!
context: 43rd Oborozuka Elementary Sports Festival\First on the program is our opening parade.\First Grade\Second Grade\Third Grade\Oh, there's Kanna.\Where, where?\She's looking our way. Hey! response:	Yeah, she would be curious.
context: First on the program is our opening parade.\First Grade\Second Grade\Third Grade\Oh, there's Kanna.\Where, where?\She's looking our way. Hey!\Yeah, she would be curious. response:	Riko!
context: First Grade\Second Grade\Third Grade\Oh, there's Kanna.\Where, where?\She's looking our way. Hey!\Yeah, she would be curious.\Riko! response:	Little Miss!
context: Second Grade\Third Grade\Oh, there's Kanna.\Where, where?\She's looking our way. Hey!\Yeah, she would be curious.\Riko!\Little Miss! response:	Do your best!
context: Third Grade\Oh, there's Kanna.\Where, where?\She's looking our way. Hey!\Yeah, she would be curious.\Riko!\Little Miss!\Do your best! response:	Shouta!
context: Oh, there's Kanna.\Where, where?\She's looking our way. Hey!\Yeah, she would be curious.\Riko!\Little Miss!\Do your best!\Shouta! response:	Oh, Miss Lucoa's here, too.
context: Where, where?\She's looking our way. Hey!\Yeah, she would be curious.\Riko!\Little Miss!\Do your best!\Shouta!\Oh, Miss Lucoa's here, too. response:	I'm rooting for you!
context: She's looking our way. Hey!\Yeah, she would be curious.\Riko!\Little Miss!\Do your best!\Shouta!\Oh, Miss Lucoa's here, too.\I'm rooting for you! response:	Do your best!
context: Yeah, she would be curious.\Riko!\Little Miss!\Do your best!\Shouta!\Oh, Miss Lucoa's here, too.\I'm rooting for you!\Do your best! response:	We athletes hereby pledge to honor the spirit of good sportsmanship
context: Riko!\Little Miss!\Do your best!\Shouta!\Oh, Miss Lucoa's here, too.\I'm rooting for you!\Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship response:	and compete fair and square with everyone until the very end!
context: Little Miss!\Do your best!\Shouta!\Oh, Miss Lucoa's here, too.\I'm rooting for you!\Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end! response:	Now, fifth on our program is the three-legged race by the third graders.
context: Do your best!\Shouta!\Oh, Miss Lucoa's here, too.\I'm rooting for you!\Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders. response:	Kanna, do your best!
context: Shouta!\Oh, Miss Lucoa's here, too.\I'm rooting for you!\Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best! response:	In moderation!
context: Oh, Miss Lucoa's here, too.\I'm rooting for you!\Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best!\In moderation! response:	Riko! Fight on!
context: I'm rooting for you!\Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best!\In moderation!\Riko! Fight on! response:	Do your best!
context: Do your best!\We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best!\In moderation!\Riko! Fight on!\Do your best! response:	Ready!
context: We athletes hereby pledge to honor the spirit of good sportsmanship\and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best!\In moderation!\Riko! Fight on!\Do your best!\Ready! response:	O-Okay, let's tie our legs together.
context: and compete fair and square with everyone until the very end!\Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best!\In moderation!\Riko! Fight on!\Do your best!\Ready!\O-Okay, let's tie our legs together. response:	Done.
context: Now, fifth on our program is the three-legged race by the third graders.\Kanna, do your best!\In moderation!\Riko! Fight on!\Do your best!\Ready!\O-Okay, let's tie our legs together.\Done. response:	Th-Thanks, Kanna-san.
context: Kanna, do your best!\In moderation!\Riko! Fight on!\Do your best!\Ready!\O-Okay, let's tie our legs together.\Done.\Th-Thanks, Kanna-san. response:	Now we hold each other's shoulders.
context: In moderation!\Riko! Fight on!\Do your best!\Ready!\O-Okay, let's tie our legs together.\Done.\Th-Thanks, Kanna-san.\Now we hold each other's shoulders. response:	Yeah.
context: Riko! Fight on!\Do your best!\Ready!\O-Okay, let's tie our legs together.\Done.\Th-Thanks, Kanna-san.\Now we hold each other's shoulders.\Yeah. response:	Okay, next pair.
context: Do your best!\Ready!\O-Okay, let's tie our legs together.\Done.\Th-Thanks, Kanna-san.\Now we hold each other's shoulders.\Yeah.\Okay, next pair. response:	Come on, Saikawa. It's our turn.
context: Ready!\O-Okay, let's tie our legs together.\Done.\Th-Thanks, Kanna-san.\Now we hold each other's shoulders.\Yeah.\Okay, next pair.\Come on, Saikawa. It's our turn. response:	I-I'm sorry, Kanna-san. I was just too happy.
context: O-Okay, let's tie our legs together.\Done.\Th-Thanks, Kanna-san.\Now we hold each other's shoulders.\Yeah.\Okay, next pair.\Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy. response:	It's all right, Saikawa. Let's do our best next time.
context: Done.\Th-Thanks, Kanna-san.\Now we hold each other's shoulders.\Yeah.\Okay, next pair.\Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time. response:	Jeez, Riko, what are you doing?
context: Th-Thanks, Kanna-san.\Now we hold each other's shoulders.\Yeah.\Okay, next pair.\Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing? response:	Third Grade Class 1 Class 2 Class 3 Class 4
context: Now we hold each other's shoulders.\Yeah.\Okay, next pair.\Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4 response:	Fifth Grade Class 1 Class 3
context: Yeah.\Okay, next pair.\Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3 response:	Seventh on our program is the fifth graders' treasure hunt.
context: Okay, next pair.\Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt. response:	Huh? Me?
context: Come on, Saikawa. It's our turn.\I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt.\Huh? Me? response:	World Class
context: I-I'm sorry, Kanna-san. I was just too happy.\It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt.\Huh? Me?\World Class response:	Yes, okay.
context: It's all right, Saikawa. Let's do our best next time.\Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt.\Huh? Me?\World Class\Yes, okay. response:	Shouta-kun, your older sister's incredible!
context: Jeez, Riko, what are you doing?\Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt.\Huh? Me?\World Class\Yes, okay.\Shouta-kun, your older sister's incredible! response:	Y-Yeah.
context: Third Grade Class 1 Class 2 Class 3 Class 4\Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt.\Huh? Me?\World Class\Yes, okay.\Shouta-kun, your older sister's incredible!\Y-Yeah. response:	We'll now be taking a break for lunch.
context: Fifth Grade Class 1 Class 3\Seventh on our program is the fifth graders' treasure hunt.\Huh? Me?\World Class\Yes, okay.\Shouta-kun, your older sister's incredible!\Y-Yeah.\We'll now be taking a break for lunch. response:	Students and parents, please enjoy your lunch together.
context: Seventh on our program is the fifth graders' treasure hunt.\Huh? Me?\World Class\Yes, okay.\Shouta-kun, your older sister's incredible!\Y-Yeah.\We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together. response:	Be careful of heat stroke and be sure to drink plenty of water.
context: Huh? Me?\World Class\Yes, okay.\Shouta-kun, your older sister's incredible!\Y-Yeah.\We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water. response:	Oh, it looks good!
context: World Class\Yes, okay.\Shouta-kun, your older sister's incredible!\Y-Yeah.\We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good! response:	It's normal.
context: Yes, okay.\Shouta-kun, your older sister's incredible!\Y-Yeah.\We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good!\It's normal. response:	I'm not who I used to be anymore.
context: Shouta-kun, your older sister's incredible!\Y-Yeah.\We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good!\It's normal.\I'm not who I used to be anymore. response:	Thanks for the food!
context: Y-Yeah.\We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good!\It's normal.\I'm not who I used to be anymore.\Thanks for the food! response:	Lady Tohru, this is good.
context: We'll now be taking a break for lunch.\Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good!\It's normal.\I'm not who I used to be anymore.\Thanks for the food!\Lady Tohru, this is good. response:	Thank you.
context: Students and parents, please enjoy your lunch together.\Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good!\It's normal.\I'm not who I used to be anymore.\Thanks for the food!\Lady Tohru, this is good.\Thank you. response:	Miss Kobayashi, here, ah.
context: Be careful of heat stroke and be sure to drink plenty of water.\Oh, it looks good!\It's normal.\I'm not who I used to be anymore.\Thanks for the food!\Lady Tohru, this is good.\Thank you.\Miss Kobayashi, here, ah. response:	Tohru, what kind of meat is this?
context: Oh, it looks good!\It's normal.\I'm not who I used to be anymore.\Thanks for the food!\Lady Tohru, this is good.\Thank you.\Miss Kobayashi, here, ah.\Tohru, what kind of meat is this? response:	Tch.
context: It's normal.\I'm not who I used to be anymore.\Thanks for the food!\Lady Tohru, this is good.\Thank you.\Miss Kobayashi, here, ah.\Tohru, what kind of meat is this?\Tch. response:	Knew it.
context: I'm not who I used to be anymore.\Thanks for the food!\Lady Tohru, this is good.\Thank you.\Miss Kobayashi, here, ah.\Tohru, what kind of meat is this?\Tch.\Knew it. response:	Ah.
context: Thanks for the food!\Lady Tohru, this is good.\Thank you.\Miss Kobayashi, here, ah.\Tohru, what kind of meat is this?\Tch.\Knew it.\Ah. response:	But this lunch really is good.
context: Lady Tohru, this is good.\Thank you.\Miss Kobayashi, here, ah.\Tohru, what kind of meat is this?\Tch.\Knew it.\Ah.\But this lunch really is good. response:	Thank you, Kanna.
context: Thank you.\Miss Kobayashi, here, ah.\Tohru, what kind of meat is this?\Tch.\Knew it.\Ah.\But this lunch really is good.\Thank you, Kanna. response:	Eat plenty, and give it your best today.
context: Miss Kobayashi, here, ah.\Tohru, what kind of meat is this?\Tch.\Knew it.\Ah.\But this lunch really is good.\Thank you, Kanna.\Eat plenty, and give it your best today. response:	Yeah.
context: Tohru, what kind of meat is this?\Tch.\Knew it.\Ah.\But this lunch really is good.\Thank you, Kanna.\Eat plenty, and give it your best today.\Yeah. response:	We'll turn things around after this.
context: Tch.\Knew it.\Ah.\But this lunch really is good.\Thank you, Kanna.\Eat plenty, and give it your best today.\Yeah.\We'll turn things around after this. response:	What do they expect me to do?
context: Knew it.\Ah.\But this lunch really is good.\Thank you, Kanna.\Eat plenty, and give it your best today.\Yeah.\We'll turn things around after this.\What do they expect me to do? response:	What do I do?
context: Ah.\But this lunch really is good.\Thank you, Kanna.\Eat plenty, and give it your best today.\Yeah.\We'll turn things around after this.\What do they expect me to do?\What do I do? response:	How am I supposed to choose just one from over ten different combinations?
context: But this lunch really is good.\Thank you, Kanna.\Eat plenty, and give it your best today.\Yeah.\We'll turn things around after this.\What do they expect me to do?\What do I do?\How am I supposed to choose just one from over ten different combinations? response:	I could go for all the variations!
context: Thank you, Kanna.\Eat plenty, and give it your best today.\Yeah.\We'll turn things around after this.\What do they expect me to do?\What do I do?\How am I supposed to choose just one from over ten different combinations?\I could go for all the variations! response:	No, then I wouldn't last.
context: Eat plenty, and give it your best today.\Yeah.\We'll turn things around after this.\What do they expect me to do?\What do I do?\How am I supposed to choose just one from over ten different combinations?\I could go for all the variations!\No, then I wouldn't last. response:	But, still!
context: Yeah.\We'll turn things around after this.\What do they expect me to do?\What do I do?\How am I supposed to choose just one from over ten different combinations?\I could go for all the variations!\No, then I wouldn't last.\But, still! response:	Pear Grape Pumpkin Sweet Potato Chestnut
context: We'll turn things around after this.\What do they expect me to do?\What do I do?\How am I supposed to choose just one from over ten different combinations?\I could go for all the variations!\No, then I wouldn't last.\But, still!\Pear Grape Pumpkin Sweet Potato Chestnut response:	20 off! Double Scoops! This Season Only!
context: What do they expect me to do?\What do I do?\How am I supposed to choose just one from over ten different combinations?\I could go for all the variations!\No, then I wouldn't last.\But, still!\Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only! response:	There's the pumpkin and sweet potato.
context: What do I do?\How am I supposed to choose just one from over ten different combinations?\I could go for all the variations!\No, then I wouldn't last.\But, still!\Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato. response:	Umm, ma'am, if you could please...
context: How am I supposed to choose just one from over ten different combinations?\I could go for all the variations!\No, then I wouldn't last.\But, still!\Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato.\Umm, ma'am, if you could please... response:	Wait, chestnut's hard to pass up.
context: I could go for all the variations!\No, then I wouldn't last.\But, still!\Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato.\Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up. response:	Still, the surprising pairing of grape and pear would be good, wouldn't it?
context: No, then I wouldn't last.\But, still!\Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato.\Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it? response:	No, wait. Chestnut...
context: But, still!\Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato.\Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut... response:	Now we'll be starting this afternoon's segment.
context: Pear Grape Pumpkin Sweet Potato Chestnut\20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato.\Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut...\Now we'll be starting this afternoon's segment. response:	15th in our program, the third graders' jump rope.
context: 20 off! Double Scoops! This Season Only!\There's the pumpkin and sweet potato.\Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut...\Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope. response:	Now to begin.
context: There's the pumpkin and sweet potato.\Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut...\Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope.\Now to begin. response:	Ready, set!
context: Umm, ma'am, if you could please...\Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut...\Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope.\Now to begin.\Ready, set! response:	One, two, three, four, five, six, seven...
context: Wait, chestnut's hard to pass up.\Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut...\Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope.\Now to begin.\Ready, set!\One, two, three, four, five, six, seven... response:	Good luck!
context: Still, the surprising pairing of grape and pear would be good, wouldn't it?\No, wait. Chestnut...\Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope.\Now to begin.\Ready, set!\One, two, three, four, five, six, seven...\Good luck! response:	That's it!
context: No, wait. Chestnut...\Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope.\Now to begin.\Ready, set!\One, two, three, four, five, six, seven...\Good luck!\That's it! response:	Riko, fight on!
context: Now we'll be starting this afternoon's segment.\15th in our program, the third graders' jump rope.\Now to begin.\Ready, set!\One, two, three, four, five, six, seven...\Good luck!\That's it!\Riko, fight on! response:	eight, nine, ten, eleven...
context: 15th in our program, the third graders' jump rope.\Now to begin.\Ready, set!\One, two, three, four, five, six, seven...\Good luck!\That's it!\Riko, fight on!\eight, nine, ten, eleven... response:	Do your best, Little Miss!
context: Now to begin.\Ready, set!\One, two, three, four, five, six, seven...\Good luck!\That's it!\Riko, fight on!\eight, nine, ten, eleven...\Do your best, Little Miss! response:	Twenty-two, twenty-three...
context: Ready, set!\One, two, three, four, five, six, seven...\Good luck!\That's it!\Riko, fight on!\eight, nine, ten, eleven...\Do your best, Little Miss!\Twenty-two, twenty-three... response:	twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...
context: One, two, three, four, five, six, seven...\Good luck!\That's it!\Riko, fight on!\eight, nine, ten, eleven...\Do your best, Little Miss!\Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight... response:	Ah!
context: Good luck!\That's it!\Riko, fight on!\eight, nine, ten, eleven...\Do your best, Little Miss!\Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah! response:	Classes 1 and 4 tripped on their ropes!
context: That's it!\Riko, fight on!\eight, nine, ten, eleven...\Do your best, Little Miss!\Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah!\Classes 1 and 4 tripped on their ropes! response:	Forty-two, forty-three...
context: Riko, fight on!\eight, nine, ten, eleven...\Do your best, Little Miss!\Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah!\Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three... response:	Ah!
context: eight, nine, ten, eleven...\Do your best, Little Miss!\Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah!\Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three...\Ah! response:	Class 3's tripped on their rope!
