context: We can't do this. response:	Sorry. Imanity's finished.
context: Shiro! My beloved Shiro!\I don't even possess the emotion of love, but somehow it excites me!\Jibril, you'll be punished later.\Oh, forgive me, Shiro-sama!\I see.\When you're a love slave,\I couldn't hold back my curiosity!\you lose all functions and can't control yourself. response:	I found you!
context: I don't even possess the emotion of love, but somehow it excites me!\Jibril, you'll be punished later.\Oh, forgive me, Shiro-sama!\I see.\When you're a love slave,\I couldn't hold back my curiosity!\you lose all functions and can't control yourself.\I found you! response:	You all left me on my own again!
context: Jibril, you'll be punished later.\Oh, forgive me, Shiro-sama!\I see.\When you're a love slave,\I couldn't hold back my curiosity!\you lose all functions and can't control yourself.\I found you!\You all left me on my own again! response:	That's horribl
context: Oh, forgive me, Shiro-sama!\I see.\When you're a love slave,\I couldn't hold back my curiosity!\you lose all functions and can't control yourself.\I found you!\You all left me on my own again!\That's horribl response:	Sora! My prince!
context: I see.\When you're a love slave,\I couldn't hold back my curiosity!\you lose all functions and can't control yourself.\I found you!\You all left me on my own again!\That's horribl\Sora! My prince! response:	Steph, do you understand the rules so far?
context: When you're a love slave,\I couldn't hold back my curiosity!\you lose all functions and can't control yourself.\I found you!\You all left me on my own again!\That's horribl\Sora! My prince!\Steph, do you understand the rules so far? response:	Love doesn't need rules!
context: I couldn't hold back my curiosity!\you lose all functions and can't control yourself.\I found you!\You all left me on my own again!\That's horribl\Sora! My prince!\Steph, do you understand the rules so far?\Love doesn't need rules! response:	Even if I don't know them, our love is eternal!
context: you lose all functions and can't control yourself.\I found you!\You all left me on my own again!\That's horribl\Sora! My prince!\Steph, do you understand the rules so far?\Love doesn't need rules!\Even if I don't know them, our love is eternal! response:	Of course you don't.
context: I found you!\You all left me on my own again!\That's horribl\Sora! My prince!\Steph, do you understand the rules so far?\Love doesn't need rules!\Even if I don't know them, our love is eternal!\Of course you don't. response:	So put this here, and this here...
context: You all left me on my own again!\That's horribl\Sora! My prince!\Steph, do you understand the rules so far?\Love doesn't need rules!\Even if I don't know them, our love is eternal!\Of course you don't.\So put this here, and this here... response:	Oh, my...
context: That's horribl\Sora! My prince!\Steph, do you understand the rules so far?\Love doesn't need rules!\Even if I don't know them, our love is eternal!\Of course you don't.\So put this here, and this here...\Oh, my... response:	My heart is pounding...
context: Sora! My prince!\Steph, do you understand the rules so far?\Love doesn't need rules!\Even if I don't know them, our love is eternal!\Of course you don't.\So put this here, and this here...\Oh, my...\My heart is pounding... response:	Now pull your index finger in.
context: Steph, do you understand the rules so far?\Love doesn't need rules!\Even if I don't know them, our love is eternal!\Of course you don't.\So put this here, and this here...\Oh, my...\My heart is pounding...\Now pull your index finger in. response:	Huh? What am I
context: Love doesn't need rules!\Even if I don't know them, our love is eternal!\Of course you don't.\So put this here, and this here...\Oh, my...\My heart is pounding...\Now pull your index finger in.\Huh? What am I response:	I'm so beau-ti-ful!
context: Even if I don't know them, our love is eternal!\Of course you don't.\So put this here, and this here...\Oh, my...\My heart is pounding...\Now pull your index finger in.\Huh? What am I\I'm so beau-ti-ful! response:	I thought so. It bounces off of things.
context: Of course you don't.\So put this here, and this here...\Oh, my...\My heart is pounding...\Now pull your index finger in.\Huh? What am I\I'm so beau-ti-ful!\I thought so. It bounces off of things. response:	I'll never let myself go!
context: So put this here, and this here...\Oh, my...\My heart is pounding...\Now pull your index finger in.\Huh? What am I\I'm so beau-ti-ful!\I thought so. It bounces off of things.\I'll never let myself go! response:	This bouncing ability is the key, Shiro.
context: Oh, my...\My heart is pounding...\Now pull your index finger in.\Huh? What am I\I'm so beau-ti-ful!\I thought so. It bounces off of things.\I'll never let myself go!\This bouncing ability is the key, Shiro. response:	I'm so cute!
context: My heart is pounding...\Now pull your index finger in.\Huh? What am I\I'm so beau-ti-ful!\I thought so. It bounces off of things.\I'll never let myself go!\This bouncing ability is the key, Shiro.\I'm so cute! response:	Leave it to me.
context: Now pull your index finger in.\Huh? What am I\I'm so beau-ti-ful!\I thought so. It bounces off of things.\I'll never let myself go!\This bouncing ability is the key, Shiro.\I'm so cute!\Leave it to me. response:	Also, even though we're in a game,
context: Huh? What am I\I'm so beau-ti-ful!\I thought so. It bounces off of things.\I'll never let myself go!\This bouncing ability is the key, Shiro.\I'm so cute!\Leave it to me.\Also, even though we're in a game, response:	our stamina doesn't change much from real life.
context: I'm so beau-ti-ful!\I thought so. It bounces off of things.\I'll never let myself go!\This bouncing ability is the key, Shiro.\I'm so cute!\Leave it to me.\Also, even though we're in a game,\our stamina doesn't change much from real life. response:	Keep your running to a minimum.
context: I thought so. It bounces off of things.\I'll never let myself go!\This bouncing ability is the key, Shiro.\I'm so cute!\Leave it to me.\Also, even though we're in a game,\our stamina doesn't change much from real life.\Keep your running to a minimum. response:	Yeah.
context: I'll never let myself go!\This bouncing ability is the key, Shiro.\I'm so cute!\Leave it to me.\Also, even though we're in a game,\our stamina doesn't change much from real life.\Keep your running to a minimum.\Yeah. response:	Okay,
context: This bouncing ability is the key, Shiro.\I'm so cute!\Leave it to me.\Also, even though we're in a game,\our stamina doesn't change much from real life.\Keep your running to a minimum.\Yeah.\Okay, response:	let's go, you two!
context: I'm so cute!\Leave it to me.\Also, even though we're in a game,\our stamina doesn't change much from real life.\Keep your running to a minimum.\Yeah.\Okay,\let's go, you two! response:	Looks like it's finally getting started.
context: Leave it to me.\Also, even though we're in a game,\our stamina doesn't change much from real life.\Keep your running to a minimum.\Yeah.\Okay,\let's go, you two!\Looks like it's finally getting started. response:	Can you see it, Fi?
context: Also, even though we're in a game,\our stamina doesn't change much from real life.\Keep your running to a minimum.\Yeah.\Okay,\let's go, you two!\Looks like it's finally getting started.\Can you see it, Fi? response:	Yup. Coming in loud and clear.
context: our stamina doesn't change much from real life.\Keep your running to a minimum.\Yeah.\Okay,\let's go, you two!\Looks like it's finally getting started.\Can you see it, Fi?\Yup. Coming in loud and clear. response:	I'm borrowing your eyes, Kurami.
context: Keep your running to a minimum.\Yeah.\Okay,\let's go, you two!\Looks like it's finally getting started.\Can you see it, Fi?\Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami. response:	The Warbeasts must hate this magic.
context: Yeah.\Okay,\let's go, you two!\Looks like it's finally getting started.\Can you see it, Fi?\Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic. response:	It's hard to maintain this spell,
context: Okay,\let's go, you two!\Looks like it's finally getting started.\Can you see it, Fi?\Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic.\It's hard to maintain this spell, response:	but I'm doing it for you, Kurami!
context: let's go, you two!\Looks like it's finally getting started.\Can you see it, Fi?\Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic.\It's hard to maintain this spell,\but I'm doing it for you, Kurami! response:	The Warbeasts...
context: Looks like it's finally getting started.\Can you see it, Fi?\Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic.\It's hard to maintain this spell,\but I'm doing it for you, Kurami!\The Warbeasts... response:	Their physical abilities are said to approach the limits of physics itself.
context: Can you see it, Fi?\Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic.\It's hard to maintain this spell,\but I'm doing it for you, Kurami!\The Warbeasts...\Their physical abilities are said to approach the limits of physics itself. response:	Let's see how you fight a race like that.
context: Yup. Coming in loud and clear.\I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic.\It's hard to maintain this spell,\but I'm doing it for you, Kurami!\The Warbeasts...\Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that. response:	Show me, Sora.
context: I'm borrowing your eyes, Kurami.\The Warbeasts must hate this magic.\It's hard to maintain this spell,\but I'm doing it for you, Kurami!\The Warbeasts...\Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that.\Show me, Sora. response:	Hey, Izuna.
context: The Warbeasts must hate this magic.\It's hard to maintain this spell,\but I'm doing it for you, Kurami!\The Warbeasts...\Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that.\Show me, Sora.\Hey, Izuna. response:	When's the last time you thought a game was fun?
context: It's hard to maintain this spell,\but I'm doing it for you, Kurami!\The Warbeasts...\Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that.\Show me, Sora.\Hey, Izuna.\When's the last time you thought a game was fun? response:	Damn it!
context: but I'm doing it for you, Kurami!\The Warbeasts...\Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that.\Show me, Sora.\Hey, Izuna.\When's the last time you thought a game was fun?\Damn it! response:	I knew it!
context: The Warbeasts...\Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that.\Show me, Sora.\Hey, Izuna.\When's the last time you thought a game was fun?\Damn it!\I knew it! response:	That's what makes this game special!
context: Their physical abilities are said to approach the limits of physics itself.\Let's see how you fight a race like that.\Show me, Sora.\Hey, Izuna.\When's the last time you thought a game was fun?\Damn it!\I knew it!\That's what makes this game special! response:	Then I can do it!
context: Let's see how you fight a race like that.\Show me, Sora.\Hey, Izuna.\When's the last time you thought a game was fun?\Damn it!\I knew it!\That's what makes this game special!\Then I can do it! response:	Target: NPC's cotton panties.
context: Show me, Sora.\Hey, Izuna.\When's the last time you thought a game was fun?\Damn it!\I knew it!\That's what makes this game special!\Then I can do it!\Target: NPC's cotton panties. response:	Cotton max thickness: 1 millimeter.
context: Hey, Izuna.\When's the last time you thought a game was fun?\Damn it!\I knew it!\That's what makes this game special!\Then I can do it!\Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter. response:	12 o' clock.
context: When's the last time you thought a game was fun?\Damn it!\I knew it!\That's what makes this game special!\Then I can do it!\Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter.\12 o' clock. response:	Distance: 20050.
context: Damn it!\I knew it!\That's what makes this game special!\Then I can do it!\Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter.\12 o' clock.\Distance: 20050. response:	Firing angle: 93.
context: I knew it!\That's what makes this game special!\Then I can do it!\Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter.\12 o' clock.\Distance: 20050.\Firing angle: 93. response:	300 meters per second.
context: That's what makes this game special!\Then I can do it!\Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter.\12 o' clock.\Distance: 20050.\Firing angle: 93.\300 meters per second. response:	Acceptable targeting error: within 0.5 millimeters.
context: Then I can do it!\Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter.\12 o' clock.\Distance: 20050.\Firing angle: 93.\300 meters per second.\Acceptable targeting error: within 0.5 millimeters. response:	But I can do it!
context: Target: NPC's cotton panties.\Cotton max thickness: 1 millimeter.\12 o' clock.\Distance: 20050.\Firing angle: 93.\300 meters per second.\Acceptable targeting error: within 0.5 millimeters.\But I can do it! response:	Fire!
context: Cotton max thickness: 1 millimeter.\12 o' clock.\Distance: 20050.\Firing angle: 93.\300 meters per second.\Acceptable targeting error: within 0.5 millimeters.\But I can do it!\Fire! response:	What?
context: 12 o' clock.\Distance: 20050.\Firing angle: 93.\300 meters per second.\Acceptable targeting error: within 0.5 millimeters.\But I can do it!\Fire!\What? response:	Damn it!
context: Distance: 20050.\Firing angle: 93.\300 meters per second.\Acceptable targeting error: within 0.5 millimeters.\But I can do it!\Fire!\What?\Damn it! response:	I failed!
context: Firing angle: 93.\300 meters per second.\Acceptable targeting error: within 0.5 millimeters.\But I can do it!\Fire!\What?\Damn it!\I failed! response:	Why?!
context: 300 meters per second.\Acceptable targeting error: within 0.5 millimeters.\But I can do it!\Fire!\What?\Damn it!\I failed!\Why?! response:	I give up on this race.
context: Acceptable targeting error: within 0.5 millimeters.\But I can do it!\Fire!\What?\Damn it!\I failed!\Why?!\I give up on this race. response:	They're a bunch of morons.
context: But I can do it!\Fire!\What?\Damn it!\I failed!\Why?!\I give up on this race.\They're a bunch of morons. response:	Why are you having fun, please?
context: Fire!\What?\Damn it!\I failed!\Why?!\I give up on this race.\They're a bunch of morons.\Why are you having fun, please? response:	If you lose, many people will be unhappy,
context: What?\Damn it!\I failed!\Why?!\I give up on this race.\They're a bunch of morons.\Why are you having fun, please?\If you lose, many people will be unhappy, response:	so you have to win!
context: Damn it!\I failed!\Why?!\I give up on this race.\They're a bunch of morons.\Why are you having fun, please?\If you lose, many people will be unhappy,\so you have to win! response:	But if you win, your opponent...
context: I failed!\Why?!\I give up on this race.\They're a bunch of morons.\Why are you having fun, please?\If you lose, many people will be unhappy,\so you have to win!\But if you win, your opponent... response:	Yes! Bra destroyed!
context: Why?!\I give up on this race.\They're a bunch of morons.\Why are you having fun, please?\If you lose, many people will be unhappy,\so you have to win!\But if you win, your opponent...\Yes! Bra destroyed! response:	Hand bra for the win!
context: I give up on this race.\They're a bunch of morons.\Why are you having fun, please?\If you lose, many people will be unhappy,\so you have to win!\But if you win, your opponent...\Yes! Bra destroyed!\Hand bra for the win! response:	Of course I've never thought it was fun.
context: They're a bunch of morons.\Why are you having fun, please?\If you lose, many people will be unhappy,\so you have to win!\But if you win, your opponent...\Yes! Bra destroyed!\Hand bra for the win!\Of course I've never thought it was fun. response:	These footsteps...
context: Why are you having fun, please?\If you lose, many people will be unhappy,\so you have to win!\But if you win, your opponent...\Yes! Bra destroyed!\Hand bra for the win!\Of course I've never thought it was fun.\These footsteps... response:	Is that Shiro?
context: If you lose, many people will be unhappy,\so you have to win!\But if you win, your opponent...\Yes! Bra destroyed!\Hand bra for the win!\Of course I've never thought it was fun.\These footsteps...\Is that Shiro? response:	She's coming this way.
context: so you have to win!\But if you win, your opponent...\Yes! Bra destroyed!\Hand bra for the win!\Of course I've never thought it was fun.\These footsteps...\Is that Shiro?\She's coming this way. response:	Shiro, you're mine.
context: But if you win, your opponent...\Yes! Bra destroyed!\Hand bra for the win!\Of course I've never thought it was fun.\These footsteps...\Is that Shiro?\She's coming this way.\Shiro, you're mine. response:	I missed!
context: Yes! Bra destroyed!\Hand bra for the win!\Of course I've never thought it was fun.\These footsteps...\Is that Shiro?\She's coming this way.\Shiro, you're mine.\I missed! response:	That's impossible!
context: Hand bra for the win!\Of course I've never thought it was fun.\These footsteps...\Is that Shiro?\She's coming this way.\Shiro, you're mine.\I missed!\That's impossible! response:	What?!
context: Of course I've never thought it was fun.\These footsteps...\Is that Shiro?\She's coming this way.\Shiro, you're mine.\I missed!\That's impossible!\What?! response:	This can't be happening!
context: These footsteps...\Is that Shiro?\She's coming this way.\Shiro, you're mine.\I missed!\That's impossible!\What?!\This can't be happening! response:	I'm sure you're surprised right now, Izuna-tan.
context: Is that Shiro?\She's coming this way.\Shiro, you're mine.\I missed!\That's impossible!\What?!\This can't be happening!\I'm sure you're surprised right now, Izuna-tan. response:	In the genre called FPS, where the best shooters in the world gather,
context: She's coming this way.\Shiro, you're mine.\I missed!\That's impossible!\What?!\This can't be happening!\I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather, response:	I'm not the one who holds all the records.
context: Shiro, you're mine.\I missed!\That's impossible!\What?!\This can't be happening!\I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records. response:	Shiro is.
context: I missed!\That's impossible!\What?!\This can't be happening!\I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records.\Shiro is. response:	Futile.
context: That's impossible!\What?!\This can't be happening!\I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records.\Shiro is.\Futile. response:	Her terrifying calculation abilities allow her to grasp her enemies' movements,
context: What?!\This can't be happening!\I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records.\Shiro is.\Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements, response:	and her firing intervals and dodges take into account
context: This can't be happening!\I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records.\Shiro is.\Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account response:	everything from her understanding of
context: I'm sure you're surprised right now, Izuna-tan.\In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records.\Shiro is.\Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account\everything from her understanding of response:	your movement patterns to how fast you can fire,
context: In the genre called FPS, where the best shooters in the world gather,\I'm not the one who holds all the records.\Shiro is.\Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account\everything from her understanding of\your movement patterns to how fast you can fire, response:	almost verging on precognition.
context: I'm not the one who holds all the records.\Shiro is.\Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account\everything from her understanding of\your movement patterns to how fast you can fire,\almost verging on precognition. response:	It feels like your bullets are passing right through her,
context: Shiro is.\Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account\everything from her understanding of\your movement patterns to how fast you can fire,\almost verging on precognition.\It feels like your bullets are passing right through her, response:	and hers are tracking you like guided missiles, right?
context: Futile.\Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account\everything from her understanding of\your movement patterns to how fast you can fire,\almost verging on precognition.\It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right? response:	This is insane!
context: Her terrifying calculation abilities allow her to grasp her enemies' movements,\and her firing intervals and dodges take into account\everything from her understanding of\your movement patterns to how fast you can fire,\almost verging on precognition.\It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right?\This is insane! response:	I have to run!
context: and her firing intervals and dodges take into account\everything from her understanding of\your movement patterns to how fast you can fire,\almost verging on precognition.\It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right?\This is insane!\I have to run! response:	Hi!
context: everything from her understanding of\your movement patterns to how fast you can fire,\almost verging on precognition.\It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right?\This is insane!\I have to run!\Hi! response:	It's the Flugel...
context: your movement patterns to how fast you can fire,\almost verging on precognition.\It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right?\This is insane!\I have to run!\Hi!\It's the Flugel... response:	Jibril!
context: almost verging on precognition.\It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right?\This is insane!\I have to run!\Hi!\It's the Flugel...\Jibril! response:	A bomb to blind her.
context: It feels like your bullets are passing right through her,\and hers are tracking you like guided missiles, right?\This is insane!\I have to run!\Hi!\It's the Flugel...\Jibril!\A bomb to blind her. response:	Huh?
context: and hers are tracking you like guided missiles, right?\This is insane!\I have to run!\Hi!\It's the Flugel...\Jibril!\A bomb to blind her.\Huh? response:	Oh, yeah... I can't fly!
context: This is insane!\I have to run!\Hi!\It's the Flugel...\Jibril!\A bomb to blind her.\Huh?\Oh, yeah... I can't fly! response:	Jibril!
context: I have to run!\Hi!\It's the Flugel...\Jibril!\A bomb to blind her.\Huh?\Oh, yeah... I can't fly!\Jibril! response:	I can't dodge it!
context: Hi!\It's the Flugel...\Jibril!\A bomb to blind her.\Huh?\Oh, yeah... I can't fly!\Jibril!\I can't dodge it! response:	Master!
context: It's the Flugel...\Jibril!\A bomb to blind her.\Huh?\Oh, yeah... I can't fly!\Jibril!\I can't dodge it!\Master! response:	My master, please come back to me!
context: Jibril!\A bomb to blind her.\Huh?\Oh, yeah... I can't fly!\Jibril!\I can't dodge it!\Master!\My master, please come back to me! response:	I see.
context: A bomb to blind her.\Huh?\Oh, yeah... I can't fly!\Jibril!\I can't dodge it!\Master!\My master, please come back to me!\I see. response:	She can use her clothes as a shield.
context: Huh?\Oh, yeah... I can't fly!\Jibril!\I can't dodge it!\Master!\My master, please come back to me!\I see.\She can use her clothes as a shield. response:	What's going on?
context: Oh, yeah... I can't fly!\Jibril!\I can't dodge it!\Master!\My master, please come back to me!\I see.\She can use her clothes as a shield.\What's going on? response:	The kings are amazing!
context: Jibril!\I can't dodge it!\Master!\My master, please come back to me!\I see.\She can use her clothes as a shield.\What's going on?\The kings are amazing! response:	Imanity is winning!
context: I can't dodge it!\Master!\My master, please come back to me!\I see.\She can use her clothes as a shield.\What's going on?\The kings are amazing!\Imanity is winning! response:	Did you see that, Fi?
context: Master!\My master, please come back to me!\I see.\She can use her clothes as a shield.\What's going on?\The kings are amazing!\Imanity is winning!\Did you see that, Fi? response:	Yup. I saw it through your eyes.
context: My master, please come back to me!\I see.\She can use her clothes as a shield.\What's going on?\The kings are amazing!\Imanity is winning!\Did you see that, Fi?\Yup. I saw it through your eyes. response:	Shiro-san's firing skills are amazing,
context: I see.\She can use her clothes as a shield.\What's going on?\The kings are amazing!\Imanity is winning!\Did you see that, Fi?\Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing, response:	but more amazing is...
context: She can use her clothes as a shield.\What's going on?\The kings are amazing!\Imanity is winning!\Did you see that, Fi?\Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing,\but more amazing is... response:	Yes. I can't believe she was able
context: What's going on?\The kings are amazing!\Imanity is winning!\Did you see that, Fi?\Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing,\but more amazing is...\Yes. I can't believe she was able response:	to sense and dodge Sora's shot before it was even fired,
context: The kings are amazing!\Imanity is winning!\Did you see that, Fi?\Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing,\but more amazing is...\Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired, response:	when he was so far away and completely silent.
context: Imanity is winning!\Did you see that, Fi?\Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing,\but more amazing is...\Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent. response:	This is...
context: Did you see that, Fi?\Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing,\but more amazing is...\Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent.\This is... response:	This is the sixth sense of the Warbeasts, I suppose.
context: Yup. I saw it through your eyes.\Shiro-san's firing skills are amazing,\but more amazing is...\Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent.\This is...\This is the sixth sense of the Warbeasts, I suppose. response:	Don't be stupid.
context: Shiro-san's firing skills are amazing,\but more amazing is...\Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent.\This is...\This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid. response:	That's not a sixth sense.
context: but more amazing is...\Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent.\This is...\This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid.\That's not a sixth sense. response:	That's seeing the future.
context: Yes. I can't believe she was able\to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent.\This is...\This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid.\That's not a sixth sense.\That's seeing the future. response:	Then...
context: to sense and dodge Sora's shot before it was even fired,\when he was so far away and completely silent.\This is...\This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid.\That's not a sixth sense.\That's seeing the future.\Then... response:	Yeah, I'm sure of it.
context: when he was so far away and completely silent.\This is...\This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid.\That's not a sixth sense.\That's seeing the future.\Then...\Yeah, I'm sure of it. response:	A cheat code. They're cheating.
context: This is...\This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid.\That's not a sixth sense.\That's seeing the future.\Then...\Yeah, I'm sure of it.\A cheat code. They're cheating. response:	It's a con game!
context: This is the sixth sense of the Warbeasts, I suppose.\Don't be stupid.\That's not a sixth sense.\That's seeing the future.\Then...\Yeah, I'm sure of it.\A cheat code. They're cheating.\It's a con game! response:	I see. A cheat you can't prove.
context: Don't be stupid.\That's not a sixth sense.\That's seeing the future.\Then...\Yeah, I'm sure of it.\A cheat code. They're cheating.\It's a con game!\I see. A cheat you can't prove. response:	If they say it's a sixth sense, there's nothing you can prove.
context: That's not a sixth sense.\That's seeing the future.\Then...\Yeah, I'm sure of it.\A cheat code. They're cheating.\It's a con game!\I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove. response:	So they did know this game.
context: That's seeing the future.\Then...\Yeah, I'm sure of it.\A cheat code. They're cheating.\It's a con game!\I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove.\So they did know this game. response:	More than we do.
context: Then...\Yeah, I'm sure of it.\A cheat code. They're cheating.\It's a con game!\I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove.\So they did know this game.\More than we do. response:	But...
context: Yeah, I'm sure of it.\A cheat code. They're cheating.\It's a con game!\I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove.\So they did know this game.\More than we do.\But... response:	Izuna!
context: A cheat code. They're cheating.\It's a con game!\I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove.\So they did know this game.\More than we do.\But...\Izuna! response:	They're in the corridor below you.
context: It's a con game!\I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove.\So they did know this game.\More than we do.\But...\Izuna!\They're in the corridor below you. response:	Shiro is exhausted and can't move.
context: I see. A cheat you can't prove.\If they say it's a sixth sense, there's nothing you can prove.\So they did know this game.\More than we do.\But...\Izuna!\They're in the corridor below you.\Shiro is exhausted and can't move. response:	Take them out now!
context: If they say it's a sixth sense, there's nothing you can prove.\So they did know this game.\More than we do.\But...\Izuna!\They're in the corridor below you.\Shiro is exhausted and can't move.\Take them out now! response:	You don't need to tell me, please.
context: So they did know this game.\More than we do.\But...\Izuna!\They're in the corridor below you.\Shiro is exhausted and can't move.\Take them out now!\You don't need to tell me, please. response:	No matter what little tricks they may have,
context: More than we do.\But...\Izuna!\They're in the corridor below you.\Shiro is exhausted and can't move.\Take them out now!\You don't need to tell me, please.\No matter what little tricks they may have, response:	there's no way they can win.
context: But...\Izuna!\They're in the corridor below you.\Shiro is exhausted and can't move.\Take them out now!\You don't need to tell me, please.\No matter what little tricks they may have,\there's no way they can win. response:	So now we're finally on the defensive.
context: Izuna!\They're in the corridor below you.\Shiro is exhausted and can't move.\Take them out now!\You don't need to tell me, please.\No matter what little tricks they may have,\there's no way they can win.\So now we're finally on the defensive. response:	Jeez...
context: They're in the corridor below you.\Shiro is exhausted and can't move.\Take them out now!\You don't need to tell me, please.\No matter what little tricks they may have,\there's no way they can win.\So now we're finally on the defensive.\Jeez... response:	I'm counting on you, Shiro.
context: Shiro is exhausted and can't move.\Take them out now!\You don't need to tell me, please.\No matter what little tricks they may have,\there's no way they can win.\So now we're finally on the defensive.\Jeez...\I'm counting on you, Shiro. response:	We weren't able to finish this during the start,
context: Take them out now!\You don't need to tell me, please.\No matter what little tricks they may have,\there's no way they can win.\So now we're finally on the defensive.\Jeez...\I'm counting on you, Shiro.\We weren't able to finish this during the start, response:	so now we'll have to wing it.
context: You don't need to tell me, please.\No matter what little tricks they may have,\there's no way they can win.\So now we're finally on the defensive.\Jeez...\I'm counting on you, Shiro.\We weren't able to finish this during the start,\so now we'll have to wing it. response:	Wing it?
context: No matter what little tricks they may have,\there's no way they can win.\So now we're finally on the defensive.\Jeez...\I'm counting on you, Shiro.\We weren't able to finish this during the start,\so now we'll have to wing it.\Wing it? response:	We're trying to play a fair game against cheaters
context: there's no way they can win.\So now we're finally on the defensive.\Jeez...\I'm counting on you, Shiro.\We weren't able to finish this during the start,\so now we'll have to wing it.\Wing it?\We're trying to play a fair game against cheaters response:	who know the game inside and out?
context: So now we're finally on the defensive.\Jeez...\I'm counting on you, Shiro.\We weren't able to finish this during the start,\so now we'll have to wing it.\Wing it?\We're trying to play a fair game against cheaters\who know the game inside and out? response:	That means...
