context: In the beginning, I picked you up from here. response:	When I found you, you were barely moving.
context: It's a dragon god!\Dragon god!\- It's a dragon god! - It's really a dragon god!\- Dragon god! - Bless us!\Bless us, dragon god!\You... You aren't a black snake?\In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on? response:	Now that I've shown my true form, the Celestial Palace will be aware.
context: Dragon god!\- It's a dragon god! - It's really a dragon god!\- Dragon god! - Bless us!\Bless us, dragon god!\You... You aren't a black snake?\In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware. response:	Wait patiently for me for a few days.
context: - It's a dragon god! - It's really a dragon god!\- Dragon god! - Bless us!\Bless us, dragon god!\You... You aren't a black snake?\In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days. response:	Miss.
context: - Dragon god! - Bless us!\Bless us, dragon god!\You... You aren't a black snake?\In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days.\Miss. response:	Miss, that black dragon once saved my grandson's life.
context: Bless us, dragon god!\You... You aren't a black snake?\In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days.\Miss.\Miss, that black dragon once saved my grandson's life. response:	I don't have much to repay the kindness.
context: You... You aren't a black snake?\In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days.\Miss.\Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness. response:	Why don't you come to my house for a meal?
context: In this world, only you would take me for a snake.\You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days.\Miss.\Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness.\Why don't you come to my house for a meal? response:	No need, Granny.
context: You've become so big. How will I take care of you from now on?\Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days.\Miss.\Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness.\Why don't you come to my house for a meal?\No need, Granny. response:	He is your savior, not me.
context: Now that I've shown my true form, the Celestial Palace will be aware.\Wait patiently for me for a few days.\Miss.\Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness.\Why don't you come to my house for a meal?\No need, Granny.\He is your savior, not me. response:	- Miss, we were mistaken about you. - Yes, yes.
context: Wait patiently for me for a few days.\Miss.\Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness.\Why don't you come to my house for a meal?\No need, Granny.\He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes. response:	Miss, you must stay so we can make it up to you.
context: Miss.\Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness.\Why don't you come to my house for a meal?\No need, Granny.\He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you. response:	That's not necessary. If I leave too late, it will be dark.
context: Miss, that black dragon once saved my grandson's life.\I don't have much to repay the kindness.\Why don't you come to my house for a meal?\No need, Granny.\He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark. response:	- Miss, you must not leave like this. - Yes, yes.
context: I don't have much to repay the kindness.\Why don't you come to my house for a meal?\No need, Granny.\He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes. response:	- If you leave, we will feel guilty. - Thank you.
context: Why don't you come to my house for a meal?\No need, Granny.\He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you. response:	- Come with us. - Miss.
context: No need, Granny.\He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss. response:	- Thank you. - Stay!
context: He is your savior, not me.\- Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss.\- Thank you. - Stay! response:	- Don't go, Miss. - Miss!
context: - Miss, we were mistaken about you. - Yes, yes.\Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss.\- Thank you. - Stay!\- Don't go, Miss. - Miss! response:	- Miss! - Miss!
context: Miss, you must stay so we can make it up to you.\That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss.\- Thank you. - Stay!\- Don't go, Miss. - Miss!\- Miss! - Miss! response:	Don't go!
context: That's not necessary. If I leave too late, it will be dark.\- Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss.\- Thank you. - Stay!\- Don't go, Miss. - Miss!\- Miss! - Miss!\Don't go! response:	We've wrongly accused the lady.
context: - Miss, you must not leave like this. - Yes, yes.\- If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss.\- Thank you. - Stay!\- Don't go, Miss. - Miss!\- Miss! - Miss!\Don't go!\We've wrongly accused the lady. response:	Just now, you said
context: - If you leave, we will feel guilty. - Thank you.\- Come with us. - Miss.\- Thank you. - Stay!\- Don't go, Miss. - Miss!\- Miss! - Miss!\Don't go!\We've wrongly accused the lady.\Just now, you said response:	it was Li Yuan who killed Li Jing's mother?
context: - Come with us. - Miss.\- Thank you. - Stay!\- Don't go, Miss. - Miss!\- Miss! - Miss!\Don't go!\We've wrongly accused the lady.\Just now, you said\it was Li Yuan who killed Li Jing's mother? response:	That's correct. I heard Li Jing say that with my own ears.
context: - Thank you. - Stay!\- Don't go, Miss. - Miss!\- Miss! - Miss!\Don't go!\We've wrongly accused the lady.\Just now, you said\it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears. response:	I am certain.
context: - Don't go, Miss. - Miss!\- Miss! - Miss!\Don't go!\We've wrongly accused the lady.\Just now, you said\it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears.\I am certain. response:	Has Your Highness never been suspicious of Eldest Prince's disappearance?
context: - Miss! - Miss!\Don't go!\We've wrongly accused the lady.\Just now, you said\it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears.\I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance? response:	No, I've never suspected Li Jing.
context: Don't go!\We've wrongly accused the lady.\Just now, you said\it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears.\I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing. response:	If Your Highness does not believe me
context: We've wrongly accused the lady.\Just now, you said\it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears.\I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing.\If Your Highness does not believe me response:	you can come with me to Ghost Realm's Arctic Lands
context: Just now, you said\it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears.\I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing.\If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands response:	to see the truth for yourself.
context: it was Li Yuan who killed Li Jing's mother?\That's correct. I heard Li Jing say that with my own ears.\I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing.\If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself. response:	Without Li Jing's military seal, nobody can go near there.
context: That's correct. I heard Li Jing say that with my own ears.\I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing.\If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there. response:	Yes, that is why Your Highness must first steal the military seal
context: I am certain.\Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing.\If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal response:	for us to be able to rescue Eldest Prince.
context: Has Your Highness never been suspicious of Eldest Prince's disappearance?\No, I've never suspected Li Jing.\If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince. response:	- Steal? - Your Highness.
context: No, I've never suspected Li Jing.\If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince.\- Steal? - Your Highness. response:	Eldest Prince's life is in your hands.
context: If Your Highness does not believe me\you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince.\- Steal? - Your Highness.\Eldest Prince's life is in your hands. response:	What harm is there in stealing?
context: you can come with me to Ghost Realm's Arctic Lands\to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince.\- Steal? - Your Highness.\Eldest Prince's life is in your hands.\What harm is there in stealing? response:	I took care of you for so long
context: to see the truth for yourself.\Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince.\- Steal? - Your Highness.\Eldest Prince's life is in your hands.\What harm is there in stealing?\I took care of you for so long response:	but I didn't even know you were a black dragon.
context: Without Li Jing's military seal, nobody can go near there.\Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince.\- Steal? - Your Highness.\Eldest Prince's life is in your hands.\What harm is there in stealing?\I took care of you for so long\but I didn't even know you were a black dragon. response:	Since you are a dragon...
context: Yes, that is why Your Highness must first steal the military seal\for us to be able to rescue Eldest Prince.\- Steal? - Your Highness.\Eldest Prince's life is in your hands.\What harm is there in stealing?\I took care of you for so long\but I didn't even know you were a black dragon.\Since you are a dragon... response:	then go where you belong.
context: for us to be able to rescue Eldest Prince.\- Steal? - Your Highness.\Eldest Prince's life is in your hands.\What harm is there in stealing?\I took care of you for so long\but I didn't even know you were a black dragon.\Since you are a dragon...\then go where you belong. response:	What does Your Highness need to see me for?
context: - Steal? - Your Highness.\Eldest Prince's life is in your hands.\What harm is there in stealing?\I took care of you for so long\but I didn't even know you were a black dragon.\Since you are a dragon...\then go where you belong.\What does Your Highness need to see me for? response:	I mentioned the Jade Purity Fan of Kunlun to you a few days ago.
context: Eldest Prince's life is in your hands.\What harm is there in stealing?\I took care of you for so long\but I didn't even know you were a black dragon.\Since you are a dragon...\then go where you belong.\What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago. response:	Do you remember?
context: What harm is there in stealing?\I took care of you for so long\but I didn't even know you were a black dragon.\Since you are a dragon...\then go where you belong.\What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember? response:	Yes.
context: I took care of you for so long\but I didn't even know you were a black dragon.\Since you are a dragon...\then go where you belong.\What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember?\Yes. response:	Didn't Your Highness say it is in a mortal's possession?
context: but I didn't even know you were a black dragon.\Since you are a dragon...\then go where you belong.\What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember?\Yes.\Didn't Your Highness say it is in a mortal's possession? response:	Yes.
context: Since you are a dragon...\then go where you belong.\What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember?\Yes.\Didn't Your Highness say it is in a mortal's possession?\Yes. response:	However, I went to the mortal realm to investigate
context: then go where you belong.\What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember?\Yes.\Didn't Your Highness say it is in a mortal's possession?\Yes.\However, I went to the mortal realm to investigate response:	and found the fan has disappeared again.
context: What does Your Highness need to see me for?\I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember?\Yes.\Didn't Your Highness say it is in a mortal's possession?\Yes.\However, I went to the mortal realm to investigate\and found the fan has disappeared again. response:	Would you be able to locate its whereabouts?
context: I mentioned the Jade Purity Fan of Kunlun to you a few days ago.\Do you remember?\Yes.\Didn't Your Highness say it is in a mortal's possession?\Yes.\However, I went to the mortal realm to investigate\and found the fan has disappeared again.\Would you be able to locate its whereabouts? response:	An artifact of the Celestial Tribe is like us immortals.
context: Do you remember?\Yes.\Didn't Your Highness say it is in a mortal's possession?\Yes.\However, I went to the mortal realm to investigate\and found the fan has disappeared again.\Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals. response:	It does not appear in the records.
context: Yes.\Didn't Your Highness say it is in a mortal's possession?\Yes.\However, I went to the mortal realm to investigate\and found the fan has disappeared again.\Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records. response:	But if Your Highness is interested in the mortal
context: Didn't Your Highness say it is in a mortal's possession?\Yes.\However, I went to the mortal realm to investigate\and found the fan has disappeared again.\Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records.\But if Your Highness is interested in the mortal response:	I could look through this mortal's fate.
context: Yes.\However, I went to the mortal realm to investigate\and found the fan has disappeared again.\Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records.\But if Your Highness is interested in the mortal\I could look through this mortal's fate. response:	Theres no need.
context: However, I went to the mortal realm to investigate\and found the fan has disappeared again.\Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records.\But if Your Highness is interested in the mortal\I could look through this mortal's fate.\Theres no need. response:	I don't need to know what she goes through.
context: and found the fan has disappeared again.\Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records.\But if Your Highness is interested in the mortal\I could look through this mortal's fate.\Theres no need.\I don't need to know what she goes through. response:	I have been too meddlesome.
context: Would you be able to locate its whereabouts?\An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records.\But if Your Highness is interested in the mortal\I could look through this mortal's fate.\Theres no need.\I don't need to know what she goes through.\I have been too meddlesome. response:	Speaking of which...
context: An artifact of the Celestial Tribe is like us immortals.\It does not appear in the records.\But if Your Highness is interested in the mortal\I could look through this mortal's fate.\Theres no need.\I don't need to know what she goes through.\I have been too meddlesome.\Speaking of which... response:	I'd like you to go to the mortal realm to do something for me.
context: It does not appear in the records.\But if Your Highness is interested in the mortal\I could look through this mortal's fate.\Theres no need.\I don't need to know what she goes through.\I have been too meddlesome.\Speaking of which...\I'd like you to go to the mortal realm to do something for me. response:	Please do tell, Your Highness.
context: But if Your Highness is interested in the mortal\I could look through this mortal's fate.\Theres no need.\I don't need to know what she goes through.\I have been too meddlesome.\Speaking of which...\I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness. response:	- Your Highness. - Your Highness.
context: I could look through this mortal's fate.\Theres no need.\I don't need to know what she goes through.\I have been too meddlesome.\Speaking of which...\I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness.\- Your Highness. - Your Highness. response:	- You may go. - Yes.
context: Theres no need.\I don't need to know what she goes through.\I have been too meddlesome.\Speaking of which...\I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness.\- Your Highness. - Your Highness.\- You may go. - Yes. response:	How dare you.
context: I don't need to know what she goes through.\I have been too meddlesome.\Speaking of which...\I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness.\- Your Highness. - Your Highness.\- You may go. - Yes.\How dare you. response:	In this palace, only you like to be mean to me.
context: I have been too meddlesome.\Speaking of which...\I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness.\- Your Highness. - Your Highness.\- You may go. - Yes.\How dare you.\In this palace, only you like to be mean to me. response:	The Heavenly Lord has decided on the date you become consort.
context: Speaking of which...\I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness.\- Your Highness. - Your Highness.\- You may go. - Yes.\How dare you.\In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort. response:	You shouldn't come here again.
context: I'd like you to go to the mortal realm to do something for me.\Please do tell, Your Highness.\- Your Highness. - Your Highness.\- You may go. - Yes.\How dare you.\In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again. response:	Can't I serve you one last time?
context: Please do tell, Your Highness.\- Your Highness. - Your Highness.\- You may go. - Yes.\How dare you.\In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again.\Can't I serve you one last time? response:	Starting from when you were 10,000 years old
context: - Your Highness. - Your Highness.\- You may go. - Yes.\How dare you.\In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again.\Can't I serve you one last time?\Starting from when you were 10,000 years old response:	I have been with you every day while you were reading
context: - You may go. - Yes.\How dare you.\In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again.\Can't I serve you one last time?\Starting from when you were 10,000 years old\I have been with you every day while you were reading response:	and with you through your morning and afternoon lessons.
context: How dare you.\In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again.\Can't I serve you one last time?\Starting from when you were 10,000 years old\I have been with you every day while you were reading\and with you through your morning and afternoon lessons. response:	Can't you just grant me my wish this once?
context: In this palace, only you like to be mean to me.\The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again.\Can't I serve you one last time?\Starting from when you were 10,000 years old\I have been with you every day while you were reading\and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once? response:	Step outside.
context: The Heavenly Lord has decided on the date you become consort.\You shouldn't come here again.\Can't I serve you one last time?\Starting from when you were 10,000 years old\I have been with you every day while you were reading\and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once?\Step outside. response:	Su Jin, think about this carefully.
context: You shouldn't come here again.\Can't I serve you one last time?\Starting from when you were 10,000 years old\I have been with you every day while you were reading\and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once?\Step outside.\Su Jin, think about this carefully. response:	If you do not leave
context: Can't I serve you one last time?\Starting from when you were 10,000 years old\I have been with you every day while you were reading\and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once?\Step outside.\Su Jin, think about this carefully.\If you do not leave response:	I'll call someone in and they'll see you in such a state in my quarters.
context: Starting from when you were 10,000 years old\I have been with you every day while you were reading\and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once?\Step outside.\Su Jin, think about this carefully.\If you do not leave\I'll call someone in and they'll see you in such a state in my quarters. response:	Even if you have a million reasons
context: I have been with you every day while you were reading\and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once?\Step outside.\Su Jin, think about this carefully.\If you do not leave\I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons response:	you won't be able to become consort anymore.
context: and with you through your morning and afternoon lessons.\Can't you just grant me my wish this once?\Step outside.\Su Jin, think about this carefully.\If you do not leave\I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons\you won't be able to become consort anymore. response:	You're threatening me?
context: Can't you just grant me my wish this once?\Step outside.\Su Jin, think about this carefully.\If you do not leave\I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons\you won't be able to become consort anymore.\You're threatening me? response:	I am in my prime.
context: Step outside.\Su Jin, think about this carefully.\If you do not leave\I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons\you won't be able to become consort anymore.\You're threatening me?\I am in my prime. response:	If not for you
context: Su Jin, think about this carefully.\If you do not leave\I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons\you won't be able to become consort anymore.\You're threatening me?\I am in my prime.\If not for you response:	why would I marry Heavenly Lord?
context: If you do not leave\I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons\you won't be able to become consort anymore.\You're threatening me?\I am in my prime.\If not for you\why would I marry Heavenly Lord? response:	You are saying you want to be with this woman?
context: I'll call someone in and they'll see you in such a state in my quarters.\Even if you have a million reasons\you won't be able to become consort anymore.\You're threatening me?\I am in my prime.\If not for you\why would I marry Heavenly Lord?\You are saying you want to be with this woman? response:	Yes.
context: Even if you have a million reasons\you won't be able to become consort anymore.\You're threatening me?\I am in my prime.\If not for you\why would I marry Heavenly Lord?\You are saying you want to be with this woman?\Yes. response:	The day has come for you.
context: you won't be able to become consort anymore.\You're threatening me?\I am in my prime.\If not for you\why would I marry Heavenly Lord?\You are saying you want to be with this woman?\Yes.\The day has come for you. response:	You are aware of women now?
context: You're threatening me?\I am in my prime.\If not for you\why would I marry Heavenly Lord?\You are saying you want to be with this woman?\Yes.\The day has come for you.\You are aware of women now? response:	It isn't what you think, Third Uncle.
context: I am in my prime.\If not for you\why would I marry Heavenly Lord?\You are saying you want to be with this woman?\Yes.\The day has come for you.\You are aware of women now?\It isn't what you think, Third Uncle. response:	To me, she is like something I once lost
context: If not for you\why would I marry Heavenly Lord?\You are saying you want to be with this woman?\Yes.\The day has come for you.\You are aware of women now?\It isn't what you think, Third Uncle.\To me, she is like something I once lost response:	and have finally found after thousands of thousands of years.
context: why would I marry Heavenly Lord?\You are saying you want to be with this woman?\Yes.\The day has come for you.\You are aware of women now?\It isn't what you think, Third Uncle.\To me, she is like something I once lost\and have finally found after thousands of thousands of years. response:	Third Uncle, do you understand what I am saying?
context: You are saying you want to be with this woman?\Yes.\The day has come for you.\You are aware of women now?\It isn't what you think, Third Uncle.\To me, she is like something I once lost\and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying? response:	Of course I understand.
context: Yes.\The day has come for you.\You are aware of women now?\It isn't what you think, Third Uncle.\To me, she is like something I once lost\and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying?\Of course I understand. response:	After all that, just three words are enough.
context: The day has come for you.\You are aware of women now?\It isn't what you think, Third Uncle.\To me, she is like something I once lost\and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying?\Of course I understand.\After all that, just three words are enough. response:	What are they?
context: You are aware of women now?\It isn't what you think, Third Uncle.\To me, she is like something I once lost\and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying?\Of course I understand.\After all that, just three words are enough.\What are they? response:	You are enamored.
context: It isn't what you think, Third Uncle.\To me, she is like something I once lost\and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying?\Of course I understand.\After all that, just three words are enough.\What are they?\You are enamored. response:	Instead of saying enamored, I'd say I am repaying a kindness.
context: To me, she is like something I once lost\and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying?\Of course I understand.\After all that, just three words are enough.\What are they?\You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness. response:	Repaying a kindness?
context: and have finally found after thousands of thousands of years.\Third Uncle, do you understand what I am saying?\Of course I understand.\After all that, just three words are enough.\What are they?\You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness? response:	For the minor injury you sustained from the Golden Lion?
context: Third Uncle, do you understand what I am saying?\Of course I understand.\After all that, just three words are enough.\What are they?\You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness?\For the minor injury you sustained from the Golden Lion? response:	Is that worthy of you saying you'll repay the kindness?
context: Of course I understand.\After all that, just three words are enough.\What are they?\You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness?\For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness? response:	You don't need to be embarrassed.
context: After all that, just three words are enough.\What are they?\You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness?\For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed. response:	Going by what you said, you two were brought together by fate.
context: What are they?\You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness?\For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed.\Going by what you said, you two were brought together by fate. response:	You shared the same bed with her for several months in the mortal realm.
context: You are enamored.\Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness?\For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed.\Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm. response:	Although it was only a few hours in heaven
context: Instead of saying enamored, I'd say I am repaying a kindness.\Repaying a kindness?\For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed.\Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven response:	it is still considered monumental.
context: Repaying a kindness?\For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed.\Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven\it is still considered monumental. response:	Think back. You've lived dozens of millennia.
context: For the minor injury you sustained from the Golden Lion?\Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed.\Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven\it is still considered monumental.\Think back. You've lived dozens of millennia. response:	Countless goddesses at countless banquets
context: Is that worthy of you saying you'll repay the kindness?\You don't need to be embarrassed.\Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven\it is still considered monumental.\Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets response:	have tried to speak to you, but have you ever given them the chance?
context: You don't need to be embarrassed.\Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven\it is still considered monumental.\Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance? response:	So, if you weren't enamored, why would you share a bed with her?
context: Going by what you said, you two were brought together by fate.\You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven\it is still considered monumental.\Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her? response:	All right, stop fighting.
context: You shared the same bed with her for several months in the mortal realm.\Although it was only a few hours in heaven\it is still considered monumental.\Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting. response:	You're already enamored. Let's keep talking.
context: Although it was only a few hours in heaven\it is still considered monumental.\Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting.\You're already enamored. Let's keep talking. response:	Talk about what?
