context: How can this be? response:	My granddaughter Asseylum, assassinated,
context: Because it's hard to survive and live in misery.\Lt. Marito.\Do you have a moment?\Hanging out your shingle on a military boat, Doc?\Those who do not work do not eat.\I can't say that I appreciate you shattering those kids' illusions, Lieutenant.\You aren't hitting the bottle, I see.\I'm so touched that you trust me. response:	I thought you might be picking on those kids because you were drunk.
context: Lt. Marito.\Do you have a moment?\Hanging out your shingle on a military boat, Doc?\Those who do not work do not eat.\I can't say that I appreciate you shattering those kids' illusions, Lieutenant.\You aren't hitting the bottle, I see.\I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk. response:	Maybe I am under the influence. Of my lot in life.
context: Do you have a moment?\Hanging out your shingle on a military boat, Doc?\Those who do not work do not eat.\I can't say that I appreciate you shattering those kids' illusions, Lieutenant.\You aren't hitting the bottle, I see.\I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life. response:	The Tanegashima Report, you mean?
context: Hanging out your shingle on a military boat, Doc?\Those who do not work do not eat.\I can't say that I appreciate you shattering those kids' illusions, Lieutenant.\You aren't hitting the bottle, I see.\I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean? response:	Sins you've committed cling to your soul and haunt you forever.
context: Those who do not work do not eat.\I can't say that I appreciate you shattering those kids' illusions, Lieutenant.\You aren't hitting the bottle, I see.\I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever. response:	And sins that have gone unpunished aren't forgiven until you die.
context: I can't say that I appreciate you shattering those kids' illusions, Lieutenant.\You aren't hitting the bottle, I see.\I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die. response:	Humeray...
context: You aren't hitting the bottle, I see.\I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die.\Humeray... response:	Your hands are clean. On the contrary, you saved his life.
context: I'm so touched that you trust me.\I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die.\Humeray...\Your hands are clean. On the contrary, you saved his life. response:	Is that what I did?
context: I thought you might be picking on those kids because you were drunk.\Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die.\Humeray...\Your hands are clean. On the contrary, you saved his life.\Is that what I did? response:	Hey, what's up?
context: Maybe I am under the influence. Of my lot in life.\The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die.\Humeray...\Your hands are clean. On the contrary, you saved his life.\Is that what I did?\Hey, what's up? response:	It's from Mars!
context: The Tanegashima Report, you mean?\Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die.\Humeray...\Your hands are clean. On the contrary, you saved his life.\Is that what I did?\Hey, what's up?\It's from Mars! response:	They say they've announced an armistice!
context: Sins you've committed cling to your soul and haunt you forever.\And sins that have gone unpunished aren't forgiven until you die.\Humeray...\Your hands are clean. On the contrary, you saved his life.\Is that what I did?\Hey, what's up?\It's from Mars!\They say they've announced an armistice! response:	Attention, foolish people of Earth.
context: And sins that have gone unpunished aren't forgiven until you die.\Humeray...\Your hands are clean. On the contrary, you saved his life.\Is that what I did?\Hey, what's up?\It's from Mars!\They say they've announced an armistice!\Attention, foolish people of Earth. response:	Rayregalia Vers Rayvers, noble emperor of the Vers Empire,
context: Humeray...\Your hands are clean. On the contrary, you saved his life.\Is that what I did?\Hey, what's up?\It's from Mars!\They say they've announced an armistice!\Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire, response:	has issued an armistice declaration to the United Earth government.
context: Your hands are clean. On the contrary, you saved his life.\Is that what I did?\Hey, what's up?\It's from Mars!\They say they've announced an armistice!\Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government. response:	Even as we feel intense shame in our common ancestry with you,
context: Is that what I did?\Hey, what's up?\It's from Mars!\They say they've announced an armistice!\Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you, response:	We can barely transmit at all... All we get are these pirate broadcasts of theirs.
context: Hey, what's up?\It's from Mars!\They say they've announced an armistice!\Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs. response:	our desire is that this act conveys to you, the deeply sinful people of Earth
context: It's from Mars!\They say they've announced an armistice!\Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth response:	So what's this mean, the war's on hold for now?
context: They say they've announced an armistice!\Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now? response:	who took the life of Her Highness Princess Asseylum,
context: Attention, foolish people of Earth.\Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum, response:	Grandfather must be trying to put a stop to the knights' outrageous behavior.
context: Rayregalia Vers Rayvers, noble emperor of the Vers Empire,\has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior. response:	the profound compassion of His Imperial Majesty Rayregalia.
context: has issued an armistice declaration to the United Earth government.\Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia. response:	The emperor of Mars?
context: Even as we feel intense shame in our common ancestry with you,\We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars? response:	I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...
context: We can barely transmit at all... All we get are these pirate broadcasts of theirs.\our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire... response:	What is the meaning of this?
context: our desire is that this act conveys to you, the deeply sinful people of Earth\So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this? response:	They say that His Imperial Majesty has issued an armistice declaration to the UE government.
context: So what's this mean, the war's on hold for now?\who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government. response:	Over our heads?! Without so much as a word to the Orbital Knights?
context: who took the life of Her Highness Princess Asseylum,\Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights? response:	I must offer counsel to His Majesty...
context: Grandfather must be trying to put a stop to the knights' outrageous behavior.\the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty... response:	I shall use the audience chamber!
context: the profound compassion of His Imperial Majesty Rayregalia.\The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty...\I shall use the audience chamber! response:	Call the moon base!
context: The emperor of Mars?\I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty...\I shall use the audience chamber!\Call the moon base! response:	Yes, Milord!
context: I repeat, Rayregalia Vers Ravers, noble emperor of the Vers Empire...\What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty...\I shall use the audience chamber!\Call the moon base!\Yes, Milord! response:	He was not killed in the meteor bombardment, then?
context: What is the meaning of this?\They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty...\I shall use the audience chamber!\Call the moon base!\Yes, Milord!\He was not killed in the meteor bombardment, then? response:	No, Milord.
context: They say that His Imperial Majesty has issued an armistice declaration to the UE government.\Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty...\I shall use the audience chamber!\Call the moon base!\Yes, Milord!\He was not killed in the meteor bombardment, then?\No, Milord. response:	The Nilokeras appears to have been damaged in battle and then deserted.
context: Over our heads?! Without so much as a word to the Orbital Knights?\I must offer counsel to His Majesty...\I shall use the audience chamber!\Call the moon base!\Yes, Milord!\He was not killed in the meteor bombardment, then?\No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted. response:	There is someone whose actions I wish to look into.
context: I must offer counsel to His Majesty...\I shall use the audience chamber!\Call the moon base!\Yes, Milord!\He was not killed in the meteor bombardment, then?\No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into. response:	Infiltrate Castle Cruhteo and continue your investigation.
context: I shall use the audience chamber!\Call the moon base!\Yes, Milord!\He was not killed in the meteor bombardment, then?\No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation. response:	Yes, Milord!
context: Call the moon base!\Yes, Milord!\He was not killed in the meteor bombardment, then?\No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord! response:	They open hostilities without warning and then stop just as abruptly.
context: Yes, Milord!\He was not killed in the meteor bombardment, then?\No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord!\They open hostilities without warning and then stop just as abruptly. response:	This whole thing doesn't make any sense.
context: He was not killed in the meteor bombardment, then?\No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord!\They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense. response:	Do you suppose that means the enemy isn't monolithic, either?
context: No, Milord.\The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord!\They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either? response:	Has anyone tried to contact us?
context: The Nilokeras appears to have been damaged in battle and then deserted.\There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord!\They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us? response:	No, ma'am. The jamming is still too strong.
context: There is someone whose actions I wish to look into.\Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord!\They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us?\No, ma'am. The jamming is still too strong. response:	Where are you going, Milady?
context: Infiltrate Castle Cruhteo and continue your investigation.\Yes, Milord!\They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us?\No, ma'am. The jamming is still too strong.\Where are you going, Milady? response:	To speak with this ship's master.
context: Yes, Milord!\They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us?\No, ma'am. The jamming is still too strong.\Where are you going, Milady?\To speak with this ship's master. response:	I shall tell her who I really am.
context: They open hostilities without warning and then stop just as abruptly.\This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us?\No, ma'am. The jamming is still too strong.\Where are you going, Milady?\To speak with this ship's master.\I shall tell her who I really am. response:	Princess, you-
context: This whole thing doesn't make any sense.\Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us?\No, ma'am. The jamming is still too strong.\Where are you going, Milady?\To speak with this ship's master.\I shall tell her who I really am.\Princess, you- response:	And then I shall have her inform Vers of my safety.
context: Do you suppose that means the enemy isn't monolithic, either?\Has anyone tried to contact us?\No, ma'am. The jamming is still too strong.\Where are you going, Milady?\To speak with this ship's master.\I shall tell her who I really am.\Princess, you-\And then I shall have her inform Vers of my safety. response:	Doing so will end this war.
context: Has anyone tried to contact us?\No, ma'am. The jamming is still too strong.\Where are you going, Milady?\To speak with this ship's master.\I shall tell her who I really am.\Princess, you-\And then I shall have her inform Vers of my safety.\Doing so will end this war. response:	It's too dangerous! The rebels will come for you before word reaches His Majesty!
context: No, ma'am. The jamming is still too strong.\Where are you going, Milady?\To speak with this ship's master.\I shall tell her who I really am.\Princess, you-\And then I shall have her inform Vers of my safety.\Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty! response:	Which is exactly why this armistice provides us with the perfect opportunity.
context: Where are you going, Milady?\To speak with this ship's master.\I shall tell her who I really am.\Princess, you-\And then I shall have her inform Vers of my safety.\Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity. response:	Don't underestimate them.
context: To speak with this ship's master.\I shall tell her who I really am.\Princess, you-\And then I shall have her inform Vers of my safety.\Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them. response:	They aren't the sort to obey the terms of an armistice.
context: I shall tell her who I really am.\Princess, you-\And then I shall have her inform Vers of my safety.\Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them.\They aren't the sort to obey the terms of an armistice. response:	You'll just get yourself crushed.
context: Princess, you-\And then I shall have her inform Vers of my safety.\Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them.\They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed. response:	But the longer this war drags on, the more casualties there will be.
context: And then I shall have her inform Vers of my safety.\Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them.\They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be. response:	If you want to die, that's your decision.
context: Doing so will end this war.\It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them.\They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision. response:	But leave me out of it.
context: It's too dangerous! The rebels will come for you before word reaches His Majesty!\Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them.\They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision.\But leave me out of it. response:	An attack?
context: Which is exactly why this armistice provides us with the perfect opportunity.\Don't underestimate them.\They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision.\But leave me out of it.\An attack? response:	But there's an armistice!
context: Don't underestimate them.\They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision.\But leave me out of it.\An attack?\But there's an armistice! response:	It simply won't do for the war to end
context: They aren't the sort to obey the terms of an armistice.\You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision.\But leave me out of it.\An attack?\But there's an armistice!\It simply won't do for the war to end response:	without me having a chance to redeem my honor!
context: You'll just get yourself crushed.\But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision.\But leave me out of it.\An attack?\But there's an armistice!\It simply won't do for the war to end\without me having a chance to redeem my honor! response:	Bastard... He wants revenge?
context: But the longer this war drags on, the more casualties there will be.\If you want to die, that's your decision.\But leave me out of it.\An attack?\But there's an armistice!\It simply won't do for the war to end\without me having a chance to redeem my honor!\Bastard... He wants revenge? response:	Lieutenant! Where are you going?!
context: If you want to die, that's your decision.\But leave me out of it.\An attack?\But there's an armistice!\It simply won't do for the war to end\without me having a chance to redeem my honor!\Bastard... He wants revenge?\Lieutenant! Where are you going?! response:	Launch Kataphrakts! Intercept!
context: But leave me out of it.\An attack?\But there's an armistice!\It simply won't do for the war to end\without me having a chance to redeem my honor!\Bastard... He wants revenge?\Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept! response:	Captain, I suggest relocating to CIC.
context: An attack?\But there's an armistice!\It simply won't do for the war to end\without me having a chance to redeem my honor!\Bastard... He wants revenge?\Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC. response:	I'm fine here.
context: But there's an armistice!\It simply won't do for the war to end\without me having a chance to redeem my honor!\Bastard... He wants revenge?\Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC.\I'm fine here. response:	Unacceptable!
context: It simply won't do for the war to end\without me having a chance to redeem my honor!\Bastard... He wants revenge?\Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC.\I'm fine here.\Unacceptable! response:	What is His Majesty thinking?!
context: without me having a chance to redeem my honor!\Bastard... He wants revenge?\Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC.\I'm fine here.\Unacceptable!\What is His Majesty thinking?! response:	His own flesh and blood was killed!
context: Bastard... He wants revenge?\Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC.\I'm fine here.\Unacceptable!\What is His Majesty thinking?!\His own flesh and blood was killed! response:	Assemble a fact-finding mission.
context: Lieutenant! Where are you going?!\Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC.\I'm fine here.\Unacceptable!\What is His Majesty thinking?!\His own flesh and blood was killed!\Assemble a fact-finding mission. response:	As per His Majesty's orders, we shall uncover the details of the Princess' assassination!
context: Launch Kataphrakts! Intercept!\Captain, I suggest relocating to CIC.\I'm fine here.\Unacceptable!\What is His Majesty thinking?!\His own flesh and blood was killed!\Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination! response:	Yes, Milord!
context: Captain, I suggest relocating to CIC.\I'm fine here.\Unacceptable!\What is His Majesty thinking?!\His own flesh and blood was killed!\Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord! response:	I can... I can use this to speak to His Majesty!
context: I'm fine here.\Unacceptable!\What is His Majesty thinking?!\His own flesh and blood was killed!\Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord!\I can... I can use this to speak to His Majesty! response:	I'm back on-
context: Unacceptable!\What is His Majesty thinking?!\His own flesh and blood was killed!\Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord!\I can... I can use this to speak to His Majesty!\I'm back on- response:	Come! Let us pick up where we left off!
context: What is His Majesty thinking?!\His own flesh and blood was killed!\Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord!\I can... I can use this to speak to His Majesty!\I'm back on-\Come! Let us pick up where we left off! response:	Draw sword!
context: His own flesh and blood was killed!\Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord!\I can... I can use this to speak to His Majesty!\I'm back on-\Come! Let us pick up where we left off!\Draw sword! response:	Aldaniti Platoon, prepare for launch. Raising elevator 2.
context: Assemble a fact-finding mission.\As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord!\I can... I can use this to speak to His Majesty!\I'm back on-\Come! Let us pick up where we left off!\Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2. response:	All units, don't use HE rounds. Engage using AP rounds.
context: As per His Majesty's orders, we shall uncover the details of the Princess' assassination!\Yes, Milord!\I can... I can use this to speak to His Majesty!\I'm back on-\Come! Let us pick up where we left off!\Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds. response:	Bastard!
context: Yes, Milord!\I can... I can use this to speak to His Majesty!\I'm back on-\Come! Let us pick up where we left off!\Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds.\Bastard! response:	Wait!
context: I can... I can use this to speak to His Majesty!\I'm back on-\Come! Let us pick up where we left off!\Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds.\Bastard!\Wait! response:	He's using the bridge as a shield!
context: I'm back on-\Come! Let us pick up where we left off!\Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds.\Bastard!\Wait!\He's using the bridge as a shield! response:	Nao!
context: Come! Let us pick up where we left off!\Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds.\Bastard!\Wait!\He's using the bridge as a shield!\Nao! response:	Draw sword.
context: Draw sword!\Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds.\Bastard!\Wait!\He's using the bridge as a shield!\Nao!\Draw sword. response:	What are you doing? Come down from there!
context: Aldaniti Platoon, prepare for launch. Raising elevator 2.\All units, don't use HE rounds. Engage using AP rounds.\Bastard!\Wait!\He's using the bridge as a shield!\Nao!\Draw sword.\What are you doing? Come down from there! response:	I could say the same to you, Yuki. You're injured.
context: All units, don't use HE rounds. Engage using AP rounds.\Bastard!\Wait!\He's using the bridge as a shield!\Nao!\Draw sword.\What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured. response:	We're short on pilots!
context: Bastard!\Wait!\He's using the bridge as a shield!\Nao!\Draw sword.\What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured.\We're short on pilots! response:	Then it'll be just as good if I go out instead.
context: Wait!\He's using the bridge as a shield!\Nao!\Draw sword.\What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured.\We're short on pilots!\Then it'll be just as good if I go out instead. response:	Where are my pajamas?
context: He's using the bridge as a shield!\Nao!\Draw sword.\What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured.\We're short on pilots!\Then it'll be just as good if I go out instead.\Where are my pajamas? response:	The ones with the patches.
context: Nao!\Draw sword.\What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured.\We're short on pilots!\Then it'll be just as good if I go out instead.\Where are my pajamas?\The ones with the patches. response:	Majesty!
context: Draw sword.\What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured.\We're short on pilots!\Then it'll be just as good if I go out instead.\Where are my pajamas?\The ones with the patches.\Majesty! response:	Who are you?
context: What are you doing? Come down from there!\I could say the same to you, Yuki. You're injured.\We're short on pilots!\Then it'll be just as good if I go out instead.\Where are my pajamas?\The ones with the patches.\Majesty!\Who are you? response:	Slaine Troyard, Majesty.
context: I could say the same to you, Yuki. You're injured.\We're short on pilots!\Then it'll be just as good if I go out instead.\Where are my pajamas?\The ones with the patches.\Majesty!\Who are you?\Slaine Troyard, Majesty. response:	Slaine? Ah, it has been a long time.
context: We're short on pilots!\Then it'll be just as good if I go out instead.\Where are my pajamas?\The ones with the patches.\Majesty!\Who are you?\Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time. response:	It has, Majesty.
context: Then it'll be just as good if I go out instead.\Where are my pajamas?\The ones with the patches.\Majesty!\Who are you?\Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time.\It has, Majesty. response:	What is the purpose of this visit?
context: Where are my pajamas?\The ones with the patches.\Majesty!\Who are you?\Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time.\It has, Majesty.\What is the purpose of this visit? response:	There is a matter that I must inform you of, Majesty.
context: The ones with the patches.\Majesty!\Who are you?\Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time.\It has, Majesty.\What is the purpose of this visit?\There is a matter that I must inform you of, Majesty. response:	The truth is, Princess Asseylum is alive.
context: Majesty!\Who are you?\Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time.\It has, Majesty.\What is the purpose of this visit?\There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive. response:	I have seen her with my own two eyes.
context: Who are you?\Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time.\It has, Majesty.\What is the purpose of this visit?\There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes. response:	It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.
context: Slaine Troyard, Majesty.\Slaine? Ah, it has been a long time.\It has, Majesty.\What is the purpose of this visit?\There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth. response:	But their attempt failed,
