context: My name is Shinka Nibutani. response:	I am a Year Two student at Icho Private High School.
context: Takanashi said she found it among your notes the other day.\It's the Dark Flame Master's secondary form, right? Ghelzon...\Stop it! In all of my dark history, that is uniquely embarrassing!\Is it? Okay then...\Far-East Magical Napping Society - Summer Thereof\Why am I doing this?\Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan... response:	Ooh! Is this an omen of your transformation into Ghelzonianses?
context: It's the Dark Flame Master's secondary form, right? Ghelzon...\Stop it! In all of my dark history, that is uniquely embarrassing!\Is it? Okay then...\Far-East Magical Napping Society - Summer Thereof\Why am I doing this?\Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses? response:	Uh, no, I...
context: Stop it! In all of my dark history, that is uniquely embarrassing!\Is it? Okay then...\Far-East Magical Napping Society - Summer Thereof\Why am I doing this?\Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I... response:	Especially this evening.
context: Is it? Okay then...\Far-East Magical Napping Society - Summer Thereof\Why am I doing this?\Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I...\Especially this evening. response:	At twilight, my heart will pound like a hammer...
context: Far-East Magical Napping Society - Summer Thereof\Why am I doing this?\Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I...\Especially this evening.\At twilight, my heart will pound like a hammer... response:	Be still, my arm!
context: Why am I doing this?\Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I...\Especially this evening.\At twilight, my heart will pound like a hammer...\Be still, my arm! response:	Understood. Leave it to me.
context: Ooh, the Dark Flame Master has descended.\It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I...\Especially this evening.\At twilight, my heart will pound like a hammer...\Be still, my arm!\Understood. Leave it to me. response:	Not yet! It's too soon!
context: It would appear, that due to the urging of the Wicked Lord Shingan...\Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I...\Especially this evening.\At twilight, my heart will pound like a hammer...\Be still, my arm!\Understood. Leave it to me.\Not yet! It's too soon! response:	Dekomori will join you in battle!
context: Ooh! Is this an omen of your transformation into Ghelzonianses?\Uh, no, I...\Especially this evening.\At twilight, my heart will pound like a hammer...\Be still, my arm!\Understood. Leave it to me.\Not yet! It's too soon!\Dekomori will join you in battle! response:	Be destroyed, real.
context: Uh, no, I...\Especially this evening.\At twilight, my heart will pound like a hammer...\Be still, my arm!\Understood. Leave it to me.\Not yet! It's too soon!\Dekomori will join you in battle!\Be destroyed, real. response:	Blow up, synapses.
context: Especially this evening.\At twilight, my heart will pound like a hammer...\Be still, my arm!\Understood. Leave it to me.\Not yet! It's too soon!\Dekomori will join you in battle!\Be destroyed, real.\Blow up, synapses. response:	Banishment, This World!
context: At twilight, my heart will pound like a hammer...\Be still, my arm!\Understood. Leave it to me.\Not yet! It's too soon!\Dekomori will join you in battle!\Be destroyed, real.\Blow up, synapses.\Banishment, This World! response:	You came, Wicked Lord Shingan.
context: Be still, my arm!\Understood. Leave it to me.\Not yet! It's too soon!\Dekomori will join you in battle!\Be destroyed, real.\Blow up, synapses.\Banishment, This World!\You came, Wicked Lord Shingan. response:	Forgive me. I cannot seem to control myself.
context: Understood. Leave it to me.\Not yet! It's too soon!\Dekomori will join you in battle!\Be destroyed, real.\Blow up, synapses.\Banishment, This World!\You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself. response:	Is the Dark Flame Dragon...
context: Not yet! It's too soon!\Dekomori will join you in battle!\Be destroyed, real.\Blow up, synapses.\Banishment, This World!\You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon... response:	Avalon Smasher!
context: Dekomori will join you in battle!\Be destroyed, real.\Blow up, synapses.\Banishment, This World!\You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon...\Avalon Smasher! response:	Wait!
context: Be destroyed, real.\Blow up, synapses.\Banishment, This World!\You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon...\Avalon Smasher!\Wait! response:	Where is Dekomori?
context: Blow up, synapses.\Banishment, This World!\You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon...\Avalon Smasher!\Wait!\Where is Dekomori? response:	She vanished!
context: Banishment, This World!\You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon...\Avalon Smasher!\Wait!\Where is Dekomori?\She vanished! response:	Did she fall through the loophole of the parallel world?
context: You came, Wicked Lord Shingan.\Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon...\Avalon Smasher!\Wait!\Where is Dekomori?\She vanished!\Did she fall through the loophole of the parallel world? response:	She just kind of ran from the room...
context: Forgive me. I cannot seem to control myself.\Is the Dark Flame Dragon...\Avalon Smasher!\Wait!\Where is Dekomori?\She vanished!\Did she fall through the loophole of the parallel world?\She just kind of ran from the room... response:	This is bad!
context: Is the Dark Flame Dragon...\Avalon Smasher!\Wait!\Where is Dekomori?\She vanished!\Did she fall through the loophole of the parallel world?\She just kind of ran from the room...\This is bad! response:	Don't!
context: Avalon Smasher!\Wait!\Where is Dekomori?\She vanished!\Did she fall through the loophole of the parallel world?\She just kind of ran from the room...\This is bad!\Don't! response:	We must do something before the Dark Flame Dragon overtakes you!
context: Wait!\Where is Dekomori?\She vanished!\Did she fall through the loophole of the parallel world?\She just kind of ran from the room...\This is bad!\Don't!\We must do something before the Dark Flame Dragon overtakes you! response:	Avalon Smasher!
context: Where is Dekomori?\She vanished!\Did she fall through the loophole of the parallel world?\She just kind of ran from the room...\This is bad!\Don't!\We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher! response:	Wait! Wait!
context: She vanished!\Did she fall through the loophole of the parallel world?\She just kind of ran from the room...\This is bad!\Don't!\We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher!\Wait! Wait! response:	Yuta, hold still. This will require careful aim.
context: Did she fall through the loophole of the parallel world?\She just kind of ran from the room...\This is bad!\Don't!\We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher!\Wait! Wait!\Yuta, hold still. This will require careful aim. response:	I'll be going now.
context: She just kind of ran from the room...\This is bad!\Don't!\We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher!\Wait! Wait!\Yuta, hold still. This will require careful aim.\I'll be going now. response:	Her classroom is next.
context: This is bad!\Don't!\We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher!\Wait! Wait!\Yuta, hold still. This will require careful aim.\I'll be going now.\Her classroom is next. response:	I hope that Togashi is keeping her in check like I asked.
context: Don't!\We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher!\Wait! Wait!\Yuta, hold still. This will require careful aim.\I'll be going now.\Her classroom is next.\I hope that Togashi is keeping her in check like I asked. response:	Yes! She isn't here! Thank you, Togashi!
context: We must do something before the Dark Flame Dragon overtakes you!\Avalon Smasher!\Wait! Wait!\Yuta, hold still. This will require careful aim.\I'll be going now.\Her classroom is next.\I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi! response:	2-4 Shinka Nibutani
context: Avalon Smasher!\Wait! Wait!\Yuta, hold still. This will require careful aim.\I'll be going now.\Her classroom is next.\I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani response:	Pleased to meet you.
context: Wait! Wait!\Yuta, hold still. This will require careful aim.\I'll be going now.\Her classroom is next.\I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani\Pleased to meet you. response:	My name is Shinka Nibutani from Year Two...
context: Yuta, hold still. This will require careful aim.\I'll be going now.\Her classroom is next.\I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani\Pleased to meet you.\My name is Shinka Nibutani from Year Two... response:	I am here today to present my candidacy.
context: I'll be going now.\Her classroom is next.\I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani\Pleased to meet you.\My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy. response:	This really takes me back.
context: Her classroom is next.\I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani\Pleased to meet you.\My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy.\This really takes me back. response:	This was my classroom last year.
context: I hope that Togashi is keeping her in check like I asked.\Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani\Pleased to meet you.\My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy.\This really takes me back.\This was my classroom last year. response:	On the day of the entrance ceremony
context: Yes! She isn't here! Thank you, Togashi!\2-4 Shinka Nibutani\Pleased to meet you.\My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy.\This really takes me back.\This was my classroom last year.\On the day of the entrance ceremony response:	I actually came to this classroom by mistake.
context: 2-4 Shinka Nibutani\Pleased to meet you.\My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy.\This really takes me back.\This was my classroom last year.\On the day of the entrance ceremony\I actually came to this classroom by mistake. response:	Okay, the connection is made.
context: Pleased to meet you.\My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy.\This really takes me back.\This was my classroom last year.\On the day of the entrance ceremony\I actually came to this classroom by mistake.\Okay, the connection is made. response:	Now all I have to do is impress them with my dependability.
context: My name is Shinka Nibutani from Year Two...\I am here today to present my candidacy.\This really takes me back.\This was my classroom last year.\On the day of the entrance ceremony\I actually came to this classroom by mistake.\Okay, the connection is made.\Now all I have to do is impress them with my dependability. response:	Anyway, I can be a bit of a scatterbrain...
context: I am here today to present my candidacy.\This really takes me back.\This was my classroom last year.\On the day of the entrance ceremony\I actually came to this classroom by mistake.\Okay, the connection is made.\Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain... response:	U-um, well...
context: This really takes me back.\This was my classroom last year.\On the day of the entrance ceremony\I actually came to this classroom by mistake.\Okay, the connection is made.\Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain...\U-um, well... response:	Well, I love my school more than...
context: This was my classroom last year.\On the day of the entrance ceremony\I actually came to this classroom by mistake.\Okay, the connection is made.\Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain...\U-um, well...\Well, I love my school more than... response:	I hope for your honest vote...
context: On the day of the entrance ceremony\I actually came to this classroom by mistake.\Okay, the connection is made.\Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain...\U-um, well...\Well, I love my school more than...\I hope for your honest vote... response:	Ow!
context: I actually came to this classroom by mistake.\Okay, the connection is made.\Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain...\U-um, well...\Well, I love my school more than...\I hope for your honest vote...\Ow! response:	Your honest vote for Shinka Nibutani.
context: Okay, the connection is made.\Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain...\U-um, well...\Well, I love my school more than...\I hope for your honest vote...\Ow!\Your honest vote for Shinka Nibutani. response:	Thank you for...
context: Now all I have to do is impress them with my dependability.\Anyway, I can be a bit of a scatterbrain...\U-um, well...\Well, I love my school more than...\I hope for your honest vote...\Ow!\Your honest vote for Shinka Nibutani.\Thank you for... response:	Togashi!
context: Anyway, I can be a bit of a scatterbrain...\U-um, well...\Well, I love my school more than...\I hope for your honest vote...\Ow!\Your honest vote for Shinka Nibutani.\Thank you for...\Togashi! response:	You're blaming me?!
context: U-um, well...\Well, I love my school more than...\I hope for your honest vote...\Ow!\Your honest vote for Shinka Nibutani.\Thank you for...\Togashi!\You're blaming me?! response:	Of course I am!
context: Well, I love my school more than...\I hope for your honest vote...\Ow!\Your honest vote for Shinka Nibutani.\Thank you for...\Togashi!\You're blaming me?!\Of course I am! response:	To add insult to injury...
context: I hope for your honest vote...\Ow!\Your honest vote for Shinka Nibutani.\Thank you for...\Togashi!\You're blaming me?!\Of course I am!\To add insult to injury... response:	Watch what you say!
context: Ow!\Your honest vote for Shinka Nibutani.\Thank you for...\Togashi!\You're blaming me?!\Of course I am!\To add insult to injury...\Watch what you say! response:	Kumin-senpai, I wish you wouldn't leak incorrect information.
context: Your honest vote for Shinka Nibutani.\Thank you for...\Togashi!\You're blaming me?!\Of course I am!\To add insult to injury...\Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information. response:	But you were trying to summon the Dark Flame Dragon.
context: Thank you for...\Togashi!\You're blaming me?!\Of course I am!\To add insult to injury...\Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon. response:	Going Ooh! Aah! the whole time.
context: Togashi!\You're blaming me?!\Of course I am!\To add insult to injury...\Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time. response:	Enough of the impersonations.
context: You're blaming me?!\Of course I am!\To add insult to injury...\Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time.\Enough of the impersonations. response:	I will not allow an imposter to rule the campus!
context: Of course I am!\To add insult to injury...\Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time.\Enough of the impersonations.\I will not allow an imposter to rule the campus! response:	You guys are disturbing the other patrons.
context: To add insult to injury...\Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time.\Enough of the impersonations.\I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons. response:	Rikka, make Dekomori stop.
context: Watch what you say!\Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time.\Enough of the impersonations.\I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons.\Rikka, make Dekomori stop. response:	That was close.
context: Kumin-senpai, I wish you wouldn't leak incorrect information.\But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time.\Enough of the impersonations.\I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons.\Rikka, make Dekomori stop.\That was close. response:	Order yours without in the first place!
context: But you were trying to summon the Dark Flame Dragon.\Going Ooh! Aah! the whole time.\Enough of the impersonations.\I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons.\Rikka, make Dekomori stop.\That was close.\Order yours without in the first place! response:	Hero?
context: Going Ooh! Aah! the whole time.\Enough of the impersonations.\I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons.\Rikka, make Dekomori stop.\That was close.\Order yours without in the first place!\Hero? response:	Shichimiya!
context: Enough of the impersonations.\I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons.\Rikka, make Dekomori stop.\That was close.\Order yours without in the first place!\Hero?\Shichimiya! response:	Stop that!
context: I will not allow an imposter to rule the campus!\You guys are disturbing the other patrons.\Rikka, make Dekomori stop.\That was close.\Order yours without in the first place!\Hero?\Shichimiya!\Stop that! response:	Sorry, I couldn't help it.
context: You guys are disturbing the other patrons.\Rikka, make Dekomori stop.\That was close.\Order yours without in the first place!\Hero?\Shichimiya!\Stop that!\Sorry, I couldn't help it. response:	Shichimiya?
context: Rikka, make Dekomori stop.\That was close.\Order yours without in the first place!\Hero?\Shichimiya!\Stop that!\Sorry, I couldn't help it.\Shichimiya? response:	Sophia!
context: That was close.\Order yours without in the first place!\Hero?\Shichimiya!\Stop that!\Sorry, I couldn't help it.\Shichimiya?\Sophia! response:	Mori Summer! Long time no see!
context: Order yours without in the first place!\Hero?\Shichimiya!\Stop that!\Sorry, I couldn't help it.\Shichimiya?\Sophia!\Mori Summer! Long time no see! response:	You go to the same school as Hero.
context: Hero?\Shichimiya!\Stop that!\Sorry, I couldn't help it.\Shichimiya?\Sophia!\Mori Summer! Long time no see!\You go to the same school as Hero. response:	Are you 1,216 years old now?
context: Shichimiya!\Stop that!\Sorry, I couldn't help it.\Shichimiya?\Sophia!\Mori Summer! Long time no see!\You go to the same school as Hero.\Are you 1,216 years old now? response:	Are you the Devil?!
context: Stop that!\Sorry, I couldn't help it.\Shichimiya?\Sophia!\Mori Summer! Long time no see!\You go to the same school as Hero.\Are you 1,216 years old now?\Are you the Devil?! response:	W-w-who might you be?
context: Sorry, I couldn't help it.\Shichimiya?\Sophia!\Mori Summer! Long time no see!\You go to the same school as Hero.\Are you 1,216 years old now?\Are you the Devil?!\W-w-who might you be? response:	My name is Catherine Suzuki.
context: Shichimiya?\Sophia!\Mori Summer! Long time no see!\You go to the same school as Hero.\Are you 1,216 years old now?\Are you the Devil?!\W-w-who might you be?\My name is Catherine Suzuki. response:	You chose to be a half?!
context: Sophia!\Mori Summer! Long time no see!\You go to the same school as Hero.\Are you 1,216 years old now?\Are you the Devil?!\W-w-who might you be?\My name is Catherine Suzuki.\You chose to be a half?! response:	So you transferred to the middle school Nibutani was attending?
context: Mori Summer! Long time no see!\You go to the same school as Hero.\Are you 1,216 years old now?\Are you the Devil?!\W-w-who might you be?\My name is Catherine Suzuki.\You chose to be a half?!\So you transferred to the middle school Nibutani was attending? response:	Yeah. As a magician who has lived for 1,200 years,
context: You go to the same school as Hero.\Are you 1,216 years old now?\Are you the Devil?!\W-w-who might you be?\My name is Catherine Suzuki.\You chose to be a half?!\So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years, response:	Mori Summer fought in this world alongside the magical devil girl.
context: Are you 1,216 years old now?\Are you the Devil?!\W-w-who might you be?\My name is Catherine Suzuki.\You chose to be a half?!\So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl. response:	Don't worry.
context: Are you the Devil?!\W-w-who might you be?\My name is Catherine Suzuki.\You chose to be a half?!\So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl.\Don't worry. response:	As long as you abide by the teachings in the Mabinogion...
context: W-w-who might you be?\My name is Catherine Suzuki.\You chose to be a half?!\So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl.\Don't worry.\As long as you abide by the teachings in the Mabinogion... response:	Really?!
context: My name is Catherine Suzuki.\You chose to be a half?!\So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl.\Don't worry.\As long as you abide by the teachings in the Mabinogion...\Really?! response:	Yes, so you must pray.
context: You chose to be a half?!\So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl.\Don't worry.\As long as you abide by the teachings in the Mabinogion...\Really?!\Yes, so you must pray. response:	I made this crystal potion for you.
context: So you transferred to the middle school Nibutani was attending?\Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl.\Don't worry.\As long as you abide by the teachings in the Mabinogion...\Really?!\Yes, so you must pray.\I made this crystal potion for you. response:	Wow, thank you!
context: Yeah. As a magician who has lived for 1,200 years,\Mori Summer fought in this world alongside the magical devil girl.\Don't worry.\As long as you abide by the teachings in the Mabinogion...\Really?!\Yes, so you must pray.\I made this crystal potion for you.\Wow, thank you! response:	Sophia, I am sure the angel is nearby.
context: Mori Summer fought in this world alongside the magical devil girl.\Don't worry.\As long as you abide by the teachings in the Mabinogion...\Really?!\Yes, so you must pray.\I made this crystal potion for you.\Wow, thank you!\Sophia, I am sure the angel is nearby. response:	Yes!
context: Don't worry.\As long as you abide by the teachings in the Mabinogion...\Really?!\Yes, so you must pray.\I made this crystal potion for you.\Wow, thank you!\Sophia, I am sure the angel is nearby.\Yes! response:	Stop!
context: As long as you abide by the teachings in the Mabinogion...\Really?!\Yes, so you must pray.\I made this crystal potion for you.\Wow, thank you!\Sophia, I am sure the angel is nearby.\Yes!\Stop! response:	Stop it, Nibutani! The wall is innocent.
context: Really?!\Yes, so you must pray.\I made this crystal potion for you.\Wow, thank you!\Sophia, I am sure the angel is nearby.\Yes!\Stop!\Stop it, Nibutani! The wall is innocent. response:	I guess that means that you're really Mori Summer, Mori Summer.
context: Yes, so you must pray.\I made this crystal potion for you.\Wow, thank you!\Sophia, I am sure the angel is nearby.\Yes!\Stop!\Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer. response:	Be wary, Kumin.
context: I made this crystal potion for you.\Wow, thank you!\Sophia, I am sure the angel is nearby.\Yes!\Stop!\Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin. response:	The magical devil girl has been known to use illusion.
context: Wow, thank you!\Sophia, I am sure the angel is nearby.\Yes!\Stop!\Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin.\The magical devil girl has been known to use illusion. response:	Exactly! She couldn't possibly be the true one.
context: Sophia, I am sure the angel is nearby.\Yes!\Stop!\Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin.\The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one. response:	What? But Mori Summer is 100 Mori Summer.
context: Yes!\Stop!\Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin.\The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer. response:	I declare it to be so on Satan's name. Look!
context: Stop!\Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin.\The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look! response:	Would you look at that!
context: Stop it, Nibutani! The wall is innocent.\I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin.\The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look!\Would you look at that! response:	Stop it!
context: I guess that means that you're really Mori Summer, Mori Summer.\Be wary, Kumin.\The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look!\Would you look at that!\Stop it! response:	Are you really still doing that stuff at your age?
context: Be wary, Kumin.\The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look!\Would you look at that!\Stop it!\Are you really still doing that stuff at your age? response:	Grow out of it already.
context: The magical devil girl has been known to use illusion.\Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look!\Would you look at that!\Stop it!\Are you really still doing that stuff at your age?\Grow out of it already. response:	The magical devil girl is eternal!
context: Exactly! She couldn't possibly be the true one.\What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look!\Would you look at that!\Stop it!\Are you really still doing that stuff at your age?\Grow out of it already.\The magical devil girl is eternal! response:	The words Grow out of it are not in my dictionary!
context: What? But Mori Summer is 100 Mori Summer.\I declare it to be so on Satan's name. Look!\Would you look at that!\Stop it!\Are you really still doing that stuff at your age?\Grow out of it already.\The magical devil girl is eternal!\The words Grow out of it are not in my dictionary! response:	It's really her?
context: I declare it to be so on Satan's name. Look!\Would you look at that!\Stop it!\Are you really still doing that stuff at your age?\Grow out of it already.\The magical devil girl is eternal!\The words Grow out of it are not in my dictionary!\It's really her? response:	No, this isn't enough to determine her legitimacy.
context: Would you look at that!\Stop it!\Are you really still doing that stuff at your age?\Grow out of it already.\The magical devil girl is eternal!\The words Grow out of it are not in my dictionary!\It's really her?\No, this isn't enough to determine her legitimacy. response:	Mori Summer is far more noble...
context: Stop it!\Are you really still doing that stuff at your age?\Grow out of it already.\The magical devil girl is eternal!\The words Grow out of it are not in my dictionary!\It's really her?\No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble... response:	Th-this hand accessory.
context: Are you really still doing that stuff at your age?\Grow out of it already.\The magical devil girl is eternal!\The words Grow out of it are not in my dictionary!\It's really her?\No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble...\Th-this hand accessory. response:	It's the same!
context: Grow out of it already.\The magical devil girl is eternal!\The words Grow out of it are not in my dictionary!\It's really her?\No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble...\Th-this hand accessory.\It's the same! response:	The multicolored gemstones are unmistakable.
context: The magical devil girl is eternal!\The words Grow out of it are not in my dictionary!\It's really her?\No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble...\Th-this hand accessory.\It's the same!\The multicolored gemstones are unmistakable. response:	Which means...
context: The words Grow out of it are not in my dictionary!\It's really her?\No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble...\Th-this hand accessory.\It's the same!\The multicolored gemstones are unmistakable.\Which means... response:	Huh?
context: It's really her?\No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble...\Th-this hand accessory.\It's the same!\The multicolored gemstones are unmistakable.\Which means...\Huh? response:	My name is Sanae Dekomori.
context: No, this isn't enough to determine her legitimacy.\Mori Summer is far more noble...\Th-this hand accessory.\It's the same!\The multicolored gemstones are unmistakable.\Which means...\Huh?\My name is Sanae Dekomori. response:	I am a Year One student at Icho Private High School.
context: Mori Summer is far more noble...\Th-this hand accessory.\It's the same!\The multicolored gemstones are unmistakable.\Which means...\Huh?\My name is Sanae Dekomori.\I am a Year One student at Icho Private High School. response:	In this world, I am 15 years and 8 months old.
context: Th-this hand accessory.\It's the same!\The multicolored gemstones are unmistakable.\Which means...\Huh?\My name is Sanae Dekomori.\I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old. response:	Morning, Deko!
context: It's the same!\The multicolored gemstones are unmistakable.\Which means...\Huh?\My name is Sanae Dekomori.\I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old.\Morning, Deko! response:	Oh, good morning!
context: The multicolored gemstones are unmistakable.\Which means...\Huh?\My name is Sanae Dekomori.\I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old.\Morning, Deko!\Oh, good morning! response:	We start out with Phys Ed.
context: Which means...\Huh?\My name is Sanae Dekomori.\I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old.\Morning, Deko!\Oh, good morning!\We start out with Phys Ed. response:	Yes. Mornings are difficult due to lowered magical power.
context: Huh?\My name is Sanae Dekomori.\I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old.\Morning, Deko!\Oh, good morning!\We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power. response:	I have been proactive in the battle
context: My name is Sanae Dekomori.\I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old.\Morning, Deko!\Oh, good morning!\We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle response:	in the parallel world as my master's servant...
context: I am a Year One student at Icho Private High School.\In this world, I am 15 years and 8 months old.\Morning, Deko!\Oh, good morning!\We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle\in the parallel world as my master's servant... response:	Magic?
