context: Modern Shogi Famous Matches Chosen by Shogi Players response:	So bright...
context: Okay.\I don't want to lose.\I don't want to lose either.\Calm down. Take deep breaths.\Expand your field of vision.\As long as I keep my composure, this board should be in my favor.\Calm down and keep playing.\SHOGI HALL response:	The game continued until evening.
context: I don't want to lose.\I don't want to lose either.\Calm down. Take deep breaths.\Expand your field of vision.\As long as I keep my composure, this board should be in my favor.\Calm down and keep playing.\SHOGI HALL\The game continued until evening. response:	I continued to shake off Harunobu's tenacious attacks.
context: I don't want to lose either.\Calm down. Take deep breaths.\Expand your field of vision.\As long as I keep my composure, this board should be in my favor.\Calm down and keep playing.\SHOGI HALL\The game continued until evening.\I continued to shake off Harunobu's tenacious attacks. response:	And then...
context: Calm down. Take deep breaths.\Expand your field of vision.\As long as I keep my composure, this board should be in my favor.\Calm down and keep playing.\SHOGI HALL\The game continued until evening.\I continued to shake off Harunobu's tenacious attacks.\And then... response:	I don't have a move. I lost.
context: Expand your field of vision.\As long as I keep my composure, this board should be in my favor.\Calm down and keep playing.\SHOGI HALL\The game continued until evening.\I continued to shake off Harunobu's tenacious attacks.\And then...\I don't have a move. I lost. response:	Oh, that's right. This face...
context: As long as I keep my composure, this board should be in my favor.\Calm down and keep playing.\SHOGI HALL\The game continued until evening.\I continued to shake off Harunobu's tenacious attacks.\And then...\I don't have a move. I lost.\Oh, that's right. This face... response:	It's the same face.
context: Calm down and keep playing.\SHOGI HALL\The game continued until evening.\I continued to shake off Harunobu's tenacious attacks.\And then...\I don't have a move. I lost.\Oh, that's right. This face...\It's the same face. response:	It hasn't changed at all since we were kids.
context: SHOGI HALL\The game continued until evening.\I continued to shake off Harunobu's tenacious attacks.\And then...\I don't have a move. I lost.\Oh, that's right. This face...\It's the same face.\It hasn't changed at all since we were kids. response:	Nikaidou...
context: The game continued until evening.\I continued to shake off Harunobu's tenacious attacks.\And then...\I don't have a move. I lost.\Oh, that's right. This face...\It's the same face.\It hasn't changed at all since we were kids.\Nikaidou... response:	Master Harunobu.
context: I continued to shake off Harunobu's tenacious attacks.\And then...\I don't have a move. I lost.\Oh, that's right. This face...\It's the same face.\It hasn't changed at all since we were kids.\Nikaidou...\Master Harunobu. response:	Hanaoka?
context: And then...\I don't have a move. I lost.\Oh, that's right. This face...\It's the same face.\It hasn't changed at all since we were kids.\Nikaidou...\Master Harunobu.\Hanaoka? response:	SOUVENIR
context: I don't have a move. I lost.\Oh, that's right. This face...\It's the same face.\It hasn't changed at all since we were kids.\Nikaidou...\Master Harunobu.\Hanaoka?\SOUVENIR response:	What about your vacation? What happened to traveling around the world?
context: Oh, that's right. This face...\It's the same face.\It hasn't changed at all since we were kids.\Nikaidou...\Master Harunobu.\Hanaoka?\SOUVENIR\What about your vacation? What happened to traveling around the world? response:	I thought you weren't coming back for 80 days.
context: It's the same face.\It hasn't changed at all since we were kids.\Nikaidou...\Master Harunobu.\Hanaoka?\SOUVENIR\What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days. response:	I had your mother take my place.
context: It hasn't changed at all since we were kids.\Nikaidou...\Master Harunobu.\Hanaoka?\SOUVENIR\What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days.\I had your mother take my place. response:	Thank you, Hanaoka! Are you sure it's okay?
context: Nikaidou...\Master Harunobu.\Hanaoka?\SOUVENIR\What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days.\I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay? response:	Ten days were plenty for me, and it was a very satisfying trip.
context: Master Harunobu.\Hanaoka?\SOUVENIR\What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days.\I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip. response:	I'll be going, then!
context: Hanaoka?\SOUVENIR\What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days.\I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then! response:	To be honest, being separated from you made me worry a lot, Master Harunobu.
context: SOUVENIR\What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days.\I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu. response:	I was in danger of having an irregular heartbeat.
context: What about your vacation? What happened to traveling around the world?\I thought you weren't coming back for 80 days.\I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat. response:	*Didn't refresh at all
context: I thought you weren't coming back for 80 days.\I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat.\*Didn't refresh at all response:	You haven't gone to the hospital yet, right?
context: I had your mother take my place.\Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat.\*Didn't refresh at all\You haven't gone to the hospital yet, right? response:	Let's go see Dr. Morikawa right now.
context: Thank you, Hanaoka! Are you sure it's okay?\Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat.\*Didn't refresh at all\You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now. response:	I've already called him.
context: Ten days were plenty for me, and it was a very satisfying trip.\I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat.\*Didn't refresh at all\You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now.\I've already called him. response:	Are you in pain, Master Harunobu?
context: I'll be going, then!\To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat.\*Didn't refresh at all\You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now.\I've already called him.\Are you in pain, Master Harunobu? response:	Your kidneys aren't functioning well again, are they?
context: To be honest, being separated from you made me worry a lot, Master Harunobu.\I was in danger of having an irregular heartbeat.\*Didn't refresh at all\You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now.\I've already called him.\Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they? response:	I'm sorry.
context: I was in danger of having an irregular heartbeat.\*Didn't refresh at all\You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now.\I've already called him.\Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they?\I'm sorry. response:	No, I'm sorry. While I was gone, you probably weren't eating well.
context: *Didn't refresh at all\You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now.\I've already called him.\Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they?\I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well. response:	I'm sorry, Hanaoka.
context: You haven't gone to the hospital yet, right?\Let's go see Dr. Morikawa right now.\I've already called him.\Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they?\I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka. response:	It's all right. I understand.
context: Let's go see Dr. Morikawa right now.\I've already called him.\Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they?\I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka.\It's all right. I understand. response:	Subsisting on hospital food alone builds up stress.
context: I've already called him.\Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they?\I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka.\It's all right. I understand.\Subsisting on hospital food alone builds up stress. response:	And it's been this way since you were a child.
context: Are you in pain, Master Harunobu?\Your kidneys aren't functioning well again, are they?\I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka.\It's all right. I understand.\Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child. response:	I've seen how hard it's been for you all of these years.
context: Your kidneys aren't functioning well again, are they?\I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka.\It's all right. I understand.\Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child.\I've seen how hard it's been for you all of these years. response:	But it's all right, I'm here for you now.
context: I'm sorry.\No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka.\It's all right. I understand.\Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child.\I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now. response:	Let's take our time and get your health back.
context: No, I'm sorry. While I was gone, you probably weren't eating well.\I'm sorry, Hanaoka.\It's all right. I understand.\Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child.\I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now.\Let's take our time and get your health back. response:	And with Mr. Kiriyama...
context: I'm sorry, Hanaoka.\It's all right. I understand.\Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child.\I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now.\Let's take our time and get your health back.\And with Mr. Kiriyama... response:	I lost.
context: It's all right. I understand.\Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child.\I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now.\Let's take our time and get your health back.\And with Mr. Kiriyama...\I lost. response:	He was strong.
context: Subsisting on hospital food alone builds up stress.\And it's been this way since you were a child.\I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now.\Let's take our time and get your health back.\And with Mr. Kiriyama...\I lost.\He was strong. response:	I didn't know how strong he'd gotten.
context: And it's been this way since you were a child.\I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now.\Let's take our time and get your health back.\And with Mr. Kiriyama...\I lost.\He was strong.\I didn't know how strong he'd gotten. response:	But...
context: I've seen how hard it's been for you all of these years.\But it's all right, I'm here for you now.\Let's take our time and get your health back.\And with Mr. Kiriyama...\I lost.\He was strong.\I didn't know how strong he'd gotten.\But... response:	Yes.
context: But it's all right, I'm here for you now.\Let's take our time and get your health back.\And with Mr. Kiriyama...\I lost.\He was strong.\I didn't know how strong he'd gotten.\But...\Yes. response:	Of course, Master Harunobu.
context: Let's take our time and get your health back.\And with Mr. Kiriyama...\I lost.\He was strong.\I didn't know how strong he'd gotten.\But...\Yes.\Of course, Master Harunobu. response:	Harunobu
context: And with Mr. Kiriyama...\I lost.\He was strong.\I didn't know how strong he'd gotten.\But...\Yes.\Of course, Master Harunobu.\Harunobu response:	Beyond the Night Sky
context: I lost.\He was strong.\I didn't know how strong he'd gotten.\But...\Yes.\Of course, Master Harunobu.\Harunobu\Beyond the Night Sky response:	After my game with Nikaidou, I went to their house as promised.
context: He was strong.\I didn't know how strong he'd gotten.\But...\Yes.\Of course, Master Harunobu.\Harunobu\Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised. response:	Come over again after your match is over.
context: I didn't know how strong he'd gotten.\But...\Yes.\Of course, Master Harunobu.\Harunobu\Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over. response:	That's the last day of Obon, so I'll make plenty of food.
context: But...\Yes.\Of course, Master Harunobu.\Harunobu\Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food. response:	Good evening. It's Kiriyama.
context: Yes.\Of course, Master Harunobu.\Harunobu\Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama. response:	It's late. I bet you're tired.
context: Of course, Master Harunobu.\Harunobu\Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama.\It's late. I bet you're tired. response:	You must be hungry. Come in.
context: Harunobu\Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama.\It's late. I bet you're tired.\You must be hungry. Come in. response:	Sorry it took so long.
context: Beyond the Night Sky\After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama.\It's late. I bet you're tired.\You must be hungry. Come in.\Sorry it took so long. response:	Look, Momo. Rei is here.
context: After my game with Nikaidou, I went to their house as promised.\Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama.\It's late. I bet you're tired.\You must be hungry. Come in.\Sorry it took so long.\Look, Momo. Rei is here. response:	I brought pudding.
context: Come over again after your match is over.\That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama.\It's late. I bet you're tired.\You must be hungry. Come in.\Sorry it took so long.\Look, Momo. Rei is here.\I brought pudding. response:	Well, here you go.
context: That's the last day of Obon, so I'll make plenty of food.\Good evening. It's Kiriyama.\It's late. I bet you're tired.\You must be hungry. Come in.\Sorry it took so long.\Look, Momo. Rei is here.\I brought pudding.\Well, here you go. response:	I knew you'd be late, so I plated them separately for you, Kiriyama.
context: Good evening. It's Kiriyama.\It's late. I bet you're tired.\You must be hungry. Come in.\Sorry it took so long.\Look, Momo. Rei is here.\I brought pudding.\Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama. response:	Downtown Specialty Various Foods Triathlon
context: It's late. I bet you're tired.\You must be hungry. Come in.\Sorry it took so long.\Look, Momo. Rei is here.\I brought pudding.\Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon response:	Thank you.
context: You must be hungry. Come in.\Sorry it took so long.\Look, Momo. Rei is here.\I brought pudding.\Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon\Thank you. response:	And I know you have a small appetite, so I put them in small portions.
context: Sorry it took so long.\Look, Momo. Rei is here.\I brought pudding.\Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon\Thank you.\And I know you have a small appetite, so I put them in small portions. response:	It all looks delicious. But I wonder if I can eat everything.
context: Look, Momo. Rei is here.\I brought pudding.\Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon\Thank you.\And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything. response:	And this is for Grandma and Mom.
context: I brought pudding.\Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon\Thank you.\And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom. response:	I plated them using Momo's doll set.
context: Well, here you go.\I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon\Thank you.\And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom.\I plated them using Momo's doll set. response:	TINY...
context: I knew you'd be late, so I plated them separately for you, Kiriyama.\Downtown Specialty Various Foods Triathlon\Thank you.\And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom.\I plated them using Momo's doll set.\TINY... response:	- What's that? What's that? - I want it, I want it, I want it!
context: Downtown Specialty Various Foods Triathlon\Thank you.\And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom.\I plated them using Momo's doll set.\TINY...\- What's that? What's that? - I want it, I want it, I want it! response:	GLARE GLARE GLARE GLARE
context: Thank you.\And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom.\I plated them using Momo's doll set.\TINY...\- What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE response:	It's so little...
context: And I know you have a small appetite, so I put them in small portions.\It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom.\I plated them using Momo's doll set.\TINY...\- What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE\It's so little... response:	I guess two beers is too much for me.
context: It all looks delicious. But I wonder if I can eat everything.\And this is for Grandma and Mom.\I plated them using Momo's doll set.\TINY...\- What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE\It's so little...\I guess two beers is too much for me. response:	Ooph...
context: And this is for Grandma and Mom.\I plated them using Momo's doll set.\TINY...\- What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE\It's so little...\I guess two beers is too much for me.\Ooph... response:	You can't sleep yet, Grandpa. We have to light the ceremonial fire.
context: I plated them using Momo's doll set.\TINY...\- What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE\It's so little...\I guess two beers is too much for me.\Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire. response:	Already after nine? You're right.
context: TINY...\- What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE\It's so little...\I guess two beers is too much for me.\Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right. response:	If it's too late, Grandma and your mom will have a hard time getting back.
context: - What's that? What's that? - I want it, I want it, I want it!\GLARE GLARE GLARE GLARE\It's so little...\I guess two beers is too much for me.\Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back. response:	The other day, you lit the fire in the evening.
context: GLARE GLARE GLARE GLARE\It's so little...\I guess two beers is too much for me.\Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening. response:	We light that around dusk as if to say, Hurry home. We're all waiting for you.
context: It's so little...\I guess two beers is too much for me.\Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you. response:	But when they go back,
context: I guess two beers is too much for me.\Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back, response:	we light the fire after dinner, saying, We want you to stay as long as possible.
context: Ooph...\You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible. response:	And when they come home, we put out cucumber horses so they can get here faster.
context: You can't sleep yet, Grandpa. We have to light the ceremonial fire.\Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster. response:	But when they leave, we put out oxen made from eggplants
context: Already after nine? You're right.\If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants response:	so they can make a slow, safe return, laden with the gifts we've given them.
context: If it's too late, Grandma and your mom will have a hard time getting back.\The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them. response:	Well, shall we see them off?
context: The other day, you lit the fire in the evening.\We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off? response:	They were all smiling as usual,
context: We light that around dusk as if to say, Hurry home. We're all waiting for you.\But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off?\They were all smiling as usual, response:	but somehow a certain solemness permeated the mood.
context: But when they go back,\we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off?\They were all smiling as usual,\but somehow a certain solemness permeated the mood. response:	Seeing how they prepared horses and oxen...
context: we light the fire after dinner, saying, We want you to stay as long as possible.\And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off?\They were all smiling as usual,\but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen... response:	Made a special feast...
context: And when they come home, we put out cucumber horses so they can get here faster.\But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off?\They were all smiling as usual,\but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen...\Made a special feast... response:	Worrying with everyone about welcoming and sending off
context: But when they leave, we put out oxen made from eggplants\so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off?\They were all smiling as usual,\but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen...\Made a special feast...\Worrying with everyone about welcoming and sending off response:	the people who are no longer with us...
context: so they can make a slow, safe return, laden with the gifts we've given them.\Well, shall we see them off?\They were all smiling as usual,\but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen...\Made a special feast...\Worrying with everyone about welcoming and sending off\the people who are no longer with us... response:	It just made me think of a sad ceremony that only brings back painful memories.
context: Well, shall we see them off?\They were all smiling as usual,\but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen...\Made a special feast...\Worrying with everyone about welcoming and sending off\the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories. response:	Well, shall we go inside?
context: They were all smiling as usual,\but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen...\Made a special feast...\Worrying with everyone about welcoming and sending off\the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside? response:	Momo, let's take a bath and go to bed.
context: but somehow a certain solemness permeated the mood.\Seeing how they prepared horses and oxen...\Made a special feast...\Worrying with everyone about welcoming and sending off\the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside?\Momo, let's take a bath and go to bed. response:	I'm gonna go to the convenience store.
context: Seeing how they prepared horses and oxen...\Made a special feast...\Worrying with everyone about welcoming and sending off\the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside?\Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store. response:	Hina? Now?
context: Made a special feast...\Worrying with everyone about welcoming and sending off\the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside?\Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store.\Hina? Now? response:	What are you going to buy?
context: Worrying with everyone about welcoming and sending off\the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside?\Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store.\Hina? Now?\What are you going to buy? response:	Um, manga. I forgot a new issue is out.
context: the people who are no longer with us...\It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside?\Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store.\Hina? Now?\What are you going to buy?\Um, manga. I forgot a new issue is out. response:	Go with her, kid.
context: It just made me think of a sad ceremony that only brings back painful memories.\Well, shall we go inside?\Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store.\Hina? Now?\What are you going to buy?\Um, manga. I forgot a new issue is out.\Go with her, kid. response:	Just get going.
context: Well, shall we go inside?\Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store.\Hina? Now?\What are you going to buy?\Um, manga. I forgot a new issue is out.\Go with her, kid.\Just get going. response:	Okay.
context: Momo, let's take a bath and go to bed.\I'm gonna go to the convenience store.\Hina? Now?\What are you going to buy?\Um, manga. I forgot a new issue is out.\Go with her, kid.\Just get going.\Okay. response:	She's walking fast.
context: I'm gonna go to the convenience store.\Hina? Now?\What are you going to buy?\Um, manga. I forgot a new issue is out.\Go with her, kid.\Just get going.\Okay.\She's walking fast. response:	Where's she going? The convenience store isn't that way.
context: Hina? Now?\What are you going to buy?\Um, manga. I forgot a new issue is out.\Go with her, kid.\Just get going.\Okay.\She's walking fast.\Where's she going? The convenience store isn't that way. response:	Hina...
context: What are you going to buy?\Um, manga. I forgot a new issue is out.\Go with her, kid.\Just get going.\Okay.\She's walking fast.\Where's she going? The convenience store isn't that way.\Hina... response:	There she is.
context: Um, manga. I forgot a new issue is out.\Go with her, kid.\Just get going.\Okay.\She's walking fast.\Where's she going? The convenience store isn't that way.\Hina...\There she is. response:	Mom!
context: Go with her, kid.\Just get going.\Okay.\She's walking fast.\Where's she going? The convenience store isn't that way.\Hina...\There she is.\Mom! response:	Mom!
context: Just get going.\Okay.\She's walking fast.\Where's she going? The convenience store isn't that way.\Hina...\There she is.\Mom!\Mom! response:	Mom!
context: Okay.\She's walking fast.\Where's she going? The convenience store isn't that way.\Hina...\There she is.\Mom!\Mom!\Mom! response:	Mom!
context: She's walking fast.\Where's she going? The convenience store isn't that way.\Hina...\There she is.\Mom!\Mom!\Mom!\Mom! response:	I couldn't call out to her.
context: Where's she going? The convenience store isn't that way.\Hina...\There she is.\Mom!\Mom!\Mom!\Mom!\I couldn't call out to her. response:	Her voice caused a lump in my throat.
context: Hina...\There she is.\Mom!\Mom!\Mom!\Mom!\I couldn't call out to her.\Her voice caused a lump in my throat. response:	I'm sure she was holding it in when she was with the others.
context: There she is.\Mom!\Mom!\Mom!\Mom!\I couldn't call out to her.\Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others. response:	Kiriyama...
context: Mom!\Mom!\Mom!\Mom!\I couldn't call out to her.\Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others.\Kiriyama... response:	I'm sorry...
context: Mom!\Mom!\Mom!\I couldn't call out to her.\Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others.\Kiriyama...\I'm sorry... response:	I-I'll go back in a minute...
context: Mom!\Mom!\I couldn't call out to her.\Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others.\Kiriyama...\I'm sorry...\I-I'll go back in a minute... response:	As I listened to her sobbing,
context: Mom!\I couldn't call out to her.\Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others.\Kiriyama...\I'm sorry...\I-I'll go back in a minute...\As I listened to her sobbing, response:	the doubts I had shut away began to seep into my heart like ink.
context: I couldn't call out to her.\Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others.\Kiriyama...\I'm sorry...\I-I'll go back in a minute...\As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink. response:	That's okay. It's okay.
context: Her voice caused a lump in my throat.\I'm sure she was holding it in when she was with the others.\Kiriyama...\I'm sorry...\I-I'll go back in a minute...\As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay. response:	Let's stay here a little longer.
