context: And we broke response:	Everything that was right
context: Well then, why don't you ever try to run away from the lightning?\Aren't you scared?\I am.\But I like it.\It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you. response:	That doesn't matter.
context: Aren't you scared?\I am.\But I like it.\It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you.\That doesn't matter. response:	It would have been better if I'd never been born anyway.
context: I am.\But I like it.\It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you.\That doesn't matter.\It would have been better if I'd never been born anyway. response:	Did you find it?
context: But I like it.\It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you.\That doesn't matter.\It would have been better if I'd never been born anyway.\Did you find it? response:	It's nowhere to be found...
context: It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you.\That doesn't matter.\It would have been better if I'd never been born anyway.\Did you find it?\It's nowhere to be found... response:	I must have been careless and thrown it away somehow.
context: Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you.\That doesn't matter.\It would have been better if I'd never been born anyway.\Did you find it?\It's nowhere to be found...\I must have been careless and thrown it away somehow. response:	There are other means.
context: But the lightning does. It always comes right for me.\Still, you can't predict the time when it might kill you.\That doesn't matter.\It would have been better if I'd never been born anyway.\Did you find it?\It's nowhere to be found...\I must have been careless and thrown it away somehow.\There are other means. response:	We can even open him up to remove it.
context: Still, you can't predict the time when it might kill you.\That doesn't matter.\It would have been better if I'd never been born anyway.\Did you find it?\It's nowhere to be found...\I must have been careless and thrown it away somehow.\There are other means.\We can even open him up to remove it. response:	However, I'm not certain your son will allow us to do that.
context: That doesn't matter.\It would have been better if I'd never been born anyway.\Did you find it?\It's nowhere to be found...\I must have been careless and thrown it away somehow.\There are other means.\We can even open him up to remove it.\However, I'm not certain your son will allow us to do that. response:	It's because he's angry at his mother... for being this way.
context: It would have been better if I'd never been born anyway.\Did you find it?\It's nowhere to be found...\I must have been careless and thrown it away somehow.\There are other means.\We can even open him up to remove it.\However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way. response:	That's why he has lightning strike right in front of me...
context: Did you find it?\It's nowhere to be found...\I must have been careless and thrown it away somehow.\There are other means.\We can even open him up to remove it.\However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me... response:	He is punishing me.
context: It's nowhere to be found...\I must have been careless and thrown it away somehow.\There are other means.\We can even open him up to remove it.\However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me...\He is punishing me. response:	And why shouldn't he?
context: I must have been careless and thrown it away somehow.\There are other means.\We can even open him up to remove it.\However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me...\He is punishing me.\And why shouldn't he? response:	I'm his mother,
context: There are other means.\We can even open him up to remove it.\However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me...\He is punishing me.\And why shouldn't he?\I'm his mother, response:	and yet I haven't shown him any real affection.
context: We can even open him up to remove it.\However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me...\He is punishing me.\And why shouldn't he?\I'm his mother,\and yet I haven't shown him any real affection. response:	Still,
context: However, I'm not certain your son will allow us to do that.\It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me...\He is punishing me.\And why shouldn't he?\I'm his mother,\and yet I haven't shown him any real affection.\Still, response:	I just don't know how
context: It's because he's angry at his mother... for being this way.\That's why he has lightning strike right in front of me...\He is punishing me.\And why shouldn't he?\I'm his mother,\and yet I haven't shown him any real affection.\Still,\I just don't know how response:	to love him.
context: That's why he has lightning strike right in front of me...\He is punishing me.\And why shouldn't he?\I'm his mother,\and yet I haven't shown him any real affection.\Still,\I just don't know how\to love him. response:	I wonder what's going on here.
context: He is punishing me.\And why shouldn't he?\I'm his mother,\and yet I haven't shown him any real affection.\Still,\I just don't know how\to love him.\I wonder what's going on here. response:	He is punishing me.
context: And why shouldn't he?\I'm his mother,\and yet I haven't shown him any real affection.\Still,\I just don't know how\to love him.\I wonder what's going on here.\He is punishing me. response:	Is that really what he's doing?
context: I'm his mother,\and yet I haven't shown him any real affection.\Still,\I just don't know how\to love him.\I wonder what's going on here.\He is punishing me.\Is that really what he's doing? response:	Is that really why he sits up there, on that tree, and calls lightning down to himself?
context: and yet I haven't shown him any real affection.\Still,\I just don't know how\to love him.\I wonder what's going on here.\He is punishing me.\Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself? response:	Hey, buddy!
context: Still,\I just don't know how\to love him.\I wonder what's going on here.\He is punishing me.\Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy! response:	You should stay away from that tree!
context: I just don't know how\to love him.\I wonder what's going on here.\He is punishing me.\Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy!\You should stay away from that tree! response:	It attracts lightning!
context: to love him.\I wonder what's going on here.\He is punishing me.\Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy!\You should stay away from that tree!\It attracts lightning! response:	Huh?
context: I wonder what's going on here.\He is punishing me.\Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy!\You should stay away from that tree!\It attracts lightning!\Huh? response:	Oh, right.
context: He is punishing me.\Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy!\You should stay away from that tree!\It attracts lightning!\Huh?\Oh, right. response:	But it's sunny, so it should be fine, don't you think?
context: Is that really what he's doing?\Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy!\You should stay away from that tree!\It attracts lightning!\Huh?\Oh, right.\But it's sunny, so it should be fine, don't you think? response:	The clouds are already forming, though.
context: Is that really why he sits up there, on that tree, and calls lightning down to himself?\Hey, buddy!\You should stay away from that tree!\It attracts lightning!\Huh?\Oh, right.\But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though. response:	Clouds around here get huge in no time.
context: Hey, buddy!\You should stay away from that tree!\It attracts lightning!\Huh?\Oh, right.\But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though.\Clouds around here get huge in no time. response:	So just be careful.
context: You should stay away from that tree!\It attracts lightning!\Huh?\Oh, right.\But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though.\Clouds around here get huge in no time.\So just be careful. response:	Hey, let's get going.
context: It attracts lightning!\Huh?\Oh, right.\But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though.\Clouds around here get huge in no time.\So just be careful.\Hey, let's get going. response:	Right.
context: Huh?\Oh, right.\But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though.\Clouds around here get huge in no time.\So just be careful.\Hey, let's get going.\Right. response:	Knock on wood.
context: Oh, right.\But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though.\Clouds around here get huge in no time.\So just be careful.\Hey, let's get going.\Right.\Knock on wood. response:	This is...
context: But it's sunny, so it should be fine, don't you think?\The clouds are already forming, though.\Clouds around here get huge in no time.\So just be careful.\Hey, let's get going.\Right.\Knock on wood.\This is... response:	Have you ever asked him why he waits for the lightning
context: The clouds are already forming, though.\Clouds around here get huge in no time.\So just be careful.\Hey, let's get going.\Right.\Knock on wood.\This is...\Have you ever asked him why he waits for the lightning response:	specifically on top of that tree?
context: Clouds around here get huge in no time.\So just be careful.\Hey, let's get going.\Right.\Knock on wood.\This is...\Have you ever asked him why he waits for the lightning\specifically on top of that tree? response:	I already know the answer.
context: So just be careful.\Hey, let's get going.\Right.\Knock on wood.\This is...\Have you ever asked him why he waits for the lightning\specifically on top of that tree?\I already know the answer. response:	There's another possible explanation.
context: Hey, let's get going.\Right.\Knock on wood.\This is...\Have you ever asked him why he waits for the lightning\specifically on top of that tree?\I already know the answer.\There's another possible explanation. response:	That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.
context: Right.\Knock on wood.\This is...\Have you ever asked him why he waits for the lightning\specifically on top of that tree?\I already know the answer.\There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him. response:	It is also relatively far from your home,
context: Knock on wood.\This is...\Have you ever asked him why he waits for the lightning\specifically on top of that tree?\I already know the answer.\There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home, response:	so the house is always safe from the lightning.
context: This is...\Have you ever asked him why he waits for the lightning\specifically on top of that tree?\I already know the answer.\There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home,\so the house is always safe from the lightning. response:	At the same time, however,
context: Have you ever asked him why he waits for the lightning\specifically on top of that tree?\I already know the answer.\There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home,\so the house is always safe from the lightning.\At the same time, however, response:	it's close enough for him to rush to as soon as he notices lightning approaching.
context: specifically on top of that tree?\I already know the answer.\There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home,\so the house is always safe from the lightning.\At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching. response:	Moreover, whenever the villagers hear thunder,
context: I already know the answer.\There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home,\so the house is always safe from the lightning.\At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder, response:	they know to stay away from that tree.
context: There's another possible explanation.\That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home,\so the house is always safe from the lightning.\At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder,\they know to stay away from that tree. response:	You're saying...
context: That tree, specifically, poses the lowest risk of others' being harmed by the lightning that strikes him.\It is also relatively far from your home,\so the house is always safe from the lightning.\At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder,\they know to stay away from that tree.\You're saying... response:	you never once considered that possibility?
context: It is also relatively far from your home,\so the house is always safe from the lightning.\At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder,\they know to stay away from that tree.\You're saying...\you never once considered that possibility? response:	He still hasn't gotten back yet.
context: so the house is always safe from the lightning.\At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder,\they know to stay away from that tree.\You're saying...\you never once considered that possibility?\He still hasn't gotten back yet. response:	Do you have any idea where he might have gone?
context: At the same time, however,\it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder,\they know to stay away from that tree.\You're saying...\you never once considered that possibility?\He still hasn't gotten back yet.\Do you have any idea where he might have gone? response:	No.
context: it's close enough for him to rush to as soon as he notices lightning approaching.\Moreover, whenever the villagers hear thunder,\they know to stay away from that tree.\You're saying...\you never once considered that possibility?\He still hasn't gotten back yet.\Do you have any idea where he might have gone?\No. response:	He may intend to call the lightning down elsewhere so that I cannot interfere.
context: Moreover, whenever the villagers hear thunder,\they know to stay away from that tree.\You're saying...\you never once considered that possibility?\He still hasn't gotten back yet.\Do you have any idea where he might have gone?\No.\He may intend to call the lightning down elsewhere so that I cannot interfere. response:	Are there any other places where it may be easy for him to do so?
context: they know to stay away from that tree.\You're saying...\you never once considered that possibility?\He still hasn't gotten back yet.\Do you have any idea where he might have gone?\No.\He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so? response:	An open area with few people, for instance.
context: You're saying...\you never once considered that possibility?\He still hasn't gotten back yet.\Do you have any idea where he might have gone?\No.\He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so?\An open area with few people, for instance. response:	There is a meadow on the outskirts of the village.
context: you never once considered that possibility?\He still hasn't gotten back yet.\Do you have any idea where he might have gone?\No.\He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so?\An open area with few people, for instance.\There is a meadow on the outskirts of the village. response:	Let's go.
context: He still hasn't gotten back yet.\Do you have any idea where he might have gone?\No.\He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so?\An open area with few people, for instance.\There is a meadow on the outskirts of the village.\Let's go. response:	We have to stop him.
context: Do you have any idea where he might have gone?\No.\He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so?\An open area with few people, for instance.\There is a meadow on the outskirts of the village.\Let's go.\We have to stop him. response:	What are you doing?
context: No.\He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so?\An open area with few people, for instance.\There is a meadow on the outskirts of the village.\Let's go.\We have to stop him.\What are you doing? response:	You've got to come too.
context: He may intend to call the lightning down elsewhere so that I cannot interfere.\Are there any other places where it may be easy for him to do so?\An open area with few people, for instance.\There is a meadow on the outskirts of the village.\Let's go.\We have to stop him.\What are you doing?\You've got to come too. response:	He wouldn't listen to me anyway.
context: Are there any other places where it may be easy for him to do so?\An open area with few people, for instance.\There is a meadow on the outskirts of the village.\Let's go.\We have to stop him.\What are you doing?\You've got to come too.\He wouldn't listen to me anyway. response:	You're the only one who can stop him.
context: An open area with few people, for instance.\There is a meadow on the outskirts of the village.\Let's go.\We have to stop him.\What are you doing?\You've got to come too.\He wouldn't listen to me anyway.\You're the only one who can stop him. response:	It has to be you.
context: There is a meadow on the outskirts of the village.\Let's go.\We have to stop him.\What are you doing?\You've got to come too.\He wouldn't listen to me anyway.\You're the only one who can stop him.\It has to be you. response:	Come back.
context: Let's go.\We have to stop him.\What are you doing?\You've got to come too.\He wouldn't listen to me anyway.\You're the only one who can stop him.\It has to be you.\Come back. response:	Why?
context: We have to stop him.\What are you doing?\You've got to come too.\He wouldn't listen to me anyway.\You're the only one who can stop him.\It has to be you.\Come back.\Why? response:	You might die.
context: What are you doing?\You've got to come too.\He wouldn't listen to me anyway.\You're the only one who can stop him.\It has to be you.\Come back.\Why?\You might die. response:	I don't care.
context: You've got to come too.\He wouldn't listen to me anyway.\You're the only one who can stop him.\It has to be you.\Come back.\Why?\You might die.\I don't care. response:	Come on, you've got to be more direct with him!
context: He wouldn't listen to me anyway.\You're the only one who can stop him.\It has to be you.\Come back.\Why?\You might die.\I don't care.\Come on, you've got to be more direct with him! response:	Tell him that you want him to live!
context: You're the only one who can stop him.\It has to be you.\Come back.\Why?\You might die.\I don't care.\Come on, you've got to be more direct with him!\Tell him that you want him to live! response:	I can't.
context: It has to be you.\Come back.\Why?\You might die.\I don't care.\Come on, you've got to be more direct with him!\Tell him that you want him to live!\I can't. response:	No matter what,
context: Come back.\Why?\You might die.\I don't care.\Come on, you've got to be more direct with him!\Tell him that you want him to live!\I can't.\No matter what, response:	I can't bring myself to think that way.
context: Why?\You might die.\I don't care.\Come on, you've got to be more direct with him!\Tell him that you want him to live!\I can't.\No matter what,\I can't bring myself to think that way. response:	Mother
context: You might die.\I don't care.\Come on, you've got to be more direct with him!\Tell him that you want him to live!\I can't.\No matter what,\I can't bring myself to think that way.\Mother response:	Okay...
context: I don't care.\Come on, you've got to be more direct with him!\Tell him that you want him to live!\I can't.\No matter what,\I can't bring myself to think that way.\Mother\Okay... response:	Let's die together, then.
context: Come on, you've got to be more direct with him!\Tell him that you want him to live!\I can't.\No matter what,\I can't bring myself to think that way.\Mother\Okay...\Let's die together, then. response:	In my next life,
context: Tell him that you want him to live!\I can't.\No matter what,\I can't bring myself to think that way.\Mother\Okay...\Let's die together, then.\In my next life, response:	I'm sure I'll be born as a mother who can properly love her child.
context: I can't.\No matter what,\I can't bring myself to think that way.\Mother\Okay...\Let's die together, then.\In my next life,\I'm sure I'll be born as a mother who can properly love her child. response:	He protected you.
context: No matter what,\I can't bring myself to think that way.\Mother\Okay...\Let's die together, then.\In my next life,\I'm sure I'll be born as a mother who can properly love her child.\He protected you. response:	Yes.
context: I can't bring myself to think that way.\Mother\Okay...\Let's die together, then.\In my next life,\I'm sure I'll be born as a mother who can properly love her child.\He protected you.\Yes. response:	And yet you still...
context: Mother\Okay...\Let's die together, then.\In my next life,\I'm sure I'll be born as a mother who can properly love her child.\He protected you.\Yes.\And yet you still... response:	I don't know.
context: Okay...\Let's die together, then.\In my next life,\I'm sure I'll be born as a mother who can properly love her child.\He protected you.\Yes.\And yet you still...\I don't know. response:	After that,
context: Let's die together, then.\In my next life,\I'm sure I'll be born as a mother who can properly love her child.\He protected you.\Yes.\And yet you still...\I don't know.\After that, response:	their son was taken in by a relative.
context: In my next life,\I'm sure I'll be born as a mother who can properly love her child.\He protected you.\Yes.\And yet you still...\I don't know.\After that,\their son was taken in by a relative. response:	Perhaps that was the path this particular mother and her child had to take.
context: I'm sure I'll be born as a mother who can properly love her child.\He protected you.\Yes.\And yet you still...\I don't know.\After that,\their son was taken in by a relative.\Perhaps that was the path this particular mother and her child had to take. response:	Lightning's End
context: He protected you.\Yes.\And yet you still...\I don't know.\After that,\their son was taken in by a relative.\Perhaps that was the path this particular mother and her child had to take.\Lightning's End response:	Mud Grass
context: Yes.\And yet you still...\I don't know.\After that,\their son was taken in by a relative.\Perhaps that was the path this particular mother and her child had to take.\Lightning's End\Mud Grass response:	Mud Grass.
