context: /** TS by scol **/ response:	PHONE TEXT HERE
context: I knew it... you guys are...\I knew it... you guys are...\I knew it... you guys are...\I knew it... you guys are...\I knew it... you guys are...\beasts...\The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over. response:	But you're still not here.
context: I knew it... you guys are...\I knew it... you guys are...\I knew it... you guys are...\I knew it... you guys are...\beasts...\The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over.\But you're still not here. response:	I won't forgive you people.
context: I knew it... you guys are...\I knew it... you guys are...\I knew it... you guys are...\beasts...\The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over.\But you're still not here.\I won't forgive you people. response:	I won't forgive you people.
context: I knew it... you guys are...\I knew it... you guys are...\beasts...\The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over.\But you're still not here.\I won't forgive you people.\I won't forgive you people. response:	I won't forgive you people.
context: I knew it... you guys are...\beasts...\The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over.\But you're still not here.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people. response:	I won't forgive you people.
context: beasts...\The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over.\But you're still not here.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people. response:	I won't forgive you people.
context: The Real Earthlings surrendered. But that was the conclusion that they had reached after many years of observation. That is, that the Other Earthlings were foolish savages.\Amy... It's over... It's all over.\But you're still not here.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people. response:	I won't forgive you people.
context: Amy... It's over... It's all over.\But you're still not here.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people. response:	I won't forgive you people.
context: But you're still not here.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people. response:	I'm your Amy. Your girlfriend that died was an investigator.
context: I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator. response:	If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.
context: I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me. response:	Your original' forgave me. He was a kind man.
context: I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man. response:	But,
context: I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man.\But, response:	But,
context: I won't forgive you people.\I won't forgive you people.\I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man.\But,\But, response:	But,
context: I won't forgive you people.\I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man.\But,\But,\But, response:	But,
context: I won't forgive you people.\I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man.\But,\But,\But,\But, response:	But,
context: I'm your Amy. Your girlfriend that died was an investigator.\If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man.\But,\But,\But,\But,\But, response:	the one I love is you!
context: If the investigator died, then the clone shouldn't be able to return, but you appeared right in front of me.\Your original' forgave me. He was a kind man.\But,\But,\But,\But,\But,\the one I love is you! response:	the one I love is you!
context: Your original' forgave me. He was a kind man.\But,\But,\But,\But,\But,\the one I love is you!\the one I love is you! response:	the one I love is you!
context: But,\But,\But,\But,\But,\the one I love is you!\the one I love is you!\the one I love is you! response:	the one I love is you!
context: But,\But,\But,\But,\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you! response:	the one I love is you!
context: But,\But,\But,\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you! response:	the one I love is you!
context: But,\But,\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you! response:	the one I love is you!
context: But,\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you! response:	the one I love is you!
context: the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you! response:	the one I love is you!
context: the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you! response:	Ah, I missed you, Hayato!
context: the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: the one I love is you!\the one I love is you!\the one I love is you!\the one I love is you!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: the one I love is you!\the one I love is you!\the one I love is you!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: the one I love is you!\the one I love is you!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: the one I love is you!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	Ah, I missed you, Hayato!
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato! response:	While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness. response:	The genuine one and fake one...
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one... response:	Real Earth and Other Earth -
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one...\Real Earth and Other Earth - response:	In the end, which one was truly right...?
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one...\Real Earth and Other Earth -\In the end, which one was truly right...? response:	Hattori Akira
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one...\Real Earth and Other Earth -\In the end, which one was truly right...?\Hattori Akira response:	Hattori Akira
context: Ah, I missed you, Hayato!\Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one...\Real Earth and Other Earth -\In the end, which one was truly right...?\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Ah, I missed you, Hayato!\While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one...\Real Earth and Other Earth -\In the end, which one was truly right...?\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: While feeling an intimate connection with his loved one, Hayato had some feelings of bitterness.\The genuine one and fake one...\Real Earth and Other Earth -\In the end, which one was truly right...?\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: The genuine one and fake one...\Real Earth and Other Earth -\In the end, which one was truly right...?\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Real Earth and Other Earth -\In the end, which one was truly right...?\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: In the end, which one was truly right...?\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Corporation: Yuueisha
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Hattori Akira\Hattori Akira\Hattori Akira\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Hattori Akira\Hattori Akira\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Hattori Akira\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Corporation: Yuueisha
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Corporation: Yuueisha\Corporation: Yuueisha\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Corporation: Yuueisha\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Corporation: Yuueisha\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Weekly Shounen Jack Editorial Department
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department response:	Hattori Akira
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Hattori Akira response:	Hattori Akira
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	Hattori Akira
context: Weekly Shounen Jack Editorial Department\Weekly Shounen Jack Editorial Department\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira response:	( Co. ) Prince Eight
context: Weekly Shounen Jack Editorial Department\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\( Co. ) Prince Eight response:	( Co.) Prince Enterprise
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\( Co. ) Prince Eight\( Co.) Prince Enterprise response:	( Co.) Crazy Prince
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\( Co. ) Prince Eight\( Co.) Prince Enterprise\( Co.) Crazy Prince response:	( Co. ) Prince
context: Hattori Akira\Hattori Akira\Hattori Akira\Hattori Akira\( Co. ) Prince Eight\( Co.) Prince Enterprise\( Co.) Crazy Prince\( Co. ) Prince response:	( Co. ) Narration Performance Studio
context: Hattori Akira\Hattori Akira\Hattori Akira\( Co. ) Prince Eight\( Co.) Prince Enterprise\( Co.) Crazy Prince\( Co. ) Prince\( Co. ) Narration Performance Studio response:	Preview of Next Episode
context: Hattori Akira\Hattori Akira\( Co. ) Prince Eight\( Co.) Prince Enterprise\( Co.) Crazy Prince\( Co. ) Prince\( Co. ) Narration Performance Studio\Preview of Next Episode response:	Tears and Tears
context: Hattori Akira\( Co. ) Prince Eight\( Co.) Prince Enterprise\( Co.) Crazy Prince\( Co. ) Prince\( Co. ) Narration Performance Studio\Preview of Next Episode\Tears and Tears response:	Hello, this is Shounen Jack's editorial department.
context: ( Co. ) Prince Eight\( Co.) Prince Enterprise\( Co.) Crazy Prince\( Co. ) Prince\( Co. ) Narration Performance Studio\Preview of Next Episode\Tears and Tears\Hello, this is Shounen Jack's editorial department. response:	Is this your first time submitting something?
context: ( Co.) Prince Enterprise\( Co.) Crazy Prince\( Co. ) Prince\( Co. ) Narration Performance Studio\Preview of Next Episode\Tears and Tears\Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something? response:	Is that so?
context: ( Co.) Crazy Prince\( Co. ) Prince\( Co. ) Narration Performance Studio\Preview of Next Episode\Tears and Tears\Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something?\Is that so? response:	Then could you give me your name and phone number?
context: ( Co. ) Prince\( Co. ) Narration Performance Studio\Preview of Next Episode\Tears and Tears\Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something?\Is that so?\Then could you give me your name and phone number? response:	Mashiro Moritaka-san...
context: ( Co. ) Narration Performance Studio\Preview of Next Episode\Tears and Tears\Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something?\Is that so?\Then could you give me your name and phone number?\Mashiro Moritaka-san... response:	Ah, a two-person team.
context: Preview of Next Episode\Tears and Tears\Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something?\Is that so?\Then could you give me your name and phone number?\Mashiro Moritaka-san...\Ah, a two-person team. response:	Takagi Akito-san.
context: Tears and Tears\Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something?\Is that so?\Then could you give me your name and phone number?\Mashiro Moritaka-san...\Ah, a two-person team.\Takagi Akito-san. response:	All right.
context: Hello, this is Shounen Jack's editorial department.\Is this your first time submitting something?\Is that so?\Then could you give me your name and phone number?\Mashiro Moritaka-san...\Ah, a two-person team.\Takagi Akito-san.\All right. response:	Then, how about tomorrow?
context: Is this your first time submitting something?\Is that so?\Then could you give me your name and phone number?\Mashiro Moritaka-san...\Ah, a two-person team.\Takagi Akito-san.\All right.\Then, how about tomorrow? response:	Middle school students?
context: Is that so?\Then could you give me your name and phone number?\Mashiro Moritaka-san...\Ah, a two-person team.\Takagi Akito-san.\All right.\Then, how about tomorrow?\Middle school students? response:	Okay, I understand.
context: Then could you give me your name and phone number?\Mashiro Moritaka-san...\Ah, a two-person team.\Takagi Akito-san.\All right.\Then, how about tomorrow?\Middle school students?\Okay, I understand. response:	Thank you very much.
context: Mashiro Moritaka-san...\Ah, a two-person team.\Takagi Akito-san.\All right.\Then, how about tomorrow?\Middle school students?\Okay, I understand.\Thank you very much. response:	Tomorrow, three o'clock, at the reception desk.
context: Ah, a two-person team.\Takagi Akito-san.\All right.\Then, how about tomorrow?\Middle school students?\Okay, I understand.\Thank you very much.\Tomorrow, three o'clock, at the reception desk. response:	Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.
context: Takagi Akito-san.\All right.\Then, how about tomorrow?\Middle school students?\Okay, I understand.\Thank you very much.\Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said. response:	All of a sudden, it's set for tomorrow. Amazing, eh?
context: All right.\Then, how about tomorrow?\Middle school students?\Okay, I understand.\Thank you very much.\Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh? response:	I guess that's what you'd expect from a publisher.
context: Then, how about tomorrow?\Middle school students?\Okay, I understand.\Thank you very much.\Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher. response:	So, what do we do?
context: Middle school students?\Okay, I understand.\Thank you very much.\Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher.\So, what do we do? response:	I think meeting an hour beforehand is early enough.
context: Okay, I understand.\Thank you very much.\Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher.\So, what do we do?\I think meeting an hour beforehand is early enough. response:	How about one o'clock at North Yakusa Station?
context: Thank you very much.\Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher.\So, what do we do?\I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station? response:	Just as long as we get there.
context: Tomorrow, three o'clock, at the reception desk.\Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher.\So, what do we do?\I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station?\Just as long as we get there. response:	Right.
context: Tell them that they have an appointment with Hattori-san from Weekly Shounen Jack, they said.\All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher.\So, what do we do?\I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station?\Just as long as we get there.\Right. response:	I'm going to look through the manuscript.
context: All of a sudden, it's set for tomorrow. Amazing, eh?\I guess that's what you'd expect from a publisher.\So, what do we do?\I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station?\Just as long as we get there.\Right.\I'm going to look through the manuscript. response:	Yeah, let me check the lines too.
context: I guess that's what you'd expect from a publisher.\So, what do we do?\I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station?\Just as long as we get there.\Right.\I'm going to look through the manuscript.\Yeah, let me check the lines too. response:	Where's Moritaka?
context: So, what do we do?\I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station?\Just as long as we get there.\Right.\I'm going to look through the manuscript.\Yeah, let me check the lines too.\Where's Moritaka? response:	He came home, didn't he?
context: I think meeting an hour beforehand is early enough.\How about one o'clock at North Yakusa Station?\Just as long as we get there.\Right.\I'm going to look through the manuscript.\Yeah, let me check the lines too.\Where's Moritaka?\He came home, didn't he? response:	When he does come home, he shuts himself away in his room.
context: How about one o'clock at North Yakusa Station?\Just as long as we get there.\Right.\I'm going to look through the manuscript.\Yeah, let me check the lines too.\Where's Moritaka?\He came home, didn't he?\When he does come home, he shuts himself away in his room. response:	I wonder if he's pushing himself too hard.
context: Just as long as we get there.\Right.\I'm going to look through the manuscript.\Yeah, let me check the lines too.\Where's Moritaka?\He came home, didn't he?\When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard. response:	Thanks for the meal.
context: Right.\I'm going to look through the manuscript.\Yeah, let me check the lines too.\Where's Moritaka?\He came home, didn't he?\When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard.\Thanks for the meal. response:	Mangakas sure are cool!
context: I'm going to look through the manuscript.\Yeah, let me check the lines too.\Where's Moritaka?\He came home, didn't he?\When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard.\Thanks for the meal.\Mangakas sure are cool! response:	You have books you wrote by yourself all lined up in a row.
context: Yeah, let me check the lines too.\Where's Moritaka?\He came home, didn't he?\When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard.\Thanks for the meal.\Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row. response:	I'm still a gambler though.
context: Where's Moritaka?\He came home, didn't he?\When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard.\Thanks for the meal.\Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row.\I'm still a gambler though. response:	A gambler?
context: He came home, didn't he?\When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard.\Thanks for the meal.\Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row.\I'm still a gambler though.\A gambler? response:	A mangaka is someone who can make a living by drawing manga their whole lives.
