context: OP response:	OP Kanji
context: It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try.\Even you would die.\Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother.\She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her, response:	which led her to embark on an overseas journey to train.
context: Don't even try.\Even you would die.\Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother.\She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train. response:	I'll be going ahead.
context: Even you would die.\Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother.\She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train.\I'll be going ahead. response:	Hey, it's Konoe.
context: Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother.\She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train.\I'll be going ahead.\Hey, it's Konoe. response:	If you will, Ojou-sama.
context: Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother.\She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train.\I'll be going ahead.\Hey, it's Konoe.\If you will, Ojou-sama. response:	Konoe Subaru.
context: Don't put yourself in the same league as your mother.\She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train.\I'll be going ahead.\Hey, it's Konoe.\If you will, Ojou-sama.\Konoe Subaru. response:	I'm afraid that there is no one in the academy who does not recognise that name.
context: She quit being human ages ago.\She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train.\I'll be going ahead.\Hey, it's Konoe.\If you will, Ojou-sama.\Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name. response:	He is popular with the girls for no reason.
context: She became so strong that there aren't any opponents left to fight her,\which led her to embark on an overseas journey to train.\I'll be going ahead.\Hey, it's Konoe.\If you will, Ojou-sama.\Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason. response:	On top of that...
context: which led her to embark on an overseas journey to train.\I'll be going ahead.\Hey, it's Konoe.\If you will, Ojou-sama.\Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason.\On top of that... response:	Thank you.
context: I'll be going ahead.\Hey, it's Konoe.\If you will, Ojou-sama.\Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason.\On top of that...\Thank you. response:	He also happens to be Suzutsuki Kanade's butler.
context: Hey, it's Konoe.\If you will, Ojou-sama.\Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason.\On top of that...\Thank you.\He also happens to be Suzutsuki Kanade's butler. response:	I'm so jealous...
context: If you will, Ojou-sama.\Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason.\On top of that...\Thank you.\He also happens to be Suzutsuki Kanade's butler.\I'm so jealous... response:	I'm so jealous of him!
context: Konoe Subaru.\I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason.\On top of that...\Thank you.\He also happens to be Suzutsuki Kanade's butler.\I'm so jealous...\I'm so jealous of him! response:	I want to be Suzutsuki Kanade's butler, too!
context: I'm afraid that there is no one in the academy who does not recognise that name.\He is popular with the girls for no reason.\On top of that...\Thank you.\He also happens to be Suzutsuki Kanade's butler.\I'm so jealous...\I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too! response:	However, it's a wonder that there are still butlers in this day and age.
context: He is popular with the girls for no reason.\On top of that...\Thank you.\He also happens to be Suzutsuki Kanade's butler.\I'm so jealous...\I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age. response:	Huh?
context: On top of that...\Thank you.\He also happens to be Suzutsuki Kanade's butler.\I'm so jealous...\I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age.\Huh? response:	And why does a high school girl need a butler?
context: Thank you.\He also happens to be Suzutsuki Kanade's butler.\I'm so jealous...\I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age.\Huh?\And why does a high school girl need a butler? response:	Nope... She's no ordinary high school girl.
context: He also happens to be Suzutsuki Kanade's butler.\I'm so jealous...\I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age.\Huh?\And why does a high school girl need a butler?\Nope... She's no ordinary high school girl. response:	She's the cutest girl in school,
context: I'm so jealous...\I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age.\Huh?\And why does a high school girl need a butler?\Nope... She's no ordinary high school girl.\She's the cutest girl in school, response:	a lady of high-class from the Suzutsuki family,
context: I'm so jealous of him!\I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age.\Huh?\And why does a high school girl need a butler?\Nope... She's no ordinary high school girl.\She's the cutest girl in school,\a lady of high-class from the Suzutsuki family, response:	and also the daughter of the school's director.
context: I want to be Suzutsuki Kanade's butler, too!\However, it's a wonder that there are still butlers in this day and age.\Huh?\And why does a high school girl need a butler?\Nope... She's no ordinary high school girl.\She's the cutest girl in school,\a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director. response:	Having said that, why would she bring her butler to school?
context: However, it's a wonder that there are still butlers in this day and age.\Huh?\And why does a high school girl need a butler?\Nope... She's no ordinary high school girl.\She's the cutest girl in school,\a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director.\Having said that, why would she bring her butler to school? response:	Here.
context: Huh?\And why does a high school girl need a butler?\Nope... She's no ordinary high school girl.\She's the cutest girl in school,\a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director.\Having said that, why would she bring her butler to school?\Here. response:	Milady, would you please wait on the ground floor?
context: And why does a high school girl need a butler?\Nope... She's no ordinary high school girl.\She's the cutest girl in school,\a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director.\Having said that, why would she bring her butler to school?\Here.\Milady, would you please wait on the ground floor? response:	I must finish my business as well.
context: Nope... She's no ordinary high school girl.\She's the cutest girl in school,\a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director.\Having said that, why would she bring her butler to school?\Here.\Milady, would you please wait on the ground floor?\I must finish my business as well. response:	Sure.
context: She's the cutest girl in school,\a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director.\Having said that, why would she bring her butler to school?\Here.\Milady, would you please wait on the ground floor?\I must finish my business as well.\Sure. response:	Th-That's just unbelievable.
context: a lady of high-class from the Suzutsuki family,\and also the daughter of the school's director.\Having said that, why would she bring her butler to school?\Here.\Milady, would you please wait on the ground floor?\I must finish my business as well.\Sure.\Th-That's just unbelievable. response:	Hey, you know...
context: and also the daughter of the school's director.\Having said that, why would she bring her butler to school?\Here.\Milady, would you please wait on the ground floor?\I must finish my business as well.\Sure.\Th-That's just unbelievable.\Hey, you know... response:	Don't tell me...
context: Having said that, why would she bring her butler to school?\Here.\Milady, would you please wait on the ground floor?\I must finish my business as well.\Sure.\Th-That's just unbelievable.\Hey, you know...\Don't tell me... response:	Oh, Sakamachi-kun, you got a piece of string-
context: Here.\Milady, would you please wait on the ground floor?\I must finish my business as well.\Sure.\Th-That's just unbelievable.\Hey, you know...\Don't tell me...\Oh, Sakamachi-kun, you got a piece of string- response:	As I thought...
context: Milady, would you please wait on the ground floor?\I must finish my business as well.\Sure.\Th-That's just unbelievable.\Hey, you know...\Don't tell me...\Oh, Sakamachi-kun, you got a piece of string-\As I thought... response:	Kurose, get it off me!
context: I must finish my business as well.\Sure.\Th-That's just unbelievable.\Hey, you know...\Don't tell me...\Oh, Sakamachi-kun, you got a piece of string-\As I thought...\Kurose, get it off me! response:	You like guys!
context: Sure.\Th-That's just unbelievable.\Hey, you know...\Don't tell me...\Oh, Sakamachi-kun, you got a piece of string-\As I thought...\Kurose, get it off me!\You like guys! response:	Not!
context: Th-That's just unbelievable.\Hey, you know...\Don't tell me...\Oh, Sakamachi-kun, you got a piece of string-\As I thought...\Kurose, get it off me!\You like guys!\Not! response:	Because, you see...
context: Hey, you know...\Don't tell me...\Oh, Sakamachi-kun, you got a piece of string-\As I thought...\Kurose, get it off me!\You like guys!\Not!\Because, you see... response:	You don't talk to the girls in our class.
context: Don't tell me...\Oh, Sakamachi-kun, you got a piece of string-\As I thought...\Kurose, get it off me!\You like guys!\Not!\Because, you see...\You don't talk to the girls in our class. response:	You don't even try to approach them.
context: Oh, Sakamachi-kun, you got a piece of string-\As I thought...\Kurose, get it off me!\You like guys!\Not!\Because, you see...\You don't talk to the girls in our class.\You don't even try to approach them. response:	That's how a rumour starts.
context: As I thought...\Kurose, get it off me!\You like guys!\Not!\Because, you see...\You don't talk to the girls in our class.\You don't even try to approach them.\That's how a rumour starts. response:	The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.
context: Kurose, get it off me!\You like guys!\Not!\Because, you see...\You don't talk to the girls in our class.\You don't even try to approach them.\That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women. response:	Don't call me by my full name.
context: You like guys!\Not!\Because, you see...\You don't talk to the girls in our class.\You don't even try to approach them.\That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name. response:	You were just watching Subaru-sama with glittering eyes, right?
context: Not!\Because, you see...\You don't talk to the girls in our class.\You don't even try to approach them.\That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right? response:	I just can't keep up with him, he's shining too brightly!
context: Because, you see...\You don't talk to the girls in our class.\You don't even try to approach them.\That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly! response:	We used to be so close that we'd even share our porno mags... When did you change...
context: You don't talk to the girls in our class.\You don't even try to approach them.\That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change... response:	I have to go to the bathroom!
context: You don't even try to approach them.\That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom! response:	Sorry-
context: That's how a rumour starts.\The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom!\Sorry- response:	Oh, I have an idea!
context: The rumour that Sakamachi Kinjirou is a homosexual who has no interest in women.\Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom!\Sorry-\Oh, I have an idea! response:	A story of love that blossoms because the glasses were blown away!
context: Don't call me by my full name.\You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom!\Sorry-\Oh, I have an idea!\A story of love that blossoms because the glasses were blown away! response:	Write that down...
context: You were just watching Subaru-sama with glittering eyes, right?\I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom!\Sorry-\Oh, I have an idea!\A story of love that blossoms because the glasses were blown away!\Write that down... response:	Safe...
context: I just can't keep up with him, he's shining too brightly!\We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom!\Sorry-\Oh, I have an idea!\A story of love that blossoms because the glasses were blown away!\Write that down...\Safe... response:	My stomach hurts...
context: We used to be so close that we'd even share our porno mags... When did you change...\I have to go to the bathroom!\Sorry-\Oh, I have an idea!\A story of love that blossoms because the glasses were blown away!\Write that down...\Safe...\My stomach hurts... response:	Was it the tomatoes...?
context: I have to go to the bathroom!\Sorry-\Oh, I have an idea!\A story of love that blossoms because the glasses were blown away!\Write that down...\Safe...\My stomach hurts...\Was it the tomatoes...? response:	Meow!
context: Sorry-\Oh, I have an idea!\A story of love that blossoms because the glasses were blown away!\Write that down...\Safe...\My stomach hurts...\Was it the tomatoes...?\Meow! response:	Konoe... Subaru?
context: Oh, I have an idea!\A story of love that blossoms because the glasses were blown away!\Write that down...\Safe...\My stomach hurts...\Was it the tomatoes...?\Meow!\Konoe... Subaru? response:	I'm sorry...
context: A story of love that blossoms because the glasses were blown away!\Write that down...\Safe...\My stomach hurts...\Was it the tomatoes...?\Meow!\Konoe... Subaru?\I'm sorry... response:	I didn't mean to...
context: Write that down...\Safe...\My stomach hurts...\Was it the tomatoes...?\Meow!\Konoe... Subaru?\I'm sorry...\I didn't mean to... response:	The lock must have been broken.
context: Safe...\My stomach hurts...\Was it the tomatoes...?\Meow!\Konoe... Subaru?\I'm sorry...\I didn't mean to...\The lock must have been broken. response:	Why is Konoe wearing girls' underwear?
context: My stomach hurts...\Was it the tomatoes...?\Meow!\Konoe... Subaru?\I'm sorry...\I didn't mean to...\The lock must have been broken.\Why is Konoe wearing girls' underwear? response:	Does his family carry a curse that forces even the men to wear female undergarments?
context: Was it the tomatoes...?\Meow!\Konoe... Subaru?\I'm sorry...\I didn't mean to...\The lock must have been broken.\Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments? response:	No way, that's stupid.
context: Meow!\Konoe... Subaru?\I'm sorry...\I didn't mean to...\The lock must have been broken.\Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid. response:	Oh, then, I got it; you're just a pervert!
context: Konoe... Subaru?\I'm sorry...\I didn't mean to...\The lock must have been broken.\Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid.\Oh, then, I got it; you're just a pervert! response:	Oh no, I shouldn't really talk about someone else's fetishes.
context: I'm sorry...\I didn't mean to...\The lock must have been broken.\Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid.\Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes. response:	I should be mindful of their privacy.
context: I didn't mean to...\The lock must have been broken.\Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid.\Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy. response:	Everyone has their secrets.
context: The lock must have been broken.\Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid.\Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy.\Everyone has their secrets. response:	But...
context: Why is Konoe wearing girls' underwear?\Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid.\Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy.\Everyone has their secrets.\But... response:	Amazing grades...
context: Does his family carry a curse that forces even the men to wear female undergarments?\No way, that's stupid.\Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy.\Everyone has their secrets.\But...\Amazing grades... response:	Excels in studies and sports...
context: No way, that's stupid.\Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy.\Everyone has their secrets.\But...\Amazing grades...\Excels in studies and sports... response:	Magnificent posture...
context: Oh, then, I got it; you're just a pervert!\Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy.\Everyone has their secrets.\But...\Amazing grades...\Excels in studies and sports...\Magnificent posture... response:	The famed Subaru-sama is a pervert...
context: Oh no, I shouldn't really talk about someone else's fetishes.\I should be mindful of their privacy.\Everyone has their secrets.\But...\Amazing grades...\Excels in studies and sports...\Magnificent posture...\The famed Subaru-sama is a pervert... response:	Did you see it?
context: I should be mindful of their privacy.\Everyone has their secrets.\But...\Amazing grades...\Excels in studies and sports...\Magnificent posture...\The famed Subaru-sama is a pervert...\Did you see it? response:	Jirou...
context: Everyone has their secrets.\But...\Amazing grades...\Excels in studies and sports...\Magnificent posture...\The famed Subaru-sama is a pervert...\Did you see it?\Jirou... response:	Sakamachi Kinjirou...
context: But...\Amazing grades...\Excels in studies and sports...\Magnificent posture...\The famed Subaru-sama is a pervert...\Did you see it?\Jirou...\Sakamachi Kinjirou... response:	Is that your name?
context: Amazing grades...\Excels in studies and sports...\Magnificent posture...\The famed Subaru-sama is a pervert...\Did you see it?\Jirou...\Sakamachi Kinjirou...\Is that your name? response:	If you intend to stay silent, then I will ask you again.
context: Excels in studies and sports...\Magnificent posture...\The famed Subaru-sama is a pervert...\Did you see it?\Jirou...\Sakamachi Kinjirou...\Is that your name?\If you intend to stay silent, then I will ask you again. response:	You saw my underwear, didn't you?
context: Magnificent posture...\The famed Subaru-sama is a pervert...\Did you see it?\Jirou...\Sakamachi Kinjirou...\Is that your name?\If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you? response:	What do you mean?
context: The famed Subaru-sama is a pervert...\Did you see it?\Jirou...\Sakamachi Kinjirou...\Is that your name?\If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you?\What do you mean? response:	I saw nothing!
context: Did you see it?\Jirou...\Sakamachi Kinjirou...\Is that your name?\If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you?\What do you mean?\I saw nothing! response:	You insist that you did not, yet you were looking at it so keenly!
context: Jirou...\Sakamachi Kinjirou...\Is that your name?\If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you?\What do you mean?\I saw nothing!\You insist that you did not, yet you were looking at it so keenly! response:	Don't worry. I won't bite.
context: Sakamachi Kinjirou...\Is that your name?\If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you?\What do you mean?\I saw nothing!\You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite. response:	You saw it, didn't you?
context: Is that your name?\If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you?\What do you mean?\I saw nothing!\You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite.\You saw it, didn't you? response:	You have engraved it deep within your mind, do you not?
context: If you intend to stay silent, then I will ask you again.\You saw my underwear, didn't you?\What do you mean?\I saw nothing!\You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite.\You saw it, didn't you?\You have engraved it deep within your mind, do you not? response:	You opened that door because you wanted to see my underwear.
context: You saw my underwear, didn't you?\What do you mean?\I saw nothing!\You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite.\You saw it, didn't you?\You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear. response:	Who the fuck would want to look at your underwear?!
context: What do you mean?\I saw nothing!\You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite.\You saw it, didn't you?\You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?! response:	I'm a grown-up; I wouldn't get excited by kiddy underwear!
context: I saw nothing!\You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite.\You saw it, didn't you?\You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear! response:	I apologize that it had character prints.
context: You insist that you did not, yet you were looking at it so keenly!\Don't worry. I won't bite.\You saw it, didn't you?\You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints. response:	That aside, how do you know what is printed on my underwear?
context: Don't worry. I won't bite.\You saw it, didn't you?\You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints.\That aside, how do you know what is printed on my underwear? response:	C-Calm down-
context: You saw it, didn't you?\You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints.\That aside, how do you know what is printed on my underwear?\C-Calm down- response:	Shut up, pervert!
context: You have engraved it deep within your mind, do you not?\You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints.\That aside, how do you know what is printed on my underwear?\C-Calm down-\Shut up, pervert! response:	You no longer have any human rights!
context: You opened that door because you wanted to see my underwear.\Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints.\That aside, how do you know what is printed on my underwear?\C-Calm down-\Shut up, pervert!\You no longer have any human rights! response:	How surprising.
context: Who the fuck would want to look at your underwear?!\I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints.\That aside, how do you know what is printed on my underwear?\C-Calm down-\Shut up, pervert!\You no longer have any human rights!\How surprising. response:	That blow should have at least knocked you unconscious.
context: I'm a grown-up; I wouldn't get excited by kiddy underwear!\I apologize that it had character prints.\That aside, how do you know what is printed on my underwear?\C-Calm down-\Shut up, pervert!\You no longer have any human rights!\How surprising.\That blow should have at least knocked you unconscious. response:	I am amazed that you endured that.
context: I apologize that it had character prints.\That aside, how do you know what is printed on my underwear?\C-Calm down-\Shut up, pervert!\You no longer have any human rights!\How surprising.\That blow should have at least knocked you unconscious.\I am amazed that you endured that. response:	Due to circumstances at home, I've been taking blows like that since I was five.
context: That aside, how do you know what is printed on my underwear?\C-Calm down-\Shut up, pervert!\You no longer have any human rights!\How surprising.\That blow should have at least knocked you unconscious.\I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five. response:	I do not care about your circumstances. You leave me with no other choice.
context: C-Calm down-\Shut up, pervert!\You no longer have any human rights!\How surprising.\That blow should have at least knocked you unconscious.\I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice. response:	I will have to reveal my true strength.
context: Shut up, pervert!\You no longer have any human rights!\How surprising.\That blow should have at least knocked you unconscious.\I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength. response:	Huh?
context: You no longer have any human rights!\How surprising.\That blow should have at least knocked you unconscious.\I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength.\Huh? response:	You know my secret now.
context: How surprising.\That blow should have at least knocked you unconscious.\I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength.\Huh?\You know my secret now. response:	Because you know it, you must be eliminated.
context: That blow should have at least knocked you unconscious.\I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength.\Huh?\You know my secret now.\Because you know it, you must be eliminated. response:	Do not fret.
context: I am amazed that you endured that.\Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength.\Huh?\You know my secret now.\Because you know it, you must be eliminated.\Do not fret. response:	I will only eliminate your memory, not your life.
context: Due to circumstances at home, I've been taking blows like that since I was five.\I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength.\Huh?\You know my secret now.\Because you know it, you must be eliminated.\Do not fret.\I will only eliminate your memory, not your life. response:	My family has passed down a memory-erasing technique from generation to generation.
context: I do not care about your circumstances. You leave me with no other choice.\I will have to reveal my true strength.\Huh?\You know my secret now.\Because you know it, you must be eliminated.\Do not fret.\I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation. response:	Don't tell me that's...
context: I will have to reveal my true strength.\Huh?\You know my secret now.\Because you know it, you must be eliminated.\Do not fret.\I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's... response:	I am going to hit you.
context: Huh?\You know my secret now.\Because you know it, you must be eliminated.\Do not fret.\I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's...\I am going to hit you. response:	I am going to keep hitting you until your memories are blown away.
context: You know my secret now.\Because you know it, you must be eliminated.\Do not fret.\I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's...\I am going to hit you.\I am going to keep hitting you until your memories are blown away. response:	That is the Butlers' Memory Erasing Technique.
context: Because you know it, you must be eliminated.\Do not fret.\I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's...\I am going to hit you.\I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique. response:	I'll die!
context: Do not fret.\I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's...\I am going to hit you.\I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique.\I'll die! response:	Your method has nothing to do with butlers!
context: I will only eliminate your memory, not your life.\My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's...\I am going to hit you.\I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique.\I'll die!\Your method has nothing to do with butlers! response:	Rest assured, it will be swift.
context: My family has passed down a memory-erasing technique from generation to generation.\Don't tell me that's...\I am going to hit you.\I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique.\I'll die!\Your method has nothing to do with butlers!\Rest assured, it will be swift. response:	When you regain consciousness, you will be on a hospital bed.
context: Don't tell me that's...\I am going to hit you.\I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique.\I'll die!\Your method has nothing to do with butlers!\Rest assured, it will be swift.\When you regain consciousness, you will be on a hospital bed. response:	You will be muttering,
context: I am going to hit you.\I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique.\I'll die!\Your method has nothing to do with butlers!\Rest assured, it will be swift.\When you regain consciousness, you will be on a hospital bed.\You will be muttering, response:	Where am I?
context: I am going to keep hitting you until your memories are blown away.\That is the Butlers' Memory Erasing Technique.\I'll die!\Your method has nothing to do with butlers!\Rest assured, it will be swift.\When you regain consciousness, you will be on a hospital bed.\You will be muttering,\Where am I? response:	Who am I?
context: That is the Butlers' Memory Erasing Technique.\I'll die!\Your method has nothing to do with butlers!\Rest assured, it will be swift.\When you regain consciousness, you will be on a hospital bed.\You will be muttering,\Where am I?\Who am I? response:	Understand? Everything will be resolved cleanly.
context: I'll die!\Your method has nothing to do with butlers!\Rest assured, it will be swift.\When you regain consciousness, you will be on a hospital bed.\You will be muttering,\Where am I?\Who am I?\Understand? Everything will be resolved cleanly. response:	Damn it! I have no choice then!
context: Your method has nothing to do with butlers!\Rest assured, it will be swift.\When you regain consciousness, you will be on a hospital bed.\You will be muttering,\Where am I?\Who am I?\Understand? Everything will be resolved cleanly.\Damn it! I have no choice then! response:	Oh, what?
