context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: Auntie!\Auntie!\Who are you to keep out the Queen of Qing Qiu?\Greetings to Auntie!\Don't stand on ceremony.\You can't recognize me?\It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me. response:	Step aside! Let me in!
context: Auntie!\Who are you to keep out the Queen of Qing Qiu?\Greetings to Auntie!\Don't stand on ceremony.\You can't recognize me?\It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me.\Step aside! Let me in! response:	The Nine Heavens isn't just any place you can barge in.
context: Who are you to keep out the Queen of Qing Qiu?\Greetings to Auntie!\Don't stand on ceremony.\You can't recognize me?\It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me.\Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in. response:	You mentioned Taichen Palace to scare us off with Lord Dong Hua?
context: Greetings to Auntie!\Don't stand on ceremony.\You can't recognize me?\It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me.\Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua? response:	Step aside now!
context: Don't stand on ceremony.\You can't recognize me?\It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me.\Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now! response:	I'm the princess of Qing Qiu Bai Feng Jiu!
context: You can't recognize me?\It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me.\Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu! response:	If you had introduced yourself first we might have believed you.
context: It's my fault that I'd only stayed in Taichen Palace\so you can't recognize me.\Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you. response:	Yet now the Queen of Qing Qiu had just entered and here comes the princess.
context: so you can't recognize me.\Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess. response:	How could there be such a coincidence?
context: Step aside! Let me in!\The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence? response:	This is so frustrating!
context: The Nine Heavens isn't just any place you can barge in.\You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence?\This is so frustrating! response:	Listen up!
context: You mentioned Taichen Palace to scare us off with Lord Dong Hua?\Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence?\This is so frustrating!\Listen up! response:	Should any mishap befall upon the future Heavenly Empress
context: Step aside now!\I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence?\This is so frustrating!\Listen up!\Should any mishap befall upon the future Heavenly Empress response:	the Crown Prince will have you punished!
context: I'm the princess of Qing Qiu Bai Feng Jiu!\If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence?\This is so frustrating!\Listen up!\Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished! response:	High God!
context: If you had introduced yourself first we might have believed you.\Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence?\This is so frustrating!\Listen up!\Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished!\High God! response:	High God, my mistress is...
context: Yet now the Queen of Qing Qiu had just entered and here comes the princess.\How could there be such a coincidence?\This is so frustrating!\Listen up!\Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished!\High God!\High God, my mistress is... response:	Su Jin is surprised by High God's sudden visit.
context: How could there be such a coincidence?\This is so frustrating!\Listen up!\Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished!\High God!\High God, my mistress is...\Su Jin is surprised by High God's sudden visit. response:	I suppose that you're here to ask me about His Highness's recent news.
context: This is so frustrating!\Listen up!\Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished!\High God!\High God, my mistress is...\Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news. response:	Speaking of His Highness...
context: Listen up!\Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished!\High God!\High God, my mistress is...\Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness... response:	That fake Su Su gets along with him and takes good care of him.
context: Should any mishap befall upon the future Heavenly Empress\the Crown Prince will have you punished!\High God!\High God, my mistress is...\Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him. response:	That's very good.
context: the Crown Prince will have you punished!\High God!\High God, my mistress is...\Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him.\That's very good. response:	I'm much relieved that you've attended to Ye Hua.
context: High God!\High God, my mistress is...\Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him.\That's very good.\I'm much relieved that you've attended to Ye Hua. response:	Therefore, today I'm here to attend to you.
context: High God, my mistress is...\Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him.\That's very good.\I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you. response:	Su Jin, you've been using my eyes for 300 years.
context: Su Jin is surprised by High God's sudden visit.\I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him.\That's very good.\I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years. response:	Are they any good?
context: I suppose that you're here to ask me about His Highness's recent news.\Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him.\That's very good.\I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years.\Are they any good? response:	You...
context: Speaking of His Highness...\That fake Su Su gets along with him and takes good care of him.\That's very good.\I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years.\Are they any good?\You... response:	What did you just say?
context: That fake Su Su gets along with him and takes good care of him.\That's very good.\I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years.\Are they any good?\You...\What did you just say? response:	What is it?
context: That's very good.\I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years.\Are they any good?\You...\What did you just say?\What is it? response:	You've been using this pair of eyes for so long
context: I'm much relieved that you've attended to Ye Hua.\Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years.\Are they any good?\You...\What did you just say?\What is it?\You've been using this pair of eyes for so long response:	that you forgot where you got them from?
context: Therefore, today I'm here to attend to you.\Su Jin, you've been using my eyes for 300 years.\Are they any good?\You...\What did you just say?\What is it?\You've been using this pair of eyes for so long\that you forgot where you got them from? response:	300 years ago...
context: Su Jin, you've been using my eyes for 300 years.\Are they any good?\You...\What did you just say?\What is it?\You've been using this pair of eyes for so long\that you forgot where you got them from?\300 years ago... response:	I had a relationship trial.
context: Are they any good?\You...\What did you just say?\What is it?\You've been using this pair of eyes for so long\that you forgot where you got them from?\300 years ago...\I had a relationship trial. response:	My eyes were lost here.
context: You...\What did you just say?\What is it?\You've been using this pair of eyes for so long\that you forgot where you got them from?\300 years ago...\I had a relationship trial.\My eyes were lost here. response:	It dawned on me, so I've come to retrieve them.
context: What did you just say?\What is it?\You've been using this pair of eyes for so long\that you forgot where you got them from?\300 years ago...\I had a relationship trial.\My eyes were lost here.\It dawned on me, so I've come to retrieve them. response:	You...
context: What is it?\You've been using this pair of eyes for so long\that you forgot where you got them from?\300 years ago...\I had a relationship trial.\My eyes were lost here.\It dawned on me, so I've come to retrieve them.\You... response:	You're Su Su?
context: You've been using this pair of eyes for so long\that you forgot where you got them from?\300 years ago...\I had a relationship trial.\My eyes were lost here.\It dawned on me, so I've come to retrieve them.\You...\You're Su Su? response:	Will you do it yourself?
context: that you forgot where you got them from?\300 years ago...\I had a relationship trial.\My eyes were lost here.\It dawned on me, so I've come to retrieve them.\You...\You're Su Su?\Will you do it yourself? response:	Or will you have me do it for you?
context: 300 years ago...\I had a relationship trial.\My eyes were lost here.\It dawned on me, so I've come to retrieve them.\You...\You're Su Su?\Will you do it yourself?\Or will you have me do it for you? response:	That's impossible...
context: I had a relationship trial.\My eyes were lost here.\It dawned on me, so I've come to retrieve them.\You...\You're Su Su?\Will you do it yourself?\Or will you have me do it for you?\That's impossible... response:	How could you be...
context: My eyes were lost here.\It dawned on me, so I've come to retrieve them.\You...\You're Su Su?\Will you do it yourself?\Or will you have me do it for you?\That's impossible...\How could you be... response:	That's impossible...
context: It dawned on me, so I've come to retrieve them.\You...\You're Su Su?\Will you do it yourself?\Or will you have me do it for you?\That's impossible...\How could you be...\That's impossible... response:	That's not possible...
context: You...\You're Su Su?\Will you do it yourself?\Or will you have me do it for you?\That's impossible...\How could you be...\That's impossible...\That's not possible... response:	It's impossible...
context: You're Su Su?\Will you do it yourself?\Or will you have me do it for you?\That's impossible...\How could you be...\That's impossible...\That's not possible...\It's impossible... response:	Will you dig them out yourself or will you have me do it?
context: Will you do it yourself?\Or will you have me do it for you?\That's impossible...\How could you be...\That's impossible...\That's not possible...\It's impossible...\Will you dig them out yourself or will you have me do it? response:	That woman...
context: Or will you have me do it for you?\That's impossible...\How could you be...\That's impossible...\That's not possible...\It's impossible...\Will you dig them out yourself or will you have me do it?\That woman... response:	She was just a mortal!
context: That's impossible...\How could you be...\That's impossible...\That's not possible...\It's impossible...\Will you dig them out yourself or will you have me do it?\That woman...\She was just a mortal! response:	She couldn't be you...
context: How could you be...\That's impossible...\That's not possible...\It's impossible...\Will you dig them out yourself or will you have me do it?\That woman...\She was just a mortal!\She couldn't be you... response:	She was just a mortal...
context: That's impossible...\That's not possible...\It's impossible...\Will you dig them out yourself or will you have me do it?\That woman...\She was just a mortal!\She couldn't be you...\She was just a mortal... response:	She couldn't be you... She can't be...
context: That's not possible...\It's impossible...\Will you dig them out yourself or will you have me do it?\That woman...\She was just a mortal!\She couldn't be you...\She was just a mortal...\She couldn't be you... She can't be... response:	What does it matter if she's a mortal or a deity?
context: It's impossible...\Will you dig them out yourself or will you have me do it?\That woman...\She was just a mortal!\She couldn't be you...\She was just a mortal...\She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity? response:	Just because I acted cowardly as a mortal 300 years ago
context: Will you dig them out yourself or will you have me do it?\That woman...\She was just a mortal!\She couldn't be you...\She was just a mortal...\She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago response:	doesn't mean that a puny deity like you can dig my eyes out
context: That woman...\She was just a mortal!\She couldn't be you...\She was just a mortal...\She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out response:	and trick me into jumping off the Zhuxian Terrace!
context: She was just a mortal!\She couldn't be you...\She was just a mortal...\She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace! response:	It seems that you can't bear to do it yourself.
context: She couldn't be you...\She was just a mortal...\She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself. response:	There have been a couple of joyous occasions lately
context: She was just a mortal...\She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately response:	so I drank a bit too much.
context: She couldn't be you... She can't be...\What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately\so I drank a bit too much. response:	My hands now tremble slightly.
context: What does it matter if she's a mortal or a deity?\Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately\so I drank a bit too much.\My hands now tremble slightly. response:	It might hurt a bit more when I dig them out.
context: Just because I acted cowardly as a mortal 300 years ago\doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately\so I drank a bit too much.\My hands now tremble slightly.\It might hurt a bit more when I dig them out. response:	Do bear with me.
context: doesn't mean that a puny deity like you can dig my eyes out\and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately\so I drank a bit too much.\My hands now tremble slightly.\It might hurt a bit more when I dig them out.\Do bear with me. response:	Don't dig out my eyes!
context: and trick me into jumping off the Zhuxian Terrace!\It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately\so I drank a bit too much.\My hands now tremble slightly.\It might hurt a bit more when I dig them out.\Do bear with me.\Don't dig out my eyes! response:	Don't dig out my eyes!
context: It seems that you can't bear to do it yourself.\There have been a couple of joyous occasions lately\so I drank a bit too much.\My hands now tremble slightly.\It might hurt a bit more when I dig them out.\Do bear with me.\Don't dig out my eyes!\Don't dig out my eyes! response:	Fine.
context: There have been a couple of joyous occasions lately\so I drank a bit too much.\My hands now tremble slightly.\It might hurt a bit more when I dig them out.\Do bear with me.\Don't dig out my eyes!\Don't dig out my eyes!\Fine. response:	300 years ago, you were just as pretentious.
context: so I drank a bit too much.\My hands now tremble slightly.\It might hurt a bit more when I dig them out.\Do bear with me.\Don't dig out my eyes!\Don't dig out my eyes!\Fine.\300 years ago, you were just as pretentious. response:	Whenever I saw you you were always acting frail.
context: My hands now tremble slightly.\It might hurt a bit more when I dig them out.\Do bear with me.\Don't dig out my eyes!\Don't dig out my eyes!\Fine.\300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail. response:	Could you not impress me by showing me
context: It might hurt a bit more when I dig them out.\Do bear with me.\Don't dig out my eyes!\Don't dig out my eyes!\Fine.\300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail.\Could you not impress me by showing me response:	how you are when you're not a weakling?
context: Do bear with me.\Don't dig out my eyes!\Don't dig out my eyes!\Fine.\300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail.\Could you not impress me by showing me\how you are when you're not a weakling? response:	When Ye Hua took my eyes away
context: Don't dig out my eyes!\Don't dig out my eyes!\Fine.\300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail.\Could you not impress me by showing me\how you are when you're not a weakling?\When Ye Hua took my eyes away response:	he told me that we all have to pay for what we owe.
context: Don't dig out my eyes!\Fine.\300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail.\Could you not impress me by showing me\how you are when you're not a weakling?\When Ye Hua took my eyes away\he told me that we all have to pay for what we owe. response:	We both know very well how you lost your eyes in the first place.
context: Fine.\300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail.\Could you not impress me by showing me\how you are when you're not a weakling?\When Ye Hua took my eyes away\he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place. response:	We also know very well how my eyes ended up in your eye sockets.
context: 300 years ago, you were just as pretentious.\Whenever I saw you you were always acting frail.\Could you not impress me by showing me\how you are when you're not a weakling?\When Ye Hua took my eyes away\he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets. response:	I've been meaning to ask you.
context: Whenever I saw you you were always acting frail.\Could you not impress me by showing me\how you are when you're not a weakling?\When Ye Hua took my eyes away\he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you. response:	Why can't I take back what was originally mine?
context: Could you not impress me by showing me\how you are when you're not a weakling?\When Ye Hua took my eyes away\he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you.\Why can't I take back what was originally mine? response:	How did my eyes become yours
context: how you are when you're not a weakling?\When Ye Hua took my eyes away\he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you.\Why can't I take back what was originally mine?\How did my eyes become yours response:	just because they were kept with you for 300 years?
context: When Ye Hua took my eyes away\he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you.\Why can't I take back what was originally mine?\How did my eyes become yours\just because they were kept with you for 300 years? response:	The Heavenly Lord concluded this case quietly 300 years ago.
context: he told me that we all have to pay for what we owe.\We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you.\Why can't I take back what was originally mine?\How did my eyes become yours\just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago. response:	I'll get this done quietly.
context: We both know very well how you lost your eyes in the first place.\We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you.\Why can't I take back what was originally mine?\How did my eyes become yours\just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly. response:	You owe me two times.
context: We also know very well how my eyes ended up in your eye sockets.\I've been meaning to ask you.\Why can't I take back what was originally mine?\How did my eyes become yours\just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly.\You owe me two times. response:	Once for my eyes...
context: I've been meaning to ask you.\Why can't I take back what was originally mine?\How did my eyes become yours\just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly.\You owe me two times.\Once for my eyes... response:	Then there was that accident at the Zhuxian Terrace.
context: Why can't I take back what was originally mine?\How did my eyes become yours\just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly.\You owe me two times.\Once for my eyes...\Then there was that accident at the Zhuxian Terrace. response:	The debt of my eyes is now paid.
context: How did my eyes become yours\just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly.\You owe me two times.\Once for my eyes...\Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid. response:	As for the accident at the Zhuxian Terrace...
context: just because they were kept with you for 300 years?\The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly.\You owe me two times.\Once for my eyes...\Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace... response:	It's either you jumped off the Zhuxian Terrace properly...
context: The Heavenly Lord concluded this case quietly 300 years ago.\I'll get this done quietly.\You owe me two times.\Once for my eyes...\Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly... response:	Or you could tell the Heavenly Lord that you're willing to use your feeble powers
context: I'll get this done quietly.\You owe me two times.\Once for my eyes...\Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers response:	to guard the Bell of East Emperor that imprisoned Qing Cang.
context: You owe me two times.\Once for my eyes...\Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang. response:	You are never to step inside the Celestial Palace again.
context: Once for my eyes...\Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again. response:	No...
context: Then there was that accident at the Zhuxian Terrace.\The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again.\No... response:	No... Never!
context: The debt of my eyes is now paid.\As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again.\No...\No... Never! response:	Well done.
context: As for the accident at the Zhuxian Terrace...\It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again.\No...\No... Never!\Well done. response:	You finally acted tough for once?
context: It's either you jumped off the Zhuxian Terrace properly...\Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again.\No...\No... Never!\Well done.\You finally acted tough for once? response:	You mean you'd rather I speak to the Heavenly Lord myself?
context: Or you could tell the Heavenly Lord that you're willing to use your feeble powers\to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again.\No...\No... Never!\Well done.\You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself? response:	You should know how I am.
context: to guard the Bell of East Emperor that imprisoned Qing Cang.\You are never to step inside the Celestial Palace again.\No...\No... Never!\Well done.\You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am. response:	I change my mind quickly.
context: You are never to step inside the Celestial Palace again.\No...\No... Never!\Well done.\You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am.\I change my mind quickly. response:	I might not suggest the same punishment to the Heavenly Lord.
context: No...\No... Never!\Well done.\You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am.\I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord. response:	What goes around comes around.
context: No... Never!\Well done.\You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am.\I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around. response:	Go to the Medicine King.
context: Well done.\You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am.\I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around.\Go to the Medicine King. response:	Your Highness!
context: You finally acted tough for once?\You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am.\I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around.\Go to the Medicine King.\Your Highness! response:	Your Highness!
context: You mean you'd rather I speak to the Heavenly Lord myself?\You should know how I am.\I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around.\Go to the Medicine King.\Your Highness!\Your Highness! response:	Your Highness...
context: You should know how I am.\I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around.\Go to the Medicine King.\Your Highness!\Your Highness!\Your Highness... response:	Your Highness...
context: I change my mind quickly.\I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around.\Go to the Medicine King.\Your Highness!\Your Highness!\Your Highness...\Your Highness... response:	Bai Qian!
context: I might not suggest the same punishment to the Heavenly Lord.\What goes around comes around.\Go to the Medicine King.\Your Highness!\Your Highness!\Your Highness...\Your Highness...\Bai Qian! response:	I won't let this go!
context: What goes around comes around.\Go to the Medicine King.\Your Highness!\Your Highness!\Your Highness...\Your Highness...\Bai Qian!\I won't let this go! response:	While Ye Hua is away from the Celestial Palace
context: Go to the Medicine King.\Your Highness!\Your Highness!\Your Highness...\Your Highness...\Bai Qian!\I won't let this go!\While Ye Hua is away from the Celestial Palace response:	he has his guard, Tian Shu watch over Ruoshui.
context: Your Highness!\Your Highness!\Your Highness...\Your Highness...\Bai Qian!\I won't let this go!\While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui. response:	Could it be that there's some sort of a problem?
context: Your Highness!\Your Highness...\Your Highness...\Bai Qian!\I won't let this go!\While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem? response:	I reckon that since His Highness's wedding is coming up soon
context: Your Highness...\Your Highness...\Bai Qian!\I won't let this go!\While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon response:	he's worried about any disturbances in the Ghost Tribe.
context: Your Highness...\Bai Qian!\I won't let this go!\While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe. response:	After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.
context: Bai Qian!\I won't let this go!\While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe. response:	It's best to keep it guarded.
context: I won't let this go!\While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded. response:	It can't be that simple.
context: While Ye Hua is away from the Celestial Palace\he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded.\It can't be that simple. response:	Your Lordship suspects that it concerns the Bell of East Emperor?
context: he has his guard, Tian Shu watch over Ruoshui.\Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded.\It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor? response:	If you're right, then it is a huge issue.
