context: December 16th, X784. Tenroujima. response:	What was that?
context: What the hell...? The whole forest is just... gone.\I don't believe it!\How powerful is that thing?!\What is this? It did this with its roar alone?\What is that monster?!\It's...\Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now... response:	We're all still alive, right?!
context: I don't believe it!\How powerful is that thing?!\What is this? It did this with its roar alone?\What is that monster?!\It's...\Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now...\We're all still alive, right?! response:	There's no time to be scared!
context: How powerful is that thing?!\What is this? It did this with its roar alone?\What is that monster?!\It's...\Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now...\We're all still alive, right?!\There's no time to be scared! response:	We gotta get off this island right away!
context: What is this? It did this with its roar alone?\What is that monster?!\It's...\Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now...\We're all still alive, right?!\There's no time to be scared!\We gotta get off this island right away! response:	Gray-sama...?
context: What is that monster?!\It's...\Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now...\We're all still alive, right?!\There's no time to be scared!\We gotta get off this island right away!\Gray-sama...? response:	Here it comes! Get your asses to the boat!
context: It's...\Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now...\We're all still alive, right?!\There's no time to be scared!\We gotta get off this island right away!\Gray-sama...?\Here it comes! Get your asses to the boat! response:	Run! We're all going home together!
context: Tch! What, is it admiring its work?!\I guess that was its way of introducing itself, for now...\We're all still alive, right?!\There's no time to be scared!\We gotta get off this island right away!\Gray-sama...?\Here it comes! Get your asses to the boat!\Run! We're all going home together! response:	Fairy Tail!
context: I guess that was its way of introducing itself, for now...\We're all still alive, right?!\There's no time to be scared!\We gotta get off this island right away!\Gray-sama...?\Here it comes! Get your asses to the boat!\Run! We're all going home together!\Fairy Tail! response:	Wendy! I thought you could talk to dragons!
context: We're all still alive, right?!\There's no time to be scared!\We gotta get off this island right away!\Gray-sama...?\Here it comes! Get your asses to the boat!\Run! We're all going home together!\Fairy Tail!\Wendy! I thought you could talk to dragons! response:	Can't you do something?!
context: There's no time to be scared!\We gotta get off this island right away!\Gray-sama...?\Here it comes! Get your asses to the boat!\Run! We're all going home together!\Fairy Tail!\Wendy! I thought you could talk to dragons!\Can't you do something?! response:	It's not that only I can talk to them!
context: We gotta get off this island right away!\Gray-sama...?\Here it comes! Get your asses to the boat!\Run! We're all going home together!\Fairy Tail!\Wendy! I thought you could talk to dragons!\Can't you do something?!\It's not that only I can talk to them! response:	All dragons have a high level of intelligence!
context: Gray-sama...?\Here it comes! Get your asses to the boat!\Run! We're all going home together!\Fairy Tail!\Wendy! I thought you could talk to dragons!\Can't you do something?!\It's not that only I can talk to them!\All dragons have a high level of intelligence! response:	What's it doing?!
context: Here it comes! Get your asses to the boat!\Run! We're all going home together!\Fairy Tail!\Wendy! I thought you could talk to dragons!\Can't you do something?!\It's not that only I can talk to them!\All dragons have a high level of intelligence!\What's it doing?! response:	Bickslow! Fried!
context: Run! We're all going home together!\Fairy Tail!\Wendy! I thought you could talk to dragons!\Can't you do something?!\It's not that only I can talk to them!\All dragons have a high level of intelligence!\What's it doing?!\Bickslow! Fried! response:	It cut us off?!
context: Fairy Tail!\Wendy! I thought you could talk to dragons!\Can't you do something?!\It's not that only I can talk to them!\All dragons have a high level of intelligence!\What's it doing?!\Bickslow! Fried!\It cut us off?! response:	Why?!
context: Wendy! I thought you could talk to dragons!\Can't you do something?!\It's not that only I can talk to them!\All dragons have a high level of intelligence!\What's it doing?!\Bickslow! Fried!\It cut us off?!\Why?! response:	Why are you doing this?! Answer me!
context: Can't you do something?!\It's not that only I can talk to them!\All dragons have a high level of intelligence!\What's it doing?!\Bickslow! Fried!\It cut us off?!\Why?!\Why are you doing this?! Answer me! response:	Maybe it's not using words...
context: It's not that only I can talk to them!\All dragons have a high level of intelligence!\What's it doing?!\Bickslow! Fried!\It cut us off?!\Why?!\Why are you doing this?! Answer me!\Maybe it's not using words... response:	Nobody would speak to vermin. It's the same thing...
context: All dragons have a high level of intelligence!\What's it doing?!\Bickslow! Fried!\It cut us off?!\Why?!\Why are you doing this?! Answer me!\Maybe it's not using words...\Nobody would speak to vermin. It's the same thing... response:	And no one would bother using their full strength against vermin.
context: What's it doing?!\Bickslow! Fried!\It cut us off?!\Why?!\Why are you doing this?! Answer me!\Maybe it's not using words...\Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin. response:	There are some things in this world you just can't fight against.
context: Bickslow! Fried!\It cut us off?!\Why?!\Why are you doing this?! Answer me!\Maybe it's not using words...\Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against. response:	Elfman!
context: It cut us off?!\Why?!\Why are you doing this?! Answer me!\Maybe it's not using words...\Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against.\Elfman! response:	Don't! Eva!
context: Why?!\Why are you doing this?! Answer me!\Maybe it's not using words...\Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against.\Elfman!\Don't! Eva! response:	Humankind is going to learn that now.
context: Why are you doing this?! Answer me!\Maybe it's not using words...\Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against.\Elfman!\Don't! Eva!\Humankind is going to learn that now. response:	Eva?! I'm sorry!
context: Maybe it's not using words...\Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against.\Elfman!\Don't! Eva!\Humankind is going to learn that now.\Eva?! I'm sorry! response:	No!
context: Nobody would speak to vermin. It's the same thing...\And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against.\Elfman!\Don't! Eva!\Humankind is going to learn that now.\Eva?! I'm sorry!\No! response:	This can't be happening...
context: And no one would bother using their full strength against vermin.\There are some things in this world you just can't fight against.\Elfman!\Don't! Eva!\Humankind is going to learn that now.\Eva?! I'm sorry!\No!\This can't be happening... response:	It looks like another long journey is about to begin.
context: There are some things in this world you just can't fight against.\Elfman!\Don't! Eva!\Humankind is going to learn that now.\Eva?! I'm sorry!\No!\This can't be happening...\It looks like another long journey is about to begin. response:	This age is over.
context: Elfman!\Don't! Eva!\Humankind is going to learn that now.\Eva?! I'm sorry!\No!\This can't be happening...\It looks like another long journey is about to begin.\This age is over. response:	Goodbye...
context: Don't! Eva!\Humankind is going to learn that now.\Eva?! I'm sorry!\No!\This can't be happening...\It looks like another long journey is about to begin.\This age is over.\Goodbye... response:	Damn you!
context: Humankind is going to learn that now.\Eva?! I'm sorry!\No!\This can't be happening...\It looks like another long journey is about to begin.\This age is over.\Goodbye...\Damn you! response:	Gramps!
context: Eva?! I'm sorry!\No!\This can't be happening...\It looks like another long journey is about to begin.\This age is over.\Goodbye...\Damn you!\Gramps! response:	Run to the ship!
context: No!\This can't be happening...\It looks like another long journey is about to begin.\This age is over.\Goodbye...\Damn you!\Gramps!\Run to the ship! response:	Ridiculous! There's no way he'll win!
context: This can't be happening...\It looks like another long journey is about to begin.\This age is over.\Goodbye...\Damn you!\Gramps!\Run to the ship!\Ridiculous! There's no way he'll win! response:	Master! Please stop!
context: It looks like another long journey is about to begin.\This age is over.\Goodbye...\Damn you!\Gramps!\Run to the ship!\Ridiculous! There's no way he'll win!\Master! Please stop! response:	If something happened to you, the guild would...
context: This age is over.\Goodbye...\Damn you!\Gramps!\Run to the ship!\Ridiculous! There's no way he'll win!\Master! Please stop!\If something happened to you, the guild would... response:	Run!!
context: Goodbye...\Damn you!\Gramps!\Run to the ship!\Ridiculous! There's no way he'll win!\Master! Please stop!\If something happened to you, the guild would...\Run!! response:	Under the circumstances, we should also...
context: Damn you!\Gramps!\Run to the ship!\Ridiculous! There's no way he'll win!\Master! Please stop!\If something happened to you, the guild would...\Run!!\Under the circumstances, we should also... response:	Don't you dare make light of Fairy Tail!
context: Gramps!\Run to the ship!\Ridiculous! There's no way he'll win!\Master! Please stop!\If something happened to you, the guild would...\Run!!\Under the circumstances, we should also...\Don't you dare make light of Fairy Tail! response:	We're gonna crush you!
context: Run to the ship!\Ridiculous! There's no way he'll win!\Master! Please stop!\If something happened to you, the guild would...\Run!!\Under the circumstances, we should also...\Don't you dare make light of Fairy Tail!\We're gonna crush you! response:	Yeah!
context: Ridiculous! There's no way he'll win!\Master! Please stop!\If something happened to you, the guild would...\Run!!\Under the circumstances, we should also...\Don't you dare make light of Fairy Tail!\We're gonna crush you!\Yeah! response:	Are you gonna ignore your master's orders even to the end?!
context: Master! Please stop!\If something happened to you, the guild would...\Run!!\Under the circumstances, we should also...\Don't you dare make light of Fairy Tail!\We're gonna crush you!\Yeah!\Are you gonna ignore your master's orders even to the end?! response:	You damn brats!
context: If something happened to you, the guild would...\Run!!\Under the circumstances, we should also...\Don't you dare make light of Fairy Tail!\We're gonna crush you!\Yeah!\Are you gonna ignore your master's orders even to the end?!\You damn brats! response:	The end...?
context: Run!!\Under the circumstances, we should also...\Don't you dare make light of Fairy Tail!\We're gonna crush you!\Yeah!\Are you gonna ignore your master's orders even to the end?!\You damn brats!\The end...? response:	I'm a dragon slayer!
context: Under the circumstances, we should also...\Don't you dare make light of Fairy Tail!\We're gonna crush you!\Yeah!\Are you gonna ignore your master's orders even to the end?!\You damn brats!\The end...?\I'm a dragon slayer! response:	If that's the enemy, I'm gonna...
context: Don't you dare make light of Fairy Tail!\We're gonna crush you!\Yeah!\Are you gonna ignore your master's orders even to the end?!\You damn brats!\The end...?\I'm a dragon slayer!\If that's the enemy, I'm gonna... response:	Run, Natsu!
context: We're gonna crush you!\Yeah!\Are you gonna ignore your master's orders even to the end?!\You damn brats!\The end...?\I'm a dragon slayer!\If that's the enemy, I'm gonna...\Run, Natsu! response:	Laxus! What're you...?!
context: Yeah!\Are you gonna ignore your master's orders even to the end?!\You damn brats!\The end...?\I'm a dragon slayer!\If that's the enemy, I'm gonna...\Run, Natsu!\Laxus! What're you...?! response:	Master!
context: Are you gonna ignore your master's orders even to the end?!\You damn brats!\The end...?\I'm a dragon slayer!\If that's the enemy, I'm gonna...\Run, Natsu!\Laxus! What're you...?!\Master! response:	Please, be safe!
context: You damn brats!\The end...?\I'm a dragon slayer!\If that's the enemy, I'm gonna...\Run, Natsu!\Laxus! What're you...?!\Master!\Please, be safe! response:	Good...
context: The end...?\I'm a dragon slayer!\If that's the enemy, I'm gonna...\Run, Natsu!\Laxus! What're you...?!\Master!\Please, be safe!\Good... response:	One day, you'll understand.
context: I'm a dragon slayer!\If that's the enemy, I'm gonna...\Run, Natsu!\Laxus! What're you...?!\Master!\Please, be safe!\Good...\One day, you'll understand. response:	Tears are hollow.
context: If that's the enemy, I'm gonna...\Run, Natsu!\Laxus! What're you...?!\Master!\Please, be safe!\Good...\One day, you'll understand.\Tears are hollow. response:	Are you sad because someone's gonna die?
context: Run, Natsu!\Laxus! What're you...?!\Master!\Please, be safe!\Good...\One day, you'll understand.\Tears are hollow.\Are you sad because someone's gonna die? response:	Has sadness ever killed a person?
context: Laxus! What're you...?!\Master!\Please, be safe!\Good...\One day, you'll understand.\Tears are hollow.\Are you sad because someone's gonna die?\Has sadness ever killed a person? response:	The answers are deep in each of your hearts...
context: Master!\Please, be safe!\Good...\One day, you'll understand.\Tears are hollow.\Are you sad because someone's gonna die?\Has sadness ever killed a person?\The answers are deep in each of your hearts... response:	My proud little brats!
context: Please, be safe!\Good...\One day, you'll understand.\Tears are hollow.\Are you sad because someone's gonna die?\Has sadness ever killed a person?\The answers are deep in each of your hearts...\My proud little brats! response:	Live on...
context: Good...\One day, you'll understand.\Tears are hollow.\Are you sad because someone's gonna die?\Has sadness ever killed a person?\The answers are deep in each of your hearts...\My proud little brats!\Live on... response:	You bastard!
context: One day, you'll understand.\Tears are hollow.\Are you sad because someone's gonna die?\Has sadness ever killed a person?\The answers are deep in each of your hearts...\My proud little brats!\Live on...\You bastard! response:	I don't know what you're after...
context: Tears are hollow.\Are you sad because someone's gonna die?\Has sadness ever killed a person?\The answers are deep in each of your hearts...\My proud little brats!\Live on...\You bastard!\I don't know what you're after... response:	'Cause my brats are behind me!
context: Are you sad because someone's gonna die?\Has sadness ever killed a person?\The answers are deep in each of your hearts...\My proud little brats!\Live on...\You bastard!\I don't know what you're after...\'Cause my brats are behind me! response:	For the first time... I acted like a parent.
context: Has sadness ever killed a person?\The answers are deep in each of your hearts...\My proud little brats!\Live on...\You bastard!\I don't know what you're after...\'Cause my brats are behind me!\For the first time... I acted like a parent. response:	I have no more regrets!
context: The answers are deep in each of your hearts...\My proud little brats!\Live on...\You bastard!\I don't know what you're after...\'Cause my brats are behind me!\For the first time... I acted like a parent.\I have no more regrets! response:	Gimme back...
context: My proud little brats!\Live on...\You bastard!\I don't know what you're after...\'Cause my brats are behind me!\For the first time... I acted like a parent.\I have no more regrets!\Gimme back... response:	Natsu!
context: Live on...\You bastard!\I don't know what you're after...\'Cause my brats are behind me!\For the first time... I acted like a parent.\I have no more regrets!\Gimme back...\Natsu! response:	Erza?! You too?!
context: You bastard!\I don't know what you're after...\'Cause my brats are behind me!\For the first time... I acted like a parent.\I have no more regrets!\Gimme back...\Natsu!\Erza?! You too?! response:	I was against it...
context: I don't know what you're after...\'Cause my brats are behind me!\For the first time... I acted like a parent.\I have no more regrets!\Gimme back...\Natsu!\Erza?! You too?!\I was against it... response:	leaving a senile old fool behind?
context: 'Cause my brats are behind me!\For the first time... I acted like a parent.\I have no more regrets!\Gimme back...\Natsu!\Erza?! You too?!\I was against it...\leaving a senile old fool behind? response:	Bring it!
context: For the first time... I acted like a parent.\I have no more regrets!\Gimme back...\Natsu!\Erza?! You too?!\I was against it...\leaving a senile old fool behind?\Bring it! response:	Idiots!
context: I have no more regrets!\Gimme back...\Natsu!\Erza?! You too?!\I was against it...\leaving a senile old fool behind?\Bring it!\Idiots! response:	Hey, morons! All the power you have!
context: Gimme back...\Natsu!\Erza?! You too?!\I was against it...\leaving a senile old fool behind?\Bring it!\Idiots!\Hey, morons! All the power you have! response:	Anybody who says I don't have any more than this, I'll kick your ass!
context: Natsu!\Erza?! You too?!\I was against it...\leaving a senile old fool behind?\Bring it!\Idiots!\Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass! response:	Combine your puny Fairy Tail powers with my lightning attack
context: Erza?! You too?!\I was against it...\leaving a senile old fool behind?\Bring it!\Idiots!\Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack response:	and let's knock this bastard for a loop!
context: I was against it...\leaving a senile old fool behind?\Bring it!\Idiots!\Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop! response:	Laxus!
context: leaving a senile old fool behind?\Bring it!\Idiots!\Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop!\Laxus! response:	Laxus-san?
context: Bring it!\Idiots!\Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop!\Laxus!\Laxus-san? response:	Laxus?!
context: Idiots!\Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop!\Laxus!\Laxus-san?\Laxus?! response:	Hey, Natsu! Get outta the way!
context: Hey, morons! All the power you have!\Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop!\Laxus!\Laxus-san?\Laxus?!\Hey, Natsu! Get outta the way! response:	W-W-Wait a second!
context: Anybody who says I don't have any more than this, I'll kick your ass!\Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop!\Laxus!\Laxus-san?\Laxus?!\Hey, Natsu! Get outta the way!\W-W-Wait a second! response:	Laxus! Now!
context: Combine your puny Fairy Tail powers with my lightning attack\and let's knock this bastard for a loop!\Laxus!\Laxus-san?\Laxus?!\Hey, Natsu! Get outta the way!\W-W-Wait a second!\Laxus! Now! response:	Hey!
context: and let's knock this bastard for a loop!\Laxus!\Laxus-san?\Laxus?!\Hey, Natsu! Get outta the way!\W-W-Wait a second!\Laxus! Now!\Hey! response:	Raging Bolt!
context: Laxus!\Laxus-san?\Laxus?!\Hey, Natsu! Get outta the way!\W-W-Wait a second!\Laxus! Now!\Hey!\Raging Bolt! response:	Heaven's Wheel! Blumenblatt!
context: Laxus-san?\Laxus?!\Hey, Natsu! Get outta the way!\W-W-Wait a second!\Laxus! Now!\Hey!\Raging Bolt!\Heaven's Wheel! Blumenblatt! response:	Super Freeze Arrow!
context: Laxus?!\Hey, Natsu! Get outta the way!\W-W-Wait a second!\Laxus! Now!\Hey!\Raging Bolt!\Heaven's Wheel! Blumenblatt!\Super Freeze Arrow! response:	Water Nebula!
context: Hey, Natsu! Get outta the way!\W-W-Wait a second!\Laxus! Now!\Hey!\Raging Bolt!\Heaven's Wheel! Blumenblatt!\Super Freeze Arrow!\Water Nebula! response:	Solid Script Fire!
context: W-W-Wait a second!\Laxus! Now!\Hey!\Raging Bolt!\Heaven's Wheel! Blumenblatt!\Super Freeze Arrow!\Water Nebula!\Solid Script Fire! response:	Sagittarius, now!
context: Laxus! Now!\Hey!\Raging Bolt!\Heaven's Wheel! Blumenblatt!\Super Freeze Arrow!\Water Nebula!\Solid Script Fire!\Sagittarius, now! response:	Evil Explosion!
context: Hey!\Raging Bolt!\Heaven's Wheel! Blumenblatt!\Super Freeze Arrow!\Water Nebula!\Solid Script Fire!\Sagittarius, now!\Evil Explosion! response:	Been a long time since the Raijinshuu fought together!
context: Raging Bolt!\Heaven's Wheel! Blumenblatt!\Super Freeze Arrow!\Water Nebula!\Solid Script Fire!\Sagittarius, now!\Evil Explosion!\Been a long time since the Raijinshuu fought together! response:	Really let'im have it!
context: Heaven's Wheel! Blumenblatt!\Super Freeze Arrow!\Water Nebula!\Solid Script Fire!\Sagittarius, now!\Evil Explosion!\Been a long time since the Raijinshuu fought together!\Really let'im have it! response:	Damned monster! You took everything we got and you're still grinnin'?!
context: Super Freeze Arrow!\Water Nebula!\Solid Script Fire!\Sagittarius, now!\Evil Explosion!\Been a long time since the Raijinshuu fought together!\Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?! response:	You guys, last chance to take him down!
context: Water Nebula!\Solid Script Fire!\Sagittarius, now!\Evil Explosion!\Been a long time since the Raijinshuu fought together!\Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down! response:	Go, Natsu!
context: Solid Script Fire!\Sagittarius, now!\Evil Explosion!\Been a long time since the Raijinshuu fought together!\Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down!\Go, Natsu! response:	Laxus, that asshole! I'm gonna beat the crap outta him later!
context: Sagittarius, now!\Evil Explosion!\Been a long time since the Raijinshuu fought together!\Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down!\Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later! response:	Yes, later...
context: Evil Explosion!\Been a long time since the Raijinshuu fought together!\Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down!\Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later... response:	Roar of the Iron Dragon!
context: Been a long time since the Raijinshuu fought together!\Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down!\Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later...\Roar of the Iron Dragon! response:	Roar of the Sky Dragon!
context: Really let'im have it!\Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down!\Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later...\Roar of the Iron Dragon!\Roar of the Sky Dragon! response:	Roar of the Fire Dragon!
context: Damned monster! You took everything we got and you're still grinnin'?!\You guys, last chance to take him down!\Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later...\Roar of the Iron Dragon!\Roar of the Sky Dragon!\Roar of the Fire Dragon! response:	Did they do it?
context: You guys, last chance to take him down!\Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later...\Roar of the Iron Dragon!\Roar of the Sky Dragon!\Roar of the Fire Dragon!\Did they do it? response:	No.
context: Go, Natsu!\Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later...\Roar of the Iron Dragon!\Roar of the Sky Dragon!\Roar of the Fire Dragon!\Did they do it?\No. response:	Gildarts!
context: Laxus, that asshole! I'm gonna beat the crap outta him later!\Yes, later...\Roar of the Iron Dragon!\Roar of the Sky Dragon!\Roar of the Fire Dragon!\Did they do it?\No.\Gildarts! response:	It's not using the power that it did when it fought me.
context: Yes, later...\Roar of the Iron Dragon!\Roar of the Sky Dragon!\Roar of the Fire Dragon!\Did they do it?\No.\Gildarts!\It's not using the power that it did when it fought me. response:	It's just playing with us!
context: Roar of the Iron Dragon!\Roar of the Sky Dragon!\Roar of the Fire Dragon!\Did they do it?\No.\Gildarts!\It's not using the power that it did when it fought me.\It's just playing with us! response:	Wha...?!
context: Roar of the Sky Dragon!\Roar of the Fire Dragon!\Did they do it?\No.\Gildarts!\It's not using the power that it did when it fought me.\It's just playing with us!\Wha...?! response:	It ascended again!
context: Roar of the Fire Dragon!\Did they do it?\No.\Gildarts!\It's not using the power that it did when it fought me.\It's just playing with us!\Wha...?!\It ascended again! response:	Crap! It's as healthy as ever!
context: Did they do it?\No.\Gildarts!\It's not using the power that it did when it fought me.\It's just playing with us!\Wha...?!\It ascended again!\Crap! It's as healthy as ever! response:	Bastard...
context: No.\Gildarts!\It's not using the power that it did when it fought me.\It's just playing with us!\Wha...?!\It ascended again!\Crap! It's as healthy as ever!\Bastard... response:	Even though we gave it all we had...
context: Gildarts!\It's not using the power that it did when it fought me.\It's just playing with us!\Wha...?!\It ascended again!\Crap! It's as healthy as ever!\Bastard...\Even though we gave it all we had... response:	And we had the power of three dragon slayers...
context: It's not using the power that it did when it fought me.\It's just playing with us!\Wha...?!\It ascended again!\Crap! It's as healthy as ever!\Bastard...\Even though we gave it all we had...\And we had the power of three dragon slayers... response:	Even with concentrating the entire guild's power together...
context: It's just playing with us!\Wha...?!\It ascended again!\Crap! It's as healthy as ever!\Bastard...\Even though we gave it all we had...\And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together... response:	Damn it!
context: Wha...?!\It ascended again!\Crap! It's as healthy as ever!\Bastard...\Even though we gave it all we had...\And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together...\Damn it! response:	Some help Dragon Slayer Magic is!
context: It ascended again!\Crap! It's as healthy as ever!\Bastard...\Even though we gave it all we had...\And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together...\Damn it!\Some help Dragon Slayer Magic is! response:	What does it intend to do?!
context: Crap! It's as healthy as ever!\Bastard...\Even though we gave it all we had...\And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together...\Damn it!\Some help Dragon Slayer Magic is!\What does it intend to do?! response:	Maybe it'll just go home...
context: Bastard...\Even though we gave it all we had...\And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together...\Damn it!\Some help Dragon Slayer Magic is!\What does it intend to do?!\Maybe it'll just go home... response:	Don't let your guard down!
context: Even though we gave it all we had...\And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together...\Damn it!\Some help Dragon Slayer Magic is!\What does it intend to do?!\Maybe it'll just go home...\Don't let your guard down! response:	Breath!
context: And we had the power of three dragon slayers...\Even with concentrating the entire guild's power together...\Damn it!\Some help Dragon Slayer Magic is!\What does it intend to do?!\Maybe it'll just go home...\Don't let your guard down!\Breath! response:	Don't tell me it means to wipe out the whole island?!
context: Even with concentrating the entire guild's power together...\Damn it!\Some help Dragon Slayer Magic is!\What does it intend to do?!\Maybe it'll just go home...\Don't let your guard down!\Breath!\Don't tell me it means to wipe out the whole island?! response:	No way...
context: Damn it!\Some help Dragon Slayer Magic is!\What does it intend to do?!\Maybe it'll just go home...\Don't let your guard down!\Breath!\Don't tell me it means to wipe out the whole island?!\No way... response:	Oh, no...
context: Some help Dragon Slayer Magic is!\What does it intend to do?!\Maybe it'll just go home...\Don't let your guard down!\Breath!\Don't tell me it means to wipe out the whole island?!\No way...\Oh, no... response:	Maybe it's just hopeless...
context: What does it intend to do?!\Maybe it'll just go home...\Don't let your guard down!\Breath!\Don't tell me it means to wipe out the whole island?!\No way...\Oh, no...\Maybe it's just hopeless... response:	Is it gonna end for all of us here?
context: Maybe it'll just go home...\Don't let your guard down!\Breath!\Don't tell me it means to wipe out the whole island?!\No way...\Oh, no...\Maybe it's just hopeless...\Is it gonna end for all of us here? response:	Everyone who can use defensive magic, go full power!
context: Don't let your guard down!\Breath!\Don't tell me it means to wipe out the whole island?!\No way...\Oh, no...\Maybe it's just hopeless...\Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power! response:	I don't have time to draw runes!
context: Breath!\Don't tell me it means to wipe out the whole island?!\No way...\Oh, no...\Maybe it's just hopeless...\Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power!\I don't have time to draw runes! response:	There's plenty of other kinds of defensive magic you can do with letter based magic!
context: Don't tell me it means to wipe out the whole island?!\No way...\Oh, no...\Maybe it's just hopeless...\Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power!\I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic! response:	Th-That's right.
context: No way...\Oh, no...\Maybe it's just hopeless...\Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power!\I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right. response:	That's our Levy!
context: Oh, no...\Maybe it's just hopeless...\Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power!\I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right.\That's our Levy! response:	Everyone! Focus all your magic power on the Fried and Levy!
context: Maybe it's just hopeless...\Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power!\I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right.\That's our Levy!\Everyone! Focus all your magic power on the Fried and Levy! response:	Everyone hold hands!
context: Is it gonna end for all of us here?\Everyone who can use defensive magic, go full power!\I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right.\That's our Levy!\Everyone! Focus all your magic power on the Fried and Levy!\Everyone hold hands! response:	We're not gonna let it end here!
context: Everyone who can use defensive magic, go full power!\I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right.\That's our Levy!\Everyone! Focus all your magic power on the Fried and Levy!\Everyone hold hands!\We're not gonna let it end here! response:	Right! I refuse to give up!
context: I don't have time to draw runes!\There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right.\That's our Levy!\Everyone! Focus all your magic power on the Fried and Levy!\Everyone hold hands!\We're not gonna let it end here!\Right! I refuse to give up! response:	Everyone, join your power together as one!
context: There's plenty of other kinds of defensive magic you can do with letter based magic!\Th-That's right.\That's our Levy!\Everyone! Focus all your magic power on the Fried and Levy!\Everyone hold hands!\We're not gonna let it end here!\Right! I refuse to give up!\Everyone, join your power together as one! response:	Let's show this creature the bond of our guild!
context: Th-That's right.\That's our Levy!\Everyone! Focus all your magic power on the Fried and Levy!\Everyone hold hands!\We're not gonna let it end here!\Right! I refuse to give up!\Everyone, join your power together as one!\Let's show this creature the bond of our guild! response:	That's right! Let's all go home together!
