context: Burnt Field (Part 1) response:	Um...
context: Or after getting this far, maybe more on the level of a vengeful ghost.\An extra-large one.\But in this fifth Kishou Championship match, I've cornered him, 2-2.\From the City of Shogi, Tendou, Let's Get a Master!\I want it. I'll bite into anything I can.\My first title!\I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions! response:	By the way, where's Gan?
context: An extra-large one.\But in this fifth Kishou Championship match, I've cornered him, 2-2.\From the City of Shogi, Tendou, Let's Get a Master!\I want it. I'll bite into anything I can.\My first title!\I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan? response:	I don't see Gan.
context: But in this fifth Kishou Championship match, I've cornered him, 2-2.\From the City of Shogi, Tendou, Let's Get a Master!\I want it. I'll bite into anything I can.\My first title!\I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan?\I don't see Gan. response:	R-Right.
context: From the City of Shogi, Tendou, Let's Get a Master!\I want it. I'll bite into anything I can.\My first title!\I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan?\I don't see Gan.\R-Right. response:	Gan is here, but...
context: I want it. I'll bite into anything I can.\My first title!\I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan?\I don't see Gan.\R-Right.\Gan is here, but... response:	What? Is he ill?
context: My first title!\I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan?\I don't see Gan.\R-Right.\Gan is here, but...\What? Is he ill? response:	S-Saku!
context: I swear I'll take it.\And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan?\I don't see Gan.\R-Right.\Gan is here, but...\What? Is he ill?\S-Saku! response:	What are you doing here? You got your match eve party.
context: And with apologies to the old man, I'm going to end his reunions!\By the way, where's Gan?\I don't see Gan.\R-Right.\Gan is here, but...\What? Is he ill?\S-Saku!\What are you doing here? You got your match eve party. response:	I got an unofficial notice, telling me to take early retirement.
context: By the way, where's Gan?\I don't see Gan.\R-Right.\Gan is here, but...\What? Is he ill?\S-Saku!\What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement. response:	So I left the newspaper at the end of May.
context: I don't see Gan.\R-Right.\Gan is here, but...\What? Is he ill?\S-Saku!\What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May. response:	Well, in a nutshell, I was laid off.
context: R-Right.\Gan is here, but...\What? Is he ill?\S-Saku!\What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off. response:	I didn't want to cast a damper
context: Gan is here, but...\What? Is he ill?\S-Saku!\What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off.\I didn't want to cast a damper response:	on the festivities the night before your important title match with my story of economic woe.
context: What? Is he ill?\S-Saku!\What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off.\I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe. response:	Sorry, Saku.
context: S-Saku!\What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off.\I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku. response:	But Saku...
context: What are you doing here? You got your match eve party.\I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off.\I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku.\But Saku... response:	when I think about how you're still fighting,
context: I got an unofficial notice, telling me to take early retirement.\So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off.\I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku.\But Saku...\when I think about how you're still fighting, response:	I just couldn't sit still.
context: So I left the newspaper at the end of May.\Well, in a nutshell, I was laid off.\I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku.\But Saku...\when I think about how you're still fighting,\I just couldn't sit still. response:	You were lugging around that huge camera day and night for years.
context: Well, in a nutshell, I was laid off.\I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku.\But Saku...\when I think about how you're still fighting,\I just couldn't sit still.\You were lugging around that huge camera day and night for years. response:	You've done your best and then some.
context: I didn't want to cast a damper\on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku.\But Saku...\when I think about how you're still fighting,\I just couldn't sit still.\You were lugging around that huge camera day and night for years.\You've done your best and then some. response:	Gan, shouldn't you relax and enjoy the rest of your life?
context: on the festivities the night before your important title match with my story of economic woe.\Sorry, Saku.\But Saku...\when I think about how you're still fighting,\I just couldn't sit still.\You were lugging around that huge camera day and night for years.\You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life? response:	That's what my wife said. My daughter, too.
context: Sorry, Saku.\But Saku...\when I think about how you're still fighting,\I just couldn't sit still.\You were lugging around that huge camera day and night for years.\You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too. response:	But I'm scared.
context: But Saku...\when I think about how you're still fighting,\I just couldn't sit still.\You were lugging around that huge camera day and night for years.\You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too.\But I'm scared. response:	Without my work, what's left for me?
context: when I think about how you're still fighting,\I just couldn't sit still.\You were lugging around that huge camera day and night for years.\You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too.\But I'm scared.\Without my work, what's left for me? response:	I'm scared, Saku.
context: I just couldn't sit still.\You were lugging around that huge camera day and night for years.\You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too.\But I'm scared.\Without my work, what's left for me?\I'm scared, Saku. response:	I feel like...
context: You were lugging around that huge camera day and night for years.\You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too.\But I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I feel like... response:	I'm in a burnt field.
context: You've done your best and then some.\Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too.\But I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I feel like...\I'm in a burnt field. response:	I'm telling you, we should use this diagram!
context: Gan, shouldn't you relax and enjoy the rest of your life?\That's what my wife said. My daughter, too.\But I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I feel like...\I'm in a burnt field.\I'm telling you, we should use this diagram! response:	No, it's too confusing, Nikaidou!
context: That's what my wife said. My daughter, too.\But I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I feel like...\I'm in a burnt field.\I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou! response:	It's better to put them up side-by-side and explain!
context: But I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I feel like...\I'm in a burnt field.\I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain! response:	FIRM FIRM
context: Without my work, what's left for me?\I'm scared, Saku.\I feel like...\I'm in a burnt field.\I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain!\FIRM FIRM response:	We were told to keep it lively, remember?
context: I'm scared, Saku.\I feel like...\I'm in a burnt field.\I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain!\FIRM FIRM\We were told to keep it lively, remember? response:	UNYIELDING UNYIELDING
context: I feel like...\I'm in a burnt field.\I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain!\FIRM FIRM\We were told to keep it lively, remember?\UNYIELDING UNYIELDING response:	Kiriyama, it'll go over better if we explain with pictures!
context: I'm in a burnt field.\I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain!\FIRM FIRM\We were told to keep it lively, remember?\UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures! response:	23RD CHILDREN'S SHOGI TOURNAMENT
context: I'm telling you, we should use this diagram!\No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain!\FIRM FIRM\We were told to keep it lively, remember?\UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT response:	This brings me back.
context: No, it's too confusing, Nikaidou!\It's better to put them up side-by-side and explain!\FIRM FIRM\We were told to keep it lively, remember?\UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back. response:	I participated in the Kids' Lion King Tournament too.
context: It's better to put them up side-by-side and explain!\FIRM FIRM\We were told to keep it lively, remember?\UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back.\I participated in the Kids' Lion King Tournament too. response:	And now we coach it.
context: FIRM FIRM\We were told to keep it lively, remember?\UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back.\I participated in the Kids' Lion King Tournament too.\And now we coach it. response:	Hey, Saku. Where should I put up the tsume-shogi problems?
context: We were told to keep it lively, remember?\UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back.\I participated in the Kids' Lion King Tournament too.\And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems? response:	If the kids get bored, hang them up front.
context: UNYIELDING UNYIELDING\Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back.\I participated in the Kids' Lion King Tournament too.\And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front. response:	Saku, I'm...
context: Kiriyama, it'll go over better if we explain with pictures!\23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back.\I participated in the Kids' Lion King Tournament too.\And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front.\Saku, I'm... response:	being demoted.
context: 23RD CHILDREN'S SHOGI TOURNAMENT\This brings me back.\I participated in the Kids' Lion King Tournament too.\And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front.\Saku, I'm...\being demoted. response:	My old man collapsed.
context: This brings me back.\I participated in the Kids' Lion King Tournament too.\And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front.\Saku, I'm...\being demoted.\My old man collapsed. response:	I'm moving back to the countryside.
context: I participated in the Kids' Lion King Tournament too.\And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front.\Saku, I'm...\being demoted.\My old man collapsed.\I'm moving back to the countryside. response:	I'm going to retire and focus on coaching kids.
context: And now we coach it.\Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front.\Saku, I'm...\being demoted.\My old man collapsed.\I'm moving back to the countryside.\I'm going to retire and focus on coaching kids. response:	Saku, it's frustrating...
context: Hey, Saku. Where should I put up the tsume-shogi problems?\If the kids get bored, hang them up front.\Saku, I'm...\being demoted.\My old man collapsed.\I'm moving back to the countryside.\I'm going to retire and focus on coaching kids.\Saku, it's frustrating... response:	but I'm going to look for another path.
context: If the kids get bored, hang them up front.\Saku, I'm...\being demoted.\My old man collapsed.\I'm moving back to the countryside.\I'm going to retire and focus on coaching kids.\Saku, it's frustrating...\but I'm going to look for another path. response:	Saku, please...
context: Saku, I'm...\being demoted.\My old man collapsed.\I'm moving back to the countryside.\I'm going to retire and focus on coaching kids.\Saku, it's frustrating...\but I'm going to look for another path.\Saku, please... response:	Keep fighting for us.
context: being demoted.\My old man collapsed.\I'm moving back to the countryside.\I'm going to retire and focus on coaching kids.\Saku, it's frustrating...\but I'm going to look for another path.\Saku, please...\Keep fighting for us. response:	We'll always, always be cheering you on.
context: My old man collapsed.\I'm moving back to the countryside.\I'm going to retire and focus on coaching kids.\Saku, it's frustrating...\but I'm going to look for another path.\Saku, please...\Keep fighting for us.\We'll always, always be cheering you on. response:	These days, wherever I go, I'm always the oldest one.
context: I'm moving back to the countryside.\I'm going to retire and focus on coaching kids.\Saku, it's frustrating...\but I'm going to look for another path.\Saku, please...\Keep fighting for us.\We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one. response:	How long has it been like that?
context: I'm going to retire and focus on coaching kids.\Saku, it's frustrating...\but I'm going to look for another path.\Saku, please...\Keep fighting for us.\We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one.\How long has it been like that? response:	Mr. Yanagihara is amazing.
context: Saku, it's frustrating...\but I'm going to look for another path.\Saku, please...\Keep fighting for us.\We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one.\How long has it been like that?\Mr. Yanagihara is amazing. response:	He's a monster. The guy's 66 years old.
context: but I'm going to look for another path.\Saku, please...\Keep fighting for us.\We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one.\How long has it been like that?\Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old. response:	And still Class A. How can that be?
context: Saku, please...\Keep fighting for us.\We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one.\How long has it been like that?\Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old.\And still Class A. How can that be? response:	How long is he going to keep at it?
context: Keep fighting for us.\We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one.\How long has it been like that?\Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old.\And still Class A. How can that be?\How long is he going to keep at it? response:	Somewhere along the line, the people who have been fighting alongside me
context: We'll always, always be cheering you on.\These days, wherever I go, I'm always the oldest one.\How long has it been like that?\Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old.\And still Class A. How can that be?\How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me response:	have disappeared, first one and then another.
context: These days, wherever I go, I'm always the oldest one.\How long has it been like that?\Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old.\And still Class A. How can that be?\How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another. response:	All that's left now...
context: How long has it been like that?\Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old.\And still Class A. How can that be?\How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another.\All that's left now... response:	is this old body...
context: Mr. Yanagihara is amazing.\He's a monster. The guy's 66 years old.\And still Class A. How can that be?\How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another.\All that's left now...\is this old body... response:	and these innumerable sashes...
context: He's a monster. The guy's 66 years old.\And still Class A. How can that be?\How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another.\All that's left now...\is this old body...\and these innumerable sashes... response:	that have been entrusted to me.
context: And still Class A. How can that be?\How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another.\All that's left now...\is this old body...\and these innumerable sashes...\that have been entrusted to me. response:	They sure are heavy.
context: How long is he going to keep at it?\Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another.\All that's left now...\is this old body...\and these innumerable sashes...\that have been entrusted to me.\They sure are heavy. response:	Burnt Field (Part 1)
context: Somewhere along the line, the people who have been fighting alongside me\have disappeared, first one and then another.\All that's left now...\is this old body...\and these innumerable sashes...\that have been entrusted to me.\They sure are heavy.\Burnt Field (Part 1) response:	Burnt Field (Part 2)
context: have disappeared, first one and then another.\All that's left now...\is this old body...\and these innumerable sashes...\that have been entrusted to me.\They sure are heavy.\Burnt Field (Part 1)\Burnt Field (Part 2) response:	Well, Kishou Yanagihara, you're the eldest active Class A player.
context: All that's left now...\is this old body...\and these innumerable sashes...\that have been entrusted to me.\They sure are heavy.\Burnt Field (Part 1)\Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player. response:	How long do you think you'll be able to maintain your rank?
context: is this old body...\and these innumerable sashes...\that have been entrusted to me.\They sure are heavy.\Burnt Field (Part 1)\Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank? response:	If you were demoted, would you think about retiring?
context: and these innumerable sashes...\that have been entrusted to me.\They sure are heavy.\Burnt Field (Part 1)\Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring? response:	Saku, please...
context: that have been entrusted to me.\They sure are heavy.\Burnt Field (Part 1)\Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring?\Saku, please... response:	Keep going for our sake!
context: They sure are heavy.\Burnt Field (Part 1)\Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring?\Saku, please...\Keep going for our sake! response:	I couldn't make my dream come true, but you can do it!
context: Burnt Field (Part 1)\Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring?\Saku, please...\Keep going for our sake!\I couldn't make my dream come true, but you can do it! response:	I know. I know.
context: Burnt Field (Part 2)\Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring?\Saku, please...\Keep going for our sake!\I couldn't make my dream come true, but you can do it!\I know. I know. response:	The people who are departing...
context: Well, Kishou Yanagihara, you're the eldest active Class A player.\How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring?\Saku, please...\Keep going for our sake!\I couldn't make my dream come true, but you can do it!\I know. I know.\The people who are departing... response:	don't feel like they're putting a curse on me.
context: How long do you think you'll be able to maintain your rank?\If you were demoted, would you think about retiring?\Saku, please...\Keep going for our sake!\I couldn't make my dream come true, but you can do it!\I know. I know.\The people who are departing...\don't feel like they're putting a curse on me. response:	I'm scared.
context: If you were demoted, would you think about retiring?\Saku, please...\Keep going for our sake!\I couldn't make my dream come true, but you can do it!\I know. I know.\The people who are departing...\don't feel like they're putting a curse on me.\I'm scared. response:	I'm scared, Saku.
context: Saku, please...\Keep going for our sake!\I couldn't make my dream come true, but you can do it!\I know. I know.\The people who are departing...\don't feel like they're putting a curse on me.\I'm scared.\I'm scared, Saku. response:	I feel like I'm standing in a burnt field.
context: Keep going for our sake!\I couldn't make my dream come true, but you can do it!\I know. I know.\The people who are departing...\don't feel like they're putting a curse on me.\I'm scared.\I'm scared, Saku.\I feel like I'm standing in a burnt field. response:	But there are nights where...
context: I couldn't make my dream come true, but you can do it!\I know. I know.\The people who are departing...\don't feel like they're putting a curse on me.\I'm scared.\I'm scared, Saku.\I feel like I'm standing in a burnt field.\But there are nights where... response:	it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.
context: I know. I know.\The people who are departing...\don't feel like they're putting a curse on me.\I'm scared.\I'm scared, Saku.\I feel like I'm standing in a burnt field.\But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with. response:	INTERNAL MEDICINE/ EXTERNAL MEDICINE
context: The people who are departing...\don't feel like they're putting a curse on me.\I'm scared.\I'm scared, Saku.\I feel like I'm standing in a burnt field.\But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE response:	Blood pressure medicine, stomach medicine...
context: don't feel like they're putting a curse on me.\I'm scared.\I'm scared, Saku.\I feel like I'm standing in a burnt field.\But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine... response:	Cataract medicine...
context: I'm scared.\I'm scared, Saku.\I feel like I'm standing in a burnt field.\But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine...\Cataract medicine... response:	What else?
context: I'm scared, Saku.\I feel like I'm standing in a burnt field.\But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine...\Cataract medicine...\What else? response:	Ow...
context: I feel like I'm standing in a burnt field.\But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine...\Cataract medicine...\What else?\Ow... response:	Although I'm sure the effect won't last to the climax of the match.
context: But there are nights where...\it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine...\Cataract medicine...\What else?\Ow...\Although I'm sure the effect won't last to the climax of the match. response:	All right.
context: it feels like I'll get tangled in the hundreds of sashes I've been entrusted with.\INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine...\Cataract medicine...\What else?\Ow...\Although I'm sure the effect won't last to the climax of the match.\All right. response:	Guess I'd better get going.
context: INTERNAL MEDICINE/ EXTERNAL MEDICINE\Blood pressure medicine, stomach medicine...\Cataract medicine...\What else?\Ow...\Although I'm sure the effect won't last to the climax of the match.\All right.\Guess I'd better get going. response:	SEIRYUUEN
context: Blood pressure medicine, stomach medicine...\Cataract medicine...\What else?\Ow...\Although I'm sure the effect won't last to the climax of the match.\All right.\Guess I'd better get going.\SEIRYUUEN response:	So there's Kishou Yanagihara,
context: Cataract medicine...\What else?\Ow...\Although I'm sure the effect won't last to the climax of the match.\All right.\Guess I'd better get going.\SEIRYUUEN\So there's Kishou Yanagihara, response:	the eldest Class A player with his seemingly-permanent title on the line
context: What else?\Ow...\Although I'm sure the effect won't last to the climax of the match.\All right.\Guess I'd better get going.\SEIRYUUEN\So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line response:	and Shimada 8th-Dan, a hardworking player going for his first title.
context: Ow...\Although I'm sure the effect won't last to the climax of the match.\All right.\Guess I'd better get going.\SEIRYUUEN\So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title. response:	Who will win?
context: Although I'm sure the effect won't last to the climax of the match.\All right.\Guess I'd better get going.\SEIRYUUEN\So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win? response:	Whoever wins, it'll make for a bitter article.
context: All right.\Guess I'd better get going.\SEIRYUUEN\So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win?\Whoever wins, it'll make for a bitter article. response:	Quiet. Shimada 8th-Dan is here.
context: Guess I'd better get going.\SEIRYUUEN\So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win?\Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here. response:	GOOD LUCK, KAI
context: SEIRYUUEN\So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win?\Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI response:	I want to take it.
context: So there's Kishou Yanagihara,\the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win?\Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI\I want to take it. response:	More than anything.
context: the eldest Class A player with his seemingly-permanent title on the line\and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win?\Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI\I want to take it.\More than anything. response:	No matter what...
context: and Shimada 8th-Dan, a hardworking player going for his first title.\Who will win?\Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI\I want to take it.\More than anything.\No matter what... response:	And it is now time to begin.
context: Who will win?\Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI\I want to take it.\More than anything.\No matter what...\And it is now time to begin. response:	Kishou Yanagihara, please make the first move.
context: Whoever wins, it'll make for a bitter article.\Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI\I want to take it.\More than anything.\No matter what...\And it is now time to begin.\Kishou Yanagihara, please make the first move. response:	Let's have a good game.
context: Quiet. Shimada 8th-Dan is here.\GOOD LUCK, KAI\I want to take it.\More than anything.\No matter what...\And it is now time to begin.\Kishou Yanagihara, please make the first move.\Let's have a good game. response:	Black, Kishou Yanagihara, Pawn to 7-6.
context: GOOD LUCK, KAI\I want to take it.\More than anything.\No matter what...\And it is now time to begin.\Kishou Yanagihara, please make the first move.\Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6. response:	White, Shimada 8th-Dan, Pawn to 8-4.
context: I want to take it.\More than anything.\No matter what...\And it is now time to begin.\Kishou Yanagihara, please make the first move.\Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4. response:	Pawn to 1-6 in his third move?
context: More than anything.\No matter what...\And it is now time to begin.\Kishou Yanagihara, please make the first move.\Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move? response:	An edge pawn?
context: No matter what...\And it is now time to begin.\Kishou Yanagihara, please make the first move.\Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move?\An edge pawn? response:	What's he up to?
context: And it is now time to begin.\Kishou Yanagihara, please make the first move.\Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move?\An edge pawn?\What's he up to? response:	But...
context: Kishou Yanagihara, please make the first move.\Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move?\An edge pawn?\What's he up to?\But... response:	I won't let him throw me.
context: Let's have a good game.\Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move?\An edge pawn?\What's he up to?\But...\I won't let him throw me. response:	He's staying on the edge?
context: Black, Kishou Yanagihara, Pawn to 7-6.\White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move?\An edge pawn?\What's he up to?\But...\I won't let him throw me.\He's staying on the edge? response:	Advancing like that?
context: White, Shimada 8th-Dan, Pawn to 8-4.\Pawn to 1-6 in his third move?\An edge pawn?\What's he up to?\But...\I won't let him throw me.\He's staying on the edge?\Advancing like that? response:	He's pushing on even more, with Pawn to 1-5?
context: Pawn to 1-6 in his third move?\An edge pawn?\What's he up to?\But...\I won't let him throw me.\He's staying on the edge?\Advancing like that?\He's pushing on even more, with Pawn to 1-5? response:	That's so cool!
context: An edge pawn?\What's he up to?\But...\I won't let him throw me.\He's staying on the edge?\Advancing like that?\He's pushing on even more, with Pawn to 1-5?\That's so cool! response:	Awesome! I've seen this before!
context: What's he up to?\But...\I won't let him throw me.\He's staying on the edge?\Advancing like that?\He's pushing on even more, with Pawn to 1-5?\That's so cool!\Awesome! I've seen this before! response:	In a manga!
