context: I am disappointed, Werewolf Queen. response:	As am I, Vampire King.
context: Lord Lassic is ambitious, but he's even offered up that ambition to Sir Theo.\Unthinkable...\Who would entrust their ambition to someone deprived of it?\Eons ago...\The Demon Lords that emerged in Artuk\wreaked havoc and destruction for almost a decade, until dispersing naturally.\In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it. response:	Around this time, a great witch appeared...
context: Unthinkable...\Who would entrust their ambition to someone deprived of it?\Eons ago...\The Demon Lords that emerged in Artuk\wreaked havoc and destruction for almost a decade, until dispersing naturally.\In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared... response:	A witch? You don't mean a mage?
context: Who would entrust their ambition to someone deprived of it?\Eons ago...\The Demon Lords that emerged in Artuk\wreaked havoc and destruction for almost a decade, until dispersing naturally.\In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared...\A witch? You don't mean a mage? response:	They summon otherworldly projections, such as spirits and demons,
context: Eons ago...\The Demon Lords that emerged in Artuk\wreaked havoc and destruction for almost a decade, until dispersing naturally.\In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared...\A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons, response:	and endow them with wisdom and power.
context: The Demon Lords that emerged in Artuk\wreaked havoc and destruction for almost a decade, until dispersing naturally.\In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared...\A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power. response:	There are Black Witches who prefer to be connected to the demon world...
context: wreaked havoc and destruction for almost a decade, until dispersing naturally.\In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared...\A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world... response:	but the witches of Artuk are White Witches, who swore to never link to the demon world.
context: In those days, the citizens of Artuk fortified their villages,\confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared...\A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world. response:	Aside from the witches, powerful Artists also appeared.
context: confronting the Chaos head on in an effort to thwart it.\Around this time, a great witch appeared...\A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared. response:	In particular, vampires with their powers of immortality,
context: Around this time, a great witch appeared...\A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality, response:	and the werewolves, with their powers of regeneration,
context: A witch? You don't mean a mage?\They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration, response:	are said to have fought on equal terms with the Demon Lords.
context: They summon otherworldly projections, such as spirits and demons,\and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords. response:	The Constance family treated them well, gave them complete autonomy,
context: and endow them with wisdom and power.\There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy, response:	and even signed a pact with them.
context: There are Black Witches who prefer to be connected to the demon world...\but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them. response:	The people of Artuk sure are strong.
context: but the witches of Artuk are White Witches, who swore to never link to the demon world.\Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them.\The people of Artuk sure are strong. response:	The people of Systina are too helpless against the demon world and the Rossini clan.
context: Aside from the witches, powerful Artists also appeared.\In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them.\The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan. response:	There's no doubt in my mind that you will rally your people to make a stand!
context: In particular, vampires with their powers of immortality,\and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them.\The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand! response:	- Thanks. - Oh, no...
context: and the werewolves, with their powers of regeneration,\are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them.\The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no... response:	Both of you, come to the Audience Hall at once.
context: are said to have fought on equal terms with the Demon Lords.\The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them.\The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no...\Both of you, come to the Audience Hall at once. response:	This is the elder of the White Witches, Lady Zelma.
context: The Constance family treated them well, gave them complete autonomy,\and even signed a pact with them.\The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no...\Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma. response:	You can just call me Old Hag.
context: and even signed a pact with them.\The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no...\Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag. response:	So are you the new mage?
context: The people of Artuk sure are strong.\The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no...\Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag.\So are you the new mage? response:	Look at you, being forced to wear young Villar's tasteless outfit!
context: The people of Systina are too helpless against the demon world and the Rossini clan.\There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no...\Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag.\So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit! response:	I'm used to it now.
context: There's no doubt in my mind that you will rally your people to make a stand!\- Thanks. - Oh, no...\Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag.\So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now. response:	Theo. Siluca.
context: - Thanks. - Oh, no...\Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag.\So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now.\Theo. Siluca. response:	In my stead, I want you to head to the Forest of Eternal Darkness at once.
context: Both of you, come to the Audience Hall at once.\This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag.\So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now.\Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once. response:	Right. What's the nature of our business?
context: This is the elder of the White Witches, Lady Zelma.\You can just call me Old Hag.\So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now.\Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business? response:	The werewolves have left their village en masse.
context: You can just call me Old Hag.\So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now.\Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business?\The werewolves have left their village en masse. response:	They're heading for the Forest of Eternal Darkness.
context: So are you the new mage?\Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now.\Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business?\The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness. response:	I've spoken with their queen, but she won't say a word.
context: Look at you, being forced to wear young Villar's tasteless outfit!\I'm used to it now.\Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business?\The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word. response:	There hasn't been bad blood like this since the ancient pact went into effect.
context: I'm used to it now.\Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business?\The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect. response:	Normally, that forest is the vampires' territory...
context: Theo. Siluca.\In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business?\The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory... response:	But I can't help feeling that something terrible is about to happen.
context: In my stead, I want you to head to the Forest of Eternal Darkness at once.\Right. What's the nature of our business?\The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen. response:	Mother, I'm picking up Luna and Emma's scent.
context: Right. What's the nature of our business?\The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent. response:	Yes.
context: The werewolves have left their village en masse.\They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent.\Yes. response:	Who knew you'd show up over a pair of mangy mutts?
context: They're heading for the Forest of Eternal Darkness.\I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent.\Yes.\Who knew you'd show up over a pair of mangy mutts? response:	Are your children that important to you?
context: I've spoken with their queen, but she won't say a word.\There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent.\Yes.\Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you? response:	You can just bear more if you need them, right?
context: There hasn't been bad blood like this since the ancient pact went into effect.\Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent.\Yes.\Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you?\You can just bear more if you need them, right? response:	Return my daughters!
context: Normally, that forest is the vampires' territory...\But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent.\Yes.\Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you?\You can just bear more if you need them, right?\Return my daughters! response:	Did I not tell you to come alone?
context: But I can't help feeling that something terrible is about to happen.\Mother, I'm picking up Luna and Emma's scent.\Yes.\Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you?\You can just bear more if you need them, right?\Return my daughters!\Did I not tell you to come alone? response:	I'm going alone from this point on.
context: Mother, I'm picking up Luna and Emma's scent.\Yes.\Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you?\You can just bear more if you need them, right?\Return my daughters!\Did I not tell you to come alone?\I'm going alone from this point on. response:	Mother!
context: Yes.\Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you?\You can just bear more if you need them, right?\Return my daughters!\Did I not tell you to come alone?\I'm going alone from this point on.\Mother! response:	I'm ordering you as your clan leader.
context: Who knew you'd show up over a pair of mangy mutts?\Are your children that important to you?\You can just bear more if you need them, right?\Return my daughters!\Did I not tell you to come alone?\I'm going alone from this point on.\Mother!\I'm ordering you as your clan leader. response:	Ion, wait here.
context: Are your children that important to you?\You can just bear more if you need them, right?\Return my daughters!\Did I not tell you to come alone?\I'm going alone from this point on.\Mother!\I'm ordering you as your clan leader.\Ion, wait here. response:	All right.
context: You can just bear more if you need them, right?\Return my daughters!\Did I not tell you to come alone?\I'm going alone from this point on.\Mother!\I'm ordering you as your clan leader.\Ion, wait here.\All right. response:	So many of our comrades have lost their lives fighting the Chaos.
context: Return my daughters!\Did I not tell you to come alone?\I'm going alone from this point on.\Mother!\I'm ordering you as your clan leader.\Ion, wait here.\All right.\So many of our comrades have lost their lives fighting the Chaos. response:	But I will not allow my children to succumb before I do.
context: Did I not tell you to come alone?\I'm going alone from this point on.\Mother!\I'm ordering you as your clan leader.\Ion, wait here.\All right.\So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do. response:	Are you members of the werewolf clan?
context: I'm going alone from this point on.\Mother!\I'm ordering you as your clan leader.\Ion, wait here.\All right.\So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do.\Are you members of the werewolf clan? response:	What if we are?
context: Mother!\I'm ordering you as your clan leader.\Ion, wait here.\All right.\So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do.\Are you members of the werewolf clan?\What if we are? response:	We're emissaries of Villar, the Earl of Artuk.
context: I'm ordering you as your clan leader.\Ion, wait here.\All right.\So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do.\Are you members of the werewolf clan?\What if we are?\We're emissaries of Villar, the Earl of Artuk. response:	We came upon hearing of the feud between the werewolf clan and the Vampire King.
context: Ion, wait here.\All right.\So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do.\Are you members of the werewolf clan?\What if we are?\We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King. response:	Tell us, what's happened here?
context: All right.\So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do.\Are you members of the werewolf clan?\What if we are?\We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here? response:	Nothing that concerns you! Now get the hell out of here!
context: So many of our comrades have lost their lives fighting the Chaos.\But I will not allow my children to succumb before I do.\Are you members of the werewolf clan?\What if we are?\We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here! response:	Or else we won't guarantee your survival!
context: But I will not allow my children to succumb before I do.\Are you members of the werewolf clan?\What if we are?\We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival! response:	My name is Theo Cornaro.
context: Are you members of the werewolf clan?\What if we are?\We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival!\My name is Theo Cornaro. response:	On behalf of the Earl of Artuk,
context: What if we are?\We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival!\My name is Theo Cornaro.\On behalf of the Earl of Artuk, response:	I am here to meet with the Werewolf Queen and the Vampire King.
context: We're emissaries of Villar, the Earl of Artuk.\We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival!\My name is Theo Cornaro.\On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King. response:	These two are my guests.
context: We came upon hearing of the feud between the werewolf clan and the Vampire King.\Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival!\My name is Theo Cornaro.\On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests. response:	Would you mind letting them through?
context: Tell us, what's happened here?\Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival!\My name is Theo Cornaro.\On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests.\Would you mind letting them through? response:	Are you... the Vampire King?
context: Nothing that concerns you! Now get the hell out of here!\Or else we won't guarantee your survival!\My name is Theo Cornaro.\On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests.\Would you mind letting them through?\Are you... the Vampire King? response:	Indeed I am.
context: Or else we won't guarantee your survival!\My name is Theo Cornaro.\On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests.\Would you mind letting them through?\Are you... the Vampire King?\Indeed I am. response:	To be precise, I guess you could say I'm his shadow,.
context: My name is Theo Cornaro.\On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests.\Would you mind letting them through?\Are you... the Vampire King?\Indeed I am.\To be precise, I guess you could say I'm his shadow,. response:	Give back my mother and sisters!
context: On behalf of the Earl of Artuk,\I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests.\Would you mind letting them through?\Are you... the Vampire King?\Indeed I am.\To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters! response:	Emissaries, please come with me.
context: I am here to meet with the Werewolf Queen and the Vampire King.\These two are my guests.\Would you mind letting them through?\Are you... the Vampire King?\Indeed I am.\To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters!\Emissaries, please come with me. response:	Wha
context: These two are my guests.\Would you mind letting them through?\Are you... the Vampire King?\Indeed I am.\To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters!\Emissaries, please come with me.\Wha response:	I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.
context: Would you mind letting them through?\Are you... the Vampire King?\Indeed I am.\To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters!\Emissaries, please come with me.\Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can. response:	Just try harming a single hair on my mother's or sisters' heads!
context: Are you... the Vampire King?\Indeed I am.\To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters!\Emissaries, please come with me.\Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads! response:	I swear I'll chase you to the ends of the earth and shred you to pieces,
context: Indeed I am.\To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters!\Emissaries, please come with me.\Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces, response:	a thousand times more!
context: To be precise, I guess you could say I'm his shadow,.\Give back my mother and sisters!\Emissaries, please come with me.\Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more! response:	Just how durable are you werewolves, anyway?
context: Give back my mother and sisters!\Emissaries, please come with me.\Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more!\Just how durable are you werewolves, anyway? response:	You're such a fool... I despise people like you!
context: Emissaries, please come with me.\Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more!\Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you! response:	I'm sure someone like you could never understand.
context: Wha\I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more!\Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you!\I'm sure someone like you could never understand. response:	Well, let's see how long you can hold out.
context: I promise you, as the Earl of Artuk's emissaries, we'll do the best that we can.\Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more!\Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you!\I'm sure someone like you could never understand.\Well, let's see how long you can hold out. response:	Once you die, it'll be your precious daughters' turn!
context: Just try harming a single hair on my mother's or sisters' heads!\I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more!\Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you!\I'm sure someone like you could never understand.\Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn! response:	Please forgive us for our sudden intrusion.
context: I swear I'll chase you to the ends of the earth and shred you to pieces,\a thousand times more!\Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you!\I'm sure someone like you could never understand.\Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion. response:	Just cut to the chase.
context: a thousand times more!\Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you!\I'm sure someone like you could never understand.\Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion.\Just cut to the chase. response:	Lord Dmitrie, Vampire King,
context: Just how durable are you werewolves, anyway?\You're such a fool... I despise people like you!\I'm sure someone like you could never understand.\Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion.\Just cut to the chase.\Lord Dmitrie, Vampire King, response:	where is your ally, the Werewolf Queen, right now?
context: You're such a fool... I despise people like you!\I'm sure someone like you could never understand.\Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion.\Just cut to the chase.\Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now? response:	It was Yana who summoned her.
context: I'm sure someone like you could never understand.\Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion.\Just cut to the chase.\Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her. response:	It's not my thing, but everyone has their own style.
context: Well, let's see how long you can hold out.\Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion.\Just cut to the chase.\Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her.\It's not my thing, but everyone has their own style. response:	If that doesn't sit well with you two, feel free to do as you wish.
context: Once you die, it'll be your precious daughters' turn!\Please forgive us for our sudden intrusion.\Just cut to the chase.\Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her.\It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish. response:	Yana?
context: Please forgive us for our sudden intrusion.\Just cut to the chase.\Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her.\It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish.\Yana? response:	One more thing... I'd like you to convey this to Earl Villar.
context: Just cut to the chase.\Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her.\It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish.\Yana?\One more thing... I'd like you to convey this to Earl Villar. response:	Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.
context: Lord Dmitrie, Vampire King,\where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her.\It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish.\Yana?\One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos. response:	Our goal?
context: where is your ally, the Werewolf Queen, right now?\It was Yana who summoned her.\It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish.\Yana?\One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal? response:	Unless the Crests are shattered, all Lords shall become our enemies.
context: It was Yana who summoned her.\It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish.\Yana?\One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal?\Unless the Crests are shattered, all Lords shall become our enemies. response:	But why?
context: It's not my thing, but everyone has their own style.\If that doesn't sit well with you two, feel free to do as you wish.\Yana?\One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal?\Unless the Crests are shattered, all Lords shall become our enemies.\But why? response:	Weren't you the one who fought that Ultimate Chaos two thousand years ago?
context: If that doesn't sit well with you two, feel free to do as you wish.\Yana?\One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal?\Unless the Crests are shattered, all Lords shall become our enemies.\But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago? response:	All I wanted was for this twilight era to continue through eternity.
context: Yana?\One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal?\Unless the Crests are shattered, all Lords shall become our enemies.\But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity. response:	But eventually, the Crests will be fused, and the Emperor's Crest will come into being.
context: One more thing... I'd like you to convey this to Earl Villar.\Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal?\Unless the Crests are shattered, all Lords shall become our enemies.\But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being. response:	So if order and harmony are restored,
context: Our goal is to return to the Dark Ages, rife with the Ultimate Chaos.\Our goal?\Unless the Crests are shattered, all Lords shall become our enemies.\But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored, response:	Chaos will vanish and Artists will lose their power?
context: Our goal?\Unless the Crests are shattered, all Lords shall become our enemies.\But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored,\Chaos will vanish and Artists will lose their power? response:	Right.
