context: Aye, sir! response:	We came to my homeland, Edolas!
context: Really?\We know where that lacrima is!\Really, Happy?\Aye!\Gajeel's running wild in the city right now searching for that giant lacrima!\Can you take Gajeel to where the lacrima is?\Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how. response:	Got it! I'll take Gajeel there!
context: We know where that lacrima is!\Really, Happy?\Aye!\Gajeel's running wild in the city right now searching for that giant lacrima!\Can you take Gajeel to where the lacrima is?\Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there! response:	Wait... Are you gonna be okay, Happy?
context: Really, Happy?\Aye!\Gajeel's running wild in the city right now searching for that giant lacrima!\Can you take Gajeel to where the lacrima is?\Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy? response:	He will be fine.
context: Aye!\Gajeel's running wild in the city right now searching for that giant lacrima!\Can you take Gajeel to where the lacrima is?\Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy?\He will be fine. response:	We've got to go find Natsu and Wendy, too!
context: Gajeel's running wild in the city right now searching for that giant lacrima!\Can you take Gajeel to where the lacrima is?\Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy?\He will be fine.\We've got to go find Natsu and Wendy, too! response:	Yeah!
context: Can you take Gajeel to where the lacrima is?\Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy?\He will be fine.\We've got to go find Natsu and Wendy, too!\Yeah! response:	Look, there's a door!
context: Gajeel should be able to turn everyone back to normal, right?\To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy?\He will be fine.\We've got to go find Natsu and Wendy, too!\Yeah!\Look, there's a door! response:	The two of them are in there!
context: To be precise, Natsu and Wendy should also be able to, but they wouldn't know how.\Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy?\He will be fine.\We've got to go find Natsu and Wendy, too!\Yeah!\Look, there's a door!\The two of them are in there! response:	Natsu!
context: Got it! I'll take Gajeel there!\Wait... Are you gonna be okay, Happy?\He will be fine.\We've got to go find Natsu and Wendy, too!\Yeah!\Look, there's a door!\The two of them are in there!\Natsu! response:	Wendy!
context: Wait... Are you gonna be okay, Happy?\He will be fine.\We've got to go find Natsu and Wendy, too!\Yeah!\Look, there's a door!\The two of them are in there!\Natsu!\Wendy! response:	You okay? Hang in there!
context: He will be fine.\We've got to go find Natsu and Wendy, too!\Yeah!\Look, there's a door!\The two of them are in there!\Natsu!\Wendy!\You okay? Hang in there! response:	Wendy!
context: We've got to go find Natsu and Wendy, too!\Yeah!\Look, there's a door!\The two of them are in there!\Natsu!\Wendy!\You okay? Hang in there!\Wendy! response:	Natsu, wake up!
context: Yeah!\Look, there's a door!\The two of them are in there!\Natsu!\Wendy!\You okay? Hang in there!\Wendy!\Natsu, wake up! response:	Natsu is unconscious?
context: Look, there's a door!\The two of them are in there!\Natsu!\Wendy!\You okay? Hang in there!\Wendy!\Natsu, wake up!\Natsu is unconscious? response:	So is Wendy!
context: The two of them are in there!\Natsu!\Wendy!\You okay? Hang in there!\Wendy!\Natsu, wake up!\Natsu is unconscious?\So is Wendy! response:	I'm sorry! I'm sorry, Wendy!
context: Natsu!\Wendy!\You okay? Hang in there!\Wendy!\Natsu, wake up!\Natsu is unconscious?\So is Wendy!\I'm sorry! I'm sorry, Wendy! response:	Hey, Natsu! How long are you gonna sleep?
context: Wendy!\You okay? Hang in there!\Wendy!\Natsu, wake up!\Natsu is unconscious?\So is Wendy!\I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep? response:	Wake up already, you bum!
context: You okay? Hang in there!\Wendy!\Natsu, wake up!\Natsu is unconscious?\So is Wendy!\I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum! response:	Hey, Gray...
context: Wendy!\Natsu, wake up!\Natsu is unconscious?\So is Wendy!\I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum!\Hey, Gray... response:	Anyway, we'll get them to take exballs.
context: Natsu, wake up!\Natsu is unconscious?\So is Wendy!\I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum!\Hey, Gray...\Anyway, we'll get them to take exballs. response:	Open your damn mouth, Natsu!
context: Natsu is unconscious?\So is Wendy!\I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum!\Hey, Gray...\Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu! response:	Those are...
context: So is Wendy!\I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum!\Hey, Gray...\Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu!\Those are... response:	We got them from Gajeel... Didn't you get one from Mystogan?
context: I'm sorry! I'm sorry, Wendy!\Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum!\Hey, Gray...\Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu!\Those are...\We got them from Gajeel... Didn't you get one from Mystogan? response:	Eat this.
context: Hey, Natsu! How long are you gonna sleep?\Wake up already, you bum!\Hey, Gray...\Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu!\Those are...\We got them from Gajeel... Didn't you get one from Mystogan?\Eat this. response:	What's that?
context: Wake up already, you bum!\Hey, Gray...\Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu!\Those are...\We got them from Gajeel... Didn't you get one from Mystogan?\Eat this.\What's that? response:	Now that you mention it, maybe I do remember him making me...
context: Hey, Gray...\Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu!\Those are...\We got them from Gajeel... Didn't you get one from Mystogan?\Eat this.\What's that?\Now that you mention it, maybe I do remember him making me... response:	It's a medicine that lets you use magic in this world!
context: Anyway, we'll get them to take exballs.\Open your damn mouth, Natsu!\Those are...\We got them from Gajeel... Didn't you get one from Mystogan?\Eat this.\What's that?\Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world! response:	It is?
context: Open your damn mouth, Natsu!\Those are...\We got them from Gajeel... Didn't you get one from Mystogan?\Eat this.\What's that?\Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world!\It is? response:	Natsu!
context: Those are...\We got them from Gajeel... Didn't you get one from Mystogan?\Eat this.\What's that?\Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world!\It is?\Natsu! response:	Good. Next up is Wendy!
context: We got them from Gajeel... Didn't you get one from Mystogan?\Eat this.\What's that?\Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world!\It is?\Natsu!\Good. Next up is Wendy! response:	Are you okay, Natsu?
context: Eat this.\What's that?\Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world!\It is?\Natsu!\Good. Next up is Wendy!\Are you okay, Natsu? response:	G-Gotta stop them, or...
context: What's that?\Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world!\It is?\Natsu!\Good. Next up is Wendy!\Are you okay, Natsu?\G-Gotta stop them, or... response:	Stop...?
context: Now that you mention it, maybe I do remember him making me...\It's a medicine that lets you use magic in this world!\It is?\Natsu!\Good. Next up is Wendy!\Are you okay, Natsu?\G-Gotta stop them, or...\Stop...? response:	Natsu!
context: It's a medicine that lets you use magic in this world!\It is?\Natsu!\Good. Next up is Wendy!\Are you okay, Natsu?\G-Gotta stop them, or...\Stop...?\Natsu! response:	Hey, you!
context: It is?\Natsu!\Good. Next up is Wendy!\Are you okay, Natsu?\G-Gotta stop them, or...\Stop...?\Natsu!\Hey, you! response:	Wendy!
context: Natsu!\Good. Next up is Wendy!\Are you okay, Natsu?\G-Gotta stop them, or...\Stop...?\Natsu!\Hey, you!\Wendy! response:	Wendy!
context: Good. Next up is Wendy!\Are you okay, Natsu?\G-Gotta stop them, or...\Stop...?\Natsu!\Hey, you!\Wendy!\Wendy! response:	Are you okay?
context: Are you okay, Natsu?\G-Gotta stop them, or...\Stop...?\Natsu!\Hey, you!\Wendy!\Wendy!\Are you okay? response:	Carla... Everyone...
context: G-Gotta stop them, or...\Stop...?\Natsu!\Hey, you!\Wendy!\Wendy!\Are you okay?\Carla... Everyone... response:	Hang in there!
context: Stop...?\Natsu!\Hey, you!\Wendy!\Wendy!\Are you okay?\Carla... Everyone...\Hang in there! response:	We're in trouble... Everyone in the guild will be...
context: Natsu!\Hey, you!\Wendy!\Wendy!\Are you okay?\Carla... Everyone...\Hang in there!\We're in trouble... Everyone in the guild will be... response:	Sorry to keep you waiting, Your Highness.
context: Hey, you!\Wendy!\Wendy!\Are you okay?\Carla... Everyone...\Hang in there!\We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness. response:	The extraction is complete, for now.
context: Wendy!\Wendy!\Are you okay?\Carla... Everyone...\Hang in there!\We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness.\The extraction is complete, for now. response:	Excellent work.
context: Wendy!\Are you okay?\Carla... Everyone...\Hang in there!\We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness.\The extraction is complete, for now.\Excellent work. response:	The magic power of dragons is indeed magnificent.
context: Are you okay?\Carla... Everyone...\Hang in there!\We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness.\The extraction is complete, for now.\Excellent work.\The magic power of dragons is indeed magnificent. response:	With this, it will be a trivial matter to convert that into a weapon...
context: Carla... Everyone...\Hang in there!\We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness.\The extraction is complete, for now.\Excellent work.\The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon... response:	In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!
context: Hang in there!\We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness.\The extraction is complete, for now.\Excellent work.\The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it! response:	They're going to use everyone at Fairy Tail as a giant bomb!
context: We're in trouble... Everyone in the guild will be...\Sorry to keep you waiting, Your Highness.\The extraction is complete, for now.\Excellent work.\The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb! response:	I have been waiting for this time!
context: Sorry to keep you waiting, Your Highness.\The extraction is complete, for now.\Excellent work.\The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time! response:	The magic power of the Exceeds and the lacrima will explode, and fuse...
context: The extraction is complete, for now.\Excellent work.\The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse... response:	And magic power will rain down for eternity on our kingdom!
context: Excellent work.\The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom! response:	In Edolas, they have floating islands.
context: The magic power of dragons is indeed magnificent.\With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands. response:	I'm sure you all saw some of them, right?
context: With this, it will be a trivial matter to convert that into a weapon...\In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands.\I'm sure you all saw some of them, right? response:	It seems like they float using Extalia's magic power.
context: In order to destroy Extalia, the Royal Army intends to crash the giant lacrima into it!\They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands.\I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power. response:	It said in the book that they control the balance of magic in this world.
context: They're going to use everyone at Fairy Tail as a giant bomb!\I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands.\I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world. response:	And our friends that have been turned into a lacrima are on one of the islands?
context: I have been waiting for this time!\The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands.\I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands? response:	One right next to Extalia, yes...
context: The magic power of the Exceeds and the lacrima will explode, and fuse...\And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands.\I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes... response:	Right now, floating above the Royal City where we are, is Extalia and the lacrima.
context: And magic power will rain down for eternity on our kingdom!\In Edolas, they have floating islands.\I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima. response:	They'll hit the floating island with Dragon Slayer Magic to accelerate it,
context: In Edolas, they have floating islands.\I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it, response:	and crash it into Extalia. That's what the Royal Army is planning.
context: I'm sure you all saw some of them, right?\It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning. response:	What'll happen?
context: It seems like they float using Extalia's magic power.\It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning.\What'll happen? response:	The magic power of Extalia and Fairy Tail will collide, explode, and fuse...
context: It said in the book that they control the balance of magic in this world.\And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning.\What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse... response:	They said magic power will rain down on this country for eternity...
context: And our friends that have been turned into a lacrima are on one of the islands?\One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning.\What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity... response:	If they do that, then everyone from the guild will be...
context: One right next to Extalia, yes...\Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning.\What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be... response:	They'll disappear!
context: Right now, floating above the Royal City where we are, is Extalia and the lacrima.\They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning.\What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be...\They'll disappear! response:	Someone's coming, damn it!
context: They'll hit the floating island with Dragon Slayer Magic to accelerate it,\and crash it into Extalia. That's what the Royal Army is planning.\What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be...\They'll disappear!\Someone's coming, damn it! response:	An enemy?
context: and crash it into Extalia. That's what the Royal Army is planning.\What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be...\They'll disappear!\Someone's coming, damn it!\An enemy? response:	Here they come!
context: What'll happen?\The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be...\They'll disappear!\Someone's coming, damn it!\An enemy?\Here they come! response:	What's with you?!
context: The magic power of Extalia and Fairy Tail will collide, explode, and fuse...\They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be...\They'll disappear!\Someone's coming, damn it!\An enemy?\Here they come!\What's with you?! response:	There were two Erzas!
context: They said magic power will rain down on this country for eternity...\If they do that, then everyone from the guild will be...\They'll disappear!\Someone's coming, damn it!\An enemy?\Here they come!\What's with you?!\There were two Erzas! response:	What the... How the... Why?!
context: If they do that, then everyone from the guild will be...\They'll disappear!\Someone's coming, damn it!\An enemy?\Here they come!\What's with you?!\There were two Erzas!\What the... How the... Why?! response:	Battles of the giant monsters?!
context: They'll disappear!\Someone's coming, damn it!\An enemy?\Here they come!\What's with you?!\There were two Erzas!\What the... How the... Why?!\Battles of the giant monsters?! response:	Is it the end of this world?!
context: Someone's coming, damn it!\An enemy?\Here they come!\What's with you?!\There were two Erzas!\What the... How the... Why?!\Battles of the giant monsters?!\Is it the end of this world?! response:	Oh, it's Gray!
context: An enemy?\Here they come!\What's with you?!\There were two Erzas!\What the... How the... Why?!\Battles of the giant monsters?!\Is it the end of this world?!\Oh, it's Gray! response:	You won't shut up. You won't calm down... Man, you're annoying.
context: Here they come!\What's with you?!\There were two Erzas!\What the... How the... Why?!\Battles of the giant monsters?!\Is it the end of this world?!\Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying. response:	This is the Gray we know, from Earthland.
context: What's with you?!\There were two Erzas!\What the... How the... Why?!\Battles of the giant monsters?!\Is it the end of this world?!\Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland. response:	What?!
context: There were two Erzas!\What the... How the... Why?!\Battles of the giant monsters?!\Is it the end of this world?!\Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland.\What?! response:	A lot of stuff happened and we're here now. So are Gajeel and Erza.
context: What the... How the... Why?!\Battles of the giant monsters?!\Is it the end of this world?!\Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland.\What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza. response:	Happy went to stop the lacrima.
context: Battles of the giant monsters?!\Is it the end of this world?!\Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland.\What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima. response:	Oh, you're right!
context: Is it the end of this world?!\Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland.\What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima.\Oh, you're right! response:	Gray-san is here!
context: Oh, it's Gray!\You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland.\What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima.\Oh, you're right!\Gray-san is here! response:	What, you just noticed now?
context: You won't shut up. You won't calm down... Man, you're annoying.\This is the Gray we know, from Earthland.\What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima.\Oh, you're right!\Gray-san is here!\What, you just noticed now? response:	Yeah.
context: This is the Gray we know, from Earthland.\What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima.\Oh, you're right!\Gray-san is here!\What, you just noticed now?\Yeah. response:	Well, we're in a basement, so there's no sunlight on me, I suppose.
context: What?!\A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima.\Oh, you're right!\Gray-san is here!\What, you just noticed now?\Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose. response:	I can barely see myself!
context: A lot of stuff happened and we're here now. So are Gajeel and Erza.\Happy went to stop the lacrima.\Oh, you're right!\Gray-san is here!\What, you just noticed now?\Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself! response:	Hit a sore spot...
context: Happy went to stop the lacrima.\Oh, you're right!\Gray-san is here!\What, you just noticed now?\Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself!\Hit a sore spot... response:	Wait, did you guys come here to save me?
context: Oh, you're right!\Gray-san is here!\What, you just noticed now?\Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself!\Hit a sore spot...\Wait, did you guys come here to save me? response:	You're safe too, Lucy?
context: Gray-san is here!\What, you just noticed now?\Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself!\Hit a sore spot...\Wait, did you guys come here to save me?\You're safe too, Lucy? response:	You just noticed me now?
context: What, you just noticed now?\Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself!\Hit a sore spot...\Wait, did you guys come here to save me?\You're safe too, Lucy?\You just noticed me now? response:	Stupid me... I should have said that first thing!
context: Yeah.\Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself!\Hit a sore spot...\Wait, did you guys come here to save me?\You're safe too, Lucy?\You just noticed me now?\Stupid me... I should have said that first thing! response:	Thank you very much!
context: Well, we're in a basement, so there's no sunlight on me, I suppose.\I can barely see myself!\Hit a sore spot...\Wait, did you guys come here to save me?\You're safe too, Lucy?\You just noticed me now?\Stupid me... I should have said that first thing!\Thank you very much! response:	No biggie.
context: I can barely see myself!\Hit a sore spot...\Wait, did you guys come here to save me?\You're safe too, Lucy?\You just noticed me now?\Stupid me... I should have said that first thing!\Thank you very much!\No biggie. response:	I knew you all would come and save us, Carla!
context: Hit a sore spot...\Wait, did you guys come here to save me?\You're safe too, Lucy?\You just noticed me now?\Stupid me... I should have said that first thing!\Thank you very much!\No biggie.\I knew you all would come and save us, Carla! response:	Thank you!
context: Wait, did you guys come here to save me?\You're safe too, Lucy?\You just noticed me now?\Stupid me... I should have said that first thing!\Thank you very much!\No biggie.\I knew you all would come and save us, Carla!\Thank you! response:	Not that I care, but put on some clothes, Gray!
context: You're safe too, Lucy?\You just noticed me now?\Stupid me... I should have said that first thing!\Thank you very much!\No biggie.\I knew you all would come and save us, Carla!\Thank you!\Not that I care, but put on some clothes, Gray! response:	Oh! Since when have I...
context: You just noticed me now?\Stupid me... I should have said that first thing!\Thank you very much!\No biggie.\I knew you all would come and save us, Carla!\Thank you!\Not that I care, but put on some clothes, Gray!\Oh! Since when have I... response:	Since the beginning.
context: Stupid me... I should have said that first thing!\Thank you very much!\No biggie.\I knew you all would come and save us, Carla!\Thank you!\Not that I care, but put on some clothes, Gray!\Oh! Since when have I...\Since the beginning. response:	'Kay, all set!
context: Thank you very much!\No biggie.\I knew you all would come and save us, Carla!\Thank you!\Not that I care, but put on some clothes, Gray!\Oh! Since when have I...\Since the beginning.\'Kay, all set! response:	We'll find the king, and stop them from ramming the lacrima!
context: No biggie.\I knew you all would come and save us, Carla!\Thank you!\Not that I care, but put on some clothes, Gray!\Oh! Since when have I...\Since the beginning.\'Kay, all set!\We'll find the king, and stop them from ramming the lacrima! response:	Yeah!
context: I knew you all would come and save us, Carla!\Thank you!\Not that I care, but put on some clothes, Gray!\Oh! Since when have I...\Since the beginning.\'Kay, all set!\We'll find the king, and stop them from ramming the lacrima!\Yeah! response:	Wait! There are two giant monsters out there!
context: Thank you!\Not that I care, but put on some clothes, Gray!\Oh! Since when have I...\Since the beginning.\'Kay, all set!\We'll find the king, and stop them from ramming the lacrima!\Yeah!\Wait! There are two giant monsters out there! response:	This way!
context: Not that I care, but put on some clothes, Gray!\Oh! Since when have I...\Since the beginning.\'Kay, all set!\We'll find the king, and stop them from ramming the lacrima!\Yeah!\Wait! There are two giant monsters out there!\This way! response:	You sure it's okay to leave Erza on her own?
context: Oh! Since when have I...\Since the beginning.\'Kay, all set!\We'll find the king, and stop them from ramming the lacrima!\Yeah!\Wait! There are two giant monsters out there!\This way!\You sure it's okay to leave Erza on her own? response:	This is Erza we're talking about.
context: Since the beginning.\'Kay, all set!\We'll find the king, and stop them from ramming the lacrima!\Yeah!\Wait! There are two giant monsters out there!\This way!\You sure it's okay to leave Erza on her own?\This is Erza we're talking about. response:	But then again, so is her opponent.
context: 'Kay, all set!\We'll find the king, and stop them from ramming the lacrima!\Yeah!\Wait! There are two giant monsters out there!\This way!\You sure it's okay to leave Erza on her own?\This is Erza we're talking about.\But then again, so is her opponent. response:	Carla, we'll head to Extalia.
context: We'll find the king, and stop them from ramming the lacrima!\Yeah!\Wait! There are two giant monsters out there!\This way!\You sure it's okay to leave Erza on her own?\This is Erza we're talking about.\But then again, so is her opponent.\Carla, we'll head to Extalia. response:	W-Why?
context: Yeah!\Wait! There are two giant monsters out there!\This way!\You sure it's okay to leave Erza on her own?\This is Erza we're talking about.\But then again, so is her opponent.\Carla, we'll head to Extalia.\W-Why? response:	We have to tell them to take shelter because the kingdom is going to attack!
context: Wait! There are two giant monsters out there!\This way!\You sure it's okay to leave Erza on her own?\This is Erza we're talking about.\But then again, so is her opponent.\Carla, we'll head to Extalia.\W-Why?\We have to tell them to take shelter because the kingdom is going to attack! response:	But we're going to stop that attack, right?
context: This way!\You sure it's okay to leave Erza on her own?\This is Erza we're talking about.\But then again, so is her opponent.\Carla, we'll head to Extalia.\W-Why?\We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right? response:	Of course we'll stop it. We'll never let them do it, no matter what!
context: You sure it's okay to leave Erza on her own?\This is Erza we're talking about.\But then again, so is her opponent.\Carla, we'll head to Extalia.\W-Why?\We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what! response:	That's because I believe in Natsu-san and the others.
context: This is Erza we're talking about.\But then again, so is her opponent.\Carla, we'll head to Extalia.\W-Why?\We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others. response:	But we don't know what other kinds of weapons the Royal Army has!
