context: Figure skating is the beautiful winter sport everyone loves! response:	How dare you use it as a weapon to hurt an innocent girl?!
context: Okay!\Okay!\Then, since you're an energetic group,\come on out into the rink first.\Oh, yes!\Oh, no! I still don't have my skates on!\What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up! response:	Oh, but... Usagi, you slowpoke!
context: Okay!\Then, since you're an energetic group,\come on out into the rink first.\Oh, yes!\Oh, no! I still don't have my skates on!\What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke! response:	Rei's being mean to me again! Usagi, you slowpoke!
context: Then, since you're an energetic group,\come on out into the rink first.\Oh, yes!\Oh, no! I still don't have my skates on!\What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke! response:	Rei's being mean to me again!
context: come on out into the rink first.\Oh, yes!\Oh, no! I still don't have my skates on!\What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again! response:	Okay, here we go, then! Now!
context: Oh, yes!\Oh, no! I still don't have my skates on!\What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again!\Okay, here we go, then! Now! response:	There!
context: Oh, no! I still don't have my skates on!\What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again!\Okay, here we go, then! Now!\There! response:	Usagi?
context: What are you doing?! Hurry up!\Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again!\Okay, here we go, then! Now!\There!\Usagi? response:	What?
context: Oh, but... What are you doing?! Hurry up!\Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again!\Okay, here we go, then! Now!\There!\Usagi?\What? response:	Is this your first time skating?
context: Oh, but... Usagi, you slowpoke!\Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again!\Okay, here we go, then! Now!\There!\Usagi?\What?\Is this your first time skating? response:	Don't you worry!
context: Rei's being mean to me again! Usagi, you slowpoke!\Rei's being mean to me again!\Okay, here we go, then! Now!\There!\Usagi?\What?\Is this your first time skating?\Don't you worry! response:	After all, I was an expert at this on the moon world!
context: Rei's being mean to me again!\Okay, here we go, then! Now!\There!\Usagi?\What?\Is this your first time skating?\Don't you worry!\After all, I was an expert at this on the moon world! response:	Then, I'll be going.
context: Okay, here we go, then! Now!\There!\Usagi?\What?\Is this your first time skating?\Don't you worry!\After all, I was an expert at this on the moon world!\Then, I'll be going. response:	One, two. One, two. One...
context: There!\Usagi?\What?\Is this your first time skating?\Don't you worry!\After all, I was an expert at this on the moon world!\Then, I'll be going.\One, two. One, two. One... response:	Mako...
context: Usagi?\What?\Is this your first time skating?\Don't you worry!\After all, I was an expert at this on the moon world!\Then, I'll be going.\One, two. One, two. One...\Mako... response:	She's good!
context: What?\Is this your first time skating?\Don't you worry!\After all, I was an expert at this on the moon world!\Then, I'll be going.\One, two. One, two. One...\Mako...\She's good! response:	Not bad. I'm gonna do it, too!
context: Is this your first time skating?\Don't you worry!\After all, I was an expert at this on the moon world!\Then, I'll be going.\One, two. One, two. One...\Mako...\She's good!\Not bad. I'm gonna do it, too! response:	Usagi, time for your brilliant debut!
context: Don't you worry!\After all, I was an expert at this on the moon world!\Then, I'll be going.\One, two. One, two. One...\Mako...\She's good!\Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut! response:	Usagi!
context: After all, I was an expert at this on the moon world!\Then, I'll be going.\One, two. One, two. One...\Mako...\She's good!\Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut!\Usagi! response:	I knew it.
context: Then, I'll be going.\One, two. One, two. One...\Mako...\She's good!\Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut!\Usagi!\I knew it. response:	This isn't how it's supposed to go...
context: One, two. One, two. One...\Mako...\She's good!\Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut!\Usagi!\I knew it.\This isn't how it's supposed to go... response:	That's not right!
context: Mako...\She's good!\Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut!\Usagi!\I knew it.\This isn't how it's supposed to go...\That's not right! response:	Oh, boy.
context: She's good!\Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut!\Usagi!\I knew it.\This isn't how it's supposed to go...\That's not right!\Oh, boy. response:	I'm not going to expect a lot out of Usagi.
context: Not bad. I'm gonna do it, too!\Usagi, time for your brilliant debut!\Usagi!\I knew it.\This isn't how it's supposed to go...\That's not right!\Oh, boy.\I'm not going to expect a lot out of Usagi. response:	Wow!
context: Usagi, time for your brilliant debut!\Usagi!\I knew it.\This isn't how it's supposed to go...\That's not right!\Oh, boy.\I'm not going to expect a lot out of Usagi.\Wow! response:	I remember now.
context: Usagi!\I knew it.\This isn't how it's supposed to go...\That's not right!\Oh, boy.\I'm not going to expect a lot out of Usagi.\Wow!\I remember now. response:	Sailor Jupiter was also an expert,
context: I knew it.\This isn't how it's supposed to go...\That's not right!\Oh, boy.\I'm not going to expect a lot out of Usagi.\Wow!\I remember now.\Sailor Jupiter was also an expert, response:	considered to be as good as the princess.
context: This isn't how it's supposed to go...\That's not right!\Oh, boy.\I'm not going to expect a lot out of Usagi.\Wow!\I remember now.\Sailor Jupiter was also an expert,\considered to be as good as the princess. response:	Mako looks so wonderful.
context: That's not right!\Oh, boy.\I'm not going to expect a lot out of Usagi.\Wow!\I remember now.\Sailor Jupiter was also an expert,\considered to be as good as the princess.\Mako looks so wonderful. response:	Wow! That was amazing!
context: Oh, boy.\I'm not going to expect a lot out of Usagi.\Wow!\I remember now.\Sailor Jupiter was also an expert,\considered to be as good as the princess.\Mako looks so wonderful.\Wow! That was amazing! response:	Very nice! Now, everyone, let us all skate!
context: I'm not going to expect a lot out of Usagi.\Wow!\I remember now.\Sailor Jupiter was also an expert,\considered to be as good as the princess.\Mako looks so wonderful.\Wow! That was amazing!\Very nice! Now, everyone, let us all skate! response:	Okay!
context: Wow!\I remember now.\Sailor Jupiter was also an expert,\considered to be as good as the princess.\Mako looks so wonderful.\Wow! That was amazing!\Very nice! Now, everyone, let us all skate!\Okay! response:	Usagi!
context: I remember now.\Sailor Jupiter was also an expert,\considered to be as good as the princess.\Mako looks so wonderful.\Wow! That was amazing!\Very nice! Now, everyone, let us all skate!\Okay!\Usagi! response:	Hang in there.
context: Sailor Jupiter was also an expert,\considered to be as good as the princess.\Mako looks so wonderful.\Wow! That was amazing!\Very nice! Now, everyone, let us all skate!\Okay!\Usagi!\Hang in there. response:	My brilliant debut...
context: considered to be as good as the princess.\Mako looks so wonderful.\Wow! That was amazing!\Very nice! Now, everyone, let us all skate!\Okay!\Usagi!\Hang in there.\My brilliant debut... response:	Ouch!
context: Mako looks so wonderful.\Wow! That was amazing!\Very nice! Now, everyone, let us all skate!\Okay!\Usagi!\Hang in there.\My brilliant debut...\Ouch! response:	No...
context: Wow! That was amazing!\Very nice! Now, everyone, let us all skate!\Okay!\Usagi!\Hang in there.\My brilliant debut...\Ouch!\No... response:	No...
context: Very nice! Now, everyone, let us all skate!\Okay!\Usagi!\Hang in there.\My brilliant debut...\Ouch!\No...\No... response:	No...
context: Okay!\Usagi!\Hang in there.\My brilliant debut...\Ouch!\No...\No...\No... response:	Master Kunzite!
context: Usagi!\Hang in there.\My brilliant debut...\Ouch!\No...\No...\No...\Master Kunzite! response:	Find Sailor Moon through her athletic abilities and agility.
context: Hang in there.\My brilliant debut...\Ouch!\No...\No...\No...\Master Kunzite!\Find Sailor Moon through her athletic abilities and agility. response:	Does it look like it will work?
context: My brilliant debut...\Ouch!\No...\No...\No...\Master Kunzite!\Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work? response:	You can count on me.
context: Ouch!\No...\No...\No...\Master Kunzite!\Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work?\You can count on me. response:	My judgment as an Olympic gold medallist is flawless.
context: No...\No...\No...\Master Kunzite!\Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work?\You can count on me.\My judgment as an Olympic gold medallist is flawless. response:	Good. However, you have never actually met the sailor warriors.
context: No...\No...\Master Kunzite!\Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work?\You can count on me.\My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors. response:	Do not let you guard down.
context: No...\Master Kunzite!\Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work?\You can count on me.\My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors.\Do not let you guard down. response:	Yes, Sir!
context: Master Kunzite!\Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work?\You can count on me.\My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors.\Do not let you guard down.\Yes, Sir! response:	No...
context: Find Sailor Moon through her athletic abilities and agility.\Does it look like it will work?\You can count on me.\My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors.\Do not let you guard down.\Yes, Sir!\No... response:	No...
context: Does it look like it will work?\You can count on me.\My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors.\Do not let you guard down.\Yes, Sir!\No...\No... response:	Sailor Moon is known to be a superb warrior.
context: You can count on me.\My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors.\Do not let you guard down.\Yes, Sir!\No...\No...\Sailor Moon is known to be a superb warrior. response:	They say she has a clumsy side, but this is out of the question.
context: My judgment as an Olympic gold medallist is flawless.\Good. However, you have never actually met the sailor warriors.\Do not let you guard down.\Yes, Sir!\No...\No...\Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question. response:	Misha?
context: Good. However, you have never actually met the sailor warriors.\Do not let you guard down.\Yes, Sir!\No...\No...\Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question.\Misha? response:	Wonderful girl, would you please skate with me?
context: Do not let you guard down.\Yes, Sir!\No...\No...\Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question.\Misha?\Wonderful girl, would you please skate with me? response:	Excuse me, if you'd like, I'm free any time to be...
context: Yes, Sir!\No...\No...\Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question.\Misha?\Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be... response:	He's so gorgeous.
context: No...\No...\Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question.\Misha?\Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous. response:	The way his hair hangs...
context: No...\Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question.\Misha?\Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous.\The way his hair hangs... response:	It looks exactly like my senior at school who broke my heart.
context: Sailor Moon is known to be a superb warrior.\They say she has a clumsy side, but this is out of the question.\Misha?\Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous.\The way his hair hangs...\It looks exactly like my senior at school who broke my heart. response:	Oh, Coach?
context: They say she has a clumsy side, but this is out of the question.\Misha?\Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous.\The way his hair hangs...\It looks exactly like my senior at school who broke my heart.\Oh, Coach? response:	Something isn't right. Is this girl Sailor Moon?
context: Misha?\Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous.\The way his hair hangs...\It looks exactly like my senior at school who broke my heart.\Oh, Coach?\Something isn't right. Is this girl Sailor Moon? response:	Then, here we go.
context: Wonderful girl, would you please skate with me?\Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous.\The way his hair hangs...\It looks exactly like my senior at school who broke my heart.\Oh, Coach?\Something isn't right. Is this girl Sailor Moon?\Then, here we go. response:	What?
context: Excuse me, if you'd like, I'm free any time to be...\He's so gorgeous.\The way his hair hangs...\It looks exactly like my senior at school who broke my heart.\Oh, Coach?\Something isn't right. Is this girl Sailor Moon?\Then, here we go.\What? response:	Oh, I'm sorry! I know I'm heavy.
context: He's so gorgeous.\The way his hair hangs...\It looks exactly like my senior at school who broke my heart.\Oh, Coach?\Something isn't right. Is this girl Sailor Moon?\Then, here we go.\What?\Oh, I'm sorry! I know I'm heavy. response:	Not at all...
context: The way his hair hangs...\It looks exactly like my senior at school who broke my heart.\Oh, Coach?\Something isn't right. Is this girl Sailor Moon?\Then, here we go.\What?\Oh, I'm sorry! I know I'm heavy.\Not at all... response:	In apology... Not at all...
context: It looks exactly like my senior at school who broke my heart.\Oh, Coach?\Something isn't right. Is this girl Sailor Moon?\Then, here we go.\What?\Oh, I'm sorry! I know I'm heavy.\Not at all...\In apology... Not at all... response:	In apology...
context: Oh, Coach?\Something isn't right. Is this girl Sailor Moon?\Then, here we go.\What?\Oh, I'm sorry! I know I'm heavy.\Not at all...\In apology... Not at all...\In apology... response:	Wow! It's amazing!
context: Something isn't right. Is this girl Sailor Moon?\Then, here we go.\What?\Oh, I'm sorry! I know I'm heavy.\Not at all...\In apology... Not at all...\In apology...\Wow! It's amazing! response:	She lifted a man up into the air...
context: Then, here we go.\What?\Oh, I'm sorry! I know I'm heavy.\Not at all...\In apology... Not at all...\In apology...\Wow! It's amazing!\She lifted a man up into the air... response:	It's a technique no one in the world has accomplished yet!
context: What?\Oh, I'm sorry! I know I'm heavy.\Not at all...\In apology... Not at all...\In apology...\Wow! It's amazing!\She lifted a man up into the air...\It's a technique no one in the world has accomplished yet! response:	This is...
context: Oh, I'm sorry! I know I'm heavy.\Not at all...\In apology... Not at all...\In apology...\Wow! It's amazing!\She lifted a man up into the air...\It's a technique no one in the world has accomplished yet!\This is... response:	Amazing.
context: Not at all...\In apology... Not at all...\In apology...\Wow! It's amazing!\She lifted a man up into the air...\It's a technique no one in the world has accomplished yet!\This is...\Amazing. response:	Misha, how could you pass over me?!
context: In apology... Not at all...\In apology...\Wow! It's amazing!\She lifted a man up into the air...\It's a technique no one in the world has accomplished yet!\This is...\Amazing.\Misha, how could you pass over me?! response:	Were you serious about breaking up?!
context: In apology...\Wow! It's amazing!\She lifted a man up into the air...\It's a technique no one in the world has accomplished yet!\This is...\Amazing.\Misha, how could you pass over me?!\Were you serious about breaking up?! response:	Today's free lesson is now over.
context: Wow! It's amazing!\She lifted a man up into the air...\It's a technique no one in the world has accomplished yet!\This is...\Amazing.\Misha, how could you pass over me?!\Were you serious about breaking up?!\Today's free lesson is now over. response:	Everyone, please leave the rink and go home immediately.
context: She lifted a man up into the air...\It's a technique no one in the world has accomplished yet!\This is...\Amazing.\Misha, how could you pass over me?!\Were you serious about breaking up?!\Today's free lesson is now over.\Everyone, please leave the rink and go home immediately. response:	Why?!
context: It's a technique no one in the world has accomplished yet!\This is...\Amazing.\Misha, how could you pass over me?!\Were you serious about breaking up?!\Today's free lesson is now over.\Everyone, please leave the rink and go home immediately.\Why?! response:	That's no fun!
context: This is...\Amazing.\Misha, how could you pass over me?!\Were you serious about breaking up?!\Today's free lesson is now over.\Everyone, please leave the rink and go home immediately.\Why?!\That's no fun! response:	Excuse me, I have to go home now.
context: Amazing.\Misha, how could you pass over me?!\Were you serious about breaking up?!\Today's free lesson is now over.\Everyone, please leave the rink and go home immediately.\Why?!\That's no fun!\Excuse me, I have to go home now. response:	I won't let you go.
context: Misha, how could you pass over me?!\Were you serious about breaking up?!\Today's free lesson is now over.\Everyone, please leave the rink and go home immediately.\Why?!\That's no fun!\Excuse me, I have to go home now.\I won't let you go. response:	You are the best partner for me in the world.
context: Were you serious about breaking up?!\Today's free lesson is now over.\Everyone, please leave the rink and go home immediately.\Why?!\That's no fun!\Excuse me, I have to go home now.\I won't let you go.\You are the best partner for me in the world. response:	Coach...
context: Today's free lesson is now over.\Everyone, please leave the rink and go home immediately.\Why?!\That's no fun!\Excuse me, I have to go home now.\I won't let you go.\You are the best partner for me in the world.\Coach... response:	Too bad. I hope they do it again.
context: Everyone, please leave the rink and go home immediately.\Why?!\That's no fun!\Excuse me, I have to go home now.\I won't let you go.\You are the best partner for me in the world.\Coach...\Too bad. I hope they do it again. response:	But at least we got to see them in person.
context: Why?!\That's no fun!\Excuse me, I have to go home now.\I won't let you go.\You are the best partner for me in the world.\Coach...\Too bad. I hope they do it again.\But at least we got to see them in person. response:	Hey, everyone.
context: That's no fun!\Excuse me, I have to go home now.\I won't let you go.\You are the best partner for me in the world.\Coach...\Too bad. I hope they do it again.\But at least we got to see them in person.\Hey, everyone. response:	Where are Usagi and Mako?
context: Excuse me, I have to go home now.\I won't let you go.\You are the best partner for me in the world.\Coach...\Too bad. I hope they do it again.\But at least we got to see them in person.\Hey, everyone.\Where are Usagi and Mako? response:	Mako has to stay behind.
context: I won't let you go.\You are the best partner for me in the world.\Coach...\Too bad. I hope they do it again.\But at least we got to see them in person.\Hey, everyone.\Where are Usagi and Mako?\Mako has to stay behind. response:	The coach is giving her a special lesson.
context: You are the best partner for me in the world.\Coach...\Too bad. I hope they do it again.\But at least we got to see them in person.\Hey, everyone.\Where are Usagi and Mako?\Mako has to stay behind.\The coach is giving her a special lesson. response:	I'm so jealous!
context: Coach...\Too bad. I hope they do it again.\But at least we got to see them in person.\Hey, everyone.\Where are Usagi and Mako?\Mako has to stay behind.\The coach is giving her a special lesson.\I'm so jealous! response:	Oh? Usagi was with us until just a minute ago.
context: Too bad. I hope they do it again.\But at least we got to see them in person.\Hey, everyone.\Where are Usagi and Mako?\Mako has to stay behind.\The coach is giving her a special lesson.\I'm so jealous!\Oh? Usagi was with us until just a minute ago. response:	She's such a turtle!
context: But at least we got to see them in person.\Hey, everyone.\Where are Usagi and Mako?\Mako has to stay behind.\The coach is giving her a special lesson.\I'm so jealous!\Oh? Usagi was with us until just a minute ago.\She's such a turtle! response:	What's going on?!
context: Hey, everyone.\Where are Usagi and Mako?\Mako has to stay behind.\The coach is giving her a special lesson.\I'm so jealous!\Oh? Usagi was with us until just a minute ago.\She's such a turtle!\What's going on?! response:	Something's wrong!
context: Where are Usagi and Mako?\Mako has to stay behind.\The coach is giving her a special lesson.\I'm so jealous!\Oh? Usagi was with us until just a minute ago.\She's such a turtle!\What's going on?!\Something's wrong! response:	Could it really have been another trap set by the Dark Kingdom?!
context: Mako has to stay behind.\The coach is giving her a special lesson.\I'm so jealous!\Oh? Usagi was with us until just a minute ago.\She's such a turtle!\What's going on?!\Something's wrong!\Could it really have been another trap set by the Dark Kingdom?! response:	Shoot!
context: The coach is giving her a special lesson.\I'm so jealous!\Oh? Usagi was with us until just a minute ago.\She's such a turtle!\What's going on?!\Something's wrong!\Could it really have been another trap set by the Dark Kingdom?!\Shoot! response:	And I run swiftly over here.
context: I'm so jealous!\Oh? Usagi was with us until just a minute ago.\She's such a turtle!\What's going on?!\Something's wrong!\Could it really have been another trap set by the Dark Kingdom?!\Shoot!\And I run swiftly over here. response:	Employees Only And I run swiftly over here.
context: Oh? Usagi was with us until just a minute ago.\She's such a turtle!\What's going on?!\Something's wrong!\Could it really have been another trap set by the Dark Kingdom?!\Shoot!\And I run swiftly over here.\Employees Only And I run swiftly over here. response:	Employees Only
context: She's such a turtle!\What's going on?!\Something's wrong!\Could it really have been another trap set by the Dark Kingdom?!\Shoot!\And I run swiftly over here.\Employees Only And I run swiftly over here.\Employees Only response:	Employees Only I can't just back down and go home!
context: What's going on?!\Something's wrong!\Could it really have been another trap set by the Dark Kingdom?!\Shoot!\And I run swiftly over here.\Employees Only And I run swiftly over here.\Employees Only\Employees Only I can't just back down and go home! response:	Employees Only I'm gonna get them to give me lessons, too!
context: Something's wrong!\Could it really have been another trap set by the Dark Kingdom?!\Shoot!\And I run swiftly over here.\Employees Only And I run swiftly over here.\Employees Only\Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too! response:	I'm gonna get them to give me lessons, too!
context: Could it really have been another trap set by the Dark Kingdom?!\Shoot!\And I run swiftly over here.\Employees Only And I run swiftly over here.\Employees Only\Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too! response:	That girl is skating so nimbly with my Misha!
context: Shoot!\And I run swiftly over here.\Employees Only And I run swiftly over here.\Employees Only\Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha! response:	Misha!
context: And I run swiftly over here.\Employees Only And I run swiftly over here.\Employees Only\Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha!\Misha! response:	This isn't fair!
context: Employees Only And I run swiftly over here.\Employees Only\Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha!\Misha!\This isn't fair! response:	This is just so exciting!
context: Employees Only\Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha!\Misha!\This isn't fair!\This is just so exciting! response:	That's so mean!
context: Employees Only I can't just back down and go home!\Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha!\Misha!\This isn't fair!\This is just so exciting!\That's so mean! response:	What the heck is this?
context: Employees Only I'm gonna get them to give me lessons, too!\I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha!\Misha!\This isn't fair!\This is just so exciting!\That's so mean!\What the heck is this? response:	Oh! Don't tell me this is...
context: I'm gonna get them to give me lessons, too!\That girl is skating so nimbly with my Misha!\Misha!\This isn't fair!\This is just so exciting!\That's so mean!\What the heck is this?\Oh! Don't tell me this is... response:	You must have had some figure skating experience.
context: That girl is skating so nimbly with my Misha!\Misha!\This isn't fair!\This is just so exciting!\That's so mean!\What the heck is this?\Oh! Don't tell me this is...\You must have had some figure skating experience. response:	Won't you tell me the truth?
context: Misha!\This isn't fair!\This is just so exciting!\That's so mean!\What the heck is this?\Oh! Don't tell me this is...\You must have had some figure skating experience.\Won't you tell me the truth? response:	Coach...
context: This isn't fair!\This is just so exciting!\That's so mean!\What the heck is this?\Oh! Don't tell me this is...\You must have had some figure skating experience.\Won't you tell me the truth?\Coach... response:	Misha!
context: This is just so exciting!\That's so mean!\What the heck is this?\Oh! Don't tell me this is...\You must have had some figure skating experience.\Won't you tell me the truth?\Coach...\Misha! response:	Misha, so you and I are really over, aren't we?!
context: That's so mean!\What the heck is this?\Oh! Don't tell me this is...\You must have had some figure skating experience.\Won't you tell me the truth?\Coach...\Misha!\Misha, so you and I are really over, aren't we?! response:	If I have to give you up to an amateur like that,
context: What the heck is this?\Oh! Don't tell me this is...\You must have had some figure skating experience.\Won't you tell me the truth?\Coach...\Misha!\Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that, response:	I'd rather kill you!
context: Oh! Don't tell me this is...\You must have had some figure skating experience.\Won't you tell me the truth?\Coach...\Misha!\Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that,\I'd rather kill you! response:	What?!
context: You must have had some figure skating experience.\Won't you tell me the truth?\Coach...\Misha!\Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that,\I'd rather kill you!\What?! response:	Wait! What?!
context: Won't you tell me the truth?\Coach...\Misha!\Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that,\I'd rather kill you!\What?!\Wait! What?! response:	Wait!
context: Coach...\Misha!\Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that,\I'd rather kill you!\What?!\Wait! What?!\Wait! response:	Oh! Coach, run!
context: Misha!\Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that,\I'd rather kill you!\What?!\Wait! What?!\Wait!\Oh! Coach, run! response:	Don't jump to conclusions, Janelyn!
context: Misha, so you and I are really over, aren't we?!\If I have to give you up to an amateur like that,\I'd rather kill you!\What?!\Wait! What?!\Wait!\Oh! Coach, run!\Don't jump to conclusions, Janelyn! response:	I was just trying to find out whether she was Sailor Moon!
context: If I have to give you up to an amateur like that,\I'd rather kill you!\What?!\Wait! What?!\Wait!\Oh! Coach, run!\Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon! response:	That's a lie!
context: I'd rather kill you!\What?!\Wait! What?!\Wait!\Oh! Coach, run!\Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon!\That's a lie! response:	It's true, her technique is first class,
context: What?!\Wait! What?!\Wait!\Oh! Coach, run!\Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon!\That's a lie!\It's true, her technique is first class, response:	but you cannot form a pair based solely on that!
context: Wait! What?!\Wait!\Oh! Coach, run!\Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon!\That's a lie!\It's true, her technique is first class,\but you cannot form a pair based solely on that! response:	I thought you knew that!
context: Wait!\Oh! Coach, run!\Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon!\That's a lie!\It's true, her technique is first class,\but you cannot form a pair based solely on that!\I thought you knew that! response:	Coach, you weren't...
context: Oh! Coach, run!\Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon!\That's a lie!\It's true, her technique is first class,\but you cannot form a pair based solely on that!\I thought you knew that!\Coach, you weren't... response:	Misha, it's too late! I can't stop now!
context: Don't jump to conclusions, Janelyn!\I was just trying to find out whether she was Sailor Moon!\That's a lie!\It's true, her technique is first class,\but you cannot form a pair based solely on that!\I thought you knew that!\Coach, you weren't...\Misha, it's too late! I can't stop now! response:	Take your hands off her!
context: I was just trying to find out whether she was Sailor Moon!\That's a lie!\It's true, her technique is first class,\but you cannot form a pair based solely on that!\I thought you knew that!\Coach, you weren't...\Misha, it's too late! I can't stop now!\Take your hands off her! response:	A monster?!
context: That's a lie!\It's true, her technique is first class,\but you cannot form a pair based solely on that!\I thought you knew that!\Coach, you weren't...\Misha, it's too late! I can't stop now!\Take your hands off her!\A monster?! response:	Janelyn! A monster?!
context: It's true, her technique is first class,\but you cannot form a pair based solely on that!\I thought you knew that!\Coach, you weren't...\Misha, it's too late! I can't stop now!\Take your hands off her!\A monster?!\Janelyn! A monster?! response:	Janelyn!
context: but you cannot form a pair based solely on that!\I thought you knew that!\Coach, you weren't...\Misha, it's too late! I can't stop now!\Take your hands off her!\A monster?!\Janelyn! A monster?!\Janelyn! response:	Triple Axle Kick!
context: I thought you knew that!\Coach, you weren't...\Misha, it's too late! I can't stop now!\Take your hands off her!\A monster?!\Janelyn! A monster?!\Janelyn!\Triple Axle Kick! response:	Janelyn!
context: Coach, you weren't...\Misha, it's too late! I can't stop now!\Take your hands off her!\A monster?!\Janelyn! A monster?!\Janelyn!\Triple Axle Kick!\Janelyn! response:	Come with me, Misha, my partner.
context: Misha, it's too late! I can't stop now!\Take your hands off her!\A monster?!\Janelyn! A monster?!\Janelyn!\Triple Axle Kick!\Janelyn!\Come with me, Misha, my partner. response:	We are the greatest pair.
context: Take your hands off her!\A monster?!\Janelyn! A monster?!\Janelyn!\Triple Axle Kick!\Janelyn!\Come with me, Misha, my partner.\We are the greatest pair. response:	Coach was a monster?!
context: A monster?!\Janelyn! A monster?!\Janelyn!\Triple Axle Kick!\Janelyn!\Come with me, Misha, my partner.\We are the greatest pair.\Coach was a monster?! response:	We are amazing after all!
