context: It's Inuyasha! response:	That'll teach you!
context: You there. Let me take a good look at your face.\Look clever, girl!\You!\Such a likeness... to my sister Kikyo.\Looks delicious! Thank you!\Forgive us.\With so many wars these days...\our young ones have become rash. response:	Even if I tell them we've no business with wars...
context: Look clever, girl!\You!\Such a likeness... to my sister Kikyo.\Looks delicious! Thank you!\Forgive us.\With so many wars these days...\our young ones have become rash.\Even if I tell them we've no business with wars... response:	they refuse to listen and only give me more to worry about.
context: You!\Such a likeness... to my sister Kikyo.\Looks delicious! Thank you!\Forgive us.\With so many wars these days...\our young ones have become rash.\Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about. response:	This, uh... isn't Tokyo, is it.
context: Such a likeness... to my sister Kikyo.\Looks delicious! Thank you!\Forgive us.\With so many wars these days...\our young ones have become rash.\Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it. response:	Tokyo? Never heard of such a place.
context: Looks delicious! Thank you!\Forgive us.\With so many wars these days...\our young ones have become rash.\Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place. response:	Is that your homeland?
context: Forgive us.\With so many wars these days...\our young ones have become rash.\Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place.\Is that your homeland? response:	Yes, well...
context: With so many wars these days...\our young ones have become rash.\Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place.\Is that your homeland?\Yes, well... response:	I'd like to go home soon.
context: our young ones have become rash.\Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place.\Is that your homeland?\Yes, well...\I'd like to go home soon. response:	Not that I know HOW, exactly...
context: Even if I tell them we've no business with wars...\they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place.\Is that your homeland?\Yes, well...\I'd like to go home soon.\Not that I know HOW, exactly... response:	Sister, we must tend to your injury!
context: they refuse to listen and only give me more to worry about.\This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place.\Is that your homeland?\Yes, well...\I'd like to go home soon.\Not that I know HOW, exactly...\Sister, we must tend to your injury! response:	Take the Sacred Jewel... and burn it with my body.
context: This, uh... isn't Tokyo, is it.\Tokyo? Never heard of such a place.\Is that your homeland?\Yes, well...\I'd like to go home soon.\Not that I know HOW, exactly...\Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body. response:	Fifty years have passed since that day.
context: Tokyo? Never heard of such a place.\Is that your homeland?\Yes, well...\I'd like to go home soon.\Not that I know HOW, exactly...\Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day. response:	What's going on?!
context: Is that your homeland?\Yes, well...\I'd like to go home soon.\Not that I know HOW, exactly...\Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day.\What's going on?! response:	An evil spirit!
context: Yes, well...\I'd like to go home soon.\Not that I know HOW, exactly...\Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day.\What's going on?!\An evil spirit! response:	That again!
context: I'd like to go home soon.\Not that I know HOW, exactly...\Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day.\What's going on?!\An evil spirit!\That again! response:	Hand me the Sacred Jewel!
context: Not that I know HOW, exactly...\Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day.\What's going on?!\An evil spirit!\That again!\Hand me the Sacred Jewel! response:	The Sacred Jewel?
context: Sister, we must tend to your injury!\Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day.\What's going on?!\An evil spirit!\That again!\Hand me the Sacred Jewel!\The Sacred Jewel? response:	Do you have it?
context: Take the Sacred Jewel... and burn it with my body.\Fifty years have passed since that day.\What's going on?!\An evil spirit!\That again!\Hand me the Sacred Jewel!\The Sacred Jewel?\Do you have it? response:	I don't know! I don't know about any Sacred Jewel!
context: Fifty years have passed since that day.\What's going on?!\An evil spirit!\That again!\Hand me the Sacred Jewel!\The Sacred Jewel?\Do you have it?\I don't know! I don't know about any Sacred Jewel! response:	Give it to me! Give it to me!
context: What's going on?!\An evil spirit!\That again!\Hand me the Sacred Jewel!\The Sacred Jewel?\Do you have it?\I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me! response:	That demon! It's coming after me!
context: An evil spirit!\That again!\Hand me the Sacred Jewel!\The Sacred Jewel?\Do you have it?\I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me!\That demon! It's coming after me! response:	Our spears and arrows have no effect!
context: That again!\Hand me the Sacred Jewel!\The Sacred Jewel?\Do you have it?\I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me!\That demon! It's coming after me!\Our spears and arrows have no effect! response:	We must throw her into the Dry Well!
context: Hand me the Sacred Jewel!\The Sacred Jewel?\Do you have it?\I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me!\That demon! It's coming after me!\Our spears and arrows have no effect!\We must throw her into the Dry Well! response:	A dry well?
context: The Sacred Jewel?\Do you have it?\I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me!\That demon! It's coming after me!\Our spears and arrows have no effect!\We must throw her into the Dry Well!\A dry well? response:	The well in the Inuyasha Forest.
context: Do you have it?\I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me!\That demon! It's coming after me!\Our spears and arrows have no effect!\We must throw her into the Dry Well!\A dry well?\The well in the Inuyasha Forest. response:	That's the well I climbed out of.
context: I don't know! I don't know about any Sacred Jewel!\Give it to me! Give it to me!\That demon! It's coming after me!\Our spears and arrows have no effect!\We must throw her into the Dry Well!\A dry well?\The well in the Inuyasha Forest.\That's the well I climbed out of. response:	Which way is the forest?
context: Give it to me! Give it to me!\That demon! It's coming after me!\Our spears and arrows have no effect!\We must throw her into the Dry Well!\A dry well?\The well in the Inuyasha Forest.\That's the well I climbed out of.\Which way is the forest? response:	Where the light is shining?
context: That demon! It's coming after me!\Our spears and arrows have no effect!\We must throw her into the Dry Well!\A dry well?\The well in the Inuyasha Forest.\That's the well I climbed out of.\Which way is the forest?\Where the light is shining? response:	What did you say?!
context: Our spears and arrows have no effect!\We must throw her into the Dry Well!\A dry well?\The well in the Inuyasha Forest.\That's the well I climbed out of.\Which way is the forest?\Where the light is shining?\What did you say?! response:	It'll pursue me!
context: We must throw her into the Dry Well!\A dry well?\The well in the Inuyasha Forest.\That's the well I climbed out of.\Which way is the forest?\Where the light is shining?\What did you say?!\It'll pursue me! response:	That girl!
context: A dry well?\The well in the Inuyasha Forest.\That's the well I climbed out of.\Which way is the forest?\Where the light is shining?\What did you say?!\It'll pursue me!\That girl! response:	How can an ordinary girl see the foul vapors that rise from the forest?
context: The well in the Inuyasha Forest.\That's the well I climbed out of.\Which way is the forest?\Where the light is shining?\What did you say?!\It'll pursue me!\That girl!\How can an ordinary girl see the foul vapors that rise from the forest? response:	Priestess Kaede!
context: That's the well I climbed out of.\Which way is the forest?\Where the light is shining?\What did you say?!\It'll pursue me!\That girl!\How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede! response:	Will I be saved?!
context: Which way is the forest?\Where the light is shining?\What did you say?!\It'll pursue me!\That girl!\How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede!\Will I be saved?! response:	Will I?
context: Where the light is shining?\What did you say?!\It'll pursue me!\That girl!\How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede!\Will I be saved?!\Will I? response:	Gramps! Mom! Save me!
context: What did you say?!\It'll pursue me!\That girl!\How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede!\Will I be saved?!\Will I?\Gramps! Mom! Save me! response:	Someone help!
context: It'll pursue me!\That girl!\How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede!\Will I be saved?!\Will I?\Gramps! Mom! Save me!\Someone help! response:	Someone help me!
context: That girl!\How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede!\Will I be saved?!\Will I?\Gramps! Mom! Save me!\Someone help!\Someone help me! response:	I can smell it...
context: How can an ordinary girl see the foul vapors that rise from the forest?\Priestess Kaede!\Will I be saved?!\Will I?\Gramps! Mom! Save me!\Someone help!\Someone help me!\I can smell it... response:	The scent of the woman who killed me!
context: Priestess Kaede!\Will I be saved?!\Will I?\Gramps! Mom! Save me!\Someone help!\Someone help me!\I can smell it...\The scent of the woman who killed me! response:	It's approaching!
context: Will I be saved?!\Will I?\Gramps! Mom! Save me!\Someone help!\Someone help me!\I can smell it...\The scent of the woman who killed me!\It's approaching! response:	Damn!
context: Will I?\Gramps! Mom! Save me!\Someone help!\Someone help me!\I can smell it...\The scent of the woman who killed me!\It's approaching!\Damn! response:	Give me the Sacred Jewel!
context: Gramps! Mom! Save me!\Someone help!\Someone help me!\I can smell it...\The scent of the woman who killed me!\It's approaching!\Damn!\Give me the Sacred Jewel! response:	I don't have any such thing!
context: Someone help!\Someone help me!\I can smell it...\The scent of the woman who killed me!\It's approaching!\Damn!\Give me the Sacred Jewel!\I don't have any such thing! response:	Oww!
context: Someone help me!\I can smell it...\The scent of the woman who killed me!\It's approaching!\Damn!\Give me the Sacred Jewel!\I don't have any such thing!\Oww! response:	Hey, Kikyo!
context: I can smell it...\The scent of the woman who killed me!\It's approaching!\Damn!\Give me the Sacred Jewel!\I don't have any such thing!\Oww!\Hey, Kikyo! response:	Why are you wasting time with the Centipede Monster?
context: The scent of the woman who killed me!\It's approaching!\Damn!\Give me the Sacred Jewel!\I don't have any such thing!\Oww!\Hey, Kikyo!\Why are you wasting time with the Centipede Monster? response:	Did I just hear...talking?!
context: It's approaching!\Damn!\Give me the Sacred Jewel!\I don't have any such thing!\Oww!\Hey, Kikyo!\Why are you wasting time with the Centipede Monster?\Did I just hear...talking?! response:	Are you alive?
context: Damn!\Give me the Sacred Jewel!\I don't have any such thing!\Oww!\Hey, Kikyo!\Why are you wasting time with the Centipede Monster?\Did I just hear...talking?!\Are you alive? response:	Kill her in one strike, Kikyo. Just like the time you killed me.
context: Give me the Sacred Jewel!\I don't have any such thing!\Oww!\Hey, Kikyo!\Why are you wasting time with the Centipede Monster?\Did I just hear...talking?!\Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me. response:	Huh? Don't look so dumb!
context: I don't have any such thing!\Oww!\Hey, Kikyo!\Why are you wasting time with the Centipede Monster?\Did I just hear...talking?!\Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb! response:	Lost your mind already, Kikyo?
context: Oww!\Hey, Kikyo!\Why are you wasting time with the Centipede Monster?\Did I just hear...talking?!\Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb!\Lost your mind already, Kikyo? response:	Kikyo? Kikyo? Who's this Kikyo?!
context: Hey, Kikyo!\Why are you wasting time with the Centipede Monster?\Did I just hear...talking?!\Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb!\Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?! response:	You listen here, my name is...
context: Why are you wasting time with the Centipede Monster?\Did I just hear...talking?!\Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb!\Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is... response:	She's coming.
context: Did I just hear...talking?!\Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb!\Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is...\She's coming. response:	All right! Heave!
context: Are you alive?\Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb!\Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is...\She's coming.\All right! Heave! response:	Right!
context: Kill her in one strike, Kikyo. Just like the time you killed me.\Huh? Don't look so dumb!\Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is...\She's coming.\All right! Heave!\Right! response:	I'm saved...
context: Huh? Don't look so dumb!\Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is...\She's coming.\All right! Heave!\Right!\I'm saved... response:	So hopeless, Kikyo!
context: Lost your mind already, Kikyo?\Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is...\She's coming.\All right! Heave!\Right!\I'm saved...\So hopeless, Kikyo! response:	Hey you!
context: Kikyo? Kikyo? Who's this Kikyo?!\You listen here, my name is...\She's coming.\All right! Heave!\Right!\I'm saved...\So hopeless, Kikyo!\Hey you! response:	Don't mistake me! I said I'm not Kikyo!
context: You listen here, my name is...\She's coming.\All right! Heave!\Right!\I'm saved...\So hopeless, Kikyo!\Hey you!\Don't mistake me! I said I'm not Kikyo! response:	Shut up!
context: She's coming.\All right! Heave!\Right!\I'm saved...\So hopeless, Kikyo!\Hey you!\Don't mistake me! I said I'm not Kikyo!\Shut up! response:	Who else would give off a scent like you?
context: All right! Heave!\Right!\I'm saved...\So hopeless, Kikyo!\Hey you!\Don't mistake me! I said I'm not Kikyo!\Shut up!\Who else would give off a scent like you? response:	Huh?
context: Right!\I'm saved...\So hopeless, Kikyo!\Hey you!\Don't mistake me! I said I'm not Kikyo!\Shut up!\Who else would give off a scent like you?\Huh? response:	Or... maybe not.
context: I'm saved...\So hopeless, Kikyo!\Hey you!\Don't mistake me! I said I'm not Kikyo!\Shut up!\Who else would give off a scent like you?\Huh?\Or... maybe not. response:	Finally!
context: So hopeless, Kikyo!\Hey you!\Don't mistake me! I said I'm not Kikyo!\Shut up!\Who else would give off a scent like you?\Huh?\Or... maybe not.\Finally! response:	My name is Kagome! Ka-go-me!
context: Hey you!\Don't mistake me! I said I'm not Kikyo!\Shut up!\Who else would give off a scent like you?\Huh?\Or... maybe not.\Finally!\My name is Kagome! Ka-go-me! response:	Kikyo seemed smarter. And she was a beauty.
context: Don't mistake me! I said I'm not Kikyo!\Shut up!\Who else would give off a scent like you?\Huh?\Or... maybe not.\Finally!\My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty. response:	Let go of me!
context: Shut up!\Who else would give off a scent like you?\Huh?\Or... maybe not.\Finally!\My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty.\Let go of me! response:	Ouch! You let go of me!
context: Who else would give off a scent like you?\Huh?\Or... maybe not.\Finally!\My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty.\Let go of me!\Ouch! You let go of me! response:	Priestess Kaede! The Inuyasha!
context: Huh?\Or... maybe not.\Finally!\My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty.\Let go of me!\Ouch! You let go of me!\Priestess Kaede! The Inuyasha! response:	The Inuyasha has awakened?!
context: Or... maybe not.\Finally!\My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty.\Let go of me!\Ouch! You let go of me!\Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?! response:	The spell that was cast was eternal! So why...?
context: Finally!\My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty.\Let go of me!\Ouch! You let go of me!\Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?!\The spell that was cast was eternal! So why...? response:	- Give me the Sacred Jewel! - Let me go!
context: My name is Kagome! Ka-go-me!\Kikyo seemed smarter. And she was a beauty.\Let go of me!\Ouch! You let go of me!\Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?!\The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go! response:	The Sacred Jewel?!
context: Kikyo seemed smarter. And she was a beauty.\Let go of me!\Ouch! You let go of me!\Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?!\The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?! response:	Stop!
context: Let go of me!\Ouch! You let go of me!\Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?!\The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?!\Stop! response:	That's right!
context: Ouch! You let go of me!\Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?!\The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?!\Stop!\That's right! response:	Something like this happened in that well...
context: Priestess Kaede! The Inuyasha!\The Inuyasha has awakened?!\The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?!\Stop!\That's right!\Something like this happened in that well... response:	But... why can I do these things?
context: The Inuyasha has awakened?!\The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?!\Stop!\That's right!\Something like this happened in that well...\But... why can I do these things? response:	Something is shining!
context: The spell that was cast was eternal! So why...?\- Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?!\Stop!\That's right!\Something like this happened in that well...\But... why can I do these things?\Something is shining! response:	From within me...
context: - Give me the Sacred Jewel! - Let me go!\The Sacred Jewel?!\Stop!\That's right!\Something like this happened in that well...\But... why can I do these things?\Something is shining!\From within me... response:	Is that the Sacred Jewel?
context: The Sacred Jewel?!\Stop!\That's right!\Something like this happened in that well...\But... why can I do these things?\Something is shining!\From within me...\Is that the Sacred Jewel? response:	Give me that Jewel!
context: Stop!\That's right!\Something like this happened in that well...\But... why can I do these things?\Something is shining!\From within me...\Is that the Sacred Jewel?\Give me that Jewel! response:	Huh?!
context: That's right!\Something like this happened in that well...\But... why can I do these things?\Something is shining!\From within me...\Is that the Sacred Jewel?\Give me that Jewel!\Huh?! response:	Hurry!
context: Something like this happened in that well...\But... why can I do these things?\Something is shining!\From within me...\Is that the Sacred Jewel?\Give me that Jewel!\Huh?!\Hurry! response:	I heard that a half-demon brat was after the Sacred Jewel.
context: But... why can I do these things?\Something is shining!\From within me...\Is that the Sacred Jewel?\Give me that Jewel!\Huh?!\Hurry!\I heard that a half-demon brat was after the Sacred Jewel. response:	So you're the one?
context: Something is shining!\From within me...\Is that the Sacred Jewel?\Give me that Jewel!\Huh?!\Hurry!\I heard that a half-demon brat was after the Sacred Jewel.\So you're the one? response:	A half-demon?
context: From within me...\Is that the Sacred Jewel?\Give me that Jewel!\Huh?!\Hurry!\I heard that a half-demon brat was after the Sacred Jewel.\So you're the one?\A half-demon? response:	What is he anyway?
context: Is that the Sacred Jewel?\Give me that Jewel!\Huh?!\Hurry!\I heard that a half-demon brat was after the Sacred Jewel.\So you're the one?\A half-demon?\What is he anyway? response:	Don't underestimate me, Centipede Monster!
context: Give me that Jewel!\Huh?!\Hurry!\I heard that a half-demon brat was after the Sacred Jewel.\So you're the one?\A half-demon?\What is he anyway?\Don't underestimate me, Centipede Monster! response:	I can take care of you... if I really get down to business.
context: Huh?!\Hurry!\I heard that a half-demon brat was after the Sacred Jewel.\So you're the one?\A half-demon?\What is he anyway?\Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business. response:	You! You're awfully arrogant. Are you strong?
context: Hurry!\I heard that a half-demon brat was after the Sacred Jewel.\So you're the one?\A half-demon?\What is he anyway?\Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong? response:	Huh?
context: I heard that a half-demon brat was after the Sacred Jewel.\So you're the one?\A half-demon?\What is he anyway?\Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong?\Huh? response:	Well, are you?
context: So you're the one?\A half-demon?\What is he anyway?\Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong?\Huh?\Well, are you? response:	What can he do, strapped down like that?
context: A half-demon?\What is he anyway?\Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong?\Huh?\Well, are you?\What can he do, strapped down like that? response:	He's under a powerful spell.
context: What is he anyway?\Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong?\Huh?\Well, are you?\What can he do, strapped down like that?\He's under a powerful spell. response:	Just stay where you are and watch!
context: Don't underestimate me, Centipede Monster!\I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong?\Huh?\Well, are you?\What can he do, strapped down like that?\He's under a powerful spell.\Just stay where you are and watch! response:	Damn you!
context: I can take care of you... if I really get down to business.\You! You're awfully arrogant. Are you strong?\Huh?\Well, are you?\What can he do, strapped down like that?\He's under a powerful spell.\Just stay where you are and watch!\Damn you! response:	It swallowed the Jewel!
context: You! You're awfully arrogant. Are you strong?\Huh?\Well, are you?\What can he do, strapped down like that?\He's under a powerful spell.\Just stay where you are and watch!\Damn you!\It swallowed the Jewel! response:	No!
context: Huh?\Well, are you?\What can he do, strapped down like that?\He's under a powerful spell.\Just stay where you are and watch!\Damn you!\It swallowed the Jewel!\No! response:	What will happen, Priestess?!
context: Well, are you?\What can he do, strapped down like that?\He's under a powerful spell.\Just stay where you are and watch!\Damn you!\It swallowed the Jewel!\No!\What will happen, Priestess?! response:	Its arms are growing again.
context: What can he do, strapped down like that?\He's under a powerful spell.\Just stay where you are and watch!\Damn you!\It swallowed the Jewel!\No!\What will happen, Priestess?!\Its arms are growing again. response:	Rejoice! My power is being restored!
context: He's under a powerful spell.\Just stay where you are and watch!\Damn you!\It swallowed the Jewel!\No!\What will happen, Priestess?!\Its arms are growing again.\Rejoice! My power is being restored! response:	It's got me!
context: Just stay where you are and watch!\Damn you!\It swallowed the Jewel!\No!\What will happen, Priestess?!\Its arms are growing again.\Rejoice! My power is being restored!\It's got me! response:	Hey, can you pull out this arrow?
context: Damn you!\It swallowed the Jewel!\No!\What will happen, Priestess?!\Its arms are growing again.\Rejoice! My power is being restored!\It's got me!\Hey, can you pull out this arrow? response:	Huh?
context: It swallowed the Jewel!\No!\What will happen, Priestess?!\Its arms are growing again.\Rejoice! My power is being restored!\It's got me!\Hey, can you pull out this arrow?\Huh? response:	I'm asking if you can pull out this arrow!
context: No!\What will happen, Priestess?!\Its arms are growing again.\Rejoice! My power is being restored!\It's got me!\Hey, can you pull out this arrow?\Huh?\I'm asking if you can pull out this arrow! response:	This arrow?
context: What will happen, Priestess?!\Its arms are growing again.\Rejoice! My power is being restored!\It's got me!\Hey, can you pull out this arrow?\Huh?\I'm asking if you can pull out this arrow!\This arrow? response:	This one?
context: Its arms are growing again.\Rejoice! My power is being restored!\It's got me!\Hey, can you pull out this arrow?\Huh?\I'm asking if you can pull out this arrow!\This arrow?\This one? response:	Do not remove it!
context: Rejoice! My power is being restored!\It's got me!\Hey, can you pull out this arrow?\Huh?\I'm asking if you can pull out this arrow!\This arrow?\This one?\Do not remove it! response:	That arrow secures the spell on the Inuyasha!
context: It's got me!\Hey, can you pull out this arrow?\Huh?\I'm asking if you can pull out this arrow!\This arrow?\This one?\Do not remove it!\That arrow secures the spell on the Inuyasha! response:	You must not free the Inuyasha!
context: Hey, can you pull out this arrow?\Huh?\I'm asking if you can pull out this arrow!\This arrow?\This one?\Do not remove it!\That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha! response:	You old hag, wake up!
context: Huh?\I'm asking if you can pull out this arrow!\This arrow?\This one?\Do not remove it!\That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha!\You old hag, wake up! response:	Do you want to become fodder for the centipede?!
context: I'm asking if you can pull out this arrow!\This arrow?\This one?\Do not remove it!\That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha!\You old hag, wake up!\Do you want to become fodder for the centipede?! response:	Once it completely absorbs the Sacred Jewel, it'll be the end!
context: This arrow?\This one?\Do not remove it!\That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha!\You old hag, wake up!\Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end! response:	Come on! Do you want to die here, too?!
context: This one?\Do not remove it!\That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha!\You old hag, wake up!\Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?! response:	l- I don't understand, not any of it...!
context: Do not remove it!\That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha!\You old hag, wake up!\Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?!\l- I don't understand, not any of it...! response:	But I know one thing...
context: That arrow secures the spell on the Inuyasha!\You must not free the Inuyasha!\You old hag, wake up!\Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?!\l- I don't understand, not any of it...!\But I know one thing... response:	I DON'T WANT TO DIE!
context: You must not free the Inuyasha!\You old hag, wake up!\Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?!\l- I don't understand, not any of it...!\But I know one thing...\I DON'T WANT TO DIE! response:	It disappeared...
context: You old hag, wake up!\Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?!\l- I don't understand, not any of it...!\But I know one thing...\I DON'T WANT TO DIE!\It disappeared... response:	the arrow that held my sister's spell.
context: Do you want to become fodder for the centipede?!\Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?!\l- I don't understand, not any of it...!\But I know one thing...\I DON'T WANT TO DIE!\It disappeared...\the arrow that held my sister's spell. response:	Inu... yasha?
context: Once it completely absorbs the Sacred Jewel, it'll be the end!\Come on! Do you want to die here, too?!\l- I don't understand, not any of it...!\But I know one thing...\I DON'T WANT TO DIE!\It disappeared...\the arrow that held my sister's spell.\Inu... yasha? response:	You brat!
context: Come on! Do you want to die here, too?!\l- I don't understand, not any of it...!\But I know one thing...\I DON'T WANT TO DIE!\It disappeared...\the arrow that held my sister's spell.\Inu... yasha?\You brat! response:	Shut up, old hag!
context: l- I don't understand, not any of it...!\But I know one thing...\I DON'T WANT TO DIE!\It disappeared...\the arrow that held my sister's spell.\Inu... yasha?\You brat!\Shut up, old hag! response:	Iron Reaver, Soul Stealer!
context: But I know one thing...\I DON'T WANT TO DIE!\It disappeared...\the arrow that held my sister's spell.\Inu... yasha?\You brat!\Shut up, old hag!\Iron Reaver, Soul Stealer! response:	Wow... He really is strong.
context: I DON'T WANT TO DIE!\It disappeared...\the arrow that held my sister's spell.\Inu... yasha?\You brat!\Shut up, old hag!\Iron Reaver, Soul Stealer!\Wow... He really is strong. response:	It's still moving!
context: It disappeared...\the arrow that held my sister's spell.\Inu... yasha?\You brat!\Shut up, old hag!\Iron Reaver, Soul Stealer!\Wow... He really is strong.\It's still moving! response:	Do you see the flesh that shines?
context: the arrow that held my sister's spell.\Inu... yasha?\You brat!\Shut up, old hag!\Iron Reaver, Soul Stealer!\Wow... He really is strong.\It's still moving!\Do you see the flesh that shines? response:	The Sacred Jewel is embedded there!
context: Inu... yasha?\You brat!\Shut up, old hag!\Iron Reaver, Soul Stealer!\Wow... He really is strong.\It's still moving!\Do you see the flesh that shines?\The Sacred Jewel is embedded there! response:	You must remove it, else it will keep rejuvenating!
context: You brat!\Shut up, old hag!\Iron Reaver, Soul Stealer!\Wow... He really is strong.\It's still moving!\Do you see the flesh that shines?\The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating! response:	N-N-No way!
context: Shut up, old hag!\Iron Reaver, Soul Stealer!\Wow... He really is strong.\It's still moving!\Do you see the flesh that shines?\The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating!\N-N-No way! response:	There! I can see it!
