context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: I'm Kirishima! At least try to remember!\My hair's not that different from yours!\You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts?\Here\Someone with guts.\Not really, but yeah!\Me, with my Hardening! response:	I'll be a horse that'll never waver!
context: My hair's not that different from yours!\You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts?\Here\Someone with guts.\Not really, but yeah!\Me, with my Hardening!\I'll be a horse that'll never waver! response:	You're gonna get it, right? The ten million?
context: You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts?\Here\Someone with guts.\Not really, but yeah!\Me, with my Hardening!\I'll be a horse that'll never waver!\You're gonna get it, right? The ten million? response:	Shoji... Shoji...!
context: Then who'll be a front horse that can take your blasts?\Here\Someone with guts.\Not really, but yeah!\Me, with my Hardening!\I'll be a horse that'll never waver!\You're gonna get it, right? The ten million?\Shoji... Shoji...! response:	I wanted to team up with a girl, but it's no good!
context: Here\Someone with guts.\Not really, but yeah!\Me, with my Hardening!\I'll be a horse that'll never waver!\You're gonna get it, right? The ten million?\Shoji... Shoji...!\I wanted to team up with a girl, but it's no good! response:	Please team up with me!
context: Someone with guts.\Not really, but yeah!\Me, with my Hardening!\I'll be a horse that'll never waver!\You're gonna get it, right? The ten million?\Shoji... Shoji...!\I wanted to team up with a girl, but it's no good!\Please team up with me! response:	I'm tiny, so I can't be a horse!
context: Not really, but yeah!\Me, with my Hardening!\I'll be a horse that'll never waver!\You're gonna get it, right? The ten million?\Shoji... Shoji...!\I wanted to team up with a girl, but it's no good!\Please team up with me!\I'm tiny, so I can't be a horse! response:	But no one'll be my horse if I'm the rider!
context: Me, with my Hardening!\I'll be a horse that'll never waver!\You're gonna get it, right? The ten million?\Shoji... Shoji...!\I wanted to team up with a girl, but it's no good!\Please team up with me!\I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider! response:	With your huge body and tentacles,
context: I'll be a horse that'll never waver!\You're gonna get it, right? The ten million?\Shoji... Shoji...!\I wanted to team up with a girl, but it's no good!\Please team up with me!\I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider!\With your huge body and tentacles, response:	you could cover my whole body, can't you?
context: You're gonna get it, right? The ten million?\Shoji... Shoji...!\I wanted to team up with a girl, but it's no good!\Please team up with me!\I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider!\With your huge body and tentacles,\you could cover my whole body, can't you? response:	Right? Right?
context: Shoji... Shoji...!\I wanted to team up with a girl, but it's no good!\Please team up with me!\I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider!\With your huge body and tentacles,\you could cover my whole body, can't you?\Right? Right? response:	That's a great idea, Mineta.
context: I wanted to team up with a girl, but it's no good!\Please team up with me!\I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider!\With your huge body and tentacles,\you could cover my whole body, can't you?\Right? Right?\That's a great idea, Mineta. response:	As expected, people are teaming up with their classmates, huh?
context: Please team up with me!\I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider!\With your huge body and tentacles,\you could cover my whole body, can't you?\Right? Right?\That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh? response:	Since no one has a good grasp of what Quirks those in the other classes have.
context: I'm tiny, so I can't be a horse!\But no one'll be my horse if I'm the rider!\With your huge body and tentacles,\you could cover my whole body, can't you?\Right? Right?\That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have. response:	I need to do something quick, too...
context: But no one'll be my horse if I'm the rider!\With your huge body and tentacles,\you could cover my whole body, can't you?\Right? Right?\That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too... response:	Isolated
context: With your huge body and tentacles,\you could cover my whole body, can't you?\Right? Right?\That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too...\Isolated response:	Um, Ojiro...?
context: you could cover my whole body, can't you?\Right? Right?\That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too...\Isolated\Um, Ojiro...? response:	Sorry...
context: Right? Right?\That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too...\Isolated\Um, Ojiro...?\Sorry... response:	As I thought, no one wants to try to keep the points for the whole game.
context: That's a great idea, Mineta.\As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too...\Isolated\Um, Ojiro...?\Sorry...\As I thought, no one wants to try to keep the points for the whole game. response:	It'd be a better strategy to try to steal the points at the end.
context: As expected, people are teaming up with their classmates, huh?\Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too...\Isolated\Um, Ojiro...?\Sorry...\As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end. response:	And unlike Todoroki or Kacchan, I didn't use my Quirk,
context: Since no one has a good grasp of what Quirks those in the other classes have.\I need to do something quick, too...\Isolated\Um, Ojiro...?\Sorry...\As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk, response:	confidence confidence confidence confidence
context: I need to do something quick, too...\Isolated\Um, Ojiro...?\Sorry...\As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence response:	so no one has any confidence in me...
context: Isolated\Um, Ojiro...?\Sorry...\As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence\so no one has any confidence in me... response:	Deku!
context: Um, Ojiro...?\Sorry...\As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence\so no one has any confidence in me...\Deku! response:	Let's be a team!
context: Sorry...\As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence\so no one has any confidence in me...\Deku!\Let's be a team! response:	Uraraka!
context: As I thought, no one wants to try to keep the points for the whole game.\It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence\so no one has any confidence in me...\Deku!\Let's be a team!\Uraraka! response:	I-Is it really okay?
context: It'd be a better strategy to try to steal the points at the end.\And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence\so no one has any confidence in me...\Deku!\Let's be a team!\Uraraka!\I-Is it really okay? response:	Everyone'll probably be after me because of my ten million points!
context: And unlike Todoroki or Kacchan, I didn't use my Quirk,\confidence confidence confidence confidence\so no one has any confidence in me...\Deku!\Let's be a team!\Uraraka!\I-Is it really okay?\Everyone'll probably be after me because of my ten million points! response:	If we run away the whole time, then you'll win, right?
context: confidence confidence confidence confidence\so no one has any confidence in me...\Deku!\Let's be a team!\Uraraka!\I-Is it really okay?\Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right? response:	I-I think you're overestimating me, Uraraka...
context: so no one has any confidence in me...\Deku!\Let's be a team!\Uraraka!\I-Is it really okay?\Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka... response:	Like I would!
context: Deku!\Let's be a team!\Uraraka!\I-Is it really okay?\Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka...\Like I would! response:	Anyway, it's better to team up with people you get along with!
context: Let's be a team!\Uraraka!\I-Is it really okay?\Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka...\Like I would!\Anyway, it's better to team up with people you get along with! response:	Heart-squeeze
context: Uraraka!\I-Is it really okay?\Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka...\Like I would!\Anyway, it's better to team up with people you get along with!\Heart-squeeze response:	What's the matter? You look ugly, you know.
context: I-Is it really okay?\Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka...\Like I would!\Anyway, it's better to team up with people you get along with!\Heart-squeeze\What's the matter? You look ugly, you know. response:	Oh, nothing... It's just that you're so bright that I can't look straight at you...
context: Everyone'll probably be after me because of my ten million points!\If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka...\Like I would!\Anyway, it's better to team up with people you get along with!\Heart-squeeze\What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you... response:	Actually, I wanted to team up with you, too. Thanks!
context: If we run away the whole time, then you'll win, right?\I-I think you're overestimating me, Uraraka...\Like I would!\Anyway, it's better to team up with people you get along with!\Heart-squeeze\What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks! response:	Urine...?
context: I-I think you're overestimating me, Uraraka...\Like I would!\Anyway, it's better to team up with people you get along with!\Heart-squeeze\What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks!\Urine...? response:	For teams, it's best to be with people you can communicate with smoothly, right?
context: Like I would!\Anyway, it's better to team up with people you get along with!\Heart-squeeze\What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks!\Urine...?\For teams, it's best to be with people you can communicate with smoothly, right? response:	Yup, yup!
context: Anyway, it's better to team up with people you get along with!\Heart-squeeze\What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks!\Urine...?\For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup! response:	Actually, with your Quirk and one other person...
context: Heart-squeeze\What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks!\Urine...?\For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup!\Actually, with your Quirk and one other person... response:	Iida.
context: What's the matter? You look ugly, you know.\Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks!\Urine...?\For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup!\Actually, with your Quirk and one other person...\Iida. response:	The three of us would be horses with Iida in the front!
context: Oh, nothing... It's just that you're so bright that I can't look straight at you...\Actually, I wanted to team up with you, too. Thanks!\Urine...?\For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup!\Actually, with your Quirk and one other person...\Iida.\The three of us would be horses with Iida in the front! response:	And then, if we use Uraraka's Quirk to make Iida and me lighter,
context: Actually, I wanted to team up with you, too. Thanks!\Urine...?\For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup!\Actually, with your Quirk and one other person...\Iida.\The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter, response:	we'd be able to maneuver easily.
context: Urine...?\For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup!\Actually, with your Quirk and one other person...\Iida.\The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily. response:	I see!
context: For teams, it's best to be with people you can communicate with smoothly, right?\Yup, yup!\Actually, with your Quirk and one other person...\Iida.\The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily.\I see! response:	It's better to have someone physically strong as the rider,
context: Yup, yup!\Actually, with your Quirk and one other person...\Iida.\The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily.\I see!\It's better to have someone physically strong as the rider, response:	but I haven't decided who...
context: Actually, with your Quirk and one other person...\Iida.\The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily.\I see!\It's better to have someone physically strong as the rider,\but I haven't decided who... response:	Anyway, this is all I could think of to keep running away until the end...
context: Iida.\The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily.\I see!\It's better to have someone physically strong as the rider,\but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end... response:	I expected no less, Midoriya...
context: The three of us would be horses with Iida in the front!\And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily.\I see!\It's better to have someone physically strong as the rider,\but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya... response:	But I am afraid I have to refuse.
context: And then, if we use Uraraka's Quirk to make Iida and me lighter,\we'd be able to maneuver easily.\I see!\It's better to have someone physically strong as the rider,\but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya...\But I am afraid I have to refuse. response:	Ever since the entrance exam, I just keep losing to you.
context: we'd be able to maneuver easily.\I see!\It's better to have someone physically strong as the rider,\but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya...\But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you. response:	You are a wonderful friend,
context: I see!\It's better to have someone physically strong as the rider,\but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya...\But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend, response:	but that's why, if I just keep following you, I will never grow.
context: It's better to have someone physically strong as the rider,\but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya...\But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend,\but that's why, if I just keep following you, I will never grow. response:	Bakugo and Todoroki aren't the only ones who see you as a rival.
context: but I haven't decided who...\Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya...\But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend,\but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival. response:	I will challenge you.
context: Anyway, this is all I could think of to keep running away until the end...\I expected no less, Midoriya...\But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend,\but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you. response:	Iida...
context: I expected no less, Midoriya...\But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend,\but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you.\Iida... response:	It's already begun.
context: But I am afraid I have to refuse.\Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend,\but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you.\Iida...\It's already begun. response:	Everyone's an enemy.
context: Ever since the entrance exam, I just keep losing to you.\You are a wonderful friend,\but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you.\Iida...\It's already begun.\Everyone's an enemy. response:	That's right. I'm at the top right now.
context: You are a wonderful friend,\but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you.\Iida...\It's already begun.\Everyone's an enemy.\That's right. I'm at the top right now. response:	I can't just play at being friends.
context: but that's why, if I just keep following you, I will never grow.\Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you.\Iida...\It's already begun.\Everyone's an enemy.\That's right. I'm at the top right now.\I can't just play at being friends. response:	As I thought, this is great.
context: Bakugo and Todoroki aren't the only ones who see you as a rival.\I will challenge you.\Iida...\It's already begun.\Everyone's an enemy.\That's right. I'm at the top right now.\I can't just play at being friends.\As I thought, this is great. response:	You stand out!
context: I will challenge you.\Iida...\It's already begun.\Everyone's an enemy.\That's right. I'm at the top right now.\I can't just play at being friends.\As I thought, this is great.\You stand out! response:	Team up with me, person in first place!
context: Iida...\It's already begun.\Everyone's an enemy.\That's right. I'm at the top right now.\I can't just play at being friends.\As I thought, this is great.\You stand out!\Team up with me, person in first place! response:	Ahh, so close! Who're you?!
context: It's already begun.\Everyone's an enemy.\That's right. I'm at the top right now.\I can't just play at being friends.\As I thought, this is great.\You stand out!\Team up with me, person in first place!\Ahh, so close! Who're you?! response:	I am Mei Hatsume, from the support course!
context: Everyone's an enemy.\That's right. I'm at the top right now.\I can't just play at being friends.\As I thought, this is great.\You stand out!\Team up with me, person in first place!\Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course! response:	Oh, that weird person from back then.
context: That's right. I'm at the top right now.\I can't just play at being friends.\As I thought, this is great.\You stand out!\Team up with me, person in first place!\Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course!\Oh, that weird person from back then. response:	I don't know you, but let me use your position!
context: I can't just play at being friends.\As I thought, this is great.\You stand out!\Team up with me, person in first place!\Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course!\Oh, that weird person from back then.\I don't know you, but let me use your position! response:	She's honest!
context: As I thought, this is great.\You stand out!\Team up with me, person in first place!\Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course!\Oh, that weird person from back then.\I don't know you, but let me use your position!\She's honest! response:	If I team up with you,
context: You stand out!\Team up with me, person in first place!\Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course!\Oh, that weird person from back then.\I don't know you, but let me use your position!\She's honest!\If I team up with you, response:	then I'll inevitably become part of the team everyone's watching most, right?
context: Team up with me, person in first place!\Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course!\Oh, that weird person from back then.\I don't know you, but let me use your position!\She's honest!\If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right? response:	If that happens, then my super cute babies will inevitably be seen
context: Ahh, so close! Who're you?!\I am Mei Hatsume, from the support course!\Oh, that weird person from back then.\I don't know you, but let me use your position!\She's honest!\If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen response:	by the big companies.
context: I am Mei Hatsume, from the support course!\Oh, that weird person from back then.\I don't know you, but let me use your position!\She's honest!\If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen\by the big companies. response:	That means, in other words, that those big companies will see my babies!
context: Oh, that weird person from back then.\I don't know you, but let me use your position!\She's honest!\If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen\by the big companies.\That means, in other words, that those big companies will see my babies! response:	W-Wait a minute.
context: I don't know you, but let me use your position!\She's honest!\If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen\by the big companies.\That means, in other words, that those big companies will see my babies!\W-Wait a minute. response:	Babies and big companies? What are you-
context: She's honest!\If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen\by the big companies.\That means, in other words, that those big companies will see my babies!\W-Wait a minute.\Babies and big companies? What are you- response:	-And, I think you guys will also benefit. -Oh, she's not interested in me...
context: If I team up with you,\then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen\by the big companies.\That means, in other words, that those big companies will see my babies!\W-Wait a minute.\Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me... response:	The support course develops equipment that helps heroes deal with their Quirks.
context: then I'll inevitably become part of the team everyone's watching most, right?\If that happens, then my super cute babies will inevitably be seen\by the big companies.\That means, in other words, that those big companies will see my babies!\W-Wait a minute.\Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks. response:	I have a ton of babies, so I'm sure you'll be able to find one that you like!
context: If that happens, then my super cute babies will inevitably be seen\by the big companies.\That means, in other words, that those big companies will see my babies!\W-Wait a minute.\Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like! response:	Oh, has this one caught your eye?
context: by the big companies.\That means, in other words, that those big companies will see my babies!\W-Wait a minute.\Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye? response:	I made this based on a certain hero's backpack, adding my own original twist to it.
context: That means, in other words, that those big companies will see my babies!\W-Wait a minute.\Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it. response:	Could you be talking about the Buster Hero, Air Jet?
context: W-Wait a minute.\Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet? response:	I like him, too!
context: Babies and big companies? What are you-\-And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet?\I like him, too! response:	Really?
context: -And, I think you guys will also benefit. -Oh, she's not interested in me...\The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet?\I like him, too!\Really? response:	Yeah, his agency's close, so I went to tour it before.
context: The support course develops equipment that helps heroes deal with their Quirks.\I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet?\I like him, too!\Really?\Yeah, his agency's close, so I went to tour it before. response:	-I see. They're already getting along. -By the way, my Quirk is...
context: I have a ton of babies, so I'm sure you'll be able to find one that you like!\Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet?\I like him, too!\Really?\Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is... response:	Not being able to team up with Iida was a blow,
context: Oh, has this one caught your eye?\I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet?\I like him, too!\Really?\Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow, response:	but with Hatsume and Uraraka...
context: I made this based on a certain hero's backpack, adding my own original twist to it.\Could you be talking about the Buster Hero, Air Jet?\I like him, too!\Really?\Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka... response:	I just need one more person.
context: Could you be talking about the Buster Hero, Air Jet?\I like him, too!\Really?\Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka...\I just need one more person. response:	It looks like everyone's pretty set on their teams already, huh?
context: I like him, too!\Really?\Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka...\I just need one more person.\It looks like everyone's pretty set on their teams already, huh? response:	No, that's fine.
context: Really?\Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka...\I just need one more person.\It looks like everyone's pretty set on their teams already, huh?\No, that's fine. response:	The power our team's missing...
context: Yeah, his agency's close, so I went to tour it before.\-I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka...\I just need one more person.\It looks like everyone's pretty set on their teams already, huh?\No, that's fine.\The power our team's missing... response:	The one who can fill that spot is...
context: -I see. They're already getting along. -By the way, my Quirk is...\Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka...\I just need one more person.\It looks like everyone's pretty set on their teams already, huh?\No, that's fine.\The power our team's missing...\The one who can fill that spot is... response:	Deku?
context: Not being able to team up with Iida was a blow,\but with Hatsume and Uraraka...\I just need one more person.\It looks like everyone's pretty set on their teams already, huh?\No, that's fine.\The power our team's missing...\The one who can fill that spot is...\Deku? response:	Almost everyone here has their eyes on Class A.
context: but with Hatsume and Uraraka...\I just need one more person.\It looks like everyone's pretty set on their teams already, huh?\No, that's fine.\The power our team's missing...\The one who can fill that spot is...\Deku?\Almost everyone here has their eyes on Class A. response:	Why is that?
context: I just need one more person.\It looks like everyone's pretty set on their teams already, huh?\No, that's fine.\The power our team's missing...\The one who can fill that spot is...\Deku?\Almost everyone here has their eyes on Class A.\Why is that? response:	And like Tetsutetsu said, Class A is full of themselves about it...
context: It looks like everyone's pretty set on their teams already, huh?\No, that's fine.\The power our team's missing...\The one who can fill that spot is...\Deku?\Almost everyone here has their eyes on Class A.\Why is that?\And like Tetsutetsu said, Class A is full of themselves about it... response:	It's strange, isn't it?
context: No, that's fine.\The power our team's missing...\The one who can fill that spot is...\Deku?\Almost everyone here has their eyes on Class A.\Why is that?\And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it? response:	The only difference between us and them is that they fought villains.
context: The power our team's missing...\The one who can fill that spot is...\Deku?\Almost everyone here has their eyes on Class A.\Why is that?\And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it?\The only difference between us and them is that they fought villains. response:	Why were those of us in Class B happy with being in the middle of the pack?
context: The one who can fill that spot is...\Deku?\Almost everyone here has their eyes on Class A.\Why is that?\And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it?\The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack? response:	Let's let that arrogant Class A know, guys.
context: Deku?\Almost everyone here has their eyes on Class A.\Why is that?\And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it?\The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys. response:	Now then, it's about time to get started!
context: Almost everyone here has their eyes on Class A.\Why is that?\And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it?\The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys.\Now then, it's about time to get started! response:	Come on, wake up, Eraser!
context: Why is that?\And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it?\The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys.\Now then, it's about time to get started!\Come on, wake up, Eraser! response:	After fifteen minutes to form teams and talk strategy,
context: And like Tetsutetsu said, Class A is full of themselves about it...\It's strange, isn't it?\The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys.\Now then, it's about time to get started!\Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy, response:	twelve cavalry teams are lined up on the field!
