context: The Third Plate response:	Three
context: The Central Area's next!\How'd Yukihira do?!\Third place goes to Yo-Yo Restaurant by Western Cuisine RS!\Second place goes to El Fuego by Spanish Cuisine RS!\And first place goes to Kuga Restaurant by Chinese Cuisine RS!\Their sales were more than double that of the booths in second place and below!\Yukihira...\Guess you couldn't take customers away from Kuga Terunori. response:	I was hoping he'd at least be in the top three.
context: How'd Yukihira do?!\Third place goes to Yo-Yo Restaurant by Western Cuisine RS!\Second place goes to El Fuego by Spanish Cuisine RS!\And first place goes to Kuga Restaurant by Chinese Cuisine RS!\Their sales were more than double that of the booths in second place and below!\Yukihira...\Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three. response:	Extra! Extra from Totsuki Sports!
context: Third place goes to Yo-Yo Restaurant by Western Cuisine RS!\Second place goes to El Fuego by Spanish Cuisine RS!\And first place goes to Kuga Restaurant by Chinese Cuisine RS!\Their sales were more than double that of the booths in second place and below!\Yukihira...\Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports! response:	92nd Moon Festival Begins
context: Second place goes to El Fuego by Spanish Cuisine RS!\And first place goes to Kuga Restaurant by Chinese Cuisine RS!\Their sales were more than double that of the booths in second place and below!\Yukihira...\Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins response:	We have first day sales rankings that include those below third place.
context: And first place goes to Kuga Restaurant by Chinese Cuisine RS!\Their sales were more than double that of the booths in second place and below!\Yukihira...\Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins\We have first day sales rankings that include those below third place. response:	Hey, look!
context: Their sales were more than double that of the booths in second place and below!\Yukihira...\Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins\We have first day sales rankings that include those below third place.\Hey, look! response:	There are two booths that couldn't turn a profit!
context: Yukihira...\Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins\We have first day sales rankings that include those below third place.\Hey, look!\There are two booths that couldn't turn a profit! response:	What idiots!
context: Guess you couldn't take customers away from Kuga Terunori.\I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins\We have first day sales rankings that include those below third place.\Hey, look!\There are two booths that couldn't turn a profit!\What idiots! response:	Booths With Day One Losses
context: I was hoping he'd at least be in the top three.\Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins\We have first day sales rankings that include those below third place.\Hey, look!\There are two booths that couldn't turn a profit!\What idiots!\Booths With Day One Losses response:	Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)
context: Extra! Extra from Totsuki Sports!\92nd Moon Festival Begins\We have first day sales rankings that include those below third place.\Hey, look!\There are two booths that couldn't turn a profit!\What idiots!\Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry) response:	Main Tournament Finalist (Winner)
context: 92nd Moon Festival Begins\We have first day sales rankings that include those below third place.\Hey, look!\There are two booths that couldn't turn a profit!\What idiots!\Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner) response:	Main Tournament Finalist
context: We have first day sales rankings that include those below third place.\Hey, look!\There are two booths that couldn't turn a profit!\What idiots!\Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner)\Main Tournament Finalist response:	Prelims Top 8
context: Hey, look!\There are two booths that couldn't turn a profit!\What idiots!\Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner)\Main Tournament Finalist\Prelims Top 8 response:	Prelims Top 8
context: There are two booths that couldn't turn a profit!\What idiots!\Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner)\Main Tournament Finalist\Prelims Top 8\Prelims Top 8 response:	Main Tournament Finalist
context: What idiots!\Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner)\Main Tournament Finalist\Prelims Top 8\Prelims Top 8\Main Tournament Finalist response:	Lost Money
context: Booths With Day One Losses\Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner)\Main Tournament Finalist\Prelims Top 8\Prelims Top 8\Main Tournament Finalist\Lost Money response:	Lost Money
context: Yukihira Soma (Chinese Cuisine) Shiomi Research Group (Creative Curry)\Main Tournament Finalist (Winner)\Main Tournament Finalist\Prelims Top 8\Prelims Top 8\Main Tournament Finalist\Lost Money\Lost Money response:	Lost Money
context: Main Tournament Finalist (Winner)\Main Tournament Finalist\Prelims Top 8\Prelims Top 8\Main Tournament Finalist\Lost Money\Lost Money\Lost Money response:	What is the meaning of this?!
context: Main Tournament Finalist\Prelims Top 8\Prelims Top 8\Main Tournament Finalist\Lost Money\Lost Money\Lost Money\What is the meaning of this?! response:	All of you advanced to the Autumn Elections' main tournament!
context: Prelims Top 8\Prelims Top 8\Main Tournament Finalist\Lost Money\Lost Money\Lost Money\What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament! response:	It is already an embarrassment that three finalists are in last place in sales.
context: Prelims Top 8\Main Tournament Finalist\Lost Money\Lost Money\Lost Money\What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales. response:	But you all actually lost money!
context: Main Tournament Finalist\Lost Money\Lost Money\Lost Money\What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money! response:	Are you trying to demean the prestigious Autumn Elections?!
context: Lost Money\Lost Money\Lost Money\What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?! response:	S-Sor... I'm so sorry!
context: Lost Money\Lost Money\What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry! response:	How are you going to take responsibility for this, eh, Nakiri?
context: Lost Money\What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri? response:	You made a crap-ton of mistakes ordering ingredients!
context: What is the meaning of this?!\All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients! response:	But you were supposed to check the order, Hayama-kun!
context: All of you advanced to the Autumn Elections' main tournament!\It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun! response:	I think you said you'd do that too, miss.
context: It is already an embarrassment that three finalists are in last place in sales.\But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss. response:	Hey, whose side on you on?!
context: But you all actually lost money!\Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss.\Hey, whose side on you on?! response:	Hey, Kurokiba.
context: Are you trying to demean the prestigious Autumn Elections?!\S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss.\Hey, whose side on you on?!\Hey, Kurokiba. response:	What's up with your mistress?
context: S-Sor... I'm so sorry!\How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss.\Hey, whose side on you on?!\Hey, Kurokiba.\What's up with your mistress? response:	She kept changing the menu lineup until the day before!
context: How are you going to take responsibility for this, eh, Nakiri?\You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss.\Hey, whose side on you on?!\Hey, Kurokiba.\What's up with your mistress?\She kept changing the menu lineup until the day before! response:	That's why she made mistakes like this!
context: You made a crap-ton of mistakes ordering ingredients!\But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss.\Hey, whose side on you on?!\Hey, Kurokiba.\What's up with your mistress?\She kept changing the menu lineup until the day before!\That's why she made mistakes like this! response:	You don't know what you're talking about.
context: But you were supposed to check the order, Hayama-kun!\I think you said you'd do that too, miss.\Hey, whose side on you on?!\Hey, Kurokiba.\What's up with your mistress?\She kept changing the menu lineup until the day before!\That's why she made mistakes like this!\You don't know what you're talking about. response:	She'll keep doing it tomorrow and forever.
context: I think you said you'd do that too, miss.\Hey, whose side on you on?!\Hey, Kurokiba.\What's up with your mistress?\She kept changing the menu lineup until the day before!\That's why she made mistakes like this!\You don't know what you're talking about.\She'll keep doing it tomorrow and forever. response:	Anyway, we'll just have to turn a profit starting tomorrow.
context: Hey, whose side on you on?!\Hey, Kurokiba.\What's up with your mistress?\She kept changing the menu lineup until the day before!\That's why she made mistakes like this!\You don't know what you're talking about.\She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow. response:	Okay, let's switch gears.
context: Hey, Kurokiba.\What's up with your mistress?\She kept changing the menu lineup until the day before!\That's why she made mistakes like this!\You don't know what you're talking about.\She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears. response:	This is basically your fault!
context: What's up with your mistress?\She kept changing the menu lineup until the day before!\That's why she made mistakes like this!\You don't know what you're talking about.\She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears.\This is basically your fault! response:	Are you even sorry?!
context: She kept changing the menu lineup until the day before!\That's why she made mistakes like this!\You don't know what you're talking about.\She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears.\This is basically your fault!\Are you even sorry?! response:	They've got zero teamwork!
context: That's why she made mistakes like this!\You don't know what you're talking about.\She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears.\This is basically your fault!\Are you even sorry?!\They've got zero teamwork! response:	Megumi, are you okay?
context: You don't know what you're talking about.\She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears.\This is basically your fault!\Are you even sorry?!\They've got zero teamwork!\Megumi, are you okay? response:	You're not even getting to challenge the Elite Ten.
context: She'll keep doing it tomorrow and forever.\Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears.\This is basically your fault!\Are you even sorry?!\They've got zero teamwork!\Megumi, are you okay?\You're not even getting to challenge the Elite Ten. response:	And you might end up being expelled together.
context: Anyway, we'll just have to turn a profit starting tomorrow.\Okay, let's switch gears.\This is basically your fault!\Are you even sorry?!\They've got zero teamwork!\Megumi, are you okay?\You're not even getting to challenge the Elite Ten.\And you might end up being expelled together. response:	Oh, y-yeah...
context: Okay, let's switch gears.\This is basically your fault!\Are you even sorry?!\They've got zero teamwork!\Megumi, are you okay?\You're not even getting to challenge the Elite Ten.\And you might end up being expelled together.\Oh, y-yeah... response:	Well, I'm sure we'll figure something out.
context: This is basically your fault!\Are you even sorry?!\They've got zero teamwork!\Megumi, are you okay?\You're not even getting to challenge the Elite Ten.\And you might end up being expelled together.\Oh, y-yeah...\Well, I'm sure we'll figure something out. response:	Yukihira?!
context: Are you even sorry?!\They've got zero teamwork!\Megumi, are you okay?\You're not even getting to challenge the Elite Ten.\And you might end up being expelled together.\Oh, y-yeah...\Well, I'm sure we'll figure something out.\Yukihira?! response:	Where have you been?!
context: They've got zero teamwork!\Megumi, are you okay?\You're not even getting to challenge the Elite Ten.\And you might end up being expelled together.\Oh, y-yeah...\Well, I'm sure we'll figure something out.\Yukihira?!\Where have you been?! response:	Oh, I just had to take care of something.
context: Megumi, are you okay?\You're not even getting to challenge the Elite Ten.\And you might end up being expelled together.\Oh, y-yeah...\Well, I'm sure we'll figure something out.\Yukihira?!\Where have you been?!\Oh, I just had to take care of something. response:	By the way, aren't you guys hungry?
context: You're not even getting to challenge the Elite Ten.\And you might end up being expelled together.\Oh, y-yeah...\Well, I'm sure we'll figure something out.\Yukihira?!\Where have you been?!\Oh, I just had to take care of something.\By the way, aren't you guys hungry? response:	I made black pepper buns using leftover filling from today.
context: And you might end up being expelled together.\Oh, y-yeah...\Well, I'm sure we'll figure something out.\Yukihira?!\Where have you been?!\Oh, I just had to take care of something.\By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today. response:	Let's have dinner.
context: Oh, y-yeah...\Well, I'm sure we'll figure something out.\Yukihira?!\Where have you been?!\Oh, I just had to take care of something.\By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today.\Let's have dinner. response:	Sure, I'll have some.
context: Well, I'm sure we'll figure something out.\Yukihira?!\Where have you been?!\Oh, I just had to take care of something.\By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today.\Let's have dinner.\Sure, I'll have some. response:	Where'd the tension go?!
context: Yukihira?!\Where have you been?!\Oh, I just had to take care of something.\By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today.\Let's have dinner.\Sure, I'll have some.\Where'd the tension go?! response:	Good work, everyone!
context: Where have you been?!\Oh, I just had to take care of something.\By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today.\Let's have dinner.\Sure, I'll have some.\Where'd the tension go?!\Good work, everyone! response:	Let's start closing up shop for today.
context: Oh, I just had to take care of something.\By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today.\Let's have dinner.\Sure, I'll have some.\Where'd the tension go?!\Good work, everyone!\Let's start closing up shop for today. response:	Huh? We're stopping already?
context: By the way, aren't you guys hungry?\I made black pepper buns using leftover filling from today.\Let's have dinner.\Sure, I'll have some.\Where'd the tension go?!\Good work, everyone!\Let's start closing up shop for today.\Huh? We're stopping already? response:	But the crowd's just starting to build up in the Yamanote Area.
context: I made black pepper buns using leftover filling from today.\Let's have dinner.\Sure, I'll have some.\Where'd the tension go?!\Good work, everyone!\Let's start closing up shop for today.\Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area. response:	Why not keep going for a bit longer?
context: Let's have dinner.\Sure, I'll have some.\Where'd the tension go?!\Good work, everyone!\Let's start closing up shop for today.\Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer? response:	Our primary goal is to have fun.
context: Sure, I'll have some.\Where'd the tension go?!\Good work, everyone!\Let's start closing up shop for today.\Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer?\Our primary goal is to have fun. response:	We shouldn't overdo it on the first day.
context: Where'd the tension go?!\Good work, everyone!\Let's start closing up shop for today.\Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer?\Our primary goal is to have fun.\We shouldn't overdo it on the first day. response:	Besides...
context: Good work, everyone!\Let's start closing up shop for today.\Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer?\Our primary goal is to have fun.\We shouldn't overdo it on the first day.\Besides... response:	There's something I want to prepare for tomorrow, too.
context: Let's start closing up shop for today.\Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer?\Our primary goal is to have fun.\We shouldn't overdo it on the first day.\Besides...\There's something I want to prepare for tomorrow, too. response:	Hey, the other half of the Nakiris should eat, too.
context: Huh? We're stopping already?\But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer?\Our primary goal is to have fun.\We shouldn't overdo it on the first day.\Besides...\There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too. response:	I said don't call us that!
context: But the crowd's just starting to build up in the Yamanote Area.\Why not keep going for a bit longer?\Our primary goal is to have fun.\We shouldn't overdo it on the first day.\Besides...\There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too.\I said don't call us that! response:	I'm not eating anything!
context: Why not keep going for a bit longer?\Our primary goal is to have fun.\We shouldn't overdo it on the first day.\Besides...\There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too.\I said don't call us that!\I'm not eating anything! response:	I inadvertently helped you with taste-testing,
context: Our primary goal is to have fun.\We shouldn't overdo it on the first day.\Besides...\There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too.\I said don't call us that!\I'm not eating anything!\I inadvertently helped you with taste-testing, response:	but I have not acknowledged your cooking as legitimate!
context: We shouldn't overdo it on the first day.\Besides...\There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too.\I said don't call us that!\I'm not eating anything!\I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate! response:	'Kay...
context: Besides...\There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too.\I said don't call us that!\I'm not eating anything!\I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate!\'Kay... response:	Oh, but Erina, it's good.
context: There's something I want to prepare for tomorrow, too.\Hey, the other half of the Nakiris should eat, too.\I said don't call us that!\I'm not eating anything!\I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate!\'Kay...\Oh, but Erina, it's good. response:	The meat filling benefits from the fragrance of black pepper and sesame oil.
context: Hey, the other half of the Nakiris should eat, too.\I said don't call us that!\I'm not eating anything!\I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate!\'Kay...\Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil. response:	Well, it'd taste better if I'd done it.
context: I said don't call us that!\I'm not eating anything!\I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate!\'Kay...\Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it. response:	Huh?!
context: I'm not eating anything!\I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate!\'Kay...\Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it.\Huh?! response:	In addition to black pepper,
context: I inadvertently helped you with taste-testing,\but I have not acknowledged your cooking as legitimate!\'Kay...\Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it.\Huh?!\In addition to black pepper, response:	the filling contains the five spice powder essential to Chinese cuisine,
context: but I have not acknowledged your cooking as legitimate!\'Kay...\Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it.\Huh?!\In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine, response:	Five Spice Powder
context: 'Kay...\Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it.\Huh?!\In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder response:	and anise, which helps enhance flavor.
context: Oh, but Erina, it's good.\The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it.\Huh?!\In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder\and anise, which helps enhance flavor. response:	Anise
context: The meat filling benefits from the fragrance of black pepper and sesame oil.\Well, it'd taste better if I'd done it.\Huh?!\In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder\and anise, which helps enhance flavor.\Anise response:	Yeah, bingo!
context: Well, it'd taste better if I'd done it.\Huh?!\In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder\and anise, which helps enhance flavor.\Anise\Yeah, bingo! response:	Chinese seasonings are basically just spices.
context: Huh?!\In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder\and anise, which helps enhance flavor.\Anise\Yeah, bingo!\Chinese seasonings are basically just spices. response:	I was able to use what I learned during the curry match in the prelims.
context: In addition to black pepper,\the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder\and anise, which helps enhance flavor.\Anise\Yeah, bingo!\Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims. response:	Oh, Nikumi helped, too.
context: the filling contains the five spice powder essential to Chinese cuisine,\Five Spice Powder\and anise, which helps enhance flavor.\Anise\Yeah, bingo!\Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too. response:	Testing in Progress
context: Five Spice Powder\and anise, which helps enhance flavor.\Anise\Yeah, bingo!\Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too.\Testing in Progress response:	There are other seasonings used in Chinese cuisine, you know.
context: and anise, which helps enhance flavor.\Anise\Yeah, bingo!\Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too.\Testing in Progress\There are other seasonings used in Chinese cuisine, you know. response:	Oyster sauce, XO sauce, and too many spices to name.
context: Anise\Yeah, bingo!\Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too.\Testing in Progress\There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name. response:	Yeah.
context: Yeah, bingo!\Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too.\Testing in Progress\There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name.\Yeah. response:	Let's try a bunch!
context: Chinese seasonings are basically just spices.\I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too.\Testing in Progress\There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name.\Yeah.\Let's try a bunch! response:	Wrap this up in dough with some finely-sliced green onions, then bake them.
context: I was able to use what I learned during the curry match in the prelims.\Oh, Nikumi helped, too.\Testing in Progress\There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name.\Yeah.\Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them. response:	Damn!
context: Oh, Nikumi helped, too.\Testing in Progress\There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name.\Yeah.\Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn! response:	It's damn good, Yukihira!
context: Testing in Progress\There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name.\Yeah.\Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn!\It's damn good, Yukihira! response:	Thanks for your help, Nikumi!
context: There are other seasonings used in Chinese cuisine, you know.\Oyster sauce, XO sauce, and too many spices to name.\Yeah.\Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn!\It's damn good, Yukihira!\Thanks for your help, Nikumi! response:	Hey, you can't just grab my hand like that!
context: Oyster sauce, XO sauce, and too many spices to name.\Yeah.\Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn!\It's damn good, Yukihira!\Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that! response:	Yukihira, why didn't you call me to help?
context: Yeah.\Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn!\It's damn good, Yukihira!\Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help? response:	Bro, why don't you ask him directly?
context: Let's try a bunch!\Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn!\It's damn good, Yukihira!\Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly? response:	Delivering the inspiration of food from Totsuki: From the students to the customers
context: Wrap this up in dough with some finely-sliced green onions, then bake them.\Damn!\It's damn good, Yukihira!\Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers response:	92nd Moon Festival Begins
context: Damn!\It's damn good, Yukihira!\Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers\92nd Moon Festival Begins response:	So these are the sales rankings for the first day, huh.
context: It's damn good, Yukihira!\Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers\92nd Moon Festival Begins\So these are the sales rankings for the first day, huh. response:	Wow!
context: Thanks for your help, Nikumi!\Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers\92nd Moon Festival Begins\So these are the sales rankings for the first day, huh.\Wow! response:	Day 1 Sales Rankings Yamanote Area
context: Hey, you can't just grab my hand like that!\Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers\92nd Moon Festival Begins\So these are the sales rankings for the first day, huh.\Wow!\Day 1 Sales Rankings Yamanote Area response:	1st Place Akanegakubo Momo 3rd Yr H.S. 4th Seat 2nd Place Nakiri Erina 1st Yr H.S. 10th Seat 3rd Place Megishima Tosuke 3rd Yr H.S. 3rd Seat 4th Place Kinokuni Nene 2nd Yr H.S. 6th Seat 5th Place Tsukasa Eishi 3rd Yr H.S. 1st Seat
context: Yukihira, why didn't you call me to help?\Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers\92nd Moon Festival Begins\So these are the sales rankings for the first day, huh.\Wow!\Day 1 Sales Rankings Yamanote Area\1st Place Akanegakubo Momo 3rd Yr H.S. 4th Seat 2nd Place Nakiri Erina 1st Yr H.S. 10th Seat 3rd Place Megishima Tosuke 3rd Yr H.S. 3rd Seat 4th Place Kinokuni Nene 2nd Yr H.S. 6th Seat 5th Place Tsukasa Eishi 3rd Yr H.S. 1st Seat response:	So many of the Elite Ten rank
context: Bro, why don't you ask him directly?\Delivering the inspiration of food from Totsuki: From the students to the customers\92nd Moon Festival Begins\So these are the sales rankings for the first day, huh.\Wow!\Day 1 Sales Rankings Yamanote Area\1st Place Akanegakubo Momo 3rd Yr H.S. 4th Seat 2nd Place Nakiri Erina 1st Yr H.S. 10th Seat 3rd Place Megishima Tosuke 3rd Yr H.S. 3rd Seat 4th Place Kinokuni Nene 2nd Yr H.S. 6th Seat 5th Place Tsukasa Eishi 3rd Yr H.S. 1st Seat\So many of the Elite Ten rank response:	as top sellers in the Yamanote Area!
