context: Yeah. response:	Pre! Preparation!
context: Aisaka-san looked like she had a lot of fun while dancing with Maruo.\They say you'll receive good fortune if you touch her,\but it's so ironic that he's always by her side.\She was even stolen from him so easily by Maruo at the cultural festival.\W-What?\These strange rumors -\That's so pitiful.\Yeah, Kitamura-kun stole me away from you. response:	Hey, shouldn't you stop these rumors?
context: They say you'll receive good fortune if you touch her,\but it's so ironic that he's always by her side.\She was even stolen from him so easily by Maruo at the cultural festival.\W-What?\These strange rumors -\That's so pitiful.\Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors? response:	Well, as a dog's ex-girlfriend, my feelings are a bit mixed.
context: but it's so ironic that he's always by her side.\She was even stolen from him so easily by Maruo at the cultural festival.\W-What?\These strange rumors -\That's so pitiful.\Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed. response:	I'm a human, after all, but it seems like I abandoned you.
context: She was even stolen from him so easily by Maruo at the cultural festival.\W-What?\These strange rumors -\That's so pitiful.\Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you. response:	Then Kitamura-kun and I...
context: W-What?\These strange rumors -\That's so pitiful.\Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I... response:	I should never worry about you.
context: These strange rumors -\That's so pitiful.\Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I...\I should never worry about you. response:	Oh, thanks.
context: That's so pitiful.\Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I...\I should never worry about you.\Oh, thanks. response:	Now it's time to get back to my seat.
context: Yeah, Kitamura-kun stole me away from you.\Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I...\I should never worry about you.\Oh, thanks.\Now it's time to get back to my seat. response:	The unmarried woman with her unmarried face will come to start the unmarried homeroom!
context: Hey, shouldn't you stop these rumors?\Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I...\I should never worry about you.\Oh, thanks.\Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom! response:	Unmarried face...
context: Well, as a dog's ex-girlfriend, my feelings are a bit mixed.\I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I...\I should never worry about you.\Oh, thanks.\Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face... response:	Oh, Takasu-kun's lunch box looks as delicious as usual!
context: I'm a human, after all, but it seems like I abandoned you.\Then Kitamura-kun and I...\I should never worry about you.\Oh, thanks.\Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual! response:	Are those fresh spring rolls?
context: Then Kitamura-kun and I...\I should never worry about you.\Oh, thanks.\Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls? response:	O-Oh, I just wrapped some leftover salad with rice paper.
context: I should never worry about you.\Oh, thanks.\Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper. response:	You're good!
context: Oh, thanks.\Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper.\You're good! response:	Takasu-kun is amazing, the rice is amazing as well!
context: Now it's time to get back to my seat.\The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper.\You're good!\Takasu-kun is amazing, the rice is amazing as well! response:	You're being targeted, Taiga.
context: The unmarried woman with her unmarried face will come to start the unmarried homeroom!\Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper.\You're good!\Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga. response:	Sheesh, I can't even eat in peace.
context: Unmarried face...\Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper.\You're good!\Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga.\Sheesh, I can't even eat in peace. response:	That's not convincing at all.
context: Oh, Takasu-kun's lunch box looks as delicious as usual!\Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper.\You're good!\Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga.\Sheesh, I can't even eat in peace.\That's not convincing at all. response:	May I sit with you guys?
context: Are those fresh spring rolls?\O-Oh, I just wrapped some leftover salad with rice paper.\You're good!\Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga.\Sheesh, I can't even eat in peace.\That's not convincing at all.\May I sit with you guys? response:	Aisaka, don't get overwhelmed by the cultural festival rumor.
context: O-Oh, I just wrapped some leftover salad with rice paper.\You're good!\Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga.\Sheesh, I can't even eat in peace.\That's not convincing at all.\May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor. response:	W-Which one do you mean?
context: You're good!\Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga.\Sheesh, I can't even eat in peace.\That's not convincing at all.\May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean? response:	Oh, it's nothing! Never mind!
context: Takasu-kun is amazing, the rice is amazing as well!\You're being targeted, Taiga.\Sheesh, I can't even eat in peace.\That's not convincing at all.\May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean?\Oh, it's nothing! Never mind! response:	Speaking of which, the cultural festival was amazing!
context: You're being targeted, Taiga.\Sheesh, I can't even eat in peace.\That's not convincing at all.\May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean?\Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing! response:	Yeah, it was!
context: Sheesh, I can't even eat in peace.\That's not convincing at all.\May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean?\Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing!\Yeah, it was! response:	Our class won everything; the class showdown,
context: That's not convincing at all.\May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean?\Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing!\Yeah, it was!\Our class won everything; the class showdown, response:	the beauty contest, and Mr. Lucky Guy!
context: May I sit with you guys?\Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean?\Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing!\Yeah, it was!\Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy! response:	It was great!
context: Aisaka, don't get overwhelmed by the cultural festival rumor.\W-Which one do you mean?\Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing!\Yeah, it was!\Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy!\It was great! response:	Yeah, it was all thanks to you, Aisaka.
context: W-Which one do you mean?\Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing!\Yeah, it was!\Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy!\It was great!\Yeah, it was all thanks to you, Aisaka. response:	That's not -
context: Oh, it's nothing! Never mind!\Speaking of which, the cultural festival was amazing!\Yeah, it was!\Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy!\It was great!\Yeah, it was all thanks to you, Aisaka.\That's not - response:	Taiga?
context: Speaking of which, the cultural festival was amazing!\Yeah, it was!\Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy!\It was great!\Yeah, it was all thanks to you, Aisaka.\That's not -\Taiga? response:	H-Hey...
context: Yeah, it was!\Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy!\It was great!\Yeah, it was all thanks to you, Aisaka.\That's not -\Taiga?\H-Hey... response:	Hey, drink this!
context: Our class won everything; the class showdown,\the beauty contest, and Mr. Lucky Guy!\It was great!\Yeah, it was all thanks to you, Aisaka.\That's not -\Taiga?\H-Hey...\Hey, drink this! response:	No!
context: the beauty contest, and Mr. Lucky Guy!\It was great!\Yeah, it was all thanks to you, Aisaka.\That's not -\Taiga?\H-Hey...\Hey, drink this!\No! response:	Huh? But...
context: It was great!\Yeah, it was all thanks to you, Aisaka.\That's not -\Taiga?\H-Hey...\Hey, drink this!\No!\Huh? But... response:	I won't drink anything but orange juice!
context: Yeah, it was all thanks to you, Aisaka.\That's not -\Taiga?\H-Hey...\Hey, drink this!\No!\Huh? But...\I won't drink anything but orange juice! response:	Do you understand what's happening?
context: That's not -\Taiga?\H-Hey...\Hey, drink this!\No!\Huh? But...\I won't drink anything but orange juice!\Do you understand what's happening? response:	Sheesh, every single time...
context: Taiga?\H-Hey...\Hey, drink this!\No!\Huh? But...\I won't drink anything but orange juice!\Do you understand what's happening?\Sheesh, every single time... response:	Well, I guess it's good that she's back to normal.
context: H-Hey...\Hey, drink this!\No!\Huh? But...\I won't drink anything but orange juice!\Do you understand what's happening?\Sheesh, every single time...\Well, I guess it's good that she's back to normal. response:	Yeah, I know,
context: Hey, drink this!\No!\Huh? But...\I won't drink anything but orange juice!\Do you understand what's happening?\Sheesh, every single time...\Well, I guess it's good that she's back to normal.\Yeah, I know, response:	but I have a test soon.
context: No!\Huh? But...\I won't drink anything but orange juice!\Do you understand what's happening?\Sheesh, every single time...\Well, I guess it's good that she's back to normal.\Yeah, I know,\but I have a test soon. response:	Anyway, just give me a little more time.
context: Huh? But...\I won't drink anything but orange juice!\Do you understand what's happening?\Sheesh, every single time...\Well, I guess it's good that she's back to normal.\Yeah, I know,\but I have a test soon.\Anyway, just give me a little more time. response:	All right, I'll call later.
context: I won't drink anything but orange juice!\Do you understand what's happening?\Sheesh, every single time...\Well, I guess it's good that she's back to normal.\Yeah, I know,\but I have a test soon.\Anyway, just give me a little more time.\All right, I'll call later. response:	See you.
context: Do you understand what's happening?\Sheesh, every single time...\Well, I guess it's good that she's back to normal.\Yeah, I know,\but I have a test soon.\Anyway, just give me a little more time.\All right, I'll call later.\See you. response:	Yo.
context: Sheesh, every single time...\Well, I guess it's good that she's back to normal.\Yeah, I know,\but I have a test soon.\Anyway, just give me a little more time.\All right, I'll call later.\See you.\Yo. response:	Yo.
context: Well, I guess it's good that she's back to normal.\Yeah, I know,\but I have a test soon.\Anyway, just give me a little more time.\All right, I'll call later.\See you.\Yo.\Yo. response:	Who were you on the phone with?
context: Yeah, I know,\but I have a test soon.\Anyway, just give me a little more time.\All right, I'll call later.\See you.\Yo.\Yo.\Who were you on the phone with? response:	Oh, do you want to know my secret?
context: but I have a test soon.\Anyway, just give me a little more time.\All right, I'll call later.\See you.\Yo.\Yo.\Who were you on the phone with?\Oh, do you want to know my secret? response:	I don't really care.
context: Anyway, just give me a little more time.\All right, I'll call later.\See you.\Yo.\Yo.\Who were you on the phone with?\Oh, do you want to know my secret?\I don't really care. response:	Uh... Orange juice...
context: All right, I'll call later.\See you.\Yo.\Yo.\Who were you on the phone with?\Oh, do you want to know my secret?\I don't really care.\Uh... Orange juice... response:	Juice during lunch?
context: See you.\Yo.\Yo.\Who were you on the phone with?\Oh, do you want to know my secret?\I don't really care.\Uh... Orange juice...\Juice during lunch? response:	My gosh, you're such a kid.
context: Yo.\Yo.\Who were you on the phone with?\Oh, do you want to know my secret?\I don't really care.\Uh... Orange juice...\Juice during lunch?\My gosh, you're such a kid. response:	Not me, it's for Taiga.
context: Yo.\Who were you on the phone with?\Oh, do you want to know my secret?\I don't really care.\Uh... Orange juice...\Juice during lunch?\My gosh, you're such a kid.\Not me, it's for Taiga. response:	She said she doesn't want coffee or milk.
context: Who were you on the phone with?\Oh, do you want to know my secret?\I don't really care.\Uh... Orange juice...\Juice during lunch?\My gosh, you're such a kid.\Not me, it's for Taiga.\She said she doesn't want coffee or milk. response:	Wha -
context: Oh, do you want to know my secret?\I don't really care.\Uh... Orange juice...\Juice during lunch?\My gosh, you're such a kid.\Not me, it's for Taiga.\She said she doesn't want coffee or milk.\Wha - response:	Y-You...
context: I don't really care.\Uh... Orange juice...\Juice during lunch?\My gosh, you're such a kid.\Not me, it's for Taiga.\She said she doesn't want coffee or milk.\Wha -\Y-You... response:	Later.
context: Uh... Orange juice...\Juice during lunch?\My gosh, you're such a kid.\Not me, it's for Taiga.\She said she doesn't want coffee or milk.\Wha -\Y-You...\Later. response:	What should I do now?
context: Juice during lunch?\My gosh, you're such a kid.\Not me, it's for Taiga.\She said she doesn't want coffee or milk.\Wha -\Y-You...\Later.\What should I do now? response:	This is...
context: My gosh, you're such a kid.\Not me, it's for Taiga.\She said she doesn't want coffee or milk.\Wha -\Y-You...\Later.\What should I do now?\This is... response:	Calcium Chloride Kick!
context: Not me, it's for Taiga.\She said she doesn't want coffee or milk.\Wha -\Y-You...\Later.\What should I do now?\This is...\Calcium Chloride Kick! response:	You're so slow!
context: She said she doesn't want coffee or milk.\Wha -\Y-You...\Later.\What should I do now?\This is...\Calcium Chloride Kick!\You're so slow! response:	I had no other choice but to drink from the tap!
context: Wha -\Y-You...\Later.\What should I do now?\This is...\Calcium Chloride Kick!\You're so slow!\I had no other choice but to drink from the tap! response:	How are you going to make up for it?!
context: Y-You...\Later.\What should I do now?\This is...\Calcium Chloride Kick!\You're so slow!\I had no other choice but to drink from the tap!\How are you going to make up for it?! response:	Damn you!
context: Later.\What should I do now?\This is...\Calcium Chloride Kick!\You're so slow!\I had no other choice but to drink from the tap!\How are you going to make up for it?!\Damn you! response:	You just suddenly -
context: What should I do now?\This is...\Calcium Chloride Kick!\You're so slow!\I had no other choice but to drink from the tap!\How are you going to make up for it?!\Damn you!\You just suddenly - response:	Hey, are you all right?
context: This is...\Calcium Chloride Kick!\You're so slow!\I had no other choice but to drink from the tap!\How are you going to make up for it?!\Damn you!\You just suddenly -\Hey, are you all right? response:	I-I'm sorry!
context: Calcium Chloride Kick!\You're so slow!\I had no other choice but to drink from the tap!\How are you going to make up for it?!\Damn you!\You just suddenly -\Hey, are you all right?\I-I'm sorry! response:	It wasn't on purpose.
context: You're so slow!\I had no other choice but to drink from the tap!\How are you going to make up for it?!\Damn you!\You just suddenly -\Hey, are you all right?\I-I'm sorry!\It wasn't on purpose. response:	Aisaka-senpai, I had a favor to ask of you,
context: I had no other choice but to drink from the tap!\How are you going to make up for it?!\Damn you!\You just suddenly -\Hey, are you all right?\I-I'm sorry!\It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you, response:	so I thought I'd pick up the juice and ask.
context: How are you going to make up for it?!\Damn you!\You just suddenly -\Hey, are you all right?\I-I'm sorry!\It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask. response:	You again?
context: Damn you!\You just suddenly -\Hey, are you all right?\I-I'm sorry!\It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask.\You again? response:	You've been following me around for some time now.
context: You just suddenly -\Hey, are you all right?\I-I'm sorry!\It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask.\You again?\You've been following me around for some time now. response:	Some time?
context: Hey, are you all right?\I-I'm sorry!\It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask.\You again?\You've been following me around for some time now.\Some time? response:	Oh, the one who thought he'd be blessed with good fortune if he touched you...
context: I-I'm sorry!\It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask.\You again?\You've been following me around for some time now.\Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you... response:	Y-Yes!
context: It wasn't on purpose.\Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask.\You again?\You've been following me around for some time now.\Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes! response:	Well, I have someone I like very much!
context: Aisaka-senpai, I had a favor to ask of you,\so I thought I'd pick up the juice and ask.\You again?\You've been following me around for some time now.\Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes!\Well, I have someone I like very much! response:	Yeah, go...
context: so I thought I'd pick up the juice and ask.\You again?\You've been following me around for some time now.\Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes!\Well, I have someone I like very much!\Yeah, go... response:	Sheesh.
context: You again?\You've been following me around for some time now.\Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes!\Well, I have someone I like very much!\Yeah, go...\Sheesh. response:	It's a game of survival to receive happiness.
context: You've been following me around for some time now.\Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes!\Well, I have someone I like very much!\Yeah, go...\Sheesh.\It's a game of survival to receive happiness. response:	Come on, let's go, lunch break is nearly over.
context: Some time?\Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes!\Well, I have someone I like very much!\Yeah, go...\Sheesh.\It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over. response:	Huh, where to?
context: Oh, the one who thought he'd be blessed with good fortune if he touched you...\Y-Yes!\Well, I have someone I like very much!\Yeah, go...\Sheesh.\It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over.\Huh, where to? response:	They say pictures from the cultural festival were put up.
context: Y-Yes!\Well, I have someone I like very much!\Yeah, go...\Sheesh.\It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over.\Huh, where to?\They say pictures from the cultural festival were put up. response:	What about lunch?
context: Well, I have someone I like very much!\Yeah, go...\Sheesh.\It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over.\Huh, where to?\They say pictures from the cultural festival were put up.\What about lunch? response:	I've finished it already, so hurry up!
context: Yeah, go...\Sheesh.\It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over.\Huh, where to?\They say pictures from the cultural festival were put up.\What about lunch?\I've finished it already, so hurry up! response:	But I haven't -
context: Sheesh.\It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over.\Huh, where to?\They say pictures from the cultural festival were put up.\What about lunch?\I've finished it already, so hurry up!\But I haven't - response:	Let's go!
context: It's a game of survival to receive happiness.\Come on, let's go, lunch break is nearly over.\Huh, where to?\They say pictures from the cultural festival were put up.\What about lunch?\I've finished it already, so hurry up!\But I haven't -\Let's go! response:	You're holding me pretty tightly too.
context: Come on, let's go, lunch break is nearly over.\Huh, where to?\They say pictures from the cultural festival were put up.\What about lunch?\I've finished it already, so hurry up!\But I haven't -\Let's go!\You're holding me pretty tightly too. response:	Huh? Don't make it sound so sick!
context: Huh, where to?\They say pictures from the cultural festival were put up.\What about lunch?\I've finished it already, so hurry up!\But I haven't -\Let's go!\You're holding me pretty tightly too.\Huh? Don't make it sound so sick! response:	That's right, I've touched Taiga so much,
context: They say pictures from the cultural festival were put up.\What about lunch?\I've finished it already, so hurry up!\But I haven't -\Let's go!\You're holding me pretty tightly too.\Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much, response:	theoretically I should be the happiest person.
context: What about lunch?\I've finished it already, so hurry up!\But I haven't -\Let's go!\You're holding me pretty tightly too.\Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much,\theoretically I should be the happiest person. response:	God, she looks really happy in that picture.
context: I've finished it already, so hurry up!\But I haven't -\Let's go!\You're holding me pretty tightly too.\Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much,\theoretically I should be the happiest person.\God, she looks really happy in that picture. response:	It's number 133. Don't get it wrong.
context: But I haven't -\Let's go!\You're holding me pretty tightly too.\Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much,\theoretically I should be the happiest person.\God, she looks really happy in that picture.\It's number 133. Don't get it wrong. response:	S-Shut up.
context: Let's go!\You're holding me pretty tightly too.\Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much,\theoretically I should be the happiest person.\God, she looks really happy in that picture.\It's number 133. Don't get it wrong.\S-Shut up. response:	But you know, it's a great picture.
context: You're holding me pretty tightly too.\Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much,\theoretically I should be the happiest person.\God, she looks really happy in that picture.\It's number 133. Don't get it wrong.\S-Shut up.\But you know, it's a great picture. response:	Minorin?
context: Huh? Don't make it sound so sick!\That's right, I've touched Taiga so much,\theoretically I should be the happiest person.\God, she looks really happy in that picture.\It's number 133. Don't get it wrong.\S-Shut up.\But you know, it's a great picture.\Minorin? response:	Taiga, listen, pay close attention to Amin in number 200.
context: That's right, I've touched Taiga so much,\theoretically I should be the happiest person.\God, she looks really happy in that picture.\It's number 133. Don't get it wrong.\S-Shut up.\But you know, it's a great picture.\Minorin?\Taiga, listen, pay close attention to Amin in number 200. response:	The codeword is underboob.
context: theoretically I should be the happiest person.\God, she looks really happy in that picture.\It's number 133. Don't get it wrong.\S-Shut up.\But you know, it's a great picture.\Minorin?\Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob. response:	You're such a shockingly perverted dog.
context: God, she looks really happy in that picture.\It's number 133. Don't get it wrong.\S-Shut up.\But you know, it's a great picture.\Minorin?\Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob.\You're such a shockingly perverted dog. response:	Oh, my bad.
context: It's number 133. Don't get it wrong.\S-Shut up.\But you know, it's a great picture.\Minorin?\Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob.\You're such a shockingly perverted dog.\Oh, my bad. response:	Sheesh, sometimes your libido is so strong that I want to kill you.
context: S-Shut up.\But you know, it's a great picture.\Minorin?\Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob.\You're such a shockingly perverted dog.\Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you. response:	That's a great way to cross the line.
context: But you know, it's a great picture.\Minorin?\Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob.\You're such a shockingly perverted dog.\Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line. response:	If you're interested in Stupid Chi's underboob,
context: Minorin?\Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob.\You're such a shockingly perverted dog.\Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line.\If you're interested in Stupid Chi's underboob, response:	then I'll tell you about it.
context: Taiga, listen, pay close attention to Amin in number 200.\The codeword is underboob.\You're such a shockingly perverted dog.\Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line.\If you're interested in Stupid Chi's underboob,\then I'll tell you about it. response:	She has six boobs!
context: The codeword is underboob.\You're such a shockingly perverted dog.\Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line.\If you're interested in Stupid Chi's underboob,\then I'll tell you about it.\She has six boobs! response:	I saw them!
context: You're such a shockingly perverted dog.\Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line.\If you're interested in Stupid Chi's underboob,\then I'll tell you about it.\She has six boobs!\I saw them! response:	Sure.
context: Oh, my bad.\Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line.\If you're interested in Stupid Chi's underboob,\then I'll tell you about it.\She has six boobs!\I saw them!\Sure. response:	I'm getting dirtier just from being around you.
context: Sheesh, sometimes your libido is so strong that I want to kill you.\That's a great way to cross the line.\If you're interested in Stupid Chi's underboob,\then I'll tell you about it.\She has six boobs!\I saw them!\Sure.\I'm getting dirtier just from being around you. response:	Minorin, I'm checking out that side.
context: That's a great way to cross the line.\If you're interested in Stupid Chi's underboob,\then I'll tell you about it.\She has six boobs!\I saw them!\Sure.\I'm getting dirtier just from being around you.\Minorin, I'm checking out that side. response:	Taiga, damn you...
context: If you're interested in Stupid Chi's underboob,\then I'll tell you about it.\She has six boobs!\I saw them!\Sure.\I'm getting dirtier just from being around you.\Minorin, I'm checking out that side.\Taiga, damn you... response:	Takasu-kun, it's time to begin...
context: then I'll tell you about it.\She has six boobs!\I saw them!\Sure.\I'm getting dirtier just from being around you.\Minorin, I'm checking out that side.\Taiga, damn you...\Takasu-kun, it's time to begin... response:	I will now sacrifice 90 yen and summon 9 pictures here.
context: She has six boobs!\I saw them!\Sure.\I'm getting dirtier just from being around you.\Minorin, I'm checking out that side.\Taiga, damn you...\Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here. response:	Then I will reveal my face-down card!
context: I saw them!\Sure.\I'm getting dirtier just from being around you.\Minorin, I'm checking out that side.\Taiga, damn you...\Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card! response:	Activate quick-play magic Immediate Discovery.
context: Sure.\I'm getting dirtier just from being around you.\Minorin, I'm checking out that side.\Taiga, damn you...\Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery. response:	Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.
context: I'm getting dirtier just from being around you.\Minorin, I'm checking out that side.\Taiga, damn you...\Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen. response:	End turn.
context: Minorin, I'm checking out that side.\Taiga, damn you...\Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn. response:	It's your turn now, Takasu-kun.
context: Taiga, damn you...\Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn.\It's your turn now, Takasu-kun. response:	Huh? Turn?
context: Takasu-kun, it's time to begin...\I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn.\It's your turn now, Takasu-kun.\Huh? Turn? response:	Gosh, don't play dumb.
context: I will now sacrifice 90 yen and summon 9 pictures here.\Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn.\It's your turn now, Takasu-kun.\Huh? Turn?\Gosh, don't play dumb. response:	I'm just asking you to show me which pictures you're buying.
context: Then I will reveal my face-down card!\Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn.\It's your turn now, Takasu-kun.\Huh? Turn?\Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying. response:	Oh, is that so?
