context: Episode 5 Umaru and Summer Vacation response:	Midterms 1: Doma Umaru 2: Tachibana Sylphynford
context: So cute!\What is this adorable creature?!\Menacing\I just can't!\I-I want to keep the memory of this adorableness in my hands.\I know. I'll use my cellphone camera...\I-I'm sorry, Master. I just couldn't help myself...\Huh? Master? response:	Are you awake?
context: What is this adorable creature?!\Menacing\I just can't!\I-I want to keep the memory of this adorableness in my hands.\I know. I'll use my cellphone camera...\I-I'm sorry, Master. I just couldn't help myself...\Huh? Master?\Are you awake? response:	Sh-She's climbing me!
context: Menacing\I just can't!\I-I want to keep the memory of this adorableness in my hands.\I know. I'll use my cellphone camera...\I-I'm sorry, Master. I just couldn't help myself...\Huh? Master?\Are you awake?\Sh-She's climbing me! response:	M-Master, what's wrong? Is this a new pasttime?
context: I just can't!\I-I want to keep the memory of this adorableness in my hands.\I know. I'll use my cellphone camera...\I-I'm sorry, Master. I just couldn't help myself...\Huh? Master?\Are you awake?\Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime? response:	So this is happiness...
context: I-I want to keep the memory of this adorableness in my hands.\I know. I'll use my cellphone camera...\I-I'm sorry, Master. I just couldn't help myself...\Huh? Master?\Are you awake?\Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime?\So this is happiness... response:	Master!
context: I know. I'll use my cellphone camera...\I-I'm sorry, Master. I just couldn't help myself...\Huh? Master?\Are you awake?\Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime?\So this is happiness...\Master! response:	Cola
context: I-I'm sorry, Master. I just couldn't help myself...\Huh? Master?\Are you awake?\Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime?\So this is happiness...\Master!\Cola response:	Master! It's a dolphin!
context: Huh? Master?\Are you awake?\Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime?\So this is happiness...\Master!\Cola\Master! It's a dolphin! response:	Master, isn't this the best summer?
context: Are you awake?\Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime?\So this is happiness...\Master!\Cola\Master! It's a dolphin!\Master, isn't this the best summer? response:	Stop
context: Sh-She's climbing me!\M-Master, what's wrong? Is this a new pasttime?\So this is happiness...\Master!\Cola\Master! It's a dolphin!\Master, isn't this the best summer?\Stop response:	It's hot!
context: M-Master, what's wrong? Is this a new pasttime?\So this is happiness...\Master!\Cola\Master! It's a dolphin!\Master, isn't this the best summer?\Stop\It's hot! response:	Good morning.
context: So this is happiness...\Master!\Cola\Master! It's a dolphin!\Master, isn't this the best summer?\Stop\It's hot!\Good morning. response:	Preference Heat Temp
context: Master!\Cola\Master! It's a dolphin!\Master, isn't this the best summer?\Stop\It's hot!\Good morning.\Preference Heat Temp response:	Your bath is ready.
context: Cola\Master! It's a dolphin!\Master, isn't this the best summer?\Stop\It's hot!\Good morning.\Preference Heat Temp\Your bath is ready. response:	How do you all take your baths?
context: Master! It's a dolphin!\Master, isn't this the best summer?\Stop\It's hot!\Good morning.\Preference Heat Temp\Your bath is ready.\How do you all take your baths? response:	Long baths.
context: Master, isn't this the best summer?\Stop\It's hot!\Good morning.\Preference Heat Temp\Your bath is ready.\How do you all take your baths?\Long baths. response:	Milk baths.
context: Stop\It's hot!\Good morning.\Preference Heat Temp\Your bath is ready.\How do you all take your baths?\Long baths.\Milk baths. response:	Quick baths.
context: It's hot!\Good morning.\Preference Heat Temp\Your bath is ready.\How do you all take your baths?\Long baths.\Milk baths.\Quick baths. response:	There are many kinds,
context: Good morning.\Preference Heat Temp\Your bath is ready.\How do you all take your baths?\Long baths.\Milk baths.\Quick baths.\There are many kinds, response:	but what I'm about to show you is how I usually take my baths.
context: Preference Heat Temp\Your bath is ready.\How do you all take your baths?\Long baths.\Milk baths.\Quick baths.\There are many kinds,\but what I'm about to show you is how I usually take my baths. response:	Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.
context: Your bath is ready.\How do you all take your baths?\Long baths.\Milk baths.\Quick baths.\There are many kinds,\but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console. response:	Shonen Jumpu
context: How do you all take your baths?\Long baths.\Milk baths.\Quick baths.\There are many kinds,\but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu response:	Umaru's castle is complete!
context: Long baths.\Milk baths.\Quick baths.\There are many kinds,\but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu\Umaru's castle is complete! response:	Because I am so busy, I bring my games to the bath.
context: Milk baths.\Quick baths.\There are many kinds,\but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu\Umaru's castle is complete!\Because I am so busy, I bring my games to the bath. response:	As a gamer, I can't let even a second go to waste.
context: Quick baths.\There are many kinds,\but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu\Umaru's castle is complete!\Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste. response:	Also, it may seem like an odd match to eat potato chips in the bath,
context: There are many kinds,\but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu\Umaru's castle is complete!\Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath, response:	but I can eat them without worrying about my hands getting messy.
context: but what I'm about to show you is how I usually take my baths.\Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu\Umaru's castle is complete!\Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy. response:	While my game is loading, I can read my Jumpu.
context: Ice cups, potato chips, a manga magazine, and a waterproofed gaming console.\Shonen Jumpu\Umaru's castle is complete!\Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu. response:	And... Ice eaten while bathing is just...
context: Shonen Jumpu\Umaru's castle is complete!\Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just... response:	If you don't do your homework, no potato chips and cola for you. -Taihei
context: Umaru's castle is complete!\Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei response:	I can feel all of the stress of the day draining away.
context: Because I am so busy, I bring my games to the bath.\As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away. response:	Aw, the bubbles stopped.
context: As a gamer, I can't let even a second go to waste.\Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away.\Aw, the bubbles stopped. response:	I want to put a lot more in,
context: Also, it may seem like an odd match to eat potato chips in the bath,\but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away.\Aw, the bubbles stopped.\I want to put a lot more in, response:	but the last time I used a lot, I got yelled at.
context: but I can eat them without worrying about my hands getting messy.\While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away.\Aw, the bubbles stopped.\I want to put a lot more in,\but the last time I used a lot, I got yelled at. response:	I'm going to keep an eye on this so you won't waste it.
context: While my game is loading, I can read my Jumpu.\And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away.\Aw, the bubbles stopped.\I want to put a lot more in,\but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it. response:	Bobu
context: And... Ice eaten while bathing is just...\If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away.\Aw, the bubbles stopped.\I want to put a lot more in,\but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it.\Bobu response:	Just a little more...
context: If you don't do your homework, no potato chips and cola for you. -Taihei\I can feel all of the stress of the day draining away.\Aw, the bubbles stopped.\I want to put a lot more in,\but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it.\Bobu\Just a little more... response:	The bubbles envelop my whole body!
context: I can feel all of the stress of the day draining away.\Aw, the bubbles stopped.\I want to put a lot more in,\but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it.\Bobu\Just a little more...\The bubbles envelop my whole body! response:	When I'm in the bath, time goes by slower and slower.
context: Aw, the bubbles stopped.\I want to put a lot more in,\but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it.\Bobu\Just a little more...\The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower. response:	It gets hot, I can't breathe,
context: I want to put a lot more in,\but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it.\Bobu\Just a little more...\The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe, response:	and I get thirsty...
context: but the last time I used a lot, I got yelled at.\I'm going to keep an eye on this so you won't waste it.\Bobu\Just a little more...\The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe,\and I get thirsty... response:	And that's when...
context: I'm going to keep an eye on this so you won't waste it.\Bobu\Just a little more...\The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe,\and I get thirsty...\And that's when... response:	I have my post-bath cola!
context: Bobu\Just a little more...\The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe,\and I get thirsty...\And that's when...\I have my post-bath cola! response:	Drinking cola after waiting until my utmost limit is the best!
context: Just a little more...\The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe,\and I get thirsty...\And that's when...\I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best! response:	Don't drink too much.
context: The bubbles envelop my whole body!\When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe,\and I get thirsty...\And that's when...\I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best!\Don't drink too much. response:	Oh, yeah! I've gotta drink my coffee milk right after my bath, too.
context: When I'm in the bath, time goes by slower and slower.\It gets hot, I can't breathe,\and I get thirsty...\And that's when...\I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best!\Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too. response:	My cola! O-Onii-chan!
context: It gets hot, I can't breathe,\and I get thirsty...\And that's when...\I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best!\Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan! response:	What a mighty fine bath.
context: and I get thirsty...\And that's when...\I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best!\Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan!\What a mighty fine bath. response:	The amount of laundry is ridiculous since I can only do it on my day off.
context: And that's when...\I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best!\Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan!\What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off. response:	Man, it takes forever to get a lot of gold in social network games these days.
context: I have my post-bath cola!\Drinking cola after waiting until my utmost limit is the best!\Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan!\What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days. response:	Umaru.
context: Drinking cola after waiting until my utmost limit is the best!\Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan!\What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days.\Umaru. response:	Huh? What?
context: Don't drink too much.\Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan!\What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days.\Umaru.\Huh? What? response:	10,000 yen?!
context: Oh, yeah! I've gotta drink my coffee milk right after my bath, too.\My cola! O-Onii-chan!\What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days.\Umaru.\Huh? What?\10,000 yen?! response:	Wait, what's this for? Bribes won't work on me.
context: My cola! O-Onii-chan!\What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days.\Umaru.\Huh? What?\10,000 yen?!\Wait, what's this for? Bribes won't work on me. response:	But you just took it...
context: What a mighty fine bath.\The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days.\Umaru.\Huh? What?\10,000 yen?!\Wait, what's this for? Bribes won't work on me.\But you just took it... response:	You don't have a lot of clothes to wear outside, do you?
context: The amount of laundry is ridiculous since I can only do it on my day off.\Man, it takes forever to get a lot of gold in social network games these days.\Umaru.\Huh? What?\10,000 yen?!\Wait, what's this for? Bribes won't work on me.\But you just took it...\You don't have a lot of clothes to wear outside, do you? response:	It's summer vacation,
context: Man, it takes forever to get a lot of gold in social network games these days.\Umaru.\Huh? What?\10,000 yen?!\Wait, what's this for? Bribes won't work on me.\But you just took it...\You don't have a lot of clothes to wear outside, do you?\It's summer vacation, response:	so why don't you invite Ebina-chan and Kirie-chan and go shopping?
context: Umaru.\Huh? What?\10,000 yen?!\Wait, what's this for? Bribes won't work on me.\But you just took it...\You don't have a lot of clothes to wear outside, do you?\It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping? response:	If I had this much in gold, I'd be invincible...
context: Huh? What?\10,000 yen?!\Wait, what's this for? Bribes won't work on me.\But you just took it...\You don't have a lot of clothes to wear outside, do you?\It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible... response:	Don't buy anything other than clothes.
context: 10,000 yen?!\Wait, what's this for? Bribes won't work on me.\But you just took it...\You don't have a lot of clothes to wear outside, do you?\It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes. response:	I'm so happy you invited me to go shopping with you.
context: Wait, what's this for? Bribes won't work on me.\But you just took it...\You don't have a lot of clothes to wear outside, do you?\It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you. response:	I invited Kirie-chan too, but...
context: But you just took it...\You don't have a lot of clothes to wear outside, do you?\It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but... response:	Kirie-chan, you're already here.
context: You don't have a lot of clothes to wear outside, do you?\It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but...\Kirie-chan, you're already here. response:	Y-Yes.
context: It's summer vacation,\so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but...\Kirie-chan, you're already here.\Y-Yes. response:	Thank you very much for inviting me out toda
context: so why don't you invite Ebina-chan and Kirie-chan and go shopping?\If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but...\Kirie-chan, you're already here.\Y-Yes.\Thank you very much for inviting me out toda response:	Your clothes are so frilly and cute, Kirie-chan!
context: If I had this much in gold, I'd be invincible...\Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but...\Kirie-chan, you're already here.\Y-Yes.\Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan! response:	Looks like Kirie-chan still doesn't like Ebina-chan...
context: Don't buy anything other than clothes.\I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but...\Kirie-chan, you're already here.\Y-Yes.\Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan... response:	What kind of clothes do you guys want to look at?
context: I'm so happy you invited me to go shopping with you.\I invited Kirie-chan too, but...\Kirie-chan, you're already here.\Y-Yes.\Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at? response:	I want to look at cute clothes.
context: I invited Kirie-chan too, but...\Kirie-chan, you're already here.\Y-Yes.\Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at?\I want to look at cute clothes. response:	What about you, Kirie-chan?
context: Kirie-chan, you're already here.\Y-Yes.\Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at?\I want to look at cute clothes.\What about you, Kirie-chan? response:	A-Anywhere is fine...
context: Y-Yes.\Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at?\I want to look at cute clothes.\What about you, Kirie-chan?\A-Anywhere is fine... response:	Man, there're so many shops in heah...
context: Thank you very much for inviting me out toda\Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at?\I want to look at cute clothes.\What about you, Kirie-chan?\A-Anywhere is fine...\Man, there're so many shops in heah... response:	In here.
context: Your clothes are so frilly and cute, Kirie-chan!\Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at?\I want to look at cute clothes.\What about you, Kirie-chan?\A-Anywhere is fine...\Man, there're so many shops in heah...\In here. response:	Which shop should we look at?
context: Looks like Kirie-chan still doesn't like Ebina-chan...\What kind of clothes do you guys want to look at?\I want to look at cute clothes.\What about you, Kirie-chan?\A-Anywhere is fine...\Man, there're so many shops in heah...\In here.\Which shop should we look at? response:	I know. Let's take a look around, and buy whatever we like most last.
context: What kind of clothes do you guys want to look at?\I want to look at cute clothes.\What about you, Kirie-chan?\A-Anywhere is fine...\Man, there're so many shops in heah...\In here.\Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last. response:	Good idea.
context: I want to look at cute clothes.\What about you, Kirie-chan?\A-Anywhere is fine...\Man, there're so many shops in heah...\In here.\Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last.\Good idea. response:	So expensive!
context: What about you, Kirie-chan?\A-Anywhere is fine...\Man, there're so many shops in heah...\In here.\Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last.\Good idea.\So expensive! response:	I could buy 60 colas for the price of this piece of cloth.
context: A-Anywhere is fine...\Man, there're so many shops in heah...\In here.\Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last.\Good idea.\So expensive!\I could buy 60 colas for the price of this piece of cloth. response:	Can I help you find anything?
context: Man, there're so many shops in heah...\In here.\Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last.\Good idea.\So expensive!\I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything? response:	Oh, we're just looking around...
context: In here.\Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last.\Good idea.\So expensive!\I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything?\Oh, we're just looking around... response:	Wow, you're so cute!
context: Which shop should we look at?\I know. Let's take a look around, and buy whatever we like most last.\Good idea.\So expensive!\I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything?\Oh, we're just looking around...\Wow, you're so cute! response:	Are you a model or something?
context: I know. Let's take a look around, and buy whatever we like most last.\Good idea.\So expensive!\I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything?\Oh, we're just looking around...\Wow, you're so cute!\Are you a model or something? response:	What brands do you usually wear? Solid colors are pretty popular right now.
context: Good idea.\So expensive!\I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything?\Oh, we're just looking around...\Wow, you're so cute!\Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now. response:	Menacing
context: So expensive!\I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything?\Oh, we're just looking around...\Wow, you're so cute!\Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now.\Menacing response:	Is actually just looking at Umaru
context: I could buy 60 colas for the price of this piece of cloth.\Can I help you find anything?\Oh, we're just looking around...\Wow, you're so cute!\Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now.\Menacing\Is actually just looking at Umaru response:	Shubaa
context: Can I help you find anything?\Oh, we're just looking around...\Wow, you're so cute!\Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now.\Menacing\Is actually just looking at Umaru\Shubaa response:	Hey, I think this would look good on you, Umaru-chan.
context: Oh, we're just looking around...\Wow, you're so cute!\Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now.\Menacing\Is actually just looking at Umaru\Shubaa\Hey, I think this would look good on you, Umaru-chan. response:	Ebina-chan is always so meek, and yet she's so sharp right now.
context: Wow, you're so cute!\Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now.\Menacing\Is actually just looking at Umaru\Shubaa\Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now. response:	Ah. Um... K-Kirie-chan, did you find anything?
context: Are you a model or something?\What brands do you usually wear? Solid colors are pretty popular right now.\Menacing\Is actually just looking at Umaru\Shubaa\Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything? response:	They're still a bit rigid with each other...
context: What brands do you usually wear? Solid colors are pretty popular right now.\Menacing\Is actually just looking at Umaru\Shubaa\Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other... response:	I know.
context: Menacing\Is actually just looking at Umaru\Shubaa\Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other...\I know. response:	Ebina-chan, Kirie-chan,
context: Is actually just looking at Umaru\Shubaa\Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other...\I know.\Ebina-chan, Kirie-chan, response:	since you're both here, you two should try on some clothes, too.
context: Shubaa\Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other...\I know.\Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too. response:	'Kay?
context: Hey, I think this would look good on you, Umaru-chan.\Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other...\I know.\Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too.\'Kay? response:	S-Sure.
context: Ebina-chan is always so meek, and yet she's so sharp right now.\Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other...\I know.\Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too.\'Kay?\S-Sure. response:	Y-Y-Y-Y-Yes.
context: Ah. Um... K-Kirie-chan, did you find anything?\They're still a bit rigid with each other...\I know.\Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too.\'Kay?\S-Sure.\Y-Y-Y-Y-Yes. response:	That was so much fun!
context: They're still a bit rigid with each other...\I know.\Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too.\'Kay?\S-Sure.\Y-Y-Y-Y-Yes.\That was so much fun! response:	Yeah.
context: I know.\Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too.\'Kay?\S-Sure.\Y-Y-Y-Y-Yes.\That was so much fun!\Yeah. response:	Okay, let's go buy the things we liked,
context: Ebina-chan, Kirie-chan,\since you're both here, you two should try on some clothes, too.\'Kay?\S-Sure.\Y-Y-Y-Y-Yes.\That was so much fun!\Yeah.\Okay, let's go buy the things we liked, response:	and meet back up here in an hour.
context: since you're both here, you two should try on some clothes, too.\'Kay?\S-Sure.\Y-Y-Y-Y-Yes.\That was so much fun!\Yeah.\Okay, let's go buy the things we liked,\and meet back up here in an hour. response:	Okay.
context: 'Kay?\S-Sure.\Y-Y-Y-Y-Yes.\That was so much fun!\Yeah.\Okay, let's go buy the things we liked,\and meet back up here in an hour.\Okay. response:	Now, I'll go get that dress I saw at the first shop.
context: S-Sure.\Y-Y-Y-Y-Yes.\That was so much fun!\Yeah.\Okay, let's go buy the things we liked,\and meet back up here in an hour.\Okay.\Now, I'll go get that dress I saw at the first shop. response:	On Sale Today!!
context: Y-Y-Y-Y-Yes.\That was so much fun!\Yeah.\Okay, let's go buy the things we liked,\and meet back up here in an hour.\Okay.\Now, I'll go get that dress I saw at the first shop.\On Sale Today!! response:	Limit 1 Copy per Customer
context: That was so much fun!\Yeah.\Okay, let's go buy the things we liked,\and meet back up here in an hour.\Okay.\Now, I'll go get that dress I saw at the first shop.\On Sale Today!!\Limit 1 Copy per Customer response:	Yen (Tax In.)
context: Yeah.\Okay, let's go buy the things we liked,\and meet back up here in an hour.\Okay.\Now, I'll go get that dress I saw at the first shop.\On Sale Today!!\Limit 1 Copy per Customer\Yen (Tax In.) response:	Don't buy anything other than clothes.
context: Okay, let's go buy the things we liked,\and meet back up here in an hour.\Okay.\Now, I'll go get that dress I saw at the first shop.\On Sale Today!!\Limit 1 Copy per Customer\Yen (Tax In.)\Don't buy anything other than clothes. response:	Don't do it! Don't you do it!
context: and meet back up here in an hour.\Okay.\Now, I'll go get that dress I saw at the first shop.\On Sale Today!!\Limit 1 Copy per Customer\Yen (Tax In.)\Don't buy anything other than clothes.\Don't do it! Don't you do it! response:	Don't buy anything other than clothes...
context: Okay.\Now, I'll go get that dress I saw at the first shop.\On Sale Today!!\Limit 1 Copy per Customer\Yen (Tax In.)\Don't buy anything other than clothes.\Don't do it! Don't you do it!\Don't buy anything other than clothes... response:	Don't buy anything other than clothes...
context: Now, I'll go get that dress I saw at the first shop.\On Sale Today!!\Limit 1 Copy per Customer\Yen (Tax In.)\Don't buy anything other than clothes.\Don't do it! Don't you do it!\Don't buy anything other than clothes...\Don't buy anything other than clothes... response:	Don't do it! Don't you do it!
