context: Big Brother! response:	Y-You sure like to get up close and personal, Alice.
context: Oh, you're right.\Good luck, Noir. I have very high hopes for you.\I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question,\I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect. response:	Wait. If I use Get Creative to make Headache Immunity...
context: Good luck, Noir. I have very high hopes for you.\I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question,\I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity... response:	Headache Immunity
context: I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question,\I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity response:	That's so much!
context: I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question,\I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity\That's so much! response:	But I can't always rely on Emma...
context: The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question,\I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity\That's so much!\But I can't always rely on Emma... response:	Skills Skills Skills Skills
context: If I use the Great Sage skill that answers any question,\I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity\That's so much!\But I can't always rely on Emma...\Skills Skills Skills Skills response:	Noir Stardia LP. 700
context: I should be able to find them quickly.\But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity\That's so much!\But I can't always rely on Emma...\Skills Skills Skills Skills\Noir Stardia LP. 700 response:	Noir Stardia LP. 400
context: But kisses are absolutely necessary to avoid the headache side effect.\Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity\That's so much!\But I can't always rely on Emma...\Skills Skills Skills Skills\Noir Stardia LP. 700\Noir Stardia LP. 400 response:	Okay, that should do it.
context: Wait. If I use Get Creative to make Headache Immunity...\Headache Immunity\That's so much!\But I can't always rely on Emma...\Skills Skills Skills Skills\Noir Stardia LP. 700\Noir Stardia LP. 400\Okay, that should do it. response:	Great Sage, where are the rainbow grasshoppers?
context: Headache Immunity\That's so much!\But I can't always rely on Emma...\Skills Skills Skills Skills\Noir Stardia LP. 700\Noir Stardia LP. 400\Okay, that should do it.\Great Sage, where are the rainbow grasshoppers? response:	The closest one to this location is 310 meters to the south, behind a boulder.
context: That's so much!\But I can't always rely on Emma...\Skills Skills Skills Skills\Noir Stardia LP. 700\Noir Stardia LP. 400\Okay, that should do it.\Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder. response:	Yeah, it definitely hurts.
context: But I can't always rely on Emma...\Skills Skills Skills Skills\Noir Stardia LP. 700\Noir Stardia LP. 400\Okay, that should do it.\Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts. response:	But... it's not unbearable.
context: Skills Skills Skills Skills\Noir Stardia LP. 700\Noir Stardia LP. 400\Okay, that should do it.\Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts.\But... it's not unbearable. response:	Sweet. I found it pretty quickly.
context: Noir Stardia LP. 700\Noir Stardia LP. 400\Okay, that should do it.\Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts.\But... it's not unbearable.\Sweet. I found it pretty quickly. response:	But headaches seriously suck.
context: Noir Stardia LP. 400\Okay, that should do it.\Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts.\But... it's not unbearable.\Sweet. I found it pretty quickly.\But headaches seriously suck. response:	It'd be nice to just have Emma here with me...
context: Okay, that should do it.\Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts.\But... it's not unbearable.\Sweet. I found it pretty quickly.\But headaches seriously suck.\It'd be nice to just have Emma here with me... response:	Noir, you doofus!
context: Great Sage, where are the rainbow grasshoppers?\The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts.\But... it's not unbearable.\Sweet. I found it pretty quickly.\But headaches seriously suck.\It'd be nice to just have Emma here with me...\Noir, you doofus! response:	Emma! Perfect timing, as always!
context: The closest one to this location is 310 meters to the south, behind a boulder.\Yeah, it definitely hurts.\But... it's not unbearable.\Sweet. I found it pretty quickly.\But headaches seriously suck.\It'd be nice to just have Emma here with me...\Noir, you doofus!\Emma! Perfect timing, as always! response:	And your boobs are still...
context: Yeah, it definitely hurts.\But... it's not unbearable.\Sweet. I found it pretty quickly.\But headaches seriously suck.\It'd be nice to just have Emma here with me...\Noir, you doofus!\Emma! Perfect timing, as always!\And your boobs are still... response:	Noir, you became an adventurer?!
context: But... it's not unbearable.\Sweet. I found it pretty quickly.\But headaches seriously suck.\It'd be nice to just have Emma here with me...\Noir, you doofus!\Emma! Perfect timing, as always!\And your boobs are still...\Noir, you became an adventurer?! response:	H-How'd you find out about that?
context: Sweet. I found it pretty quickly.\But headaches seriously suck.\It'd be nice to just have Emma here with me...\Noir, you doofus!\Emma! Perfect timing, as always!\And your boobs are still...\Noir, you became an adventurer?!\H-How'd you find out about that? response:	I went to your house, and they said you went to the guild.
context: But headaches seriously suck.\It'd be nice to just have Emma here with me...\Noir, you doofus!\Emma! Perfect timing, as always!\And your boobs are still...\Noir, you became an adventurer?!\H-How'd you find out about that?\I went to your house, and they said you went to the guild. response:	Then I went to the guild, and...
context: It'd be nice to just have Emma here with me...\Noir, you doofus!\Emma! Perfect timing, as always!\And your boobs are still...\Noir, you became an adventurer?!\H-How'd you find out about that?\I went to your house, and they said you went to the guild.\Then I went to the guild, and... response:	Actually, the details don't matter!
context: Noir, you doofus!\Emma! Perfect timing, as always!\And your boobs are still...\Noir, you became an adventurer?!\H-How'd you find out about that?\I went to your house, and they said you went to the guild.\Then I went to the guild, and...\Actually, the details don't matter! response:	How could you do this without talking to me first?
context: Emma! Perfect timing, as always!\And your boobs are still...\Noir, you became an adventurer?!\H-How'd you find out about that?\I went to your house, and they said you went to the guild.\Then I went to the guild, and...\Actually, the details don't matter!\How could you do this without talking to me first? response:	S-Sorry. I thought it might be too dangerous for you.
context: And your boobs are still...\Noir, you became an adventurer?!\H-How'd you find out about that?\I went to your house, and they said you went to the guild.\Then I went to the guild, and...\Actually, the details don't matter!\How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you. response:	Ugh! Don't you remember our promise from six years ago?
context: Noir, you became an adventurer?!\H-How'd you find out about that?\I went to your house, and they said you went to the guild.\Then I went to the guild, and...\Actually, the details don't matter!\How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago? response:	Six years ago?
context: H-How'd you find out about that?\I went to your house, and they said you went to the guild.\Then I went to the guild, and...\Actually, the details don't matter!\How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago?\Six years ago? response:	When we were playing together
context: I went to your house, and they said you went to the guild.\Then I went to the guild, and...\Actually, the details don't matter!\How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago?\Six years ago?\When we were playing together response:	and I yelled, We'll be together forever, until death do us part?
context: Then I went to the guild, and...\Actually, the details don't matter!\How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago?\Six years ago?\When we were playing together\and I yelled, We'll be together forever, until death do us part? response:	Yeah. So I'll look for these grasshoppers with you!
context: Actually, the details don't matter!\How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago?\Six years ago?\When we were playing together\and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you! response:	You'll be using Great Sage, right?
context: How could you do this without talking to me first?\S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago?\Six years ago?\When we were playing together\and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right? response:	So, you know...
context: S-Sorry. I thought it might be too dangerous for you.\Ugh! Don't you remember our promise from six years ago?\Six years ago?\When we were playing together\and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right?\So, you know... response:	Oh, you don't have to kiss me anymore. I learned Headache Immunity.
context: Ugh! Don't you remember our promise from six years ago?\Six years ago?\When we were playing together\and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right?\So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity. response:	Huh?!
context: Six years ago?\When we were playing together\and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right?\So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?! response:	B-But, I mean, it's basically a greeting, so you can give me one anytime.
context: When we were playing together\and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right?\So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime. response:	And we've been friends forever.
context: and I yelled, We'll be together forever, until death do us part?\Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right?\So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever. response:	And even with the immunity, I still get a slight headache...
context: Yeah. So I'll look for these grasshoppers with you!\You'll be using Great Sage, right?\So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever.\And even with the immunity, I still get a slight headache... response:	R-Really? In that case...
context: You'll be using Great Sage, right?\So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever.\And even with the immunity, I still get a slight headache...\R-Really? In that case... response:	O-Okay.
context: So, you know...\Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever.\And even with the immunity, I still get a slight headache...\R-Really? In that case...\O-Okay. response:	Though, honestly, this headache is quite manageable.
context: Oh, you don't have to kiss me anymore. I learned Headache Immunity.\Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever.\And even with the immunity, I still get a slight headache...\R-Really? In that case...\O-Okay.\Though, honestly, this headache is quite manageable. response:	Thank you for your patience.
context: Huh?!\B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever.\And even with the immunity, I still get a slight headache...\R-Really? In that case...\O-Okay.\Though, honestly, this headache is quite manageable.\Thank you for your patience. response:	I have your 250,000 rels here.
context: B-But, I mean, it's basically a greeting, so you can give me one anytime.\And we've been friends forever.\And even with the immunity, I still get a slight headache...\R-Really? In that case...\O-Okay.\Though, honestly, this headache is quite manageable.\Thank you for your patience.\I have your 250,000 rels here. response:	T-Two hundred and fifty thousand?!
context: And we've been friends forever.\And even with the immunity, I still get a slight headache...\R-Really? In that case...\O-Okay.\Though, honestly, this headache is quite manageable.\Thank you for your patience.\I have your 250,000 rels here.\T-Two hundred and fifty thousand?! response:	Yes. At this rate, you'll rank up in no time.
context: And even with the immunity, I still get a slight headache...\R-Really? In that case...\O-Okay.\Though, honestly, this headache is quite manageable.\Thank you for your patience.\I have your 250,000 rels here.\T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time. response:	G-Great.
context: R-Really? In that case...\O-Okay.\Though, honestly, this headache is quite manageable.\Thank you for your patience.\I have your 250,000 rels here.\T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time.\G-Great. response:	So you're capable and hardworking.
context: O-Okay.\Though, honestly, this headache is quite manageable.\Thank you for your patience.\I have your 250,000 rels here.\T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time.\G-Great.\So you're capable and hardworking. response:	You truly are a fine gentleman.
context: Though, honestly, this headache is quite manageable.\Thank you for your patience.\I have your 250,000 rels here.\T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time.\G-Great.\So you're capable and hardworking.\You truly are a fine gentleman. response:	And because you're such a fine gentleman, I have another quest for you.
context: Thank you for your patience.\I have your 250,000 rels here.\T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time.\G-Great.\So you're capable and hardworking.\You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you. response:	It's a quest to take care of some monsters.
context: I have your 250,000 rels here.\T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time.\G-Great.\So you're capable and hardworking.\You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters. response:	Th-Thank you very much.
context: T-Two hundred and fifty thousand?!\Yes. At this rate, you'll rank up in no time.\G-Great.\So you're capable and hardworking.\You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters.\Th-Thank you very much. response:	Feel free to ask me any questions you might have.
context: Yes. At this rate, you'll rank up in no time.\G-Great.\So you're capable and hardworking.\You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters.\Th-Thank you very much.\Feel free to ask me any questions you might have. response:	Hang on a second!
context: G-Great.\So you're capable and hardworking.\You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters.\Th-Thank you very much.\Feel free to ask me any questions you might have.\Hang on a second! response:	I'm going to become an adventurer so I can come with you on this quest, Noir.
context: So you're capable and hardworking.\You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters.\Th-Thank you very much.\Feel free to ask me any questions you might have.\Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir. response:	Y-Your boobs...
context: You truly are a fine gentleman.\And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters.\Th-Thank you very much.\Feel free to ask me any questions you might have.\Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs... response:	You? An adventurer?
context: And because you're such a fine gentleman, I have another quest for you.\It's a quest to take care of some monsters.\Th-Thank you very much.\Feel free to ask me any questions you might have.\Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs...\You? An adventurer? response:	The name's Emma Brightness. Noir and I have been friends since we were kids.
context: It's a quest to take care of some monsters.\Th-Thank you very much.\Feel free to ask me any questions you might have.\Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs...\You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids. response:	Th-This can't be good...
context: Th-Thank you very much.\Feel free to ask me any questions you might have.\Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs...\You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good... response:	The Hidden Dungeon Only I Can Enter.
context: Feel free to ask me any questions you might have.\Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs...\You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good...\The Hidden Dungeon Only I Can Enter. response:	C-Calm down, you two.
context: Hang on a second!\I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs...\You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good...\The Hidden Dungeon Only I Can Enter.\C-Calm down, you two. response:	I'm in charge of Noir. He is a valuable partner.
context: I'm going to become an adventurer so I can come with you on this quest, Noir.\Y-Your boobs...\You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good...\The Hidden Dungeon Only I Can Enter.\C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner. response:	I'd appreciate it if you wouldn't interfere.
context: Y-Your boobs...\You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good...\The Hidden Dungeon Only I Can Enter.\C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere. response:	That's my line. We're together forever, until death do us part.
context: You? An adventurer?\The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good...\The Hidden Dungeon Only I Can Enter.\C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part. response:	What's going on?
context: The name's Emma Brightness. Noir and I have been friends since we were kids.\Th-This can't be good...\The Hidden Dungeon Only I Can Enter.\C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part.\What's going on? response:	Are they having a lovers' spat?
context: Th-This can't be good...\The Hidden Dungeon Only I Can Enter.\C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part.\What's going on?\Are they having a lovers' spat? response:	Yeah! Fight more!
context: The Hidden Dungeon Only I Can Enter.\C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part.\What's going on?\Are they having a lovers' spat?\Yeah! Fight more! response:	W-Well, this turned into a spectacle...
context: C-Calm down, you two.\I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part.\What's going on?\Are they having a lovers' spat?\Yeah! Fight more!\W-Well, this turned into a spectacle... response:	Emma! I'm so blessed to have you help me out!
context: I'm in charge of Noir. He is a valuable partner.\I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part.\What's going on?\Are they having a lovers' spat?\Yeah! Fight more!\W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out! response:	R-Really?
context: I'd appreciate it if you wouldn't interfere.\That's my line. We're together forever, until death do us part.\What's going on?\Are they having a lovers' spat?\Yeah! Fight more!\W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out!\R-Really? response:	And Lola, I'll do whatever it takes to give you the best results I can!
context: That's my line. We're together forever, until death do us part.\What's going on?\Are they having a lovers' spat?\Yeah! Fight more!\W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out!\R-Really?\And Lola, I'll do whatever it takes to give you the best results I can! response:	Oh, my.
context: What's going on?\Are they having a lovers' spat?\Yeah! Fight more!\W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out!\R-Really?\And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my. response:	I guess that's enough for today.
context: Are they having a lovers' spat?\Yeah! Fight more!\W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out!\R-Really?\And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my.\I guess that's enough for today. response:	Yeah, I'll back off.
context: Yeah! Fight more!\W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out!\R-Really?\And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my.\I guess that's enough for today.\Yeah, I'll back off. response:	On behalf of Mr. Noir's looks.
context: W-Well, this turned into a spectacle...\Emma! I'm so blessed to have you help me out!\R-Really?\And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my.\I guess that's enough for today.\Yeah, I'll back off.\On behalf of Mr. Noir's looks. response:	On behalf of Noir's looks.
context: Emma! I'm so blessed to have you help me out!\R-Really?\And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my.\I guess that's enough for today.\Yeah, I'll back off.\On behalf of Mr. Noir's looks.\On behalf of Noir's looks. response:	Aw, man.
context: R-Really?\And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my.\I guess that's enough for today.\Yeah, I'll back off.\On behalf of Mr. Noir's looks.\On behalf of Noir's looks.\Aw, man. response:	They're done already?
context: And Lola, I'll do whatever it takes to give you the best results I can!\Oh, my.\I guess that's enough for today.\Yeah, I'll back off.\On behalf of Mr. Noir's looks.\On behalf of Noir's looks.\Aw, man.\They're done already? response:	Well, that was no fun.
context: Oh, my.\I guess that's enough for today.\Yeah, I'll back off.\On behalf of Mr. Noir's looks.\On behalf of Noir's looks.\Aw, man.\They're done already?\Well, that was no fun. response:	Be safe out there.
context: I guess that's enough for today.\Yeah, I'll back off.\On behalf of Mr. Noir's looks.\On behalf of Noir's looks.\Aw, man.\They're done already?\Well, that was no fun.\Be safe out there. response:	Let's have dinner off the clock sometime.
context: Yeah, I'll back off.\On behalf of Mr. Noir's looks.\On behalf of Noir's looks.\Aw, man.\They're done already?\Well, that was no fun.\Be safe out there.\Let's have dinner off the clock sometime. response:	Huh? I, uh...
context: On behalf of Mr. Noir's looks.\On behalf of Noir's looks.\Aw, man.\They're done already?\Well, that was no fun.\Be safe out there.\Let's have dinner off the clock sometime.\Huh? I, uh... response:	You seriously had the nerve to do that right in front of me?!
context: On behalf of Noir's looks.\Aw, man.\They're done already?\Well, that was no fun.\Be safe out there.\Let's have dinner off the clock sometime.\Huh? I, uh...\You seriously had the nerve to do that right in front of me?! response:	Noir, you doofus. Don't you know girls can be conniving?
context: Aw, man.\They're done already?\Well, that was no fun.\Be safe out there.\Let's have dinner off the clock sometime.\Huh? I, uh...\You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving? response:	Go to dinner with her, and she'll drag you into a room and...
context: They're done already?\Well, that was no fun.\Be safe out there.\Let's have dinner off the clock sometime.\Huh? I, uh...\You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and... response:	A-And...?
context: Well, that was no fun.\Be safe out there.\Let's have dinner off the clock sometime.\Huh? I, uh...\You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and...\A-And...? response:	Maybe she'll dissect you.
context: Be safe out there.\Let's have dinner off the clock sometime.\Huh? I, uh...\You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and...\A-And...?\Maybe she'll dissect you. response:	N-No way!
context: Let's have dinner off the clock sometime.\Huh? I, uh...\You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and...\A-And...?\Maybe she'll dissect you.\N-No way! response:	Hey, there's a patch of grass missing.
context: Huh? I, uh...\You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and...\A-And...?\Maybe she'll dissect you.\N-No way!\Hey, there's a patch of grass missing. response:	I wonder if it's because the Big Rabbit that we're after ate some.
context: You seriously had the nerve to do that right in front of me?!\Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and...\A-And...?\Maybe she'll dissect you.\N-No way!\Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some. response:	Yeah...
context: Noir, you doofus. Don't you know girls can be conniving?\Go to dinner with her, and she'll drag you into a room and...\A-And...?\Maybe she'll dissect you.\N-No way!\Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some.\Yeah... response:	Apparently those rabbits are disrupting the ecosystem.
context: Go to dinner with her, and she'll drag you into a room and...\A-And...?\Maybe she'll dissect you.\N-No way!\Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some.\Yeah...\Apparently those rabbits are disrupting the ecosystem. response:	We'll get 50,000 rels if we get rid of them.
context: A-And...?\Maybe she'll dissect you.\N-No way!\Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some.\Yeah...\Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them. response:	Goblins?
context: Maybe she'll dissect you.\N-No way!\Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some.\Yeah...\Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them.\Goblins? response:	What are their levels?
context: N-No way!\Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some.\Yeah...\Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them.\Goblins?\What are their levels? response:	Goblin
context: Hey, there's a patch of grass missing.\I wonder if it's because the Big Rabbit that we're after ate some.\Yeah...\Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them.\Goblins?\What are their levels?\Goblin response:	The same as Emma. In that case...
context: I wonder if it's because the Big Rabbit that we're after ate some.\Yeah...\Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them.\Goblins?\What are their levels?\Goblin\The same as Emma. In that case... response:	Let's fight, Emma!
context: Yeah...\Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them.\Goblins?\What are their levels?\Goblin\The same as Emma. In that case...\Let's fight, Emma! response:	Yeah! I'll take the one on the right!
context: Apparently those rabbits are disrupting the ecosystem.\We'll get 50,000 rels if we get rid of them.\Goblins?\What are their levels?\Goblin\The same as Emma. In that case...\Let's fight, Emma!\Yeah! I'll take the one on the right! response:	Goblin Lv. 17
context: We'll get 50,000 rels if we get rid of them.\Goblins?\What are their levels?\Goblin\The same as Emma. In that case...\Let's fight, Emma!\Yeah! I'll take the one on the right!\Goblin Lv. 17 response:	Sex: Male
context: Goblins?\What are their levels?\Goblin\The same as Emma. In that case...\Let's fight, Emma!\Yeah! I'll take the one on the right!\Goblin Lv. 17\Sex: Male response:	It's male.
context: What are their levels?\Goblin\The same as Emma. In that case...\Let's fight, Emma!\Yeah! I'll take the one on the right!\Goblin Lv. 17\Sex: Male\It's male. response:	Then I'll use Stone Bullet!
context: Goblin\The same as Emma. In that case...\Let's fight, Emma!\Yeah! I'll take the one on the right!\Goblin Lv. 17\Sex: Male\It's male.\Then I'll use Stone Bullet! response:	As a fellow guy, I feel for you, but...
context: The same as Emma. In that case...\Let's fight, Emma!\Yeah! I'll take the one on the right!\Goblin Lv. 17\Sex: Male\It's male.\Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but... response:	Sorry, my dude!
context: Let's fight, Emma!\Yeah! I'll take the one on the right!\Goblin Lv. 17\Sex: Male\It's male.\Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but...\Sorry, my dude! response:	Okay, now to back up Emma.
context: Yeah! I'll take the one on the right!\Goblin Lv. 17\Sex: Male\It's male.\Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but...\Sorry, my dude!\Okay, now to back up Emma. response:	Noir, look!
context: Goblin Lv. 17\Sex: Male\It's male.\Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but...\Sorry, my dude!\Okay, now to back up Emma.\Noir, look! response:	A B-Big Rabbit!
context: Sex: Male\It's male.\Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but...\Sorry, my dude!\Okay, now to back up Emma.\Noir, look!\A B-Big Rabbit! response:	Big Rabbit
context: It's male.\Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but...\Sorry, my dude!\Okay, now to back up Emma.\Noir, look!\A B-Big Rabbit!\Big Rabbit response:	Level 24.
