context: A dream... Right? response:	Were you holding back today?
context: Well, what's the plan, Tohsaka?\Shinji might not be a mage, but he did put up that field.\You didn't notice that?\Oh, no.\If we aren't careful, Shinji might...\That's great!\This is how Servants ought to be!\What's going on? response:	Keep generating mana within your body, Emiya-kun.
context: Shinji might not be a mage, but he did put up that field.\You didn't notice that?\Oh, no.\If we aren't careful, Shinji might...\That's great!\This is how Servants ought to be!\What's going on?\Keep generating mana within your body, Emiya-kun. response:	Sakura!
context: You didn't notice that?\Oh, no.\If we aren't careful, Shinji might...\That's great!\This is how Servants ought to be!\What's going on?\Keep generating mana within your body, Emiya-kun.\Sakura! response:	Wai
context: Oh, no.\If we aren't careful, Shinji might...\That's great!\This is how Servants ought to be!\What's going on?\Keep generating mana within your body, Emiya-kun.\Sakura!\Wai response:	She's breathing.
context: If we aren't careful, Shinji might...\That's great!\This is how Servants ought to be!\What's going on?\Keep generating mana within your body, Emiya-kun.\Sakura!\Wai\She's breathing. response:	It isn't too late to save them.
context: That's great!\This is how Servants ought to be!\What's going on?\Keep generating mana within your body, Emiya-kun.\Sakura!\Wai\She's breathing.\It isn't too late to save them. response:	We have to find Shinji and take down this field.
context: This is how Servants ought to be!\What's going on?\Keep generating mana within your body, Emiya-kun.\Sakura!\Wai\She's breathing.\It isn't too late to save them.\We have to find Shinji and take down this field. response:	Emiya-kun!
context: What's going on?\Keep generating mana within your body, Emiya-kun.\Sakura!\Wai\She's breathing.\It isn't too late to save them.\We have to find Shinji and take down this field.\Emiya-kun! response:	What are these things?
context: Keep generating mana within your body, Emiya-kun.\Sakura!\Wai\She's breathing.\It isn't too late to save them.\We have to find Shinji and take down this field.\Emiya-kun!\What are these things? response:	Golems.
context: Sakura!\Wai\She's breathing.\It isn't too late to save them.\We have to find Shinji and take down this field.\Emiya-kun!\What are these things?\Golems. response:	A type of familiar!
context: Wai\She's breathing.\It isn't too late to save them.\We have to find Shinji and take down this field.\Emiya-kun!\What are these things?\Golems.\A type of familiar! response:	I'll summon Saber.
context: She's breathing.\It isn't too late to save them.\We have to find Shinji and take down this field.\Emiya-kun!\What are these things?\Golems.\A type of familiar!\I'll summon Saber. response:	You used a Command Seal yesterday, right?
context: It isn't too late to save them.\We have to find Shinji and take down this field.\Emiya-kun!\What are these things?\Golems.\A type of familiar!\I'll summon Saber.\You used a Command Seal yesterday, right? response:	That means it's my turn.
context: We have to find Shinji and take down this field.\Emiya-kun!\What are these things?\Golems.\A type of familiar!\I'll summon Saber.\You used a Command Seal yesterday, right?\That means it's my turn. response:	Emiya-kun...
context: Emiya-kun!\What are these things?\Golems.\A type of familiar!\I'll summon Saber.\You used a Command Seal yesterday, right?\That means it's my turn.\Emiya-kun... response:	Please...
context: What are these things?\Golems.\A type of familiar!\I'll summon Saber.\You used a Command Seal yesterday, right?\That means it's my turn.\Emiya-kun...\Please... response:	Come to me,
context: Golems.\A type of familiar!\I'll summon Saber.\You used a Command Seal yesterday, right?\That means it's my turn.\Emiya-kun...\Please...\Come to me, response:	Saber!
context: A type of familiar!\I'll summon Saber.\You used a Command Seal yesterday, right?\That means it's my turn.\Emiya-kun...\Please...\Come to me,\Saber! response:	Saber!
context: I'll summon Saber.\You used a Command Seal yesterday, right?\That means it's my turn.\Emiya-kun...\Please...\Come to me,\Saber!\Saber! response:	I have come in response to your summons.
context: You used a Command Seal yesterday, right?\That means it's my turn.\Emiya-kun...\Please...\Come to me,\Saber!\Saber!\I have come in response to your summons. response:	Master, the situation?
context: That means it's my turn.\Emiya-kun...\Please...\Come to me,\Saber!\Saber!\I have come in response to your summons.\Master, the situation? response:	It's as you can see.
context: Emiya-kun...\Please...\Come to me,\Saber!\Saber!\I have come in response to your summons.\Master, the situation?\It's as you can see. response:	A Servant has set up a Bounded Field.
context: Please...\Come to me,\Saber!\Saber!\I have come in response to your summons.\Master, the situation?\It's as you can see.\A Servant has set up a Bounded Field. response:	I want to dismantle it as quickly as possible.
context: Come to me,\Saber!\Saber!\I have come in response to your summons.\Master, the situation?\It's as you can see.\A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible. response:	Archer, do you hear me?
context: Saber!\Saber!\I have come in response to your summons.\Master, the situation?\It's as you can see.\A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible.\Archer, do you hear me? response:	I sense the presence of a Servant on this floor.
context: Saber!\I have come in response to your summons.\Master, the situation?\It's as you can see.\A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible.\Archer, do you hear me?\I sense the presence of a Servant on this floor. response:	No way! Here?
context: I have come in response to your summons.\Master, the situation?\It's as you can see.\A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible.\Archer, do you hear me?\I sense the presence of a Servant on this floor.\No way! Here? response:	Rin?
context: Master, the situation?\It's as you can see.\A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible.\Archer, do you hear me?\I sense the presence of a Servant on this floor.\No way! Here?\Rin? response:	No, if that's what you sense, I'm sure you're right.
context: It's as you can see.\A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible.\Archer, do you hear me?\I sense the presence of a Servant on this floor.\No way! Here?\Rin?\No, if that's what you sense, I'm sure you're right. response:	But I sense the field's point of origin on the first floor.
context: A Servant has set up a Bounded Field.\I want to dismantle it as quickly as possible.\Archer, do you hear me?\I sense the presence of a Servant on this floor.\No way! Here?\Rin?\No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor. response:	The Servant's on this floor, even though the field is coming from the first?
context: I want to dismantle it as quickly as possible.\Archer, do you hear me?\I sense the presence of a Servant on this floor.\No way! Here?\Rin?\No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first? response:	I can't say for sure, but that's what I sense.
context: Archer, do you hear me?\I sense the presence of a Servant on this floor.\No way! Here?\Rin?\No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense. response:	Rin, where is Archer?
context: I sense the presence of a Servant on this floor.\No way! Here?\Rin?\No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense.\Rin, where is Archer? response:	If he's here, he can give a better assessment.
context: No way! Here?\Rin?\No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense.\Rin, where is Archer?\If he's here, he can give a better assessment. response:	I'm calling him, but he isn't answering!
context: Rin?\No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense.\Rin, where is Archer?\If he's here, he can give a better assessment.\I'm calling him, but he isn't answering! response:	This Bounded Field cuts us off from the outside world.
context: No, if that's what you sense, I'm sure you're right.\But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense.\Rin, where is Archer?\If he's here, he can give a better assessment.\I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world. response:	A Command Seal is the only form of contact that can get through.
context: But I sense the field's point of origin on the first floor.\The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense.\Rin, where is Archer?\If he's here, he can give a better assessment.\I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through. response:	We should consider this a field designed to separate Master from Servant.
context: The Servant's on this floor, even though the field is coming from the first?\I can't say for sure, but that's what I sense.\Rin, where is Archer?\If he's here, he can give a better assessment.\I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant. response:	The enemy is planning to settle things here, Shirou.
context: I can't say for sure, but that's what I sense.\Rin, where is Archer?\If he's here, he can give a better assessment.\I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou. response:	Saber, there's a Servant on this floor, right?
context: Rin, where is Archer?\If he's here, he can give a better assessment.\I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right? response:	You handle that one.
context: If he's here, he can give a better assessment.\I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right?\You handle that one. response:	We're going to destroy the Bounded Field.
context: I'm calling him, but he isn't answering!\This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right?\You handle that one.\We're going to destroy the Bounded Field. response:	Emiya-kun?
context: This Bounded Field cuts us off from the outside world.\A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right?\You handle that one.\We're going to destroy the Bounded Field.\Emiya-kun? response:	It's dangerous, but that is the correct decision.
context: A Command Seal is the only form of contact that can get through.\We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right?\You handle that one.\We're going to destroy the Bounded Field.\Emiya-kun?\It's dangerous, but that is the correct decision. response:	Now, while I keep them busy.
context: We should consider this a field designed to separate Master from Servant.\The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right?\You handle that one.\We're going to destroy the Bounded Field.\Emiya-kun?\It's dangerous, but that is the correct decision.\Now, while I keep them busy. response:	Thanks.
context: The enemy is planning to settle things here, Shirou.\Saber, there's a Servant on this floor, right?\You handle that one.\We're going to destroy the Bounded Field.\Emiya-kun?\It's dangerous, but that is the correct decision.\Now, while I keep them busy.\Thanks. response:	Let's go, Tohsaka.
context: Saber, there's a Servant on this floor, right?\You handle that one.\We're going to destroy the Bounded Field.\Emiya-kun?\It's dangerous, but that is the correct decision.\Now, while I keep them busy.\Thanks.\Let's go, Tohsaka. response:	Damn it!
context: You handle that one.\We're going to destroy the Bounded Field.\Emiya-kun?\It's dangerous, but that is the correct decision.\Now, while I keep them busy.\Thanks.\Let's go, Tohsaka.\Damn it! response:	Chemistry Room
context: We're going to destroy the Bounded Field.\Emiya-kun?\It's dangerous, but that is the correct decision.\Now, while I keep them busy.\Thanks.\Let's go, Tohsaka.\Damn it!\Chemistry Room response:	Very good.
context: Emiya-kun?\It's dangerous, but that is the correct decision.\Now, while I keep them busy.\Thanks.\Let's go, Tohsaka.\Damn it!\Chemistry Room\Very good. response:	This is how a first-rate Master does things.
context: It's dangerous, but that is the correct decision.\Now, while I keep them busy.\Thanks.\Let's go, Tohsaka.\Damn it!\Chemistry Room\Very good.\This is how a first-rate Master does things. response:	Once this is over, maybe I'll go check out Emiya's withered husk.
context: Now, while I keep them busy.\Thanks.\Let's go, Tohsaka.\Damn it!\Chemistry Room\Very good.\This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk. response:	What is it, Rider?
context: Thanks.\Let's go, Tohsaka.\Damn it!\Chemistry Room\Very good.\This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider? response:	Hey, what's the deal?
context: Let's go, Tohsaka.\Damn it!\Chemistry Room\Very good.\This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider?\Hey, what's the deal? response:	How are you able to move?
context: Damn it!\Chemistry Room\Very good.\This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider?\Hey, what's the deal?\How are you able to move? response:	Stay away, damn it...
context: Chemistry Room\Very good.\This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider?\Hey, what's the deal?\How are you able to move?\Stay away, damn it... response:	I'm warning you, you'd better stay away!
context: Very good.\This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider?\Hey, what's the deal?\How are you able to move?\Stay away, damn it...\I'm warning you, you'd better stay away! response:	What the hell?
context: This is how a first-rate Master does things.\Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider?\Hey, what's the deal?\How are you able to move?\Stay away, damn it...\I'm warning you, you'd better stay away!\What the hell? response:	Rider!
context: Once this is over, maybe I'll go check out Emiya's withered husk.\What is it, Rider?\Hey, what's the deal?\How are you able to move?\Stay away, damn it...\I'm warning you, you'd better stay away!\What the hell?\Rider! response:	Rider-class Servant...
context: What is it, Rider?\Hey, what's the deal?\How are you able to move?\Stay away, damn it...\I'm warning you, you'd better stay away!\What the hell?\Rider!\Rider-class Servant... response:	Caster...
context: Hey, what's the deal?\How are you able to move?\Stay away, damn it...\I'm warning you, you'd better stay away!\What the hell?\Rider!\Rider-class Servant...\Caster... response:	Tohsaka, did you locate the field's point of origin?
context: How are you able to move?\Stay away, damn it...\I'm warning you, you'd better stay away!\What the hell?\Rider!\Rider-class Servant...\Caster...\Tohsaka, did you locate the field's point of origin? response:	Yes, it's right over there.
context: Stay away, damn it...\I'm warning you, you'd better stay away!\What the hell?\Rider!\Rider-class Servant...\Caster...\Tohsaka, did you locate the field's point of origin?\Yes, it's right over there. response:	Chemistry Room
context: I'm warning you, you'd better stay away!\What the hell?\Rider!\Rider-class Servant...\Caster...\Tohsaka, did you locate the field's point of origin?\Yes, it's right over there.\Chemistry Room response:	That room up ahead!
context: What the hell?\Rider!\Rider-class Servant...\Caster...\Tohsaka, did you locate the field's point of origin?\Yes, it's right over there.\Chemistry Room\That room up ahead! response:	Damn, they're persistent!
context: Rider!\Rider-class Servant...\Caster...\Tohsaka, did you locate the field's point of origin?\Yes, it's right over there.\Chemistry Room\That room up ahead!\Damn, they're persistent! response:	Are we ever gonna run out of these guys?
context: Rider-class Servant...\Caster...\Tohsaka, did you locate the field's point of origin?\Yes, it's right over there.\Chemistry Room\That room up ahead!\Damn, they're persistent!\Are we ever gonna run out of these guys? response:	Shirou, stand back.
context: Caster...\Tohsaka, did you locate the field's point of origin?\Yes, it's right over there.\Chemistry Room\That room up ahead!\Damn, they're persistent!\Are we ever gonna run out of these guys?\Shirou, stand back. response:	Ein Korper
context: Tohsaka, did you locate the field's point of origin?\Yes, it's right over there.\Chemistry Room\That room up ahead!\Damn, they're persistent!\Are we ever gonna run out of these guys?\Shirou, stand back.\Ein Korper response:	ist ein
context: Yes, it's right over there.\Chemistry Room\That room up ahead!\Damn, they're persistent!\Are we ever gonna run out of these guys?\Shirou, stand back.\Ein Korper\ist ein response:	Korper!
context: Chemistry Room\That room up ahead!\Damn, they're persistent!\Are we ever gonna run out of these guys?\Shirou, stand back.\Ein Korper\ist ein\Korper! response:	Shinji...
context: That room up ahead!\Damn, they're persistent!\Are we ever gonna run out of these guys?\Shirou, stand back.\Ein Korper\ist ein\Korper!\Shinji... response:	Don't give me any of your excuses.
context: Damn, they're persistent!\Are we ever gonna run out of these guys?\Shirou, stand back.\Ein Korper\ist ein\Korper!\Shinji...\Don't give me any of your excuses. response:	I'll make you pay for what you've done, no matter what!
context: Are we ever gonna run out of these guys?\Shirou, stand back.\Ein Korper\ist ein\Korper!\Shinji...\Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what! response:	Y-You've got it wrong! Wrong! Wrong!
context: Shirou, stand back.\Ein Korper\ist ein\Korper!\Shinji...\Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong! response:	It wasn't me... It wasn't me! It wasn't me!
context: Ein Korper\ist ein\Korper!\Shinji...\Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me! response:	It wasn't you?
context: ist ein\Korper!\Shinji...\Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me!\It wasn't you? response:	Take this field down right now!
context: Korper!\Shinji...\Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me!\It wasn't you?\Take this field down right now! response:	If you say no, I'll blow your sniveling face clean off!
context: Shinji...\Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me!\It wasn't you?\Take this field down right now!\If you say no, I'll blow your sniveling face clean off! response:	I'm telling you, you've got it wrong! It wasn't me! She was killed by
context: Don't give me any of your excuses.\I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me!\It wasn't you?\Take this field down right now!\If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by response:	Shinji!
context: I'll make you pay for what you've done, no matter what!\Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me!\It wasn't you?\Take this field down right now!\If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji! response:	Ouch, ouch...
context: Y-You've got it wrong! Wrong! Wrong!\It wasn't me... It wasn't me! It wasn't me!\It wasn't you?\Take this field down right now!\If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji!\Ouch, ouch... response:	Tohsaka!
context: It wasn't me... It wasn't me! It wasn't me!\It wasn't you?\Take this field down right now!\If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji!\Ouch, ouch...\Tohsaka! response:	Tohsaka, over there.
context: It wasn't you?\Take this field down right now!\If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji!\Ouch, ouch...\Tohsaka!\Tohsaka, over there. response:	She's dead.
context: Take this field down right now!\If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji!\Ouch, ouch...\Tohsaka!\Tohsaka, over there.\She's dead. response:	Looks like you survived by allowing your Servant to be killed.
context: If you say no, I'll blow your sniveling face clean off!\I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji!\Ouch, ouch...\Tohsaka!\Tohsaka, over there.\She's dead.\Looks like you survived by allowing your Servant to be killed. response:	But if you saw the killer's face, it'll be your turn next.
context: I'm telling you, you've got it wrong! It wasn't me! She was killed by\Shinji!\Ouch, ouch...\Tohsaka!\Tohsaka, over there.\She's dead.\Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next. response:	Th-That won't happen!
context: Shinji!\Ouch, ouch...\Tohsaka!\Tohsaka, over there.\She's dead.\Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next.\Th-That won't happen! response:	I don't have a Servant!
context: Ouch, ouch...\Tohsaka!\Tohsaka, over there.\She's dead.\Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next.\Th-That won't happen!\I don't have a Servant! response:	I'm not a Master anymore...
context: Tohsaka!\Tohsaka, over there.\She's dead.\Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next.\Th-That won't happen!\I don't have a Servant!\I'm not a Master anymore... response:	You two are the ones who still have targets on your backs!
context: Tohsaka, over there.\She's dead.\Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next.\Th-That won't happen!\I don't have a Servant!\I'm not a Master anymore...\You two are the ones who still have targets on your backs! response:	That's true.
context: She's dead.\Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next.\Th-That won't happen!\I don't have a Servant!\I'm not a Master anymore...\You two are the ones who still have targets on your backs!\That's true. response:	Even if you still have Command Seals, you're no threat.
context: Looks like you survived by allowing your Servant to be killed.\But if you saw the killer's face, it'll be your turn next.\Th-That won't happen!\I don't have a Servant!\I'm not a Master anymore...\You two are the ones who still have targets on your backs!\That's true.\Even if you still have Command Seals, you're no threat. response:	Gnats can't kill anyone.
context: But if you saw the killer's face, it'll be your turn next.\Th-That won't happen!\I don't have a Servant!\I'm not a Master anymore...\You two are the ones who still have targets on your backs!\That's true.\Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone. response:	G-Gnats?
context: Th-That won't happen!\I don't have a Servant!\I'm not a Master anymore...\You two are the ones who still have targets on your backs!\That's true.\Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone.\G-Gnats? response:	You're calling me a gnat?
context: I don't have a Servant!\I'm not a Master anymore...\You two are the ones who still have targets on your backs!\That's true.\Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone.\G-Gnats?\You're calling me a gnat? response:	Be glad I'm not comparing you to a harmful bug!
context: I'm not a Master anymore...\You two are the ones who still have targets on your backs!\That's true.\Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone.\G-Gnats?\You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug! response:	If you saw who did it, answer me.
context: You two are the ones who still have targets on your backs!\That's true.\Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone.\G-Gnats?\You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me. response:	Right now, that's your only value to us.
context: That's true.\Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone.\G-Gnats?\You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me.\Right now, that's your only value to us. response:	Talk!
context: Even if you still have Command Seals, you're no threat.\Gnats can't kill anyone.\G-Gnats?\You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me.\Right now, that's your only value to us.\Talk! response:	What kind of Servant was it that took out yours?
context: Gnats can't kill anyone.\G-Gnats?\You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me.\Right now, that's your only value to us.\Talk!\What kind of Servant was it that took out yours? response:	H-How should I know, moron?!
context: G-Gnats?\You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me.\Right now, that's your only value to us.\Talk!\What kind of Servant was it that took out yours?\H-How should I know, moron?! response:	Y-You're the ones who should be scared...
context: You're calling me a gnat?\Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me.\Right now, that's your only value to us.\Talk!\What kind of Servant was it that took out yours?\H-How should I know, moron?!\Y-You're the ones who should be scared... response:	Because you're the ones it'll come after next!
context: Be glad I'm not comparing you to a harmful bug!\If you saw who did it, answer me.\Right now, that's your only value to us.\Talk!\What kind of Servant was it that took out yours?\H-How should I know, moron?!\Y-You're the ones who should be scared...\Because you're the ones it'll come after next! response:	It's okay, Tohsaka.
context: If you saw who did it, answer me.\Right now, that's your only value to us.\Talk!\What kind of Servant was it that took out yours?\H-How should I know, moron?!\Y-You're the ones who should be scared...\Because you're the ones it'll come after next!\It's okay, Tohsaka. response:	They're all still breathing.
context: Right now, that's your only value to us.\Talk!\What kind of Servant was it that took out yours?\H-How should I know, moron?!\Y-You're the ones who should be scared...\Because you're the ones it'll come after next!\It's okay, Tohsaka.\They're all still breathing. response:	They're breathing?
context: Talk!\What kind of Servant was it that took out yours?\H-How should I know, moron?!\Y-You're the ones who should be scared...\Because you're the ones it'll come after next!\It's okay, Tohsaka.\They're all still breathing.\They're breathing? response:	Yeah, they're alive.
context: What kind of Servant was it that took out yours?\H-How should I know, moron?!\Y-You're the ones who should be scared...\Because you're the ones it'll come after next!\It's okay, Tohsaka.\They're all still breathing.\They're breathing?\Yeah, they're alive. response:	All we have to do is call for help.
context: H-How should I know, moron?!\Y-You're the ones who should be scared...\Because you're the ones it'll come after next!\It's okay, Tohsaka.\They're all still breathing.\They're breathing?\Yeah, they're alive.\All we have to do is call for help. response:	With something like this, do they need an ambulance? Or should we call...
context: Y-You're the ones who should be scared...\Because you're the ones it'll come after next!\It's okay, Tohsaka.\They're all still breathing.\They're breathing?\Yeah, they're alive.\All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call... response:	We should call the church.
context: Because you're the ones it'll come after next!\It's okay, Tohsaka.\They're all still breathing.\They're breathing?\Yeah, they're alive.\All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call...\We should call the church. response:	If we explain the situation to Kirei, he'll see to everything.
context: It's okay, Tohsaka.\They're all still breathing.\They're breathing?\Yeah, they're alive.\All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call...\We should call the church.\If we explain the situation to Kirei, he'll see to everything. response:	Okay.
context: They're all still breathing.\They're breathing?\Yeah, they're alive.\All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call...\We should call the church.\If we explain the situation to Kirei, he'll see to everything.\Okay. response:	I'll call him right away, then.
context: They're breathing?\Yeah, they're alive.\All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call...\We should call the church.\If we explain the situation to Kirei, he'll see to everything.\Okay.\I'll call him right away, then. response:	You were fighting Caster?
context: Yeah, they're alive.\All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call...\We should call the church.\If we explain the situation to Kirei, he'll see to everything.\Okay.\I'll call him right away, then.\You were fighting Caster? response:	Yes, although it was merely Caster's shadow that controlled the familiars.
context: All we have to do is call for help.\With something like this, do they need an ambulance? Or should we call...\We should call the church.\If we explain the situation to Kirei, he'll see to everything.\Okay.\I'll call him right away, then.\You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars. response:	I see. Then the real Caster hasn't left Ryuudou Temple.
context: With something like this, do they need an ambulance? Or should we call...\We should call the church.\If we explain the situation to Kirei, he'll see to everything.\Okay.\I'll call him right away, then.\You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars.\I see. Then the real Caster hasn't left Ryuudou Temple. response:	Knowing her, she might have manipulated Shinji, to lure Rider into a trap.
context: We should call the church.\If we explain the situation to Kirei, he'll see to everything.\Okay.\I'll call him right away, then.\You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars.\I see. Then the real Caster hasn't left Ryuudou Temple.\Knowing her, she might have manipulated Shinji, to lure Rider into a trap. response:	Then Rider was killed through deception?
context: If we explain the situation to Kirei, he'll see to everything.\Okay.\I'll call him right away, then.\You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars.\I see. Then the real Caster hasn't left Ryuudou Temple.\Knowing her, she might have manipulated Shinji, to lure Rider into a trap.\Then Rider was killed through deception? response:	Crap.
context: Okay.\I'll call him right away, then.\You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars.\I see. Then the real Caster hasn't left Ryuudou Temple.\Knowing her, she might have manipulated Shinji, to lure Rider into a trap.\Then Rider was killed through deception?\Crap. response:	Still, we know that Caster's Master is someone at this school.
context: I'll call him right away, then.\You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars.\I see. Then the real Caster hasn't left Ryuudou Temple.\Knowing her, she might have manipulated Shinji, to lure Rider into a trap.\Then Rider was killed through deception?\Crap.\Still, we know that Caster's Master is someone at this school. response:	Right...
context: You were fighting Caster?\Yes, although it was merely Caster's shadow that controlled the familiars.\I see. Then the real Caster hasn't left Ryuudou Temple.\Knowing her, she might have manipulated Shinji, to lure Rider into a trap.\Then Rider was killed through deception?\Crap.\Still, we know that Caster's Master is someone at this school.\Right... response:	Tohsaka, if you have something to say, say it.
