context: Opening 1st Frame response:	Signs
context: We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever.\I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition. response:	And we'll be taking the new graduates with us as well.
context: Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever.\I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well. response:	Is this true, Erd?
context: Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever.\I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well.\Is this true, Erd? response:	Isn't it awfully soon?
context: You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever.\I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well.\Is this true, Erd?\Isn't it awfully soon? response:	Even considering that they handled this last Titan attack quite well...
context: Too bad you have no scent whatsoever.\I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well.\Is this true, Erd?\Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well... response:	I heard those kids' pants required multiple washings to remove the shitstains.
context: I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well.\Is this true, Erd?\Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains. response:	Is this all true, Captain?
context: We'll probably be ordered to stand by for a few more days,\but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well.\Is this true, Erd?\Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain? response:	I'm not involved in making our plans.
context: but I heard we're supposed to be going on a large-scale extramural expedition.\And we'll be taking the new graduates with us as well.\Is this true, Erd?\Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain?\I'm not involved in making our plans. response:	It's Erwin. He's likely considering far more variables that might occur to us.
context: And we'll be taking the new graduates with us as well.\Is this true, Erd?\Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain?\I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us. response:	It's true that we're in an unprecedented situation.
context: Is this true, Erd?\Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain?\I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation. response:	On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,
context: Isn't it awfully soon?\Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain?\I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices, response:	but on the other hand, we got an unexpected ray of hope.
context: Even considering that they handled this last Titan attack quite well...\I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain?\I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope. response:	I still have trouble believing it.
context: I heard those kids' pants required multiple washings to remove the shitstains.\Is this all true, Captain?\I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it. response:	You can turn into a Titan, but what's that mean, Eren?
context: Is this all true, Captain?\I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren? response:	My memories from that time are quite hazy.
context: I'm not involved in making our plans.\It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy. response:	It felt like a selfless, dreaming state.
context: It's Erwin. He's likely considering far more variables that might occur to us.\It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy.\It felt like a selfless, dreaming state. response:	It can be triggered by hurting myself.
context: It's true that we're in an unprecedented situation.\On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy.\It felt like a selfless, dreaming state.\It can be triggered by hurting myself. response:	Like, if I bite
context: On the one hand, we lost the Maria reconquest route that we established through huge sacrifices,\but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy.\It felt like a selfless, dreaming state.\It can be triggered by hurting myself.\Like, if I bite response:	Wait, how do I know this?
context: but on the other hand, we got an unexpected ray of hope.\I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy.\It felt like a selfless, dreaming state.\It can be triggered by hurting myself.\Like, if I bite\Wait, how do I know this? response:	You guys know all of this too.
context: I still have trouble believing it.\You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy.\It felt like a selfless, dreaming state.\It can be triggered by hurting myself.\Like, if I bite\Wait, how do I know this?\You guys know all of this too. response:	We couldn't get any more out of him than what's written in the reports.
context: You can turn into a Titan, but what's that mean, Eren?\My memories from that time are quite hazy.\It felt like a selfless, dreaming state.\It can be triggered by hurting myself.\Like, if I bite\Wait, how do I know this?\You guys know all of this too.\We couldn't get any more out of him than what's written in the reports. response:	She won't stay put though.
context: My memories from that time are quite hazy.\It felt like a selfless, dreaming state.\It can be triggered by hurting myself.\Like, if I bite\Wait, how do I know this?\You guys know all of this too.\We couldn't get any more out of him than what's written in the reports.\She won't stay put though. response:	Her meddling could even kill you, Eren.
context: It felt like a selfless, dreaming state.\It can be triggered by hurting myself.\Like, if I bite\Wait, how do I know this?\You guys know all of this too.\We couldn't get any more out of him than what's written in the reports.\She won't stay put though.\Her meddling could even kill you, Eren. response:	She? Who?
context: It can be triggered by hurting myself.\Like, if I bite\Wait, how do I know this?\You guys know all of this too.\We couldn't get any more out of him than what's written in the reports.\She won't stay put though.\Her meddling could even kill you, Eren.\She? Who? response:	Good evening, gentlemen of the Levi Unit!
context: Like, if I bite\Wait, how do I know this?\You guys know all of this too.\We couldn't get any more out of him than what's written in the reports.\She won't stay put though.\Her meddling could even kill you, Eren.\She? Who?\Good evening, gentlemen of the Levi Unit! response:	Have you made yourselves at home in the castle?
context: Wait, how do I know this?\You guys know all of this too.\We couldn't get any more out of him than what's written in the reports.\She won't stay put though.\Her meddling could even kill you, Eren.\She? Who?\Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle? response:	You're early.
context: You guys know all of this too.\We couldn't get any more out of him than what's written in the reports.\She won't stay put though.\Her meddling could even kill you, Eren.\She? Who?\Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle?\You're early. response:	How could I stay put now?
context: We couldn't get any more out of him than what's written in the reports.\She won't stay put though.\Her meddling could even kill you, Eren.\She? Who?\Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle?\You're early.\How could I stay put now? response:	Major Hanji?
context: She won't stay put though.\Her meddling could even kill you, Eren.\She? Who?\Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle?\You're early.\How could I stay put now?\Major Hanji? response:	Sorry for the wait, Eren.
context: Her meddling could even kill you, Eren.\She? Who?\Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle?\You're early.\How could I stay put now?\Major Hanji?\Sorry for the wait, Eren. response:	I'm charged with experimenting on the two Titans we caught alive in the city.
context: She? Who?\Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle?\You're early.\How could I stay put now?\Major Hanji?\Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city. response:	I want you to help me out with tomorrow's experiments.
context: Good evening, gentlemen of the Levi Unit!\Have you made yourselves at home in the castle?\You're early.\How could I stay put now?\Major Hanji?\Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments. response:	I came to ask permission for that.
context: Have you made yourselves at home in the castle?\You're early.\How could I stay put now?\Major Hanji?\Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments.\I came to ask permission for that. response:	An experiment?
context: You're early.\How could I stay put now?\Major Hanji?\Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments.\I came to ask permission for that.\An experiment? response:	What am I supposed to
context: How could I stay put now?\Major Hanji?\Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments.\I came to ask permission for that.\An experiment?\What am I supposed to response:	What else but that totally awesome thing you do!
context: Major Hanji?\Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments.\I came to ask permission for that.\An experiment?\What am I supposed to\What else but that totally awesome thing you do! response:	Uh... I can't give you permission myself.
context: Sorry for the wait, Eren.\I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments.\I came to ask permission for that.\An experiment?\What am I supposed to\What else but that totally awesome thing you do!\Uh... I can't give you permission myself. response:	I don't have authority over myself, you see.
context: I'm charged with experimenting on the two Titans we caught alive in the city.\I want you to help me out with tomorrow's experiments.\I came to ask permission for that.\An experiment?\What am I supposed to\What else but that totally awesome thing you do!\Uh... I can't give you permission myself.\I don't have authority over myself, you see. response:	Levi, what are Eren's plans for tomorrow?
context: I want you to help me out with tomorrow's experiments.\I came to ask permission for that.\An experiment?\What am I supposed to\What else but that totally awesome thing you do!\Uh... I can't give you permission myself.\I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow? response:	Cleaning the garden.
context: I came to ask permission for that.\An experiment?\What am I supposed to\What else but that totally awesome thing you do!\Uh... I can't give you permission myself.\I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow?\Cleaning the garden. response:	Okay then, it's decided!
context: An experiment?\What am I supposed to\What else but that totally awesome thing you do!\Uh... I can't give you permission myself.\I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow?\Cleaning the garden.\Okay then, it's decided! response:	I'll be counting on you tomorrow, Eren!
context: What am I supposed to\What else but that totally awesome thing you do!\Uh... I can't give you permission myself.\I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow?\Cleaning the garden.\Okay then, it's decided!\I'll be counting on you tomorrow, Eren! response:	Yes, ma'am.
context: What else but that totally awesome thing you do!\Uh... I can't give you permission myself.\I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow?\Cleaning the garden.\Okay then, it's decided!\I'll be counting on you tomorrow, Eren!\Yes, ma'am. response:	But what exactly are these experiments on the Titans?
context: Uh... I can't give you permission myself.\I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow?\Cleaning the garden.\Okay then, it's decided!\I'll be counting on you tomorrow, Eren!\Yes, ma'am.\But what exactly are these experiments on the Titans? response:	Hm?
context: I don't have authority over myself, you see.\Levi, what are Eren's plans for tomorrow?\Cleaning the garden.\Okay then, it's decided!\I'll be counting on you tomorrow, Eren!\Yes, ma'am.\But what exactly are these experiments on the Titans?\Hm? response:	Uh... What exactly are these experiments...
context: Levi, what are Eren's plans for tomorrow?\Cleaning the garden.\Okay then, it's decided!\I'll be counting on you tomorrow, Eren!\Yes, ma'am.\But what exactly are these experiments on the Titans?\Hm?\Uh... What exactly are these experiments... response:	Stop that. Don't ask her.
context: Cleaning the garden.\Okay then, it's decided!\I'll be counting on you tomorrow, Eren!\Yes, ma'am.\But what exactly are these experiments on the Titans?\Hm?\Uh... What exactly are these experiments...\Stop that. Don't ask her. response:	Ah, I knew it.
context: Okay then, it's decided!\I'll be counting on you tomorrow, Eren!\Yes, ma'am.\But what exactly are these experiments on the Titans?\Hm?\Uh... What exactly are these experiments...\Stop that. Don't ask her.\Ah, I knew it. response:	You just had this expression like you wanted to know.
context: I'll be counting on you tomorrow, Eren!\Yes, ma'am.\But what exactly are these experiments on the Titans?\Hm?\Uh... What exactly are these experiments...\Stop that. Don't ask her.\Ah, I knew it.\You just had this expression like you wanted to know. response:	Were you that interested?
context: Yes, ma'am.\But what exactly are these experiments on the Titans?\Hm?\Uh... What exactly are these experiments...\Stop that. Don't ask her.\Ah, I knew it.\You just had this expression like you wanted to know.\Were you that interested? response:	Then I've got no choice.
context: But what exactly are these experiments on the Titans?\Hm?\Uh... What exactly are these experiments...\Stop that. Don't ask her.\Ah, I knew it.\You just had this expression like you wanted to know.\Were you that interested?\Then I've got no choice. response:	I guess I've gotta tell you
context: Hm?\Uh... What exactly are these experiments...\Stop that. Don't ask her.\Ah, I knew it.\You just had this expression like you wanted to know.\Were you that interested?\Then I've got no choice.\I guess I've gotta tell you response:	what I know about those pretties we caught earlier.
context: Uh... What exactly are these experiments...\Stop that. Don't ask her.\Ah, I knew it.\You just had this expression like you wanted to know.\Were you that interested?\Then I've got no choice.\I guess I've gotta tell you\what I know about those pretties we caught earlier. response:	First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.
context: Stop that. Don't ask her.\Ah, I knew it.\You just had this expression like you wanted to know.\Were you that interested?\Then I've got no choice.\I guess I've gotta tell you\what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with. response:	Hello.
context: Ah, I knew it.\You just had this expression like you wanted to know.\Were you that interested?\Then I've got no choice.\I guess I've gotta tell you\what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello. response:	First, we attempted communication.
context: You just had this expression like you wanted to know.\Were you that interested?\Then I've got no choice.\I guess I've gotta tell you\what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello.\First, we attempted communication. response:	How are you feeling? What's your name?
context: Were you that interested?\Then I've got no choice.\I guess I've gotta tell you\what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello.\First, we attempted communication.\How are you feeling? What's your name? response:	Does it hurt anywhere?
context: Then I've got no choice.\I guess I've gotta tell you\what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello.\First, we attempted communication.\How are you feeling? What's your name?\Does it hurt anywhere? response:	Major, you're too close!
context: I guess I've gotta tell you\what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello.\First, we attempted communication.\How are you feeling? What's your name?\Does it hurt anywhere?\Major, you're too close! response:	Hello.
context: what I know about those pretties we caught earlier.\First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello.\First, we attempted communication.\How are you feeling? What's your name?\Does it hurt anywhere?\Major, you're too close!\Hello. response:	Isn't the weather wonderful today?
context: First, we repeated the experiments we'd done each of the five prior times we had Titans to play with.\Hello.\First, we attempted communication.\How are you feeling? What's your name?\Does it hurt anywhere?\Major, you're too close!\Hello.\Isn't the weather wonderful today? response:	Are you hungry?
context: Hello.\First, we attempted communication.\How are you feeling? What's your name?\Does it hurt anywhere?\Major, you're too close!\Hello.\Isn't the weather wonderful today?\Are you hungry? response:	Whoa!
context: First, we attempted communication.\How are you feeling? What's your name?\Does it hurt anywhere?\Major, you're too close!\Hello.\Isn't the weather wonderful today?\Are you hungry?\Whoa! response:	Whoa-whoa, that was close!
context: How are you feeling? What's your name?\Does it hurt anywhere?\Major, you're too close!\Hello.\Isn't the weather wonderful today?\Are you hungry?\Whoa!\Whoa-whoa, that was close! response:	Major, it's too dangerous!
context: Does it hurt anywhere?\Major, you're too close!\Hello.\Isn't the weather wonderful today?\Are you hungry?\Whoa!\Whoa-whoa, that was close!\Major, it's too dangerous! response:	Sadly, communication proved impossible this time as well.
context: Major, you're too close!\Hello.\Isn't the weather wonderful today?\Are you hungry?\Whoa!\Whoa-whoa, that was close!\Major, it's too dangerous!\Sadly, communication proved impossible this time as well. response:	But for me, interacting with the Titans was so enlightening
context: Hello.\Isn't the weather wonderful today?\Are you hungry?\Whoa!\Whoa-whoa, that was close!\Major, it's too dangerous!\Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening response:	that it made me entirely forget my everyday fatigue.
context: Isn't the weather wonderful today?\Are you hungry?\Whoa!\Whoa-whoa, that was close!\Major, it's too dangerous!\Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue. response:	A long, long time ago, there was a tribe who ate people.
context: Are you hungry?\Whoa!\Whoa-whoa, that was close!\Major, it's too dangerous!\Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people. response:	They weren't Titans like you. They were humans.
context: Whoa!\Whoa-whoa, that was close!\Major, it's too dangerous!\Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans. response:	They hid out in caves in the mountains,
context: Whoa-whoa, that was close!\Major, it's too dangerous!\Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans.\They hid out in caves in the mountains, response:	attacked travelers who happened to tread the roads nearby,
context: Major, it's too dangerous!\Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans.\They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby, response:	robbed them of their valuables,
context: Sadly, communication proved impossible this time as well.\But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans.\They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby,\robbed them of their valuables, response:	killed them,
context: But for me, interacting with the Titans was so enlightening\that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans.\They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby,\robbed them of their valuables,\killed them, response:	and ate their flesh.
context: that it made me entirely forget my everyday fatigue.\A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans.\They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby,\robbed them of their valuables,\killed them,\and ate their flesh. response:	She's started another one of her naming ceremonies.
context: A long, long time ago, there was a tribe who ate people.\They weren't Titans like you. They were humans.\They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby,\robbed them of their valuables,\killed them,\and ate their flesh.\She's started another one of her naming ceremonies. response:	What did we end up with last time?
context: They weren't Titans like you. They were humans.\They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby,\robbed them of their valuables,\killed them,\and ate their flesh.\She's started another one of her naming ceremonies.\What did we end up with last time? response:	Chicacchironi and Albert.
context: They hid out in caves in the mountains,\attacked travelers who happened to tread the roads nearby,\robbed them of their valuables,\killed them,\and ate their flesh.\She's started another one of her naming ceremonies.\What did we end up with last time?\Chicacchironi and Albert. response:	They kept up their resistance for 25 years.
context: attacked travelers who happened to tread the roads nearby,\robbed them of their valuables,\killed them,\and ate their flesh.\She's started another one of her naming ceremonies.\What did we end up with last time?\Chicacchironi and Albert.\They kept up their resistance for 25 years. response:	During that time, over 500 people became their prey.
context: robbed them of their valuables,\killed them,\and ate their flesh.\She's started another one of her naming ceremonies.\What did we end up with last time?\Chicacchironi and Albert.\They kept up their resistance for 25 years.\During that time, over 500 people became their prey. response:	That might be more than the humans you guys ate.
context: killed them,\and ate their flesh.\She's started another one of her naming ceremonies.\What did we end up with last time?\Chicacchironi and Albert.\They kept up their resistance for 25 years.\During that time, over 500 people became their prey.\That might be more than the humans you guys ate. response:	They also experimented with various ways of preparing their meals.
context: and ate their flesh.\She's started another one of her naming ceremonies.\What did we end up with last time?\Chicacchironi and Albert.\They kept up their resistance for 25 years.\During that time, over 500 people became their prey.\That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals. response:	Turning the buttocks into steaks.
context: She's started another one of her naming ceremonies.\What did we end up with last time?\Chicacchironi and Albert.\They kept up their resistance for 25 years.\During that time, over 500 people became their prey.\That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks. response:	Cutting the thighs up into cubes and cooking a stew with them.
context: What did we end up with last time?\Chicacchironi and Albert.\They kept up their resistance for 25 years.\During that time, over 500 people became their prey.\That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them. response:	They minced, kneaded, and fried the hard meat.
context: Chicacchironi and Albert.\They kept up their resistance for 25 years.\During that time, over 500 people became their prey.\That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat. response:	Out of fat and innards, they even made sausages.
context: They kept up their resistance for 25 years.\During that time, over 500 people became their prey.\That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages. response:	That's right. They knew the concept of cooking.
context: During that time, over 500 people became their prey.\That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking. response:	That's how they were different from you.
context: That might be more than the humans you guys ate.\They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking.\That's how they were different from you. response:	But then those cannibals made a mistake, and they were all caught and executed.
context: They also experimented with various ways of preparing their meals.\Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking.\That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed. response:	That's the same as you.
context: Turning the buttocks into steaks.\Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking.\That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you. response:	You made the mistake of attacking mankind,
context: Cutting the thighs up into cubes and cooking a stew with them.\They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking.\That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you.\You made the mistake of attacking mankind, response:	and you were caught.
context: They minced, kneaded, and fried the hard meat.\Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking.\That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you.\You made the mistake of attacking mankind,\and you were caught. response:	So I'll name you after the man who led that clan.
context: Out of fat and innards, they even made sausages.\That's right. They knew the concept of cooking.\That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you.\You made the mistake of attacking mankind,\and you were caught.\So I'll name you after the man who led that clan. response:	You're Sawney.
context: That's right. They knew the concept of cooking.\That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you.\You made the mistake of attacking mankind,\and you were caught.\So I'll name you after the man who led that clan.\You're Sawney. response:	You're Bean.
context: That's how they were different from you.\But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you.\You made the mistake of attacking mankind,\and you were caught.\So I'll name you after the man who led that clan.\You're Sawney.\You're Bean. response:	But don't worry. I won't have you executed.
context: But then those cannibals made a mistake, and they were all caught and executed.\That's the same as you.\You made the mistake of attacking mankind,\and you were caught.\So I'll name you after the man who led that clan.\You're Sawney.\You're Bean.\But don't worry. I won't have you executed. response:	Nice to meet you, Sawney.
context: That's the same as you.\You made the mistake of attacking mankind,\and you were caught.\So I'll name you after the man who led that clan.\You're Sawney.\You're Bean.\But don't worry. I won't have you executed.\Nice to meet you, Sawney. response:	You too, Bean.
context: You made the mistake of attacking mankind,\and you were caught.\So I'll name you after the man who led that clan.\You're Sawney.\You're Bean.\But don't worry. I won't have you executed.\Nice to meet you, Sawney.\You too, Bean. response:	Let's try to get along.
context: and you were caught.\So I'll name you after the man who led that clan.\You're Sawney.\You're Bean.\But don't worry. I won't have you executed.\Nice to meet you, Sawney.\You too, Bean.\Let's try to get along. response:	Thus I named the 7 meter class Bean, and the 4 meter class Sawney.
context: So I'll name you after the man who led that clan.\You're Sawney.\You're Bean.\But don't worry. I won't have you executed.\Nice to meet you, Sawney.\You too, Bean.\Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney. response:	Next we tried denying them sunlight.
context: You're Sawney.\You're Bean.\But don't worry. I won't have you executed.\Nice to meet you, Sawney.\You too, Bean.\Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight. response:	The Titans are clearly less active during the night.
context: You're Bean.\But don't worry. I won't have you executed.\Nice to meet you, Sawney.\You too, Bean.\Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight.\The Titans are clearly less active during the night. response:	These experiments tried to prove that they gain some kind of power from the sunlight.
context: But don't worry. I won't have you executed.\Nice to meet you, Sawney.\You too, Bean.\Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight.\The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight. response:	There was a huge variation between individual Titans.
context: Nice to meet you, Sawney.\You too, Bean.\Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight.\The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans. response:	You've worked hard, Sawney.
context: You too, Bean.\Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight.\The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans.\You've worked hard, Sawney. response:	Good night. See you tomorrow.
